一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
358,江戸川区江戸川1-36,35.686520,139.907822,JGD2011,都道新荒川葛西堤防線（篠崎街道）,a,2010-11-01,2010-11-02,4,2,3 ,1.2,69,64
359,江戸川区江戸川5-7,35.676693,139.885086,JGD2011,都道新荒川葛西堤防線（篠崎街道）,b,2010-11-01,2010-11-02,4,2,3 ,1.2,69,64
360,江戸川区東葛西9-12,35.657635,139.883881,JGD2011,都道新荒川葛西堤防線（篠崎街道）,b,2010-11-01,2010-11-02,4,2,1 ,1.2,68,64
361,江戸川区南葛西3-20,35.652016,139.871017,JGD2011,区道Ａ０２５０号（左近通り）,b,2010-11-01,2010-11-02,5,6,5 ,1.2,65,61
362,江戸川区東葛西7-28,35.657524,139.880386,JGD2011,区道Ａ０２８１号,b,2010-11-01,2010-11-02,5,4,5 ,1.2,63,58
363,江戸川区臨海町5丁目1,35.643536,139.868332,JGD2011,高速湾岸線,A,2010-11-01,2010-11-02,2,6,4.7 ,1.2,70,68
364,江戸川区江戸川1丁目36,35.686520,139.907822,JGD2011,都道新荒川葛西堤防線（篠崎街道）,A,2010-11-01,2010-11-02,4,2,2.5 ,1.2,69,64
365,江戸川区江戸川5丁目7,35.676693,139.885086,JGD2011,都道新荒川葛西堤防線（篠崎街道）,B,2010-11-01,2010-11-02,4,2,2.6 ,1.2,69,64
366,江戸川区東葛西9丁目13,35.657013,139.883896,JGD2011,都道新荒川葛西堤防線（篠崎街道）,B,2010-11-01,2010-11-02,4,2,1.1 ,1.2,68,64
367,江戸川区南葛西3丁目19,35.652126,139.869980,JGD2011,区道A０２５０,B,2010-11-01,2010-11-02,5,6,4.9 ,1.2,65,61
368,江戸川区東葛西7丁目28,35.657524,139.880386,JGD2011,区道A０２８１,B,2010-11-01,2010-11-02,5,4,4.8 ,1.2,63,58
369,八王子市片倉町2416,35.640305,139.338898,JGD2011,国道１６号(東京環状),b,2010-12-15,2010-12-16,3,2,1.8 ,1.2,71,70
370,八王子市中野山王1-8-7,35.670620,139.331345,JGD2011,国道１６号(東京環状),c,2010-12-15,2010-12-16,3,2,2.6 ,1.2,70,68
371,八王子市北野町549-5,35.646137,139.353210,JGD2011,国道１６号（八王子バイパス）,c,2010-12-15,2010-12-16,3,6,8.3 ,1.2,69,68
372,八王子市大谷町355-1,35.677241,139.354245,JGD2011,国道１６号（八王子バイパス）,b,2010-12-15,2010-12-16,3,6,0 ,1.2,72,72
373,八王子市明神町4-21-1,35.660000,139.345459,JGD2011,国道２０号(甲州街道),c,2010-12-15,2010-12-16,3,4,3.7 ,1.2,68,65
374,八王子市八日町6-5,35.660358,139.329422,JGD2011,国道２０号(甲州街道),c,2010-12-15,2010-12-16,3,4,5 ,1.2,69,67
375,八王子市東浅川町90,35.649872,139.298630,JGD2011,国道２０号(甲州街道),b,2010-12-06,2010-12-07,3,4,4.4 ,1.2,69,66
376,八王子市加住町1-170-2,35.700542,139.316833,JGD2011,国道４１１号(滝山街道),a,2010-12-15,2010-12-16,3,2,1.5 ,1.2,71,68
377,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道２０号線（府中相模原線）,b,2010-12-15,2010-12-16,4,4,2.8 ,1.2,65,59
378,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道３２号線(秋川街道),c,2010-12-06,2010-12-07,4,2,1.2 ,1.2,68,65
379,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道３２号線(秋川街道),a,2010-12-06,2010-12-07,4,2,1.5 ,1.2,70,64
380,八王子市犬目町8663,-,-,-,都道４６号線(高尾街道),a,2010-12-06,2010-12-07,4,2,2.1 ,1.2,70,67
381,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道４６号線(高尾街道),b,2010-12-06,2010-12-07,4,2,1.1 ,1.2,69,69
382,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道４７号線(町田街道),a,2010-12-06,2010-12-07,4,2,2.4 ,1.2,72,68
383,八王子市石川町2065,35.671555,139.360764,JGD2011,都道５９号線（八王子武蔵村山線）,b,2010-12-15,2010-12-16,4,2,2.5 ,1.2,69,66
384,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道１７３号線(北野街道),a,2010-12-15,2010-12-16,4,2,1.7 ,1.2,65,62
385,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道５２１号線(陣場街道),b,2010-12-06,2010-12-07,4,2,2.1 ,1.2,70,67
386,八王子市西寺方町732,35.681908,139.273453,JGD2011,都道５２１号線(陣場街道),a,2010-12-06,2010-12-07,4,2,2.4 ,1.2,71,65
387,八王子市元本郷町1-3-10,35.662373,139.321396,JGD2011,市道１７号線(国道20号バイパス),c,2010-12-06,2010-12-07,5,4,2.9 ,1.2,73,69
388,八王子市下恩方町1849-1,35.671486,139.260799,JGD2011,都道６１号線（山田宮の前線）,a,2010-12-06,2010-12-07,4,2,4.4 ,1.2,69,63
389,八王子市松木30-1,35.621272,139.389995,JGD2011,都道１６８号線(多摩ﾆｭｰﾀｳﾝ通り),b,2010-12-15,2010-12-16,4,4,4.8 ,1.2,66,62
390,八王子市下柚木341,35.628994,139.380585,JGD2011,都道１６０号線(野猿街道),c,2010-12-15,2010-12-16,4,4,4.6 ,1.2,68,62
391,八王子市美山町1782,35.688110,139.250381,JGD2011,都道６１号線（山田宮の前線）,a,2010-12-06,2010-12-07,4,2,4.5 ,1.2,69,63
392,八王子市下恩方町1185-1,35.677281,139.256892,JGD2011,都道６１号線（山田宮の前線）,a,2010-12-06,2010-12-07,4,2,4.4 ,1.2,66,61
393,八王子市北野町538,35.646671,139.352158,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,4,6 ,1.2,69,68
394,八王子市大谷町285-1,35.676202,139.354381,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,4,3 ,1.2,73,72
395,八王子市滝山町1-267,35.691525,139.344910,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,4,5.5 ,1.2,71,70
396,八王子市大和田町1-1-1,35.665321,139.362747,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,4,4.5 ,1.2,73,70
397,八王子市片倉町2209,35.636078,139.338928,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,2,3.4 ,1.2,69,67
398,八王子市左入町549,35.678673,139.330017,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,2,7.5 ,1.2,72,68
399,八王子市左入町150,35.682304,139.345642,JGD2011,国道１６号,C,2010-10-26,2010-10-27,3,4,5.5 ,1.2,73,71
400,八王子市中野山王3-37,35.676395,139.319672,JGD2011,中央自動車道富士吉田線,A,2010-10-26,2010-10-27,1,4,14.9 ,1.2,57,55
401,八王子市南淺川町4068,35.615612,139.244919,JGD2011,国道２０号,B,2010-10-26,2010-10-27,3,2,2.5 ,1.2,69,66
402,八王子市堀之内887,35.632492,139.394028,JGD2011,都道町田平山八王子線,B,2010-10-26,2010-10-27,4,2,5 ,1.2,69,64
403,八王子市日吉町13-30,35.661716,139.312805,JGD2011,都道上野原八王子線,C,2010-10-26,2010-10-27,4,2,3.5 ,1.2,67,63
404,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線（芋窪街道）,c,2010-10-04,2010-10-05,4,4,3 ,1.5,70,65
405,立川市泉町786-11,35.719000,139.418720,JGD2011,都道立川東大和線（芋窪街道）,a,2010-10-25,2010-10-26,4,4,6 ,2,67,60
406,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線（五日市街道）,a,2010-10-05,2010-10-06,4,2,1 ,1.5,70,67
407,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線（旧奥多摩街道）,a,2010-10-07,2010-10-08,4,2,1 ,1.5,67,60
408,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線（立川通り）,b,2010-10-14,2010-10-15,4,2,3 ,1.5,69,66
409,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線（五日市街道）,b,2010-11-11,2010-11-12,4,2,1 ,1.5,70,69
410,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線（高松大通り）,c,2010-10-12,2010-10-13,4,2,3 ,1.5,70,69
411,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道２５６号線（甲州街道）,b,2010-10-18,2010-10-19,4,2,4 ,1.5,68,64
412,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線（新奥多摩街道）,b,2010-10-19,2010-10-20,4,4,3 ,1.5,69,66
413,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子・武蔵村山線（東文化通り）,a,2010-10-21,2010-10-22,4,2,2 ,1.5,68,67
414,立川市曙町3-24,35.702148,139.421066,JGD2011,都道立川所沢線,C,2010-10-26,2010-10-27,4,4,3.9 ,1.2,74,71
415,立川市幸町5-3,35.724590,139.418579,JGD2011,都道立川東大和線,C,2010-10-26,2010-10-27,4,2,5.3 ,1.2,69,64
416,武蔵野市中町2-10,35.706509,139.563416,JGD2011,都道７号（杉並あきる野線）,c,2010-11-16,2010-11-17,4,2,0 ,1.5,69,67
417,武蔵野市中町3-9-11,35.711914,139.565796,JGD2011,都道７号（杉並あきる野線）,c,2010-11-18,2010-11-19,4,2,1 ,1.5,68,66
418,武蔵野市中町3-4,35.711681,139.564117,JGD2011,都道１２１号線(武蔵野調布線）,c,2010-11-10,2010-11-11,4,2,2 ,1.5,68,65
419,武蔵野市関前1-9,35.710793,139.544022,JGD2011,都道１２号(調布田無線）,c,2010-11-29,2010-11-30,4,2,0 ,1.5,68,65
420,武蔵野市八幡町2-5-3,35.721550,139.559280,JGD2011,都道７号線（杉並あきる野線）,b,2010-11-30,2010-12-01,4,3,0 ,1.5,65,62
421,武蔵野市吉祥寺東町1-23,35.708572,139.588120,JGD2011,都道１１３号線(杉並武蔵野線）,a,2010-11-09,2010-11-10,4,2,1 ,1.5,66,63
422,武蔵野市御殿山1-19,35.699440,139.572311,JGD2011,都道１１４号線(武蔵野狛江線),a,2010-11-08,2010-11-09,4,3,0 ,1.5,70,69
423,武蔵野市境南町5-10,35.695648,139.537155,JGD2011,都道１２号線(境調布線),a,2010-11-24,2010-11-25,4,2,0 ,1.5,66,62
424,武蔵野市吉祥寺東町3-19,35.708252,139.590820,JGD2011,都道杉並あきる野線,C,2010-10-19,2010-10-20,4,2,2.5 ,1.2,67,65
425,武蔵野市西久保2-1,35.707680,139.560806,JGD2011,都道武蔵野調布線,C,2010-10-18,2010-10-19,4,2,3.3 ,1.2,69,65
426,三鷹市上連雀9-42-25,35.685791,139.549957,JGD2011,都道調布田無線（武蔵境通り）,a,2010-05-17,2010-05-21,4,2,2 ,1,68,66
427,三鷹市新川6-30-22,35.681416,139.564667,JGD2011,都道新宿国立線（東八道路）,b,2010-06-07,2010-06-11,4,4,3 ,1,66,61
428,三鷹市下連雀1-13-1,35.696217,139.569916,JGD2011,都道武蔵野狛江線（吉祥寺通り）,b,2010-06-21,2010-06-25,4,2,2 ,1,71,68
429,三鷹市下連雀2-26,35.697388,139.566025,JGD2011,市道市道６号線（むらさき橋通り）,b,2010-06-28,2010-07-02,6,2,2 ,1,68,65
430,三鷹市大沢1-13,35.676601,139.539490,JGD2011,都道境調布線,A,2010-10-18,2010-10-19,4,2,4.0 ,1.2,65,60
431,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2010-09-13,2010-09-16,4,4,4.5 ,1.2,66,61
432,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2010-11-30,2010-12-03,4,2,1.5 ,1.2,71,67
433,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹12号線,b,2010-10-12,2010-10-15,5,4,4.5 ,1.2,67,64
434,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2010-10-04,2010-10-07,4,2,1.5 ,1.2,70,63
435,青梅市長淵8-233-3,35.779426,139.264700,JGD2011,都道青梅あきる野線（秋川街道）,c,2010-11-22,2010-11-26,4,2,2 ,1.4,67,61
436,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道八王子甲府線（青梅街道）,a,2010-10-25,2010-10-28,3,2,2 ,1.6,68,63
437,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2010-11-01,2010-11-04,4,2,3 ,1.2,66,62
438,青梅市御岳本町,35.809063,139.178360,JGD2011,国道４１１号,A,2010-11-04,2010-11-05,3,2,2.3 ,1.2,68,61
439,青梅市新町6-10,35.793365,139.311188,JGD2011,国道４６８号（圏央道）,C,2010-11-04,2010-11-05,3,4,9.8 ,1.2,62,60
440,青梅市長淵5-244,35.779659,139.265198,JGD2011,都道青梅あきる野線,C,2010-11-04,2010-11-05,4,2,1.5 ,1.2,68,62
441,青梅市畑中2-555,35.783459,139.242340,JGD2011,都道奥多摩青梅線,A,2010-11-04,2010-11-05,4,2,1.0 ,1.2,71,67
442,府中市美好町2-4,35.672638,139.466782,JGD2011,国道２０号(甲州街道),c,2011-01-18,2011-01-21,3,4,3 ,2,76,75
443,府中市西府町2-16-1,35.674436,139.455932,JGD2011,国道２０号(甲州街道),c,2011-02-01,2011-02-04,3,4,2 ,2,75,74
444,府中市矢崎町1-5,35.663582,139.479401,JGD2011,都道９号線(府中街道),b,2011-03-02,2011-03-04,4,2,4 ,1.5,69,66
445,府中市分梅町3-50,35.665642,139.459076,JGD2011,都道１８号線(鎌倉街道),b,2011-02-22,2011-02-25,4,4,3 ,2.2,69,66
446,府中市若松町3-39,35.675034,139.506744,JGD2011,都道１１０号線(人見街道),a,2011-03-08,2011-03-15,4,2,1 ,1.5,61,57
447,府中市浅間町4-5,35.683331,139.499557,JGD2011,都道２４８号線(新小金井街道),b,2011-01-11,2011-01-14,4,2,4 ,1.5,68,66
448,府中市緑町1-29,35.674267,139.486389,JGD2011,都道１５号線(小金井街道）,b,2011-01-25,2011-01-28,4,2,1.8 ,1.5,65,62
449,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2011-02-07,2011-02-10,6,2,5 ,1.5,70,67
450,府中市押立町1-38,35.659218,139.512726,JGD2011,市道白糸台通り,a,2011-01-04,2011-01-07,6,2,3 ,1.5,66,67
451,府中市白糸台3-14,35.666061,139.516342,JGD2011,国道２０号,A,2010-10-18,2010-10-19,3,4,3 ,1.2,71,68
452,府中市美好町1-31,35.673370,139.468872,JGD2011,国道２０号,C,2010-10-18,2010-10-19,3,4,3 ,1.2,69,67
453,府中市四谷4-3,35.666695,139.445465,JGD2011,都道府中相模原線,A,2010-10-26,2010-10-27,4,4,5.0 ,1.2,68,65
454,昭島市緑町5-19-2,35.714973,139.338669,JGD2011,国道１６号,b,2010-06-28,2010-06-30,3,3,10.7 ,1.2,67,67
455,昭島市緑町4-25-11,35.710136,139.341843,JGD2011,国道１６号,b,2010-06-28,2010-06-30,3,5,5.2 ,1.2,74,74
456,昭島市田中町2-28-25,35.704838,139.349457,JGD2011,国道１６号,b,2010-09-14,2010-09-16,3,5,8.5 ,1.2,69,70
457,昭島市田中町2-16-14,35.702545,139.352905,JGD2011,都道２９号線（奥多摩街道）,a,2010-09-14,2010-09-16,4,2,1.9 ,1.2,68,66
458,昭島市昭和町3-6-3,35.708111,139.368393,JGD2011,都道１６２号線（諏訪松中通り）,a,2010-07-06,2010-07-08,4,2,3.5 ,1.2,69,63
459,昭島市朝日町4-23-28,35.708935,139.369827,JGD2011,市道昭島１７号（江戸街道）,c,2010-07-06,2010-07-08,6,2,4.5 ,1.2,64,60
460,昭島市福島町3-24-20,35.695034,139.374939,JGD2011,都道５８号線,a,2011-03-01,2011-03-03,4,3,4.6 ,1.2,70,67
461,昭島市福島町3-22-20,35.696453,139.377304,JGD2011,都道２９号線（新奥多摩街道）,b,2011-03-01,2011-03-03,4,4,3.8 ,1.2,68,67
462,昭島市武蔵野3-11-10,35.718075,139.373062,JGD2011,都道１６２号三ツ木八王子線,c,2011-03-08,2011-03-10,4,2,4.6 ,1.2,66,65
463,昭島市つつじが丘3-1-30,35.714344,139.370575,JGD2011,市道昭島１６号（つつじが丘通り）,a,2011-03-12,2011-03-14,6,2,3.4 ,1.2,63,57
464,昭島市拝島町1-18-16,35.708668,139.343735,JGD2011,国道１６号,B,2010-11-04,2010-11-05,3,5,4.3 ,1.2,75,74
465,昭島市松原町5-19,35.719372,139.339523,JGD2011,国道１６号,C,2010-11-04,2010-11-05,3,2,3 ,1.2,75,75
466,昭島市田中町2-19,35.703747,139.353302,JGD2011,都道立川青梅線,B,2010-10-26,2010-10-27,4,4,3.5 ,1.2,67,63
467,調布市仙川2-6-5,35.662598,139.579505,JGD2011,国道２０号（甲州街道）,c,2011-01-11,2011-01-19,3,4,6 ,2.5,71,70
468,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2011-01-20,2011-01-21,4,2,15 ,1.2,62,62
469,調布市西つつじヶ丘3-19-1,35.657822,139.571388,JGD2011,国道２０号（甲州街道）,b,2011-01-18,2011-01-19,3,4,9 ,3.5,67,63
470,調布市深大寺北町7-16,35.673820,139.544846,JGD2011,都道調布田無線（武蔵境通り）,a,2011-01-19,2011-01-20,4,2,2 ,1.2,63,57
471,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線（鶴川街道）,c,2011-01-28,2011-02-04,4,2,14 ,1.2,64,60
472,調布市仙川町3-17-4,35.664704,139.587682,JGD2011,国道２０号,B,2010-10-18,2010-10-19,3,4,3 ,1.2,71,69
473,調布市深大寺元町4-2,35.667610,139.544128,JGD2011,都道調布田無線,A,2010-10-18,2010-10-19,4,2,10.5 ,1.2,60,55
474,町田市木曽東2-1-1,35.555057,139.427136,JGD2011,市道町田４３７号線（町田駅前通り）,c,2011-02-01,2011-02-02,6,2,2.4 ,1.2,71,66
475,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線（町田街道）,b,2011-02-08,2011-02-09,4,2,2.1 ,1.2,71,69
476,町田市中町1-20-23,35.548351,139.447166,JGD2011,都道八王子町田線（町田街道）,c,2011-02-16,2001-02-17,4,2,2.1 ,1.2,75,65
477,町田市相原町343,35.609680,139.343918,JGD2011,国道１６号,B,2010-10-26,2010-10-27,3,2,2.5 ,1.2,73,70
478,町田市鶴間1202,35.503378,139.471089,JGD2011,国道２４６号,B,2010-10-18,2010-10-19,3,4,5.6 ,1.2,72,71
479,町田市野津田町1523,35.592190,139.451599,JGD2011,都道府中町田線,A,2010-10-18,2010-10-19,4,4,5.0 ,1.2,65,62
480,町田市常磐町3418,35.584781,139.400426,JGD2011,都道八王子町田線,B,2010-10-26,2010-10-27,4,2,2.2 ,1.2,69,67
481,町田市高ヶ坂484,35.542656,139.460480,JGD2011,都道川崎町田線,B,2010-10-18,2010-10-19,4,2,2.5 ,1.2,64,61
482,小金井市桜町3-1-3,35.712772,139.512405,JGD2011,都道７号線（五日市街道）,a,2010-10-14,2010-10-15,4,2,1.9 ,1.3,69,67
483,小金井市本町4-12-40,35.706596,139.507935,JGD2011,都道１５号線（小金井街道）,c,2010-10-18,2010-10-19,4,2,3.5 ,1.3,68,65
484,小金井市貫井北町5-16-13,35.702953,139.488663,JGD2011,都道１３４号線（連雀通り）,a,2010-10-06,2010-10-07,4,2,3.0 ,1.3,66,63
485,小金井市貫井南町2-2-25,35.692650,139.497910,JGD2011,都道２４８号線（新小金井街道）,b,2010-10-13,2010-10-14,4,2,4.5 ,1.3,66,64
486,小金井市前原町4-11-40,35.689171,139.505386,JGD2011,都道１４号線（東八道路）,b,2010-10-12,2010-10-13,4,4,4.5 ,1.3,67,63
487,小金井市本町4-12,35.706532,139.505981,JGD2011,都道府中清瀬線,C,2010-10-18,2010-10-19,4,4,2.9 ,1.2,67,64
488,小平市中島町26-9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2010-11-24,2010-11-25,4,2,2 ,1.2,67,63
489,小平市上水本町1-25-31,35.720364,139.464783,JGD2011,都道所沢府中線（府中街道）,a,2010-11-24,2010-11-25,4,2,2 ,1.2,69,68
490,小平市上水本町3-11-11,35.717648,139.470566,JGD2011,都道杉並あきる野線（五日市街道）,a,2010-11-24,2010-11-25,4,2,2 ,1.2,66,62
491,小平市鈴木町1-487,35.718842,139.496735,JGD2011,都道府中清瀬線（新小金井街道）,a,2010-11-24,2010-11-25,4,2,5 ,1.2,70,68
492,小平市花小金井5-463,35.733681,139.512436,JGD2011,都道新宿青梅線（青梅街道）,a,2010-11-24,2010-11-25,4,2,3 ,1.2,68,65
493,小平市津田町3-34-8,35.726337,139.470108,JGD2011,市道第B-２０号（たかの街道）,a,2010-11-24,2010-11-25,6,2,2 ,1.2,64,58
494,小平市回田町386,35.714573,139.498016,JGD2011,都道杉並あきるの線,A,2010-10-18,2010-10-19,4,2,4.5 ,1.2,64,61
495,小平市上水本町1-25,35.719688,139.464127,JGD2011,都道所沢府中線,A,2010-10-18,2010-10-19,4,2,2.5 ,1.2,68,67
496,小平市大沼町1-1,35.735401,139.492844,JGD2011,都道小平停車場中新田線,A,2010-10-18,2010-10-19,4,2,3.8 ,1.2,63,58
497,小平市鈴木町1-205,35.724052,139.497375,JGD2011,都道府中小平線,A,2010-10-18,2010-10-19,4,2,4.7 ,1.2,68,65
498,日野市多摩平4-3-1,35.667109,139.378379,JGD2011,国道２０号（日野バイパス）,a,2010-11-10,2010-11-17,3,4,3 ,1.3,69,66
499,日野市多摩平7-23-23,35.669273,139.389725,JGD2011,国道２０号（日野バイパス）,a,2010-11-17,2010-11-24,3,4,2 ,1.3,66,63
500,日野市万願寺6-35-13,35.669601,139.410080,JGD2011,国道２０号（日野バイパス）,b,2010-11-24,2010-12-01,3,4,3 ,1.3,65,62
501,日野市石田1-11-1,35.668066,139.420638,JGD2011,都道５０３号線（相模原立川線）,a,2010-12-08,2010-12-15,4,3,4 ,1.3,65,60
502,日野市三沢1-19-1,35.659542,139.421097,JGD2011,都道稲城日野線（川崎街道）,a,2010-12-15,2010-12-22,4,2,5 ,1.3,62,60
503,日野市旭が丘1-8,35.657703,139.375183,JGD2011,都道１５５号線（町田平山八王子線）,a,2011-01-05,2011-01-12,4,3,3 ,1.3,67,62
504,日野市平山5-12-16,35.647003,139.383423,JGD2011,都道１７３号線（北野街道）,c,2011-01-12,2011-01-19,4,2,2 ,1.3,69,67
505,日野市平山3-8-8,35.646694,139.385310,JGD2011,都道１５５号線（町田平山八王子線）,a,2011-01-19,2011-01-26,4,2,2 ,1.3,68,63
506,日野市日野本町7-5-14,35.678725,139.399515,JGD2011,都道２５６号線（八王子国立線）,a,2011-02-02,2011-02-09,4,2,2 ,1.3,66,62
507,日野市日野本町7-5,35.679592,139.399765,JGD2011,国道２０号,C,2010-10-26,2010-10-27,3,2,4.5 ,1.2,68,64
508,東村山市本町2-6-5,35.762195,139.467231,JGD2011,都道１６号線（府中街道）,c,2010-12-16,2010-12-17,4,2,3.1 ,1.2,68,67
509,東村山市久米川町3-30-5,35.761127,139.479584,JGD2011,市道第３７３号線１（鷹の道）,a,2010-10-14,2010-10-15,6,2,4 ,1.2,64,59
510,東村山市富士見町1-2-31,35.744614,139.456924,JGD2011,市道第１号線（江戸街道）,c,2010-11-18,2010-11-19,6,2,2.1 ,1.2,64,58
511,国分寺市並木町2-33-15,35.716751,139.450421,JGD2011,都道７号線（五日市街道）,a,2010-12-09,2010-12-15,4,2,2.9 ,1.2,69,67
512,国分寺市東恋ヶ窪5-16-5,35.712213,139.467212,JGD2011,都道１７号線（府中街道）,c,2010-12-09,2010-12-15,4,2,2 ,1.2,69,68
513,国分寺市南町2-5,35.697422,139.482513,JGD2011,都道１３３号線（国分寺街道）,c,2010-12-09,2010-12-15,4,2,1 ,1.2,69,65
514,国分寺市日吉町3-26,35.703793,139.453552,JGD2011,市道幹９号線（内藤橋街道）,a,2010-12-09,2010-12-15,6,2,2 ,1.2,67,62
515,国分寺市西町1-5-8,35.704289,139.437330,JGD2011,市道幹１１号線（戸倉通り）,a,2010-12-09,2010-12-15,6,2,5.2 ,1.2,65,60
516,国分寺市日吉町1-30,35.703468,139.459076,JGD2011,市道幹７号線（熊野神社通り）,a,2010-12-09,2010-12-15,6,2,2.5 ,1.2,66,61
517,国分寺市内藤16-15,35.695946,139.458115,JGD2011,都道１４５号線（多喜窪通り）,c,2010-12-09,2010-12-15,4,2,1.5 ,1.2,68,64
518,国立市谷保7190-4,35.681619,139.441444,JGD2011,国道２０号（甲州街道）,b,2011-01-24,2011-01-25,3,4,1 ,1.2,72,69
519,国立市谷保6256-8,35.680934,139.431754,JGD2011,市道南２６号線（石田街道）,b,2011-01-25,2011-01-26,6,2,1 ,1.2,68,62
520,国立市東2-29-3,35.694538,139.446834,JGD2011,国立停車場谷保線（大学通り）,a,2011-01-26,2011-01-27,4,4,3.0 ,1.2,67,63
521,国分寺市本多4-3,35.707230,139.481064,JGD2011,都道恋ヶ窪新田三鷹線,C,2010-10-18,2010-10-19,4,2,3.5 ,1.2,66,63
522,国立市谷保5128,35.679001,139.445923,JGD2011,国道２０号,B,2010-10-26,2010-10-27,3,4,2 ,1.2,72,70
523,福生市本町5,35.738701,139.326782,JGD2011,都道立川・青梅線（新奥多摩街道）,c,2010-12-27,2010-12-28,4,2,3 ,1.5,71,69
524,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線（五日市街道）,a,2011-01-04,2011-01-05,4,2,3 ,1.5,59,57
525,福生市福生2300-4,35.740550,139.337811,JGD2011,国道１６号,c,2010-12-16,2010-12-17,3,4,3 ,1.5,74,73
526,福生市熊川308,35.719730,139.332642,JGD2011,都道杉並・あきる野線（睦橋通り）,b,2010-12-21,2010-12-22,4,4,3 ,2,65,66
527,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並・あきる野線（五日市街道）,c,2010-12-20,2010-12-21,4,2,3 ,1.5,70,64
528,福生市熊川1123,35.731098,139.341370,JGD2011,国道１６号,C,2010-11-04,2010-11-05,3,4,3.7 ,1.2,72,72
529,狛江市東和泉1-28-1,35.630730,139.580032,JGD2011,都道世田谷町田線(世田谷通り),c,2011-02-24,2011-02-25,4,2,2.5 ,1.2,68,66
530,狛江市和泉本町1-1-5,35.634491,139.577927,JGD2011,都道大田調布線(狛江通り),c,2011-02-24,2011-02-25,4,2,5.5 ,1.2,65,61
531,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線（新青梅街道）,b,2010-11-18,2010-11-19,4,4,2 ,1.5,77,74
532,東大和市中央2-1101-27,35.743168,139.430258,JGD2011,都道新宿青梅線（青梅街道）,b,2010-11-16,2010-11-17,4,2,1 ,1.2,69,64
533,東大和市蔵敷1-448-1,35.754211,139.421036,JGD2011,都道新宿青梅線（青梅街道）,a,2010-11-15,2010-11-16,4,2,0.5 ,1.2,69,62
534,東大和市立野4-476-2,35.740518,139.416662,JGD2011,都道立川東大和線（芋窪街道）,c,2010-11-24,2010-11-25,4,2,3.4 ,1.2,69,67
535,清瀬市中清戸2-686,35.781063,139.527237,JGD2011,都道浦和東村山線　（志木街道）,a,2010-10-27,2010-10-28,4,2,2 ,1.2,66,64
536,清瀬市元町2-27-12,35.777699,139.517212,JGD2011,都道練馬所沢線（小金井街道）,c,2010-11-25,2010-11-26,4,2,2 ,1.2,64,65
537,清瀬市竹丘1-17-9,35.770454,139.507187,JGD2011,都道東村山清瀬線（病院街道）,a,2010-11-18,2010-11-19,4,2,2 ,1.2,65,58
