罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,練馬,貫井交番,131202,東京都,練馬区,向山１丁目,2020-06-04,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,貫井交番,131202,東京都,練馬区,向山４丁目,2020-01-24,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,貫井交番,131202,東京都,練馬区,貫井４丁目,2020-07-25,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,貫井交番,131202,東京都,練馬区,貫井５丁目,2020-01-19,20,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村３丁目,2020-03-23,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,中村橋交番,131202,東京都,練馬区,中村北２丁目,2020-02-04,18,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,豊島園前交番,131202,東京都,練馬区,練馬３丁目,2020-01-22,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,豊島園前交番,131202,東京都,練馬区,練馬４丁目,2020-11-18,14,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,中村１丁目,2020-07-24,08,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,練馬駅前交番,131202,東京都,練馬区,練馬１丁目,2020-02-06,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,中村１丁目,2020-09-19,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2020-03-20,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,氷川台駐在所,131202,東京都,練馬区,平和台１丁目,2020-11-14,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2020-02-17,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2020-02-13,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2020-08-22,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2020-03-21,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2020-01-24,07,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中３丁目,2020-05-30,00,道路上,その他,施錠せず,あり
窃盗,車上ねらい,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南３丁目,2020-06-24,07,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井１丁目,2020-03-23,17,道路上,その他,施錠せず,なし
窃盗,車上ねらい,練馬,富士見台駅前交番,131202,東京都,練馬区,貫井３丁目,2020-05-29,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,下石神井６丁目,2020-11-30,11,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井台１丁目,2020-06-01,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井台７丁目,2020-10-27,17,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町２丁目,2020-01-16,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町４丁目,2020-02-22,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,石神井公園駅前交番,131202,東京都,練馬区,石神井町８丁目,2020-08-10,01,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉１丁目,2020-02-20,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉５丁目,2020-12-20,00,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園駅前交番,131202,東京都,練馬区,東大泉６丁目,2020-08-19,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,石神井台７丁目,2020-09-07,23,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,なし
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,石神井台７丁目,2020-12-13,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,武蔵関駅前交番,131202,東京都,練馬区,関町北３丁目,2020-01-06,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井１丁目,2020-11-06,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井２丁目,2020-07-15,16,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,上石神井４丁目,2020-11-11,12,道路上,その他,施錠せず,なし
窃盗,車上ねらい,石神井,上石神井駅前交番,131202,東京都,練馬区,下石神井２丁目,2020-11-19,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町１丁目,2020-11-14,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町４丁目,2020-04-27,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町５丁目,2020-12-10,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町８丁目,2020-01-27,14,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町９丁目,2020-04-23,12,その他,その他,施錠せず,あり
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町９丁目,2020-04-27,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,大泉学園交番,131202,東京都,練馬区,大泉学園町９丁目,2020-05-09,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,関町南１丁目,2020-08-29,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,関町南２丁目,2020-04-06,07,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,関町南３丁目,2020-05-31,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,関町南４丁目,2020-10-29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,関町交番,131202,東京都,練馬区,関町東１丁目,2020-08-16,15,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町１丁目,2020-09-02,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町２丁目,2020-10-11,10,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町４丁目,2020-04-14,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町４丁目,2020-04-16,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町５丁目,2020-02-11,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町６丁目,2020-10-07,05,道路上,その他,施錠せず,なし
窃盗,車上ねらい,石神井,北大泉交番,131202,東京都,練馬区,大泉町６丁目,2020-11-01,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉３丁目,2020-05-10,18,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉３丁目,2020-06-23,19,その他の住宅（３階建て以下共同住宅等）,その他,施錠せず,あり
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉３丁目,2020-12-14,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉４丁目,2020-12-14,08,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,西大泉交番,131202,東京都,練馬区,西大泉５丁目,2020-11-06,06,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,東大泉７丁目,2020-02-22,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,東大泉７丁目,2020-11-06,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉１丁目,2020-11-18,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉２丁目,2020-01-11,06,その他,その他,施錠せず,なし
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉２丁目,2020-12-01,08,その他,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉２丁目,2020-12-16,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,石神井,南大泉交番,131202,東京都,練馬区,南大泉４丁目,2020-12-29,06,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台３丁目,2020-11-08,03,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,富士街道交番,131202,東京都,練馬区,石神井台５丁目,2020-06-15,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,石神井,石神井南駐在所,131202,東京都,練馬区,下石神井１丁目,2020-12-07,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,石神井,石神井南駐在所,131202,東京都,練馬区,下石神井２丁目,2020-11-08,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平３丁目,2020-03-13,18,その他,その他,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平８丁目,2020-02-06,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,高島平,高島平駅前交番,131199,東京都,板橋区,高島平８丁目,2020-04-29,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2020-02-27,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平１丁目,2020-10-15,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,西台駅前交番,131199,東京都,板橋区,高島平９丁目,2020-08-27,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,高島平６丁目,2020-02-24,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2020-06-01,14,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,笹目橋交番,131199,東京都,板橋区,三園１丁目,2020-11-22,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸２丁目,2020-06-24,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,北野交番,131199,東京都,板橋区,徳丸５丁目,2020-02-14,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,下赤塚交番,131199,東京都,板橋区,赤塚２丁目,2020-07-01,14,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,赤塚交番,131199,東京都,板橋区,赤塚新町３丁目,2020-10-17,15,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増１丁目,2020-05-15,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,成増駅前交番,131199,東京都,板橋区,成増２丁目,2020-11-22,10,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,高島平,上赤塚交番,131199,東京都,板橋区,赤塚４丁目,2020-03-05,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,高島平,松月院前交番,131199,東京都,板橋区,赤塚６丁目,2020-10-16,17,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,光が丘,北町交番,131202,東京都,練馬区,北町１丁目,2020-01-24,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2020-01-12,18,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,光が丘,田柄交番,131202,東京都,練馬区,田柄４丁目,2020-12-10,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘４丁目,2020-03-17,19,その他,その他,施錠せず,あり
窃盗,車上ねらい,光が丘,光が丘三丁目交番,131202,東京都,練馬区,光が丘５丁目,2020-04-15,22,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台１丁目,2020-01-20,07,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台２丁目,2020-11-04,09,道路上,その他,施錠せず,あり
窃盗,車上ねらい,光が丘,練馬高野台駅前交番,131202,東京都,練馬区,富士見台４丁目,2020-01-25,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,旭町２丁目,2020-08-17,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,土支田４丁目,2020-08-05,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,光が丘,土支田交番,131202,東京都,練馬区,光が丘４丁目,2020-10-30,05,その他,その他,施錠せず,あり
窃盗,車上ねらい,光が丘,三原台交番,131202,東京都,練馬区,土支田３丁目,2020-09-27,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,上野,,131059,東京都,文京区,湯島３丁目,2020-11-13,08,道路上,その他,施錠せず,なし
窃盗,車上ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野４丁目,2020-09-13,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,稲荷町交番,131067,東京都,台東区,東上野５丁目,2020-06-15,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,上野,台東交番,131067,東京都,台東区,秋葉原,2020-06-05,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,台東交番,131067,東京都,台東区,台東２丁目,2020-08-12,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,台東交番,131067,東京都,台東区,台東３丁目,2020-06-17,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,台東交番,131067,東京都,台東区,台東４丁目,2019-04-10,04,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,黒門交番,131067,東京都,台東区,上野１丁目,2020-11-10,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,黒門交番,131067,東京都,台東区,上野３丁目,2020-01-06,21,その他,その他,施錠せず,あり
窃盗,車上ねらい,上野,御徒町交番,131067,東京都,台東区,東上野１丁目,2020-04-11,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野４丁目,2020-05-11,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野４丁目,2020-06-11,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野６丁目,2020-11-13,07,道路上,その他,施錠せず,なし
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野６丁目,2020-11-14,09,道路上,その他,施錠せず,なし
窃盗,車上ねらい,上野,公園前交番,131067,東京都,台東区,上野公園,2020-05-09,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,下谷,三ノ輪交番,131067,東京都,台東区,竜泉２丁目,2020-03-26,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,下谷,入谷東交番,131067,東京都,台東区,松が谷４丁目,2020-02-24,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,入谷１丁目,2020-02-09,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,下谷,入谷西交番,131067,東京都,台東区,北上野２丁目,2020-07-05,20,道路上,その他,施錠せず,あり
窃盗,車上ねらい,下谷,谷中交番,131067,東京都,台東区,谷中１丁目,2020-10-27,09,その他,その他,施錠せず,なし
窃盗,車上ねらい,浅草,日本堤交番,131067,東京都,台東区,清川２丁目,2020-05-29,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,浅草,吉原交番,131067,東京都,台東区,千束３丁目,2020-09-15,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,東浅草交番,131067,東京都,台東区,東浅草１丁目,2020-10-22,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草３丁目,2020-10-16,08,道路上,その他,施錠せず,なし
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草４丁目,2019-12-31,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草４丁目,2020-02-03,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,浅草,西浅草三丁目交番,131067,東京都,台東区,浅草４丁目,2020-10-04,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2020-02-07,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2020-04-17,04,道路上,その他,施錠せず,なし
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2020-07-30,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草１丁目,2020-11-05,19,道路上,その他,施錠せず,なし
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草２丁目,2020-03-24,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,浅草２丁目,2020-07-30,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,公園六区交番,131067,東京都,台東区,西浅草３丁目,2020-11-01,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,浅草,雷門交番,131067,東京都,台東区,浅草１丁目,2020-10-17,04,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,聖天町交番,131067,東京都,台東区,浅草４丁目,2020-03-24,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,浅草,聖天町交番,131067,東京都,台東区,今戸１丁目,2020-01-16,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,浅草,聖天町交番,131067,東京都,台東区,今戸１丁目,2020-11-14,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,浅草,橋場交番,131067,東京都,台東区,今戸２丁目,2020-05-25,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,浅草,橋場交番,131067,東京都,台東区,清川２丁目,2020-12-24,08,道路上,その他,施錠せず,あり
窃盗,車上ねらい,浅草,橋場交番,131067,東京都,台東区,橋場１丁目,2020-03-11,11,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,東上野６丁目,2020-08-22,11,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,蔵前,菊屋橋交番,131067,東京都,台東区,松が谷２丁目,2020-03-24,07,その他,その他,施錠せず,あり
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,小島１丁目,2020-07-11,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,小島２丁目,2020-03-02,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,小島２丁目,2020-05-02,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,蔵前,小島二丁目交番,131067,東京都,台東区,鳥越１丁目,2020-12-01,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,蔵前２丁目,2020-04-30,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,寿３丁目,2020-08-24,21,道路上,その他,施錠せず,なし
窃盗,車上ねらい,蔵前,蔵前二丁目交番,131067,東京都,台東区,駒形１丁目,2020-08-06,07,道路上,その他,施錠せず,あり
窃盗,車上ねらい,蔵前,須賀橋交番,131067,東京都,台東区,浅草橋５丁目,2020-10-09,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,蔵前,須賀橋交番,131067,東京都,台東区,蔵前１丁目,2020-12-17,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,尾久,熊野前交番,131181,東京都,荒川区,東尾久７丁目,2020-07-26,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋５丁目,2020-08-27,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋６丁目,2020-09-24,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尾久,尾竹橋交番,131181,東京都,荒川区,町屋６丁目,2020-10-30,21,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尾久,赤土交番,131181,東京都,荒川区,東尾久２丁目,2020-05-27,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,尾久,赤土交番,131181,東京都,荒川区,東尾久２丁目,2020-07-23,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尾久,赤土交番,131181,東京都,荒川区,東尾久３丁目,2020-05-14,21,その他,その他,施錠せず,なし
窃盗,車上ねらい,尾久,西尾久交番,131181,東京都,荒川区,西尾久４丁目,2020-06-03,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尾久,西尾久交番,131181,東京都,荒川区,西尾久４丁目,2020-08-08,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,尾久,荒川遊園前交番,131181,東京都,荒川区,西尾久５丁目,2020-06-25,02,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,尾久,荒川遊園前交番,131181,東京都,荒川区,西尾久８丁目,2020-10-15,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,南千住,天王前交番,131181,東京都,荒川区,南千住６丁目,2020-07-27,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南千住,南千住一丁目交番,131181,東京都,荒川区,南千住１丁目,2020-04-17,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南千住,南千住八丁目交番,131181,東京都,荒川区,南千住４丁目,2020-01-28,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南千住,南千住八丁目交番,131181,東京都,荒川区,南千住４丁目,2020-02-03,21,その他,その他,施錠せず,なし
窃盗,車上ねらい,南千住,南千住八丁目交番,131181,東京都,荒川区,南千住８丁目,2020-01-09,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,南千住,南千住八丁目交番,131181,東京都,荒川区,南千住８丁目,2020-03-27,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,南千住,南千住三丁目交番,131181,東京都,荒川区,南千住２丁目,2020-08-12,14,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,南千住,南千住三丁目交番,131181,東京都,荒川区,南千住２丁目,2020-10-20,08,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2020-10-27,07,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,荒川３丁目,2020-11-23,16,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荒川,三河島駅前交番,131181,東京都,荒川区,東日暮里３丁目,2020-03-25,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荒川,東日暮里交番,131181,東京都,荒川区,荒川１丁目,2020-04-17,13,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荒川,東日暮里交番,131181,東京都,荒川区,東日暮里４丁目,2020-03-04,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荒川,町屋交番,131181,東京都,荒川区,荒川６丁目,2020-08-18,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荒川,町屋交番,131181,東京都,荒川区,町屋２丁目,2020-07-01,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,荒川,町屋交番,131181,東京都,荒川区,町屋２丁目,2020-11-06,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荒川,町屋交番,131181,東京都,荒川区,町屋３丁目,2020-01-01,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荒川,町屋交番,131181,東京都,荒川区,町屋４丁目,2020-12-11,16,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川１丁目,2020-08-13,08,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川７丁目,2020-07-27,08,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,荒川,荒川五丁目交番,131181,東京都,荒川区,荒川７丁目,2020-10-28,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,荒川,西日暮里六丁目交番,131181,東京都,荒川区,西日暮里１丁目,2020-03-16,09,道路上,その他,施錠せず,なし
