罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,現金以外の主な被害品
窃盗,部品ねらい,綾瀬,大谷田交番,131211,東京都,足立区,谷中３丁目,2022/9/29,17,一戸建住宅,その他,その他
窃盗,部品ねらい,綾瀬,弘道交番,131211,東京都,足立区,青井４丁目,2020/1/20,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,弘道交番,131211,東京都,足立区,弘道２丁目,2022/8/5,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,東和交番,131211,東京都,足立区,東和４丁目,2022/9/15,18,道路上,その他,その他
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,北加平町,2022/9/19,7,その他の住宅（３階建て以下共同住宅等）,その他,ナンバープレート
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,神明２丁目,2022/2/4,16,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,神明２丁目,2022/12/24,15,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,辰沼２丁目,2017/5/1,不明,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,六木１丁目,2022/7/4,5,一戸建住宅,その他,その他
窃盗,部品ねらい,綾瀬,神明交番,131211,東京都,足立区,六木３丁目,2022/1/26,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,加平１丁目,2022/8/13,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2022/4/21,8,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2022/9/26,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2022/10/24,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬３丁目,2022/1/29,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,西綾瀬３丁目,2022/8/6,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,綾瀬,足立駐在所,131211,東京都,足立区,足立２丁目,2022/4/4,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚２丁目,2022/9/13,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,東保木間１丁目,2022/1/28,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,東保木間１丁目,2022/12/14,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,東保木間２丁目,2022/3/24,14,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2022/1/7,7,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷１丁目,2022/9/11,7,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2022/2/19,9,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷８丁目,2022/4/21,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚１丁目,2022/2/9,20,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚３丁目,2022/10/7,7,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚５丁目,2022/5/25,14,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑２丁目,2022/8/30,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,花畑２丁目,2022/11/12,15,その他,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑１丁目,2022/11/13,22,その他,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑３丁目,2022/2/21,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑４丁目,2022/1/8,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑５丁目,2022/3/12,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,花畑交番,131211,東京都,足立区,南花畑５丁目,2022/4/30,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,西保木間４丁目,2022/6/19,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,花畑５丁目,2022/3/10,19,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,花畑５丁目,2022/3/21,不明,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,西保木間交番,131211,東京都,足立区,花畑５丁目,2022/10/18,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人６丁目,2022/1/13,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町２丁目,2022/10/29,12,一戸建住宅,その他,タイヤ・ホイール
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町２丁目,2022/11/15,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町２丁目,2022/11/19,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2022/4/9,20,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸７丁目,2022/10/21,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸２丁目,2022/4/19,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸４丁目,2022/10/31,18,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2022/10/24,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,南砂７丁目,2022/9/1,0,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,南砂７丁目,2022/10/28,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,元八幡交番,131083,東京都,江東区,南砂７丁目,2022/12/17,17,その他,駐車（輪）場,その他
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂１丁目,2022/10/6,14,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂３丁目,2021/8/8,15,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2021/4/14,17,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2022/5/7,18,４階建て以上共同住宅,その他,タイヤ・ホイール
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2022/8/15,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2022/11/9,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2022/11/25,19,４階建て以上共同住宅,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,城東,大島交番,131083,東京都,江東区,大島６丁目,2022/2/9,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸３丁目,2022/6/29,23,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2022/12/6,9,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,城東,番所橋交番,131083,東京都,江東区,東砂３丁目,2022/7/21,21,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2022/1/11,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2022/9/15,7,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2022/9/17,17,その他,その他,ナンバープレート
窃盗,部品ねらい,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2021/12/18,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,本所,両国交番,131075,東京都,墨田区,千歳３丁目,2022/11/3,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,本所,横川交番,131075,東京都,墨田区,横川２丁目,2022/9/15,17,一戸建住宅,その他,その他
窃盗,部品ねらい,本所,横網交番,131075,東京都,墨田区,本所３丁目,2022/7/13,20,道路上,その他,その他
窃盗,部品ねらい,本所,江東橋交番,131075,東京都,墨田区,亀沢３丁目,2022/9/28,19,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,本所,江東橋交番,131075,東京都,墨田区,江東橋５丁目,2022/11/3,21,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,本所,江東橋交番,131075,東京都,墨田区,緑４丁目,2022/4/28,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸１丁目,2022/8/11,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋４丁目,2022/4/29,15,道路上,その他,その他
窃盗,部品ねらい,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/3/20,22,一戸建住宅,その他,その他
窃盗,部品ねらい,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/3/24,17,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,堤通駐在所,131075,東京都,墨田区,堤通２丁目,2022/1/8,20,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,向島,墨田三丁目交番,131075,東京都,墨田区,東向島４丁目,2022/9/10,1,その他,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/3/11,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/6/5,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/8/27,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/10/26,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,立花４丁目,2022/8/22,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/2/12,18,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/6/17,18,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/6/27,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/7/25,22,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/17,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/21,6,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/10/26,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,平井橋交番,131075,東京都,墨田区,立花６丁目,2022/2/26,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,東向島交番,131075,東京都,墨田区,東向島４丁目,2022/8/23,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,東向島交番,131075,東京都,墨田区,八広５丁目,2022/4/8,19,一戸建住宅,その他,その他
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,墨田１丁目,2022/10/15,不明,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通１丁目,2022/5/26,11,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2022/1/15,19,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2022/9/2,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,向島,白鬚橋交番,131075,東京都,墨田区,東向島３丁目,2017/7/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,墨田３丁目,2022/8/2,18,駐車（輪）場,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,亀有,お花茶屋交番,131229,東京都,葛飾区,お花茶屋３丁目,2017/10/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/1/5,17,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/1/18,5,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/5/9,3,道路上,その他,その他
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/8/25,19,その他,駐車（輪）場,その他
窃盗,部品ねらい,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/11/25,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,亀有,亀田橋駐在所,131229,東京都,葛飾区,高砂８丁目,2022/4/7,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,南水元交番,131229,東京都,葛飾区,南水元３丁目,2015/1/1,不明,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,堀切七丁目交番,131229,東京都,葛飾区,東堀切２丁目,2022/7/30,17,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,堀切七丁目交番,131229,東京都,葛飾区,堀切７丁目,2022/5/23,10,その他,駐車（輪）場,その他
窃盗,部品ねらい,亀有,小菅交番,131229,東京都,葛飾区,小菅４丁目,2022/6/15,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,亀有,柴又二丁目交番,131229,東京都,葛飾区,柴又２丁目,2022/4/20,13,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,亀有,水元公園前交番,131229,東京都,葛飾区,東水元２丁目,2022/6/19,16,一戸建住宅,その他,ナンバープレート
窃盗,部品ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/3/24,18,駐車（輪）場,駐車（輪）場,なし
窃盗,部品ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/3/26,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/1/22,22,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/7/10,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/7/25,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有１丁目,2022/5/10,18,その他,その他,その他
窃盗,部品ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町４丁目,2022/10/28,14,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,亀有,青戸交番,131229,東京都,葛飾区,亀有１丁目,2022/12/10,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2022/11/16,6,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩３丁目,2022/3/25,20,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩７丁目,2022/1/20,18,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩８丁目,2022/1/24,16,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,東四つ木２丁目,2022/12/1,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葛飾,堀切交番,131229,東京都,葛飾区,堀切１丁目,2022/6/9,6,一戸建住宅,その他,その他
窃盗,部品ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸３丁目,2022/3/9,12,その他,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸４丁目,2022/3/26,14,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸４丁目,2022/11/21,20,道路上,その他,ナンバープレート
窃盗,部品ねらい,葛飾,宝町交番,131229,東京都,葛飾区,四つ木５丁目,2022/6/19,12,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,平和橋交番,131229,東京都,葛飾区,東四つ木１丁目,2022/7/26,22,４階建て以上共同住宅,その他,その他
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/11/3,12,道路上,その他,その他
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022/4/15,19,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022/4/28,11,道路上,その他,ナンバープレート
窃盗,部品ねらい,葛飾,立石交番,131229,東京都,葛飾区,東立石３丁目,2022/6/30,16,道路上,その他,その他
窃盗,部品ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石６丁目,2022/9/10,19,４階建て以上共同住宅,その他,ナンバープレート
窃盗,部品ねらい,葛飾,細田交番,131229,東京都,葛飾区,細田５丁目,2022/9/10,1,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,葛飾,高砂駅前交番,131229,東京都,葛飾区,高砂５丁目,2022/12/21,13,その他,駐車（輪）場,その他
窃盗,部品ねらい,小松川,京葉通交番,131237,東京都,江戸川区,西一之江２丁目,2022/12/6,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,小松川,京葉通交番,131237,東京都,江戸川区,大杉３丁目,2022/5/22,19,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,今井交番,131237,東京都,江戸川区,一之江３丁目,2022/3/20,7,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,今井交番,131237,東京都,江戸川区,一之江３丁目,2022/7/3,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,今井交番,131237,東京都,江戸川区,西瑞江４丁目,2022/10/20,8,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小松川,八蔵橋交番,131237,東京都,江戸川区,松島１丁目,2022/1/14,不明,その他,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,篠崎町４丁目,2022/10/5,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,南篠崎町１丁目,2021/12/27,21,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,南篠崎交番,131237,東京都,江戸川区,東篠崎１丁目,2022/4/22,20,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小松川,小松川四丁目交番,131237,東京都,江戸川区,平井２丁目,2022/10/28,11,一戸建住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,平井七丁目交番,131237,東京都,江戸川区,平井７丁目,2022/5/7,15,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井４丁目,2022/2/27,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2022/6/11,22,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小松川,平井駅前交番,131237,東京都,江戸川区,平井５丁目,2022/6/24,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川２丁目,2022/6/13,12,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,東瑞江交番,131237,東京都,江戸川区,江戸川３丁目,2022/10/8,13,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,東瑞江交番,131237,東京都,江戸川区,東瑞江２丁目,2022/1/12,16,４階建て以上共同住宅,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,西一之江３丁目,2022/3/26,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川１丁目,2022/4/3,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川２丁目,2022/3/1,13,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川３丁目,2022/1/27,16,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,松江交番,131237,東京都,江戸川区,東小松川３丁目,2022/7/19,18,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,東瑞江１丁目,2022/7/27,20,その他,その他,その他
窃盗,部品ねらい,小松川,瑞江駅前交番,131237,東京都,江戸川区,瑞江２丁目,2022/4/24,10,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町２丁目,2022/11/8,10,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町２丁目,2022/11/17,6,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町３丁目,2022/6/10,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,篠崎町５丁目,2022/6/27,18,その他,駐車（輪）場,その他
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,下篠崎町,2022/10/26,21,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小松川,篠崎駅前交番,131237,東京都,江戸川区,瑞江１丁目,2022/9/22,11,その他,駐車（輪）場,その他
窃盗,部品ねらい,小岩,一里塚交番,131237,東京都,江戸川区,東小岩５丁目,2022/7/31,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,その他
窃盗,部品ねらい,小岩,上一色駐在所,131237,東京都,江戸川区,大杉５丁目,2022/2/12,13,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小岩,上一色駐在所,131237,東京都,江戸川区,上一色１丁目,2022/4/9,4,駐車（輪）場,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小岩,上篠崎駐在所,131237,東京都,江戸川区,上篠崎４丁目,2022/4/4,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,小岩,二枚橋交番,131237,東京都,江戸川区,南小岩４丁目,2022/8/18,14,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小岩,二枚橋交番,131237,東京都,江戸川区,南小岩４丁目,2022/9/17,11,一戸建住宅,駐車（輪）場,その他
窃盗,部品ねらい,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩２丁目,2022/5/6,9,その他,駐車（輪）場,その他
窃盗,部品ねらい,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩２丁目,2022/12/11,17,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小岩,京成小岩駅前交番,131237,東京都,江戸川区,北小岩６丁目,2022/4/13,16,４階建て以上共同住宅,駐車（輪）場,その他
窃盗,部品ねらい,小岩,北小岩二丁目交番,131237,東京都,江戸川区,北小岩２丁目,2022/5/20,12,駐車（輪）場,駐車（輪）場,その他
窃盗,部品ねらい,小岩,南小岩交番,131237,東京都,江戸川区,南小岩２丁目,2022/8/12,19,その他の住宅（３階建て以下共同住宅等）,その他,その他
窃盗,部品ねらい,小岩,小岩駅前交番,131237,東京都,江戸川区,西小岩１丁目,2022/5/7,10,その他,駐車（輪）場,その他
