罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,栗原２丁目,2021/12/29,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,島根２丁目,2022/2/26,18,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,島根２丁目,2022/3/5,11,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月２丁目,2022/9/26,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,島根交番,131211,東京都,足立区,六月３丁目,2021/12/17,17,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,扇交番,131211,東京都,足立区,扇２丁目,2022/5/29,1,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,新田駐在所,131211,東京都,足立区,新田３丁目,2019/5/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,新田駐在所,131211,東京都,足立区,新田３丁目,2021/8/21,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,新田駐在所,131211,東京都,足立区,新田３丁目,2022/10/19,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,本木交番,131211,東京都,足立区,興野２丁目,2022/1/21,20,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,本木交番,131211,東京都,足立区,興野２丁目,2022/12/27,12,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西新井,梅田一丁目交番,131211,東京都,足立区,梅田３丁目,2022/1/21,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,梅田一丁目交番,131211,東京都,足立区,梅田４丁目,2022/9/10,17,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,梅田七丁目交番,131211,東京都,足立区,梅島１丁目,2022/9/30,17,道路上,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北１丁目,2022/10/2,21,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北１丁目,2022/10/14,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北２丁目,2022/10/21,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北３丁目,2022/4/16,14,一戸建住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北３丁目,2022/10/14,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北３丁目,2022/10/22,15,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北４丁目,2022/7/8,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,江北交番,131211,東京都,足立区,江北４丁目,2022/10/22,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,皿沼交番,131211,東京都,足立区,皿沼１丁目,2022/9/8,6,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西新井,西新井五丁目交番,131211,東京都,足立区,西新井２丁目,2022/4/27,17,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2022/8/30,12,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,西新井,関原三丁目交番,131211,東京都,足立区,関原１丁目,2022/7/20,22,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,関原三丁目交番,131211,東京都,足立区,関原３丁目,2022/10/20,20,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,西新井,鹿浜交番,131211,東京都,足立区,鹿浜３丁目,2022/10/22,23,駐車（輪）場,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,一ツ家交番,131211,東京都,足立区,六町１丁目,2022/1/21,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,中央本町交番,131211,東京都,足立区,平野１丁目,2022/5/19,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,五反野駅前交番,131211,東京都,足立区,足立１丁目,2022/1/25,8,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田２丁目,2022/9/17,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田３丁目,2022/1/9,19,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2022/12/21,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,佐野１丁目,2022/11/29,20,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2022/9/22,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2022/9/22,20,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,大谷田交番,131211,東京都,足立区,佐野２丁目,2022/11/29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,弘道交番,131211,東京都,足立区,弘道２丁目,2022/9/28,18,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,神明３丁目,2022/11/24,19,一戸建住宅,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,神明南２丁目,2022/3/14,7,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,辰沼１丁目,2022/9/26,18,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,六木１丁目,2022/11/26,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,綾瀬,神明交番,131211,東京都,足立区,六木３丁目,2022/3/4,8,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,東和５丁目,2022/6/1,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,東綾瀬３丁目,2022/7/19,21,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,東綾瀬３丁目,2022/8/1,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中１丁目,2022/7/23,20,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2022/1/13,4,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2022/6/29,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2022/7/5,8,４階建て以上共同住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,綾瀬３丁目,2022/11/10,12,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2022/8/4,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,足立２丁目,2022/12/2,23,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬１丁目,2022/11/24,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,竹の塚５丁目,2022/8/24,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,伊興１丁目,2022/2/10,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚２丁目,2022/8/11,6,駐車（輪）場,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,伊興町交番,131211,東京都,足立区,東伊興３丁目,2022/9/27,18,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間２丁目,2022/11/9,18,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,東保木間２丁目,2022/12/5,14,その他,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2022/8/5,12,４階建て以上共同住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2022/11/11,20,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2022/3/2,16,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2022/11/14,21,一戸建住宅,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2022/9/13,13,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,入谷町交番,131211,東京都,足立区,入谷９丁目,2022/1/19,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興２丁目,2022/7/21,22,４階建て以上共同住宅,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,古千谷駐在所,131211,東京都,足立区,古千谷本町２丁目,2022/5/23,21,その他の住宅（３階建て以下共同住宅等）,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,古千谷駐在所,131211,東京都,足立区,古千谷本町３丁目,2022/6/9,17,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚４丁目,2022/11/15,13,４階建て以上共同住宅,その他,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚６丁目,2021/12/29,16,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚７丁目,2022/6/4,14,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,花畑３丁目,2022/12/15,4,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑４丁目,2022/7/10,21,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑４丁目,2022/9/5,17,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,花畑交番,131211,東京都,足立区,南花畑５丁目,2022/10/1,0,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,花畑北駐在所,131211,東京都,足立区,花畑５丁目,2022/2/18,20,その他,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,西保木間交番,131211,東京都,足立区,西保木間３丁目,2022/6/9,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2022/9/21,23,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,花畑８丁目,2022/8/9,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町２丁目,2022/12/11,21,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷本町４丁目,2022/8/31,13,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2021/12/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2022/2/19,22,一戸建住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,城東,北砂五丁目交番,131083,東京都,江東区,北砂５丁目,2022/8/9,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,大島交番,131083,東京都,江東区,大島６丁目,2022/9/7,16,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸２丁目,2022/4/24,8,一戸建住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸３丁目,2021/2/1,23,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,天神橋交番,131083,東京都,江東区,亀戸３丁目,2022/2/24,18,一戸建住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2022/9/15,15,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2022/10/12,12,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2022/11/25,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,番所橋交番,131083,東京都,江東区,北砂６丁目,2022/9/11,20,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,東砂６丁目,2022/8/31,11,駐車（輪）場,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,東砂６丁目,2022/11/20,17,一戸建住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2021/12/30,0,道路上,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,南砂５丁目,2022/2/23,5,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,城東,葛西橋西交番,131083,東京都,江東区,南砂６丁目,2022/2/11,21,その他,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,城東,進開橋交番,131083,東京都,江東区,大島４丁目,2022/2/25,13,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,押上駅前交番,131075,東京都,墨田区,押上１丁目,2022/5/5,8,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,押上駅前交番,131075,東京都,墨田区,押上２丁目,2022/8/26,4,道路上,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,本所,横川交番,131075,東京都,墨田区,横川２丁目,2019/3/15,0,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,菊川二丁目交番,131075,東京都,墨田区,菊川２丁目,2022/11/29,21,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,本所,言問交番,131075,東京都,墨田区,向島１丁目,2022/2/25,12,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,本所,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2022/6/18,21,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,京島交番,131075,東京都,墨田区,押上３丁目,2022/6/20,15,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,京島交番,131075,東京都,墨田区,押上３丁目,2022/7/26,20,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,京島交番,131075,東京都,墨田区,文花１丁目,2022/2/20,16,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,八広四丁目交番,131075,東京都,墨田区,東墨田２丁目,2022/6/23,9,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,八広四丁目交番,131075,東京都,墨田区,東向島２丁目,2022/4/19,9,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/4/25,20,その他,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/8/22,9,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,向島,堤通駐在所,131075,東京都,墨田区,堤通２丁目,2022/3/19,21,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,堤通駐在所,131075,東京都,墨田区,堤通２丁目,2022/6/29,17,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/7/7,17,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/7/8,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/8/5,7,４階建て以上共同住宅,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/6/20,17,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,小村井交番,131075,東京都,墨田区,文花１丁目,2022/12/11,19,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2021/3/1,不明,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,白鬚橋交番,131075,東京都,墨田区,堤通２丁目,2022/12/9,22,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,墨田２丁目,2022/3/30,7,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,墨田３丁目,2022/10/26,22,道路上,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有２丁目,2022/12/17,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2021/12/22,15,その他,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,亀有駅南口交番,131229,東京都,葛飾区,亀有３丁目,2022/4/8,5,駐車（輪）場,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,南水元交番,131229,東京都,葛飾区,南水元４丁目,2022/11/30,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,柴又交番,131229,東京都,葛飾区,柴又５丁目,2022/1/20,19,一戸建住宅,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,柴又交番,131229,東京都,葛飾区,柴又５丁目,2022/1/20,21,一戸建住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,柴又交番,131229,東京都,葛飾区,柴又５丁目,2022/3/5,13,道路上,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,水元公園前交番,131229,東京都,葛飾区,東水元１丁目,2022/11/22,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,水元公園前交番,131229,東京都,葛飾区,東水元２丁目,2022/5/14,19,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,水元公園前交番,131229,東京都,葛飾区,東水元２丁目,2022/5/14,21,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,西水元５丁目,2022/9/16,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,東水元６丁目,2022/3/30,0,一戸建住宅,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元２丁目,2022/7/10,20,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元４丁目,2022/9/19,17,一戸建住宅,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元５丁目,2022/7/31,18,その他,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,葛三橋交番,131229,東京都,葛飾区,水元５丁目,2022/9/30,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2022/2/12,14,その他,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2022/8/2,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,西水元駐在所,131229,東京都,葛飾区,西水元５丁目,2022/8/2,19,４階建て以上共同住宅,その他,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町４丁目,2022/7/17,11,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町４丁目,2022/8/26,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,亀有,堀切駅前交番,131229,東京都,葛飾区,堀切４丁目,2022/12/3,6,道路上,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩３丁目,2022/3/7,15,その他,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,葛飾,たつみ橋交番,131229,東京都,葛飾区,東新小岩３丁目,2019/8/16,20,４階建て以上共同住宅,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木１丁目,2022/8/7,19,駐車（輪）場,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸６丁目,2022/4/18,18,４階建て以上共同住宅,その他,キーなし,なし,自動二輪（50cc超）
