罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,現金被害の有無
窃盗,車上ねらい,西新井,江北交番,131211,東京都,足立区,江北１丁目,2022/1/13,18,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,江北交番,131211,東京都,足立区,江北１丁目,2022/1/21,22,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,江北交番,131211,東京都,足立区,江北１丁目,2022/1/30,21,道路上,その他,施錠した,あり
窃盗,車上ねらい,西新井,江北交番,131211,東京都,足立区,江北４丁目,2022/7/15,18,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,皿沼交番,131211,東京都,足立区,加賀１丁目,2022/11/2,20,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,西新井,皿沼交番,131211,東京都,足立区,加賀２丁目,2022/12/27,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西新井,皿沼交番,131211,東京都,足立区,鹿浜８丁目,2022/8/14,1,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西新井,西新井五丁目交番,131211,東京都,足立区,西新井２丁目,2022/9/18,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井五丁目交番,131211,東京都,足立区,西新井４丁目,2022/4/13,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井五丁目交番,131211,東京都,足立区,西新井５丁目,2022/5/12,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井五丁目交番,131211,東京都,足立区,谷在家１丁目,2022/12/27,20,道路上,その他,施錠せず,なし
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,梅島３丁目,2022/11/27,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,梅島３丁目,2022/12/17,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2022/1/8,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2022/2/26,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2022/9/21,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町１丁目,2022/10/3,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,西新井,西新井駅前交番,131211,東京都,足立区,西新井栄町２丁目,2022/11/2,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,西新井,関原三丁目交番,131211,東京都,足立区,関原２丁目,2022/3/4,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,西新井,鹿浜交番,131211,東京都,足立区,鹿浜３丁目,2022/2/1,不明,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,西新井,鹿浜交番,131211,東京都,足立区,鹿浜３丁目,2022/10/31,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,加平２丁目,2022/2/26,5,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,一ツ家交番,131211,東京都,足立区,六町１丁目,2022/6/3,22,道路上,その他,施錠せず,あり
窃盗,車上ねらい,綾瀬,中央本町交番,131211,東京都,足立区,中央本町５丁目,2022/11/25,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,中央本町交番,131211,東京都,足立区,一ツ家１丁目,2022/3/5,18,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,綾瀬,五反野駅前交番,131211,東京都,足立区,中央本町２丁目,2022/11/30,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田１丁目,2022/1/3,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,綾瀬,大谷田交番,131211,東京都,足立区,大谷田４丁目,2022/8/29,10,道路上,その他,施錠せず,あり
窃盗,車上ねらい,綾瀬,弘道交番,131211,東京都,足立区,中央本町２丁目,2022/11/1,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,綾瀬,東和交番,131211,東京都,足立区,東和５丁目,2022/6/2,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,神明交番,131211,東京都,足立区,神明南２丁目,2022/2/17,19,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,綾瀬３丁目,2022/3/7,21,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,綾瀬６丁目,2022/8/6,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,東綾瀬３丁目,2022/1/17,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2022/1/23,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2022/2/8,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬六丁目交番,131211,東京都,足立区,谷中２丁目,2022/10/24,19,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,綾瀬５丁目,2022/6/11,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2022/3/10,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬駅東口交番,131211,東京都,足立区,東綾瀬２丁目,2022/3/11,16,その他,その他,施錠せず,なし
窃盗,車上ねらい,綾瀬,綾瀬駅西口交番,131211,東京都,足立区,綾瀬４丁目,2022/3/10,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,綾瀬,足立駐在所,131211,東京都,足立区,足立３丁目,2022/10/20,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠した,あり
窃盗,車上ねらい,竹の塚,伊興町交番,131211,東京都,足立区,伊興５丁目,2022/1/11,14,道路上,その他,施錠せず,なし
窃盗,車上ねらい,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚２丁目,2022/11/11,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,伊興町交番,131211,東京都,足立区,西竹の塚２丁目,2022/12/22,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,伊興町交番,131211,東京都,足立区,東伊興３丁目,2022/4/7,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間１丁目,2022/7/23,22,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間２丁目,2022/4/23,0,その他,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,保木間交番,131211,東京都,足立区,保木間３丁目,2022/7/1,23,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,竹の塚,入谷町交番,131211,東京都,足立区,入谷７丁目,2021/10/29,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,竹の塚,古千谷駐在所,131211,東京都,足立区,古千谷２丁目,2022/8/14,18,その他,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,古千谷駐在所,131211,東京都,足立区,西伊興１丁目,2022/9/8,23,道路上,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,竹の塚５丁目,2022/11/25,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,竹の塚,竹の塚駅前交番,131211,東京都,足立区,西保木間４丁目,2022/7/30,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,古千谷２丁目,2022/8/14,18,その他,その他,施錠せず,あり
窃盗,車上ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人３丁目,2022/8/29,19,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,竹の塚,見沼代親水公園駅前交番,131211,東京都,足立区,舎人５丁目,2022/11/3,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸８丁目,2022/10/17,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,城東,亀戸交番,131083,東京都,江東区,亀戸９丁目,2022/7/17,11,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2022/2/27,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2022/7/27,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2022/7/30,6,道路上,その他,施錠せず,あり
窃盗,車上ねらい,城東,亀戸駅前交番,131083,東京都,江東区,亀戸５丁目,2022/12/22,17,４階建て以上共同住宅,その他,施錠せず,あり
窃盗,車上ねらい,城東,元八幡交番,131083,東京都,江東区,新砂３丁目,2022/6/2,6,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,城東,元八幡交番,131083,東京都,江東区,南砂６丁目,2022/4/22,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,城東,元八幡交番,131083,東京都,江東区,南砂６丁目,2022/5/10,5,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂２丁目,2022/9/28,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,城東,北砂五丁目交番,131083,東京都,江東区,北砂３丁目,2022/11/10,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,城東,大島交番,131083,東京都,江東区,大島７丁目,2022/3/10,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,城東,天神橋交番,131083,東京都,江東区,亀戸４丁目,2022/6/29,10,道路上,その他,施錠せず,なし
窃盗,車上ねらい,城東,日曹橋交番,131083,東京都,江東区,南砂２丁目,2022/12/21,13,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島７丁目,2022/4/5,22,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,城東,東大島駅前交番,131083,東京都,江東区,大島８丁目,2022/6/26,1,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,城東,東大島駅前交番,131083,東京都,江東区,亀戸５丁目,2022/11/25,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,城東,番所橋交番,131083,東京都,江東区,北砂７丁目,2022/8/24,19,駐車（輪）場,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,城東,番所橋交番,131083,東京都,江東区,東砂３丁目,2021/11/22,11,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,城東,番所橋交番,131083,東京都,江東区,東砂３丁目,2022/12/26,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,城東,葛西橋西交番,131083,東京都,江東区,東砂７丁目,2022/12/21,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,城東,葛西橋西交番,131083,東京都,江東区,南砂５丁目,2022/9/18,18,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,城東,日曹橋交番,131083,東京都,江東区,新砂２丁目,2021/11/8,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,本所,両国交番,131075,東京都,墨田区,両国２丁目,2022/3/15,19,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,向島交番,131075,東京都,墨田区,向島５丁目,2022/3/23,18,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,押上駅前交番,131075,東京都,墨田区,押上１丁目,2022/6/16,10,その他,その他,施錠せず,あり
窃盗,車上ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平５丁目,2022/11/14,14,道路上,その他,施錠せず,あり
窃盗,車上ねらい,本所,押上駅前交番,131075,東京都,墨田区,業平５丁目,2022/12/16,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,横網交番,131075,東京都,墨田区,横網２丁目,2022/2/4,14,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,亀沢３丁目,2022/8/20,16,道路上,その他,施錠せず,あり
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,緑２丁目,2022/4/26,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,本所,江東橋交番,131075,東京都,墨田区,緑２丁目,2022/6/12,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,本所,石原三丁目交番,131075,東京都,墨田区,亀沢３丁目,2022/6/22,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,本所,菊川二丁目交番,131075,東京都,墨田区,菊川１丁目,2022/9/21,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,本所,言問交番,131075,東京都,墨田区,吾妻橋１丁目,2022/6/6,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,言問交番,131075,東京都,墨田区,向島１丁目,2022/8/24,14,その他,その他,施錠せず,なし
窃盗,車上ねらい,本所,言問交番,131075,東京都,墨田区,向島２丁目,2022/11/5,12,道路上,その他,施錠せず,あり
窃盗,車上ねらい,本所,言問交番,131075,東京都,墨田区,向島３丁目,2022/1/18,6,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸２丁目,2022/12/21,15,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,錦糸町駅北口交番,131075,東京都,墨田区,錦糸３丁目,2022/9/11,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2022/1/13,12,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2022/6/1,20,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2022/8/30,11,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2022/9/20,7,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2022/10/11,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,本所,錦糸町駅南口交番,131075,東京都,墨田区,江東橋３丁目,2022/12/20,16,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,京島交番,131075,東京都,墨田区,京島１丁目,2022/1/28,8,道路上,その他,施錠せず,あり
窃盗,車上ねらい,向島,京島交番,131075,東京都,墨田区,京島２丁目,2022/12/13,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,向島,八広四丁目交番,131075,東京都,墨田区,八広４丁目,2022/5/19,7,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,四ツ木橋交番,131075,東京都,墨田区,八広６丁目,2022/10/24,17,その他,その他,施錠せず,あり
窃盗,車上ねらい,向島,堤通駐在所,131075,東京都,墨田区,立花２丁目,2022/7/21,11,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,向島,墨田三丁目交番,131075,東京都,墨田区,墨田１丁目,2022/10/29,13,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,墨田三丁目交番,131075,東京都,墨田区,墨田１丁目,2022/12/21,21,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,向島,墨田三丁目交番,131075,東京都,墨田区,東向島５丁目,2022/8/27,2,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,小村井交番,131075,東京都,墨田区,立花１丁目,2022/1/3,15,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,小村井交番,131075,東京都,墨田区,立花２丁目,2022/11/30,16,その他,その他,施錠せず,あり
窃盗,車上ねらい,向島,小村井交番,131075,東京都,墨田区,立花２丁目,2022/12/1,18,その他,その他,施錠せず,なし
窃盗,車上ねらい,向島,小村井交番,131075,東京都,墨田区,立花５丁目,2022/12/16,18,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,小村井交番,131075,東京都,墨田区,文花３丁目,2022/6/4,20,４階建て以上共同住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,東向島交番,131075,東京都,墨田区,京島１丁目,2022/5/27,16,一戸建住宅,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,東向島交番,131075,東京都,墨田区,京島１丁目,2022/5/29,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,向島,東向島交番,131075,東京都,墨田区,東向島２丁目,2022/5/21,16,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,向島,東向島交番,131075,東京都,墨田区,東向島２丁目,2022/10/19,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,向島,東向島交番,131075,東京都,墨田区,東向島４丁目,2022/7/23,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,向島,白鬚橋交番,131075,東京都,墨田区,堤通１丁目,2022/11/18,17,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,向島,鐘ケ淵駅前交番,131075,東京都,墨田区,堤通２丁目,2022/6/15,13,道路上,その他,施錠せず,なし
窃盗,車上ねらい,亀有,お花茶屋交番,131229,東京都,葛飾区,お花茶屋３丁目,2022/10/2,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,亀有,南水元交番,131229,東京都,葛飾区,西水元６丁目,2022/8/25,13,その他,その他,施錠せず,あり
窃盗,車上ねらい,亀有,南水元交番,131229,東京都,葛飾区,南水元３丁目,2022/2/27,15,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,亀有,南水元交番,131229,東京都,葛飾区,南水元３丁目,2022/10/22,11,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,亀有,堀切七丁目交番,131229,東京都,葛飾区,西亀有１丁目,2022/1/28,9,その他,その他,施錠せず,あり
窃盗,車上ねらい,亀有,小菅交番,131229,東京都,葛飾区,小菅１丁目,2022/5/14,11,その他,その他,施錠せず,あり
窃盗,車上ねらい,亀有,柴又二丁目交番,131229,東京都,葛飾区,新宿３丁目,2022/9/5,16,道路上,その他,施錠せず,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又４丁目,2022/1/9,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又５丁目,2022/9/23,10,その他,その他,施錠せず,あり
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又６丁目,2022/5/27,13,道路上,その他,施錠せず,あり
窃盗,車上ねらい,亀有,柴又交番,131229,東京都,葛飾区,柴又６丁目,2022/9/20,15,道路上,その他,施錠せず,あり
窃盗,車上ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/3/30,17,駐車（輪）場,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/4/29,13,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,亀有,水元駐在所,131229,東京都,葛飾区,西水元２丁目,2022/9/22,12,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,西水元３丁目,2022/10/30,19,道路上,その他,施錠せず,あり
窃盗,車上ねらい,亀有,葛三橋交番,131229,東京都,葛飾区,東水元４丁目,2022/7/18,17,その他,駐車（輪）場,施錠した,なし
窃盗,車上ねらい,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2022/1/31,11,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,亀有,西亀有交番,131229,東京都,葛飾区,亀有４丁目,2022/11/22,9,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,亀有,西亀有交番,131229,東京都,葛飾区,西亀有３丁目,2022/7/3,7,その他,その他,施錠せず,あり
窃盗,車上ねらい,亀有,西水元駐在所,131229,東京都,葛飾区,西水元３丁目,2022/3/12,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,亀有,金町駅北口交番,131229,東京都,葛飾区,東金町１丁目,2022/8/11,21,道路上,その他,施錠せず,あり
窃盗,車上ねらい,亀有,金町駅南口交番,131229,東京都,葛飾区,金町５丁目,2022/4/1,17,一戸建住宅,その他,施錠せず,あり
窃盗,車上ねらい,亀有,青戸交番,131229,東京都,葛飾区,青戸３丁目,2022/9/27,11,４階建て以上共同住宅,その他,施錠せず,なし
窃盗,車上ねらい,亀有,青戸南部駐在所,131229,東京都,葛飾区,青戸２丁目,2022/6/4,6,４階建て以上共同住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2022/4/19,14,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2022/7/14,18,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2022/7/27,17,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,たつみ橋交番,131229,東京都,葛飾区,西新小岩１丁目,2022/12/13,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,上平井交番,131229,東京都,葛飾区,東新小岩６丁目,2022/11/2,18,駐車（輪）場,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木２丁目,2022/8/20,13,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木３丁目,2022/5/20,15,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,四ツ木交番,131229,東京都,葛飾区,四つ木３丁目,2022/12/14,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,四ツ木駅前交番,131229,東京都,葛飾区,東四つ木１丁目,2022/5/22,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,堀切交番,131229,東京都,葛飾区,堀切１丁目,2022/1/1,1,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,堀切交番,131229,東京都,葛飾区,堀切１丁目,2022/7/2,14,その他,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,堀切駅前交番,131229,東京都,葛飾区,堀切４丁目,2022/10/7,11,その他,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸３丁目,2022/6/14,21,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸５丁目,2022/3/24,18,道路上,その他,施錠した,あり
窃盗,車上ねらい,葛飾,奥戸交番,131229,東京都,葛飾区,奥戸６丁目,2021/10/23,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,宝町交番,131229,東京都,葛飾区,宝町１丁目,2022/6/19,18,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,小松橋交番,131229,東京都,葛飾区,新小岩４丁目,2021/10/23,0,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,平和橋交番,131229,東京都,葛飾区,東立石１丁目,2022/7/17,16,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,平和橋交番,131229,東京都,葛飾区,東立石１丁目,2022/7/21,7,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,平和橋交番,131229,東京都,葛飾区,東四つ木１丁目,2021/12/1,19,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/1/24,11,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/3/31,8,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/4/21,9,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/8/29,2,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/8/30,9,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/10/15,22,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩１丁目,2022/12/2,0,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,新小岩駅前交番,131229,東京都,葛飾区,新小岩２丁目,2022/10/27,23,道路上,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,立石交番,131229,東京都,葛飾区,東立石３丁目,2022/6/27,5,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,立石交番,131229,東京都,葛飾区,東立石３丁目,2022/11/25,15,その他,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石２丁目,2022/7/10,17,一戸建住宅,その他,施錠せず,なし
窃盗,車上ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石５丁目,2022/1/6,22,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石７丁目,2022/1/20,17,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,立石駅前交番,131229,東京都,葛飾区,立石８丁目,2021/11/20,17,一戸建住宅,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,鎌倉交番,131229,東京都,葛飾区,鎌倉３丁目,2022/6/23,16,その他,駐車（輪）場,施錠せず,あり
窃盗,車上ねらい,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸３丁目,2022/5/5,11,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸３丁目,2022/6/9,10,その他,駐車（輪）場,施錠せず,なし
窃盗,車上ねらい,葛飾,青砥駅前交番,131229,東京都,葛飾区,青戸３丁目,2022/12/17,18,道路上,その他,施錠せず,あり
窃盗,車上ねらい,葛飾,高砂駅前交番,131229,東京都,葛飾区,高砂４丁目,2022/5/29,15,その他,その他,施錠せず,あり
