罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/2/28,7,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/3/26,21,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/3/30,6,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/3/31,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/4/16,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/5/23,21,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/6/24,7,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/7/12,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/7/24,18,その他,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/8/26,21,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/9/26,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮２丁目,2022/12/10,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/4/14,8,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/6/23,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮３丁目,2022/11/4,21,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮４丁目,2022/8/15,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,早宮４丁目,2022/11/12,15,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,氷川台３丁目,2022/7/22,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,氷川台４丁目,2022/8/20,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,氷川台４丁目,2022/8/24,10,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,氷川台４丁目,2022/11/2,14,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,平和台１丁目,2022/4/21,15,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,平和台２丁目,2021/12/25,11,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,平和台３丁目,2022/1/23,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,平和台３丁目,2022/12/22,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,平和台４丁目,2021/12/24,20,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,早宮交番,131202,東京都,練馬区,平和台４丁目,2022/6/22,12,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2022/5/30,11,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町１丁目,2022/10/17,20,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町２丁目,2022/7/5,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町２丁目,2022/11/7,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町２丁目,2022/12/23,12,４階建て以上共同住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/2/1,9,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/3/15,21,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/3/24,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/4/9,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/5/24,20,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/6/15,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/7/7,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/8/10,18,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/11/30,8,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町３丁目,2022/12/24,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町４丁目,2022/6/3,11,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町４丁目,2022/9/8,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町４丁目,2022/11/12,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2022/3/25,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2022/8/11,21,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2022/8/20,21,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2022/9/10,19,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町５丁目,2022/9/19,11,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町６丁目,2022/8/18,12,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町６丁目,2022/10/30,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,春日町６丁目,2022/12/18,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,練馬,春日町交番,131202,東京都,練馬区,貫井３丁目,2022/3/9,9,道路上,その他,20歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/1/10,10,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/2/1,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/2/6,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/4/5,19,一戸建住宅,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/4/14,10,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/5/7,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/5/21,2,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/9/8,20,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/9/15,2,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台１丁目,2022/11/19,11,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台２丁目,2022/2/9,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台２丁目,2022/5/23,21,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台２丁目,2022/7/15,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台２丁目,2022/7/23,22,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台２丁目,2022/12/11,18,一戸建住宅,駐車（輪）場,60-64歳,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台３丁目,2021/12/13,16,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台３丁目,2022/1/27,11,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台３丁目,2022/5/1,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台３丁目,2022/8/12,7,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台４丁目,2022/6/6,18,道路上,その他,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台４丁目,2022/7/20,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台４丁目,2022/8/28,19,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2022/4/7,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2022/7/1,不明,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2022/7/3,0,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2022/8/5,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台５丁目,2022/9/28,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台６丁目,2022/7/19,20,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,練馬,桜台交番,131202,東京都,練馬区,桜台６丁目,2022/8/31,16,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,旭丘１丁目,2022/1/14,21,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台１丁目,2022/10/10,7,その他,その他,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2022/2/4,16,一戸建住宅,駐車（輪）場,10歳未満,小学生,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2022/5/29,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2022/8/6,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台２丁目,2022/11/28,10,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2021/12/20,22,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2022/1/21,18,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2022/4/6,8,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2022/10/5,20,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台３丁目,2022/12/12,14,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,氷川台４丁目,2022/7/11,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台１丁目,2022/7/29,23,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台１丁目,2022/8/4,10,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台１丁目,2022/8/16,7,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台２丁目,2022/3/27,23,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台２丁目,2022/3/28,19,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台２丁目,2022/6/25,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,氷川台駐在所,131202,東京都,練馬区,平和台２丁目,2022/8/19,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,栄町,2022/9/23,17,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中１丁目,2022/2/21,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中１丁目,2022/7/29,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中１丁目,2022/9/3,22,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中１丁目,2022/12/4,15,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/1/27,22,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/2/5,1,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/8/31,17,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/10/4,16,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/11/1,16,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中２丁目,2022/11/30,23,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉中３丁目,2022/6/13,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南１丁目,2022/9/3,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南１丁目,2022/10/31,22,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南２丁目,2022/3/6,16,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南２丁目,2022/4/9,20,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南２丁目,2022/7/30,12,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南３丁目,2022/3/24,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南３丁目,2022/4/1,11,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南３丁目,2022/8/23,17,道路上,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,豊玉南３丁目,2022/10/1,5,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,氷川神社前交番,131202,東京都,練馬区,中村南１丁目,2022/4/30,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/3/1,10,４階建て以上共同住宅,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/3/5,11,その他,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/4/9,12,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/5/14,18,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/5/17,8,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/5/19,19,その他,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/5/20,9,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/6/5,15,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/6/26,20,道路上,その他,10歳代,大学生,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/7/6,15,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/7/9,11,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/8/7,16,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/8/8,16,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/8/8,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/8/14,15,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/8/20,20,道路上,その他,60-64歳,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/10/16,18,その他,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/10/21,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/11/3,12,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/11/12,9,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘１丁目,2022/11/13,21,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,旭丘２丁目,2022/1/10,9,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,小竹町１丁目,2022/12/10,10,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2020/7/1,12,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/2/12,21,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/4/22,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/5/22,9,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/5/29,18,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/6/2,19,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/7/6,12,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/7/31,19,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/9/26,8,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/10/13,17,４階建て以上共同住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,栄町,2022/10/16,0,４階建て以上共同住宅,その他,30歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,豊玉上１丁目,2022/2/2,0,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,豊玉上１丁目,2022/10/21,12,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,豊玉上１丁目,2022/10/24,20,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,豊玉北１丁目,2022/7/12,13,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,練馬,江古田駅前交番,131202,東京都,練馬区,豊玉北１丁目,2022/7/12,13,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠した
