種別,性別,地域階層,地域,和暦（年）,西暦（年）,月,卒業者数（人）,卒業者数／高等学校進学者（Ａ）（人）,卒業者数／専修学校（高等課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（D）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／就職者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,左記Ａのうち他県への進学者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ａのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｂのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｃのうち（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／Ｄのうち（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,高等学校等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
私立,総数（男・女）,2,国分寺市,令和4,2022,3月,233,233,－,－,－,－,－,－,－,…,－,－,2,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,国立市,令和4,2022,3月,320,319,1,－,－,－,－,－,－,…,－,－,6,－,－,－,－,－,－,99.7,－,－
私立,総数（男・女）,2,福生市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,狛江市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,東大和市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,清瀬市,令和4,2022,3月,32,32,－,－,－,－,－,－,－,…,－,－,1,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,東久留米市,令和4,2022,3月,67,67,－,－,－,－,－,－,－,…,－,－,1,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,武蔵村山市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,多摩市,令和4,2022,3月,265,265,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,稲城市,令和4,2022,3月,13,13,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,羽村市,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,あきる野市,令和4,2022,3月,70,70,－,－,－,－,－,－,－,…,－,－,4,－,－,－,－,－,－,100,－,－
私立,総数（男・女）,2,西東京市,令和4,2022,3月,133,132,－,－,－,－,－,－,－,…,1,－,－,－,－,－,－,－,－,99.2,－,－
私立,総数（男・女）,1,郡部,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,瑞穂町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,日の出町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,檜原村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,奥多摩町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,1,島部,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,大島町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,利島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,新島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,神津島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,三宅村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,御蔵島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,八丈町,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,青ヶ島村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
私立,総数（男・女）,2,小笠原村,令和4,2022,3月,－,－,－,－,－,－,－,－,－,…,－,－,－,－,－,－,－,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和４年度　学校基本統計（学校基本調査報告書）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
１３－１　卒業後の状況調査（中学校）　区市町村、状況別卒業者数、高等学校等進学率及び卒業者に占める就職者の割合,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）「就職者等」は、平成30年度からの調査項目である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）「就職者」は、平成29年度以前の調査項目である。平成29年3月以前の「就職者」は、雇用契約期間が１年未満で期間の定めのある者及び雇用契約期間の長さにかかわらず短時間勤務の者を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注３）平成29年3月以前の「就職者総数（再掲）」とは、卒業者のうち「就職者」及び「左記A，B，C，Dのうち就職している者(再掲）」を合計した数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注４）平成30年3月以降の「就職者総数（再掲）」とは、「自営業主等」、「無期雇用労働者」、「左記A，B，C，Dのうち就職している者(再掲）」及び「左記E有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）」を合計した数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注５）「左記以外の者」とは、家事手伝いをしている者、外国の高等学校等に入学した者又は進路が未定であることが明らかな者である。平成29年3月以前の「左記以外の者」は、雇用契約期間が1年未満で期間の定めのある者及び雇用契約期間の長さにかかわらず短時間勤務の者を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
