サービス名,問い合わせ先名称,問い合わせ先電話番号,問い合わせ先FAX番号,サービス詳細webサイト,掲載順,目次,大分類,中分類,小分類,サービス備考,問い合わせ先備考,標準地域コード
高齢者福祉活動事業助成等,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/korei04_002042.html,384,高齢者福祉,助成・交付,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者クラブ,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00004.html,385,高齢者福祉,助成・交付,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
障害者控除対象者の認定,高齢者支援課高齢者相談第一係,03-5273-4593,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00024.html,386,高齢者福祉,助成・交付,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
障害者控除対象者の認定,高齢者支援課高齢者相談第二係,03-5273-4254,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00024.html,387,高齢者福祉,助成・交付,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護保険,介護保険課推進係,03-5273-4596,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/index07.html,389,高齢者福祉,介護保険・介護予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護予防教室,地域包括ケア推進課介護予防係,03-5273-4568,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00016.html,390,高齢者福祉,介護保険・介護予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢期の健康づくり・介護予防出前講座,地域包括ケア推進課介護予防係,03-5273-4568,03-6205-5083,"",391,高齢者福祉,介護保険・介護予防,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
配食サービス,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00003.html,392,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
理美容サービス,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00004.html,393,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
寝具乾燥・消毒サービス【高齢者福祉】,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00007.html,394,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
おむつ費用助成【高齢者福祉】,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00006.html,395,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
補聴器の支給,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00009.html,396,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
敬老杖の支給,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00008.html,397,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
緊急通報システム【高齢者福祉】,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00018.html,398,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
火災安全システム【高齢者福祉】,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00017.html,399,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
徘徊高齢者探索サービス,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00019.html,400,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
回復期生活支援サービス,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00020.html,401,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護者リフレッシュ支援事業,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00002.html,402,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
一人暮し認知症高齢者への生活支援サービス,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/korei03_002008.html,403,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自立支援住宅改修等,介護保険課給付係,03-5273-4176,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00011.html,404,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
徘徊高齢者等緊急一時保護,高齢者支援課高齢者相談第一係,03-5273-4593,03-5272-0352,"",405,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
徘徊高齢者等緊急一時保護,高齢者支援課高齢者相談第二係,03-5273-4254,03-5272-0352,"",406,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者緊急ショートステイ,高齢者支援課高齢者相談第一係,03-5273-4593,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00023.html,407,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者緊急ショートステイ,高齢者支援課高齢者相談第二係,03-5273-4254,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00023.html,408,高齢者福祉,介護保険制度外のサービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
老人ホーム,高齢者支援課高齢者相談第一係,03-5273-4593,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/index05_04.html,409,高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
老人ホーム,高齢者支援課高齢者相談第二係,03-5273-4254,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/index05_04.html,410,高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者在宅サービスセンター,百人町高齢者在宅サービスセンター,03-3368-3501,03-3368-3867,https://www.city.shinjuku.lg.jp/fukushi/file05_02_00015.html,411,高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
薬王寺地域ささえあい館（ささえーる 薬王寺）,薬王寺地域ささえあい館,03-3353-2333,03-3353-6640,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00017.html,413,高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ささえーる 中落合,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00021.html,"",高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
シニア活動館,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00016.html,414,高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
地域交流館,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00015.html,415,高齢者福祉,施設,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者福祉大会,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00008.html,416,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
いきいきハイキング,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00009.html,417,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者訪問,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00011.html,418,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
敬老会,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00007.html,419,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
ふれあい入浴,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00005.html,420,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者マッサージサービス,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/file05_01_00006.html,421,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
湯ゆう健康教室,地域包括ケア推進課高齢いきがい係,03-5273-4567,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/korei03_000001_00021.html,422,高齢者福祉,催し・サービスなど,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
情報紙「ぬくもりだより」の訪問配布,高齢者支援課高齢者相談第二係,03-5273-4594,03-5272-0352,"",423,高齢者福祉,見守り,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者見守り登録事業,高齢者支援課高齢者相談第二係,03-5273-4594,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/korei02_001015.html,424,高齢者福祉,見守り,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
高齢者見守りキーホルダー事業,高齢者支援課高齢者支援係,03-5273-4305,03-5272-0352,https://www.city.shinjuku.lg.jp/fukushi/korei01_002096.html,425,高齢者福祉,見守り,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
新宿区シルバー人材センター,新宿区シルバー人材センター,03-3209-3181,03-3209-4288,"",426,高齢者福祉,仕事・サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護保険のしくみ,介護保険課推進係,03-5273-4596,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/file07_01_00001.html,427,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
被保険者（加入者）,介護保険課資格係,03-5273-4597,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/file07_01_00001.html,428,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護保険住所地特例,介護保険課資格係,03-5273-4597,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/kaigo02_000002.html,429,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料,介護保険課資格係,03-5273-4597,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/file07_02_00006.html,430,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
保険料の減免,介護保険課資格係,03-5273-4597,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/file07_02_00003.html,431,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
要介護（要支援）認定,介護保険課認定第一係,03-5273-3643,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/index07_03.html,432,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
要介護（要支援）認定,介護保険課認定第二係,03-5273-4255,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/index07_03.html,433,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護保険サービスの種類,介護保険課給付係,03-5273-4176,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/file07_06_00003.html,434,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護予防・生活支援サービス事業,地域包括ケア推進課介護予防係,03-5273-4568,03-6205-5083,https://www.city.shinjuku.lg.jp/fukushi/index05_1601.html,435,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
利用者負担額の軽減等,介護保険課給付係,03-5273-4176,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/index07_11_f.html,436,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
自立支援住宅改修等（介護保険外サービス）,介護保険課給付係,03-5273-4176,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/index05_02.html,437,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
介護保険サービスの苦情,介護保険課給付係,03-5273-3497,03-3209-6010,https://www.city.shinjuku.lg.jp/fukushi/kaigo05_000004.html,438,介護保険,"","","","","",http://statdb.nstac.go.jp/lod/sac/C13104
心身障害者福祉手当,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_02_00003.html,439,障害者福祉,手当・助成・サービス,手当,"",所得税法では雑所得となり、受給者本人の所得により所得税および住民税の申告が必要となる場合があります。,"",http://statdb.nstac.go.jp/lod/sac/C13104
重度心身障害者手当,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_02_00004.html,440,障害者福祉,手当・助成・サービス,手当,"",所得税法では雑所得となり、受給者本人の所得により所得税および住民税の申告が必要となる場合があります。,"",http://statdb.nstac.go.jp/lod/sac/C13104
特別障害者手当,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_02_00094.html,441,障害者福祉,手当・助成・サービス,手当,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
障害児福祉手当,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_02_00095.html,442,障害者福祉,手当・助成・サービス,手当,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
心身障害者医療費助成（マル障 医療）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_02_00009.html,443,障害者福祉,手当・助成・サービス,医療,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
自立支援医療（更生医療）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_07_00005.html,444,障害者福祉,手当・助成・サービス,医療,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
歯科診療,障害者福祉課福祉推進係,03-5273-4516,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_03_00003.html,445,障害者福祉,手当・助成・サービス,医療,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
電話使用料の助成（営業用を除きます）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00010.html,446,障害者福祉,手当・助成・サービス,通信,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
NHK放送受信料の減免,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00069.html,447,障害者福祉,手当・助成・サービス,通信,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
各種交通機関の割引,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/index06_04_03.html,448,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
リフト付タクシーの運行,障害者福祉課福祉推進係,03-5273-4516,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/shogai01_002136.html,449,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
福祉タクシー利用券（自動車燃料費助成との併給はできません）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00022.html,450,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
自動車燃料費助成（福祉タクシー利用券との併給はできません）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00023.html,451,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
リフト付タクシー（車いす利用券・ストレッチャー利用券の交付）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/shogai01_001008.html,452,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
自動車運転教習費助成,障害者福祉課経理係,03-5273-4520,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00026.html,453,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
自動車改造費の助成,障害者福祉課支援係,03-5273-4583,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00028.html,454,障害者福祉,手当・助成・サービス,交通,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
おむつ費用助成【障害者福祉】,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00009.html,455,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
補装具費の支給,障害者福祉課支援係,03-5273-4583,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00003.html,456,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
日常生活用具の給付等,障害者福祉課支援係,03-5273-4583,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00004.html,457,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
住宅設備改善費の給付,障害者福祉課支援係,03-5273-4583,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00005.html,458,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
巡回入浴サービス,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00007.html,459,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
寝具乾燥・消毒サービス【障害者福祉】,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00008.html,460,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
訪問理美容サービス,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00006.html,461,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
中等度難聴児発達支援事業（補聴器購入費の助成）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/shogai01_002203.html,462,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
重症心身障害児等在宅レスパイトサービス,障害者福祉課経理係,03-5273-4520,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/shogai01_002135.html,463,障害者福祉,手当・助成・サービス,生活,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
知的障害者（児）位置探索サービス費用の助成,障害者福祉課経理係,03-5273-4520,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00012.html,464,障害者福祉,手当・助成・サービス,安全,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
緊急通報システム【障害者福祉】,障害者福祉課福祉推進係,03-5273-4516,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00015.html,465,障害者福祉,手当・助成・サービス,安全,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
火災安全システム【障害者福祉】,障害者福祉課福祉推進係,03-5273-4516,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00014.html,466,障害者福祉,手当・助成・サービス,安全,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
障害者福祉活動事業助成,障害者福祉課福祉推進係,03-5273-4516,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/shogai01_002137.html,467,障害者福祉,手当・助成・サービス,その他,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
身体障害者補助犬の給付,障害者福祉課支援係,03-5273-4583,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_04_00030.html,468,障害者福祉,手当・助成・サービス,その他,"","","",http://statdb.nstac.go.jp/lod/sac/C13104
障害者総合支援法によるサービス,障害者福祉課支援係,03-5273-4583,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/index06_07.html,469,障害者福祉,手当・助成・サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
身体障害者手帳,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_01_00002.html,470,障害者福祉,手当・助成・サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
愛の手帳（東京都療育手帳）,障害者福祉課相談係,03-5273-4518,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_01_00003.html,471,障害者福祉,手当・助成・サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
精神障害者保健福祉手帳,各保健センター,"","",https://www.city.shinjuku.lg.jp/fukushi/yobo01_001020.html,472,障害者福祉,手当・助成・サービス,"","","",http://www.city.shinjuku.lg.jp/soshiki/hc_index.html,http://statdb.nstac.go.jp/lod/sac/C13104
基幹相談支援センター,障害者福祉課支援係,03-5273-4302,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00006.html,473,障害者福祉,手当・助成・サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
障害者虐待防止センター,障害者福祉課内（専用電話）,03-5273-4368,03-3209-3441,https://www.city.shinjuku.lg.jp/fukushi/shogai01_001052.html,474,障害者福祉,手当・助成・サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
福祉総合電話相談,地域福祉課福祉計画係,03-5273-3623,03-3209-9948,https://www.city.shinjuku.lg.jp/fukushi/file04_00006.html,475,その他の福祉,相談/福祉サービス,"","","",相談専用電話,http://statdb.nstac.go.jp/lod/sac/C13104
福祉サービスに関する法律相談,地域福祉課福祉計画係,03-5273-3623,03-3209-9948,https://www.city.shinjuku.lg.jp/fukushi/file04_00006.html,476,その他の福祉,相談/福祉サービス,"","","",相談申込専用電話,http://statdb.nstac.go.jp/lod/sac/C13104
悩みごと相談室,男女共同参画推進センター「ウィズ新宿」,03-3341-0801,03-3341-0740,https://www.city.shinjuku.lg.jp/kusei/file12_01_00008.html,477,その他の福祉,相談/福祉サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
仕事と家計に関する相談,生活支援相談窓口,03-5273-3853,03-3209-0278,https://www.city.shinjuku.lg.jp/fukushi/fukushi01_002056.html,478,その他の福祉,相談/福祉サービス,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
仕事と家計に関する相談,新宿区社会福祉協議会　総合相談窓口,03-5273-3546,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,479,その他の福祉,相談/福祉サービス,"","","",http://www.shinjuku-shakyo.jp/business/generalconsultation/,http://statdb.nstac.go.jp/lod/sac/C13104
新宿区社会福祉協議会,新宿区社会福祉協議会,03-5273-2941,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,480,その他の福祉,相談/福祉サービス,"","","",http://www.shinjuku-shakyo.jp/,http://statdb.nstac.go.jp/lod/sac/C13104
新宿区社会福祉協議会東分室,新宿区社会福祉協議会東分室,03-3359-0051,03-3359-0012,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,481,その他の福祉,相談/福祉サービス,"","","",http://www.shinjuku-shakyo.jp/,http://statdb.nstac.go.jp/lod/sac/C13104
新宿区社会福祉協議会の福祉サービス,新宿区社会福祉協議会,03-5273-2941,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,482,その他の福祉,相談/福祉サービス,"","","",http://www.shinjuku-shakyo.jp/,http://statdb.nstac.go.jp/lod/sac/C13104
新宿区成年後見センター,新宿区成年後見センター（新宿区社会福祉協議会内）,03-5273-4522,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file03_06_00021.html,483,その他の福祉,相談/福祉サービス,"","","",http://www.shinjuku-shakyo.jp/business/centernogoannnai/,http://statdb.nstac.go.jp/lod/sac/C13104
ボランティアの相談,新宿区社会福祉協議会　新宿ボランティア・市民活動センター,03-5273-9191,03-5273-3082,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,484,その他の福祉,ボランティア,"","","",http://www.shinjuku-shakyo.jp/business/volunteer/,http://statdb.nstac.go.jp/lod/sac/C13104
ボランティアの相談,新宿区社会福祉協議会東分室,03-3359-0051,03-3359-0012,https://www.city.shinjuku.lg.jp/fukushi/file06_05_00021.html,485,その他の福祉,ボランティア,"","","",http://www.shinjuku-shakyo.jp/business/volunteer/,http://statdb.nstac.go.jp/lod/sac/C13104
東京ボランティア・市民活動センター,東京ボランティア・市民活動センター,03-3235-1171,03-3235-0050,"",486,その他の福祉,ボランティア,"","","",https://www.tvac.or.jp/,http://statdb.nstac.go.jp/lod/sac/C13104
人権擁護委員,総務課総務係,03-5273-3505,03-3209-9947,https://www.city.shinjuku.lg.jp/kusei/soumu01_000105.html,487,その他の福祉,人権/生活の援助,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
民生委員・児童委員,地域福祉課福祉計画係,03-5273-4080,03-3209-9948,https://www.city.shinjuku.lg.jp/fukushi/file04_03_00002.html,488,その他の福祉,人権/生活の援助,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
応急小口資金,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/kodomo/290100fukushi_00002.html,489,その他の福祉,人権/生活の援助,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
福祉資金・教育支援資金,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/kodomo/290100fukushi_00002.html,490,その他の福祉,人権/生活の援助,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
緊急小口資金,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/kodomo/290100fukushi_00002.html,491,その他の福祉,人権/生活の援助,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
総合支援資金・臨時特例つなぎ資金,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/kodomo/290100fukushi_00002.html,492,その他の福祉,人権/生活の援助,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
不動産担保型生活資金,新宿区社会福祉協議会,03-5273-3541,03-5273-3082,https://www.city.shinjuku.lg.jp/kodomo/290100fukushi_00002.html,493,その他の福祉,人権/生活の援助,"","","",http://www.shinjuku-shakyo.jp/business/loan/,http://statdb.nstac.go.jp/lod/sac/C13104
生活保護,生活福祉課相談支援係,03-5273-4552,03-3209-0278,https://www.city.shinjuku.lg.jp/fukushi/file04_01_00002.html,494,その他の福祉,人権/生活の援助,"","","","",http://statdb.nstac.go.jp/lod/sac/C13104
