名称,名称(英語),カテゴリ,ジャンル,所在地,持ち主,認定1,認定日1,認定2,認定日2,緯度,経度,説明(日本語),説明(英語),画像URL,サムネイル画像URL,ホームページアドレス
葛谷御霊神社の力石,"",指定有形民俗文化財,民俗資料,東京都新宿区西落合二丁目17-17　,葛谷御霊神社,"",1986-08-01,"","",35.72188,139.67607,"葛谷御霊神社の力石は6個が残っており、欠損の大きいひとつを除いた5個が神楽殿横の耕地整理記念碑の周囲に並べられている。5個は、最小35貫（131.25㎏）から最大55貫（206.25㎏）に及ぶ重量が刻まれているが、人名や年紀は刻まれていない。
この力石は、毎年1月13日の備謝祭や9月上旬の例大祭の際に余興として行われた、村の若者の力くらべに使われたもので、昭和初期まで使われていたという。","","","",""
成子天神社の力石,"",指定有形民俗文化財,民俗資料,東京都新宿区西新宿八丁目14-10,成子天神社,"",1986-08-01,"","",35.69624,139.69225,"力石は、祭の際などに余興として行われた力くらべに使われた大きな石である。
成子天神社の力石は７個が残っており、社殿前に並べられている。すべてに銘文が刻まれているが、⑦については判読不能である。②⑦以外の5個には、最小40貫（150㎏）から最大58貫余（約217.5㎏）に及ぶ重量が記されている。また①〜④⑥については虎松・喜太郎・亀治郎・市蔵という人名が刻まれている。奉納者あるいは持ち上げられることができた人物の名であろう。年紀は記されていないが、同じ人名がみられることから、ほぼ同時期に奉納されたものと思われ、幕末から明治頃のものと推定される。","","","",""
雨乞のむしろ旗,"",指定有形民俗文化財,民俗資料,東京都新宿区中井二丁目29-16,中井御霊神社,"",1987-06-05,"","",35.71649,139.68018,"中井御霊神社に伝来するむしろ旗で、江戸時代に雨乞いの行事を行う際に周辺の農村によって製作され奉納されたものと思われる。
表面は「龍王神」の3文字を墨書し、周囲を雲の模様で縁取る。裏面は全体に龍の図が墨書されており、龍の舌など一部に朱で彩色をしている。
雨乞の行事は、むしろ旗を立て水の神である龍神に祈願するもので、農村では渇水期などに広く行われ、落合地区でも関東大震災前頃まで行われていたという。この旗は、幕末頃のものと推定されるが、かつて8枚あったもののうちの1枚だけが残ったものである。","","","",""
市谷亀岡八幡宮の力石,"",指定有形民俗文化財,民俗資料,東京都新宿区市谷八幡町15,市谷亀岡八幡宮,"",1993-03-05,"","",35.69249,139.73428,"力石は、祭の際などに余興として行われた力くらべに使われた大きな石である。
市谷亀岡八幡宮の力石は７個が残っており、社殿前の左脇に下半分を地中に埋め込む形で2列に並べられている。すべてに銘文が刻まれているが、3つには重量、人名、年紀が、ほかの3つには重量、人名が、それ以外のひとつに「市谷」という地名が刻まれている。人名は奉納者または持ち上げた者の名であると考えられる。","","","",""
筑土八幡神社の庚申塔,"",指定有形民俗文化財,民俗資料,東京都新宿区筑土八幡町2-1,筑土八幡神社,"",1997-03-07,"","",35.70395,139.74054,"光背型（舟型）の庚申塔で、塔身最上部に日月を、中央部には向かって左隅に桃の木をあしらい、その前に一対の猿を配する。牡猿は立ち上がり、実の付いた桃の枝を手折っているのに対し、牝猿はうずくまり、桃の実一枝を手にしている。
塔身正面下部には、奉納者と思われる男女10名の戒名または俗名が、また塔身両側面下部には奉納年銘が年と月日を左右にわけて刻んであるほか、2名の女性の俗名が刻まれている。
一般に庚申塔では、三猿を表現したものが多いが、この塔は区内では唯一の二猿の庚申塔であるばかりでなく、桃を配している点がきわめて珍しく、古くから研究者により紹介されていた。桃は古くから邪気を払うとされ、また桃の葉をしぼった汁を服用すると庚申信仰の目的である三尸虫を除くとの俗説もあったという。","","","",""
尺八「放下着」一式ならびに普化尺八伝授関連資料,"",指定有形民俗文化財,民俗資料,東京都新宿区市谷薬王寺町27,浄栄寺 ,"",2007-08-03,"","",35.69789,139.7261,"尺八は江戸時代に諸国を行脚した、半僧半俗の虚無僧が使用した法器として知られている。尺八「放下着」は、そのなかでも「古管」と呼ばれる古い形式のものとされ、江戸時代中期以前の製作と推定されている。
通常の尺八（一尺八寸・54.5cm 程度）に比べ短い全長で、管の側面に「放下着」と記され、一部欠損等はあるものの当初の形状をよく伝え、現在でも演奏可能な状態である。また、この尺八「放下着」を所蔵している浄土真宗・浄栄寺には、この管が伝来した経緯をあらわす伝授関連資料も伝わっている。
それらの資料から、この尺八の由来、および普化尺八の伝承上重要な人物であった普化宗・鈴法寺の住職・嘯山勇虎から、江戸時代中期に浄栄寺の住職・性圓（白獅）に伝授された経緯も知ることができる。さらに、江戸時代の著名な文人として知られる大田南畝も、浄栄寺において、この尺八の演奏を聞いたことを自ら記しており、当時から著名な尺八として知られていたことがわかる。
江戸時代中期以前の普化尺八の遺品として貴重であるとともに、伝授に関わる資料も併せて現存することは極めて珍しく、尺八の製作ならびに歴史的変遷を示すものとして非常に重要である。","","","",""
善国寺の石虎,"",指定有形民俗文化財,民俗資料,東京都新宿区神楽坂5-36,善国寺,"",2009-11-06,"","",35.70146,139.73917,"安山岩製の虎の石像で、台石正面には浮彫があり、虎の姿を動的に表現している。
嘉永元年（1848）に奉納されたもので、阿形の台石右面には、「岩戸町一丁目」「藁店」「神楽坂」「肴町」などの町名と世話人名が刻まれ、寄進者が善国寺周辺の住民であったことがわかる。石工は原町の平田四郎右衛門と横寺町の柳沼長右衛門である。
善国寺は毘沙門天信仰から「虎」を重視し、石虎の造立も寄進者らの毘沙門天信仰によると考えられる。また、台石に残された寄進者名や地名は、江戸時代後期における善国寺の毘沙門天信仰の広がりを示している。
石虎は都内でも珍しく、区内では唯一の作例である。戦災による傷みがみられるが、希少な石像であるとともに、地域にとっても貴重な文化財である。
なお、阿形の台石正面にある「不」の字に似た刻印は、明治初年のイギリス式測量の几号水準点で、残存している数は全国的にも少ない。","","","",""
中井御霊神社の狛犬,"",指定有形民俗文化財,民俗資料,東京都新宿区中井二丁目29-16,中井御霊神社,"",2015-02-06,"","",35.716275,139.680072,"中井御霊神社の狛犬で、正徳5年（1715）に下落合村の氏子等により奉納された。社殿向かって左側の「阿形」は頭部に角を持たない獅子の形を呈し、向かって右側の「吽形」は角を有する狛犬の形を呈する。いずれも毛の描写など、比較的丁寧な装飾が施されている。台座には銘文があり、村名の一部が剥落により判読できないものの、施主名や奉納年月が確認できる。総高は阿形161.5㎝、吽形162.5㎝で、二段ある台座のうち下段は後補である。
現存する区内最古の狛犬であり、都内でも比較的古い時期の狛犬である(都内最古は目黒不動尊の承応3年（1654）のもの)。銘文にある「平右衛門」の名は、「中井御霊神社文書」（区指定文化財）の中に「下落合村小野田平右衛門」の名があり、旧家小野田家で世襲してきた人名であると推定される。近世から近代における中井地域の信仰や鎮守社と地域との紐帯を示す文化財であり、地域史・宗教史上重要な石造品である。","","","",""
巴講睦の獅子頭,"",指定有形民俗文化財,民俗資料,東京都新宿区四谷三栄町12-16（新宿歴史博物館）※新宿区に寄託中,鎧神社巴講睦,"",2021-07-02,"","",35.69006,139.72568,"巴講睦は北新宿一帯の鎮守である鎧神社の古くからの氏子で、明治41年（1908）に発足したとされる。
安政3年（1856）9月の作と伝えられる雌雄の獅子頭は、雄は角を、雌は宝珠を頂いており、鼻先に焦げ跡が残る。毎年9月中旬の鎧神社祭礼の際、巴講睦のお神酒所に飾られる。収納されている箱に書かれた墨書によると、この獅子頭は氏子の一人である土方氏が保管していたが、大正14年（1925）5月に、隣家の失火のため収納していた倉庫が延焼し、焼失しそうになった。そこで氏子の川本氏らが身を挺して取り出したところ、箱はすでに半分焦げた状態だったが、獅子頭は無事であったという。箱は大正14年9月に新調されていて、「淀橋町寿賀多会」と書かれている。
区内では希少な江戸時代の獅子頭で、現在確認されているものとしては区内最古である。規模も大きく、造作も丁寧で力強い。渦と呼ばれる眉や、角、宝珠の形も良く、状態はおおむね原型を保っている。
焼残りの伝承を記した箱書きや文書など、関連資料も伝わっていて、地域の信仰や民俗を知る上でも重要といえる。また、鎧神社の氏子組織である巴講睦によって今日まで大切に伝えられ、現在も祭礼に使用されている点も貴重である。","","","",""
一行院の板碑,"",登録有形民俗文化財,民俗資料,東京都新宿区南元町19-2,一行院,"",1985-07-05,"","",35.6794,139.71996,"板碑は、鎌倉時代から戦国時代に、主として関東地方で造立された、板石塔婆で、秩父に産する緑泥片岩を使用して造られる場合が多い。
 一行院に伝来する7枚の板碑は、完形のものは1 枚もなく、⑤⑦などは一部が残存するに過ぎない。ほとんどが阿弥陀（キリーク）に蓮台を伴った阿弥陀一尊あるいは三尊の種子板碑であると考えられるが、②は題目板碑であり都内では数少ない貴重なものである。
 ① 年代―正和4年（1315）4月、銘文 「キリーク（蓮台） 正和四年月日」
 ② 年代―暦応2年（1339）2月、銘文 「南無釈迦牟尼仏 二年 南無妙法蓮華経（蓮台） 二月日 南無多宝仏」
 ③ 年代―応永21年（1414）、銘文 「永 キリーク（蓮台）（花瓶）廿二年」
 ④ 年代−文明12年（1480）2月1日、銘文 「文明十二年 （蓮台）妙仏禅尼 二月一日」
 ⑤ 年代−不明、銘文「 □ キリーク（蓮台）道（ 光背） 正月」
 ⑥ 年代―不明、銘文 「□年 （花瓶） 日」
 ⑦ 年代―不明","","","",""
塞神三柱の塔,"",登録有形民俗文化財,民俗資料,東京都新宿区高田馬場一丁目12-6,諏訪神社,"",1993-03-05,"","",35.70904,139.70752,"塞神は、村落に道や峠から厄神・疫病が入るのを防ぐために祀る境界守護の神である。
三柱とは、平安時代の道饗祭（厄神が京都に入るのを防ぐ祭）に出てくる八衢比古・八衢比売・久那斗の三柱の神をさす。
国学者平田篤胤（1776〜1843）は、この三柱の神を取り上げ、塞神三柱の思想を提唱した。
諏訪神社の塞神三柱の塔は舟型（光背型）の石塔で、最上部に日月が、中央部に「塞神三柱」の4文字が刻まれている。塞神三柱の両脇には、向かって右側に「諏訪上下大明神」「正八幡大菩薩」が、左側には「天（以下欠） 」「稲荷大明神」の文字が刻まれており、稲荷の下に年紀がある。
したがってこの塔の場合は、塞神三柱以外に諏訪大明神など四柱の神を合わせて祀っていることになる。","","","",""
全龍寺の庚申塔,"",登録有形民俗文化財,民俗資料,東京都新宿区大久保一丁目16-15,全龍寺,"",2015-02-06,"","",35.700731,139.70272,"全龍寺境内にある庚申塔で、寛文12年(1672)に28名の施主によって立てられたものである。形態は舟形で、阿弥陀如来立像を主尊とする。主尊の左右に銘文が刻まれているが、施主の個人名は見られない。水鉢・花立てを造り込んだ台座の最下部に庚申塔の特色である三猿が刻まれている。高さは177㎝である。庚申塔は江戸時代に流行った庚申講の人たちが立てた石塔で、60日毎の庚申待を18回(3年間)行い、三尸虫を滅して結願となった際に立てることが多かった。
区内で42基が確認されている庚申塔の中で比較的古い時代に立てられたものである。阿弥陀如来像を主尊とする庚申塔は都内でも類例が少なく、新宿区内では唯一のものである。また、銘文中の「結衆」の文字は中世の板碑などに見られる表現であり、庚申待を行った人々が中世的な表現を用いていたことを示す史料として興味深い。","","","",""
慈雲山観音寺の庚申塔,"",登録有形民俗文化財,民俗資料,東京都新宿区西早稲田一丁目7-1,観音寺,"",2015-02-06,"","",35.709859,139.719996,"慈雲山観音寺境内にある庚申塔で、寛文4年（1664）に8名の施主によって立てられたものである。形態は舟形で、地蔵菩薩立像を主尊とする。主尊の左右及び下に銘文が刻まれ、台座には施主8名の個人名が刻まれている。高さは124㎝である。
区内で42基が確認されている庚申塔の中で比較的古い時代に造立されたものである。地蔵菩薩像を主尊とする庚申塔は、新宿区内では本庚申塔を含め2例のみとなっている。保存状況は良好である。銘文中の「庚申三年一座」の文字については、「庚申待」の達成年限を示したもので、江戸時代の村落内における庚申信仰の形態を知るための情報として貴重である。","","","",""
下落合二丁目の庚申塔,"",登録有形民俗文化財,民俗資料,東京都新宿区下落合二丁目8-2,個人,"",2015-02-06,"","",35.716976,139.699656,"下落合氷川神社前の路傍にある庚申塔で、文化13年（1816）に立てられたものである。形態は駒型で、邪鬼を踏みつけた青面金剛像を主尊とする。邪鬼の下には三猿が刻まれている。石塔の右側面には「左ぞうしがや道」、左側面には「右ばば下道」と刻まれており、道標も兼ねた石塔であったことがわかる。高さは68㎝である。
道標を兼ねた庚申塔については、新宿区内では唯一のものである。現在、下落合氷川神社前の路傍に立っている本庚申塔は、原位置から移動している可能性もあるが、東山藤稲荷神社や新井薬師梅照院への参詣路でもあった道筋に面しており、江戸時代における地域の交通路を知るための情報としても貴重である。","","","",""
旧源兵衛村の庚申塔,"",登録有形民俗文化財,民俗資料,東京都新宿区西早稲田三丁目24,一般社団法人源兵衛紀念会,"",2017-03-29,"","",35.713584,139.712247,"延宝3年（1675）11月12日、8名の施主によって造立されたものである。石塔の形態は唐破風を装飾した笠付丸柱型で、蓮華座を正面に装飾し、水鉢・花立てを彫り込んだ台座を伴う。塔身部には、正面上部から大日如来の種子を示す梵字が、中央部には銘文とその左右に施主8名の個人名が、下部には三猿が刻まれている。総高は104.5㎝である。
区内で42基が確認されている庚申塔の中で比較的古い時代に造立されたものであり、江戸時代の源兵衛村の村持ち墓地にある。塔身部が丸柱型を呈する形態の庚申塔は、都内では類例が少なく貴重な事例で、保存状態も良好である。源兵衛村は江戸時代初期に豊臣の遺臣とされる小泉源兵衛が開墾したと伝えられる村で、昭和初期まで字名として残っていた。8名の施主は源兵衛村に縁ある人々であると推定され、この地域の江戸時代のあり様を知るための情報として貴重である。","","","",""
幸国寺の題目塔,"",登録有形民俗文化財,民俗資料,東京都新宿区原町2-20,幸国寺,"",2019-06-03,"","",35.700082,139.724217,"幸国寺山門前に建つ題目塔は、寛政4年（1792）8月に建立された総高400cmの大型の石塔である。
題目塔とは「妙法蓮華経」もしくは「南無妙法蓮華経」と刻んだ石塔で、妙法蓮華経の経題（題目）に釈迦の説法の功徳が集約されていると説く日蓮宗の信仰に基づいて建立される。
幸国寺の題目塔は、正面に「南無妙法蓮華経　法界万霊」、向かって右側面に「奉唱満妙題一千部」、左側面に「奉読誦妙経一百部」と刻まれていることから、万霊のための供養塔であること、施主が連続して一千回「南無妙法蓮華経」と唱える唱題行と、百部の法華経読誦を達成したことがわかる。なお施主の曽根氏についての詳しい来歴は不明である。
江戸時代の標準的な題目塔の形式をとるが、区内の題目塔では最も規模が大きく、保存状態も良好である。題目塔の背後に建つ山門（区指定有形文化財）とともに、江戸時代の幸国寺門前の景観を偲ばせる文化財としても意義がある。","","","",""
熊野神社の狛犬,"",登録有形民俗文化財,民俗資料,東京都新宿区西新宿二丁目11-2,熊野神社,"",2022-11-04,"","",35.69091,139.6882,"享保12年(1727)に奉納された1対の石造狛犬で、熊野神社の境内社・大鳥神社の参道に配置されている。大鳥神社社殿に向かって右側が阿形、左側が吽形で、阿形は頭部に角を持たない獅子、吽形は角を有する狛犬である。
両像とも参道に向かって蹲踞の姿勢を取っている。腹の下は刳り貫かずに残し、享保12年9月の年紀と、角筈村上町の百姓店衆講中の奉納者銘が陰刻されている。また、狛犬と台座は一材から彫り出されている。
区内に現存する狛犬では比較的古い時代に造立されたものである。江戸における石造狛犬の造立は17世紀半ばにはじまり、18世紀以降増加するとともに、しだいに複雑な意匠を凝らしたものになる。本狛犬は古くからの獅子と狛犬を区別した像容で、簡素な表現がなされている。また、腹の下を刳り貫かずに残し、そこに銘文を刻んでいる点も珍しい。全体的に丁寧な造りであり、保存状況も良好である。
享保年間（1716〜1736）には十二社熊野神社周辺は江戸西郊の景勝地として知られるようになった。本狛犬は、このような時期に地元講中により奉納されており、その像容の珍しさとともに区内神社の狛犬として貴重である。","","","",""
高田馬場の流鏑馬,"",指定無形民俗文化財,風俗慣習,東京都新宿区西早稲田二丁目1-11（穴八幡宮）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　※開催は都立戸山公園（箱根山地区）,高田馬場流鏑馬保存会,"",1988-03-04,"","",35.70717,139.71747,"流鏑馬は、走る馬上から鏑矢で的を射る騎射芸で、平安時代末から鎌倉時代に盛んであった。高田馬場流鏑馬は、八代将軍徳川吉宗が途絶えていたものを復活させ、享保13年（1728）、疱瘡にかかった世嗣の回復祈願のため穴八幡宮に奉納したのがはじまりである。以来将軍家の厄除けや世嗣誕生の折りに高田馬場（現西早稲田3-1･12･13･14あたり）で行われていた。
元文3年（1738）の竹千代（後の十代将軍家治）誕生を祝って奉納された流鏑馬は、「流鏑馬絵巻」（穴八幡宮蔵）に描かれ、当時の様子を知ることができる。明治維新後は中断されていたが、昭和9年（1934）に、皇太子明仁親王の誕生に際し、穴八幡宮境内で再興され、戦前は数回実施された。
戦後は昭和39年（1964）に水稲荷神社境内で復活し、昭和54年（1979）からは穴八幡宮の伝統行事として、都立戸山公園を会場に、毎年スポーツの日に実施されている。
昭和60年（1985）には保存会も結成された。
当日は、午後1時すぎに行列を整えて穴八幡宮を出発、若松町、戸山三丁目付近を練り歩いた後、会場の都立戸山公園に到着し、午後2時から実施する。","","","",""
中井御霊神社の備射祭,"",指定無形民俗文化財,風俗慣習,東京都新宿区中井二丁目29-16,中井御霊神社,"",1988-08-05,"","",35.71649,139.68018,"備射祭は、弓で矢を射て、その飛び方や当たり方で一年の豊凶を占い、悪霊を除いて豊作や繁栄を祈る祭で、かつては江戸近郊の農村でも広く行われていた。現在都内では、古式にのっとった形での備射祭の多くは姿を消しており、中井御霊神社、葛谷御霊神社の2箇所で毎年行われている例は、大変貴重である。
中井御霊神社の備射祭は、毎年氏子役員の中から年男二名が当番として選ばれ、弓を射る役をつとめる。祭当日は祭典後、以下の通りに進行する。
①盃ごと（参列者に鰯・沢庵・ごまめ・甘酒の膳が出され、カツノキの箸で食べる）。
②弓射の式（年男が鬼門と的〈中には飛翔しながら向かい合う烏二羽が描かれている〉に矢を射る。総代、神主も行う）。
③祝宴（もとは当番渡しの儀式。分木、松竹梅、オタカラ〈大根で作った男根〉をのせた三方三つが参列者に回され、これを拝む）。その後、神官・年男・総代が直会を行う。
現在中井御霊神社に残されている分木には、永禄6年（1563）の銘があり、この祭が遅くとも江戸初期を下らない時期から行われていた可能性がある。
なお、備射祭に使った弓弦は安産のお守りになるとされ、小さく切ったものが希望者に貸し出される。","","","",""
葛谷御霊神社の備謝祭,"",指定無形民俗文化財,風俗慣習,東京都新宿区西落合二丁目17-17,葛谷御霊神社,"",1988-08-05,"","",35.72188,139.67607,"葛谷御霊神社の備謝祭は、神社の氏子町（西落合1〜 4丁目）が持ちまわりで年番を行う。祭当日には、社殿内で送り番（去年の当番）と受け番（今年の当番）が相対し、二名の前にはそれぞれ折敷が二つ置かれる。一つは大根を蒲鉾型に割ったものに松竹梅の小枝を差したもの・ごまめが乗り、一つには大根の輪切り・鰯の輪切り・沢庵・盃がのる。祭の進行は以下のとおり。①分木の受渡し（的を描くのに使う分木が、神官から送り番、受け番に渡される）。②ご神酒の儀（送り番、受け番は陪食と共にお神酒を頂く）、③取肴の儀（送り番と受け番は折敷にのった鰯に箸をつけ、これを勧めたり受けたりするしぐさを交代で行う）。②と③は、高砂など4曲の野謡を挟みながら、繰り返す。④弓引の儀（鳥居に下げた的に向って弓を射る。的の中央には足下に鰯を置いた夫婦の烏の摺りものが貼られ、鰯には粢が塗られている）。こののち直会となり、祭は終了する。
なお、当日境内では、住民が持ち寄った古札や正月飾りを燃やすお焚き上げが行われ、この火で焼いた餅を食べると風邪をひかないと言い伝えられている。
※徒歩で弓を射ることを通常「歩射」「奉射」と書くが、中井御霊神社では「備射」、葛谷御霊神社では「備謝」と表記している。","","","",""
丸藤宮元講社の富士講行事,"",指定無形民俗文化財,風俗慣習,東京都新宿区早稲田鶴巻町506（丸藤宮元講社）,丸藤宮元講社,"",2010-01-27,"","",35.70658,139.72426,"富士講は江戸時代中期に成立し、後期には江戸市中の庶民に広がり大きく発展した。高田藤四郎（日行青山）を講祖とする丸藤講は、最も早い時期に成立した富士講の一つで、安永8年（1779）に藤四郎が水稲荷境内に築いた「高田富士」は、最初に築造された富士塚であり、その後、各地で造営された富士塚に大きな影響を与えている。
丸藤講は、藤四郎の死後も「高田富士」を講社の象徴的中心とし、江戸及びその近郊に広がり、明治時代から戦前に至るまで衰えることがなかった。しかし、戦後は丸藤講も含め多くの富士講が急速に衰退していった。このような中で宮元講社は、現在も早稲田鶴巻町の先達井田氏宅を本拠として継承されており、その活動は毎月の「お焚き上げ」、富士参拝登山、吉田の火祭での「拝み」など富士講の本質的内容を継承し、かつて江戸市中に多数存在した富士信仰を中心に親睦、娯楽的側面を合わせ持つ富士講独特の信仰形態を現在に伝えている。各地の富士講社の活動がほとんど途絶えている中、丸藤宮元講社の富士講行事は、かつての富士講行事の様態を知る上で貴重な無形民俗文化財である。","","","",""
戸塚囃子,"",指定無形民俗文化財,民俗芸能,東京都新宿区西早稲田三丁目1-5(戸塚囃子保存会),戸塚囃子保存会,"",1990-08-03,"","",35.709628,139.715947,"水稲荷神社の祭礼に行われる祭囃子で、江戸時代末期に阿佐ヶ谷（杉並区）の田淵初五郎 （本名横川初五郎）が編み出した、田淵流祭囃子の流れを汲むものである。昭和初期に途絶え、戦後、一時期再開し、昭和51年（1976）に再び復活した。
江戸の祭囃子は、テンポの早い早間 系、ゆったりとした大間系、その中間に当たる中間系と、テンポにより三つに分けられ、曲の構成や楽器の配置・形式などから、下町流と山手流とに分けられる。戸塚囃子は、山手流・中間系に属するもので、演奏は屋台―鎌倉―三下り―国固目―師調目―屋台といった定番の曲目の他、獅子舞、仁羽（おかめ・ひょっとこ踊り）などの付属芸能も演じられる。
現在は、戸塚囃子保存会が結成され（会員約25名）、週に1度水稲荷神社で練習を行っているほか、区内の他の祭囃子の指導にも当たっている。","","","",""
萩原社中里神楽,"",指定無形民俗文化財,民俗芸能,東京都新宿区西落合四丁目22−5（里神楽萩原社中）,里神楽萩原社中,"",1996-03-07,"","",35.72824,139.67715,"里神楽は神社祭礼の際に神前に奉納し、また参詣客に公開するために演じられる芸能で、面と装束を付けた舞方が、囃子にあわせて舞踊する黙劇である。スト―リ―は記紀神話をもとにし、おかめ・ひょっとこを登場させるなど、娯楽性の高い内容となっている。
萩原社中は、数少ない専業神楽師である萩原家とその門弟により構成されており、江戸中期に発展した神楽が相模地方に伝わったという相模流里神楽を伝えている。萩原家は初代門次氏が明治6（1873）年、神奈川県愛甲郡から上京し、西落合付近に居を定め、神楽師として活動を始めたと伝えられている。
平成10年（1998）惜しくも他界した彦太郎氏は四代目にあたるが、現在は門弟を中心に新宿区内や周辺地域で神社祭礼、町や企業などの行事、全国の民俗芸能大会などに出演するなど活発な活動を展開し、完成度の高い芸を保持している。","","","",""
上落合餅つき唄,"",登録無形民俗文化財,民俗芸能,東京都新宿区上落合一丁目26-19(月見岡八幡神社),上落合餅つき唄保存会,"",1998-02-06,"","",35.71285,139.69092,"上落合地区に伝承されている餅つき唄で、昭和初年までは暮れに正月用・保存用に大量の餅をつく際、盛んに歌われた。現在は、上落合餅つき唄保存会により伝承されており、毎年2月の二の午うまに近い日曜日に月見岡八幡神社（上落合1-26-19）境内で行われる餅つきの際に歌われる。
唄は3人のつき手が小杵を持ち、臼のまわりを右回りに回りながら餅米をこねていく間に歌われるもので、臼のまわりに並んだ歌い手が合唱する。このような唄は「こね唄」と呼ばれ、祝い唄に始まり納め唄を歌う頃には餅米がつき上がる。唄は10臼ほどの餅つきの間、繰り返し歌われる。
区内に現存する唯一の餅つき歌で、東京西郊の餅つき唄としては東限であると考えられる。また、「妙正神田の落合うところ」「蛍飛び交う」など地域的特色を示す歌詞も含まれ、大変貴重である。
〔現行の歌詞〕
1 　めでたナアめでためでたの 若松さまよ　枝もナア枝も栄えて ヤレ葉も茂る
2 　俺がナア俺が餅つきゃ あの娘はこねる　可愛ナア可愛瞳にゃ ヤレ恋も湧く
3 　妙正ナア妙正神田の 落合うところ　　　蛍ナア蛍飛び交う ヤレ田草月
4 　お前ナアお前百まで わしゃ九十九まで　ともにナアともに白髪の ヤレ生えるまで
5 　これがナアこれがこの家の 納めの臼よ　ご縁ナアご縁ござれば また来年も　石のナア石の土台の ヤレ続くまで","","","",""
鉄砲組百人隊行列,"",登録無形民俗文化財,民俗芸能,東京都新宿区百人町一丁目11-16（皆中稲荷神社）,江戸幕府鉄炮組百人隊保存会,"",2002-02-01,"","",35.7006,139.69942,"江戸時代に皆中稲荷神社に奉納されていた「鉄砲組百人隊出陣の儀」を昭和36年（1961）9月の皆中稲荷神社秋季例大祭の際に再現したと言われている。
現在は、江戸幕府鉄炮組百人隊保存会により伝承され、隔年で皆中稲荷神社の秋季例大祭（9月最終日曜日）に行われている。
総指揮与力以下、一番隊から三番隊の三隊を編成し、具足をまとい火縄銃を担って百人町町内を廻り、出発地点を含め8か所程度で、火薬を用いて空砲を射つ演武を行っている。
昭和36年以来約50年を経過し、百人町と縁の深い皆中稲荷神社を基盤に百人町の氏子によって継承され、大久保地区の代表的行事として定着している。
火縄銃の試射方法や具足等の時代考証を経て再現され、行列の形態として評価できる。百人町という歴史的な背景に立脚し、百人町が一体となり、町の特色ある行事として継承されている。地域の人々に町名の由来となった歴史を想起させ、連帯感を高め、まちづくりに機能している点に大きな意義がある。","","","",""
高松喜六の墓,"",指定史跡,"",東京都新宿区若葉2-8,愛染院,"",1984-07-06,"","",35.68531,139.72475,"江戸時代に皆中稲荷神社に奉納されていた「鉄砲組百人隊出陣の儀」を昭和36年（1961）9月の皆中稲荷神社秋季例大祭の際に再現したと言われている。
現在は、江戸幕府鉄炮組百人隊保存会により伝承され、隔年で皆中稲荷神社の秋季例大祭（9月最終日曜日）に行われている。
総指揮与力以下、一番隊から三番隊の三隊を編成し、具足をまとい火縄銃を担って百人町町内を廻り、出発地点を含め8か所程度で、火薬を用いて空砲を射つ演武を行っている。
昭和36年以来約50年を経過し、百人町と縁の深い皆中稲荷神社を基盤に百人町の氏子によって継承され、大久保地区の代表的行事として定着している。
火縄銃の試射方法や具足等の時代考証を経て再現され、行列の形態として評価できる。百人町という歴史的な背景に立脚し、百人町が一体となり、町の特色ある行事として継承されている。地域の人々に町名の由来となった歴史を想起させ、連帯感を高め、まちづくりに機能している点に大きな意義がある。","","","",""
服部半蔵の墓,"",指定史跡,"",東京都新宿区若葉2-9,西念寺,"",1984-07-06,"","",35.68463,139.7253,"身（刃）は両鎬造、現在は全体に錆びて赤銅色となり、地金はまったく見ることができない。穂先は安政の大地震（1855） の際に先端が折れ失われている。柄は木製で黒漆塗り、身の接合部には銅製の筒金がはめられ、そのほかの部分は全体に栴檀を巻き、漆で仕上げられ、銅金2本が付けられている。柄についても第二次世界大戦の空襲で避難する際に折れて約1ｍほどが失われたとされ、またその際に火をかぶったため、柄の半面が焼けて炭化している。
この槍は、伊賀者の頭領である服部半蔵正成（1542〜1597）が、元亀3年（1572）の三方ケ原の戦の戦功により徳川家康（1543〜1616）より拝領したとの伝承があり、幕末に半蔵の子孫から西念寺に奉納された。西念寺は、半蔵が家康の長男松平信康（1559〜1579、家康の命により自害）の菩提を弔うため創建した寺院である。","","","",""
