"施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"伊皿子おおね歯科医院","東京都港区高輪一丁目5番21号","ルート高輪ビル1階","03-5421-4182","2023/4/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.641024","139.73756"
"医療法人社団誠慎会　峯歯科　高輪松ヶ丘","東京都港区高輪一丁目6番10号","ベルクヴェル1階、地下1階","03-5422-9333","2022/5/11","歯科、矯正歯科、小児歯科、歯科口腔外科","35.645470","139.730935"
"鈴木歯科医院","東京都港区高輪一丁目26番10号",,"03-3441-5365","1990/5/29","歯科","35.637958","139.733559"
"かつらファミリー歯科","東京都港区高輪一丁目26番11号","高輪ビル1階","03-6277-2700","2017/8/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.637892","139.733631"
"医療法人社団白金高輪健美歯会　宮下歯科クリニック","東京都港区高輪一丁目26番18号","高輪26番館103号室","03-3440-8949","2013/2/1","歯科","35.637292","139.73331"
"ササガワ・エースデンタル","東京都港区高輪二丁目1番26号","一色ビル2階","03-5798-2722","1999/11/24","歯科、矯正歯科","35.637887","139.73788"
"堀江歯科医院","東京都港区高輪二丁目2番27号",,"03-3441-4580","2021/2/9","歯科、小児歯科","35.639503","139.736278"
"医療法人社団うつみ歯科　高輪うつみ歯科","東京都港区高輪二丁目6番20号","朝日高輪マンション1階101号室","03-5793-3718","2013/2/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.636","139.73331"
"ヨネデンタルオフィス高輪","東京都港区高輪二丁目15番15号","協和高輪マンション1階","03-6455-7715","2022/8/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.637012","139.738918"
"鷹岡歯科医院","東京都港区高輪二丁目15番24号","ASP高輪ビル2階","03-3280-6082","1995/5/16","歯科、矯正歯科","35.636175","139.738258"
"医療法人社団吉晟会　ＫＩＳＳＥＩ　ＤＥＮＴＡＬ　ＣＡＲＥ","東京都港区高輪二丁目16番4号","STOCK4階","03-6432-5751","2018/3/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.64004","139.739331"
"まつなが歯科医院","東京都港区高輪二丁目16番32号","レアール高輪101","03-3447-2626","2002/11/25","歯科、小児歯科、歯科口腔外科","35.637913","139.739197"
"医療法人社団高輪会　高輪歯科医院","東京都港区高輪二丁目16番36号","高輪チトセハイツ2階","03-3447-1336","1987/8/1","歯科","35.637948","139.738838"
"高輪歯科","東京都港区高輪二丁目16番53号","伊皿子二番館3階","03-3443-9900","1998/8/21","歯科","35.639603","139.738758"
"ルピナス矯正歯科～高輪～","東京都港区高輪三丁目4番7号","SAWAマンション1階","03-6277-4724","2018/3/20","矯正歯科","35.633627","139.731374"
"医療法人社団　澤歯科医院","東京都港区高輪三丁目5番23号","日本生命高輪台ビル1階","03-3442-8148","1997/3/1","歯科","35.63422","139.731554"
"保科歯科医院","東京都港区高輪三丁目7番8号","西町ビル3階A区画","03-5422-7322","2023/1/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.632756","139.732319"
"西辻歯科医院","東京都港区高輪三丁目9番4号",,"03-3445-8548","2002/1/21","歯科","35.63238","139.732166"
"高輪こども矯正歯科オーラルケア","東京都港区高輪三丁目9番8号","高輪インターコート2階","03-5422-9096","2017/1/16","歯科、矯正歯科、小児歯科、歯科口腔外科","35.632179","139.732302"
"カームデンタルクリニック高輪","東京都港区高輪三丁目24番16号","1階","03-5793-9555","2013/4/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.632229","139.73798"
"医療法人社団スマイルステーション　高輪矯正歯科医院","東京都港区高輪三丁目25番23号","京急第2ビル5階","03-3280-1700","2021/1/15","歯科、矯正歯科","35.630789","139.737862"
"コレクトデンタルクリニック　品川院","東京都港区高輪四丁目10番30号","品川プリンスホテル アネックスタワー2階","03-6721-7067","2021/4/1","歯科、矯正歯科、歯科口腔外科","35.628317","139.735970"
"高輪南町歯科医院","東京都港区高輪四丁目20番2号",,"03-3447-2323","1994/10/18","歯科","35.626696","139.734853"
"医療法人社団癒合会高輪和合クリニック","東京都港区高輪四丁目22番10号","小川商事ビル2階201号","03-5447-8521","2015/4/16","歯科、内科、皮膚科","35.625854","139.737401"
"斉藤歯科医院","東京都港区高輪四丁目23番5号","品川ステーションビル5階","03-3473-3631","2002/1/22","歯科","35.626187","139.737542"
"医療法人社団癒合会　高輪クリニック","東京都港区高輪四丁目23番6号","ハイホーム高輪201","03-3449-4909","2006/5/1","歯科、内科、皮膚科","35.626026","139.73756"
"ガーデンクリニック　ザ・ホワイトデンタルクリニック品川院","東京都港区高輪四丁目24番58号","サマセット品川東京 2階","03-5475-3811","2019/1/7","歯科、矯正歯科、歯科口腔外科、美容外科、形成外科、美容皮膚科、泌尿器科、整形外科","35.625118","139.737949"
"市川歯科医院","東京都港区虎ノ門一丁目1番11号","マスダビル2階","03-3501-6474","1981/5/13","歯科","35.670152","139.751333"
"医療法人社団御坂会ニュー虎ノ門歯科医院","東京都港区虎ノ門一丁目1番18号","ヒューリック虎ノ門ビル2階","03-3591-8648","2020/12/1","歯科","35.670054","139.750888"
"二木歯科医院","東京都港区虎ノ門一丁目1番21号","新虎ノ門実業会館B2階","03-3591-5677","1980/1/1","歯科","35.670224","139.750627"
"医療法人社団真正会まさいデンタルクリニック","東京都港区虎ノ門一丁目1番23号","虎ノ門東宝ビル2階","03-3504-1080","2012/12/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670349","139.750215"
"医療法人社団清養会大坪歯科医院","東京都港区虎ノ門一丁目2番15号","虎ノ門YSビル9階","03-3593-9378","2020/12/1","歯科、小児歯科、矯正歯科","35.669233","139.7477"
"アーク歯科医院虎ノ門","東京都港区虎ノ門一丁目2番20号","第3虎ノ門電気ビル1階","03-3580-6375","2013/4/1","歯科、矯正歯科、小児歯科","35.669425","139.747761"
"東京虎ノ門グローバルスクエア歯科","東京都港区虎ノ門一丁目3番1号","東京虎ノ門グローバルスクエア2階","03-6273-3771","2020/6/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.670090","139.749488"
"ハラデンタルオフィス","東京都港区虎ノ門一丁目11番4号","馬嶋ビル1階","03-3509-6487","2004/12/20","歯科、矯正歯科","35.668851","139.750414"
"宮川歯科医院","東京都港区虎ノ門一丁目11番11号","七久保ビル2階","03-6550-9800","2017/1/1","歯科、歯科口腔外科、矯正歯科","35.668480","139.749935"
"医療法人社団レコルト　五味歯科医院","東京都港区虎ノ門一丁目12番11号","虎ノ門ファーストビル2階","03-3501-9645","1995/9/26","歯科","35.668606","139.749646"
"虎ノ門歯科クリニック","東京都港区虎ノ門一丁目12番14号","虎ノ門マスターズ2階","03-3580-5558","1990/9/28","歯科","35.668966","139.749895"
"ヨシノ歯科クリニック","東京都港区虎ノ門一丁目13番5号","VORT虎ノ門2　1階","03-3592-2450","2022/12/1","歯科、歯科口腔外科","35.669049","139.749544"
"吉松歯科医院","東京都港区虎ノ門一丁目15番7号","TG115ビル8階","03-3504-3120","2017/8/24","歯科","35.668854","139.748967"
"医療法人社団幸宣会髙木歯科医院","東京都港区虎ノ門一丁目15番11号","虎ノ門林ビルディング2階","03-3591-3120","2017/11/1","歯科、矯正歯科、小児歯科","35.668947","139.74877"
"医療法人社団　世航会　虎ノ門デンタルオフィス東京","東京都港区虎ノ門一丁目15番12号","日本ガス協会ビル1階","03-6206-7518","2022/3/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.669110","139.748957"
"医療法人社団ＨＯＵＧＡ　おじまデンタルクリニック虎ノ門","東京都港区虎ノ門一丁目16番8号","飯島ビル1階","03-6550-9336","2019/9/1","歯科、小児歯科、歯科口腔外科","35.668349","139.749254"
"医療法人社団　公歯会　虎ノ門ヒルズ駅前歯科","東京都港区虎ノ門一丁目21番19号","東急虎ノ門ビル1階","03-3500-3630","2022/11/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.668153","139.748718"
"医療法人社団ＲＭＤＣＣ　虎ノ門ヒルズ歯科医科龍醫院","東京都港区虎ノ門一丁目23番3号","虎ノ門ヒルズガーデンハウス3階","03-3506-8024","2014/4/17","歯科、矯正歯科、小児歯科、歯科口腔外科、内科、皮膚科","35.666953","139.749203"
"虎の門水野歯科医院","東京都港区虎ノ門二丁目2番5号","共同通信会館地下1階","03-5114-3520","2005/3/14","歯科、歯科口腔外科","35.669099","139.744543"
"加茂歯科医院","東京都港区虎ノ門二丁目3番17号","虎の門2丁目タワー1階","03-3591-4775","2012/12/25","歯科、矯正歯科、歯科口腔外科","35.668408","139.746762"
"医療法人社団武志会　末田デンタルクリニック","東京都港区虎ノ門二丁目3番22号","第1秋山ビル2階","03-3580-0737","2017/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.668817","139.746977"
"虎ノ門ヒルズ　福沢歯科","東京都港区虎ノ門二丁目9番1号","虎ノ門ヒルズ江戸見坂テラス2階","03-5251-2888","2023/9/1","歯科","35.667780","139.745848"
"ＤＥＮＴＡＬ　ＯＦＦＩＣＥ　ＴＯＲＡＮＯＭＯＮ","東京都港区虎ノ門二丁目10番1号","虎ノ門ツインビルディング1階","03-5545-1418","2016/5/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.667481","139.745165"
"ミヤタデンタルオフィス","東京都港区虎ノ門二丁目10番4号","The Okura Tokyoオークラ プレステージタワー B1階102号","03-3582-6480","2019/9/26","歯科、矯正歯科、小児歯科、歯科口腔外科","35.666911","139.743999"
"山田歯科クリニック","東京都港区虎ノ門三丁目2番7号","虎ノ門プルクワビル2階","03-3459-6770","1993/9/9","歯科","35.666953","139.749203"
"３７森ビル関矢歯科医院","東京都港区虎ノ門三丁目5番1号","第37森ビル1階","03-3433-8148","2004/10/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.666495","139.746283"
"神谷町デンタルクリニック","東京都港区虎ノ門三丁目7番11号","虎ノ門三須ビル2階","03-6809-2880","2014/2/4","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664548","139.746225"
"片平歯科医院","東京都港区虎ノ門三丁目7番12号","虎ノ門三丁目アネックス1階・3階","03-3431-6090","2018/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664444","139.746146"
"高橋歯科医院","東京都港区虎ノ門三丁目8番19号","大石ビルB1F","03-3433-4064","1976/10/1","歯科","35.663678","139.747014"
"虎ノ門デンタルプラクティス","東京都港区虎ノ門三丁目17番7号","虎ノ門平井ビル6階","03-6453-0500","2019/4/1","歯科口腔外科、矯正歯科、歯科","35.664174","139.746439"
"医療法人社団祐清会　神谷町歯科","東京都港区虎ノ門三丁目18番16号","虎ノ門3丁目MIビル2階","03-3434-3300","1996/11/21","歯科","35.663039","139.745924"
"柴田歯科医院","東京都港区虎ノ門三丁目25番3号","芝ロイヤル2階","03-5473-7500","1997/7/22","歯科、矯正歯科、小児歯科","35.662401","139.746003"
"医療法人社団　裕正会　虎ノ門ワールドゲート歯科","東京都港区虎ノ門四丁目1番1号","神谷町トラストタワー2階","03-6453-0774","2021/3/25","歯科、小児歯科、矯正歯科、歯科口腔外科","35.665016","139.745407"
"牧歯科医院","東京都港区虎ノ門四丁目1番6号","第2大石ビル3階","03-3438-3420","1994/8/23","歯科","35.664297","139.745364"
"エムデンタルオフィス","東京都港区虎ノ門四丁目1番14号","神谷町プラザビル8階","03-5401-2711","2003/5/26","歯科","35.664755","139.744227"
"医療法人社団祐保会　近藤歯科クリニック","東京都港区虎ノ門四丁目2番4号","吉野ビル4階","03-3438-3388","1991/1/25","歯科","35.664233","139.745956"
"城山ガーデンデンタルクリニック","東京都港区虎ノ門四丁目3番1号","城山トラストタワー3階","03-3432-1182","2006/5/1","歯科、矯正歯科、歯科口腔外科","35.664640","139.743089"
"デンタルケア神谷町","東京都港区虎ノ門五丁目1番4号","東都ビル203号","03-6809-1080","2011/2/2","歯科、矯正歯科、小児歯科、歯科口腔外科","35.663859","139.745524"
"安藤歯科医院","東京都港区虎ノ門五丁目1番5号","第45森ビルB1階","03-3431-3327","1997/1/28","歯科","35.663671","139.745324"
"神谷町駅前歯科","東京都港区虎ノ門五丁目2番8号","サクシード虎ノ門2階","03-3434-1718","2016/12/14","歯科、小児歯科、歯科口腔外科","35.662654","139.744418"
"医療法人社団ウケデンタルオフィス　宇毛デンタルオフィス","東京都港区虎ノ門五丁目11番2号","オランダヒルズ森タワー2階","03-5777-5977","2007/3/23","矯正歯科、歯科","35.661333","139.744045"
"医療法人社団　高村歯科医院","東京都港区虎ノ門五丁目11番12号","虎ノ門アクトビル2階","03-5777-6866","2004/8/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.662164","139.744644"
"医療法人社団ティースプランニング　神谷町デンタルオフィス","東京都港区虎ノ門五丁目12番13号","ザイマックス神谷町ビル1階","03-6453-0447","2020/12/1","歯科、歯科口腔外科、小児歯科、矯正歯科","35.662645","139.745225"
"神谷町メトロ歯科","東京都港区虎ノ門五丁目13番1号","虎ノ門40MTビルB1F","03-6403-1919","2021/2/19","歯科","35.663403","139.745956"
"医療法人社団飛成会　岡田歯科クリニック","東京都港区虎ノ門五丁目13番1号","虎ノ門40MTビル別館1階","03-5405-2777","2011/10/1","歯科","35.663628","139.745986"
"松原歯科医院　西麻布診療所","東京都港区西麻布一丁目11番2号","1階","03-3408-1557","2016/11/1","歯科、小児歯科","35.66073","139.724629"
"オーラルアートクリニック西麻布　矯正歯科＆美容皮膚科","東京都港区西麻布一丁目11番6号","ホテル&レジデンス六本木1401","03-6555-4135","2022/9/1","歯科、矯正歯科、歯科口腔外科、美容皮膚科","35.660346","139.724609"
"田中歯科西麻布診療所","東京都港区西麻布二丁目13番12号","早野ビル301","03-3499-1430","1993/3/25","歯科","35.659952","139.723093"
"たまきデンタルクリニック","東京都港区西麻布二丁目26番21号","1階","03-6418-4118","2015/3/6","歯科、矯正歯科、小児歯科、歯科口腔外科","35.659811","139.720368"
"デンタルオフィス針谷","東京都港区西麻布三丁目1番18号","RD西麻布3階","03-3478-8644","2015/4/1","歯科、内科、漢方内科、疼痛緩和内科","35.660413","139.726434"
"医療法人社団ＢＬＡＮＣＨＥイトウブランシェデンタルクリニック","東京都港区西麻布三丁目3番2号","メディケア332 3階","03-3746-8843","2008/3/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.658058","139.727051"
"ミノル歯科","東京都港区西麻布三丁目7番15号","イトウハウス西麻布ウエスト地下1階","03-5775-1183","2004/8/23","歯科","35.655842","139.725228"
"渡辺歯科医院","東京都港区西麻布三丁目22番3号",,"03-3408-3153","1994/8/29","歯科","35.659157","139.724909"
"医療法人社団　八雲会　西麻布デンタルクリニック","東京都港区西麻布四丁目1番4号","西麻布MKビル2階","03-5485-8041","1997/2/10","歯科、矯正歯科","35.659106","139.723352"
"Ｃｏｃｏｒｏ　Ｄｅｎｔａｌ　Ｎｉｓｈｉａｚａｂｕ","東京都港区西麻布四丁目1番5号","DOUEIビル6階","03-6427-4590","2021/5/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.659008","139.723442"
"井本歯科医院","東京都港区西麻布四丁目3番2号","田丸ビル4階","03-3498-2336","2001/4/10","歯科、矯正歯科、小児歯科、歯科口腔外科","35.657750","139.723635"
"内藤デンタルオフィス","東京都港区西麻布四丁目14番12号","シェ麻布201","03-3498-7045","1990/1/10","歯科","35.656631","139.719881"
"ケテル齒科醫院","東京都港区西麻布四丁目22番10号","プレステージ西麻布3階","03-3486-0648","2014/7/2","歯科、矯正歯科、小児歯科、歯科口腔外科","35.657253","139.718445"
"さくらだ歯科医院","東京都港区西新橋一丁目1番1号","日比谷フォートタワー1階","03-3506-3788","2021/7/16","歯科、矯正歯科、歯科口腔外科","35.669827","139.753372"
"日比谷通りスクエア歯科クリニック","東京都港区西新橋一丁目3番12号","3階","03-3597-7666","2014/8/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.66911","139.754513"
"医療法人社団さとうＤＣ　さとうデンタルクリニック　西新橋院","東京都港区西新橋一丁目5番8号","西新橋一丁目川手ビル1階","03-6206-6767","2021/9/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.669112","139.753928"
"井上歯科医院","東京都港区西新橋一丁目5番9号","TSビル3階","03-3502-1034","2010/12/24","歯科","35.668188","139.751892"
"天野歯科医院","東京都港区西新橋一丁目5番10号","天野ビル1階","03-3503-0418","1982/6/9","歯科","35.669148","139.753709"
"やすらぎ歯科虎ノ門","東京都港区西新橋一丁目6番13号","虎ノ門吉荒ビル1階","03-6205-4617","2023/11/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.669516","139.752795"
"三昭歯科医院","東京都港区西新橋一丁目8番4号","虎ノ門米山ビル1階","03-3593-9575","2023/3/15","歯科、小児歯科、歯科口腔外科","35.668998","139.752211"
"ボストン矯正歯科Ｄｒ．Ｋｉｙｏｋｏクリニック","東京都港区西新橋一丁目9番8号","南佐久間町ビル3階","03-6205-4114","2021/10/1","矯正歯科","35.668663","139.752451"
"新橋しもむら歯科クリニック","東京都港区西新橋一丁目11番8号","安井ビル1階","03-3501-9842","2003/10/18","歯科、小児歯科、歯科口腔外科","35.668405","139.752970"
"ヤマガタデンタルオフィス","東京都港区西新橋一丁目14番12号","不二ビル1階","03-3506-7888","2003/6/20","歯科","35.668251","139.753928"
"医療法人社団矢澤歯科医院","東京都港区西新橋一丁目17番10号","正明冨士ビル4階","03-3591-1961","2023/6/1","歯科","35.667318","139.753569"
"志村デンタルクリニック","東京都港区西新橋一丁目19番6号","桔梗備前ビル3階302","03-3580-6480","1995/1/9","歯科","35.667699","139.75273"
"石川歯科医院","東京都港区西新橋一丁目20番10号","サンライズ山西ビル2階","03-3503-6480","2000/4/24","歯科、矯正歯科、小児歯科、歯科口腔外科","35.667747","139.752289"
"虎ノ門西新橋ナカモト歯科","東京都港区西新橋一丁目22番10号","西新橋アネックスビル1階","03-3580-6070","2023/6/1","歯科、矯正歯科、歯科口腔外科","35.667929","139.751692"
"川南歯科クリニック","東京都港区西新橋二丁目4番1号","森山ビル2階","03-3503-8211","2002/12/17","歯科、矯正歯科、小児歯科、歯科口腔外科","35.667458","139.752286"
"芝中央歯科","東京都港区西新橋二丁目4番3号","プロス西新橋ビル1階","03-3591-3488","2008/12/22","歯科","35.667389","139.752495"
"新橋烏森通り歯科","東京都港区西新橋二丁目6番3号","越後屋ビル1階","03-3501-8241","2001/2/22","歯科、矯正歯科、小児歯科、歯科口腔外科","35.667011","139.753608"
"日比谷通り山中デンタルクリニック","東京都港区西新橋二丁目8番4号","寺尾ビル1階","03-3591-4090","1994/3/25","歯科","35.666413","139.753728"
"ＤＥＬＴＡ　ＣＬＩＮＩＣ　虎ノ門　歯科口腔外科・矯正歯科","東京都港区西新橋二丁目13番10号","SKI虎ノ門 1階","03-6811-1244","2022/10/1","歯科、矯正歯科、歯科口腔外科、皮膚科、内科","35.666441","139.751362"
"かとう歯科医院","東京都港区西新橋二丁目13番16号","町田ビル1階","03-3597-6480","2011/1/31","歯科、矯正歯科、小児歯科","35.667199","139.751572"
"医療法人社団啓幸会高島歯科クリニック","東京都港区西新橋二丁目18番7号","マストライフ虎ノ門1階","03-3500-3566","2015/12/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.666047","139.751293"
"野澤歯科医院","東京都港区西新橋二丁目22番8号","第一協立ビル1階","03-6459-0410","2010/9/24","歯科、小児歯科、歯科口腔外科","35.665803","139.75272"
"医療法人社団弘英会　松島歯科","東京都港区西新橋三丁目8番2号","新橋ウエストビル2階","03-3434-2641","1992/8/21","歯科、矯正歯科","35.664591","139.752871"
"医療法人社団弘英会　松島歯科分室","東京都港区西新橋三丁目8番2号","新橋ウエストビル9階","03-3434-2641","2004/8/11","歯科","35.664591","139.752871"
"Ｔ’ｓ　ＤＥＮＴＡＬ　ｓａｌｏｎ　（ティーズデンタルサロン）","東京都港区西新橋三丁目15番13号","西新橋AIビル1階","03-6450-1184","2013/5/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.665020","139.749895"
"石井歯科診療所","東京都港区西新橋三丁目23番13号",,"03-3431-7830","2007/12/16","歯科","35.661823","139.751029"
"御成門歯科","東京都港区西新橋三丁目24番6号","プロヴァンスO・M審美館2階","03-3431-6480","2016/11/1","歯科、歯科口腔外科、小児歯科","35.661393","139.751291"
"芝クリニック歯科口腔外科","東京都港区浜松町一丁目1番9号","三恵ビル2階","03-3437-1690","1979/12/1","歯科、歯科口腔外科","35.659780","139.755415"
"大門歯科医院","東京都港区浜松町一丁目9番12号","三宅屋ビル2階","03-3437-6474","2006/5/16","歯科、矯正歯科、小児歯科、歯科口腔外科","35.659493","139.755884"
"神明デンタルクリニック","東京都港区浜松町一丁目11番7号","DSG浜松町ビル1階","03-6453-0011","2019/11/5","歯科、矯正歯科、歯科口腔外科、小児歯科","35.658729","139.756439"
"浜松町矯正歯科","東京都港区浜松町一丁目16番7号","浜松町オークビル1・2階","03-5422-1539","2020/3/18","矯正歯科","35.658002","139.757020"
"トモデンタルオフィス浜松町","東京都港区浜松町一丁目17番8号","佐藤ビル5階","03-5402-4437","2002/1/24","歯科、小児歯科、歯科口腔外科","35.658070","139.756312"
"愛矯正歯科クリニック","東京都港区浜松町一丁目21番5号","サツタビル1階","03-3433-8214","2004/6/28","歯科、矯正歯科、小児歯科、歯科口腔外科","35.657622","139.757481"
"松岡歯科医院","東京都港区浜松町一丁目24番8号","オリックス浜松町ビル1階","03-6459-0996","2018/4/1","歯科","35.657292","139.756703"
"医療法人社団　尚志会　白須賀歯科医院","東京都港区浜松町一丁目25番10号","1階","03-3431-5005","2021/9/1","歯科","35.657357","139.755924"
"藤川歯科医院","東京都港区浜松町一丁目27番14号","サン・キツカワビル2階","03-5777-6480","2011/6/1","歯科、歯科口腔外科","35.657308","139.755086"
"マツダデンタルオフィス","東京都港区浜松町一丁目27番16号","浜松町DSビル1階","03-5777-2355","1999/9/24","歯科、矯正歯科、小児歯科、歯科口腔外科","35.657409","139.755061"
"ＪＲ浜松町駅北口前・大門駅地下１階　オレンジ歯科","東京都港区浜松町一丁目31番",,"03-3434-6874","2023/3/3","歯科、矯正歯科、小児歯科、歯科口腔外科","35.656930","139.757142"
"トラストデンタルクリニック大門浜松町","東京都港区浜松町二丁目1番18号","東亜ビル1階","03-6432-0451","2020/1/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.656275","139.754926"
"山口歯科医院","東京都港区浜松町二丁目2番11号","広瀬ビル2階","03-3435-0087","1993/6/21","歯科","35.654764","139.754647"
"浜松町デンタルオフィス","東京都港区浜松町二丁目2番14号","KIビル101号室","03-5401-2585","2020/6/1","歯科、歯科口腔外科、矯正歯科、小児歯科","35.655170","139.754733"
"竹下デンタルクリニック","東京都港区浜松町二丁目3番1号","日本生命浜松町クレアタワー4階","03-3435-5464","2019/1/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.656067","139.755541"
"医療法人社団昭光会世界貿易センター歯科クリニック","東京都港区浜松町二丁目3番1号","日本生命浜松町クレアタワー402","03-3435-5453","2019/4/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.656067","139.755541"
"治田歯科医院","東京都港区浜松町二丁目5番4号","秀和浜松町駅前ビル2階","03-3436-0521","2004/7/31","歯科","35.654341","139.756580"
"ルカ歯科医院","東京都港区浜松町二丁目6番2号","-106 浜松町262ビル1階","03-3431-9031","2006/12/20","歯科、矯正歯科、小児歯科、歯科口腔外科","35.654433","139.755171"
"神田歯科医院","東京都港区浜松町二丁目7番17号","イーグル浜松町ビル2階","03-3436-4181","2014/5/13","歯科","35.654122","139.754567"
"医療法人社団　丸山矯正歯科","東京都港区浜松町二丁目11番16号","ユーワビル3階","03-5860-1583","2022/4/1","矯正歯科","35.653842","139.755056"
"本田歯科クリニック","東京都港区浜松町二丁目13番4号","KTビルディング1階","03-6666-8020","2006/4/24","歯科、歯科口腔外科","35.653305","139.754699"
"麻布デンティスト歯科・口腔外科","東京都港区東麻布一丁目17番7号","TheWealth麻布1・2階","03-5797-8533","2023/6/6","歯科、小児歯科、歯科口腔外科、矯正歯科","35.656217","139.743308"
"木内歯科クリニック","東京都港区東麻布一丁目28番1号","パークサイド麻布1階","03-5545-4182","2008/10/21","歯科、矯正歯科、小児歯科、歯科口腔外科","35.655467","139.743428"
"医療法人社団谷風会　狸穴診療所","東京都港区東麻布二丁目3番7号","東麻布狸穴ビル1・2・3階","03-3560-8111","2005/7/23","内科、整形外科、リハビリテーション科、歯科","35.657295","139.742630"
"ＤＥＮＴＡＬ　ＳＴＵＤＩＯ　ＳＴＯＤ　東麻布歯科","東京都港区東麻布二丁目11番13号","東麻布BOAビル1階","03-6441-0355","2015/4/22","歯科、矯正歯科","35.657806","139.739348"
"野﨑歯科医院","東京都港区東麻布二丁目20番5号",,"03-3583-1376","2019/6/1","歯科","35.65621","139.742146"
"赤羽橋歯科・矯正歯科","東京都港区東麻布二丁目29番8号","麻布尾又ビル1階","03-6230-9900","2021/2/8","歯科、矯正歯科、小児歯科、歯科口腔外科","35.655460","139.741760"
"小林歯科医院","東京都港区東麻布三丁目1番3号",,"03-3586-3817","2015/11/12","歯科、小児歯科、歯科口腔外科","35.657646","139.739118"
"医療法人社団まる歯　麻布十番歯科・矯正歯科","東京都港区東麻布三丁目8番8号","明商ビル1階","03-3505-4618","2014/10/6","歯科、矯正歯科、小児歯科、歯科口腔外科","35.656426","139.73768"
"ナンバデンタルオフィス","東京都港区東新橋一丁目2番10号","パル汐留ビル2階","03-3569-7816","2004/5/25","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664562","139.759288"
"汐留シティセンター歯科","東京都港区東新橋一丁目5番2号","汐留シティセンター3階302号室","03-6215-8241","2015/3/1","歯科","35.665497","139.760881"
"医療法人社団汐彩会　トゥーインワンデンタルクリニック日テレプラザ","東京都港区東新橋一丁目6番1号","日本テレビタワーB1階","03-6228-5117","2014/11/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664436","139.759926"
"日本テレビ放送網株式会社　汐留歯科診療所","東京都港区東新橋一丁目6番1号","日本テレビタワー18階","03-6215-4054","2012/10/1","歯科","35.664436","139.759926"
"医療法人社団　世航会　デンタルオフィス汐留メディアタワー","東京都港区東新橋一丁目7番1号","汐留メディアタワー地下2階","03-5962-8535","2020/3/1","歯科、小児歯科、矯正歯科、歯科口腔外科","35.663246","139.759688"
"槙原歯科","東京都港区東新橋一丁目8番2号","電通本社ビルカレッタ汐留B1階402","03-6215-8118","2002/10/28","歯科、矯正歯科、歯科口腔外科","35.664459","139.762522"
"医療法人社団汐留会　汐留デンタルクリニック","東京都港区東新橋一丁目8番2号","カレッタ汐留地下1階","03-6215-8008","2005/5/1","歯科、矯正歯科、小児歯科、歯科口腔外科","35.664459","139.762522"
"医療法人社団日坂会　東京汐留歯科クリニック","東京都港区東新橋一丁目9番1号","東京汐留ビルディング地下2階","03-3573-4618","2005/1/6","歯科、矯正歯科、小児歯科、歯科口腔外科","35.662940","139.761215"
"タニグチ歯科医院","東京都港区東新橋二丁目1番6号","汐留プリプラビル2階","03-5777-0118","2006/8/22","歯科、小児歯科","35.663367","139.75812"
"汐留高橋歯科医院","東京都港区東新橋二丁目5番14号","NOVEL WORK Shimbashi1階","03-6274-6442","2023/7/1","歯科、歯科口腔外科、小児歯科、矯正歯科","35.662911","139.757631"
"日吉歯科診療所汐留","東京都港区東新橋二丁目11番4号","MayapadaShiodomePlaza2階","03-3578-7150","2020/10/1","歯科","35.660747","139.756103"
"医療法人社団櫻雅会オリオン歯科ＮＢＦコモディオ汐留クリニック","東京都港区東新橋二丁目14番1号","NBFコモディオ汐留1階","03-3432-4618","2012/9/4","歯科、矯正歯科、小児歯科、歯科口腔外科","35.660571","139.757809"
