月（年間）,ページ名,URL,ページビュー数
2022年4月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,116233
2022年4月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,113446
2022年4月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,112888
2022年4月,営業時間短縮等に係る感染拡大防止協力金｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/topics/emergency/jitan/index.html,110101
2022年4月,路線図（みんくるガイド） ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/map/index.html,110101
2022年4月,報道発表 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/index.html,107871
2022年4月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,101181
2022年3月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,888612
2022年3月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,603465
2022年3月,新型コロナウイルス感染症対策の基本方針｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/index.html,452947
2022年3月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,415596
2022年3月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,397757
2022年3月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,383263
2022年3月,営業時間短縮等に係る感染拡大防止協力金｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/topics/emergency/jitan/index.html,347863
2022年3月,【3月7日から3月21日】新型コロナウイルス感染症まん延防止等重点措置（令和4年3月4日発表）｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1021127.html,326679
2022年3月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,294903
2022年3月,ワクチンを接種したい（3回目） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/3rd_vaccine/index.html,281524
2022年3月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,275671
2022年3月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,232466
2022年3月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,230515
2022年3月,事業者向け 新型コロナウイルス感染症（COVID-19）に関する情報｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/jigyousya.html,222153
2022年3月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,195394
2022年3月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,194837
2022年3月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,194558
2022年3月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,187311
2022年3月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,186475
2022年3月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,183130
2022年3月,【飲食店等を対象】「営業時間短縮に係る感染拡大防止協力金(2/14～3/21実施分)」について｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/attention/2022/0210_15646.html,167521
2022年3月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,165012
2022年3月,引っ越しのお手続きや各種お問い合わせについて | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/center.html,156371
2022年3月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,149682
2022年3月,【3月22日から4月24日】リバウンド警戒期間における取組（令和4年3月17日発表）｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1021228.html,147730
2022年3月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,145779
2022年3月,令和４年度都立高等学校入学者選抜におけるインターネット上での合格発表について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/result_pablication2022.html,141319
2022年3月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,139926
2022年3月,【飲食店等を対象】「営業時間短縮に係る感染拡大防止協力金(1/21～2/13実施分)」について｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/attention/2022/0119_15542.html,136023
2022年3月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,133794
2022年3月,報道発表 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/index.html,132121
2022年3月,療養者・濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,131006
2022年3月,東京都 協力金・支援金｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/topics/jitan/index.html,119857
2022年3月,【3月22日から4月24日】リバウンド警戒期間における取組 質問と回答｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1021230.html,118742
2022年3月,都立高等学校｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/index.html,118184
2022年3月,水道局お客さまセンター（２３区） | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/madoguchi/center_23.html,116791
2022年3月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,107314
2022年3月,募集・応募状況等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/index.html,102296
2022年2月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,1240936
2022年2月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,916765
2022年2月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,815583
2022年2月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,587856
2022年2月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,585068
2022年2月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,584232
2022年2月,ワクチンを接種したい（3回目） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/3rd_vaccine/index.html,570295
2022年2月,募集・応募状況等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/index.html,496430
2022年2月,新型コロナウイルス感染症対策の基本方針｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/index.html,488347
2022年2月,自宅療養サポートセンター（うちさぽ東京）のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/uchisapo_tokyo.html,472737
2022年2月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,395249
2022年2月,都立高等学校｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/index.html,385214
2022年2月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,312464
2022年2月,身近な人が新型コロナウイルス感染症になった方へ～自分が濃厚接触者だと思ったら～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/coronamidika.html,306610
2022年2月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,301593
2022年2月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,294903
2022年2月,【飲食店等を対象】「営業時間短縮に係る感染拡大防止協力金(1/21～2/13実施分)」について｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/attention/2022/0119_15542.html,287656
2022年2月,濃厚接触者 検査キットの配布（2886報）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/02/08/33.html,273998
2022年2月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,272326
2022年2月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,241386
2022年2月,オミクロン株に関する情報 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/henikabu/omicron_info.html,232188
2022年2月,【2月14日から3月6日】新型コロナウイルス感染症まん延防止等重点措置（令和4年2月10日発表）｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1021009.html,224940
2022年2月,営業時間短縮等に係る感染拡大防止協力金｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/topics/emergency/jitan/index.html,217136
2022年2月,令和4年度東京都立高等学校入学者選抜応募状況（学力検査入学願書受付）｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/release20210208_02.html,214627
2022年2月,自宅療養者向けハンドブック ～感染を拡げないために～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyouhandbook.html,211561
2022年2月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,202920
2022年2月,令和４年度都立高等学校入学者選抜におけるインターネット上での合格発表について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/result_pablication2022.html,196231
2022年2月,営業時間短縮協力金(飲食店／～2/13)｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/01/19/24.html,184245
2022年2月,自宅療養者フォローアップセンターから健康観察を受ける方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/jitakuryoyoshafollowupcenter.html,178391
2022年2月,報道発表 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/index.html,160831
2022年2月,新型コロナウイルス感染症（COVID-19）に関する情報｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/2019-ncov.html,157765
2022年2月,自宅療養中の注意事項・相談窓口など 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyou.html,152190
2022年2月,報道発表資料（令和4年）｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/press/press_release/2022/index.html,150518
2022年2月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,148567
2022年2月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,147452
2022年2月,新型コロナウイルスに関連した患者の発生について（過去1週間分） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/saishin/hassei.html,146337
2022年2月,東京都新型コロナウイルスワクチン接種ポータルサイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/index.html,142992
2022年2月,入学・転入学／授業料等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/index.html,141877
2022年2月,事業者向け 新型コロナウイルス感染症（COVID-19）に関する情報｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/jigyousya.html,141877
2022年2月,都が設置するワクチン大規模接種会場に関する情報（1・2回目接種） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/daikibosesshu.html,141877
2022年2月,入試案内等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/index.html,141877
2022年2月,宿泊療養を申し込むには 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_moushikomi.html,136860
2022年2月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,135187
2022年2月,キッズ向け防災｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/bousai/1000033/index.html,131842
2022年2月,令和4年度東京都立高等学校入学者選抜応募状況（最終応募状況）｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/release20220214_01.html,130170
2022年2月,個人向け 新型コロナウイルス感染症（COVID-19）に関する情報｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/tomin.html,126825
2022年2月,新型コロナ保健医療情報ポータル 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/index.html,121808
2022年2月,関連リンク 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/kanren.html,120135
2022年2月,療養中の方への支援 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/index.html,114003
2022年2月,新型コロナウイルス感染症 FAQ（よくある質問）｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/covid-19_faq2.html,112052
2022年2月,新型コロナウイルス感染症 後遺症リーフレット 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/longcovid_leaflet.html,111216
2022年2月,令和4年度東京都立高等学校入学者選抜の日程について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/press/press_release/2021/release20210527_07.html,108707
2022年2月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,107314
2022年2月,薬局で抗原簡易キットを購入する方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kitwokounyuusurukatahe.html,103133
2022年1月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,1844679
2022年1月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,1274105
2022年1月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,918159
2022年1月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/tamafuchu/shingata_corona/corona_sesshoku.html,843736
2022年1月,診療・検査医療機関の一覧 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/hatsunetsugairai.html,738652
2022年1月,オミクロン株に関する情報 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/henikabu/omicron_info.html,583117
2022年1月,新型コロナウイルス感染症対策の基本方針｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/index.html,531272
2022年1月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,401938
2022年1月,新型コロナウイルス感染症 症状がある方はためらわずに連絡を！ ～よくある「自覚症状」のチェックリスト～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/checklist.html,391346
2022年1月,新型コロナウイルス感染症にかかる相談窓口について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/soudan/coronasodan.html,369605
2022年1月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,290165
2022年1月,新型コロナまん延防止等重点措置(2816報)｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/01/19/38.html,287099
2022年1月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,260898
2022年1月,ワクチンを接種したい（3回目） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/3rd_vaccine/index.html,259504
2022年1月,宿泊療養施設のご案内 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku.html,255044
2022年1月,新型コロナウイルスに関連した患者の発生について（過去1週間分） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/saishin/hassei.html,253650
2022年1月,新型コロナウイルス感染症 FAQ（よくある質問）｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/covid-19_faq2.html,252257
2022年1月,陽性と診断された方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/minamitama/gyoumu/covid19/yoseshindan.html,251978
2022年1月,【1月21日から2月13日】新型コロナウイルス感染症まん延防止等重点措置（令和4年1月19日発表）｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1020861.html,233024
2022年1月,報道発表 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/index.html,223268
2022年1月,これから宿泊療養をする方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/syukuhaku_junbi.html,213791
2022年1月,都が設置するワクチン大規模接種会場に関する情報について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/daikibosesshu.html,206265
2022年1月,営業時間短縮協力金(飲食店／～2/13)｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2022/01/19/24.html,204035
2022年1月,【1月11日から】オミクロン株の急速拡大に伴う緊急対応（令和4年1月7日発表）｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1020813.html,199575
2022年1月,薬局で抗原簡易キットを購入する方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kitwokounyuusurukatahe.html,186475
2022年1月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,176719
2022年1月,【飲食店等を対象】「営業時間短縮に係る感染拡大防止協力金(1/21～2/13実施分)」について｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/attention/2022/0119_15542.html,174489
2022年1月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,173653
2022年1月,新型コロナウイルス感染症（COVID-19）に関する情報｜東京都,www.metro.tokyo.lg.jp/tosei/tosei/news/2019-ncov.html,172538
2022年1月,トップページ｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/index.html,168914
2022年1月,新型コロナ保健医療情報ポータル 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/index.html,166127
2022年1月,都立高等学校｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/index.html,158601
2022年1月,自宅療養者向けハンドブック ～感染を拡げないために～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/zitakuryouyouhandbook.html,157207
2022年1月,自宅療養者フォローアップセンターから健康観察を受ける方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/shien/jitakuryoyoshafollowupcenter.html,151911
2022年1月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,139647
2022年1月,営業時間短縮等に係る感染拡大防止協力金｜東京都産業労働局,www.sangyo-rodo.metro.tokyo.lg.jp/topics/emergency/jitan/index.html,138811
2022年1月,濃厚接触者の方へ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/nisitama/topics/covid19/noukousessyoku.html,132957
2022年1月,新型コロナウイルス検査情報サイト 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/index.html,126825
2022年1月,固定資産税（償却資産） ｜ 税金の種類 ｜ 東京都主税局,www.tax.metro.tokyo.lg.jp/shisan/shokyak_sis.html,125431
2022年1月,東京都水道局,www.waterworks.metro.tokyo.lg.jp/index.html,117069
2022年1月,水道料金・下水道料金のお支払い方法 | 手続き・料金 | 東京都水道局,www.waterworks.metro.tokyo.lg.jp/tetsuduki/ryokin/shiharai/index.html,114003
2022年1月,募集・応募状況等｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/application/index.html,114003
2022年1月,運行情報 ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/subway/schedule/index.html,113725
2022年1月,令和4年度入学者選抜における出願について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/admission/high_school/exam/application_guidance2022.html,111216
2022年1月,令和4年度東京都立高等学校入学者選抜の日程について｜東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/press/press_release/2021/release20210527_07.html,109544
2022年1月,東京都新型コロナウイルス感染症対策本部報｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/taisaku/saigai/1010035/index.html,108707
2022年1月,食中毒になるとしたら、何時間後くらいに具合が悪くなるのですか？【食品安全FAQ】 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kenkou/anzen/food_faq/chudoku/chudoku02.html,104248
2022年1月,令和４年｜東京都中央卸売市場,www.shijou.metro.tokyo.lg.jp/calendar/2022/index.html,102575
2022年1月,【1月21日から2月13日】新型コロナウィルス感染症まん延防止等重点措置に関する質問と回答｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/1020863.html,100624
2021年12月,PCR等検査無料化事業 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/kensa/kensasuishin.html,794121
2021年12月,東京都公式ホームページ,www.metro.tokyo.lg.jp/index.html,614893
2021年12月,東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/index.html,356225
2021年12月,胃腸の調子が悪い時の食事 | 東京都病院経営本部,www.byouin.metro.tokyo.lg.jp/shoukai/eiyou/kaiyou/index.html,227170
2021年12月,オミクロン株に関する情報 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/corona_portal/henikabu/omicron_info.html,207659
2021年12月,都営バス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/index.html,192886
2021年12月,東京都交通局,www.kotsu.metro.tokyo.jp/index.html,168636
2021年12月,東京都教育委員会ホームページ,www.kyoiku.metro.tokyo.lg.jp/index.html,157486
2021年12月,新型コロナウイルス感染症対策の基本方針｜東京都防災ホームページ,www.bousai.metro.tokyo.lg.jp/1009757/index.html,155814
2021年12月,都が設置するワクチン大規模接種会場に関する情報について 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/iryo/kansen/coronavaccine/daikibosesshu.html,138253
2021年12月,都バス運行情報サービス ｜ 東京都交通局,www.kotsu.metro.tokyo.jp/bus/kanren/tobus.html,135187
2021年12月,感染不安を感じる都民の方へ（2749報）｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/press/2021/12/24/24.html,126268
2021年12月,新着情報一覧｜東京都,www.metro.tokyo.lg.jp/tosei/hodohappyo/ichiran.html,118742
2021年12月,新型コロナウイルスに関連した患者の発生について（過去1週間分） 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/hodo/saishin/hassei.html,103690
2021年12月,東京都出産応援事業 ～コロナに負けない！～ 東京都福祉保健局,www.fukushihoken.metro.tokyo.lg.jp/kodomo/shussan/tokyo_shussanouen.html,102296
