項目名,データ形態,カテゴリー数,質問文,属性,値
Q20Wifi満足度　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,6,,5,非常に不満
Q20Wifi満足度　d.商業施設（百貨店・コンビニ・スーパー等）,ＳＡ,6,,6,分からない
Q20Wifi満足度　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,6,,1,非常に満足
Q20Wifi満足度　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,6,,2,どちらかといえば満足
Q20Wifi満足度　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,6,,3,どちらともいえない
Q20Wifi満足度　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,6,,4,どちらかといえば不満
Q20Wifi満足度　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,6,,5,非常に不満
Q20Wifi満足度　e.飲食店（レストラン・パブ・カフェ等）,ＳＡ,6,,6,分からない
Q20Wifi満足度　f.その他,ＳＡ,6,,1,非常に満足
Q20Wifi満足度　f.その他,ＳＡ,6,,2,どちらかといえば満足
Q20Wifi満足度　f.その他,ＳＡ,6,,3,どちらともいえない
Q20Wifi満足度　f.その他,ＳＡ,6,,4,どちらかといえば不満
Q20Wifi満足度　f.その他,ＳＡ,6,,5,非常に不満
Q20Wifi満足度　f.その他,ＳＡ,6,,6,分からない
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,1,公共交通機関（駅・空港・道路等）
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,2,教育機関（小学校・中学校・高校・大学等）
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,3,公共施設（役所・美術館・図書館等）
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,4,商業施設（百貨店・コンビニ・スーパー等）
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,5,飲食店（レストラン・パブ・カフェ等）
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,6,その他
Q21　Wifi拡充を希望する施設,ＭＡ,7,Q21: 今後、公衆無線lan(WiFi)の拡充を希望する施設について、当てはまるものを選択してください。,7,特にない
Q22Wifi満足度　a.Tokyo free wifi（東京都）/　Link NY　/　London City Wifi /　Paris Wifi ,ＳＡ,6,Q22: 行政が提供する無線lan(WiFi)の満足度について、該当する番号を選択してください。,1,非常に満足
Q22Wifi満足度　a.Tokyo free wifi（東京都）/　Link NY　/　London City Wifi /　Paris Wifi ,ＳＡ,6,Q22: 行政が提供する無線lan(WiFi)の満足度について、該当する番号を選択してください。,2,どちらかといえば満足
Q22Wifi満足度　a.Tokyo free wifi（東京都）/　Link NY　/　London City Wifi /　Paris Wifi ,ＳＡ,6,Q22: 行政が提供する無線lan(WiFi)の満足度について、該当する番号を選択してください。,3,どちらともいえない
Q22Wifi満足度　a.Tokyo free wifi（東京都）/　Link NY　/　London City Wifi /　Paris Wifi ,ＳＡ,6,Q22: 行政が提供する無線lan(WiFi)の満足度について、該当する番号を選択してください。,4,どちらかといえば不満
Q22Wifi満足度　a.Tokyo free wifi（東京都）/　Link NY　/　London City Wifi /　Paris Wifi ,ＳＡ,6,Q22: 行政が提供する無線lan(WiFi)の満足度について、該当する番号を選択してください。,5,非常に不満
Q22Wifi満足度　a.Tokyo free wifi（東京都）/　Link NY　/　London City Wifi /　Paris Wifi ,ＳＡ,6,Q22: 行政が提供する無線lan(WiFi)の満足度について、該当する番号を選択してください。,6,分からない
Q22Wifi満足度　b.Metro free wifi（東京メトロ）/　MTA Wi-Fi /　Station Wifi　/　Profitez du r?seau Wifi,ＳＡ,6,,1,非常に満足
Q22Wifi満足度　b.Metro free wifi（東京メトロ）/　MTA Wi-Fi /　Station Wifi　/　Profitez du r?seau Wifi,ＳＡ,6,,2,どちらかといえば満足
Q22Wifi満足度　b.Metro free wifi（東京メトロ）/　MTA Wi-Fi /　Station Wifi　/　Profitez du r?seau Wifi,ＳＡ,6,,3,どちらともいえない
Q22Wifi満足度　b.Metro free wifi（東京メトロ）/　MTA Wi-Fi /　Station Wifi　/　Profitez du r?seau Wifi,ＳＡ,6,,4,どちらかといえば不満
Q22Wifi満足度　b.Metro free wifi（東京メトロ）/　MTA Wi-Fi /　Station Wifi　/　Profitez du r?seau Wifi,ＳＡ,6,,5,非常に不満
Q22Wifi満足度　b.Metro free wifi（東京メトロ）/　MTA Wi-Fi /　Station Wifi　/　Profitez du r?seau Wifi,ＳＡ,6,,6,分からない
Q22Wifi満足度　c.Tその他i subway free wifi（都営地下鉄）/　Public Library　/　ロンドン・パリなし,ＳＡ,6,,1,非常に満足
Q22Wifi満足度　c.Tその他i subway free wifi（都営地下鉄）/　Public Library　/　ロンドン・パリなし,ＳＡ,6,,2,どちらかといえば満足
Q22Wifi満足度　c.Tその他i subway free wifi（都営地下鉄）/　Public Library　/　ロンドン・パリなし,ＳＡ,6,,3,どちらともいえない
Q22Wifi満足度　c.Tその他i subway free wifi（都営地下鉄）/　Public Library　/　ロンドン・パリなし,ＳＡ,6,,4,どちらかといえば不満
Q22Wifi満足度　c.Tその他i subway free wifi（都営地下鉄）/　Public Library　/　ロンドン・パリなし,ＳＡ,6,,5,非常に不満
Q22Wifi満足度　c.Tその他i subway free wifi（都営地下鉄）/　Public Library　/　ロンドン・パリなし,ＳＡ,6,,6,分からない
Q22Wifi満足度　d.Tその他i bus free wifi（都営バス）/　海外なし,ＳＡ,6,,1,非常に満足
Q22Wifi満足度　d.Tその他i bus free wifi（都営バス）/　海外なし,ＳＡ,6,,2,どちらかといえば満足
Q22Wifi満足度　d.Tその他i bus free wifi（都営バス）/　海外なし,ＳＡ,6,,3,どちらともいえない
Q22Wifi満足度　d.Tその他i bus free wifi（都営バス）/　海外なし,ＳＡ,6,,4,どちらかといえば不満
Q22Wifi満足度　d.Tその他i bus free wifi（都営バス）/　海外なし,ＳＡ,6,,5,非常に不満
Q22Wifi満足度　d.Tその他i bus free wifi（都営バス）/　海外なし,ＳＡ,6,,6,分からない
Q22Wifi満足度　e.その他,ＳＡ,6,,1,非常に満足
Q22Wifi満足度　e.その他,ＳＡ,6,,2,どちらかといえば満足
Q22Wifi満足度　e.その他,ＳＡ,6,,3,どちらともいえない
Q22Wifi満足度　e.その他,ＳＡ,6,,4,どちらかといえば不満
Q22Wifi満足度　e.その他,ＳＡ,6,,5,非常に不満
Q22Wifi満足度　e.その他,ＳＡ,6,,6,分からない
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,1,生活や暮らしが豊かになる
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,2,行政手続等、各種手続の不便さが解消される
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,3,新たなビジネスや雇用機会が創出される
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,4,個人情報の流出の危険性が高まる
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,5,技術の進歩についていけるか不安
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,6,雇用を奪われてしまわないか不安
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,7,その他
Q23　社会のデジタル化についての思い,ＭＡ,8,Q23: 社会のデジタル化が進むことについて、どう感じますか。,8,特に何も感じない
