"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","介護サービス事業所名称","介護サービス事業所名称_カナ","実施サービス","住所","方書","電話番号","内線番号","FAX番号","法人番号","法人の名称","事業所番号","利用可能曜日","利用可能曜日特記事項","定員","URL","備考","経度","緯度","分類"
"","","","","リハビリデイ　パライソ紅葉山","リハビリデイ　パライソモミジヤマ","地域密着型通所介護","中野区中央３－５０－７","アステオンエムズ１F","03-5937-6931","","","","株式会社ＷｅｌｆａｒｅＷｏｒｋｓ","1391400718","","","","","","139.672771996676","35.7022599197409","介護サービス事業所所在地"
"","","","","リハビリデイサービスｎａｇｏｍｉプラス中野店","リハビリデイサービスナゴミプラスナカノテン","通所介護","中野区本町４－３８－１７","","03-6382-7990","","","","株式会社ｎＣＳ","1371406263","","","","","","139.669274729775","35.6956407370299","介護サービス事業所所在地"
"","","","","リハビリデイサービスnagomi笹塚店","リハビリデイサービスササヅカテン","地域密着型通所介護","中野区南台４－５２－１","","03-6382-5902","","","","株式会社ｎＣＳ","1391400775","","","","","","139.665675790076","35.6787037009021","介護サービス事業所所在地"
"","","","","リハビリデイサービスｎａｇｏｍｉ野方店","リハビリデイサービスナゴミノガタテン","地域密着型通所介護","中野区野方２－５６－１０","","03-5318-9903","","","","株式会社ｎＣＳ","1391400593","","","","","","139.654027550769","35.7133221321687","介護サービス事業所所在地"
"","","","","リハビリデイサービスnagomi弥生町店","リハビリデイサービスナゴミヤヨイチョウテン","地域密着型通所介護","中野区弥生町１－７－７","","03-6276-7153","","","","株式会社ｎＣＳ","1391400767","","","","","","139.680329616942","35.6917448445242","介護サービス事業所所在地"
"","","","","リハビリデイサービスふれ愛","リハビリデイサービスフレアイ","通所介護","中野区野方６－６－２","サンクリバージュ野方　地上１階","03-5327-3980","","","","株式会社らいふ","1371405661","","","","","","139.653231623749","35.7202917564171","介護サービス事業所所在地"
"","","","","リハビリデイセンター日々爽快","リハビリデイセンターヒビソウカイ","地域密着型通所介護","中野区弥生町２ー６ー１０","","03-3377-3776","","","","株式会社ｆｅｅｌ　ｆｉｎｅ","1371404672","","","","","","139.676316954807","35.6921121731139","介護サービス事業所所在地"
"","","","","レコードブック新江古田","レコードブックシンエゴタ","地域密着型通所介護","中野区江原町１ー１２ー２","","03-6908-3952","","","","株式会社縁咲","1391400601","","","","","","139.676691102816","35.7297592487241","介護サービス事業所所在地"
"","","","","レコードブック中野新橋","レコードブックナカノシンバシ","地域密着型通所介護","中野区弥生町４ー３ー１５","サンハイツ赤坂","03-6382-5307","","","","株式会社アスミラ","1391400379","","","","","","139.672343743498","35.6879310559098","介護サービス事業所所在地"
"","","","","愛の家グループホーム中野上高田","アイノイエグループホームナカノカミタカダ","認知症対応型共同生活介護","中野区上高田１－２－４５","","03-5332-5670","","","","メディカル・ケア・サービス株式会社","1391400205","","","","","","139.680424952482","35.7098925781248","介護サービス事業所所在地"
"","","","","愛の家グループホーム中野弥生町","アイノイエグループホームナカノヤヨイチョウ","認知症対応型共同生活介護","中野区弥生町２－１１－６","","03-5353-9080","","","","メディカル・ケア・サービス株式会社","1391400239","","","","","","139.675611327569","35.6927449748375","介護サービス事業所所在地"
"","","","","愛の家小規模多機能型居宅介護中野上高田","アイノイエショウキボタキノウガタキョタクカイゴナカノカミタカダ","小規模多機能型居宅介護","中野区上高田１－２－４５","","03-5332-5681","","","","メディカル・ケア・サービス株式会社","1391400197","","","","","","139.680424952482","35.7098925781248","介護サービス事業所所在地"
"","","","","医療法人社団泉樹会　訪問看護・リハビリステーションだるま","イリョウホウジンシャダンセンジュカイ　ホウモンカンゴ・リハビリステーションダルマ","訪問看護","中野区鷺宮３－３－６","シュプール１階１Ａ","03-5942-5615","","","","医療法人社団泉樹会","1361490269","","","","","","139.642618042072","35.7230016934133","介護サービス事業所所在地"
"","","","","花日和デイ","ハナビヨリデイ","地域密着型通所介護","中野区若宮２－２９－１０","","03-5327-8057","","","","株式会社小春","1391400700","","","","","","139.644775802307","35.7180187648241","介護サービス事業所所在地"
"","","","","花物語なかの","ハナモノガタリナカノ","認知症対応型共同生活介護","中野区上鷺宮１－８－１３","","03-5987-3087","","","","株式会社日本アメニティライフ協会","1391400692","","","","","","139.637178326994","35.7280820411257","介護サービス事業所所在地"
"","","","","介護ステーション　ぽけっと","カイゴステーション　ポケット","訪問型サービス（独自／定率）","中野区中野２－１４－１９","宮田ビル1Ｆ","03-5342-3450","","","","松野株式会社","1371403013","","","","","","139.669679333482","35.705046752928","介護サービス事業所所在地"
"","","","","介護事業所めだか","カイゴジギョウショメダカ","居宅介護支援","中野区新井３－１－１１","パールシオンＢ１号室","03-5942-8866","","","","特定非営利活動法人中野の介護と福祉を考える会","1371404268","","","","","","139.665805165727","35.7144354507468","介護サービス事業所所在地"
"","","","","介護付有料老人ホーム　プレザングラン中野鷺宮","カイゴツキユウリョウロウジンホーム　プレザングランナカノサギノミヤ","特定施設入居者生活介護","中野区上鷺宮２－２１－３６","","03-5987-0821","","","","株式会社ケア２１","1371406024","","","","","","139.632584137333","35.7298706518479","介護サービス事業所所在地"
"","","","","介護予防センター　きららジム中野","カイゴヨボウセンター　キララジムナカノ","通所型サービス（独自）","中野区新井４－２１－１","ハウスオオクニ１Ｆ","03-5942-6731","","","","株式会社きららケア","1371403658","","","","","","139.667088576242","35.716990258734","介護サービス事業所所在地"
"","","","","介護老人保健施設リハビリテーションセンター　江古田の森","カイゴロウジンホケンシセツリハビリテーションセンター　エゴタノモリ","訪問リハビリテーション","中野区江古田３－１４－１９","","03-5318-3711","","","","社会福祉法人南東北福祉事業団","1371403153","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","介護老人保健施設中野すみれ苑","カイゴロウジンホケンシセツナカノスミレエン","通所リハビリテーション","中野区弥生町６－７－１６","","03-6382-6360","","","","社会福祉法人すみれ福祉会","1351480015","","","","","","139.661085518742","35.6859761249778","介護サービス事業所所在地"
"","","","","株式会社　アースシステム","カブシキカイシャ　アースシステム","福祉用具貸与","中野区上高田２－１９－１１","","03-5318-5733","","","","株式会社アースシステム","1371400860","","","","","","139.67242473359","35.7134379360055","介護サービス事業所所在地"
"","","","","株式会社　ウシクボ","カブシキガイシャ　ウシクボ","福祉用具貸与","中野区本町５－６－１０","ビアンカビル１０１","03-6382-5755","","","","株式会社ウシクボ","1371403120","","","","","","139.673565518819","35.6935962615709","介護サービス事業所所在地"
"","","","","株式会社　キンエイ","カブシキカイシャ　キンエイ","福祉用具貸与","中野区南台２－１８－１","アンジェラス１０２","03-6753-6565","","","","株式会社キンエイ","1371406107","","","","","","139.671665794228","35.6827626606182","介護サービス事業所所在地"
"","","","","株式会社　大起エンゼルヘルプ　中野ケアセンター","カブシキガイシャダイキエンゼルヘルプナカノケアセンター","居宅介護支援","中野区野方５－１６－６","ノガタファイブ１Ｆ","03-5327-6970","","","","株式会社大起エンゼルヘルプ","1371401611","","","","","","139.650818605804","35.7188872446136","介護サービス事業所所在地"
"","","","","株式会社エヌジェイアイ　ケアヘルス中野店","カブシキガイシャエヌジェイアイ　ケアヘルスナカノテン","福祉用具貸与","中野区江古田４－１９－７","カーサ高木１階","03-5942-9251","","","","株式会社エヌジェイアイ","1372012631","","","","","","139.662662702204","35.7267911593418","介護サービス事業所所在地"
"","","","","株式会社ケアサービス　訪問入浴中野","カブシキガイシャケアサービス　ホウモンニュウヨクナカノ","訪問入浴介護","中野区本町６－２０－１４－１０４","","03-6454-1710","","","","株式会社ケアサービス","1371406339","","","","","","139.665890582995","35.6970521756987","介護サービス事業所所在地"
"","","","","株式会社ごせい野方ケアステーション","カブシキガイシャゴセイノガタケアステーション","居宅介護支援","中野区若宮１－５５－１０","若宮緑館１０１","03-5364-9425","","","","株式会社五生","1371405372","","","","","","139.649726119518","35.7205353398032","介護サービス事業所所在地"
"","","","","株式会社さくらそう","カブシキガイシャサクラソウ","居宅介護支援","中野区野方５－１８－７","平尾ビル１階","03-3337-3220","","","","株式会社さくらそう","1371403054","","","","","","139.651039463225","35.7192189325156","介護サービス事業所所在地"
"","","","","株式会社つなしま　ふれあいサービス","カブシキガイシャ　ツナシマ　フレアイサービス","訪問介護","中野区新井３－３０－１","","03-3389-2848","","","","株式会社つなしまふれあいサービス","1371401314","","","","","","139.660160607777","35.715014690654","介護サービス事業所所在地"
"","","","","株式会社トーカイ　中野営業所","カブシキガイシャトーカイ　ナカノエイギョウショ","福祉用具貸与","中野区中央４－１－２","ＫＩビル６階６０１号室","03-5342-2931","","","","株式会社トーカイ","1371404284","","","","","","139.670570451598","35.6977516625889","介護サービス事業所所在地"
"","","","","株式会社リップ","カブシキガイシャリップ","福祉用具貸与","中野区大和町１－１４－６","中野ＥＳビル１階","03-5327-8340","","","","株式会社リップ","1371404862","","","","","","139.653570364275","35.7141423973614","介護サービス事業所所在地"
"","","","","看護小規模多機能型居宅介護　ｍｉｋｅｔａ中野弥生町","カンゴショウキボタキノウガタキョタクカイゴ　ミケタナカノヤヨイチョウ","複合型サービス（看護小規模多機能型居宅介護）","中野区弥生町２－４－９","ツナシマ第３ビル３階","03-3373-0662","","","","株式会社カレア","1391400437","","","","","","139.676739425038","35.6913436808761","介護サービス事業所所在地"
"","","","","居宅介護支援事業所　江古田の森","キョタクカイゴシエンジギョウショ　エゴダノモリ","居宅介護支援","中野区江古田３－１４－１９","","03-5318-3750","","","","社会福祉法人南東北福祉事業団","1371402866","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","居宅介護支援事業所　中野すみれ園","キョタクカイゴシエンジギョウショ　ナカノスミレエン","居宅介護支援","中野区弥生町６－７－１６","","03-6382-6680","","","","社会福祉法人すみれ福祉会","1371405877","","","","","","139.661085518742","35.6859761249778","介護サービス事業所所在地"
"","","","","居宅介護支援事業所カレア","キョタクカイゴシエンジギョウショカレア","居宅介護支援","中野区弥生町２－４－９","ツナシマ第３ビル３階","03-6277-4626","","","","株式会社カレア","1371405737","","","","","","139.676739425038","35.6913436808761","介護サービス事業所所在地"
"","","","","居宅介護支援事業所パプリカアンピアーノ","キョタクカイゴシエンジギョウショパプリカアンピアーノ","居宅介護支援","中野区新井５－１５－６","片岡ビル１階","03-5942-9352","","","","ＢＡＬＭ　ＦＩＥＬＤ株式会社","1371405117","","","","","","139.669233648445","35.7152193235326","介護サービス事業所所在地"
"","","","","居宅介護支援事業所みらいず","キョタクカイゴシエンジギョウショミライズ","居宅介護支援","中野区本町５－４７－１０","鈴木ビル2F","03-6382-6263","","","","株式会社ひばりケア","1371405893","","","","","","139.667543078471","35.6935773741046","介護サービス事業所所在地"
"","","","","居宅介護支援事業所ルピナス","キョタクカイゴシエンジギョウショルピナス","居宅介護支援","中野区東中野２－２１－１２","ハイム岩口１０４","080-6960-9166","","","","ルピナス合同会社","1371406123","","","","","","139.681257101839","35.7043616425751","介護サービス事業所所在地"
"","","","","江古田ケアマネジメントセンター","エゴタケアマネジメントセンター","居宅介護支援","中野区江古田４－１９－９","","03-3228-1857","","","","社会福祉法人浄風園","1371400159","","","","","","139.662963884394","35.7270707396418","介護サービス事業所所在地"
"","","","","高齢者グループホームおさたけ","コウレイシャグループホームオサタケ","認知症対応型共同生活介護","中野区野方６－４７－５","","03-3336-0930","","","","社会福祉法人フロンティア","1391400114","","","","","","139.649534392673","35.7229273404616","介護サービス事業所所在地"
"","","","","合同会社　あかね訪問看護ステーション","ゴウドウガイシャ　アカネホウモンカンゴステーション","訪問看護","中野区野方３－２５－８","ヤマシロビル　２階","03-5356-8813","","","","合同会社あかね訪問看護ステーション","1361490202","","","","","","139.65426697157","35.7184586870112","介護サービス事業所所在地"
"","","","","合同会社つかさ介護ヘルパー事業所","ゴウドウガイシャツカサカイゴヘルパージギョウショ","訪問介護","中野区本町５－１３－６","シャトレ中野新橋４０４号室","03-6382-5459","","","","合同会社つかさ介護ヘルパー事業所","1371406321","","","","","","139.672220954758","35.6924186756753","介護サービス事業所所在地"
"","","","","在宅サポートセンター　クローバー","ザイタクサポートセンタークローバー","訪問介護","中野区鷺宮４－３７－１４","七十七ビル４階","03-5327-6071","","","","株式会社タフィ","1371400779","","","","","","139.638135560013","35.7253855814965","介護サービス事業所所在地"
"","","","","在宅介護センター・アスモ","ザイタクカイゴセンター・アスモ","居宅介護支援","中野区新井１－２６－４","","03-5318-4007","","","","株式会社アスモ","1371404490","","","","","","139.66587946897","35.7121942112703","介護サービス事業所所在地"
"","","","","桜フローラル","サクラフローラル","居宅介護支援","中野区松が丘１－８－１４","アビヤント大崎１０５","03-6454-0443","","","","特定非営利活動法人なかの里を紡ぐ会","1371405000","","","","","","139.670532384788","35.7187262288149","介護サービス事業所所在地"
"","","","","慈生会中野ケアプランセンター","ジセイカイナカノケアプランセンター","居宅介護支援","中野区江古田３－１５－２","","03-3387-0239","","","","社会福祉法人慈生会","1371400258","","","","","","139.663561577683","35.7280110588383","介護サービス事業所所在地"
"","","","","社会医療法人社団　健友会　ヘルパーステーションほっと","シャカイイリョウホウジンシャダン　ケンユウカイ　ヘルパーステーションホット","訪問介護","中野区中野５－４４－５","石井メゾン１０３","03-3386-8610","","","","社会医療法人社団健友会","1371400639","","","","","","139.667303830707","35.7085669444142","介護サービス事業所所在地"
"","","","","社会医療法人社団　健友会　上高田訪問看護ステーション","シャカイイリョウホウジンシャダン　ケンユウカイ　カミタカダホウモンカンゴステーション","訪問看護","中野区上高田１－５０－７","大川ビル１Ｆ","03-5380-4165","","","","社会医療法人社団健友会","1367191349","","","","","","139.674050567827","35.7122923148811","介護サービス事業所所在地"
"","","","","社会医療法人社団　健友会　川島診療所","シャカイイリョウホウジンシャダン　ケンユウカイ　カワシマシンリョウジョ","居宅介護支援","中野区弥生町３－２７－１１","","03-3373-8355","","","","社会医療法人社団健友会","1371400761","","","","","","139.6724449805","35.6875837187493","介護サービス事業所所在地"
"","","","","社会医療法人社団　健友会　中野共立病院","シャカイイリョウホウジンシャダン　ケンユウカイ　ナカノキョウリツビョウイン","居宅介護支援","中野区中野５－４４－７","","03-5318-3500","","","","社会医療法人社団健友会","1371401272","","","","","","139.667439894444","35.7087713333743","介護サービス事業所所在地"
"","","","","社会医療法人社団　健友会　中野在宅ケアセンター","シャカイイリョウホウジンシャダン　ケンユウカイ　ナカノザイタクケアセンター","居宅介護支援","中野区上高田１－５０－７","大川ビル１階","03-5318-2265","","","","社会医療法人社団健友会","1371404961","","","","","","139.674050567827","35.7122923148811","介護サービス事業所所在地"
"","","","","小規模多機能ホーム　えごたの家","ショウキボタキノウホーム　エゴタノイエ","小規模多機能型居宅介護","中野区江古田３－３－２２","","03-5913-1870","","","","社会福祉法人悠遊","1391400577","","","","","","139.669627226576","35.7270934863134","介護サービス事業所所在地"
"","","","","小規模多機能ホーム　倶楽部千代田會館","ショウキボタキノウホーム　クラブチヨダカイカン","小規模多機能型居宅介護","中野区本町５－１０－４","","03-3384-6203","","","","社会福祉法人ケアネット","1391400106","","","","","","139.673175897456","35.6928288760985","介護サービス事業所所在地"
"","","","","小規模多機能ホームしらさぎ桜苑","ショウキボタキノウホームシラサギサクラエン","小規模多機能型居宅介護","中野区白鷺１－１４－８","","03-5356-5444","","","","社会福祉法人武蔵野療園","1391400304","","","","","","139.63922781834","35.7198520776494","介護サービス事業所所在地"
"","","","","小春デイサービス","コハルデイサービス","通所型サービス（独自）","中野区野方１－５－３","ヴァンクレールオオキ１０２","03-3389-8234","","","","株式会社座和","1371405869","","","","","","139.659369659834","35.7099836526821","介護サービス事業所所在地"
"","","","","小淀介護保険センター","コヨドカイゴホケンセンター","居宅介護支援","中野区中央１－１８－３","","03-5348-8739","","","","社会福祉法人中野区福祉サービス事業団","1371400209","","","","","","139.687231032454","35.7002042347016","介護サービス事業所所在地"
"","","","","松が丘　高齢者在宅サービスセンター","マツガオカ　コウレイシャザイタクサービスセンター","地域密着型通所介護","中野区松が丘１－３２－１０","","03-5380-5761","","","","社会福祉法人フロンティア","1371401645","","","","","","139.672061083615","35.7211626713389","介護サービス事業所所在地"
"","","","","松が丘ケアプラン相談センター","マツガオカケアプランソウダンセンター","居宅介護支援","中野区松が丘１－３２－１０","","03-5380-6033","","","","社会福祉法人フロンティア","1371404292","","","","","","139.672061083615","35.7211626713389","介護サービス事業所所在地"
"","","","","沼袋ビレッジ","ヌマブクロビレッジ","地域密着型通所介護","中野区沼袋２－６－７","","03-5942-5891","","","","株式会社ケアギバー・ジャパン","1371404318","","","","","","139.666863584205","35.7218230521986","介護サービス事業所所在地"
"","","","","浄風園","ジョウフウエン","短期入所生活介護","中野区江古田４－１９－９","","03-3386-3751","","","","社会福祉法人浄風園","1371400316","","","","","","139.662963884394","35.7270707396418","介護サービス事業所所在地"
"","","","","新渡戸記念中野総合病院居宅介護支援事業所","ニトベキネンナカノソウゴウビョウインキョタクカイゴシエンジギョウショ","居宅介護支援","中野区中野２－２１－１７","東京医療別館３階","03-3382-8643","","","","東京医療生活協同組合","1371400118","","","","","","139.667447024472","35.7034442710247","介護サービス事業所所在地"
"","","","","新渡戸記念訪問看護ステーション","ニトベキネンホウモンカンゴステーション","訪問看護","中野区中野２－２１－１７","東京医療別館３階","03-3382-8611","","","","東京医療生活協同組合","1367192149","","","","","","139.667447024472","35.7034442710247","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京　グループホーム「中野中央陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウ　グループホーム「ナカノチュウオウヒダマリ」","認知症対応型共同生活介護","中野区中央５－４１－１８","５Ｆ","03-5340-1901","","","","生活協同組合パルシステム東京","1391400411","","","","","","139.666083172881","35.7019406218173","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京　グループホーム「中野陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウ　グループホーム「ナカノヒダマリ」","認知症対応型共同生活介護","中野区東中野１－４－１０","生活協同組合パルシステム東京　第２中野陽だまり","03-5989-1542","","","","生活協同組合パルシステム東京","1391400254","","","","","","139.685645674352","35.7018122325989","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京　デイサービスセンター第二「中野陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウ　デイサービスセンターダイニ「ナカノヒダマリ」","地域密着型通所介護","中野区東中野１－４－１０","","03-5989-1541","","","","生活協同組合パルシステム東京","1371405075","","","","","","139.685645674352","35.7018122325989","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京ケアマネジメントサービス「中野陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウケアマネジメントサービス「ナカノヒダマリ」","居宅介護支援","中野区東中野１－４－１０","","03-3360-1096","","","","生活協同組合パルシステム東京","1371401983","","","","","","139.685645674352","35.7018122325989","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京デイサービスセンター「中野陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウデイサービスセンター「ナカノヒダマリ」","通所介護","中野区東中野１－４－１０","","03-3360-1061","","","","生活協同組合パルシステム東京","1371402007","","","","","","139.685645674352","35.7018122325989","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京デイサービスセンター「中野陽だまり」だんらん","セイカツキョウドウクミアイパルシステムトウキョウデイサービスセンター「ナカノヒダマリ」ダンラン","認知症対応型通所介護","中野区東中野１－４－１０","","03-5989-1541","","","","生活協同組合パルシステム東京","1391400023","","","","","","139.685645674352","35.7018122325989","介護サービス事業所所在地"
"","","","","生活協同組合パルシステム東京ホームヘルプサービス「中野陽だまり」","セイカツキョウドウクミアイパルシステムトウキョウホームヘルプサービス「ナカノヒダマリ」","訪問介護","中野区東中野１－４－１０","","03-3360-1097","","","","生活協同組合パルシステム東京","1371401991","","","","","","139.685645674352","35.7018122325989","介護サービス事業所所在地"
"","","","","総合東京病院居宅介護支援事業所","ソウゴウトウキョウビョウインキョタクカイゴシエンジギョウショ","居宅介護支援","中野区江古田３－１５－２","","03-3387-5405","","","","医療法人財団健貢会","1371403971","","","","","","139.663561577683","35.7280110588383","介護サービス事業所所在地"
"","","","","大和町ケアプランセンター","ヤマトチョウケアプランセンター","居宅介護支援","中野区江原町２－１２－９","矢田コーポ２","03-6915-3230","","","","特定非営利活動法人中野ケアセンター","1371402429","","","","","","139.670473777206","35.7299131774015","介護サービス事業所所在地"
"","","","","短期入所生活介護事業所　江古田の森","タンキニュウショセイカツカイゴジギョウショ　エゴダノモリ","短期入所生活介護","中野区江古田３－１４－１９","","03-5318-3711","","","","社会福祉法人南東北福祉事業団","1371402841","","","","","","139.665607841044","35.7298000144351","介護サービス事業所所在地"
"","","","","茶話本舗デイサービス沼袋","サワホンポデイサービスヌマブクロ","地域密着型通所介護","中野区沼袋４－１８－８","","03-5318-3773","","","","株式会社東京ケアリーブ","1391400502","","","","","","139.658020262503","35.7218689270753","介護サービス事業所所在地"
"","","","","中野ビジョン","ナカノビジョン","地域密着型通所介護","中野区中野２－４－１１","ファンクレスト紅葉山１階","03-6382-8182","","","","株式会社島田屋","1391400429","","","","","","139.670515581093","35.7032920891357","介護サービス事業所所在地"
"","","","","中野ふれあいサービス","ナカノフレアイサービス","訪問介護","中野区本町１－２－１２","","03-6276-0172","","","","一般社団法人ふれあい","1371406115","","","","","","139.684150107062","35.6933997991924","介護サービス事業所所在地"
"","","","","中野区　江古田地域包括支援センター","ナカノク　エコダチイキホウカツシエンセンター","介護予防支援","中野区江古田４－３１－１０","北部すこやか福祉センター","03-3387-5550","","","","社会福祉法人慈生会","1301400063","","","","","","139.661481744202","35.7246492439286","介護サービス事業所所在地"
"","","","","中野区　本町　地域包括支援センター","ナカノク　ホンチョウ　チイキホウカツシエンセンター","介護予防支援","中野区本町５－１０－４","","03-5385-3733","","","","社会福祉法人　ケアネット","1301400022","","","","","","139.673175897456","35.6928288760985","介護サービス事業所所在地"
"","","","","中野区かみさぎ高齢者在宅サービスセンター","ナカノクカミサギコウレイシャザイタクサービスセンター","通所介護","中野区上鷺宮３－１７－４","","03-3926-8447","","","","社会福祉法人武蔵野療園","1371400514","","","","","","139.631453723047","35.7351799543005","介護サービス事業所所在地"
"","","","","中野区かみさぎ特別養護老人ホーム","ナカノクカミサギトクベツヨウゴロウジンホーム","短期入所生活介護","中野区上鷺宮３－１７－４","","03-3926-8443","","","","社会福祉法人武蔵野療園","1371400290","","","","","","139.631453723047","35.7351799543005","介護サービス事業所所在地"
"","","","","中野区医師会ケアプランセンター","ナカノクイシカイケアプランセンター","居宅介護支援","中野区中野２－２７－１７","２階","03-3384-3715","","","","一般社団法人中野区医師会","1371400274","","","","","","139.666059463339","35.7040405493228","介護サービス事業所所在地"
"","","","","中野区医師会訪問看護ステーション","ナカノクイシカイホウモンカンゴステーション","訪問看護","中野区中野２－２７－１７","","03-3384-1480","","","","一般社団法人中野区医師会","1367191299","","","","","","139.666059463339","35.7040405493228","介護サービス事業所所在地"
"","","","","中野区鷺宮地域包括支援センター","ナカノクサギノミヤチイキホウカツシエンセンター","介護予防支援","中野区若宮３－５８－１０","","333102553","","","","株式会社スギ薬局","1301400105","","","","","","139.64067956187","35.7219541734503","介護サービス事業所所在地"
"","","","","中野区上鷺宮地域包括支援センター","ナカノクカミサギノミヤチイキホウカツシエンセンター","介護予防支援","中野区上鷺宮３－１７－４","","03-3577-8123","","","","社会福祉法人　武蔵野療園","1301400089","","","","","","139.631453723047","35.7351799543005","介護サービス事業所所在地"
"","","","","中野区中野北地域包括支援センター","ナカノクナカノキタチイキホウカツシエンセンター","介護予防支援","中野区松が丘１－３２－１０","","03-5380-6005","","","","社会福祉法人　フロンティア","1301400055","","","","","","139.672061083615","35.7211626713389","介護サービス事業所所在地"
"","","","","中野区福祉サービス事業団　ヘルパーステーション中野","ナカノクフクシサービスジギョウダン　ヘルパーステーションナカノ","訪問介護","中野区沼袋１－３４－６","サンハイツ戸倉１階","03-5318-0533","","","","社会福祉法人中野区福祉サービス事業団","1371400621","","","","","","139.664509378059","35.7199099141736","介護サービス事業所所在地"
"","","","","中野地域包括支援センター","ナカノチイキホウカツシエンセンター","介護予防支援","中野区中央３－１９－１","中部すこやか福祉センター内","03-3367-7802","","","","社会福祉法人奉優会","1301400097","","","","","","139.67420678233","35.7003729695231","介護サービス事業所所在地"
"","","","","中野北ベタニア訪問看護ステーション","ナカノキタベタニアホウモンカンゴステーション","訪問看護","中野区江古田３－１５－２","","03-3387-0221","","","","社会福祉法人慈生会","1367191992","","","","","","139.663561577683","35.7280110588383","介護サービス事業所所在地"
"","","","","中野友愛ホーム","ナカノユウアイホーム","短期入所生活介護","中野区江古田２－２４－１１","","03-3389-5515","","","","社会福祉法人武蔵野療園","1371400282","","","","","","139.664151126357","35.7273154224424","介護サービス事業所所在地"
"","","","","朝焼け中野事業所","アサヤケナカノジギョウショ","訪問介護","中野区白鷺１－３０－６","深澤ビル１－Ａ","03-6425-7991","","","","株式会社朝焼け","1371403302","","","","","","139.637377899515","35.7215104462828","介護サービス事業所所在地"
"","","","","土屋ケア中野北","ツチヤケアナカノキタ","居宅介護支援","中野区新井４－４－６","リバーシティ２０１","050-3188-7747","","","","ユースタイルラボラトリー株式会社","1371405539","","","","","","139.664207575769","35.7170488554669","介護サービス事業所所在地"
"","","","","土屋訪問介護事業所","ツチヤホウモンカイゴジギョウショ","訪問介護","中野区中央１－３５－６","レッチフィールド中野坂上ビル３Ｆ","5031887708","","","","ユースタイルラボラトリー株式会社","1371405083","","","","","","139.684805568607","35.6968657939083","介護サービス事業所所在地"
"","","","","土屋訪問介護事業所　新中野","ツチヤホウモンカイゴジギョウショ　シンナカノ","訪問介護","中野区中央４－２４－１３","ＴＭハウス中野１０１号室","5031603998","","","","ユースタイルラボラトリー株式会社","1371405521","","","","","","139.669071571912","35.700700005724","介護サービス事業所所在地"
"","","","","土屋訪問看護ステーション","ツチヤホウモンカンゴステーション","訪問看護","中野区東中野３－１４－１","グリーンビル８Ｆ","7065287652","","","","ユースタイルラボラトリー株式会社","1361490137","","","","","","139.683671532137","35.7089199273277","介護サービス事業所所在地"
"","","","","東京海上日動みずたま介護ＳＴ中野","トウキョウカイジョウニチドウミズタマカイゴエスティナカノ","訪問介護","中野区丸山１－４－４","マンション窪寺１階","03-6775-3935","","","","東京海上日動ベターライフサービス株式会社","1371405349","","","","","","139.655963104032","35.7229279288933","介護サービス事業所所在地"
"","","","","東京海上日動みずたま介護ＳＴ中野ケアプランセンター","トウキョウカイジョウニチドウミズタマカイゴエスティナカノケアプランセンター","居宅介護支援","中野区丸山１－４－４","マンション窪寺１階","03-6775-3935","","","","東京海上日動ベターライフサービス株式会社","1371405331","","","","","","139.655963104032","35.7229279288933","介護サービス事業所所在地"
"","","","","東京令和館　中野","トウキョウレイワカン　ナカノ","短期入所生活介護","中野区江古田４－４３－５","","03-3386-8038","","","","社会福祉法人東京武尊会","1371405976","","","","","","139.658487717274","35.7254671033933","介護サービス事業所所在地"
"","","","","東中野キングス・ガーデン","ヒガシナカノキングスガーデン","小規模多機能型居宅介護","中野区東中野４－２－１６","","03-3368-5202","","","","社会福祉法人キングス・ガーデン東京","1391400338","","","","","","139.685095616939","35.7070692249097","介護サービス事業所所在地"
"","","","","東中野ケアーズ","ヒガシナカノケアーズ","通所介護","中野区東中野２－２８－１４","メディカルコートⅡ　１階","03-5937-3277","","","","株式会社ケアギバー・ジャパン","1371405448","","","","","","139.681173004652","35.7058805190874","介護サービス事業所所在地"
"","","","","東中野居宅介護支援事業所","ヒガシナカノキョタクカイゴシエンジギョウショ","居宅介護支援","中野区東中野５－１７－３０","","03-5937-2381","","","","社会福祉法人ケアネット","1371404136","","","","","","139.688605207185","35.7093843987534","介護サービス事業所所在地"
