産業分類階層,産業コード,産業細分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
3,2479,その他の金属線製品製造業,25,239,165,-,239,165,-,91302,235878,458891,389374,61116,-,-,8401,202765,206687,93400,-,-,2500
2,2480,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,112,1446,1057,1,1441,1055,6,582091,1483840,3000594,2450617,283825,-,723,265429,1412907,1417318,433670,194148,51843,21398
3,2481,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,112,1446,1057,1,1441,1055,6,582091,1483840,3000594,2450617,283825,-,723,265429,1412907,1417318,433670,194148,51843,21398
2,2490,その他の金属製品製造業,116,1569,1123,9,1574,1128,4,671251,1037684,2289471,2014014,239670,110,-,35677,1127253,1161282,374351,32126,3726,42122
3,2491,金庫製造業,1,9,7,-,9,7,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,2492,金属製スプリング製造業,52,663,481,4,665,483,2,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2499,他に分類されない金属製品製造業,63,897,635,5,900,638,2,397002,734527,1561198,1297799,233769,110,-,29520,744479,767238,290071,30229,582,32691
1,2500,はん用機械器具製造業,323,7440,5934,12,7443,5937,9,3753408,9373825,18033931,15624231,928221,x,x,693526,8031886,8092062,3653023,454913,54888,293169
2,2510,ボイラ・原動機製造業,8,105,87,-,105,87,-,48642,78074,146085,65708,76650,-,-,3727,62973,62973,-,-,-,-
3,2512,蒸気機関・タービン・水力タービン製造業（舶用を除く）,4,77,66,-,77,66,-,35695,64017,106196,37569,64900,-,-,3727,39054,39054,-,-,-,-
3,2513,はん用内燃機関製造業,3,17,14,-,17,14,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2519,その他の原動機製造業,1,11,7,-,11,7,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2520,ポンプ・圧縮機器製造業,77,2016,1520,-,2014,1518,2,965030,2549816,5319720,4801447,212259,x,x,274439,2468789,2581536,909310,152911,41904,74663
3,2521,ポンプ・同装置製造業,25,1114,835,-,1113,834,1,531770,1404067,3294001,3206290,59875,7526,-,20310,1669224,1761288,513495,94474,11884,57847
3,2522,空気圧縮機・ガス圧縮機・送風機製造業,15,296,230,-,296,230,-,140794,286192,566105,535117,14558,x,x,3727,255656,260617,66858,25286,-,1847
3,2523,油圧・空圧機器製造業,37,606,455,-,605,454,1,292466,859557,1459614,1060040,137826,11346,-,250402,543909,559631,328957,33151,30020,14969
2,2530,一般産業用機械・装置製造業,114,2464,1969,5,2468,1972,1,1235220,3393073,6706843,6178316,283523,135622,629,108753,3100467,3090290,1447299,114192,10125,89521
3,2531,動力伝導装置製造業（玉軸受、ころ軸受を除く）,43,708,537,-,708,537,-,308986,434806,1100407,908339,189125,1116,629,1198,603060,620178,235707,46406,9070,19560
3,2532,エレベータ・エスカレータ製造業,16,483,417,-,483,417,-,209558,460679,944779,935731,2146,5700,-,1202,433857,450102,136384,21890,228,16745
3,2533,物流運搬設備製造業,33,441,336,-,441,336,-,196161,408667,845495,728781,41050,10150,-,65514,400677,407525,59923,9484,-,4589
3,2534,工業窯炉製造業,4,38,31,-,38,31,-,14325,39830,68492,47192,4020,17280,-,-,26539,26539,-,-,-,-
3,2535,冷凍機・温湿調整装置製造業,18,794,648,5,798,651,1,506190,2049091,3747670,3558273,47182,101376,-,40839,1636334,1585946,1015285,36412,827,48627
2,2590,その他のはん用機械・同部分品製造業,124,2855,2358,7,2856,2360,6,1504516,3352862,5861283,4578760,355789,618518,1609,306607,2399657,2357263,1296414,187810,2859,128985
3,2591,消火器具・消火装置製造業,4,87,59,-,87,59,-,32135,163076,244793,244351,398,-,-,44,79217,76425,26870,3291,-,2163
3,2592,弁・同附属品製造業,27,612,502,-,611,501,1,343618,801954,1535552,1352549,27207,3002,1551,151243,681668,686660,122854,21131,540,10389
3,2593,パイプ加工・パイプ附属品加工業,10,100,67,-,100,67,-,37725,65935,142190,116969,25221,-,-,-,70606,70606,-,-,-,-
3,2594,玉軸受・ころ軸受製造業,8,654,568,-,654,568,-,380377,1012313,1495132,1427277,24310,-,42,43503,367519,463321,888314,87117,511,91506
3,2596,他に分類されないはん用機械・装置製造業,16,540,441,6,546,447,-,305492,428540,897430,782462,32604,6843,-,75521,440014,438365,83682,30824,29,9812
3,2599,各種機械・同部分品製造修理業（注文製造・修理）,59,862,721,1,858,718,5,405169,881044,1546186,655152,246049,608673,16,36296,760633,621886,174694,45447,1779,15115
1,2600,生産用機械器具製造業,949,17071,13566,166,17218,13686,19,8286237,22366906,42463036,36593620,2414120,821952,883,2632461,19178787,19330380,9485402,1199587,103722,697881
2,2610,農業用機械製造業（農業用器具を除く）,4,76,55,-,76,55,-,26334,122681,154793,149813,4980,-,-,-,29771,29771,-,-,-,-
3,2611,農業用機械製造業（農業用器具を除く）,4,76,55,-,76,55,-,26334,122681,154793,149813,4980,-,-,-,29771,29771,-,-,-,-
2,2620,建設機械・鉱山機械製造業,31,997,831,1,998,832,-,472932,1262456,2735006,2282774,92045,295802,-,64385,1235961,1372863,1047127,96787,21157,93872
3,2621,建設機械・鉱山機械製造業,31,997,831,1,998,832,-,472932,1262456,2735006,2282774,92045,295802,-,64385,1235961,1372863,1047127,96787,21157,93872
2,2630,繊維機械製造業,6,82,51,-,82,51,-,26118,48348,101063,69704,10436,-,4,20919,47676,49183,11159,-,-,1508
3,2634,繊維機械部分品・取付具・附属品製造業,4,70,43,-,70,43,-,x,x,x,x,x,-,x,x,x,x,x,-,-,x
3,2635,縫製機械製造業,2,12,8,-,12,8,-,x,x,x,x,x,-,x,-,x,x,-,-,-,-
2,2640,生活関連産業用機械製造業,114,1766,1422,1,1764,1420,3,910911,2339465,4324624,3830102,67875,153326,167,273154,1795792,1846931,621077,20618,852,29336
3,2641,食品機械・同装置製造業,47,604,484,-,602,482,2,299040,773721,1429167,1198585,28888,42676,92,158926,599025,610781,96078,8848,-,4259
3,2642,木材加工機械製造業,1,13,11,-,13,11,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2643,パルプ装置・製紙機械製造業,2,13,8,-,13,8,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2644,印刷・製本・紙工機械製造業,30,440,352,-,439,351,1,247364,575865,1192474,1099502,28983,47828,75,16086,550355,573921,134483,5494,-,14995
3,2645,包装・荷造機械製造業,34,696,567,1,697,568,-,351674,979173,1667604,1498056,8732,62822,-,97994,623567,639384,390516,6276,852,10082
2,2650,基礎素材産業用機械製造業,70,1044,826,77,1121,876,-,506040,985033,1922564,1686207,104061,77417,9,54870,863468,876760,242182,27263,461,23052
3,2651,鋳造装置製造業,7,95,83,-,95,83,-,54459,103464,199719,134573,24317,20347,-,20482,89124,89124,-,-,-,-
3,2652,化学機械・同装置製造業,43,699,540,77,776,590,-,335787,701858,1309360,1177333,50777,50208,-,31042,562874,569401,221468,10718,461,18576
3,2653,プラスチック加工機械・同附属装置製造業,20,250,203,-,250,203,-,115794,179711,413485,374301,28967,6862,9,3346,211470,218235,20714,16545,-,4476
2,2660,金属加工機械製造業,259,4091,3195,22,4102,3207,11,1942373,4329255,8526232,6505729,842113,106387,586,1071417,3910106,3981233,2053855,680119,20528,212132
3,2661,金属工作機械製造業,24,829,671,16,843,685,2,452790,1164357,2221838,1709623,240191,44060,554,227410,985267,1001323,545878,320554,16626,35729
3,2662,金属加工機械製造業（金属工作機械を除く）,12,522,459,1,523,460,-,240356,857297,1428569,1390289,941,34912,27,2400,564454,571192,940768,178689,-,132331
3,2663,金属工作機械用・金属加工機械用部分品・附属品製造業（機械工具、金型を除く）,161,1803,1346,-,1795,1341,8,825608,1803370,3626536,2384813,470879,19427,5,751412,1655931,1703426,411376,53704,3282,33482
3,2664,機械工具製造業（粉末や金業を除く）,62,937,719,5,941,721,1,423619,504231,1249289,1021004,130102,7988,-,90195,704454,705292,155833,127172,620,10590
2,2670,半導体・フラットパネルディスプレイ製造装置製造業,131,3902,3107,60,3962,3165,-,1987438,7870533,13374675,12376699,764939,15619,-,217418,5883048,5578488,2867316,243264,18531,227848
3,2671,半導体製造装置製造業,123,3696,2950,60,3756,3008,-,1877674,7495744,12779475,11900786,652155,13956,-,212578,5686380,5373470,2794360,229306,17876,222383
3,2672,フラットパネルディスプレイ製造装置製造業,8,206,157,-,206,157,-,109764,374789,595200,475913,112784,1663,-,4840,196668,205018,72956,13958,655,5465
2,2690,その他の生産用機械・同部分品製造業,334,5113,4079,5,5113,4080,5,2414091,5409135,11324079,9692592,527671,173401,117,930298,5412965,5595151,2642686,131536,42193,110133
3,2691,金属用金型・同部分品・附属品製造業,62,535,409,-,534,408,1,202850,266821,705906,559055,135101,3205,21,8524,407596,407164,18236,1730,-,-
3,2692,非金属用金型・同部分品・附属品製造業,116,1607,1295,2,1608,1296,1,733272,1025884,2569886,2423489,74896,879,13,70609,1419467,1431890,503221,26323,21799,19758
3,2693,真空装置・真空機器製造業,40,744,595,1,745,596,-,369717,648174,1522000,1311468,83511,53955,-,73066,793933,827093,295571,30688,3090,22619
3,2694,ロボット製造業,16,461,370,1,462,371,-,210065,906652,1791698,1301233,27337,52843,78,410207,848572,874306,790074,7823,365,21780
3,2699,他に分類されない生産用機械・同部分品製造業,100,1766,1410,1,1764,1409,3,898187,2561604,4734589,4097347,206826,62519,5,367892,1943397,2054698,1035584,64972,16939,45976
1,2700,業務用機械器具製造業,495,12885,9501,183,13049,9646,19,6802765,16095318,30475027,27220135,590940,516336,19,2147597,13556591,13710133,5794538,445087,107260,371603
2,2710,事務用機械器具製造業,22,868,684,12,880,694,-,381214,1359604,2234995,2101770,36955,2815,-,93455,770020,808473,128226,23051,744,21534
3,2711,複写機製造業,12,215,169,10,225,177,-,102461,119766,372326,337623,33055,-,-,1648,228274,234591,54296,9612,673,5789
3,2719,その他の事務用機械器具製造業,10,653,515,2,655,517,-,278753,1239838,1862669,1764147,3900,2815,-,91807,541746,573882,73930,13439,71,15745
2,2720,サービス用・娯楽用機械器具製造業,30,616,420,-,615,419,1,x,x,x,x,x,x,-,x,x,x,x,x,x,x
3,2721,サービス用機械器具製造業,6,106,86,-,106,86,-,49994,285200,408557,405949,-,x,-,x,112959,114416,21632,-,-,1685
3,2722,娯楽用機械製造業,11,122,65,-,122,65,-,33233,75703,182051,172131,8623,433,-,864,98470,98470,-,-,-,-
3,2723,自動販売機製造業,2,37,31,-,37,31,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
3,2729,その他のサービス用・娯楽用機械器具製造業,11,351,238,-,350,237,1,182673,343399,806140,734212,2724,32219,-,36985,414718,430611,499661,9426,1883,17584
2,2730,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,256,7286,5564,168,7441,5702,13,4199173,9474610,17933696,16268847,313483,343557,19,1007790,8179298,8186758,3829358,311914,52764,249687
3,2731,体積計製造業,7,101,75,-,100,74,1,47357,78297,157170,146102,1951,9117,-,-,73796,74639,12101,7395,13,1107
3,2732,はかり製造業,8,110,96,-,110,96,-,47563,114384,189841,159993,7313,4769,-,17766,69868,69868,-,-,-,-
3,2733,圧力計・流量計・液面計等製造業,24,422,303,-,422,303,-,216098,386660,752627,680153,31770,2107,-,38597,348631,347819,489003,75623,1117,2767
3,2734,精密測定器製造業,32,514,384,8,520,389,2,210783,327974,836840,754191,65977,1288,19,15365,460085,473385,181049,23218,6155,12764
3,2735,分析機器製造業,34,1123,810,18,1138,824,3,628196,1152555,2542609,2186425,51290,44150,-,260744,1222835,1295255,183093,25034,10738,20505
3,2736,試験機製造業,27,695,584,5,699,588,1,420414,1169353,1935765,1734203,46753,127718,-,27091,913344,753656,819595,16884,123,19465
3,2737,測量機械器具製造業,5,1344,1107,87,1431,1184,-,1033010,3517662,5849866,5790710,228,1097,-,57831,2317875,2409020,544611,72739,25391,102175
3,2738,理化学機械器具製造業,30,571,430,-,565,427,6,288829,657445,1274964,915732,5615,15602,-,338015,567770,579048,178841,2846,-,7421
3,2739,その他の計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,89,2406,1775,50,2456,1817,-,1306923,2070280,4394014,3901338,102586,137709,-,252381,2205094,2184068,1421065,88175,9227,83483
2,2740,医療用機械器具・医療用品製造業,139,3159,2173,3,3159,2172,3,1584741,3616266,7269447,6051561,123183,118254,-,976449,3313094,3394382,1171847,89929,51622,65913
3,2741,医療用機械器具製造業,84,1732,1216,3,1734,1217,1,911573,2525788,4535554,3593687,67085,109815,-,764967,1796429,1868451,705489,63677,44797,40216
3,2742,歯科用機械器具製造業,15,546,395,-,546,395,-,265674,648256,1569535,1557614,554,5366,-,6001,849282,857035,352449,21798,1882,18985
3,2743,医療用品製造業（動物用医療機械器具を含む）,30,543,334,-,542,333,1,239514,279424,780015,551988,24376,3073,-,200578,461887,463400,113909,4454,4943,6712
3,2744,歯科材料製造業,10,338,228,-,337,227,1,167980,162798,384343,348272,31168,-,-,4903,205496,205496,-,-,-,-
2,2750,光学機械器具・レンズ製造業,46,943,650,-,941,649,2,346283,903151,1571673,1438320,94369,11202,-,27782,639252,648243,143814,10767,247,15200
3,2751,顕微鏡・望遠鏡等製造業,10,137,91,-,137,91,-,45809,41622,113782,90519,12214,11049,-,-,66416,66833,-,248,-,37
3,2752,写真機・映画用機械・同附属品製造業,16,222,165,-,222,165,-,76447,166400,293858,256097,37628,133,-,-,116555,118027,19139,37,-,1216
3,2753,光学機械用レンズ・プリズム製造業,20,584,394,-,582,393,2,224027,695129,1164033,1091704,44527,20,-,27782,456281,463383,124675,10482,247,13947
2,2760,武器製造業,2,13,10,-,13,10,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2761,武器製造業,2,13,10,-,13,10,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
1,2800,電子部品・デバイス・電子回路製造業,256,9743,6750,465,10198,7156,10,5287171,22587687,37106269,35387303,1027302,4570,736,686358,12331618,14651287,9398756,2395635,127599,2430939
2,2810,電子デバイス製造業,3,159,140,1,160,141,-,112529,374641,606711,x,x,-,-,-,164004,248153,400755,59414,13065,129163
3,2811,電子管製造業,1,24,20,-,24,20,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2812,光電変換素子製造業,1,119,108,1,120,109,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2814,集積回路製造業,1,16,12,-,16,12,-,x,x,x,-,x,-,-,-,x,x,x,x,x,x
2,2820,電子部品製造業,62,3135,2256,260,3395,2488,-,1784905,14190005,23190171,x,x,2200,-,15641,7930450,9280084,3411729,1168243,94632,1312490
3,2821,抵抗器・コンデンサ・変成器・複合部品製造業,19,473,287,1,474,288,-,176386,217308,565138,562548,-,2200,-,390,315397,326243,89755,34134,2311,14722
3,2822,音響部品・磁気ヘッド・小形モータ製造業,7,100,75,1,101,76,-,42123,53315,172537,x,x,-,-,4497,110466,110544,4136,755,-,173
3,2823,コネクタ・スイッチ・リレー製造業,36,2562,1894,258,2820,2124,-,1566396,13919382,22452496,22326788,114954,-,-,10754,7504587,8843297,3317838,1133354,92321,1297595
2,2830,記録メディア製造業,3,54,49,-,54,49,-,17440,10971,47274,1081,46193,-,-,-,33614,33614,-,-,-,-
3,2831,半導体メモリメディア製造業,2,48,44,-,48,44,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2832,光ディスク・磁気ディスク・磁気テープ製造業,1,6,5,-,6,5,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2840,電子回路製造業,76,2031,1344,56,2080,1388,7,878865,2901750,4421131,3685796,511700,441,64,223130,1374609,1422255,774350,114008,3590,55364
3,2841,電子回路基板製造業,33,888,628,12,900,638,-,370169,1033764,1742854,1505924,150148,60,-,86722,664288,661060,494008,80543,77,28049
3,2842,電子回路実装基板製造業,43,1143,716,44,1180,750,7,508696,1867986,2678277,2179872,361552,381,64,136408,710321,761195,280342,33465,3513,27315
2,2850,ユニット部品製造業,9,196,131,-,196,131,-,84979,207172,430099,360424,50646,1929,-,17100,210673,209214,175353,5546,385,4444
3,2851,電源ユニット・高周波ユニット・コントロールユニット製造業,5,121,75,-,121,75,-,46550,121333,216577,169565,34722,1929,-,10361,87909,90364,48098,4713,-,3165
3,2859,その他のユニット部品製造業,4,75,56,-,75,56,-,38429,85839,213522,190859,15924,-,-,6739,122764,118850,127255,833,385,1279
2,2890,その他の電子部品・デバイス・電子回路製造業,103,4168,2830,148,4313,2959,3,2408453,4903148,8410883,7760546,219178,-,672,430487,2618268,3457967,4636569,1048424,15927,929478
3,2899,その他の電子部品・デバイス・電子回路製造業,103,4168,2830,148,4313,2959,3,2408453,4903148,8410883,7760546,219178,-,672,430487,2618268,3457967,4636569,1048424,15927,929478
1,2900,電気機械器具製造業,571,23863,18673,499,24357,19134,5,13835330,45854126,78407509,65630275,1744534,519926,1500,10511274,31910542,31368711,12086856,1208912,466508,1129024
2,2910,発電用・送電用・配電用電気機械器具製造業,213,9632,7739,134,9765,7853,1,5140302,21220655,24410150,23347929,709400,13032,1302,338487,2998714,3066664,5081996,503640,43353,458619
3,2911,発電機・電動機・その他の回転電気機械製造業,20,598,459,-,597,458,1,280303,1222669,1890615,1875160,7067,8388,-,-,558716,621308,381635,50483,10888,13305
3,2912,変圧器類製造業（電子機器用を除く),24,542,376,-,542,376,-,233633,546493,966042,943315,1114,901,-,20712,384319,389532,198503,10399,203,9407
3,2913,電力開閉装置製造業,14,516,360,19,535,376,-,255252,441621,1074647,898032,141924,2031,-,32660,564260,585857,315462,6188,230,14691
3,2914,配電盤・電力制御装置製造業,131,7551,6330,111,7662,6425,-,4230014,18664388,19878847,19148147,533038,1550,1302,194810,1254591,1233860,4044155,432850,28497,414998
3,2915,配線器具・配線附属品製造業,24,425,214,4,429,218,-,141100,345484,599999,483275,26257,162,-,90305,236828,236107,142241,3720,3535,6218
2,2920,産業用電気機械器具製造業,74,2288,1652,11,2297,1662,2,x,x,x,x,x,10695,151,59137,x,x,522515,88726,46918,69604
3,2921,電気溶接機製造業,9,110,74,-,110,74,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
3,2922,内燃機関電装品製造業,14,317,139,-,316,139,1,106188,197143,329891,312589,17151,-,151,-,118923,123029,52148,45,-,1605
3,2929,その他の産業用電気機械器具製造業（車両用、船舶用を含む）,51,1861,1439,11,1871,1449,1,981017,4669395,6578768,6140606,370485,8681,-,58996,1863162,1928820,470367,88681,46918,67999
2,2930,民生用電気機械器具製造業,40,805,486,1,805,486,1,313395,907188,1696185,1491508,89619,56001,-,59057,728354,735203,102712,3654,-,7117
3,2931,ちゅう房機器製造業,10,130,104,-,130,104,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
3,2932,空調・住宅関連機器製造業,15,439,236,1,440,237,-,149401,380489,694262,603658,74292,7737,-,8575,284062,290911,102712,3654,-,7117
3,2933,衣料衛生関連機器製造業,2,34,22,-,34,22,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2939,その他の民生用電気機械器具製造業,13,202,124,-,201,123,1,93123,274961,575769,532800,15268,24111,-,3590,278998,278998,-,-,-,-
2,2940,電球・電気照明器具製造業,44,790,515,48,838,561,-,341278,1991024,2952034,2718271,104617,540,47,128559,846643,895099,423871,27578,5923,43977
3,2941,電球製造業,6,162,101,46,208,145,-,75642,278480,666513,663377,-,-,-,3136,334758,360909,174036,4499,5869,24763
3,2942,電気照明器具製造業,38,628,414,2,630,416,-,265636,1712544,2285521,2054894,104617,540,47,125423,511885,534190,249835,23079,54,19214
2,2950,電池製造業,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2951,蓄電池製造業,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2960,電子応用装置製造業,81,6923,5636,249,7172,5878,-,4967367,12918354,34568269,24553687,203416,209934,-,9601232,21737737,20901882,4593725,510159,365221,435183
3,2961,Ｘ線装置製造業,13,588,452,23,611,471,-,397939,1274168,2990539,2856924,28552,91827,-,13236,1736944,1689499,637983,64647,25371,55945
3,2962,医療用電子応用装置製造業,11,2126,1665,1,2127,1666,-,1668955,3816969,15069808,5556050,616,725,-,9512417,10750531,10672653,2053988,70130,221031,82803
3,2969,その他の電子応用装置製造業,57,4209,3519,225,4434,3741,-,2900473,7827217,16507922,16140713,174248,117382,-,75579,9250262,8539730,1901754,375382,118819,296435
2,2970,電気計測器製造業,105,3236,2547,55,3290,2595,1,1871061,3739226,7480570,6780648,192836,224427,-,282659,3451226,3550619,1357572,73924,4999,113901
3,2971,電気計測器製造業（別掲を除く）,58,2113,1699,33,2145,1729,1,1219921,2467666,4980017,4467081,83251,184970,-,244715,2279173,2389187,974529,60721,3923,86570
3,2972,工業計器製造業,36,943,727,19,962,744,-,575412,1158447,2270504,2157864,50819,39064,-,22757,1066073,1052373,359249,10438,146,24555
3,2973,医療用計測器製造業,11,180,121,3,183,122,-,75728,113113,230049,155703,58766,393,-,15187,105980,109059,23794,2765,930,2776
2,2990,その他の電気機械器具製造業,13,180,92,1,181,93,-,75720,145444,255818,173759,34619,5297,-,42143,100762,102374,4465,1231,94,623
3,2999,その他の電気機械器具製造業,13,180,92,1,181,93,-,75720,145444,255818,173759,34619,5297,-,42143,100762,102374,4465,1231,94,623
1,3000,情報通信機械器具製造業,105,7649,6173,290,7937,6436,2,5174809,30596464,55048649,44780631,317450,27395,-,9923173,25002035,22892949,5032164,880040,12588,799461
2,3010,通信機械器具・同関連機械器具製造業,38,5535,4786,263,5798,5029,-,4301417,28671677,51440226,41486766,103451,136,-,9849873,23441461,21288531,4037913,824665,12093,745696
3,3011,有線通信機械器具製造業,6,152,111,1,153,112,-,x,x,x,x,x,x,-,x,x,x,x,x,-,x
3,3012,携帯電話機・PHS電話機製造業,1,16,3,-,16,3,-,x,x,x,-,x,-,-,-,x,x,-,-,-,-
3,3013,無線通信機械器具製造業,15,4899,4331,262,5161,4573,-,3909824,27466501,49548147,39662955,49964,-,-,9835228,22824818,20647410,3876495,810611,11938,729376
3,3015,交通信号保安装置製造業,9,136,95,-,136,95,-,64598,162068,302073,301973,-,-,-,100,130663,130663,-,-,-,-
3,3019,その他の通信機械器具・同関連機械器具製造業,7,332,246,-,332,246,-,231725,911124,1292838,1258461,33576,95,-,706,350914,356945,93935,13547,155,13327
2,3020,映像・音響機械器具製造業,41,1451,895,23,1472,911,2,612884,1472136,2693214,2506737,146101,5287,-,35089,1135452,1173848,695724,34346,491,41388
3,3021,ビデオ機器製造業,10,241,158,-,239,157,2,90229,318360,549013,531138,12870,1002,-,4003,206564,214298,112193,5715,62,7817
3,3022,デジタルカメラ製造業,4,145,74,-,145,74,-,47183,159056,238955,223406,10347,-,-,5202,82153,83412,7522,6069,-,1099
3,3023,電気音響機械器具製造業,27,1065,663,23,1088,680,-,475472,994720,1905246,1752193,122884,4285,-,25884,846735,876138,576009,22562,429,32472
2,3030,電子計算機・同附属装置製造業,26,663,492,4,667,496,-,260508,452651,915209,787128,67898,21972,-,38211,425122,430570,298527,21029,4,12377
3,3031,電子計算機製造業（パーソナルコンピュータを除く）,4,234,178,-,234,178,-,77773,129262,279770,237947,36381,881,-,4561,136205,139569,42282,5771,4,2674
3,3032,パーソナルコンピュータ製造業,3,40,25,-,40,25,-,14673,32450,95029,94307,-,304,-,418,57944,57944,-,-,-,-
3,3033,外部記憶装置製造業,3,37,24,-,37,24,-,13040,6208,31300,13372,17928,-,-,-,23234,23234,-,-,-,-
3,3034,印刷装置製造業,5,199,161,-,199,161,-,93498,149504,279791,233424,-,16187,-,30180,121906,122855,225027,14906,-,8806
3,3035,表示装置製造業,5,84,68,4,88,72,-,42580,109174,168165,160436,2098,4600,-,1031,53331,54466,31218,352,-,897
3,3039,その他の附属装置製造業,6,69,36,-,69,36,-,18944,26053,61154,47642,11491,-,-,2021,32502,32502,-,-,-,-
1,3100,輸送用機械器具製造業,265,21340,18358,617,21954,18946,3,12820588,82160855,148195267,144770499,1914911,56370,3813,1449674,58210615,61349240,14442510,3309430,131916,2062595
2,3110,自動車・同附属品製造業,165,16115,14063,409,16523,14453,1,9931876,60786311,90929383,89586296,1103346,36489,1942,201310,26561611,28044144,7613703,1730395,110656,1497985
3,3111,自動車製造業（二輪自動車を含む）,3,4772,4602,47,4819,4649,-,2774000,40628834,63906706,63877095,29611,-,-,-,21146224,21601917,2198787,569082,31697,499312
3,3112,自動車車体・附随車製造業,4,227,206,-,227,206,-,110874,373067,621302,585697,9279,25656,-,670,255944,230342,54642,4007,22,4384
3,3113,自動車部分品・附属品製造業,158,11116,9255,362,11477,9598,1,7047002,19784410,26401375,25123504,1064456,10833,1942,200640,5159443,6211885,5360274,1157306,78937,994289
2,3120,鉄道車両・同部分品製造業,29,866,731,-,865,730,1,411526,694772,1717770,1489216,146317,8465,1871,71901,934157,949506,204524,27477,342,11437
3,3121,鉄道車両製造業,2,240,232,-,240,232,-,x,x,x,x,-,-,x,x,x,x,x,x,x,x
3,3122,鉄道車両用部分品製造業,27,626,499,-,625,498,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,3130,船舶製造・修理業、舶用機関製造業,9,142,116,-,142,116,-,68339,443273,617780,565421,52359,-,-,-,103289,161250,131657,1325,-,4806
3,3131,船舶製造・修理業,4,105,90,-,105,90,-,56104,391364,520781,481333,39448,-,-,-,61539,119500,131657,1325,-,4806
3,3134,舶用機関製造業,5,37,26,-,37,26,-,12235,51909,96999,84088,12911,-,-,-,41750,41750,-,-,-,-
2,3140,航空機・同附属品製造業,32,3809,3158,208,4016,3357,1,2269070,19982280,54397852,52664925,564670,-,-,1168257,30354431,31935670,6388144,1540586,20837,545464
3,3142,航空機用原動機製造業,9,2669,2210,137,2806,2339,-,1650806,18595485,50508837,50172420,320255,-,-,16162,28204902,29585332,2268256,909470,3923,269553
3,3149,その他の航空機部分品・補助装置製造業,23,1140,948,71,1210,1018,1,618264,1386795,3889015,2492505,244415,-,-,1152095,2149529,2350338,4119888,631116,16914,275911
2,3150,産業用運搬車両・同部分品・附属品製造業,10,210,164,-,210,164,-,78116,153945,295263,288171,4481,2611,-,-,130021,131564,104482,9647,81,2903
3,3151,フォークリフトトラック・同部分品・附属品製造業,6,165,130,-,165,130,-,61095,137298,253026,248950,4076,-,-,-,106327,107870,104482,9647,81,2903
3,3159,その他の産業用運搬車両・同部分品・附属品製造業,4,45,34,-,45,34,-,17021,16647,42237,39221,405,2611,-,-,23694,23694,-,-,-,-
2,3190,その他の輸送用機械器具製造業,20,198,126,-,198,126,-,61661,100274,237219,176470,43738,8805,-,8206,127106,127106,-,-,-,-
3,3191,自転車・同部分品製造業,6,38,26,-,38,26,-,9687,13034,27976,27071,236,400,-,269,14140,14140,-,-,-,-
3,3199,他に分類されない輸送用機械器具製造業,14,160,100,-,160,100,-,51974,87240,209243,149399,43502,8405,-,7937,112966,112966,-,-,-,-
1,3200,その他の製造業,536,9386,6125,74,9440,6177,20,4258871,11912096,21469018,17485714,943827,69008,702,2969767,8709161,8980504,3322461,407334,25670,258294
2,3210,貴金属・宝石製品製造業,59,866,494,2,867,494,1,370959,1291003,1973645,1652833,194702,934,-,125176,632848,645405,90864,5828,28,7953
