地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額(万円),在庫額／製造品／年初(万円),在庫額／製造品／年末(万円),在庫額／半製品及び仕掛品／年初(万円),在庫額／半製品及び仕掛品／年末(万円),在庫額／原材料及び燃料／年初(万円),在庫額／原材料及び燃料／年末(万円),有形固定資産額／年初現在高／土地(万円),有形固定資産額／年初現在高／土地以外(万円),有形固定資産額／取得額／土地(万円),有形固定資産額／取得額／土地以外／計(万円),有形固定資産額／取得額／土地以外／建物等(万円),有形固定資産額／取得額／土地以外／機械等(万円),有形固定資産額／取得額／土地以外／備品等(万円),有形固定資産額／除却額／土地(万円),有形固定資産額／除却額／土地以外(万円),有形固定資産額／減価償却額(万円),有形固定資産額／建設仮勘定／増(万円),有形固定資産額／建設仮勘定／減(万円),有形固定資産額／建設仮勘定／差引増減(万円),有形固定資産額／投資総額(万円)
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,31,輸送用機械器具製造業,2,x,x,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13203,武蔵野市,0,00,総数,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13203,武蔵野市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,0,00,総数,9,1937161,48093,50086,365712,318269,167972,206808,305111,513624,21550,30813,7437,12169,11207,-,2028,57077,12796,9323,3473,55836
2,13204,三鷹市,1,09,食料品製造業,1,x,-,-,-,-,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13204,三鷹市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13204,三鷹市,1,16,化学工業,1,x,x,x,-,-,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13204,三鷹市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13204,三鷹市,1,27,業務用機械器具製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,-,x
2,13204,三鷹市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13204,三鷹市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13204,三鷹市,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13205,青梅市,0,00,総数,48,12354501,694285,500333,948364,854845,813209,790095,1088787,3264312,89723,399582,121382,225116,53084,13376,162014,681381,186653,167795,18858,508163
2,13205,青梅市,1,09,食料品製造業,5,1088521,33799,42430,1504,2500,95389,98655,41690,159909,-,10108,1918,7681,509,-,65,15862,-,-,-,10108
2,13205,青梅市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,-,-,x,x,-,x,x,x,-,x,-,x,-,-,-,x
2,13205,青梅市,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x,x,-,-,-,x
2,13205,青梅市,1,15,印刷・同関連業,1,x,-,-,x,x,x,x,-,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13205,青梅市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x
2,13205,青梅市,1,22,鉄鋼業,1,x,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13205,青梅市,1,24,金属製品製造業,3,215186,18242,20419,18673,16665,5507,5425,40960,17587,-,1371,1371,-,-,-,-,1559,-,-,-,1371
2,13205,青梅市,1,26,生産用機械器具製造業,10,1240266,125114,108855,104978,122258,277793,169105,166762,289903,77550,132452,70005,50085,12362,-,131,36095,3158,3158,-,210002
2,13205,青梅市,1,27,業務用機械器具製造業,4,1395066,77770,54987,92697,108526,59115,44600,124150,128700,x,46487,23216,17575,5696,3364,15934,36781,4337,6499,-2162,x
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,4,3640959,339423,148541,347930,331733,198741,192495,214158,2068039,-,151105,13871,113058,24176,-,9092,514146,165200,142806,22394,173499
2,13205,青梅市,1,29,電気機械器具製造業,8,1227835,49924,72041,319658,201719,92213,178260,146586,182129,-,11593,561,6027,5005,-,118846,15563,2115,3028,-913,10680
2,13205,青梅市,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13205,青梅市,1,31,輸送用機械器具製造業,4,2561649,15723,11477,6952,14677,39813,48447,56182,155168,-,22097,878,16708,4511,-,6351,31175,11843,12304,-461,21636
2,13205,青梅市,1,32,その他の製造業,1,x,-,-,-,-,-,-,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13206,府中市,0,00,総数,36,63372088,1928686,2034549,13850122,13059128,1856076,2124532,733366,7509719,64132,2233508,481535,787713,964260,11218,46471,1472255,1704357,1488571,215786,2513426
2,13206,府中市,1,09,食料品製造業,6,2416032,3395,4105,4355,2170,29308,24880,154009,899514,-,53937,15497,37986,454,-,6053,108125,58240,29286,28954,82891
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13206,府中市,1,15,印刷・同関連業,5,1170836,2748,2455,30097,30621,22069,24307,25317,83277,2292,12177,2657,7336,2184,-,21,15286,-,-,-,14469
2,13206,府中市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13206,府中市,1,23,非鉄金属製造業,3,7049743,266491,353450,36556,150160,6436,10547,158026,50472,61614,4891,3750,135,1006,11218,50,8366,8258,-,8258,74763
2,13206,府中市,1,25,はん用機械器具製造業,3,677169,18574,15019,74829,84096,60408,64126,7099,136652,-,49007,3041,41706,4260,-,80,21692,8743,39316,-30573,18434
2,13206,府中市,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,x,x,x
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,3,1759110,454,382,144449,217389,121801,155756,18243,108931,-,83186,4281,72944,5961,-,483,28855,27992,29909,-1917,81269
2,13206,府中市,1,29,電気機械器具製造業,8,19049746,1324366,1438712,5710875,5489844,1469996,1702668,16574,2316157,-,460635,101011,154445,205179,-,24460,348375,544801,495076,49725,510360
2,13206,府中市,1,30,情報通信機械器具製造業,3,25812285,258092,166092,7805927,7045719,91246,81659,65635,2886228,-,1436851,286536,421505,728810,-,9390,796457,911883,765925,145958,1582809
2,13206,府中市,1,32,その他の製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,-,x
2,13207,昭島市,0,00,総数,30,42149773,1059359,922938,5042808,5823335,823660,864786,2275445,8244076,57461,2656432,354660,1017247,1284525,3327,240160,2069089,1966493,1784030,182463,2896356
2,13207,昭島市,1,09,食料品製造業,9,5924581,9026,8297,2985,3023,38206,37955,76372,440415,-,68898,21598,45135,2165,-,743,64404,3220,5039,-1819,67079
2,13207,昭島市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13207,昭島市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,-,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13207,昭島市,1,24,金属製品製造業,3,214219,6240,7247,5735,4926,8189,8113,41590,62326,x,10747,364,8060,2323,x,67,13256,x,-,x,x
2,13207,昭島市,1,26,生産用機械器具製造業,5,712987,9013,8758,225035,404244,14255,12490,61147,72312,x,35406,12667,18141,4598,-,912,7871,1958,-,1958,x
2,13207,昭島市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,-,x,x,x,x,-,x,-,x,x,x,x,x,x
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,3,17875163,359696,307209,357107,379775,159758,184196,144675,2780384,-,1583859,41952,844040,697867,-,42385,1353106,1676308,1503522,172786,1756645
2,13207,昭島市,1,29,電気機械器具製造業,5,14624962,512826,471355,3957264,4532707,416084,437854,458837,1241675,19149,677065,83680,52762,540623,1726,159039,336804,173987,123649,50338,746552
2,13207,昭島市,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13207,昭島市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,x,-,-,-,x
2,13208,調布市,0,00,総数,10,2736911,111896,110055,240650,241151,208414,196356,328830,688794,-,81006,9434,52486,19086,-,5171,92530,40842,28169,12673,93679
2,13208,調布市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13208,調布市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13208,調布市,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13208,調布市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13208,調布市,1,27,業務用機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13208,調布市,1,29,電気機械器具製造業,4,1848710,101048,99912,197895,202626,160082,165194,183335,524674,-,60395,7399,35669,17327,-,2903,69997,40842,28169,12673,73068
2,13209,町田市,0,00,総数,31,7187354,123569,113660,599750,605821,774936,786884,755561,1249692,55688,170141,72313,37219,60609,510,12184,141223,23401,18040,5361,231190
2,13209,町田市,1,09,食料品製造業,5,1876477,1822,2759,1435,3506,5692,6916,108888,459204,-,24511,5209,18437,865,510,2698,24092,-,-,-,24511
2,13209,町田市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13209,町田市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,1,x,-,-,x,x,x,x,-,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13209,町田市,1,25,はん用機械器具製造業,3,276378,10902,9992,15924,15509,7683,7826,60371,52352,-,5303,269,997,4037,-,71,11161,x,x,x,x
2,13209,町田市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13209,町田市,1,27,業務用機械器具製造業,4,1159683,16034,18274,333016,323147,280253,248866,51496,82272,-,28800,521,2432,25847,-,4918,21321,6176,7748,-1572,27228
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,3,135829,1259,1207,1319,919,21790,19456,22128,33377,-,27580,22273,4643,664,-,3246,5445,-,-,-,27580
2,13209,町田市,1,29,電気機械器具製造業,3,395445,16820,17588,7420,6210,21849,23464,93355,46207,-,863,107,260,496,-,-,1246,-,-,-,863
2,13209,町田市,1,30,情報通信機械器具製造業,6,1646915,2581,5158,167750,164077,225922,282564,119705,116515,-,27470,2624,8394,16452,-,214,26303,7233,2799,4434,31904
2,13209,町田市,1,32,その他の製造業,3,1055459,14865,13487,27159,45469,78388,86089,211095,154588,55688,43848,37862,429,5557,-,10,14540,65,-,65,99601
2,13210,小金井市,0,00,総数,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13210,小金井市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13211,小平市,0,00,総数,14,9930290,400762,307541,380723,378359,999512,999132,310094,1442768,-,176011,56823,71555,47633,2298,4639,232805,148514,141864,6650,182661
2,13211,小平市,1,09,食料品製造業,5,1267639,6177,4283,1062,443,15141,7793,152779,257792,-,12262,4394,7424,444,-,352,35307,1255,1255,-,12262
2,13211,小平市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13211,小平市,1,19,ゴム製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13211,小平市,1,25,はん用機械器具製造業,1,x,x,x,-,-,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13211,小平市,1,26,生産用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,-,x,-,x,-,-,-,x
2,13211,小平市,1,29,電気機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13211,小平市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13212,日野市,0,00,総数,15,26136848,812593,1427778,719942,916065,1054457,1145459,721448,7739555,2358,1106087,313802,377668,414617,230,365204,1128276,1183202,1035727,147475,1255920
2,13212,日野市,1,09,食料品製造業,1,x,x,x,-,-,x,x,x,x,-,-,-,-,-,-,-,x,x,-,x,x
2,13212,日野市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13212,日野市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,x,x,x
2,13212,日野市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13212,日野市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,-,x
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13212,日野市,1,29,電気機械器具製造業,4,12718015,749580,1374039,515731,616746,878979,991986,359749,2907588,-,240380,74839,75018,90523,-,283220,210910,252497,220166,32331,272711
2,13212,日野市,1,31,輸送用機械器具製造業,3,11999186,19424,20524,178669,276918,137485,115134,100750,3124869,2300,675081,207361,177109,290611,x,73640,654120,712674,654500,58174,735555
2,13213,東村山市,0,00,総数,26,6123080,204108,186882,482770,436110,458505,374343,1195834,981317,9093,113890,20503,76934,16453,26366,4979,147474,19088,4814,14274,137257
2,13213,東村山市,1,09,食料品製造業,8,2606270,89139,90200,1272,1401,20570,19106,447783,364730,-,51054,5311,43304,2439,-,2044,69083,-,1368,-1368,49686
2,13213,東村山市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,-,x,x,x,x,-,-,-,x
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13213,東村山市,1,15,印刷・同関連業,4,273560,7823,9382,3768,3390,5687,5623,412417,47086,-,2147,-,1614,533,-,1817,4220,-,-,-,2147
2,13213,東村山市,1,16,化学工業,4,436510,19364,29801,189692,180901,55139,54778,129954,98890,-,5908,1432,1596,2880,-,447,12307,19076,3446,15630,21538
2,13213,東村山市,1,24,金属製品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,x,-,x,-,-,-,x
2,13213,東村山市,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,4,472996,12262,10661,27634,11381,13050,10830,118950,61396,9093,12388,1969,7476,2943,-,48,11233,12,-,12,21493
2,13213,東村山市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13214,国分寺市,0,00,総数,5,1581780,137973,148560,206586,214808,178359,191058,623705,337884,-,30708,8833,4304,17571,-,1636,47424,x,x,227,30935
2,13214,国分寺市,1,15,印刷・同関連業,1,x,-,-,-,-,-,-,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13214,国分寺市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13214,国分寺市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13214,国分寺市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,-,x,-,-,-,x
2,13214,国分寺市,1,32,その他の製造業,1,x,x,x,-,-,x,x,-,x,-,x,x,x,-,-,x,x,x,x,x,x
2,13215,国立市,0,00,総数,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13215,国立市,1,09,食料品製造業,1,x,-,-,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13215,国立市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13218,福生市,0,00,総数,7,1531536,13713,12694,23472,21718,57590,60056,86145,92165,-,15257,524,14246,487,-,2170,8274,-,-,-,15257
2,13218,福生市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13218,福生市,1,15,印刷・同関連業,1,x,-,-,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13218,福生市,1,24,金属製品製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13218,福生市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13218,福生市,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13218,福生市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13219,狛江市,0,00,総数,4,346348,16341,13448,10402,11748,15683,20875,22314,27035,12191,10708,4935,4151,1622,-,360,6593,-,944,-944,21955
2,13219,狛江市,1,15,印刷・同関連業,3,x,x,x,x,x,x,x,x,x,12191,x,4935,x,1622,-,x,x,-,944,-944,x
2,13219,狛江市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13220,東大和市,0,00,総数,6,7587958,99656,94907,192391,210119,106501,106113,1639141,2388447,-,277324,30486,239179,7659,-,12968,288588,456229,293793,162436,439760
2,13220,東大和市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13220,東大和市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13220,東大和市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13220,東大和市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13220,東大和市,1,30,情報通信機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13221,清瀬市,0,00,総数,7,1827639,58623,88087,169954,162204,60488,65019,158280,523887,-,70788,33252,25179,12357,-,248,70234,26824,25823,1001,71789
2,13221,清瀬市,1,09,食料品製造業,1,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13221,清瀬市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13221,清瀬市,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13221,清瀬市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13221,清瀬市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13222,東久留米市,0,00,総数,7,10993170,384141,457752,192771,285875,150650,195408,1547171,2021726,x,295058,24278,180113,90667,-,6897,241268,49345,42911,6434,x
2,13222,東久留米市,1,09,食料品製造業,3,4408203,15906,15246,955,797,17205,19166,249769,693030,-,x,x,114621,30798,-,2765,131547,x,x,x,165378
2,13222,東久留米市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13222,東久留米市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13222,東久留米市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,30,7698961,90286,85849,554290,442269,265277,247714,1147725,1212223,33655,227476,31189,156957,39330,45743,106216,180725,24772,21429,3343,264474
2,13223,武蔵村山市,1,09,食料品製造業,8,3184743,22715,31094,2459,2166,36421,35793,220260,484337,-,74304,19399,49351,5554,-,2579,79850,12862,12814,48,74352
2,13223,武蔵村山市,1,11,繊維工業,1,x,x,x,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13223,武蔵村山市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,1,x,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13223,武蔵村山市,1,24,金属製品製造業,4,415791,-,-,3574,4683,2670,4246,134707,69508,-,33331,1949,30969,413,42773,1154,26605,9971,6716,3255,36586
2,13223,武蔵村山市,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,5,1382282,44664,32271,433127,261657,128084,108185,348497,281340,-,47330,5135,38632,3563,2909,82436,22335,50,50,-,47330
2,13223,武蔵村山市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x,-,-,-,x
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13223,武蔵村山市,1,29,電気機械器具製造業,4,269272,2617,2441,1662,1778,2127,2937,34607,35128,39,3271,1757,1397,117,61,901,4511,-,-,-,3310
2,13223,武蔵村山市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13224,多摩市,0,00,総数,9,2173339,72116,104304,226656,252561,131154,134901,233007,333976,-,37868,12939,18111,6818,-,1181,46857,39868,381,39487,77355
2,13224,多摩市,1,09,食料品製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,-,x,x,x,-,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13224,多摩市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,x,x,x,x
2,13224,多摩市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,x,x,x
2,13224,多摩市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13225,稲城市,0,00,総数,9,1728626,63588,57805,50969,53893,58013,56152,411211,988221,14579,113147,23159,74950,15038,24,5282,264656,88900,93119,-4219,123507
2,13225,稲城市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13225,稲城市,1,10,飲料・たばこ・飼料製造業,1,x,-,-,-,-,-,-,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,x,-,-,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13225,稲城市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x
2,13225,稲城市,1,29,電気機械器具製造業,1,x,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,-,x,x,x,x
2,13225,稲城市,1,30,情報通信機械器具製造業,1,x,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,x,x,x,x,x
2,13227,羽村市,0,00,総数,29,59080613,211841,256670,1123840,1242056,509727,581244,1094896,4916727,43931,1693596,579423,819994,294179,144,58131,1008607,1359866,1413485,-53619,1683908
2,13227,羽村市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13227,羽村市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13227,羽村市,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,3,1044278,3195,2826,334684,440962,3708,3889,202662,781184,-,46854,171,11484,35199,-,6354,140299,-,-,-,46854
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,x,x,x
2,13227,羽村市,1,29,電気機械器具製造業,5,1598668,29376,33503,45243,59703,91741,115870,44524,102405,-,58406,32970,1605,23831,-,429,27667,54940,54940,-,58406
2,13227,羽村市,1,31,輸送用機械器具製造業,9,50495989,17056,17806,592158,589803,275092,307114,247827,2343946,43931,753211,177229,373441,202541,144,37447,554073,799894,686879,113015,910157
2,13227,羽村市,1,32,その他の製造業,4,842667,37107,50465,6203,7509,27417,28979,33891,279308,-,25153,2000,17921,5232,-,6189,44451,1060,2388,-1328,23825
2,13228,あきる野市,0,00,総数,12,2398351,81533,74905,268027,203462,100764,110687,431313,379751,13758,95708,5674,23811,66223,-,4748,68739,7583,5564,2019,111485
2,13228,あきる野市,1,09,食料品製造業,1,x,-,-,-,-,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
