産業分類階層,産業コード,産業細分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
3,2464,電気めっき業（表面処理鋼材製造業を除く）,161,2913,2034,1,2913,2035,1,1218895,1048663,3508204,14030,3477543,-,-,16631,2182592,2278677,1207816,116026,75128,98066
3,2465,金属熱処理業,25,402,316,3,405,319,-,193253,226667,635653,221954,412370,-,-,1329,365510,378069,156568,14311,121,13328
3,2469,その他の金属表面処理業,80,1306,923,13,1319,935,-,622579,605502,1606547,695791,851938,816,-,58002,754732,929851,623389,93033,143,163636
2,2470,金属線製品製造業（ねじ類を除く),23,198,136,-,198,136,-,72064,200667,380297,335938,39234,-,-,5125,165614,165614,-,-,-,-
3,2471,くぎ製造業,1,4,3,-,4,3,-,x,x,x,-,x,-,-,-,x,x,-,-,-,-
3,2479,その他の金属線製品製造業,22,194,133,-,194,133,-,x,x,x,335938,x,-,-,5125,x,x,-,-,-,-
2,2480,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,110,1449,1070,2,1444,1068,7,586236,1302922,2603511,2129347,292886,-,536,180742,1207718,1208151,456688,33000,1785,18678
3,2481,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,110,1449,1070,2,1444,1068,7,586236,1302922,2603511,2129347,292886,-,536,180742,1207718,1208151,456688,33000,1785,18678
2,2490,その他の金属製品製造業,115,1476,1046,8,1478,1050,6,624775,972403,2235324,1943519,246706,17,1,45081,1151971,1167249,308086,16183,43,31650
3,2491,金庫製造業,1,9,7,-,9,7,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,2492,金属製スプリング製造業,48,578,418,3,577,419,4,x,x,x,x,16918,-,1,x,x,x,57659,124,43,6855
3,2499,他に分類されない金属製品製造業,66,889,621,5,892,624,2,396645,721794,1539487,1276764,229788,17,-,32918,746039,755981,250427,16059,-,24795
1,2500,はん用機械器具製造業,336,7392,5889,15,7401,5898,6,3758829,9710048,18120550,15538570,915884,1041243,1978,622875,7551978,7933225,3673932,515194,17732,306285
2,2510,ボイラ・原動機製造業,8,106,89,-,106,89,-,46996,56863,135649,49789,82091,-,42,3727,71714,72624,2070,143,-,494
3,2511,ボイラ製造業,1,4,4,-,4,4,-,x,x,x,x,-,-,x,-,x,x,-,-,-,-
3,2512,蒸気機関・タービン・水力タービン製造業（舶用を除く）,5,89,74,-,89,74,-,41255,53617,120660,34842,82091,-,-,3727,60892,61802,2070,143,-,494
3,2513,はん用内燃機関製造業,2,13,11,-,13,11,-,x,x,x,x,-,-,x,-,x,x,-,-,-,-
2,2520,ポンプ・圧縮機器製造業,75,2102,1580,1,2102,1580,1,1010068,2681893,5124311,4562879,186842,90448,-,284142,2142964,2264280,996330,137831,12812,81083
3,2521,ポンプ・同装置製造業,26,1188,899,-,1188,899,-,583358,1545625,3114580,3005544,74666,5844,-,28526,1355530,1453687,484533,93217,6704,51848
3,2522,空気圧縮機・ガス圧縮機・送風機製造業,16,291,224,-,291,224,-,142813,266589,527962,497074,14156,12932,-,3800,236727,241312,123292,18719,22,10343
3,2523,油圧・空圧機器製造業,33,623,457,1,623,457,1,283897,869679,1481769,1060261,98020,71672,-,251816,550707,569281,388505,25895,6086,18892
2,2530,一般産業用機械・装置製造業,123,2528,2010,4,2531,2012,1,1293592,3678383,6973183,6360640,352747,148228,562,111006,3012827,3154530,1426244,80369,812,90351
3,2531,動力伝導装置製造業（玉軸受、ころ軸受を除く）,45,727,555,-,727,555,-,321920,385766,1060016,843000,213614,977,555,1870,603748,622303,237038,8173,241,16375
3,2532,エレベータ・エスカレータ製造業,19,533,455,-,533,455,-,248002,531056,1094240,1070400,4477,9326,-,10037,493119,521817,197915,25615,329,28737
3,2533,物流運搬設備製造業,32,398,297,-,397,296,1,178339,402856,810331,708473,53726,12123,-,36009,379454,378630,6704,6530,-,1802
3,2534,工業窯炉製造業,5,41,31,-,41,31,-,18552,55424,87549,58468,9306,19768,7,-,29608,29608,-,-,-,-
3,2535,冷凍機・温湿調整装置製造業,22,829,672,4,833,675,-,526779,2303281,3921047,3680299,71624,106034,-,63090,1506898,1602172,984587,40051,242,43437
2,2590,その他のはん用機械・同部分品製造業,130,2656,2210,10,2662,2217,4,1408173,3292909,5887407,4565262,294204,802567,1374,224000,2324473,2441791,1249288,296851,4108,134357
3,2591,消火器具・消火装置製造業,3,68,57,-,68,57,-,25416,156733,233746,233746,-,-,-,-,72400,70660,26283,1756,-,2115
3,2592,弁・同附属品製造業,26,572,470,-,571,469,1,325961,691143,1394095,1290816,31935,1731,1364,68249,650695,658408,110228,61259,89,21205
3,2593,パイプ加工・パイプ附属品加工業,13,117,83,-,117,83,-,49265,90045,186180,136424,49459,-,-,297,88602,88602,-,-,-,-
3,2594,玉軸受・ころ軸受製造業,6,594,525,-,594,525,-,357354,910816,1344244,1281032,19201,-,-,44011,313300,416473,883340,138257,1974,97943
3,2596,他に分類されないはん用機械・装置製造業,15,436,364,7,443,371,-,249085,417185,859101,771546,26657,706,-,60192,406249,413266,58413,46019,1,5448
3,2599,各種機械・同部分品製造修理業（注文製造・修理）,67,869,711,3,869,712,3,401092,1026987,1870041,851698,166952,800130,10,51251,793227,794382,171024,49560,2044,7646
1,2600,生産用機械器具製造業,943,16754,13230,154,16891,13330,17,8237593,20360667,39130753,33796669,2015591,713603,451,2604439,17447046,17930958,9904489,1003793,140508,709375
2,2610,農業用機械製造業（農業用器具を除く）,5,146,110,-,146,110,-,64264,392957,502094,293727,1060,1492,-,205815,88332,100712,83019,1882,-,11063
3,2611,農業用機械製造業（農業用器具を除く）,5,146,110,-,146,110,-,64264,392957,502094,293727,1060,1492,-,205815,88332,100712,83019,1882,-,11063
2,2620,建設機械・鉱山機械製造業,33,961,791,1,962,792,-,459937,1178710,2528370,2150787,111065,204215,-,62303,1223333,1252914,1041051,138871,19154,67549
3,2621,建設機械・鉱山機械製造業,33,961,791,1,962,792,-,459937,1178710,2528370,2150787,111065,204215,-,62303,1223333,1252914,1041051,138871,19154,67549
2,2630,繊維機械製造業,4,62,38,-,62,38,-,23195,39018,76819,59368,5850,-,1,11600,33079,34858,9305,-,-,1933
3,2634,繊維機械部分品・取付具・附属品製造業,2,50,30,-,50,30,-,x,x,x,x,x,-,x,x,x,x,x,-,-,x
3,2635,縫製機械製造業,2,12,8,-,12,8,-,x,x,x,x,x,-,x,x,x,x,x,-,-,x
2,2640,生活関連産業用機械製造業,119,1804,1447,2,1804,1447,2,906342,2480659,4458195,3852202,141461,146253,139,318140,1780813,1833580,673272,33756,269,36962
3,2641,食品機械・同装置製造業,49,600,473,-,599,472,1,281693,808601,1421561,1188336,22551,41942,100,168632,566969,568205,161401,5227,105,4936
3,2642,木材加工機械製造業,1,14,12,-,14,12,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2643,パルプ装置・製紙機械製造業,2,15,9,-,15,9,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2644,印刷・製本・紙工機械製造業,30,464,364,-,463,363,1,240406,602765,1216667,1054917,110505,36505,39,14701,546880,571418,145687,7454,156,14442
3,2645,包装・荷造機械製造業,37,711,589,2,713,591,-,368450,1050859,1783700,1574038,7197,67806,-,134659,650527,677520,366184,21075,8,17584
2,2650,基礎素材産業用機械製造業,71,1152,911,108,1260,982,-,582838,1362612,2506432,2271411,66999,42482,10,125530,1030112,1063430,685380,12127,3693,32940
3,2651,鋳造装置製造業,5,54,48,-,54,48,-,27390,58829,109433,71074,22319,705,-,15335,46640,46640,-,-,-,-
3,2652,化学機械・同装置製造業,47,837,655,108,945,726,-,432962,1090754,1961576,1796998,24264,34607,-,105707,778989,811178,664666,11956,3693,29416
3,2653,プラスチック加工機械・同附属装置製造業,19,261,208,-,261,208,-,122486,213029,435423,403339,20416,7170,10,4488,204483,205612,20714,171,-,3524
2,2660,金属加工機械製造業,256,4077,3179,13,4081,3185,9,1966497,3716783,7615100,5808335,761045,160751,225,884744,3564400,3653317,2390682,118530,25592,224441
3,2661,金属工作機械製造業,23,795,654,13,808,666,-,431801,1015989,1922654,1349632,231804,110070,180,230968,832225,854202,695412,25244,3449,44261
3,2662,金属加工機械製造業（金属工作機械を除く）,12,534,459,-,534,459,-,242175,721157,1223101,1200478,1350,18831,42,2400,468052,488529,955588,47612,6354,136391
3,2663,金属工作機械用・金属加工機械用部分品・附属品製造業（機械工具、金型を除く）,160,1792,1338,-,1784,1333,8,835074,1548707,3327522,2321777,409050,22426,3,574266,1603442,1648629,471175,37306,14084,36025
3,2664,機械工具製造業（粉末や金業を除く）,61,956,728,-,955,727,1,457447,430930,1141823,936448,118841,9424,-,77110,660681,661957,268507,8368,1705,7764
2,2670,半導体・フラットパネルディスプレイ製造装置製造業,125,3603,2822,23,3626,2844,-,1832075,6413019,11546368,10897966,460354,16248,-,171800,5095053,5186339,2853591,287899,82125,205896
3,2671,半導体製造装置製造業,118,3436,2699,22,3458,2720,-,1745410,6138705,11054073,10454649,416456,14678,-,168290,4906992,4985079,2796866,285145,82125,201520
3,2672,フラットパネルディスプレイ製造装置製造業,7,167,123,1,168,124,-,86665,274314,492295,443317,43898,1570,-,3510,188061,201260,56725,2754,-,4376
2,2690,その他の生産用機械・同部分品製造業,330,4949,3932,7,4950,3932,6,2402445,4776909,9897375,8462873,467757,142162,76,824507,4631924,4805808,2168189,410728,9675,128591
3,2691,金属用金型・同部分品・附属品製造業,61,508,384,-,508,384,-,201179,266931,669252,523917,138521,3075,7,3732,371159,371159,-,-,-,-
3,2692,非金属用金型・同部分品・附属品製造業,117,1581,1274,3,1579,1272,5,722845,985132,2540387,2399666,65064,2604,69,72984,1397947,1436556,413626,27110,2346,30671
3,2693,真空装置・真空機器製造業,36,680,531,1,681,531,-,355947,572029,1247183,1074571,61609,37632,-,73371,625211,634530,313093,11046,120,26441
3,2694,ロボット製造業,16,421,334,2,423,336,-,188187,750495,1475509,989559,32655,46039,-,407256,684196,717423,341083,7543,3791,18754
3,2699,他に分類されない生産用機械・同部分品製造業,100,1759,1409,1,1759,1409,1,934287,2202322,3965044,3475160,169908,52812,-,267164,1553411,1646140,1100387,365029,3418,52725
1,2700,業務用機械器具製造業,488,13083,9573,206,13276,9743,13,6812325,15905315,30401621,27106320,494125,535387,24,2265765,13801519,13850796,5515453,526775,55421,366217
2,2710,事務用機械器具製造業,19,811,653,15,826,666,-,381085,1172043,1789081,1661069,32545,2320,-,93147,658989,584892,212836,48363,778,10184
3,2711,複写機製造業,10,202,162,12,214,172,-,103527,90105,298874,264729,32545,-,-,1600,187520,193453,139827,15672,673,3723
3,2719,その他の事務用機械器具製造業,9,609,491,3,612,494,-,277558,1081938,1490207,1396340,-,2320,-,91547,471469,391439,73009,32691,105,6461
2,2720,サービス用・娯楽用機械器具製造業,29,640,444,-,640,444,-,294186,800416,1494830,1394230,14849,40481,-,45270,672246,644418,697734,4287,305,14772
3,2721,サービス用機械器具製造業,8,130,99,-,130,99,-,x,x,x,x,x,x,-,x,x,x,21632,-,-,-
3,2722,娯楽用機械製造業,9,125,71,-,125,71,-,29322,93382,128096,115699,12397,-,-,-,65640,32034,115549,111,-,906
3,2723,自動販売機製造業,2,30,24,-,30,24,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
3,2729,その他のサービス用・娯楽用機械器具製造業,10,355,250,-,355,250,-,185930,359374,837852,765787,456,32006,-,39603,437806,444445,560553,4176,305,13866
2,2730,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,261,6899,5164,60,6949,5210,10,3568510,6536397,13560083,11828026,261162,367753,24,1103118,6595540,6619013,2830126,192620,30740,157017
3,2731,体積計製造業,7,104,77,-,103,76,1,47617,66509,160765,149375,2030,9360,-,-,85001,88005,14914,2433,-,789
3,2732,はかり製造業,7,94,80,-,94,80,-,39652,95364,161212,135572,6970,1279,-,17391,60690,60690,-,-,-,-
3,2733,圧力計・流量計・液面計等製造業,27,457,325,-,457,325,-,200256,309201,666080,597883,34654,4139,-,29404,335219,339722,166411,3584,1055,3674
3,2734,精密測定器製造業,30,528,404,8,535,410,1,230547,355887,825497,761960,46522,2426,13,14576,424379,436355,183736,45305,17138,10921
3,2735,分析機器製造業,31,1076,791,22,1096,807,2,584263,1184788,2425725,2084841,35823,40102,-,264959,1145831,1156849,166232,38427,534,25881
3,2736,試験機製造業,28,663,562,5,667,566,1,417502,1153510,2121007,1933472,32085,123183,-,32267,1021252,947468,364424,12439,402,18550
3,2737,測量機械器具製造業,6,644,508,-,644,508,-,259301,395144,945213,894377,-,3373,-,47463,495290,510538,38668,4191,4918,9879
3,2738,理化学機械器具製造業,33,632,464,-,627,461,5,320065,747215,1472879,998369,14022,26460,-,434028,688037,677985,220193,3315,-,7011
3,2739,その他の計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,92,2701,1953,25,2726,1977,-,1469307,2228779,4781705,4272177,89056,157431,11,263030,2339841,2401401,1675548,82926,6693,80312
2,2740,医療用機械器具・医療用品製造業,132,3780,2663,130,3908,2774,2,2117034,6330659,11570911,10364176,108111,117510,-,981114,5044720,5115972,1639855,253536,21438,146661
3,2741,医療用機械器具製造業,79,2576,1889,130,2706,2002,-,1557663,5225226,9031553,8083627,75103,109248,-,763575,3721362,3785263,1129249,200155,12650,117633
3,2742,歯科用機械器具製造業,15,540,377,-,540,377,-,272019,691224,1540034,1526498,2393,5506,-,5637,790459,790420,420806,51420,7469,23608
3,2743,医療用品製造業（動物用医療機械器具を含む）,30,568,345,-,567,344,1,250375,292188,805629,595052,236,2756,-,207585,466502,473892,89800,1961,1319,5420
3,2744,歯科材料製造業,8,96,52,-,95,51,1,36977,122021,193695,158999,30379,-,-,4317,66397,66397,-,-,-,-
2,2750,光学機械器具・レンズ製造業,44,935,634,1,935,634,1,443420,1057262,1967060,1850163,66458,7323,-,43116,819777,876254,134902,27969,2160,37583
3,2751,顕微鏡・望遠鏡等製造業,13,170,118,-,170,118,-,60224,77970,207671,170923,12453,7196,-,17099,120530,120427,273,747,-,59
3,2752,写真機・映画用機械・同附属品製造業,14,207,150,-,207,150,-,81668,159704,278674,244446,33091,112,-,1025,109823,110270,17960,-,-,1109
3,2753,光学機械用レンズ・プリズム製造業,17,558,366,1,558,366,1,301528,819588,1480715,1434794,20914,15,-,24992,589424,645557,116669,27222,2160,36415
2,2760,武器製造業,3,18,15,-,18,15,-,8090,8538,19656,8656,11000,-,-,-,10247,10247,-,-,-,-
3,2761,武器製造業,3,18,15,-,18,15,-,8090,8538,19656,8656,11000,-,-,-,10247,10247,-,-,-,-
1,2800,電子部品・デバイス・電子回路製造業,246,9760,6779,398,10153,7123,5,5131532,19335557,32547606,30769380,x,x,x,704610,10668801,13185449,8959067,2266696,72846,2347524
2,2810,電子デバイス製造業,4,396,305,1,397,306,-,196651,552436,873138,791128,81860,-,-,150,239783,349008,368902,81343,3453,112927
3,2811,電子管製造業,1,25,21,-,25,21,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2812,光電変換素子製造業,1,119,108,-,119,108,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2813,半導体素子製造業（光電変換素子を除く）,1,127,98,1,128,99,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2814,集積回路製造業,1,125,78,-,125,78,-,x,x,x,-,x,-,-,x,x,x,-,-,-,-
2,2820,電子部品製造業,57,2946,2145,241,3187,2355,-,1682179,11570471,19267990,19161582,84966,2149,-,19293,6451107,7858462,3142248,1600429,41547,1377216
3,2821,抵抗器・コンデンサ・変成器・複合部品製造業,18,328,194,-,328,194,-,126797,189369,405106,397284,-,2080,-,5742,193849,200302,44671,2599,-,5542
3,2822,音響部品・磁気ヘッド・小形モータ製造業,6,54,35,-,54,35,-,19486,22425,50594,47866,700,69,-,1959,25990,25990,-,-,-,-
3,2823,コネクタ・スイッチ・リレー製造業,33,2564,1916,241,2805,2126,-,1535896,11358677,18812290,18716432,84266,-,-,11592,6231268,7632170,3097577,1597830,41547,1371674
2,2830,記録メディア製造業,3,53,31,-,53,31,-,16916,12994,40530,1065,x,x,-,1796,25379,25379,-,-,-,-
3,2831,半導体メモリメディア製造業,2,47,26,-,47,26,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2832,光ディスク・磁気ディスク・磁気テープ製造業,1,6,5,-,6,5,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
2,2840,電子回路製造業,78,2097,1370,52,2146,1412,3,883435,2911531,4478696,3687489,568645,458,-,222104,1474827,1469221,617075,82675,6775,43416
3,2841,電子回路基板製造業,35,958,663,13,971,674,-,373438,906007,1616127,1382538,200546,-,-,33043,616582,655264,333680,13153,339,18837
3,2842,電子回路実装基板製造業,43,1139,707,39,1175,738,3,509997,2005524,2862569,2304951,368099,458,-,189061,858245,813957,283395,69522,6436,24579
2,2850,ユニット部品製造業,11,207,138,-,207,138,-,91669,202706,429913,336192,75828,x,x,17287,216730,211407,174908,2908,922,3838
3,2851,電源ユニット・高周波ユニット・コントロールユニット製造業,6,128,78,-,128,78,-,52583,115046,220521,160686,51206,x,x,8023,97436,99058,49618,2028,922,2930
3,2859,その他のユニット部品製造業,5,79,60,-,79,60,-,39086,87660,209392,175506,24622,-,-,9264,119294,112349,125290,880,-,908
2,2890,その他の電子部品・デバイス・電子回路製造業,93,4061,2790,104,4163,2881,2,2260682,4085419,7457339,6791924,220135,-,1300,443980,2260975,3271972,4655934,499341,20149,810127
3,2899,その他の電子部品・デバイス・電子回路製造業,93,4061,2790,104,4163,2881,2,2260682,4085419,7457339,6791924,220135,-,1300,443980,2260975,3271972,4655934,499341,20149,810127
1,2900,電気機械器具製造業,570,23903,18653,497,24394,19113,6,13652482,43195542,77400301,67803318,1674000,687923,1487,7233573,32979803,32894392,11816721,1767309,601979,1176249
2,2910,発電用・送電用・配電用電気機械器具製造業,218,9881,7903,138,10018,8020,1,5024655,19913861,24725669,23466856,718428,171589,1313,367483,4028419,4613978,5008270,607745,102454,487546
3,2911,発電機・電動機・その他の回転電気機械製造業,21,576,418,1,576,418,1,231800,941991,1590028,1409145,7042,167165,-,6676,661138,600158,422136,8614,29,14255
3,2912,変圧器類製造業（電子機器用を除く),23,569,361,1,570,362,-,215126,434040,788107,772109,5274,1004,-,9720,315926,326918,216121,3497,138,8886
3,2913,電力開閉装置製造業,14,618,421,21,639,439,-,254962,483299,1121222,965467,118003,1014,-,36738,582732,595459,354105,14651,4511,13359
3,2914,配電盤・電力制御装置製造業,136,7710,6470,112,7822,6565,-,4171462,17710553,20603895,19822831,557803,2309,1313,219639,2216045,2833774,3958235,574155,97700,447339
3,2915,配線器具・配線附属品製造業,24,408,233,3,411,236,-,151305,343978,622417,497304,30306,97,-,94710,252578,257669,57673,6828,76,3707
2,2920,産業用電気機械器具製造業,72,2184,1611,11,2193,1621,2,x,x,x,x,x,10566,133,56541,x,x,466539,45756,7563,62438
3,2921,電気溶接機製造業,8,107,73,-,107,73,-,x,x,x,x,x,1151,-,2267,x,x,-,-,-,-
3,2922,内燃機関電装品製造業,13,267,126,-,266,126,1,104530,169531,293756,270576,23047,-,133,-,112942,115031,50231,225,-,1213
3,2929,その他の産業用電気機械器具製造業（車両用、船舶用を含む）,51,1810,1412,11,1820,1422,1,956288,4637834,6429937,6034083,332165,9415,-,54274,1598547,1825567,416308,45531,7563,61225
2,2930,民生用電気機械器具製造業,35,715,430,-,714,429,1,270410,658392,1301926,1124241,82796,46919,-,47970,589867,597345,128241,6269,-,6497
3,2931,ちゅう房機器製造業,9,126,101,-,126,101,-,58433,130372,253944,214994,-,34354,-,4596,113959,113959,-,-,-,-
3,2932,空調・住宅関連機器製造業,14,398,210,-,398,210,-,143883,311627,606621,532255,65857,8509,-,-,265539,273017,128241,6269,-,6497
3,2933,衣料衛生関連機器製造業,3,54,26,-,54,26,-,21015,137298,201070,159812,310,-,-,40948,61152,61152,-,-,-,-
3,2939,その他の民生用電気機械器具製造業,9,137,93,-,136,92,1,47079,79095,240291,217180,16629,4056,-,2426,149217,149217,-,-,-,-
2,2940,電球・電気照明器具製造業,47,790,491,50,840,539,-,349669,2005384,2846473,2576765,109698,12879,41,147090,799397,788120,419307,76349,113635,26483
3,2941,電球製造業,7,169,100,46,215,144,-,75905,251201,542232,537604,-,-,-,4628,283888,268523,146216,3917,113635,1242
3,2942,電気照明器具製造業,40,621,391,4,625,395,-,273764,1754183,2304241,2039161,109698,12879,41,142462,515509,519597,273091,72432,-,25241
2,2950,電池製造業,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2951,蓄電池製造業,1,9,6,-,9,6,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
2,2960,電子応用装置製造業,80,6763,5491,255,7018,5739,-,4945331,12309845,34607894,27895647,138865,207279,-,6366103,22490009,21464599,4442034,906200,372110,477605
3,2961,Ｘ線装置製造業,11,581,443,31,612,471,-,391190,1350911,2915851,2803979,27494,82015,-,2363,1537070,1544635,631093,138280,26995,78965
3,2962,医療用電子応用装置製造業,13,1900,1479,2,1902,1481,-,1599375,4085344,15135462,8835102,1271,1081,-,6298008,11118084,10395854,1931654,116141,210132,78853
3,2969,その他の電子応用装置製造業,56,4282,3569,222,4504,3787,-,2954766,6873590,16556581,16256566,110100,124183,-,65732,9834855,9524110,1879287,651779,134983,319787
2,2970,電気計測器製造業,102,3342,2620,42,3382,2657,2,1886101,3250328,6740610,6132499,209921,233620,-,164570,3172754,3301148,1337961,118439,6217,114406
3,2971,電気計測器製造業（別掲を除く）,57,2256,1818,33,2287,1848,2,1287224,2204837,4428500,4016341,82087,195446,-,134626,2048365,2112597,978902,106969,5202,88193
3,2972,工業計器製造業,32,862,673,9,871,680,-,517691,914159,2037064,1929675,43464,37779,-,26146,994412,1055443,335302,8761,81,23447
3,2973,医療用計測器製造業,13,224,129,-,224,129,-,81186,131332,275046,186483,84370,395,-,3798,129977,133108,23757,2709,934,2766
2,2990,その他の電気機械器具製造業,15,219,101,1,220,102,-,77785,192581,326401,204426,33088,5071,-,83816,123347,124083,14369,6551,-,1274
3,2999,その他の電気機械器具製造業,15,219,101,1,220,102,-,77785,192581,326401,204426,33088,5071,-,83816,123347,124083,14369,6551,-,1274
1,3000,情報通信機械器具製造業,113,8092,6485,257,8347,6723,2,5485421,26411864,47766683,41023823,388630,50765,-,6303465,18029786,19946662,5219068,1607210,20722,992719
2,3010,通信機械器具・同関連機械器具製造業,44,5878,5027,229,6107,5241,-,4520035,24328849,43825000,37413315,216589,1977,-,6193119,16311455,18178036,4298584,1522714,19733,925437
3,3011,有線通信機械器具製造業,9,216,171,3,219,174,-,133922,273262,506256,470012,14411,1583,-,20250,234840,216926,65226,311,-,2787
3,3012,携帯電話機・PHS電話機製造業,1,14,3,-,14,3,-,x,x,x,-,x,-,-,-,x,x,-,-,-,-
3,3013,無線通信機械器具製造業,17,5121,4455,226,5347,4666,-,4033749,22978474,41592163,35257791,163962,323,-,6170087,15497593,17353035,4072886,1509090,18562,911619
3,3015,交通信号保安装置製造業,9,129,94,-,129,94,-,63696,146700,291581,291467,-,-,-,114,133616,133616,-,-,-,-
3,3019,その他の通信機械器具・同関連機械器具製造業,8,398,304,-,398,304,-,x,x,x,1394045,x,71,-,2668,x,x,160472,13313,1171,11031
2,3020,映像・音響機械器具製造業,40,1392,855,27,1417,878,2,588550,1301363,2308945,2155565,84188,19805,-,49387,938280,976748,604917,55411,453,38955
3,3021,ビデオ機器製造業,8,186,117,-,184,116,2,71151,221300,393932,367477,14021,4974,-,7460,157041,161588,110944,6197,15,6945
3,3022,デジタルカメラ製造業,4,124,57,8,132,64,-,48902,180138,225065,211072,8931,-,-,5062,49351,52387,13719,1815,-,2033
3,3023,電気音響機械器具製造業,28,1082,681,19,1101,698,-,468497,899925,1689948,1577016,61236,14831,-,36865,731888,762773,480254,47399,438,29977
2,3030,電子計算機・同附属装置製造業,29,822,603,1,823,604,-,376836,781652,1632738,1454943,87853,28983,-,60959,780051,791878,315567,29085,536,28327
3,3031,電子計算機製造業（パーソナルコンピュータを除く）,5,362,263,1,363,264,-,167978,387704,728105,678262,38764,2451,-,8628,324393,317821,38684,11588,536,9777
3,3032,パーソナルコンピュータ製造業,3,42,26,-,42,26,-,17392,62706,117149,116193,-,401,-,555,50178,50178,-,-,-,-
3,3033,外部記憶装置製造業,4,47,31,-,47,31,-,17781,11005,42238,23403,18835,-,-,-,28785,28785,-,-,-,-
3,3034,印刷装置製造業,5,201,165,-,201,165,-,99308,170712,382157,306523,3361,24068,-,48205,180781,197605,245643,12673,-,17577
3,3035,表示装置製造業,5,82,65,-,82,65,-,40898,90460,245162,234374,7177,2063,-,1548,141279,142854,31240,4824,-,973
3,3039,その他の附属装置製造業,7,88,53,-,88,53,-,33479,59065,117927,96188,19716,-,-,2023,54635,54635,-,-,-,-
1,3100,輸送用機械器具製造業,267,20539,17540,502,21037,18010,4,12793122,74219164,120874578,117746218,1751027,47643,2054,1327636,43426931,43485360,16037314,3260651,203758,2280974
2,3110,自動車・同附属品製造業,168,15323,13263,402,15722,13638,3,9785700,58009022,71495309,70252926,1088501,26759,708,126415,11302722,12598612,7792101,1772258,181760,1386368
3,3111,自動車製造業（二輪自動車を含む）,4,4056,3901,39,4095,3940,-,2708902,41059882,48774023,48733328,40695,-,-,-,6685342,7176280,2236862,670594,36251,490154
3,3112,自動車車体・附随車製造業,4,218,199,-,218,199,-,115145,397974,648061,621844,3094,20862,-,2261,216747,231830,54849,4905,34,4548
3,3113,自動車部分品・附属品製造業,160,11049,9163,363,11409,9499,3,6961653,16551166,22073225,20897754,1044712,5897,708,124154,4400633,5190502,5500390,1096759,145475,891666
2,3120,鉄道車両・同部分品製造業,31,816,694,-,816,694,-,355168,716183,1480386,1278234,147893,9242,1346,43671,689358,706181,256829,27596,9,15116
3,3121,鉄道車両製造業,2,260,252,-,260,252,-,x,x,x,x,-,-,x,x,x,x,x,x,x,x
3,3122,鉄道車両用部分品製造業,29,556,442,-,556,442,-,x,x,x,x,147893,9242,x,x,x,x,x,x,x,x
2,3130,船舶製造・修理業、舶用機関製造業,10,140,112,-,140,112,-,68993,257325,412299,357988,53521,-,-,790,64725,146804,128510,4756,1924,5084
3,3131,船舶製造・修理業,5,102,85,-,102,85,-,57924,213531,317838,277929,39119,-,-,790,18027,100106,128510,4756,1924,5084
3,3134,舶用機関製造業,5,38,27,-,38,27,-,11069,43794,94461,80059,14402,-,-,-,46698,46698,-,-,-,-
2,3140,航空機・同附属品製造業,29,3925,3238,100,4024,3333,1,2464750,15038160,47031482,45469798,414692,-,-,1146992,31137076,29794471,7790719,1443026,20053,868155
3,3142,航空機用原動機製造業,9,2799,2300,48,2847,2344,-,1817237,13505873,43409780,43253894,155886,-,-,-,29424211,27734710,3022300,1162182,4169,574090
3,3149,その他の航空機部分品・補助装置製造業,20,1126,938,52,1177,989,1,647513,1532287,3621702,2215904,258806,-,-,1146992,1712865,2059761,4768419,280844,15884,294065
2,3150,産業用運搬車両・同部分品・附属品製造業,9,136,108,-,136,108,-,53991,107327,211133,205852,3484,1797,-,-,90469,96711,69155,13015,12,6251
