地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円)
2,13120,練馬区,1,26,生産用機械器具製造業,6,77,62,-,77,62,-,36550,49474,120480,85437,12426,4264,-,18353,65444,65444
2,13120,練馬区,1,27,業務用機械器具製造業,8,51,30,-,51,30,-,x,x,x,x,x,x,-,-,x,x
2,13120,練馬区,1,28,電子部品・デバイス・電子回路製造業,1,14,7,-,14,7,-,x,x,x,x,-,-,-,-,x,x
2,13120,練馬区,1,29,電気機械器具製造業,10,112,78,-,112,78,-,x,x,x,x,x,x,x,x,x,x
2,13120,練馬区,1,31,輸送用機械器具製造業,3,30,18,-,30,18,-,x,x,x,x,-,-,-,x,x,x
2,13120,練馬区,1,32,その他の製造業,7,74,49,-,74,49,-,26718,38151,99350,70454,19986,59,163,8688,56418,56418
2,13121,足立区,0,00,総数,643,6499,4197,-,6448,4159,51,2351762,5038230,9983774,8070893,1480419,92919,3023,336520,4571386,4571386
2,13121,足立区,1,09,食料品製造業,38,413,172,-,411,170,2,102430,275512,508896,432440,20395,-,-,56061,216064,216064
2,13121,足立区,1,11,繊維工業,33,317,132,-,306,123,11,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,12,木材・木製品製造業（家具を除く）,2,13,12,-,13,12,-,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,13,家具・装備品製造業,33,230,161,-,225,158,5,x,x,x,x,x,-,-,-,x,x
2,13121,足立区,1,14,パルプ・紙・紙加工品製造業,41,437,297,-,436,296,1,155975,355347,737294,588610,144025,-,28,4631,352023,352023
2,13121,足立区,1,15,印刷・同関連業,60,677,491,-,677,491,-,279097,537067,1137063,767857,366438,-,536,2232,553055,553055
2,13121,足立区,1,16,化学工業,13,132,66,-,132,66,-,49155,145769,258197,200048,17471,-,-,40678,103707,103707
2,13121,足立区,1,17,石油製品・石炭製品製造業,2,31,24,-,31,24,-,x,x,x,x,-,-,-,x,x,x
2,13121,足立区,1,18,プラスチック製品製造業（別掲を除く）,51,537,319,-,535,317,2,172542,323390,704746,536944,138728,-,-,29074,351484,351484
2,13121,足立区,1,19,ゴム製品製造業,16,179,108,-,178,107,1,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,20,なめし革・同製品・毛皮製造業,41,386,224,-,374,217,12,117416,386613,645704,588509,22355,2616,-,32224,238798,238798
2,13121,足立区,1,21,窯業・土石製品製造業,4,50,30,-,50,30,-,30489,158085,260030,258230,-,-,-,1800,94028,94028
2,13121,足立区,1,22,鉄鋼業,5,61,48,-,61,48,-,x,x,x,x,x,-,x,x,x,x
2,13121,足立区,1,23,非鉄金属製造業,4,77,51,-,77,51,-,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,24,金属製品製造業,137,1340,954,-,1331,948,9,502540,737223,1729114,1342004,355133,1648,961,29368,914341,914341
2,13121,足立区,1,25,はん用機械器具製造業,24,217,151,-,216,150,1,x,x,x,x,x,x,x,x,x,x
2,13121,足立区,1,26,生産用機械器具製造業,53,587,451,-,585,449,2,268509,599420,1085686,949525,33946,76386,67,25762,449360,449360
2,13121,足立区,1,27,業務用機械器具製造業,11,72,45,-,72,45,-,23420,32283,71164,57206,9581,998,11,3368,36196,36196
2,13121,足立区,1,28,電子部品・デバイス・電子回路製造業,2,17,12,-,17,12,-,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,29,電気機械器具製造業,20,206,139,-,206,139,-,x,x,x,x,x,x,-,x,x,x
2,13121,足立区,1,30,情報通信機械器具製造業,2,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x
2,13121,足立区,1,31,輸送用機械器具製造業,9,93,59,-,91,58,2,x,x,x,x,x,-,-,x,x,x
2,13121,足立区,1,32,その他の製造業,42,417,242,-,414,239,3,150159,317251,586723,523605,60966,395,76,1681,251390,251390
2,13122,葛飾区,0,00,総数,572,5789,3502,-,5750,3474,39,2066688,3990390,8150085,6422627,1443860,19736,242,263620,3839526,3839526
2,13122,葛飾区,1,09,食料品製造業,22,247,106,-,245,105,2,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,10,飲料・たばこ・飼料製造業,1,6,5,-,5,4,1,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,11,繊維工業,18,162,90,-,161,89,1,x,x,x,x,x,x,-,x,x,x
2,13122,葛飾区,1,12,木材・木製品製造業（家具を除く）,2,12,8,-,12,8,-,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,13,家具・装備品製造業,11,87,54,-,86,53,1,27697,54949,105933,86455,9996,-,-,9482,47006,47006
2,13122,葛飾区,1,14,パルプ・紙・紙加工品製造業,26,256,148,-,251,145,5,79232,173485,332109,293792,32869,-,-,5448,146197,146197
2,13122,葛飾区,1,15,印刷・同関連業,46,533,300,-,529,298,4,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,16,化学工業,4,80,48,-,80,48,-,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,18,プラスチック製品製造業（別掲を除く）,49,453,254,-,451,252,2,172403,353634,714865,602227,107047,-,-,5591,333024,333024
2,13122,葛飾区,1,19,ゴム製品製造業,52,519,312,-,508,304,11,x,x,x,x,x,-,-,x,x,x
2,13122,葛飾区,1,20,なめし革・同製品・毛皮製造業,16,145,72,-,145,72,-,48860,94497,196326,182327,13647,-,-,352,93882,93882
2,13122,葛飾区,1,21,窯業・土石製品製造業,7,95,61,-,94,60,1,46805,289933,366855,358157,8632,-,-,66,70897,70897
2,13122,葛飾区,1,22,鉄鋼業,2,8,7,-,8,7,-,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,23,非鉄金属製造業,11,104,56,-,103,55,1,40757,53043,123552,91588,15766,-,13,16185,64986,64986
2,13122,葛飾区,1,24,金属製品製造業,143,1405,900,-,1398,896,7,504935,829764,1915902,1278763,591101,-,183,45855,1001632,1001632
2,13122,葛飾区,1,25,はん用機械器具製造業,8,84,60,-,83,59,1,x,x,x,x,x,x,-,-,x,x
2,13122,葛飾区,1,26,生産用機械器具製造業,67,668,499,-,668,499,-,x,x,x,x,x,x,-,x,x,x
2,13122,葛飾区,1,27,業務用機械器具製造業,17,180,117,-,179,116,1,x,x,x,x,x,x,-,x,x,x
2,13122,葛飾区,1,28,電子部品・デバイス・電子回路製造業,3,55,24,-,55,24,-,12661,32159,58666,52166,6500,-,-,-,24447,24447
2,13122,葛飾区,1,29,電気機械器具製造業,14,175,101,-,175,101,-,64160,172418,311908,261652,46497,720,-,3039,128571,128571
2,13122,葛飾区,1,30,情報通信機械器具製造業,1,18,4,-,18,4,-,x,x,x,x,-,-,-,-,x,x
2,13122,葛飾区,1,31,輸送用機械器具製造業,10,77,49,-,77,49,-,29231,64958,139980,79872,58249,1797,-,62,69144,69144
2,13122,葛飾区,1,32,その他の製造業,42,420,227,-,419,226,1,144921,355390,639739,485191,83059,-,46,71443,263083,263083
2,13123,江戸川区,0,00,総数,580,5799,3758,-,5765,3736,34,2239755,4958397,9728203,7556974,1521622,110519,3480,535608,4399708,4399708
2,13123,江戸川区,1,09,食料品製造業,26,318,159,-,316,157,2,91238,220258,421973,404756,7410,-,-,9807,186770,186770
2,13123,江戸川区,1,11,繊維工業,38,295,116,-,287,112,8,76251,118543,267167,165567,98509,-,-,3091,137008,137008
2,13123,江戸川区,1,12,木材・木製品製造業（家具を除く）,2,24,23,-,24,23,-,x,x,x,x,x,-,-,-,x,x
2,13123,江戸川区,1,13,家具・装備品製造業,21,162,115,-,156,111,6,62158,126283,242633,223706,18927,-,-,-,107238,107238
2,13123,江戸川区,1,14,パルプ・紙・紙加工品製造業,22,242,133,-,242,133,-,74182,158100,333668,244562,72845,-,-,16261,161814,161814
2,13123,江戸川区,1,15,印刷・同関連業,49,496,301,-,494,300,2,196598,208930,593712,306000,263920,-,66,23726,354665,354665
2,13123,江戸川区,1,16,化学工業,10,137,77,-,136,76,1,x,x,x,x,x,-,-,x,x,x
2,13123,江戸川区,1,18,プラスチック製品製造業（別掲を除く）,48,505,257,-,504,257,1,149407,327202,659138,532954,97137,-,-,29047,306100,306100
2,13123,江戸川区,1,19,ゴム製品製造業,12,142,72,-,140,70,2,x,x,x,x,x,-,x,-,x,x
2,13123,江戸川区,1,20,なめし革・同製品・毛皮製造業,6,54,22,-,52,21,2,x,x,x,x,-,x,-,-,x,x
2,13123,江戸川区,1,21,窯業・土石製品製造業,14,146,103,-,146,103,-,x,x,x,x,x,-,-,x,x,x
2,13123,江戸川区,1,22,鉄鋼業,11,91,76,-,91,76,-,x,x,x,x,x,-,x,x,x,x
2,13123,江戸川区,1,23,非鉄金属製造業,7,73,52,-,73,52,-,36831,43106,154044,132493,4383,-,-,17168,102327,102327
2,13123,江戸川区,1,24,金属製品製造業,140,1351,952,-,1348,949,3,560480,1206695,2362199,1618427,505699,15174,2185,220714,1065178,1065178
2,13123,江戸川区,1,25,はん用機械器具製造業,31,257,182,-,257,182,-,x,x,x,x,x,x,-,x,x,x
2,13123,江戸川区,1,26,生産用機械器具製造業,68,783,639,-,779,638,4,347898,699015,1413805,1183532,167025,52848,3,10397,660471,660471
2,13123,江戸川区,1,27,業務用機械器具製造業,17,157,107,-,156,106,1,x,x,x,x,x,x,-,x,x,x
2,13123,江戸川区,1,28,電子部品・デバイス・電子回路製造業,2,11,9,-,11,9,-,x,x,x,-,x,-,-,-,x,x
2,13123,江戸川区,1,29,電気機械器具製造業,19,178,127,-,177,126,1,x,x,x,x,x,-,-,x,x,x
2,13123,江戸川区,1,30,情報通信機械器具製造業,1,8,5,-,8,5,-,x,x,x,-,x,-,-,-,x,x
2,13123,江戸川区,1,31,輸送用機械器具製造業,13,117,81,-,117,81,-,x,x,x,x,x,x,-,x,x,x
2,13123,江戸川区,1,32,その他の製造業,23,252,150,-,251,149,1,x,x,x,x,x,x,-,x,x,x
1,13200,市部,0,00,総数,1646,19921,13026,180,20051,13139,50,7798791,17602849,34784590,28343223,4318223,221914,2459,1898771,15886397,15886397
1,13200,市部,1,09,食料品製造業,110,1460,675,1,1454,669,7,389639,1697149,2621031,2045088,37616,-,-,538327,855963,855963
1,13200,市部,1,10,飲料・たばこ・飼料製造業,12,196,93,-,195,92,1,63021,79763,219042,x,15232,-,-,x,118736,118736
1,13200,市部,1,11,繊維工業,40,390,115,-,389,114,1,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,12,木材・木製品製造業（家具を除く）,6,59,48,-,59,48,-,26715,47989,83447,73282,x,-,-,x,32681,32681
1,13200,市部,1,13,家具・装備品製造業,40,328,237,-,325,235,3,125620,220509,440165,398022,40394,-,257,1492,202451,202451
1,13200,市部,1,14,パルプ・紙・紙加工品製造業,31,413,258,-,412,257,1,x,x,x,x,x,-,x,x,x,x
1,13200,市部,1,15,印刷・同関連業,119,1224,715,10,1232,715,2,x,x,x,x,x,-,x,x,x,x
1,13200,市部,1,16,化学工業,19,253,130,-,252,129,1,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,17,石油製品・石炭製品製造業,5,79,62,-,79,62,-,45428,606653,870775,774590,-,-,-,96185,243432,243432
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,107,1261,748,-,1259,747,2,465041,963655,2043868,1785777,166685,418,-,90988,996290,996290
1,13200,市部,1,19,ゴム製品製造業,6,86,29,1,87,30,-,x,x,x,x,x,-,x,x,x,x
1,13200,市部,1,20,なめし革・同製品・毛皮製造業,1,9,5,-,9,5,-,x,x,x,x,-,x,-,x,x,x
1,13200,市部,1,21,窯業・土石製品製造業,43,628,524,1,627,524,2,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,22,鉄鋼業,12,154,127,-,154,127,-,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,23,非鉄金属製造業,22,251,160,-,250,159,1,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,24,金属製品製造業,211,2393,1803,3,2387,1800,9,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,25,はん用機械器具製造業,63,744,538,2,744,538,2,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,26,生産用機械器具製造業,222,2690,2018,4,2690,2016,4,x,x,x,x,x,x,x,x,x,x
1,13200,市部,1,27,業務用機械器具製造業,122,1588,1098,5,1589,1099,4,661967,857966,2171882,1886871,165867,77924,-,41220,1221068,1221068
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,114,1454,794,24,1474,809,4,477064,749777,1651607,x,391357,x,1300,22358,832415,832415
1,13200,市部,1,29,電気機械器具製造業,173,2133,1407,75,2206,1474,2,838988,1437986,3209557,2531907,455991,28404,-,193255,1641587,1641587
1,13200,市部,1,30,情報通信機械器具製造業,49,736,465,50,784,511,2,324116,526673,1280984,1050069,153088,8421,-,69406,698913,698913
1,13200,市部,1,31,輸送用機械器具製造業,52,702,533,3,704,535,1,287225,360630,857259,553677,300734,404,64,2380,459190,459190
1,13200,市部,1,32,その他の製造業,67,690,444,1,690,444,1,x,x,x,x,x,x,-,x,x,x
2,13201,八王子市,0,00,総数,393,4809,3172,56,4858,3216,7,1927532,4121385,8462297,7036642,821697,40379,1476,562103,4029940,4029940
2,13201,八王子市,1,09,食料品製造業,23,272,111,-,269,108,3,69081,148300,322401,311886,1510,-,-,9005,161216,161216
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,4,88,27,-,88,27,-,x,x,x,x,x,-,-,x,x,x
2,13201,八王子市,1,11,繊維工業,16,135,47,-,135,47,-,x,x,x,x,x,-,-,x,x,x
2,13201,八王子市,1,12,木材・木製品製造業（家具を除く）,1,16,12,-,16,12,-,x,x,x,x,-,-,-,-,x,x
2,13201,八王子市,1,13,家具・装備品製造業,11,99,66,-,99,66,-,x,x,x,x,x,-,-,x,x,x
2,13201,八王子市,1,14,パルプ・紙・紙加工品製造業,6,89,53,-,89,53,-,x,x,x,x,x,-,x,x,x,x
2,13201,八王子市,1,15,印刷・同関連業,20,175,89,-,175,89,-,58938,77163,193400,144178,24777,-,-,24445,107140,107140
2,13201,八王子市,1,16,化学工業,3,32,14,-,32,14,-,9609,32149,63588,61774,759,-,-,1055,28976,28976
2,13201,八王子市,1,17,石油製品・石炭製品製造業,2,26,19,-,26,19,-,x,x,x,x,-,-,-,x,x,x
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,28,340,214,-,340,214,-,140852,320795,633516,582115,46861,-,-,4540,288923,288923
2,13201,八王子市,1,21,窯業・土石製品製造業,10,159,121,-,159,121,-,85031,264432,704777,552080,30927,-,-,121770,406154,406154
2,13201,八王子市,1,22,鉄鋼業,2,30,28,-,30,28,-,x,x,x,x,x,-,-,x,x,x
2,13201,八王子市,1,23,非鉄金属製造業,5,85,68,-,85,68,-,x,x,x,x,x,-,-,x,x,x
2,13201,八王子市,1,24,金属製品製造業,43,459,359,1,460,360,-,188917,234299,584772,431311,151101,-,-,2360,323183,323183
2,13201,八王子市,1,25,はん用機械器具製造業,17,206,148,-,206,148,-,x,x,x,x,x,x,x,x,x,x
2,13201,八王子市,1,26,生産用機械器具製造業,63,753,578,1,753,578,1,337797,773862,1538347,1383108,99949,10372,-,44918,724835,724835
2,13201,八王子市,1,27,業務用機械器具製造業,32,450,315,-,450,315,-,184566,265584,693166,599042,84430,4668,-,5026,396520,396520
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,33,448,277,2,450,278,-,157174,323590,617127,515851,95152,-,1300,4824,271637,271637
2,13201,八王子市,1,29,電気機械器具製造業,39,464,339,46,509,379,1,191999,278455,703355,567143,77824,10838,-,47550,393258,393258
2,13201,八王子市,1,30,情報通信機械器具製造業,11,172,91,6,176,96,2,72174,114333,297128,234212,42334,1075,-,19507,169036,169036
2,13201,八王子市,1,31,輸送用機械器具製造業,8,105,56,-,105,56,-,53969,50864,129515,69449,60066,-,-,-,72490,72490
2,13201,八王子市,1,32,その他の製造業,16,206,140,-,206,140,-,x,x,x,x,x,x,-,x,x,x
2,13202,立川市,0,00,総数,53,693,477,5,697,476,1,267454,1002906,1609950,879131,301046,9202,-,420571,560399,560399
2,13202,立川市,1,09,食料品製造業,7,83,42,-,83,42,-,22652,548038,592792,200281,79,-,-,392432,41491,41491
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,2,20,8,-,19,7,1,x,x,x,x,x,-,-,-,x,x
2,13202,立川市,1,15,印刷・同関連業,5,66,46,4,70,46,-,x,x,x,x,x,-,-,-,x,x
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,3,42,27,-,42,27,-,12579,56722,109334,108373,-,418,-,543,48490,48490
2,13202,立川市,1,21,窯業・土石製品製造業,2,19,16,-,19,16,-,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,1,24,金属製品製造業,6,60,47,-,60,47,-,x,x,x,x,x,-,-,-,x,x
2,13202,立川市,1,25,はん用機械器具製造業,2,12,9,-,12,9,-,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,1,26,生産用機械器具製造業,6,79,60,1,80,60,-,x,x,x,x,x,x,-,x,x,x
2,13202,立川市,1,27,業務用機械器具製造業,6,98,78,-,98,78,-,x,x,x,x,x,x,-,x,x,x
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,2,14,4,-,14,4,-,x,x,x,x,x,-,-,-,x,x
2,13202,立川市,1,29,電気機械器具製造業,5,85,60,-,85,60,-,x,x,x,x,x,x,-,x,x,x
2,13202,立川市,1,30,情報通信機械器具製造業,2,27,15,-,27,15,-,x,x,x,x,-,x,-,x,x,x
2,13202,立川市,1,31,輸送用機械器具製造業,2,53,41,-,53,41,-,x,x,x,x,x,-,-,-,x,x
2,13202,立川市,1,32,その他の製造業,3,35,24,-,35,24,-,13236,17340,36924,32580,3763,42,-,539,18519,18519
2,13203,武蔵野市,0,00,総数,24,295,186,6,300,186,1,x,x,x,x,x,x,x,x,x,x
2,13203,武蔵野市,1,09,食料品製造業,4,33,24,-,32,23,1,10012,15746,29099,14195,-,-,-,14904,12368,12368
2,13203,武蔵野市,1,15,印刷・同関連業,6,80,44,6,86,45,-,x,x,x,x,x,-,-,x,x,x
2,13203,武蔵野市,1,18,プラスチック製品製造業（別掲を除く）,1,4,2,-,4,2,-,x,x,x,x,x,-,-,-,x,x
2,13203,武蔵野市,1,20,なめし革・同製品・毛皮製造業,1,9,5,-,9,5,-,x,x,x,x,-,x,-,x,x,x
2,13203,武蔵野市,1,21,窯業・土石製品製造業,1,15,13,-,15,13,-,x,x,x,x,-,-,-,-,x,x
2,13203,武蔵野市,1,24,金属製品製造業,1,4,2,-,4,2,-,x,x,x,x,-,-,x,-,x,x
2,13203,武蔵野市,1,25,はん用機械器具製造業,1,18,10,-,18,10,-,x,x,x,x,-,x,-,-,x,x
2,13203,武蔵野市,1,26,生産用機械器具製造業,2,22,16,-,22,16,-,x,x,x,x,x,-,-,-,x,x
2,13203,武蔵野市,1,27,業務用機械器具製造業,1,15,13,-,15,13,-,x,x,x,x,-,x,-,x,x,x
2,13203,武蔵野市,1,28,電子部品・デバイス・電子回路製造業,2,49,26,-,49,26,-,x,x,x,x,-,-,-,x,x,x
2,13203,武蔵野市,1,29,電気機械器具製造業,3,39,28,-,39,28,-,19599,26571,67200,52685,70,282,-,14163,37491,37491
2,13203,武蔵野市,1,32,その他の製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x
2,13204,三鷹市,0,00,総数,57,711,491,1,712,492,-,304958,354906,920727,x,216008,x,-,26262,523828,523828
2,13204,三鷹市,1,09,食料品製造業,3,43,21,-,43,21,-,x,x,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,11,繊維工業,2,10,3,-,10,3,-,x,x,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,15,印刷・同関連業,9,97,49,-,97,49,-,x,x,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,18,プラスチック製品製造業（別掲を除く）,3,44,24,-,44,24,-,13510,16419,60990,55656,5334,-,-,-,41080,41080
2,13204,三鷹市,1,24,金属製品製造業,8,99,81,1,100,82,-,x,x,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,25,はん用機械器具製造業,3,42,33,-,42,33,-,21679,21096,54896,20622,29794,4480,-,-,31153,31153
2,13204,三鷹市,1,26,生産用機械器具製造業,9,103,77,-,103,77,-,43132,32758,95818,77474,18344,-,-,-,58120,58120
2,13204,三鷹市,1,27,業務用機械器具製造業,6,49,35,-,49,35,-,x,x,x,x,-,x,-,x,x,x
2,13204,三鷹市,1,28,電子部品・デバイス・電子回路製造業,3,42,31,-,42,31,-,19157,29999,76972,76972,-,-,-,-,43294,43294
2,13204,三鷹市,1,29,電気機械器具製造業,7,123,92,-,123,92,-,x,x,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,30,情報通信機械器具製造業,1,28,21,-,28,21,-,x,x,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,31,輸送用機械器具製造業,2,25,21,-,25,21,-,x,x,x,x,x,-,-,-,x,x
2,13204,三鷹市,1,32,その他の製造業,1,6,3,-,6,3,-,x,x,x,x,-,-,-,-,x,x
2,13205,青梅市,0,00,総数,172,2151,1413,3,2140,1404,14,774538,2582358,4424878,3668012,573743,18946,421,163756,1702130,1702130
2,13205,青梅市,1,09,食料品製造業,8,125,63,-,124,62,1,34510,41472,99828,89213,10615,-,-,-,54000,54000
2,13205,青梅市,1,11,繊維工業,6,41,14,-,40,13,1,x,x,x,x,x,-,-,-,x,x
2,13205,青梅市,1,13,家具・装備品製造業,3,21,15,-,18,13,3,5354,6929,22800,22800,-,-,-,-,14628,14628
2,13205,青梅市,1,14,パルプ・紙・紙加工品製造業,5,73,48,-,73,48,-,19380,34267,66251,66251,-,-,-,-,29479,29479
2,13205,青梅市,1,15,印刷・同関連業,8,90,64,-,90,64,-,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,16,化学工業,1,12,5,-,11,4,1,x,x,x,-,x,-,-,-,x,x
2,13205,青梅市,1,17,石油製品・石炭製品製造業,1,21,18,-,21,18,-,x,x,x,x,-,-,-,x,x,x
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,20,254,145,-,253,145,1,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,19,ゴム製品製造業,1,18,5,-,18,5,-,x,x,x,x,-,-,-,x,x,x
2,13205,青梅市,1,21,窯業・土石製品製造業,4,62,58,-,62,58,-,x,x,x,x,-,-,-,x,x,x
2,13205,青梅市,1,22,鉄鋼業,5,66,54,-,66,54,-,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,23,非鉄金属製造業,3,53,36,-,53,36,-,25748,56923,90144,57765,32379,-,-,-,30619,30619
2,13205,青梅市,1,24,金属製品製造業,24,303,227,1,304,228,-,118100,210813,465614,298040,159939,816,421,6398,235350,235350
2,13205,青梅市,1,25,はん用機械器具製造業,6,55,37,2,56,38,1,25183,18614,74797,28579,29518,16700,-,-,51780,51780
2,13205,青梅市,1,26,生産用機械器具製造業,33,420,313,-,418,311,2,179110,425230,895956,759332,120699,-,-,15925,433849,433849
2,13205,青梅市,1,27,業務用機械器具製造業,10,116,65,-,113,62,3,42152,89100,197411,183528,11147,1430,-,1306,102468,102468
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,10,136,65,-,135,64,1,38049,115312,205519,150089,53634,-,-,1796,83142,83142
2,13205,青梅市,1,29,電気機械器具製造業,14,187,113,-,187,113,-,63376,112120,213269,112748,87214,-,-,13307,93226,93226
2,13205,青梅市,1,30,情報通信機械器具製造業,4,49,35,-,49,35,-,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,31,輸送用機械器具製造業,3,25,14,-,25,14,-,6185,13998,32677,31778,109,-,-,790,17290,17290
2,13205,青梅市,1,32,その他の製造業,3,24,19,-,24,19,-,x,x,x,x,x,-,-,-,x,x
2,13206,府中市,0,00,総数,78,1019,700,65,1082,759,2,458858,1084922,2147320,1887552,177789,17229,-,64750,982165,982165
2,13206,府中市,1,09,食料品製造業,4,57,38,-,56,37,1,16318,91389,116726,116726,-,-,-,-,23473,23473
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,4,3,-,4,3,-,x,x,x,x,-,-,-,-,x,x
2,13206,府中市,1,11,繊維工業,2,34,5,-,34,5,-,x,x,x,x,x,-,-,-,x,x
2,13206,府中市,1,13,家具・装備品製造業,1,17,15,-,17,15,-,x,x,x,x,-,-,-,x,x,x
2,13206,府中市,1,15,印刷・同関連業,6,47,23,-,47,23,-,17549,37455,75501,52848,22653,-,-,-,35067,35067
2,13206,府中市,1,16,化学工業,1,11,3,-,11,3,-,x,x,x,-,x,-,-,-,x,x
2,13206,府中市,1,17,石油製品・石炭製品製造業,1,25,20,-,25,20,-,x,x,x,x,-,-,-,-,x,x
2,13206,府中市,1,18,プラスチック製品製造業（別掲を除く）,5,69,49,-,69,49,-,30243,74667,128151,85618,-,-,-,42533,49294,49294
2,13206,府中市,1,19,ゴム製品製造業,1,7,4,-,7,4,-,x,x,x,x,-,-,-,x,x,x
2,13206,府中市,1,21,窯業・土石製品製造業,4,48,44,-,48,44,-,x,x,x,x,-,-,-,x,x,x
2,13206,府中市,1,23,非鉄金属製造業,2,14,5,-,14,5,-,x,x,x,-,x,-,-,-,x,x
2,13206,府中市,1,24,金属製品製造業,9,105,85,-,104,84,1,44514,92598,137126,69420,50118,-,-,17588,41037,41037
2,13206,府中市,1,25,はん用機械器具製造業,3,47,37,-,47,37,-,33813,22962,63926,51571,4904,7451,-,-,38017,38017
2,13206,府中市,1,26,生産用機械器具製造業,5,46,40,-,46,40,-,x,x,x,x,-,x,-,x,x,x
2,13206,府中市,1,27,業務用機械器具製造業,3,35,24,-,35,24,-,12571,14399,36607,36450,-,157,-,-,20467,20467
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,6,77,41,-,77,41,-,21463,29968,66990,59355,7635,-,-,-,34142,34142
2,13206,府中市,1,29,電気機械器具製造業,16,226,148,21,247,168,-,87463,108594,253513,218490,34236,383,-,404,135114,135114
2,13206,府中市,1,30,情報通信機械器具製造業,5,101,79,44,145,120,-,61192,112105,327880,314055,x,x,-,-,198871,198871
2,13206,府中市,1,32,その他の製造業,3,49,37,-,49,37,-,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,0,00,総数,83,1024,766,8,1027,770,5,401372,789087,1658737,1386795,157299,29316,-,85327,804609,804609
2,13207,昭島市,1,09,食料品製造業,2,25,12,-,25,12,-,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,1,12,木材・木製品製造業（家具を除く）,1,8,6,-,8,6,-,x,x,x,x,-,-,-,x,x,x
2,13207,昭島市,1,13,家具・装備品製造業,3,26,22,-,26,22,-,x,x,x,x,x,-,-,-,x,x
2,13207,昭島市,1,14,パルプ・紙・紙加工品製造業,1,21,17,-,21,17,-,x,x,x,x,-,-,-,x,x,x
2,13207,昭島市,1,15,印刷・同関連業,2,14,7,-,12,6,2,x,x,x,x,x,-,-,-,x,x
2,13207,昭島市,1,16,化学工業,1,9,3,-,9,3,-,x,x,x,x,x,-,-,-,x,x
2,13207,昭島市,1,18,プラスチック製品製造業（別掲を除く）,1,24,16,-,24,16,-,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,1,21,窯業・土石製品製造業,2,14,14,-,14,14,-,x,x,x,x,-,-,-,-,x,x
