2022/1/1,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
6,0.29,2.5,0.16,2.4,,N,3,SSW,5.8,199,,
7,0.52,2.5,0.26,2.6,SSE,ESE,2,SSW,9.3,204,,
8,0.66,2.5,0.35,2.6,ENE,E,5,S,9.6,191,,
9,0.58,3,0.33,2.6,ESE,ESE,8,S,8.4,165,,
10,0.54,2.5,0.29,2.5,NNE,ESE,11,SSE,7.4,127,,
11,0.41,2,0.25,2.6,WNW,SE,10,SSE,6.5,89,,
12,0.43,2.5,0.21,2.7,,SSE,9,SE,2.4,53,,
13,0.28,3,0.17,2.8,,SE,5,ESE,3.6,31,,
14,0.4,2.5,0.23,2.5,,ENE,5,SSE,7.5,32,,
15,0.58,2,0.33,2.6,NNW,N,9,S,7.6,54,,
16,0.58,2,0.35,2.3,ESE,NW,5,S,10,86,,
17,0.8,3,0.49,2.9,SE,SW,5,S,12.3,119,,
18,0.8,2.5,0.44,2.9,NNE,W,6,S,9.2,152,,
19,0.6,2.5,0.38,2.7,WSW,SW,5,S,10.3,180,,
20,0.61,2,0.32,2.6,NW,W,14,S,7.7,197,,
21,0.43,3,0.24,2.7,,WNW,11,S,4.9,194,,
22,0.43,2.5,0.23,2.6,,W,6,SSW,2.9,180,,
23,0.43,3,0.19,2.6,,E,5,SW,4.8,154,,
24,0.32,3.5,0.18,3,,ESE,15,WNW,3.5,126,,
最大,0.8,3.5,0.49,3,最多,平均,15,最多,12.3,平均,平均,
平均,0.48,2.6,0.27,2.6,ESE,E,1.5,S,6.4,134,,
2022/7/18,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.25,3,0.13,3.1,,ESE,12,NW,0.7,105,,
2,0.19,2.5,0.12,2.8,,E,11,SW,1.2,97,,
3,0.2,5,0.11,2.8,,ESE,13,SSE,2.6,106,,
4,0.21,2,0.11,2.5,,S,6,SSE,2.4,125,,
5,0.31,5,0.16,2.7,,WNW,8,SSE,1.5,151,,
6,0.39,2.5,0.18,2.9,,W,5,NE,2,173,,
7,0.29,4.5,0.17,2.9,,WNW,5,ESE,1.5,185,,
8,0.75,5.5,0.24,3.6,,SSW,3,NE,2.6,181,,
9,0.39,3,0.18,2.9,,E,4,E,2.6,168,,
10,0.3,3,0.18,2.7,,E,4,SSE,1.7,143,,
11,0.3,2.5,0.16,2.6,,E,9,SE,2.7,112,,
12,0.29,3.5,0.13,2.6,,ENE,8,SSE,3.6,78,,
13,0.35,2.5,0.21,2.3,,ENE,7,SSE,7.2,53,,
14,0.34,3,0.21,2.4,,NNE,6,S,7.6,44,,
15,0.61,2.5,0.29,2.6,E,NNW,5,S,9.3,52,,
16,0.58,3.5,0.27,2.3,SE,NNW,5,S,8.3,76,,
17,0.67,3,0.27,2.8,ESE,WNW,4,S,7.7,106,,
18,0.45,2.5,0.25,2.5,WSW,NW,5,S,7.2,137,,
19,0.46,2.5,0.26,2.4,WSW,W,5,S,7,163,,
20,0.46,2.5,0.27,2.5,SSE,WSW,3,S,6.3,181,,
21,0.42,3.5,0.23,2.6,,NE,2,S,6.4,186,,
22,0.4,1.5,0.25,2.6,E,SE,5,SSW,6.7,182,,
23,0.48,2,0.3,2.7,NE,ESE,4,SSW,8.7,165,,
24,0.54,2.5,0.28,2.4,E,WNW,2,SSW,8.1,142,,
最大,0.75,5.5,0.3,3.6,最多,平均,13,最多,9.3,平均,平均,
平均,0.4,3.1,0.21,2.7,E,E,1.6,S,4.8,130,,
2022/7/19,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.54,2.5,0.25,2.3,E,W,5,SW,7.3,116,,
2,0.47,2,0.25,2.5,S,WNW,7,SW,9.9,101,,
3,0.56,2,0.27,2.3,ENE,WNW,8,SW,8.7,97,,
4,0.37,1.5,0.21,2.5,,WNW,8,SW,6,107,,
5,0.46,2,0.26,2.6,SE,NW,5,SSW,5.2,127,,
6,0.44,3,0.26,2.4,ESE,W,4,SW,8.7,149,,
7,0.49,2.5,0.27,2.6,WSW,W,3,SSW,8.8,168,,
8,0.59,2,0.31,2.6,NE,SSE,3,S,8.3,178,,
9,0.49,3,0.3,2.9,N,SSE,6,SSW,7.9,176,,
10,0.63,2,0.32,2.7,ENE,E,12,S,8.4,161,,
11,0.68,2.5,0.35,2.8,SE,ESE,9,SSW,9.9,138,,
12,0.51,3.5,0.29,2.7,NE,ESE,9,S,9.6,115,,
13,0.78,3,0.35,2.8,SE,SSE,5,SSW,8,96,,
14,0.6,2.5,0.31,2.7,NNE,NNE,6,SSW,8.4,81,,
15,0.49,3,0.29,3.1,WSW,SE,4,S,8.9,77,,
16,0.61,3,0.32,2.6,SE,SE,3,SSW,9.3,81,,
17,0.64,3,0.36,2.8,SE,SSE,1,SSW,10.2,103,,
18,0.61,3,0.31,3,N,WNW,10,SSW,6.4,132,,
19,0.46,3,0.25,2.7,E,W,10,WSW,3,160,,
20,0.34,3.5,0.19,2.7,,WSW,2,WSW,4.9,181,,
21,0.43,3,0.26,2.7,N,SE,2,SSW,6.7,190,,
22,0.51,3,0.27,2.6,ESE,ESE,7,SW,8.7,187,,
23,0.7,3.5,0.36,3,ESE,ESE,12,SSW,7.5,177,,
24,0.6,3,0.31,3,WSW,ESE,13,W,3.2,159,,
最大,0.78,3.5,0.36,3.1,最多,平均,13,最多,10.2,平均,平均,
平均,0.54,2.7,0.29,2.7,SE,SSE,1.2,SSW,7.7,136,,
2022/7/20,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.39,3,0.25,3,E,ESE,10,W,2.2,138,,
2,0.33,3,0.16,3.1,,E,9,WNW,0.6,116,,
3,0.34,4,0.17,3.2,,E,10,NNE,0.9,100,,
4,0.25,3,0.14,2.8,,ENE,9,ESE,0.4,96,,
5,0.57,3,0.23,3,,E,5,S,0.7,102,,
6,0.58,4.5,0.23,3,,NE,6,W,1.8,120,,
7,0.51,3,0.2,2.9,,E,5,WSW,4.1,141,,
8,0.37,2,0.18,2.7,,SSE,6,W,1.5,159,,
9,0.44,5,0.25,3.3,N,ESE,7,SSE,4.3,166,,
10,0.38,2,0.2,2.6,,E,10,WNW,4.5,160,,
11,0.47,4.5,0.2,3.1,,ESE,12,NNW,4.6,146,,
12,0.63,3,0.22,3.1,,SE,10,NNW,9.5,129,,
13,0.56,5,0.24,2.9,,ESE,9,NNW,9.4,112,,
14,0.31,4.5,0.19,3.2,,SE,5,NNW,5,101,,
15,0.3,2,0.18,2.7,,ESE,5,NNW,9.8,91,,
16,0.49,2.5,0.18,2.6,,ESE,1,NNW,8.4,90,,
17,0.56,2.5,0.2,3,,ENE,1,NNW,5.8,103,,
18,0.28,3,0.17,3.1,,E,2,N,5.1,122,,
19,0.29,2.5,0.17,2.7,,WNW,9,E,8.2,147,,
20,0.55,2,0.28,2.3,NNE,,0,ESE,6.9,164,,
21,0.56,2.5,0.29,2.4,ESE,SE,4,E,2.6,176,,
22,0.46,2,0.23,2.4,,SE,3,SE,3.7,180,,
23,0.55,2.5,0.27,2.3,NNE,S,1,SE,6.4,173,,
24,0.48,2.5,0.23,2.2,,ESE,10,SE,5.3,158,,
最大,0.63,5,0.29,3.3,最多,平均,12,最多,9.8,平均,平均,
平均,0.44,3.1,0.21,2.8,NNE,ESE,5.3,NNW,4.7,133,,
2022/7/21,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.34,2,0.17,2.4,,W,8,SSE,2.6,140,,
2,0.17,2.5,0.11,2.3,,WNW,8,E,2.1,120,,
3,0.16,3,0.08,2.5,,WNW,5,ENE,3.5,101,,
4,0.2,2.5,0.12,2.4,,NW,8,E,4.3,88,,
5,0.41,3,0.18,2.7,,ESE,1,E,3.4,84,,
6,0.33,5,0.14,2.7,,NNW,4,E,2.9,93,,
7,0.36,2.5,0.18,2.7,,,0,NE,1.7,111,,
8,0.36,3,0.22,3.1,,NNE,3,ENE,1.4,125,,
9,0.48,3.5,0.27,3.2,WNW,NE,4,SE,3.2,138,,
10,0.31,3.5,0.18,2.8,,SSE,5,SE,2.9,146,,
11,0.43,3,0.2,3.2,,SSE,9,SE,2.6,146,,
12,0.38,4,0.21,2.9,,ESE,6,SSE,3,140,,
13,0.29,3,0.18,3,,ESE,10,SSE,3.1,134,,
14,0.44,3,0.22,2.7,,E,13,S,7,127,,
15,0.53,2,0.28,2.4,WNW,ESE,11,S,9.2,116,,
16,0.57,3.5,0.28,2.2,W,SE,11,S,9,110,,
17,0.53,4.5,0.3,2.8,ESE,SE,6,SSW,9,113,,
18,0.59,4.5,0.31,2.7,SW,S,1,S,7.1,123,,
19,0.5,3,0.3,2.7,ENE,NW,2,S,8.1,138,,
20,0.53,2,0.3,2.4,E,SE,4,S,8.1,156,,
21,0.53,2,0.3,2.4,S,NNE,2,S,8.5,168,,
22,0.6,3.5,0.33,2.5,NNE,,0,S,9.4,177,,
23,0.65,4,0.36,2.6,S,SSE,2,S,8.8,178,,
24,0.54,2,0.29,2.4,SSW,ESE,3,S,9.1,170,,
最大,0.65,5,0.36,3.2,最多,平均,13,最多,9.4,平均,平均,
平均,0.43,3.1,0.23,2.7,WNW,ESE,2,S,5.4,131,,
2022/7/22,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.54,2,0.32,2.4,W,ESE,6,S,9.7,154,,
2,0.54,2.5,0.31,2.4,SE,ESE,7,S,9.7,135,,
3,0.51,3,0.32,2.4,ENE,SE,6,S,10.5,118,,
4,0.51,2,0.31,2.4,S,SSW,2,S,10.1,102,,
5,0.57,2.5,0.36,2.5,ENE,W,4,S,10.4,91,,
6,0.79,2.5,0.35,2.5,S,WNW,7,S,10.9,90,,
7,0.71,2.5,0.41,2.7,SE,NW,5,S,11.2,97,,
8,0.69,2.5,0.42,2.7,E,WNW,5,S,10.1,109,,
9,0.69,2.5,0.41,2.8,SSE,WSW,7,S,10.8,122,,
10,0.95,3,0.46,3,E,SW,7,S,10.4,135,,
11,0.89,3,0.56,3.1,SE,W,12,S,13,149,,
12,0.77,3.5,0.48,3,SSE,WSW,5,S,11.6,153,,
13,0.87,4.5,0.52,3,SSE,SW,5,S,12.5,152,,
14,0.85,3.5,0.5,3,ESE,ESE,1,S,13.2,151,,
15,0.8,2.5,0.51,3,SSE,W,2,S,12.6,146,,
16,0.91,2.5,0.53,2.9,SSW,W,6,S,11.7,137,,
17,1.07,2,0.55,2.9,SE,W,9,S,12.4,136,,
18,0.88,4.5,0.5,2.9,SSE,WNW,15,S,13.4,137,,
19,0.94,3,0.49,3,S,W,10,S,12.9,144,,
20,0.87,3,0.45,2.9,SE,W,5,S,10,156,,
21,0.89,3,0.46,3,SE,WSW,8,S,9,169,,
22,1.08,3,0.49,3.2,SSE,SSW,1,S,10.3,177,,
23,0.75,3,0.47,3.1,S,W,9,S,8.3,181,,
24,0.76,3.5,0.43,3.1,E,WNW,14,S,8.9,176,,
最大,1.08,4.5,0.56,3.2,最多,平均,15,最多,13.4,平均,平均,
平均,0.78,2.9,0.44,2.8,SSE,W,4.7,S,11,138,,
2022/7/23,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.81,3,0.45,3.1,E,WNW,12,SSW,8,167,,
2,0.79,3,0.42,3.2,SE,W,9,S,8.2,153,,
3,0.44,2.5,0.29,3,E,W,12,SSW,5.4,136,,
4,0.52,3,0.29,3.1,SE,NW,5,SW,3.6,116,,
5,0.49,3,0.28,2.9,SE,NW,1,WSW,2.3,96,,
6,0.42,3,0.22,2.9,,ESE,2,WSW,4.7,82,,
7,0.45,2.5,0.2,2.8,,ESE,4,WNW,1.8,78,,
8,0.42,2.5,0.25,2.9,ENE,WNW,4,SSE,3,84,,
9,0.43,2.5,0.23,2.7,,WNW,6,SSE,5.5,97,,
10,0.35,2.5,0.18,2.5,,NNE,4,S,4.5,111,,
11,0.37,2,0.22,2.4,,WNW,4,S,7.3,124,,
12,0.66,2,0.33,2.4,ESE,WNW,16,S,10.2,137,,
13,0.71,2.5,0.4,2.5,SE,WSW,7,S,11.4,144,,
14,0.79,3,0.46,2.8,SW,S,3,S,11,151,,
15,0.95,3,0.51,2.9,SSE,NW,7,S,10.5,155,,
16,0.8,3,0.46,2.9,E,WNW,5,S,10.2,150,,
17,0.71,3.5,0.47,3.1,ESE,NNW,9,S,9.7,144,,
18,0.63,3,0.38,2.8,NNE,W,12,S,9.9,137,,
19,0.61,3,0.35,2.9,E,W,12,S,7.9,134,,
20,0.66,2.5,0.34,2.8,ENE,W,11,S,7.3,136,,
21,0.63,2.5,0.32,2.7,SSE,W,14,S,6.4,148,,
22,0.49,2,0.26,2.7,S,W,12,SSE,5.2,157,,
23,0.54,2.5,0.31,2.7,NW,W,9,SSE,5.9,165,,
24,0.49,2,0.28,2.4,SE,W,8,S,6.3,167,,
最大,0.95,3.5,0.51,3.2,最多,平均,16,最多,11.4,平均,平均,
平均,0.59,2.7,0.33,2.8,SE,W,6.5,S,6.9,132,,
2022/7/24,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.45,2,0.24,2.4,,WNW,9,S,6.3,165,,
2,0.43,2.5,0.24,2.5,,WNW,8,S,5.8,156,,
3,0.43,2,0.24,2.6,,NW,4,S,4.7,143,,
4,0.35,2.5,0.21,2.7,,NW,6,S,3.8,126,,
5,0.41,2.5,0.21,2.9,,NW,3,WSW,3.6,103,,
6,0.37,2.5,0.2,2.9,,NW,6,N,1.1,80,,
7,0.44,2,0.18,2.8,,WNW,3,ENE,1.8,65,,
8,0.39,2,0.2,3.1,,NW,6,E,2,59,,
9,0.7,2.5,0.2,2.7,,NNW,9,S,4.9,64,,
10,0.41,2,0.25,2.2,ESE,NNW,5,S,8,79,,
11,0.44,2,0.23,2.2,,W,5,S,8.1,98,,
12,0.5,2,0.27,2.1,SE,W,6,S,9.9,116,,
13,0.71,2.5,0.37,2.6,SSE,W,6,S,10,134,,
14,0.71,2.5,0.44,2.7,SSW,W,3,S,10.7,148,,
15,0.83,3,0.45,2.9,SW,WSW,3,S,10.1,157,,
16,0.75,4,0.5,3,S,WNW,7,S,12.3,160,,
17,0.76,2.5,0.44,2.8,ENE,WSW,1,S,10,156,,
18,0.75,3,0.44,2.8,SSE,W,7,S,11.2,149,,
19,0.81,3,0.42,2.9,SE,W,7,S,10.3,137,,
20,0.77,2.5,0.44,2.8,E,WNW,7,S,12.2,130,,
21,0.59,3,0.37,2.8,SSE,WNW,6,SSW,10.2,132,,
22,0.8,2.5,0.36,2.7,SW,WNW,8,SSW,10.9,142,,
23,0.67,2.5,0.39,2.9,ENE,W,8,SSW,12.3,153,,
24,0.67,2.5,0.42,2.8,SE,W,9,SSW,9.7,162,,
最大,0.83,4,0.5,3.1,最多,平均,9,最多,12.3,平均,平均,
平均,0.59,2.5,0.32,2.7,SSE,WNW,5.5,S,7.9,126,,
2022/7/25,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.88,3,0.42,3,SSW,W,7,SSW,9.3,165,,
2,0.76,3,0.39,3,ESE,W,6,SSW,8.9,163,,
3,0.77,3,0.39,2.9,SE,W,7,SSW,9.1,155,,
4,0.74,2.5,0.36,2.9,ESE,W,7,SSW,8.8,141,,
5,0.66,2.5,0.35,2.7,N,W,8,SSW,9.8,121,,
6,0.67,2.5,0.39,2.8,ESE,WNW,9,SSW,7.2,96,,
7,0.58,3,0.34,2.9,ESE,W,2,S,7.6,72,,
8,0.62,2,0.33,2.9,ESE,ESE,4,S,9.6,52,,
9,0.6,3,0.35,2.6,NNE,ESE,2,S,7.7,46,,
10,,,,,,,,S,9,53,,
11,0.64,2.5,0.37,2.6,NNE,S,1,S,10.5,73,,
12,0.54,2.5,0.34,2.5,SW,WNW,4,S,10.5,99,,
13,0.58,2.5,0.37,2.5,SSE,NW,8,S,8.9,124,,
14,0.71,2.5,0.41,2.7,,,,S,10,144,,
15,0.66,3.5,0.41,2.8,S,W,1,S,11.5,160,,
16,0.79,2.5,0.42,2.9,SSE,SW,4,S,12.1,170,,
17,0.75,4,0.42,3,SSE,W,4,S,11.6,168,,
18,0.73,3,0.39,2.8,SSW,W,9,S,10.1,160,,
19,0.55,2.5,0.33,2.7,SW,W,13,S,8,148,,
20,0.58,2.5,0.3,2.7,E,W,12,S,6.5,133,,
21,0.48,2,0.27,2.5,SSE,W,9,S,8.3,127,,
22,0.55,2.5,0.29,2.6,S,W,14,S,7.2,131,,
23,0.7,4.5,0.33,2.8,WNW,W,16,S,6.8,141,,
24,0.58,2.5,0.27,2.5,WSW,WNW,13,S,8.3,152,,
最大,0.88,4.5,0.42,3,最多,平均,16,最多,12.1,平均,平均,
平均,0.66,2.8,0.36,2.8,ESE,W,6.5,S,9.1,125,,
2022/7/26,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.54,2,0.27,2.3,SW,WNW,12,S,7,160,,
2,0.47,2.5,0.26,2.4,NE,WNW,8,S,6.4,167,,
3,0.32,2.5,0.2,2.4,,WNW,8,S,5.6,166,,
4,0.33,1.5,0.19,2.1,,WSW,3,S,7.4,159,,
5,0.83,2,0.35,2.6,S,E,3,S,8.4,143,,
6,0.66,3,0.4,2.6,SSE,ESE,1,S,10.6,120,,
7,0.52,2,0.35,2.7,NNE,E,6,SSW,10.3,89,,
8,0.48,2,0.27,2.6,SSE,ENE,6,SSW,8.7,58,,
9,0.6,3,0.37,2.7,SE,NE,4,SSW,9.6,40,,
10,0.62,2.5,0.32,2.8,S,N,5,S,8.2,,,
11,0.74,2.5,0.3,2.5,ESE,NNW,6,SW,8.7,51,,
12,0.46,2,0.25,2.5,SSE,SW,4,S,6.7,77,,
13,0.75,3.5,0.34,2.8,SSW,W,11,SSW,9.5,106,,
14,0.82,3,0.31,2.8,SSW,W,15,S,7.5,132,,
15,0.69,2.5,0.33,2.7,ESE,W,15,S,9.4,157,,
16,0.63,3,0.35,2.8,NNW,WSW,9,S,8.9,172,,
17,0.73,2,0.34,2.7,S,W,11,S,8.6,180,,
18,0.74,2.5,0.35,2.6,E,WSW,7,S,11.2,177,,
19,0.71,2.5,0.37,2.6,S,SE,3,S,9.4,164,,
20,0.6,2,0.32,2.6,SW,S,2,S,8.4,148,,
21,0.66,2.5,0.32,2.5,SE,WNW,9,S,8.6,132,,
22,0.57,2.5,0.32,2.7,ENE,WNW,12,SSW,9.5,122,,
23,0.71,3,0.39,2.7,WSW,W,13,S,9.7,123,,
24,0.65,2,0.37,2.7,SSE,W,14,S,9.2,136,,
最大,0.83,3.5,0.4,2.8,最多,平均,15,最多,11.2,平均,平均,
平均,0.62,2.4,0.32,2.6,S,W,5.4,S,8.6,130,,
2022/7/27,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.62,3,0.35,2.8,SSE,W,13,S,9.4,153,,
2,0.75,2,0.39,2.8,SSE,W,14,S,9.6,165,,
3,0.84,2.5,0.38,2.8,SE,SW,4,S,9.4,171,,
4,0.68,3,0.4,2.8,ESE,WSW,3,S,9,170,,
5,0.77,2,0.4,2.8,NW,W,8,S,9,154,,
6,0.7,2.5,0.37,2.9,E,W,8,S,8.6,130,,
7,0.85,4,0.41,3,E,WSW,5,S,10.3,104,,
8,0.77,3,0.4,2.8,ESE,SE,3,S,9.1,70,,
9,0.64,3,0.37,2.7,ENE,ESE,5,S,10.6,41,,
10,0.66,2.5,0.37,2.6,S,NE,3,S,9.4,25,,
11,0.8,3.5,0.41,2.6,SSE,WNW,8,S,10.5,26,,
12,0.86,3,0.43,2.7,SE,WNW,12,S,12.4,47,,
13,0.9,3,0.47,2.7,S,NW,23,S,11.9,79,,
14,0.95,3,0.52,2.9,SE,WNW,25,S,12.3,114,,
15,0.74,3.5,0.48,2.9,SSE,W,13,S,10.6,148,,
16,0.85,3,0.45,2.8,ESE,W,11,S,11.4,173,,
17,0.91,3.5,0.51,3.2,S,W,5,S,11,185,,
18,0.8,4,0.46,3.1,SE,NNW,2,S,10.2,180,,
19,1.06,3.5,0.5,3,ESE,W,1,S,10.3,168,,
20,0.85,2.5,0.42,3,SE,NE,5,S,9.4,149,,
21,1.01,3,0.48,2.9,SSW,NNW,2,S,10.9,132,,
22,0.69,2.5,0.38,2.8,SE,NW,4,S,8.5,121,,
23,0.77,3.5,0.4,2.9,SSE,W,10,S,8.3,118,,
24,0.55,3,0.36,2.8,SE,WNW,14,SSW,9,123,,
最大,1.06,4,0.52,3.2,最多,平均,25,最多,12.4,平均,平均,
平均,0.79,3,0.42,2.8,SE,WNW,6.8,S,10,123,,
2022/7/28,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.67,2.5,0.39,2.8,E,W,7,SSW,8.2,136,,
2,0.66,2.5,0.33,2.6,S,WNW,8,SSW,8.1,155,,
3,0.63,2,0.34,2.6,SE,WNW,16,S,7.9,173,,
4,0.53,2.5,0.31,2.6,ENE,W,9,SSW,9.2,180,,
5,0.46,2,0.31,2.6,SSW,W,5,SSW,7.3,172,,
6,0.62,3,0.32,2.7,WSW,E,2,S,6.8,150,,
7,0.73,3,0.29,2.8,SE,E,12,S,6.2,120,,
8,0.44,3,0.28,2.8,E,ESE,7,S,7.5,85,,
9,0.45,2,0.28,2.5,ENE,ESE,8,S,8,52,,
10,0.54,2.5,0.32,2.4,ESE,ESE,10,S,8.5,27,,
11,0.7,3,0.31,2.5,SSE,SE,6,S,8.7,17,,
12,0.57,2.5,0.3,2.3,S,E,3,S,8.4,27,,
13,0.64,2.5,0.34,2.4,SE,S,2,S,9.7,56,,
14,0.57,3,0.34,2.7,S,WNW,6,S,9.6,92,,
15,0.76,2.5,0.43,2.8,SSE,W,9,S,10.4,128,,
16,0.79,2.5,0.43,2.7,S,W,6,S,11.4,160,,
17,0.82,2.5,0.46,2.9,SE,S,5,S,10.6,181,,
18,0.72,3,0.39,2.8,ESE,E,4,S,9.6,186,,
19,0.57,3,0.32,2.7,E,SW,1,SSW,8,175,,
20,0.52,2.5,0.31,2.7,E,WNW,5,SSW,8,154,,
21,0.39,2,0.24,2.4,,WSW,4,SSW,7.2,131,,
22,0.55,2.5,0.3,2.3,ESE,WSW,6,S,12.2,113,,
23,0.75,4,0.36,2.8,NW,W,12,WSW,5.4,106,,
24,0.42,2.5,0.23,2.7,,W,15,S,3.2,112,,
最大,0.82,4,0.46,2.9,最多,平均,16,最多,12.2,平均,平均,
平均,0.6,2.6,0.33,2.6,S,WSW,2.5,S,8.3,120,,
2022/7/29,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.38,2,0.22,2.5,,W,13,S,5.6,124,,
2,0.31,2.5,0.19,2.4,,W,12,SSE,5.6,140,,
3,0.42,2.5,0.21,2.1,,SW,7,S,6.2,161,,
4,0.41,1.5,0.2,2.1,,WSW,12,WSW,3.3,175,,
5,0.41,2,0.2,2.8,,W,8,WNW,1.8,178,,
6,0.54,2.5,0.19,2.4,,W,7,SW,1.3,165,,
7,0.41,2,0.22,2.6,,WNW,2,S,0.6,137,,
8,0.47,3.5,0.27,3.1,SSE,NW,2,E,1.4,101,,
9,0.34,2.5,0.19,2.2,,ENE,4,S,6.3,62,,
10,0.49,2.5,0.25,2.4,E,ESE,7,SSE,7.7,30,,
11,0.42,2.5,0.27,2.6,ESE,E,5,SSE,8.5,13,,
12,0.54,3,0.29,2.5,ESE,E,6,S,10,16,,
13,0.71,2.5,0.36,2.5,SSE,ENE,3,S,9.5,38,,
14,0.73,2,0.42,2.7,NW,WNW,6,S,10.9,71,,
15,0.71,2,0.4,2.7,WSW,W,11,S,11.8,108,,
16,0.93,2.5,0.45,2.7,S,SW,6,S,10.5,145,,
17,0.79,3,0.48,3.1,SE,W,9,S,10.2,173,,
18,0.94,3.5,0.46,2.9,ESE,NW,5,S,11.5,188,,
19,0.8,3.5,0.45,3,SE,WNW,11,S,10.4,187,,
20,0.72,3.5,0.39,2.9,SSW,W,10,S,7.6,171,,
21,0.69,3,0.38,3,ENE,E,6,S,8.2,147,,
22,0.73,2.5,0.42,2.9,NW,ESE,7,S,9.2,126,,
23,0.62,2.5,0.34,2.8,SSE,NW,5,S,7.9,112,,
24,0.5,3,0.28,2.5,SE,W,7,S,7,107,,
最大,0.94,3.5,0.48,3.1,最多,平均,13,最多,11.8,平均,平均,
平均,0.58,2.6,0.31,2.6,SSE,W,3.6,S,7.2,120,,
2022/7/30,,,,,,,,,,,,
時刻,最高波波高(m),最高波周期(s),有義波波高(m),有義波周期(s),波向,流向,流速(cm/s),風向,風速(m/s),潮位(cm),推算潮位(cm),偏差(cm)
1,0.55,2.5,0.3,2.6,ESE,WSW,5,SSW,7.4,115,,
2,0.44,2.5,0.26,2.5,SSW,WNW,6,SW,5.3,132,,
3,0.35,2.5,0.21,2.6,,W,9,WSW,4.3,154,,
4,0.38,2.5,0.19,2.6,,SSE,4,WSW,3.9,172,,
5,0.5,3.5,0.26,2.9,WSW,ESE,2,WSW,3.3,185,,
6,0.47,2.5,0.19,2.6,,ESE,3,W,3.5,183,,
7,0.41,3,0.25,2.8,SSW,NNW,2,WNW,1.6,165,,
8,0.47,3,0.27,2.9,WNW,ENE,4,SSE,1.3,132,,
9,0.43,2,0.24,2.3,,E,2,S,6.3,93,,
10,0.56,2.5,0.29,2.4,SW,E,7,S,6.9,55,,
11,0.46,2.5,0.25,2.3,E,ESE,5,S,7.2,26,,
12,0.49,2,0.29,2.3,NE,NNE,3,SSE,8.2,17,,
13,0.66,2.5,0.35,2.5,WSW,NNW,1,S,10.2,29,,
14,0.63,2.5,0.4,2.6,SE,W,4,S,10.6,56,,
15,0.73,3,0.38,2.7,NW,W,8,S,9.2,92,,
16,0.58,2.5,0.33,2.6,WSW,W,12,S,8.5,132,,
17,0.56,2.5,0.33,2.7,E,W,5,S,9.4,165,,
18,0.58,2.5,0.36,2.8,E,WSW,7,S,7.8,185,,
19,0.61,3,0.37,2.9,SE,W,10,S,7.5,189,,
20,0.63,2.5,0.38,2.8,ENE,W,7,S,7.5,180,,
21,0.59,2,0.37,2.9,E,NE,3,S,7.3,158,,
22,0.79,2.5,0.35,2.9,N,E,4,S,5.4,133,,
23,0.55,3,0.29,2.9,W,ENE,2,S,6,112,,
