産業分類階層,大分類,中分類,小分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数／うち常用雇用者／総数（人）,総数／従業者数／うち常用雇用者／男（人）,総数／従業者数／うち常用雇用者／女（人）,経営組織／個人／事業所数（事業所）,経営組織／個人／従業者数／総数（人）,経営組織／個人／従業者数／男（人）,経営組織／個人／従業者数／女（人）,経営組織／個人／従業者数／うち常用雇用者数／総数（人）,経営組織／個人／従業者数／うち常用雇用者数／男（人）,経営組織／個人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／事業所数（事業所）,経営組織／法人／従業者数／総数（人）,経営組織／法人／従業者数／男（人）,経営組織／法人／従業者数／女（人）,経営組織／法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／事業所数（事業所）,経営組織／法人／会社／従業者数／総数（人）,経営組織／法人／会社／従業者数／男（人）,経営組織／法人／会社／従業者数／女（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／事業所数（事業所）,経営組織／法人／会社／株式・有限・相互会社／従業者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／女（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／株式・有限・相互会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合名・合資会社／事業所数（事業所）,経営組織／法人／会社／合名・合資会社／従業者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／女（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合名・合資会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／合同会社／事業所数（事業所）,経営組織／法人／会社／合同会社／従業者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／男（人）,経営組織／法人／会社／合同会社／従業者数／女（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／合同会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社／外国の会社／事業所数（事業所）,経営組織／法人／会社／外国の会社／従業者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／女（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社／外国の会社／従業者数／うち常用雇用者数／女（人）,経営組織／法人／会社以外の法人／事業所数（事業所）,経営組織／法人／会社以外の法人／従業者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／男（人）,経営組織／法人／会社以外の法人／従業者数／女（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／総数（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／男（人）,経営組織／法人／会社以外の法人／従業者数／うち常用雇用者数／女（人）,経営組織／法人でない団体／事業所数（事業所）,経営組織／法人でない団体／従業者数／総数（人）,経営組織／法人でない団体／従業者数／男（人）,経営組織／法人でない団体／従業者数／女（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／総数（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／男（人）,経営組織／法人でない団体／従業者数／うち常用雇用者数／女（人）
3,H,46,462,航空機使用業（航空運送業を除く）,13,282,257,25,273,249,24,-,-,-,-,-,-,-,13,282,257,25,273,249,24,13,282,257,25,273,249,24,12,279,255,24,270,247,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,H,47,000,倉庫業,967,18132,11754,6322,17021,10836,6129,7,25,10,15,16,4,12,959,18098,11736,6306,17002,10830,6116,952,18015,11679,6280,16922,10776,6090,951,18012,11677,6279,16919,10774,6089,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,3,2,1,7,83,57,26,80,54,26,1,9,8,1,3,2,1
3,H,47,470,管理，補助的経済活動を行う事業所,29,638,489,149,572,430,142,-,-,-,-,-,-,-,29,638,489,149,572,430,142,29,638,489,149,572,430,142,29,638,489,149,572,430,142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,47,471,倉庫業（冷蔵倉庫業を除く）,831,15088,9398,5656,14160,8645,5481,7,25,10,15,16,4,12,823,15054,9380,5640,14141,8639,5468,818,15029,9367,5628,14117,8627,5456,817,15026,9365,5627,14114,8625,5455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1,3,2,1,5,25,13,12,24,12,12,1,9,8,1,3,2,1
3,H,47,472,冷蔵倉庫業,107,2406,1867,517,2289,1761,506,-,-,-,-,-,-,-,107,2406,1867,517,2289,1761,506,105,2348,1823,503,2233,1719,492,105,2348,1823,503,2233,1719,492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,58,44,14,56,42,14,-,-,-,-,-,-,-
2,H,48,000,運輸に附帯するサービス業,2060,61669,44163,17380,57913,41121,16666,15,40,22,18,19,8,11,2032,61571,44131,17314,57841,41105,16610,1940,59754,42686,16972,56106,39726,16284,1925,59634,42610,16928,55991,39654,16241,1,2,1,1,-,-,-,1,1,1,-,1,1,-,13,117,74,43,114,71,43,92,1817,1445,342,1735,1379,326,13,58,10,48,53,8,45
3,H,48,480,管理，補助的経済活動を行う事業所,54,1815,1353,462,1691,1237,454,-,-,-,-,-,-,-,54,1815,1353,462,1691,1237,454,53,1689,1264,425,1575,1158,417,53,1689,1264,425,1575,1158,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,126,89,37,116,79,37,-,-,-,-,-,-,-
3,H,48,481,港湾運送業,254,6300,5405,895,5907,5031,876,-,-,-,-,-,-,-,254,6300,5405,895,5907,5031,876,254,6300,5405,895,5907,5031,876,254,6300,5405,895,5907,5031,876,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,48,482,貨物運送取扱業（集配利用運送業を除く）,493,14099,9726,4306,13215,9072,4076,2,4,2,2,1,-,1,491,14095,9724,4304,13214,9072,4075,488,14093,9723,4303,13213,9072,4074,484,14071,9712,4292,13192,9062,4063,-,-,-,-,-,-,-,1,1,1,-,1,1,-,3,21,10,11,20,9,11,3,2,1,1,1,-,1,-,-,-,-,-,-,-
3,H,48,483,運送代理店,150,3218,1922,1296,2993,1738,1255,-,-,-,-,-,-,-,150,3218,1922,1296,2993,1738,1255,149,3217,1922,1295,2993,1738,1255,147,3202,1912,1290,2980,1729,1251,1,2,1,1,-,-,-,-,-,-,-,-,-,-,1,13,9,4,13,9,4,1,1,-,1,-,-,-,-,-,-,-,-,-,-
3,H,48,484,こん包業,360,7985,4831,3129,7181,4271,2885,8,18,11,7,5,3,2,352,7967,4820,3122,7176,4268,2883,351,7965,4818,3122,7174,4266,2883,351,7965,4818,3122,7174,4266,2883,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,2,2,-,-,-,-,-,-,-,-
3,H,48,485,運輸施設提供業,44,2736,2330,406,2667,2263,404,-,-,-,-,-,-,-,44,2736,2330,406,2667,2263,404,37,2331,1971,360,2271,1913,358,36,2324,1964,360,2264,1906,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,7,-,7,7,-,7,405,359,46,396,350,46,-,-,-,-,-,-,-
3,H,48,489,その他の運輸に附帯するサービス業,705,25516,18596,6886,24259,17509,6716,5,18,9,9,13,5,8,687,25440,18577,6829,24193,17496,6663,608,24159,17583,6572,22973,16548,6421,600,24083,17535,6544,22899,16502,6393,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,76,48,28,74,46,28,79,1281,994,257,1220,948,242,13,58,10,48,53,8,45
2,H,49,000,郵便業（信書便事業を含む）,55,21002,16154,4848,20567,15843,4724,-,-,-,-,-,-,-,55,21002,16154,4848,20567,15843,4724,55,21002,16154,4848,20567,15843,4724,55,21002,16154,4848,20567,15843,4724,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,490,管理，補助的経済活動を行う事業所,1,7,5,2,7,5,2,-,-,-,-,-,-,-,1,7,5,2,7,5,2,1,7,5,2,7,5,2,1,7,5,2,7,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,H,49,491,郵便業（信書便事業を含む）,54,20995,16149,4846,20560,15838,4722,-,-,-,-,-,-,-,54,20995,16149,4846,20560,15838,4722,54,20995,16149,4846,20560,15838,4722,54,20995,16149,4846,20560,15838,4722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,I,00,000,卸売業，小売業,150728,1983374,1141144,835547,1792157,1015942,769598,29429,93138,48266,44564,50635,22885,27481,121237,1889863,1092769,790722,1741221,992999,741877,120149,1867887,1082123,779470,1720821,983341,731213,118452,1837974,1066622,765216,1693278,969229,717939,792,6449,3639,2748,5239,2886,2292,699,21399,10698,10612,20363,10161,10113,206,2065,1164,894,1941,1065,869,1088,21976,10646,11252,20400,9658,10664,62,373,109,261,301,58,240
2,I,50,000,各種商品卸売業,180,24545,17303,7234,23732,16821,6903,3,9,8,1,6,5,1,177,24536,17295,7233,23726,16816,6902,177,24536,17295,7233,23726,16816,6902,176,24534,17294,7232,23725,16816,6901,-,-,-,-,-,-,-,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,500,管理，補助的経済活動を行う事業所,6,8,8,-,7,7,-,-,-,-,-,-,-,-,6,8,8,-,7,7,-,6,8,8,-,7,7,-,6,8,8,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,50,501,各種商品卸売業,174,24537,17295,7234,23725,16814,6903,3,9,8,1,6,5,1,171,24528,17287,7233,23719,16809,6902,171,24528,17287,7233,23719,16809,6902,170,24526,17286,7232,23718,16809,6901,-,-,-,-,-,-,-,1,2,1,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,I,51,000,繊維・衣服等卸売業,6000,93033,44098,48527,84746,38412,45927,304,693,372,320,286,106,180,5693,92332,43720,48205,84456,38304,45745,5679,92298,43702,48189,84425,38289,45729,5648,91981,43551,48025,84144,38166,45573,15,58,40,18,37,25,12,11,238,98,138,227,88,137,5,21,13,8,17,10,7,14,34,18,16,31,15,16,3,8,6,2,4,2,2
3,I,51,510,管理，補助的経済活動を行う事業所,85,1349,715,634,1280,669,611,-,-,-,-,-,-,-,85,1349,715,634,1280,669,611,85,1349,715,634,1280,669,611,85,1349,715,634,1280,669,611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,51,511,繊維品卸売業（衣服，身の回り品を除く）,773,9698,6295,3397,8728,5536,3186,46,110,67,43,57,27,30,727,9588,6228,3354,8671,5509,3156,724,9584,6227,3351,8668,5509,3153,718,9558,6212,3340,8648,5498,3144,3,7,5,2,2,2,-,2,16,7,9,15,6,9,1,3,3,-,3,3,-,3,4,1,3,3,-,3,-,-,-,-,-,-,-
3,I,51,512,衣服卸売業,2668,48251,21039,26979,44446,18612,25602,125,272,142,129,114,43,71,2542,47975,20893,26850,44331,18568,25531,2538,47968,20891,26845,44325,18567,25526,2529,47929,20868,26831,44295,18551,25514,1,2,1,1,-,-,-,5,25,15,8,22,12,8,3,12,7,5,8,4,4,4,7,2,5,6,1,5,1,4,4,-,1,1,-
3,I,51,513,身の回り品卸売業,2474,33735,16049,17517,30292,13595,16528,133,311,163,148,115,36,79,2339,33420,15884,17367,30174,13558,16447,2332,33397,15869,17359,30152,13544,16439,2316,33145,15756,17220,29921,13448,16304,11,49,34,15,35,23,12,4,197,76,121,190,70,120,1,6,3,3,6,3,3,7,23,15,8,22,14,8,2,4,2,2,3,1,2
2,I,52,000,飲食料品卸売業,8742,142342,95708,46165,128080,84986,42632,653,1808,1101,700,893,435,453,8086,140515,94591,45462,127181,84548,42176,7959,138520,93332,44726,125284,83379,41448,7896,137685,92901,44322,124506,82991,41058,26,124,70,54,93,50,43,16,565,277,288,550,263,287,21,146,84,62,135,75,60,127,1995,1259,736,1897,1169,728,3,19,16,3,6,3,3
3,I,52,520,管理，補助的経済活動を行う事業所,193,2400,1595,775,2264,1501,733,-,-,-,-,-,-,-,193,2400,1595,775,2264,1501,733,185,2327,1538,759,2201,1453,718,184,2317,1533,754,2191,1448,713,-,-,-,-,-,-,-,1,10,5,5,10,5,5,-,-,-,-,-,-,-,8,73,57,16,63,48,15,-,-,-,-,-,-,-
3,I,52,521,農畜産物・水産物卸売業,3788,45508,32569,12823,38332,27109,11108,376,1086,682,402,564,291,272,3410,44405,31872,12419,37764,26816,10834,3331,43764,31416,12234,37183,26415,10654,3311,43674,31362,12198,37111,26375,10622,9,57,35,22,45,26,19,5,10,9,1,7,6,1,6,23,10,13,20,8,12,79,641,456,185,581,401,180,2,17,15,2,4,2,2
3,I,52,522,食料・飲料卸売業,4761,94434,61544,32567,87484,56376,30791,277,722,419,298,329,144,181,4483,93710,61124,32268,87153,56231,30609,4443,92429,60378,31733,85900,55511,30076,4401,91694,60006,31370,85204,55168,29723,17,67,35,32,48,24,24,10,545,263,282,533,252,281,15,123,74,49,115,67,48,40,1281,746,535,1253,720,533,1,2,1,1,2,1,1
2,I,53,000,建築材料，鉱物・金属材料等卸売業,10800,179312,131694,47205,161277,117006,43859,725,1771,1193,577,754,396,358,10073,177540,130500,46628,160522,116609,43501,9995,176641,129832,46407,159738,116044,43292,9915,175733,129228,46121,158920,115512,43024,32,143,96,47,85,54,31,22,605,413,174,588,398,172,26,160,95,65,145,80,65,78,899,668,221,784,565,209,2,1,1,-,1,1,-
3,I,53,530,管理，補助的経済活動を行う事業所,194,2717,1986,731,2479,1779,700,1,1,-,1,1,-,1,193,2716,1986,730,2478,1779,699,193,2716,1986,730,2478,1779,699,193,2716,1986,730,2478,1779,699,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,53,531,建築材料卸売業,3381,39889,29058,10704,35151,25330,9694,222,545,371,174,209,106,103,3159,39344,28687,10530,34942,25224,9591,3133,39119,28520,10480,34746,25085,9542,3104,38988,28435,10434,34659,25033,9507,24,110,74,36,68,43,25,1,2,1,1,1,-,1,4,19,10,9,18,9,9,26,225,167,50,196,139,49,-,-,-,-,-,-,-
3,I,53,532,化学製品卸売業,3217,65545,48280,17041,59671,43292,16155,63,128,74,54,46,15,31,3154,65417,48206,16987,59625,43277,16124,3149,65399,48196,16981,59610,43270,16118,3124,65106,48015,16887,59331,43102,16025,1,3,2,1,2,1,1,11,245,149,78,239,144,77,13,45,30,15,38,23,15,5,18,10,6,15,7,6,-,-,-,-,-,-,-
3,I,53,533,石油・鉱物卸売業,648,17777,13727,4036,16450,12589,3847,18,40,26,14,16,9,7,629,17737,13701,4022,16434,12580,3840,611,17292,13386,3892,16054,12319,3721,599,16882,13095,3773,15654,12038,3602,1,3,2,1,1,-,1,6,348,255,93,345,252,93,5,59,34,25,54,29,25,18,445,315,130,380,261,119,1,-,-,-,-,-,-
3,I,53,534,鉄鋼製品卸売業,1264,32155,23189,8954,29693,21174,8507,42,101,68,33,48,26,22,1222,32054,23121,8921,29645,21148,8485,1221,32051,23119,8920,29643,21147,8484,1216,32034,23108,8914,29635,21141,8482,2,10,7,3,4,4,-,2,5,3,2,2,1,1,1,2,1,1,2,1,1,1,3,2,1,2,1,1,-,-,-,-,-,-,-
3,I,53,535,非鉄金属卸売業,966,13571,9519,4040,11932,8237,3683,99,269,154,115,136,58,78,867,13302,9365,3925,11796,8179,3605,864,13294,9361,3921,11789,8176,3601,859,13252,9337,3903,11751,8155,3584,2,7,4,3,5,3,2,-,-,-,-,-,-,-,3,35,20,15,33,18,15,3,8,4,4,7,3,4,-,-,-,-,-,-,-
3,I,53,536,再生資源卸売業,1130,7658,5935,1699,5901,4605,1273,280,687,500,186,298,182,116,849,6970,5434,1513,5602,4422,1157,824,6770,5264,1483,5418,4268,1127,820,6755,5252,1480,5412,4264,1125,2,10,7,3,5,3,2,2,5,5,-,1,1,-,-,-,-,-,-,-,-,25,200,170,30,184,154,30,1,1,1,-,1,1,-
2,I,54,000,機械器具卸売業,14185,365999,280510,84087,345459,263486,80587,265,592,388,201,238,114,122,13915,365379,280098,83882,345212,263366,80462,13885,365063,279869,83795,344957,263197,80376,13740,361890,277635,82910,341886,261054,79502,16,57,36,17,33,17,12,55,2419,1687,683,2387,1657,681,74,697,511,185,651,469,181,30,316,229,87,255,169,86,5,28,24,4,9,6,3
3,I,54,540,管理，補助的経済活動を行う事業所,294,7059,5259,1799,6708,4965,1742,-,-,-,-,-,-,-,294,7059,5259,1799,6708,4965,1742,293,7048,5250,1797,6697,4956,1740,290,6937,5184,1753,6587,4891,1696,-,-,-,-,-,-,-,2,104,59,44,103,58,44,1,7,7,-,7,7,-,1,11,9,2,11,9,2,-,-,-,-,-,-,-
3,I,54,541,産業機械器具卸売業,4765,101229,79001,22010,94721,73635,20868,89,189,117,72,65,27,38,4674,101034,78880,21936,94650,73604,20828,4665,100971,78845,21908,94591,73573,20800,4635,100671,78613,21844,94318,73366,20738,9,33,20,9,21,10,7,9,203,163,40,194,154,40,12,64,49,15,58,43,15,9,63,35,28,59,31,28,2,6,4,2,6,4,2
3,I,54,542,自動車卸売業,1523,27631,22079,5505,25487,20302,5138,73,162,116,46,66,40,26,1450,27469,21963,5459,25421,20262,5112,1447,27429,21928,5454,25406,20252,5107,1436,27297,21836,5414,25282,20167,5068,2,8,5,3,5,2,3,5,54,34,20,50,31,19,4,70,53,17,69,52,17,3,40,35,5,15,10,5,-,-,-,-,-,-,-
3,I,54,543,電気機械器具卸売業,5055,170836,129899,39910,163152,123455,38681,60,155,100,55,71,35,36,4993,170678,129797,39854,163080,123419,38645,4982,170619,129760,39832,163028,123388,38624,4912,168672,128421,39270,161126,122091,38065,3,8,6,2,4,3,1,23,1506,1011,450,1494,1000,449,44,433,322,110,404,294,109,11,59,37,22,52,31,21,2,3,2,1,1,1,-
3,I,54,549,その他の機械器具卸売業,2548,59244,44272,14863,55391,41129,14158,43,86,55,28,36,12,22,2504,59139,44199,14834,55353,41116,14135,2498,58996,44086,14804,55235,41028,14105,2467,58313,43581,14629,54573,40539,13935,2,8,5,3,3,2,1,16,552,420,129,546,414,129,13,123,80,43,113,73,40,6,143,113,30,118,88,30,1,19,18,1,2,1,1
2,I,55,000,その他の卸売業,14090,260875,159975,99989,233260,143806,88546,768,1896,997,896,732,281,450,13312,258909,158964,99040,232465,143513,88048,13171,255980,156733,98356,229831,141561,87380,13054,252681,155026,96811,226642,139926,85873,36,337,210,92,284,173,76,43,2333,1263,1061,2300,1241,1050,38,629,234,392,605,221,381,141,2929,2231,684,2634,1952,668,10,70,14,53,63,12,48
3,I,55,550,管理，補助的経済活動を行う事業所,217,5993,3862,2131,5803,3704,2099,-,-,-,-,-,-,-,217,5993,3862,2131,5803,3704,2099,215,5964,3841,2123,5774,3683,2091,213,5903,3821,2082,5713,3663,2050,-,-,-,-,-,-,-,1,58,19,39,58,19,39,1,3,1,2,3,1,2,2,29,21,8,29,21,8,-,-,-,-,-,-,-
3,I,55,551,家具・建具・じゅう器等卸売業,1958,27064,17382,9590,24384,15372,8920,126,277,185,92,101,51,50,1832,26787,17197,9498,24283,15321,8870,1818,26557,17046,9419,24080,15197,8791,1803,26228,16960,9176,23773,15120,8561,7,47,30,17,33,22,11,3,8,6,2,7,6,1,5,274,50,224,267,49,218,14,230,151,79,203,124,79,-,-,-,-,-,-,-
3,I,55,552,医薬品・化粧品等卸売業,2589,87766,46593,40749,78032,43539,34069,117,282,106,176,126,31,95,2471,87437,46486,40527,77860,43507,33929,2446,87165,46286,40455,77625,43341,33860,2423,85478,45463,39597,75948,42523,33007,3,143,103,40,139,101,38,15,1511,703,802,1506,701,799,5,33,17,16,32,16,16,25,272,200,72,235,166,69,1,47,1,46,46,1,45
3,I,55,553,紙・紙製品卸売業,1400,27318,19106,8150,24769,17274,7433,77,161,96,65,58,24,34,1321,27153,19007,8084,24707,17247,7398,1312,27114,18980,8072,24682,17234,7386,1305,27071,18948,8061,24651,17209,7380,6,39,31,8,30,24,6,1,4,1,3,1,1,-,-,-,-,-,-,-,-,9,39,27,12,25,13,12,2,4,3,1,4,3,1
3,I,55,559,他に分類されない卸売業,7926,112734,73032,39369,100272,63917,36025,448,1176,610,563,447,175,271,7471,111539,72412,38800,99812,63734,35752,7380,109180,70580,38287,97670,62106,35252,7310,108001,69834,37895,96557,61411,34875,20,108,46,27,82,26,21,23,752,534,215,728,514,211,27,319,166,150,303,155,145,91,2359,1832,513,2142,1628,500,7,19,10,6,13,8,2
2,I,56,000,各種商品小売業,275,47548,18555,28993,45811,18199,27612,10,74,39,35,61,30,31,265,47474,18516,28958,45750,18169,27581,262,47448,18508,28940,45736,18168,27568,247,44926,17748,27178,43293,17419,25874,-,-,-,-,-,-,-,15,2522,760,1762,2443,749,1694,-,-,-,-,-,-,-,3,26,8,18,14,1,13,-,-,-,-,-,-,-
3,I,56,560,管理，補助的経済活動を行う事業所,23,1293,792,501,1224,758,466,-,-,-,-,-,-,-,23,1293,792,501,1224,758,466,23,1293,792,501,1224,758,466,23,1293,792,501,1224,758,466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,56,561,百貨店，総合スーパー,134,44533,17162,27371,42921,16871,26050,-,-,-,-,-,-,-,134,44533,17162,27371,42921,16871,26050,134,44533,17162,27371,42921,16871,26050,119,42011,16402,25609,40478,16122,24356,-,-,-,-,-,-,-,15,2522,760,1762,2443,749,1694,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,56,569,その他の各種商品小売業（従業者が常時50人未満のもの）,118,1722,601,1121,1666,570,1096,10,74,39,35,61,30,31,108,1648,562,1086,1605,540,1065,105,1622,554,1068,1591,539,1052,105,1622,554,1068,1591,539,1052,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,26,8,18,14,1,13,-,-,-,-,-,-,-
2,I,57,000,織物・衣服・身の回り品小売業,17438,121372,36891,83809,109186,31042,77476,3995,7732,2928,4792,2452,575,1868,13438,113621,33959,79002,106716,30464,75593,13421,113441,33859,78922,106541,30368,75514,13270,112396,33489,78249,105613,30070,74886,52,148,66,82,80,26,54,86,788,242,544,748,219,527,13,109,62,47,100,53,47,17,180,100,80,175,96,79,5,19,4,15,18,3,15
3,I,57,570,管理，補助的経済活動を行う事業所,238,10361,5144,5217,10087,4931,5156,-,-,-,-,-,-,-,238,10361,5144,5217,10087,4931,5156,238,10361,5144,5217,10087,4931,5156,235,10337,5140,5197,10063,4927,5136,2,8,4,4,8,4,4,1,16,-,16,16,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,571,呉服・服地・寝具小売業,1347,5646,1887,3749,3868,985,2873,528,1038,506,532,281,78,203,819,4608,1381,3217,3587,907,2670,819,4608,1381,3217,3587,907,2670,810,4577,1367,3200,3573,902,2661,7,27,13,14,14,5,9,2,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,572,男子服小売業,2257,15178,7946,7158,13682,6936,6674,439,901,548,350,313,139,172,1818,14277,7398,6808,13369,6797,6502,1814,14179,7323,6785,13274,6724,6480,1784,14025,7249,6707,13146,6666,6412,7,14,7,7,5,1,4,17,106,47,57,89,37,50,6,34,20,14,34,20,14,4,98,75,23,95,73,22,-,-,-,-,-,-,-
3,I,57,573,婦人・子供服小売業,7564,53872,11955,41586,48995,10131,38535,1730,3358,922,2429,1141,174,962,5831,50496,11030,39142,47837,9955,37558,5826,50486,11030,39132,47827,9955,37548,5792,50042,10895,38823,47408,9833,37251,12,34,12,22,20,5,15,19,377,106,271,366,100,266,3,33,17,16,33,17,16,5,10,-,10,10,-,10,3,18,3,15,17,2,15
3,I,57,574,靴・履物小売業,1482,7487,3276,4136,6525,2695,3755,343,599,308,291,121,31,90,1139,6888,2968,3845,6404,2664,3665,1139,6888,2968,3845,6404,2664,3665,1097,6691,2913,3703,6219,2616,3528,9,21,10,11,12,5,7,32,169,43,126,166,41,125,1,7,2,5,7,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,I,57,579,その他の織物・衣服・身の回り品小売業,4550,28828,6683,21963,26029,5364,20483,955,1836,644,1190,596,153,441,3593,26991,6038,20773,25432,5210,20042,3585,26919,6013,20726,25362,5187,19995,3552,26724,5925,20619,25204,5126,19898,15,44,20,24,21,6,15,15,116,45,71,111,41,70,3,35,23,12,26,14,12,8,72,25,47,70,23,47,2,1,1,-,1,1,-
2,I,58,000,飲食料品小売業,29884,362462,157930,203287,327171,137060,188884,10172,49187,25350,23602,33466,15794,17454,19696,313153,132563,179580,293596,121252,171335,19404,306120,130565,174553,286994,119379,166614,18653,292088,123486,167626,274237,113017,160244,415,4835,2726,2086,4165,2323,1820,331,9165,4343,4822,8565,4030,4535,5,32,10,19,27,9,15,292,7033,1998,5027,6602,1873,4721,16,122,17,105,109,14,95
3,I,58,580,管理，補助的経済活動を行う事業所,281,6750,4058,2692,6335,3747,2588,-,-,-,-,-,-,-,281,6750,4058,2692,6335,3747,2588,277,6655,4008,2647,6240,3697,2543,269,6364,3780,2584,5955,3473,2482,4,41,29,12,36,26,10,4,250,199,51,249,198,51,-,-,-,-,-,-,-,4,95,50,45,95,50,45,-,-,-,-,-,-,-
3,I,58,581,各種食料品小売業,2390,108174,43464,64406,107178,42876,63998,125,416,205,211,170,61,109,2265,107758,43259,64195,107008,42815,63889,2186,103275,42068,60903,102539,41632,60603,2122,99216,40616,58296,98605,40224,58077,4,28,12,16,25,9,16,60,4031,1440,2591,3909,1399,2510,-,-,-,-,-,-,-,79,4483,1191,3292,4469,1183,3286,-,-,-,-,-,-,-
3,I,58,582,野菜・果実小売業,1786,8612,4130,4449,6131,2469,3629,900,2293,1246,1047,939,340,599,882,6283,2883,3367,5157,2128,2996,854,5966,2781,3152,4869,2033,2803,836,5884,2733,3118,4807,2001,2773,14,71,42,29,54,28,26,4,11,6,5,8,4,4,-,-,-,-,-,-,-,28,317,102,215,288,95,193,4,36,1,35,35,1,34
