地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,事業所数（事業所）,従業者数（人）,売上（収入）金額（百万円）
4,13218,福生市,2,G,41,映像・音声・文字情報制作業,4,30,…
4,13218,福生市,1,H,00,運輸業，郵便業,21,530,…
4,13218,福生市,2,H,42,鉄道業,1,10,…
4,13218,福生市,2,H,43,道路旅客運送業,5,182,…
4,13218,福生市,2,H,44,道路貨物運送業,14,329,…
4,13218,福生市,2,H,45,水運業,-,-,…
4,13218,福生市,2,H,46,航空運輸業,-,-,…
4,13218,福生市,2,H,47,倉庫業,-,-,…
4,13218,福生市,2,H,48,運輸に附帯するサービス業,1,9,…
4,13218,福生市,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13218,福生市,1,I,00,卸売業，小売業,464,3397,100579
4,13218,福生市,2,I,50,各種商品卸売業,-,-,-
4,13218,福生市,2,I,51,繊維・衣服等卸売業,1,4,X
4,13218,福生市,2,I,52,飲食料品卸売業,9,61,X
4,13218,福生市,2,I,53,建築材料，鉱物・金属材料等卸売業,25,112,6449
4,13218,福生市,2,I,54,機械器具卸売業,20,171,19981
4,13218,福生市,2,I,55,その他の卸売業,22,155,13661
4,13218,福生市,2,I,56,各種商品小売業,1,147,X
4,13218,福生市,2,I,57,織物・衣服・身の回り品小売業,56,208,4844
4,13218,福生市,2,I,58,飲食料品小売業,91,906,12311
4,13218,福生市,2,I,59,機械器具小売業,67,532,18417
4,13218,福生市,2,I,60,その他の小売業,166,1051,17221
4,13218,福生市,2,I,61,無店舗小売業,5,46,413
4,13218,福生市,1,J,00,金融業，保険業,25,391,…
4,13218,福生市,2,J,62,銀行業,5,105,…
4,13218,福生市,2,J,63,協同組織金融業,6,88,…
4,13218,福生市,2,J,64,貸金業，クレジットカード業等非預金信用機関,2,6,…
4,13218,福生市,2,J,65,金融商品取引業，商品先物取引業,1,8,…
4,13218,福生市,2,J,66,補助的金融業等,-,-,…
4,13218,福生市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,11,184,…
4,13218,福生市,1,K,00,不動産業，物品賃貸業,116,485,6616
4,13218,福生市,2,K,68,不動産取引業,34,142,2488
4,13218,福生市,2,K,69,不動産賃貸業・管理業,73,264,3006
4,13218,福生市,2,K,70,物品賃貸業,9,79,1122
4,13218,福生市,1,L,00,学術研究，専門・技術サービス業,68,268,2022
4,13218,福生市,2,L,71,学術・開発研究機関,-,-,-
4,13218,福生市,2,L,72,専門サービス業（他に分類されないもの）,33,110,X
4,13218,福生市,2,L,73,広告業,1,6,X
4,13218,福生市,2,L,74,技術サービス業（他に分類されないもの）,34,152,1144
4,13218,福生市,1,M,00,宿泊業，飲食サービス業,323,2522,10104
4,13218,福生市,2,M,75,宿泊業,3,62,651
4,13218,福生市,2,M,76,飲食店,298,2252,8737
4,13218,福生市,2,M,77,持ち帰り・配達飲食サービス業,22,208,715
4,13218,福生市,1,N,00,生活関連サービス業，娯楽業,195,804,10436
4,13218,福生市,2,N,78,洗濯・理容・美容・浴場業,144,364,1337
4,13218,福生市,2,N,79,その他の生活関連サービス業,24,133,812
4,13218,福生市,2,N,80,娯楽業,27,307,8287
4,13218,福生市,1,O,00,教育，学習支援業,70,457,…
4,13218,福生市,2,O,81,学校教育,5,108,…
4,13218,福生市,2,O,82,その他の教育，学習支援業,65,349,1750
4,13218,福生市,1,P,00,医療，福祉,169,2937,18357
4,13218,福生市,2,P,83,医療業,107,1217,10225
4,13218,福生市,2,P,84,保健衛生,-,-,-
4,13218,福生市,2,P,85,社会保険・社会福祉・介護事業,62,1720,8132
4,13218,福生市,1,Q,00,複合サービス事業,7,64,…
4,13218,福生市,2,Q,86,郵便局,6,42,…
4,13218,福生市,2,Q,87,協同組合（他に分類されないもの）,1,22,X
4,13218,福生市,1,R,00,サービス業（他に分類されないもの）,84,1022,…
4,13218,福生市,2,R,88,廃棄物処理業,5,68,1056
4,13218,福生市,2,R,89,自動車整備業,18,144,1410
4,13218,福生市,2,R,90,機械等修理業（別掲を除く）,7,18,67
4,13218,福生市,2,R,91,職業紹介・労働者派遣業,5,134,797
4,13218,福生市,2,R,92,その他の事業サービス業,24,573,2282
4,13218,福生市,2,R,93,政治・経済・文化団体,4,26,…
4,13218,福生市,2,R,94,宗教,20,51,…
4,13218,福生市,2,R,95,その他のサービス業,1,8,X
4,13219,狛江市,1,A,00,農業，林業,4,11,54
4,13219,狛江市,2,A,01,農業,4,11,54
4,13219,狛江市,2,A,02,林業,-,-,-
4,13219,狛江市,1,B,00,漁業,-,-,-
4,13219,狛江市,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13219,狛江市,2,B,04,水産養殖業,-,-,-
4,13219,狛江市,1,C,00,鉱業，採石業，砂利採取業,-,-,-
4,13219,狛江市,2,C,05,鉱業，採石業，砂利採取業,-,-,-
4,13219,狛江市,1,D,00,建設業,240,1277,…
4,13219,狛江市,2,D,06,総合工事業,103,627,…
4,13219,狛江市,2,D,07,職別工事業（設備工事業を除く）,78,385,…
4,13219,狛江市,2,D,08,設備工事業,59,265,…
4,13219,狛江市,1,E,00,製造業,80,647,18280
4,13219,狛江市,2,E,09,食料品製造業,5,42,349
4,13219,狛江市,2,E,10,飲料・たばこ・飼料製造業,2,18,X
4,13219,狛江市,2,E,11,繊維工業,4,11,51
4,13219,狛江市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-
4,13219,狛江市,2,E,13,家具・装備品製造業,5,15,274
4,13219,狛江市,2,E,14,パルプ・紙・紙加工品製造業,1,85,X
4,13219,狛江市,2,E,15,印刷・同関連業,10,53,921
4,13219,狛江市,2,E,16,化学工業,1,28,X
4,13219,狛江市,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13219,狛江市,2,E,18,プラスチック製品製造業（別掲を除く）,6,15,143
4,13219,狛江市,2,E,19,ゴム製品製造業,-,-,-
4,13219,狛江市,2,E,20,なめし革・同製品・毛皮製造業,1,5,X
4,13219,狛江市,2,E,21,窯業・土石製品製造業,-,-,-
4,13219,狛江市,2,E,22,鉄鋼業,-,-,-
4,13219,狛江市,2,E,23,非鉄金属製造業,2,26,X
4,13219,狛江市,2,E,24,金属製品製造業,10,70,842
4,13219,狛江市,2,E,25,はん用機械器具製造業,3,27,365
4,13219,狛江市,2,E,26,生産用機械器具製造業,5,63,2145
4,13219,狛江市,2,E,27,業務用機械器具製造業,7,65,896
4,13219,狛江市,2,E,28,電子部品・デバイス・電子回路製造業,2,14,X
4,13219,狛江市,2,E,29,電気機械器具製造業,6,60,1483
4,13219,狛江市,2,E,30,情報通信機械器具製造業,2,17,X
4,13219,狛江市,2,E,31,輸送用機械器具製造業,-,-,-
4,13219,狛江市,2,E,32,その他の製造業,8,33,521
4,13219,狛江市,1,F,00,電気・ガス・熱供給・水道業,1,12,…
4,13219,狛江市,2,F,33,電気業,-,-,…
4,13219,狛江市,2,F,34,ガス業,-,-,…
4,13219,狛江市,2,F,35,熱供給業,-,-,…
4,13219,狛江市,2,F,36,水道業,1,12,…
4,13219,狛江市,1,G,00,情報通信業,28,176,…
4,13219,狛江市,2,G,37,通信業,-,-,…
4,13219,狛江市,2,G,38,放送業,-,-,…
4,13219,狛江市,2,G,39,情報サービス業,14,102,1522
4,13219,狛江市,2,G,40,インターネット附随サービス業,-,-,-
4,13219,狛江市,2,G,41,映像・音声・文字情報制作業,14,74,…
4,13219,狛江市,1,H,00,運輸業，郵便業,16,542,…
4,13219,狛江市,2,H,42,鉄道業,-,-,…
4,13219,狛江市,2,H,43,道路旅客運送業,3,374,…
4,13219,狛江市,2,H,44,道路貨物運送業,12,165,…
4,13219,狛江市,2,H,45,水運業,-,-,…
4,13219,狛江市,2,H,46,航空運輸業,-,-,…
4,13219,狛江市,2,H,47,倉庫業,-,-,…
4,13219,狛江市,2,H,48,運輸に附帯するサービス業,1,3,…
4,13219,狛江市,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13219,狛江市,1,I,00,卸売業，小売業,401,2971,67524
4,13219,狛江市,2,I,50,各種商品卸売業,-,-,-
4,13219,狛江市,2,I,51,繊維・衣服等卸売業,6,14,444
4,13219,狛江市,2,I,52,飲食料品卸売業,12,49,804
4,13219,狛江市,2,I,53,建築材料，鉱物・金属材料等卸売業,21,122,4906
4,13219,狛江市,2,I,54,機械器具卸売業,21,178,7022
4,13219,狛江市,2,I,55,その他の卸売業,22,95,6556
4,13219,狛江市,2,I,56,各種商品小売業,-,-,-
4,13219,狛江市,2,I,57,織物・衣服・身の回り品小売業,30,112,1098
4,13219,狛江市,2,I,58,飲食料品小売業,115,1308,22130
4,13219,狛江市,2,I,59,機械器具小売業,43,135,4037
4,13219,狛江市,2,I,60,その他の小売業,119,810,14944
4,13219,狛江市,2,I,61,無店舗小売業,12,148,5584
4,13219,狛江市,1,J,00,金融業，保険業,17,214,…
4,13219,狛江市,2,J,62,銀行業,5,122,…
4,13219,狛江市,2,J,63,協同組織金融業,1,26,…
4,13219,狛江市,2,J,64,貸金業，クレジットカード業等非預金信用機関,1,1,…
4,13219,狛江市,2,J,65,金融商品取引業，商品先物取引業,-,-,…
4,13219,狛江市,2,J,66,補助的金融業等,-,-,…
4,13219,狛江市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,10,65,…
4,13219,狛江市,1,K,00,不動産業，物品賃貸業,241,773,12929
4,13219,狛江市,2,K,68,不動産取引業,26,218,8163
4,13219,狛江市,2,K,69,不動産賃貸業・管理業,208,478,4537
4,13219,狛江市,2,K,70,物品賃貸業,7,77,229
4,13219,狛江市,1,L,00,学術研究，専門・技術サービス業,68,446,8619
4,13219,狛江市,2,L,71,学術・開発研究機関,2,168,X
4,13219,狛江市,2,L,72,専門サービス業（他に分類されないもの）,25,81,477
4,13219,狛江市,2,L,73,広告業,2,3,X
4,13219,狛江市,2,L,74,技術サービス業（他に分類されないもの）,39,194,1685
4,13219,狛江市,1,M,00,宿泊業，飲食サービス業,205,1444,5610
4,13219,狛江市,2,M,75,宿泊業,3,14,32
4,13219,狛江市,2,M,76,飲食店,179,1140,4541
4,13219,狛江市,2,M,77,持ち帰り・配達飲食サービス業,23,290,1037
4,13219,狛江市,1,N,00,生活関連サービス業，娯楽業,170,622,2784
4,13219,狛江市,2,N,78,洗濯・理容・美容・浴場業,142,462,1611
4,13219,狛江市,2,N,79,その他の生活関連サービス業,17,47,345
4,13219,狛江市,2,N,80,娯楽業,11,113,828
4,13219,狛江市,1,O,00,教育，学習支援業,63,471,…
4,13219,狛江市,2,O,81,学校教育,4,98,…
4,13219,狛江市,2,O,82,その他の教育，学習支援業,59,373,1069
4,13219,狛江市,1,P,00,医療，福祉,184,3431,27009
4,13219,狛江市,2,P,83,医療業,115,1945,21137
4,13219,狛江市,2,P,84,保健衛生,-,-,-
4,13219,狛江市,2,P,85,社会保険・社会福祉・介護事業,69,1486,5872
4,13219,狛江市,1,Q,00,複合サービス事業,9,238,…
4,13219,狛江市,2,Q,86,郵便局,7,194,…
4,13219,狛江市,2,Q,87,協同組合（他に分類されないもの）,2,44,X
4,13219,狛江市,1,R,00,サービス業（他に分類されないもの）,75,1267,…
4,13219,狛江市,2,R,88,廃棄物処理業,3,113,345
4,13219,狛江市,2,R,89,自動車整備業,9,30,244
4,13219,狛江市,2,R,90,機械等修理業（別掲を除く）,7,18,125
4,13219,狛江市,2,R,91,職業紹介・労働者派遣業,3,19,258
4,13219,狛江市,2,R,92,その他の事業サービス業,31,1016,2599
4,13219,狛江市,2,R,93,政治・経済・文化団体,5,21,…
4,13219,狛江市,2,R,94,宗教,16,49,…
4,13219,狛江市,2,R,95,その他のサービス業,1,1,X
4,13220,東大和市,1,A,00,農業，林業,2,17,X
4,13220,東大和市,2,A,01,農業,2,17,X
4,13220,東大和市,2,A,02,林業,-,-,-
4,13220,東大和市,1,B,00,漁業,-,-,-
4,13220,東大和市,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13220,東大和市,2,B,04,水産養殖業,-,-,-
4,13220,東大和市,1,C,00,鉱業，採石業，砂利採取業,-,-,-
4,13220,東大和市,2,C,05,鉱業，採石業，砂利採取業,-,-,-
4,13220,東大和市,1,D,00,建設業,321,1510,…
4,13220,東大和市,2,D,06,総合工事業,116,540,…
4,13220,東大和市,2,D,07,職別工事業（設備工事業を除く）,117,526,…
4,13220,東大和市,2,D,08,設備工事業,88,444,…
4,13220,東大和市,1,E,00,製造業,116,2063,93154
4,13220,東大和市,2,E,09,食料品製造業,14,1150,79558
4,13220,東大和市,2,E,10,飲料・たばこ・飼料製造業,2,25,X
4,13220,東大和市,2,E,11,繊維工業,2,5,X
4,13220,東大和市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-
4,13220,東大和市,2,E,13,家具・装備品製造業,6,37,411
4,13220,東大和市,2,E,14,パルプ・紙・紙加工品製造業,3,16,147
4,13220,東大和市,2,E,15,印刷・同関連業,11,70,523
4,13220,東大和市,2,E,16,化学工業,-,-,-
4,13220,東大和市,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13220,東大和市,2,E,18,プラスチック製品製造業（別掲を除く）,5,63,990
4,13220,東大和市,2,E,19,ゴム製品製造業,-,-,-
4,13220,東大和市,2,E,20,なめし革・同製品・毛皮製造業,2,8,X
4,13220,東大和市,2,E,21,窯業・土石製品製造業,2,8,X
4,13220,東大和市,2,E,22,鉄鋼業,-,-,-
4,13220,東大和市,2,E,23,非鉄金属製造業,2,9,X
4,13220,東大和市,2,E,24,金属製品製造業,10,86,868
4,13220,東大和市,2,E,25,はん用機械器具製造業,2,14,X
4,13220,東大和市,2,E,26,生産用機械器具製造業,11,104,1957
4,13220,東大和市,2,E,27,業務用機械器具製造業,8,100,4238
4,13220,東大和市,2,E,28,電子部品・デバイス・電子回路製造業,11,61,536
4,13220,東大和市,2,E,29,電気機械器具製造業,14,260,2981
4,13220,東大和市,2,E,30,情報通信機械器具製造業,-,-,-
4,13220,東大和市,2,E,31,輸送用機械器具製造業,4,14,59
4,13220,東大和市,2,E,32,その他の製造業,7,33,296
4,13220,東大和市,1,F,00,電気・ガス・熱供給・水道業,1,55,…
4,13220,東大和市,2,F,33,電気業,-,-,…
4,13220,東大和市,2,F,34,ガス業,-,-,…
4,13220,東大和市,2,F,35,熱供給業,-,-,…
4,13220,東大和市,2,F,36,水道業,1,55,…
4,13220,東大和市,1,G,00,情報通信業,20,183,…
4,13220,東大和市,2,G,37,通信業,2,9,…
4,13220,東大和市,2,G,38,放送業,-,-,…
4,13220,東大和市,2,G,39,情報サービス業,9,42,1333
4,13220,東大和市,2,G,40,インターネット附随サービス業,3,19,50
4,13220,東大和市,2,G,41,映像・音声・文字情報制作業,6,113,…
4,13220,東大和市,1,H,00,運輸業，郵便業,43,1196,…
4,13220,東大和市,2,H,42,鉄道業,2,43,…
4,13220,東大和市,2,H,43,道路旅客運送業,11,168,…
4,13220,東大和市,2,H,44,道路貨物運送業,25,901,…
4,13220,東大和市,2,H,45,水運業,-,-,…
4,13220,東大和市,2,H,46,航空運輸業,-,-,…
4,13220,東大和市,2,H,47,倉庫業,1,3,…
4,13220,東大和市,2,H,48,運輸に附帯するサービス業,4,81,…
4,13220,東大和市,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13220,東大和市,1,I,00,卸売業，小売業,539,5291,118171
4,13220,東大和市,2,I,50,各種商品卸売業,-,-,-
4,13220,東大和市,2,I,51,繊維・衣服等卸売業,5,12,X
4,13220,東大和市,2,I,52,飲食料品卸売業,12,48,1204
4,13220,東大和市,2,I,53,建築材料，鉱物・金属材料等卸売業,20,244,9904
4,13220,東大和市,2,I,54,機械器具卸売業,34,285,10962
4,13220,東大和市,2,I,55,その他の卸売業,23,118,6605
4,13220,東大和市,2,I,56,各種商品小売業,1,365,X
4,13220,東大和市,2,I,57,織物・衣服・身の回り品小売業,42,339,4401
4,13220,東大和市,2,I,58,飲食料品小売業,146,1861,25062
4,13220,東大和市,2,I,59,機械器具小売業,70,535,24283
4,13220,東大和市,2,I,60,その他の小売業,170,1370,22515
4,13220,東大和市,2,I,61,無店舗小売業,16,114,2145
4,13220,東大和市,1,J,00,金融業，保険業,30,334,…
4,13220,東大和市,2,J,62,銀行業,2,53,…
4,13220,東大和市,2,J,63,協同組織金融業,9,125,…
4,13220,東大和市,2,J,64,貸金業，クレジットカード業等非預金信用機関,1,3,…
4,13220,東大和市,2,J,65,金融商品取引業，商品先物取引業,-,-,…
4,13220,東大和市,2,J,66,補助的金融業等,1,1,…
4,13220,東大和市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,17,152,…
4,13220,東大和市,1,K,00,不動産業，物品賃貸業,137,520,19140
4,13220,東大和市,2,K,68,不動産取引業,44,142,7576
4,13220,東大和市,2,K,69,不動産賃貸業・管理業,84,297,10288
4,13220,東大和市,2,K,70,物品賃貸業,9,81,1276
4,13220,東大和市,1,L,00,学術研究，専門・技術サービス業,101,581,4615
4,13220,東大和市,2,L,71,学術・開発研究機関,4,211,-
4,13220,東大和市,2,L,72,専門サービス業（他に分類されないもの）,57,136,1006
4,13220,東大和市,2,L,73,広告業,5,33,1563
4,13220,東大和市,2,L,74,技術サービス業（他に分類されないもの）,35,201,2046
4,13220,東大和市,1,M,00,宿泊業，飲食サービス業,302,2594,9176
4,13220,東大和市,2,M,75,宿泊業,2,27,X
4,13220,東大和市,2,M,76,飲食店,267,2246,7998
4,13220,東大和市,2,M,77,持ち帰り・配達飲食サービス業,33,321,X
4,13220,東大和市,1,N,00,生活関連サービス業，娯楽業,221,1096,29550
4,13220,東大和市,2,N,78,洗濯・理容・美容・浴場業,175,497,2067
4,13220,東大和市,2,N,79,その他の生活関連サービス業,27,105,1371
4,13220,東大和市,2,N,80,娯楽業,19,494,26111
4,13220,東大和市,1,O,00,教育，学習支援業,100,651,…
4,13220,東大和市,2,O,81,学校教育,3,84,…
4,13220,東大和市,2,O,82,その他の教育，学習支援業,97,567,1724
4,13220,東大和市,1,P,00,医療，福祉,235,4278,30466
4,13220,東大和市,2,P,83,医療業,135,2043,19963
4,13220,東大和市,2,P,84,保健衛生,2,5,X
4,13220,東大和市,2,P,85,社会保険・社会福祉・介護事業,98,2230,X
4,13220,東大和市,1,Q,00,複合サービス事業,10,101,…
4,13220,東大和市,2,Q,86,郵便局,8,58,…
4,13220,東大和市,2,Q,87,協同組合（他に分類されないもの）,2,43,X
4,13220,東大和市,1,R,00,サービス業（他に分類されないもの）,105,746,…
4,13220,東大和市,2,R,88,廃棄物処理業,5,46,904
4,13220,東大和市,2,R,89,自動車整備業,26,96,1260
4,13220,東大和市,2,R,90,機械等修理業（別掲を除く）,15,64,1106
4,13220,東大和市,2,R,91,職業紹介・労働者派遣業,2,16,X
4,13220,東大和市,2,R,92,その他の事業サービス業,32,443,4695
4,13220,東大和市,2,R,93,政治・経済・文化団体,7,30,…
4,13220,東大和市,2,R,94,宗教,17,41,…
4,13220,東大和市,2,R,95,その他のサービス業,1,10,X
4,13221,清瀬市,1,A,00,農業，林業,5,22,163
4,13221,清瀬市,2,A,01,農業,4,17,X
4,13221,清瀬市,2,A,02,林業,1,5,X
4,13221,清瀬市,1,B,00,漁業,-,-,-
4,13221,清瀬市,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13221,清瀬市,2,B,04,水産養殖業,-,-,-
4,13221,清瀬市,1,C,00,鉱業，採石業，砂利採取業,-,-,-
4,13221,清瀬市,2,C,05,鉱業，採石業，砂利採取業,-,-,-
4,13221,清瀬市,1,D,00,建設業,174,983,…
4,13221,清瀬市,2,D,06,総合工事業,77,593,…
4,13221,清瀬市,2,D,07,職別工事業（設備工事業を除く）,53,210,…
4,13221,清瀬市,2,D,08,設備工事業,44,180,…
4,13221,清瀬市,1,E,00,製造業,54,1330,19655
4,13221,清瀬市,2,E,09,食料品製造業,5,119,1187
4,13221,清瀬市,2,E,10,飲料・たばこ・飼料製造業,-,-,-
4,13221,清瀬市,2,E,11,繊維工業,3,10,16
4,13221,清瀬市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-
4,13221,清瀬市,2,E,13,家具・装備品製造業,5,11,86
4,13221,清瀬市,2,E,14,パルプ・紙・紙加工品製造業,4,85,4585
4,13221,清瀬市,2,E,15,印刷・同関連業,7,16,82
4,13221,清瀬市,2,E,16,化学工業,4,264,7552
4,13221,清瀬市,2,E,17,石油製品・石炭製品製造業,-,-,-
4,13221,清瀬市,2,E,18,プラスチック製品製造業（別掲を除く）,2,22,X
4,13221,清瀬市,2,E,19,ゴム製品製造業,-,-,-
4,13221,清瀬市,2,E,20,なめし革・同製品・毛皮製造業,-,-,-
4,13221,清瀬市,2,E,21,窯業・土石製品製造業,2,3,X
4,13221,清瀬市,2,E,22,鉄鋼業,-,-,-
4,13221,清瀬市,2,E,23,非鉄金属製造業,-,-,-
4,13221,清瀬市,2,E,24,金属製品製造業,3,12,X
4,13221,清瀬市,2,E,25,はん用機械器具製造業,3,14,115
4,13221,清瀬市,2,E,26,生産用機械器具製造業,3,9,X
4,13221,清瀬市,2,E,27,業務用機械器具製造業,3,20,124
4,13221,清瀬市,2,E,28,電子部品・デバイス・電子回路製造業,1,1,X
4,13221,清瀬市,2,E,29,電気機械器具製造業,1,44,X
4,13221,清瀬市,2,E,30,情報通信機械器具製造業,1,2,X
4,13221,清瀬市,2,E,31,輸送用機械器具製造業,3,687,4511
4,13221,清瀬市,2,E,32,その他の製造業,4,11,66
4,13221,清瀬市,1,F,00,電気・ガス・熱供給・水道業,2,4,…
4,13221,清瀬市,2,F,33,電気業,-,-,…
4,13221,清瀬市,2,F,34,ガス業,-,-,…
4,13221,清瀬市,2,F,35,熱供給業,-,-,…
4,13221,清瀬市,2,F,36,水道業,2,4,…
4,13221,清瀬市,1,G,00,情報通信業,11,30,…
4,13221,清瀬市,2,G,37,通信業,-,-,…
4,13221,清瀬市,2,G,38,放送業,-,-,…
4,13221,清瀬市,2,G,39,情報サービス業,5,22,X
4,13221,清瀬市,2,G,40,インターネット附随サービス業,1,2,X
4,13221,清瀬市,2,G,41,映像・音声・文字情報制作業,5,6,…
4,13221,清瀬市,1,H,00,運輸業，郵便業,22,350,…
4,13221,清瀬市,2,H,42,鉄道業,1,11,…
4,13221,清瀬市,2,H,43,道路旅客運送業,6,175,…
4,13221,清瀬市,2,H,44,道路貨物運送業,13,159,…
4,13221,清瀬市,2,H,45,水運業,-,-,…
4,13221,清瀬市,2,H,46,航空運輸業,-,-,…
4,13221,清瀬市,2,H,47,倉庫業,2,5,…
4,13221,清瀬市,2,H,48,運輸に附帯するサービス業,-,-,…
4,13221,清瀬市,2,H,49,郵便業（信書便事業を含む）,-,-,…
4,13221,清瀬市,1,I,00,卸売業，小売業,409,2880,52299
4,13221,清瀬市,2,I,50,各種商品卸売業,-,-,-
4,13221,清瀬市,2,I,51,繊維・衣服等卸売業,2,5,X
4,13221,清瀬市,2,I,52,飲食料品卸売業,23,90,1501
4,13221,清瀬市,2,I,53,建築材料，鉱物・金属材料等卸売業,17,81,2140
4,13221,清瀬市,2,I,54,機械器具卸売業,18,111,5016
4,13221,清瀬市,2,I,55,その他の卸売業,15,64,1468
4,13221,清瀬市,2,I,56,各種商品小売業,1,175,X
4,13221,清瀬市,2,I,57,織物・衣服・身の回り品小売業,31,123,1055
4,13221,清瀬市,2,I,58,飲食料品小売業,124,1306,15809
4,13221,清瀬市,2,I,59,機械器具小売業,32,159,3876
4,13221,清瀬市,2,I,60,その他の小売業,135,745,14313
4,13221,清瀬市,2,I,61,無店舗小売業,11,21,666
4,13221,清瀬市,1,J,00,金融業，保険業,18,302,…
4,13221,清瀬市,2,J,62,銀行業,4,128,…
4,13221,清瀬市,2,J,63,協同組織金融業,3,45,…
4,13221,清瀬市,2,J,64,貸金業，クレジットカード業等非預金信用機関,2,2,…
4,13221,清瀬市,2,J,65,金融商品取引業，商品先物取引業,-,-,…
4,13221,清瀬市,2,J,66,補助的金融業等,-,-,…
4,13221,清瀬市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,9,127,…
4,13221,清瀬市,1,K,00,不動産業，物品賃貸業,119,441,13882
4,13221,清瀬市,2,K,68,不動産取引業,39,168,9900
4,13221,清瀬市,2,K,69,不動産賃貸業・管理業,76,223,3534
4,13221,清瀬市,2,K,70,物品賃貸業,4,50,448
4,13221,清瀬市,1,L,00,学術研究，専門・技術サービス業,64,334,6055
4,13221,清瀬市,2,L,71,学術・開発研究機関,6,146,4180
4,13221,清瀬市,2,L,72,専門サービス業（他に分類されないもの）,24,67,584
4,13221,清瀬市,2,L,73,広告業,3,4,15
4,13221,清瀬市,2,L,74,技術サービス業（他に分類されないもの）,31,117,1275
4,13221,清瀬市,1,M,00,宿泊業，飲食サービス業,217,1503,5648
4,13221,清瀬市,2,M,75,宿泊業,2,2,X
4,13221,清瀬市,2,M,76,飲食店,194,1287,4963
4,13221,清瀬市,2,M,77,持ち帰り・配達飲食サービス業,21,214,X
4,13221,清瀬市,1,N,00,生活関連サービス業，娯楽業,195,860,14617
4,13221,清瀬市,2,N,78,洗濯・理容・美容・浴場業,145,487,2003
4,13221,清瀬市,2,N,79,その他の生活関連サービス業,24,79,924
4,13221,清瀬市,2,N,80,娯楽業,26,294,11690
4,13221,清瀬市,1,O,00,教育，学習支援業,82,940,…
4,13221,清瀬市,2,O,81,学校教育,14,538,…
4,13221,清瀬市,2,O,82,その他の教育，学習支援業,68,402,717
4,13221,清瀬市,1,P,00,医療，福祉,237,7151,43878
4,13221,清瀬市,2,P,83,医療業,126,4461,31782
4,13221,清瀬市,2,P,84,保健衛生,-,-,-
4,13221,清瀬市,2,P,85,社会保険・社会福祉・介護事業,111,2690,12096
4,13221,清瀬市,1,Q,00,複合サービス事業,8,235,…
4,13221,清瀬市,2,Q,86,郵便局,7,208,…
4,13221,清瀬市,2,Q,87,協同組合（他に分類されないもの）,1,27,X
4,13221,清瀬市,1,R,00,サービス業（他に分類されないもの）,69,495,…
4,13221,清瀬市,2,R,88,廃棄物処理業,3,36,295
4,13221,清瀬市,2,R,89,自動車整備業,10,35,426
4,13221,清瀬市,2,R,90,機械等修理業（別掲を除く）,7,33,205
4,13221,清瀬市,2,R,91,職業紹介・労働者派遣業,2,12,X
4,13221,清瀬市,2,R,92,その他の事業サービス業,28,214,1540
4,13221,清瀬市,2,R,93,政治・経済・文化団体,5,117,…
4,13221,清瀬市,2,R,94,宗教,13,38,…
4,13221,清瀬市,2,R,95,その他のサービス業,1,10,X
4,13222,東久留米市,1,A,00,農業，林業,10,53,391
4,13222,東久留米市,2,A,01,農業,10,53,391
4,13222,東久留米市,2,A,02,林業,-,-,-
4,13222,東久留米市,1,B,00,漁業,-,-,-
4,13222,東久留米市,2,B,03,漁業（水産養殖業を除く）,-,-,-
4,13222,東久留米市,2,B,04,水産養殖業,-,-,-
4,13222,東久留米市,1,C,00,鉱業，採石業，砂利採取業,-,-,-
4,13222,東久留米市,2,C,05,鉱業，採石業，砂利採取業,-,-,-
4,13222,東久留米市,1,D,00,建設業,341,1800,…
4,13222,東久留米市,2,D,06,総合工事業,115,550,…
4,13222,東久留米市,2,D,07,職別工事業（設備工事業を除く）,122,571,…
4,13222,東久留米市,2,D,08,設備工事業,104,679,…
4,13222,東久留米市,1,E,00,製造業,138,3500,164582
4,13222,東久留米市,2,E,09,食料品製造業,13,1648,47468
4,13222,東久留米市,2,E,10,飲料・たばこ・飼料製造業,1,205,X
4,13222,東久留米市,2,E,11,繊維工業,1,1,X
4,13222,東久留米市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-
4,13222,東久留米市,2,E,13,家具・装備品製造業,14,44,443
4,13222,東久留米市,2,E,14,パルプ・紙・紙加工品製造業,4,10,20
4,13222,東久留米市,2,E,15,印刷・同関連業,13,64,1018
4,13222,東久留米市,2,E,16,化学工業,1,2,X
