地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
4,13123,江戸川区,2,L,73,広告業,19,98,61,34,71,41,28,12,25,16,6,14,7,5,4,25,16,9,15,9,6,3,48,29,19,42,25,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,2,L,74,技術サービス業（他に分類されないもの）,244,1621,1064,546,1282,811,460,156,327,202,114,141,61,69,42,268,153,115,188,100,88,29,381,221,160,341,190,151,6,129,46,83,116,36,80,6,236,199,37,218,183,35,2,148,130,18,146,128,18,1,132,113,19,132,113,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13123,江戸川区,1,M,00,宿泊業，飲食サービス業,2438,18180,7603,10493,15240,6043,9115,1436,3103,1335,1754,1290,403,875,464,3103,1149,1931,2677,896,1758,307,4161,1771,2343,3773,1573,2153,114,2667,1117,1550,2531,1031,1500,87,3208,1335,1873,3108,1272,1836,24,1623,767,856,1546,739,807,3,315,129,186,315,129,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
4,13123,江戸川区,2,M,75,宿泊業,87,773,278,448,700,246,407,36,93,24,58,87,21,55,20,130,21,100,114,15,90,22,304,123,154,254,101,126,3,66,28,38,65,27,38,3,129,74,55,129,74,55,1,51,8,43,51,8,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13123,江戸川区,2,M,76,飲食店,2083,14603,6389,8184,11929,4958,6943,1346,2872,1269,1600,1087,351,735,313,2024,914,1103,1631,677,947,232,3184,1468,1696,2901,1314,1567,97,2276,934,1342,2197,882,1315,72,2630,1011,1619,2541,958,1583,19,1302,664,638,1257,647,610,3,315,129,186,315,129,186,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,M,77,持ち帰り・配達飲食サービス業,268,2804,936,1861,2611,839,1765,54,138,42,96,116,31,85,131,949,214,728,932,204,721,53,673,180,493,618,158,460,14,325,155,170,269,122,147,12,449,250,199,438,240,198,4,270,95,175,238,84,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,N,00,生活関連サービス業，娯楽業,1748,8144,3843,4266,6135,2723,3381,1347,2692,1076,1592,1235,312,902,207,1291,573,707,1040,415,615,112,1512,783,729,1359,692,667,31,726,377,349,687,349,338,20,792,461,331,747,426,321,13,869,448,421,806,405,401,2,262,125,137,261,124,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
4,13123,江戸川区,2,N,78,洗濯・理容・美容・浴場業,1396,4393,1781,2580,2851,955,1867,1186,2320,938,1361,1029,255,755,134,825,314,500,668,225,433,49,622,259,363,557,225,332,7,165,58,107,148,47,101,1,44,34,10,38,30,8,2,155,53,102,150,49,101,2,262,125,137,261,124,137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
4,13123,江戸川区,2,N,79,その他の生活関連サービス業,171,996,511,485,805,400,405,113,249,82,167,142,31,111,36,224,89,135,175,57,118,12,160,74,86,148,64,84,4,103,71,32,86,59,27,3,118,90,28,117,89,28,2,142,105,37,137,100,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,N,80,娯楽業,180,2750,1551,1196,2474,1368,1104,48,123,56,64,64,26,36,36,237,170,67,192,133,59,51,730,450,280,654,403,251,20,458,248,210,453,243,210,16,630,337,293,592,307,285,9,572,290,282,519,256,263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,O,00,教育，学習支援業,522,5844,2584,3228,4895,2111,2754,259,519,223,288,275,110,158,97,631,269,338,504,205,276,73,984,442,542,844,372,472,39,923,356,567,810,299,511,27,961,341,620,946,329,617,12,807,414,393,734,384,350,4,534,300,234,435,249,186,2,485,239,246,347,163,184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
4,13123,江戸川区,2,O,81,学校教育,75,2469,959,1510,2127,779,1348,8,25,12,13,21,10,11,8,59,21,38,47,12,35,17,252,67,185,247,63,184,14,338,93,245,329,87,242,16,562,144,418,556,139,417,7,485,205,280,416,178,238,4,534,300,234,435,249,186,1,214,117,97,76,41,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,2,O,82,その他の教育，学習支援業,447,3375,1625,1718,2768,1332,1406,251,494,211,275,254,100,147,89,572,248,300,457,193,241,56,732,375,357,597,309,288,25,585,263,322,481,212,269,11,399,197,202,390,190,200,5,322,209,113,318,206,112,-,-,-,-,-,-,-,1,271,122,149,271,122,149,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
4,13123,江戸川区,1,P,00,医療，福祉,1709,25152,7219,17734,22623,5756,16676,615,1500,717,740,888,270,581,488,3220,973,2161,2669,617,1968,349,4681,1274,3337,4118,995,3053,82,2010,479,1531,1926,438,1488,94,3510,682,2828,3242,604,2638,47,3119,945,2174,2980,883,2097,20,2540,729,1811,2445,672,1773,8,1912,686,1226,1796,621,1175,2,706,264,442,664,233,431,3,1954,470,1484,1895,423,1472,1
4,13123,江戸川区,2,P,83,医療業,1159,13287,4196,9034,11267,2905,8313,538,1282,640,615,701,208,472,357,2317,710,1577,1818,377,1413,193,2482,701,1781,2029,462,1567,24,574,210,364,523,177,346,18,638,191,447,577,151,426,8,647,192,455,558,158,400,8,1007,211,796,938,174,764,7,1680,607,1073,1564,542,1022,2,706,264,442,664,233,431,3,1954,470,1484,1895,423,1472,1
4,13123,江戸川区,2,P,84,保健衛生,9,86,57,28,65,40,24,5,13,8,4,12,7,4,1,5,3,2,2,2,-,2,27,15,12,20,9,11,-,-,-,-,-,-,-,1,41,31,10,31,22,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,2,P,85,社会保険・社会福祉・介護事業,540,11773,2966,8666,11285,2811,8333,72,205,69,121,175,55,105,129,892,260,576,843,238,549,154,2172,558,1544,2069,524,1475,58,1436,269,1167,1403,261,1142,75,2831,460,2371,2634,431,2203,39,2472,753,1719,2422,725,1697,12,1533,518,1015,1507,498,1009,1,232,79,153,232,79,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,Q,00,複合サービス事業,60,1169,699,470,1156,688,468,3,12,7,5,12,7,5,47,315,119,196,315,119,196,7,93,45,48,93,45,48,1,25,16,9,25,16,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,724,512,212,711,501,210,-,-,-,-,-,-,-,-
4,13123,江戸川区,2,Q,86,郵便局,55,1084,647,437,1071,636,435,3,12,7,5,12,7,5,47,315,119,196,315,119,196,3,33,9,24,33,9,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,724,512,212,711,501,210,-,-,-,-,-,-,-,-
4,13123,江戸川区,2,Q,87,協同組合（他に分類されないもの）,5,85,52,33,85,52,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,60,36,24,60,36,24,1,25,16,9,25,16,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,1,R,00,サービス業（他に分類されないもの）,1007,12583,7947,4529,10488,6337,4045,533,1247,813,426,667,360,300,216,1399,931,453,1070,693,362,109,1464,956,496,1242,807,423,43,1001,634,344,898,553,322,48,1808,1118,641,1583,955,579,30,2064,1170,894,1917,1073,844,15,2055,1273,782,1586,858,728,5,1218,734,484,1200,722,478,1,327,318,9,325,316,9,-,-,-,-,-,-,-,7
4,13123,江戸川区,2,R,88,廃棄物処理業,81,1630,1376,250,1104,909,191,25,69,46,19,35,23,8,16,106,74,32,71,51,20,14,174,144,30,135,114,21,7,158,128,30,135,111,24,9,347,305,42,241,209,32,6,424,344,80,364,289,75,3,352,335,17,123,112,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,R,89,自動車整備業,186,921,696,225,648,484,164,121,274,201,73,112,69,43,47,306,230,76,221,172,49,14,191,161,30,169,142,27,3,71,55,16,68,53,15,-,-,-,-,-,-,-,1,79,49,30,78,48,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,2,R,90,機械等修理業（別掲を除く）,130,891,748,130,713,608,93,81,188,143,44,83,63,20,26,171,147,24,138,122,16,12,156,123,21,137,106,19,5,116,106,10,101,94,7,3,105,82,23,102,79,23,2,155,147,8,152,144,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,R,91,職業紹介・労働者派遣業,38,1470,1010,460,1378,979,399,18,43,24,19,31,18,13,4,28,20,8,20,16,4,2,31,10,21,28,7,21,3,69,41,28,63,36,27,3,121,91,30,113,88,25,3,197,8,189,159,8,151,1,165,131,34,159,127,32,2,489,367,122,480,363,117,1,327,318,9,325,316,9,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,R,92,その他の事業サービス業,339,6490,3471,2939,5753,2938,2735,126,287,171,113,155,74,78,74,485,310,170,384,230,149,56,768,441,327,670,388,282,20,469,231,215,447,213,211,31,1172,599,524,1073,545,479,16,1042,545,497,1000,510,490,11,1538,807,731,1304,619,685,3,729,367,362,720,359,361,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
4,13123,江戸川区,2,R,93,政治・経済・文化団体,59,444,269,165,368,199,159,32,69,36,33,57,25,32,15,93,49,34,77,36,31,6,75,50,25,57,32,25,2,46,43,3,28,25,3,2,63,41,22,54,34,20,1,98,50,48,95,47,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,R,94,宗教,161,580,313,267,378,162,216,123,295,182,113,180,82,98,32,197,91,106,149,58,91,3,40,14,26,17,5,12,2,48,26,22,32,17,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13123,江戸川区,2,R,95,その他のサービス業,5,125,45,80,122,44,78,1,3,1,2,-,-,-,-,-,-,-,-,-,-,2,29,13,16,29,13,16,1,24,4,20,24,4,20,-,-,-,-,-,-,-,1,69,27,42,69,27,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,0,A～R,00,全産業（Ｓ公務を除く）,578,18768,11059,7701,17660,10242,7410,173,472,161,311,376,109,267,137,881,367,506,799,321,470,104,1461,808,653,1341,721,620,60,1439,789,650,1377,760,617,39,1481,938,543,1406,867,539,25,1778,1055,723,1700,982,718,20,2820,1845,975,2598,1703,895,2,466,298,168,455,288,167,4,1564,1027,537,1507,976,531,5,6406,3771,2635,6101,3515,2586,9
4,13199,境界未定地域,1,A,00,農業，林業,1,16,8,8,13,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,16,8,8,13,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,A,01,農業,1,16,8,8,13,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,16,8,8,13,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,D,00,建設業,7,124,100,24,109,86,23,2,5,5,-,5,5,-,2,12,11,1,12,11,1,2,24,20,4,17,13,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,83,64,19,75,57,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,D,06,総合工事業,2,24,20,4,17,13,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,24,20,4,17,13,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,D,07,職別工事業（設備工事業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,D,08,設備工事業,5,100,80,20,92,73,19,2,5,5,-,5,5,-,2,12,11,1,12,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,83,64,19,75,57,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,1,E,00,製造業,6,1110,867,243,1029,803,226,1,1,1,-,1,1,-,2,11,5,6,5,1,4,1,13,13,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,92,73,19,78,59,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,993,775,218,934,731,203,-
4,13199,境界未定地域,2,E,09,食料品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,10,飲料・たばこ・飼料製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,11,繊維工業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,13,家具・装備品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,14,パルプ・紙・紙加工品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,15,印刷・同関連業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,16,化学工業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,17,石油製品・石炭製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,18,プラスチック製品製造業（別掲を除く）,1,993,775,218,934,731,203,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,993,775,218,934,731,203,-
4,13199,境界未定地域,2,E,19,ゴム製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,21,窯業・土石製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,22,鉄鋼業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,23,非鉄金属製造業,2,98,76,22,81,59,22,-,-,-,-,-,-,-,1,6,3,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,92,73,19,78,59,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,24,金属製品製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,25,はん用機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,26,生産用機械器具製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,27,業務用機械器具製造業,2,18,15,3,13,12,1,-,-,-,-,-,-,-,1,5,2,3,2,1,1,1,13,13,-,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13199,境界未定地域,2,E,28,電子部品・デバイス・電子回路製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
