産業分類階層,大分類,中分類,分類名,資本金階級階層,資本金階級コード,資本金階級範囲,会社企業／総数（企業）,外国資本比率／０％／企業数（企業）,外国資本比率／０％超～10％未満／企業数（企業）,外国資本比率／10％以上～20％未満／企業数（企業）,外国資本比率／20％以上～30％未満／企業数（企業）,外国資本比率／30％以上～50％未満／企業数（企業）,外国資本比率／50％／企業数（企業）,外国資本比率／50％超～100％未満／企業数（企業）,外国資本比率／100％／企業数（企業）
2,H,44,道路貨物運送業,1,02,300万～500万円未満,646,603,-,-,-,-,-,-,1
2,H,44,道路貨物運送業,1,03,500万～1000万円未満,402,378,-,-,-,-,-,-,-
2,H,44,道路貨物運送業,1,04,1000万～3000万円未満,1445,1372,-,1,-,-,-,1,13
2,H,44,道路貨物運送業,1,05,3000万～5000万円未満,175,168,-,-,-,-,-,2,-
2,H,44,道路貨物運送業,1,06,5000万～1億円未満,162,154,-,-,-,-,-,1,3
2,H,44,道路貨物運送業,1,07,1億～3億円未満,62,56,-,-,-,-,-,1,3
2,H,44,道路貨物運送業,1,08,3億～10億円未満,25,25,-,-,-,-,-,-,-
2,H,44,道路貨物運送業,1,09,10億～50億円未満,14,11,1,-,1,-,-,-,-
2,H,44,道路貨物運送業,1,10,50億円以上,6,2,1,1,2,-,-,-,-
2,H,45,水運業,0,00,合計（資本金額が不詳含む）,227,175,4,2,2,4,-,9,8
2,H,45,水運業,1,01,300万円未満,4,4,-,-,-,-,-,-,-
2,H,45,水運業,1,02,300万～500万円未満,13,12,-,-,-,-,-,-,-
2,H,45,水運業,1,03,500万～1000万円未満,9,8,-,-,-,-,-,-,1
2,H,45,水運業,1,04,1000万～3000万円未満,74,57,-,-,1,1,-,3,4
2,H,45,水運業,1,05,3000万～5000万円未満,30,24,-,-,-,-,-,1,2
2,H,45,水運業,1,06,5000万～1億円未満,30,21,-,2,-,1,-,4,-
2,H,45,水運業,1,07,1億～3億円未満,18,17,-,-,-,-,-,-,1
2,H,45,水運業,1,08,3億～10億円未満,21,18,1,-,-,-,-,1,-
2,H,45,水運業,1,09,10億～50億円未満,16,12,3,-,-,-,-,-,-
2,H,45,水運業,1,10,50億円以上,5,2,-,-,1,2,-,-,-
2,H,46,航空運輸業,0,00,合計（資本金額が不詳含む）,31,22,-,-,-,-,-,1,3
2,H,46,航空運輸業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,H,46,航空運輸業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,H,46,航空運輸業,1,03,500万～1000万円未満,2,1,-,-,-,-,-,-,-
2,H,46,航空運輸業,1,04,1000万～3000万円未満,4,2,-,-,-,-,-,-,1
2,H,46,航空運輸業,1,05,3000万～5000万円未満,3,3,-,-,-,-,-,-,-
2,H,46,航空運輸業,1,06,5000万～1億円未満,6,6,-,-,-,-,-,-,-
2,H,46,航空運輸業,1,07,1億～3億円未満,6,5,-,-,-,-,-,-,1
2,H,46,航空運輸業,1,08,3億～10億円未満,2,1,-,-,-,-,-,-,-
2,H,46,航空運輸業,1,09,10億～50億円未満,3,2,-,-,-,-,-,-,1
2,H,46,航空運輸業,1,10,50億円以上,3,2,-,-,-,-,-,1,-
2,H,47,倉庫業,0,00,合計（資本金額が不詳含む）,312,286,2,-,-,-,-,-,6
2,H,47,倉庫業,1,01,300万円未満,1,1,-,-,-,-,-,-,-
2,H,47,倉庫業,1,02,300万～500万円未満,34,33,-,-,-,-,-,-,-
2,H,47,倉庫業,1,03,500万～1000万円未満,12,7,-,-,-,-,-,-,1
2,H,47,倉庫業,1,04,1000万～3000万円未満,89,87,-,-,-,-,-,-,1
2,H,47,倉庫業,1,05,3000万～5000万円未満,28,28,-,-,-,-,-,-,-
2,H,47,倉庫業,1,06,5000万～1億円未満,50,47,-,-,-,-,-,-,-
2,H,47,倉庫業,1,07,1億～3億円未満,43,42,-,-,-,-,-,-,1
2,H,47,倉庫業,1,08,3億～10億円未満,27,24,-,-,-,-,-,-,3
2,H,47,倉庫業,1,09,10億～50億円未満,11,10,1,-,-,-,-,-,-
2,H,47,倉庫業,1,10,50億円以上,8,7,1,-,-,-,-,-,-
2,H,48,運輸に附帯するサービス業,0,00,合計（資本金額が不詳含む）,908,767,7,5,1,4,-,15,40
2,H,48,運輸に附帯するサービス業,1,01,300万円未満,23,21,-,-,-,-,-,-,2
2,H,48,運輸に附帯するサービス業,1,02,300万～500万円未満,117,107,-,-,-,1,-,1,2
2,H,48,運輸に附帯するサービス業,1,03,500万～1000万円未満,62,55,-,-,-,1,-,-,1
2,H,48,運輸に附帯するサービス業,1,04,1000万～3000万円未満,393,346,1,-,-,1,-,9,8
2,H,48,運輸に附帯するサービス業,1,05,3000万～5000万円未満,67,59,-,-,1,1,-,2,3
2,H,48,運輸に附帯するサービス業,1,06,5000万～1億円未満,105,80,-,2,-,-,-,-,15
2,H,48,運輸に附帯するサービス業,1,07,1億～3億円未満,64,54,-,-,-,-,-,3,7
2,H,48,運輸に附帯するサービス業,1,08,3億～10億円未満,32,28,-,2,-,-,-,-,2
2,H,48,運輸に附帯するサービス業,1,09,10億～50億円未満,17,12,5,-,-,-,-,-,-
2,H,48,運輸に附帯するサービス業,1,10,50億円以上,7,5,1,1,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,0,00,合計（資本金額が不詳含む）,5,4,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,02,300万～500万円未満,2,1,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,04,1000万～3000万円未満,3,3,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,H,49,郵便業（信書便事業を含む）,1,10,50億円以上,-,-,-,-,-,-,-,-,-
1,I,00,卸売業，小売業,0,00,合計（資本金額が不詳含む）,61328,53373,168,110,60,84,40,190,1127
1,I,00,卸売業，小売業,1,01,300万円未満,2893,2408,3,1,-,-,2,4,41
1,I,00,卸売業，小売業,1,02,300万～500万円未満,17456,16389,6,2,3,4,2,3,65
1,I,00,卸売業，小売業,1,03,500万～1000万円未満,5717,5124,3,3,1,4,2,17,68
1,I,00,卸売業，小売業,1,04,1000万～3000万円未満,24151,22449,16,27,18,29,12,62,293
1,I,00,卸売業，小売業,1,05,3000万～5000万円未満,3042,2729,11,10,4,15,10,17,87
1,I,00,卸売業，小売業,1,06,5000万～1億円未満,2806,2378,14,16,3,5,3,32,200
1,I,00,卸売業，小売業,1,07,1億～3億円未満,1333,1039,11,9,2,3,6,29,187
1,I,00,卸売業，小売業,1,08,3億～10億円未満,809,580,20,7,4,5,3,13,137
1,I,00,卸売業，小売業,1,09,10億～50億円未満,353,210,59,19,6,5,-,4,37
1,I,00,卸売業，小売業,1,10,50億円以上,167,67,25,16,19,14,-,9,12
2,I,50,各種商品卸売業,0,00,合計（資本金額が不詳含む）,108,88,-,-,3,2,-,-,4
2,I,50,各種商品卸売業,1,01,300万円未満,2,2,-,-,-,-,-,-,-
2,I,50,各種商品卸売業,1,02,300万～500万円未満,17,15,-,-,-,-,-,-,-
2,I,50,各種商品卸売業,1,03,500万～1000万円未満,4,4,-,-,-,-,-,-,-
2,I,50,各種商品卸売業,1,04,1000万～3000万円未満,54,50,-,-,1,-,-,-,1
2,I,50,各種商品卸売業,1,05,3000万～5000万円未満,4,4,-,-,-,-,-,-,-
2,I,50,各種商品卸売業,1,06,5000万～1億円未満,6,6,-,-,-,-,-,-,-
2,I,50,各種商品卸売業,1,07,1億～3億円未満,5,4,-,-,-,-,-,-,1
2,I,50,各種商品卸売業,1,08,3億～10億円未満,3,2,-,-,-,-,-,-,1
2,I,50,各種商品卸売業,1,09,10億～50億円未満,2,1,-,-,-,-,-,-,1
2,I,50,各種商品卸売業,1,10,50億円以上,4,-,-,-,2,2,-,-,-
2,I,51,繊維・衣服等卸売業,0,00,合計（資本金額が不詳含む）,3779,3243,9,7,5,5,2,17,49
2,I,51,繊維・衣服等卸売業,1,01,300万円未満,128,101,-,-,-,-,-,-,6
2,I,51,繊維・衣服等卸売業,1,02,300万～500万円未満,711,633,-,-,1,-,-,-,-
2,I,51,繊維・衣服等卸売業,1,03,500万～1000万円未満,351,296,-,-,1,-,-,2,4
2,I,51,繊維・衣服等卸売業,1,04,1000万～3000万円未満,1874,1722,3,2,1,3,-,7,14
2,I,51,繊維・衣服等卸売業,1,05,3000万～5000万円未満,240,222,-,-,-,1,-,2,4
2,I,51,繊維・衣服等卸売業,1,06,5000万～1億円未満,202,179,-,3,-,-,-,2,9
2,I,51,繊維・衣服等卸売業,1,07,1億～3億円未満,71,57,1,1,-,1,2,2,6
2,I,51,繊維・衣服等卸売業,1,08,3億～10億円未満,32,26,-,-,-,-,-,-,4
2,I,51,繊維・衣服等卸売業,1,09,10億～50億円未満,15,5,4,1,1,-,-,1,1
2,I,51,繊維・衣服等卸売業,1,10,50億円以上,7,2,1,-,1,-,-,1,1
2,I,52,飲食料品卸売業,0,00,合計（資本金額が不詳含む）,5339,4766,20,4,7,11,9,16,92
2,I,52,飲食料品卸売業,1,01,300万円未満,132,111,-,-,-,-,1,-,2
2,I,52,飲食料品卸売業,1,02,300万～500万円未満,1083,1024,-,-,-,1,-,-,2
2,I,52,飲食料品卸売業,1,03,500万～1000万円未満,598,547,-,-,-,-,1,4,4
2,I,52,飲食料品卸売業,1,04,1000万～3000万円未満,2500,2341,3,1,3,3,3,3,33
2,I,52,飲食料品卸売業,1,05,3000万～5000万円未満,339,305,4,1,1,4,2,2,5
2,I,52,飲食料品卸売業,1,06,5000万～1億円未満,303,255,1,-,3,2,1,3,23
2,I,52,飲食料品卸売業,1,07,1億～3億円未満,113,96,-,1,-,-,-,3,10
2,I,52,飲食料品卸売業,1,08,3億～10億円未満,77,59,-,-,-,1,1,-,8
2,I,52,飲食料品卸売業,1,09,10億～50億円未満,36,23,9,-,-,-,-,-,3
2,I,52,飲食料品卸売業,1,10,50億円以上,12,5,3,1,-,-,-,1,2
2,I,53,建築材料，鉱物・金属材料等卸売業,0,00,合計（資本金額が不詳含む）,6193,5634,29,12,9,8,8,23,134
2,I,53,建築材料，鉱物・金属材料等卸売業,1,01,300万円未満,122,104,-,-,-,-,-,-,1
2,I,53,建築材料，鉱物・金属材料等卸売業,1,02,300万～500万円未満,1062,1026,-,-,-,-,-,-,2
2,I,53,建築材料，鉱物・金属材料等卸売業,1,03,500万～1000万円未満,384,358,-,1,-,-,-,1,3
2,I,53,建築材料，鉱物・金属材料等卸売業,1,04,1000万～3000万円未満,3086,2924,1,4,3,3,2,10,34
2,I,53,建築材料，鉱物・金属材料等卸売業,1,05,3000万～5000万円未満,466,429,2,2,-,1,2,3,13
2,I,53,建築材料，鉱物・金属材料等卸売業,1,06,5000万～1億円未満,426,380,5,-,-,1,1,2,22
2,I,53,建築材料，鉱物・金属材料等卸売業,1,07,1億～3億円未満,251,207,1,1,1,-,3,5,29
2,I,53,建築材料，鉱物・金属材料等卸売業,1,08,3億～10億円未満,167,139,1,-,1,-,-,-,20
2,I,53,建築材料，鉱物・金属材料等卸売業,1,09,10億～50億円未満,72,47,10,2,1,-,-,1,9
2,I,53,建築材料，鉱物・金属材料等卸売業,1,10,50億円以上,39,20,9,2,3,3,-,1,1
2,I,54,機械器具卸売業,0,00,合計（資本金額が不詳含む）,8172,6831,47,47,21,27,13,65,453
2,I,54,機械器具卸売業,1,01,300万円未満,203,153,-,-,-,-,-,1,11
2,I,54,機械器具卸売業,1,02,300万～500万円未満,1097,1019,1,-,1,1,1,1,7
2,I,54,機械器具卸売業,1,03,500万～1000万円未満,481,396,1,1,-,2,-,4,22
2,I,54,機械器具卸売業,1,04,1000万～3000万円未満,3973,3632,4,10,6,8,4,23,105
2,I,54,機械器具卸売業,1,05,3000万～5000万円未満,654,548,3,4,1,5,6,6,43
2,I,54,機械器具卸売業,1,06,5000万～1億円未満,714,559,6,6,-,1,-,12,91
2,I,54,機械器具卸売業,1,07,1億～3億円未満,369,263,4,2,1,1,1,8,78
2,I,54,機械器具卸売業,1,08,3億～10億円未満,288,184,7,6,1,3,1,5,72
2,I,54,機械器具卸売業,1,09,10億～50億円未満,113,62,14,9,3,1,-,1,19
2,I,54,機械器具卸売業,1,10,50億円以上,53,15,7,9,8,5,-,4,5
2,I,55,その他の卸売業,0,00,合計（資本金額が不詳含む）,8246,7200,24,20,5,17,-,41,188
2,I,55,その他の卸売業,1,01,300万円未満,276,215,-,1,-,-,-,3,12
2,I,55,その他の卸売業,1,02,300万～500万円未満,1606,1503,-,-,1,2,-,1,11
2,I,55,その他の卸売業,1,03,500万～1000万円未満,637,559,-,1,-,2,-,2,10
2,I,55,その他の卸売業,1,04,1000万～3000万円未満,3967,3676,1,6,3,6,-,15,51
2,I,55,その他の卸売業,1,05,3000万～5000万円未満,583,525,2,3,1,3,-,4,15
2,I,55,その他の卸売業,1,06,5000万～1億円未満,496,426,1,4,-,1,-,9,33
2,I,55,その他の卸売業,1,07,1億～3億円未満,224,180,3,1,-,1,-,5,31
2,I,55,その他の卸売業,1,08,3億～10億円未満,116,82,6,-,-,-,-,2,20
2,I,55,その他の卸売業,1,09,10億～50億円未満,48,30,9,3,-,1,-,-,3
2,I,55,その他の卸売業,1,10,50億円以上,13,4,2,1,-,1,-,-,2
2,I,56,各種商品小売業,0,00,合計（資本金額が不詳含む）,29,24,1,-,1,-,1,1,-
2,I,56,各種商品小売業,1,01,300万円未満,1,-,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,02,300万～500万円未満,5,5,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,03,500万～1000万円未満,1,1,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,04,1000万～3000万円未満,6,5,-,-,-,-,1,-,-
2,I,56,各種商品小売業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,06,5000万～1億円未満,2,2,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,07,1億～3億円未満,4,4,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,09,10億～50億円未満,3,3,-,-,-,-,-,-,-
2,I,56,各種商品小売業,1,10,50億円以上,7,4,1,-,1,-,-,1,-
2,I,57,織物・衣服・身の回り品小売業,0,00,合計（資本金額が不詳含む）,3728,3050,9,3,3,5,4,11,58
2,I,57,織物・衣服・身の回り品小売業,1,01,300万円未満,173,144,-,-,-,-,1,-,-
2,I,57,織物・衣服・身の回り品小売業,1,02,300万～500万円未満,1306,1199,-,-,-,-,-,-,6
2,I,57,織物・衣服・身の回り品小売業,1,03,500万～1000万円未満,380,331,-,-,-,-,1,1,3
2,I,57,織物・衣服・身の回り品小売業,1,04,1000万～3000万円未満,1257,1129,2,-,-,2,1,2,12
2,I,57,織物・衣服・身の回り品小売業,1,05,3000万～5000万円未満,118,105,-,-,-,-,-,-,2
2,I,57,織物・衣服・身の回り品小売業,1,06,5000万～1億円未満,112,91,-,1,-,-,-,-,11
2,I,57,織物・衣服・身の回り品小売業,1,07,1億～3億円未満,58,31,1,-,-,-,-,3,15
2,I,57,織物・衣服・身の回り品小売業,1,08,3億～10億円未満,30,12,2,-,1,1,1,4,8
2,I,57,織物・衣服・身の回り品小売業,1,09,10億～50億円未満,13,7,4,-,-,-,-,1,1
2,I,57,織物・衣服・身の回り品小売業,1,10,50億円以上,7,1,-,2,2,2,-,-,-
2,I,58,飲食料品小売業,0,00,合計（資本金額が不詳含む）,7998,6864,6,3,-,1,1,4,32
2,I,58,飲食料品小売業,1,01,300万円未満,776,645,-,-,-,-,-,-,3
2,I,58,飲食料品小売業,1,02,300万～500万円未満,3681,3464,1,-,-,-,-,1,16
2,I,58,飲食料品小売業,1,03,500万～1000万円未満,870,791,-,-,-,-,-,1,3
2,I,58,飲食料品小売業,1,04,1000万～3000万円未満,1729,1627,-,1,-,-,-,-,4
2,I,58,飲食料品小売業,1,05,3000万～5000万円未満,164,151,-,-,-,-,-,-,-
2,I,58,飲食料品小売業,1,06,5000万～1億円未満,122,105,-,1,-,-,1,1,3
2,I,58,飲食料品小売業,1,07,1億～3億円未満,58,50,-,1,-,-,-,1,2
2,I,58,飲食料品小売業,1,08,3億～10億円未満,20,18,-,-,-,-,-,-,1
2,I,58,飲食料品小売業,1,09,10億～50億円未満,11,7,3,-,-,1,-,-,-
2,I,58,飲食料品小売業,1,10,50億円以上,8,6,2,-,-,-,-,-,-
2,I,59,機械器具小売業,0,00,合計（資本金額が不詳含む）,3820,3486,6,2,1,-,-,1,15
2,I,59,機械器具小売業,1,01,300万円未満,158,135,2,-,-,-,-,-,2
2,I,59,機械器具小売業,1,02,300万～500万円未満,1579,1504,1,1,-,-,-,-,2
2,I,59,機械器具小売業,1,03,500万～1000万円未満,436,412,1,-,-,-,-,-,-
2,I,59,機械器具小売業,1,04,1000万～3000万円未満,1268,1204,-,-,-,-,-,-,9
2,I,59,機械器具小売業,1,05,3000万～5000万円未満,80,76,-,-,-,-,-,-,-
2,I,59,機械器具小売業,1,06,5000万～1億円未満,96,89,-,-,-,-,-,-,-
2,I,59,機械器具小売業,1,07,1億～3億円未満,45,42,-,-,-,-,-,1,1
2,I,59,機械器具小売業,1,08,3億～10億円未満,13,11,1,-,-,-,-,-,1
2,I,59,機械器具小売業,1,09,10億～50億円未満,10,7,1,1,-,-,-,-,-
2,I,59,機械器具小売業,1,10,50億円以上,8,6,-,-,1,-,-,-,-
2,I,60,その他の小売業,0,00,合計（資本金額が不詳含む）,11084,9819,11,8,2,5,1,3,66
2,I,60,その他の小売業,1,01,300万円未満,658,574,-,-,-,-,-,-,2
2,I,60,その他の小売業,1,02,300万～500万円未満,4517,4265,2,1,-,-,1,-,15
2,I,60,その他の小売業,1,03,500万～1000万円未満,1234,1142,-,-,-,-,-,-,8
2,I,60,その他の小売業,1,04,1000万～3000万円未満,3444,3244,2,2,1,2,-,1,19
2,I,60,その他の小売業,1,05,3000万～5000万円未満,296,276,-,-,-,1,-,-,2
2,I,60,その他の小売業,1,06,5000万～1億円未満,231,207,-,1,-,-,-,1,6
2,I,60,その他の小売業,1,07,1億～3億円未満,86,63,1,2,-,-,-,-,11
2,I,60,その他の小売業,1,08,3億～10億円未満,40,30,2,-,-,-,-,-,2
2,I,60,その他の小売業,1,09,10億～50億円未満,23,14,4,2,1,1,-,-,-
2,I,60,その他の小売業,1,10,50億円以上,7,4,-,-,-,1,-,1,1
2,I,61,無店舗小売業,0,00,合計（資本金額が不詳含む）,2769,2314,5,4,3,3,1,8,36
2,I,61,無店舗小売業,1,01,300万円未満,256,218,-,-,-,-,-,-,2
2,I,61,無店舗小売業,1,02,300万～500万円未満,774,716,1,-,-,-,-,-,4
2,I,61,無店舗小売業,1,03,500万～1000万円未満,333,281,1,-,-,-,-,2,11
2,I,61,無店舗小売業,1,04,1000万～3000万円未満,974,876,-,1,-,2,1,1,11
2,I,61,無店舗小売業,1,05,3000万～5000万円未満,94,84,-,-,1,-,-,-,3
2,I,61,無店舗小売業,1,06,5000万～1億円未満,93,76,1,-,-,-,-,2,2
2,I,61,無店舗小売業,1,07,1億～3億円未満,49,42,-,-,-,-,-,1,3
2,I,61,無店舗小売業,1,08,3億～10億円未満,23,17,1,1,1,-,-,2,-
2,I,61,無店舗小売業,1,09,10億～50億円未満,7,4,1,1,-,1,-,-,-
2,I,61,無店舗小売業,1,10,50億円以上,2,-,-,1,1,-,-,-,-
1,J,00,金融業，保険業,0,00,合計（資本金額が不詳含む）,3897,3259,30,22,6,21,2,19,157
1,J,00,金融業，保険業,1,01,300万円未満,246,208,1,-,-,-,-,-,5
1,J,00,金融業，保険業,1,02,300万～500万円未満,952,901,1,-,-,-,-,-,7
1,J,00,金融業，保険業,1,03,500万～1000万円未満,247,223,-,-,-,-,-,-,5
1,J,00,金融業，保険業,1,04,1000万～3000万円未満,1014,909,3,1,1,2,-,1,23
1,J,00,金融業，保険業,1,05,3000万～5000万円未満,138,118,-,-,-,1,-,-,4
1,J,00,金融業，保険業,1,06,5000万～1億円未満,244,207,1,-,1,1,-,3,16
1,J,00,金融業，保険業,1,07,1億～3億円未満,291,245,-,4,-,3,-,2,25
1,J,00,金融業，保険業,1,08,3億～10億円未満,255,195,3,2,-,3,-,6,37
1,J,00,金融業，保険業,1,09,10億～50億円未満,156,120,9,7,2,1,-,4,13
1,J,00,金融業，保険業,1,10,50億円以上,194,133,12,8,2,10,2,3,22
2,J,62,銀行業,0,00,合計（資本金額が不詳含む）,37,29,-,-,1,1,-,1,5
2,J,62,銀行業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,J,62,銀行業,1,09,10億～50億円未満,1,-,-,-,-,-,-,-,1
2,J,62,銀行業,1,10,50億円以上,36,29,-,-,1,1,-,1,4
2,J,63,協同組織金融業,0,00,合計（資本金額が不詳含む）,1,1,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,01,300万円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,02,300万～500万円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,03,500万～1000万円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,04,1000万～3000万円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,05,3000万～5000万円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,06,5000万～1億円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,07,1億～3億円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,08,3億～10億円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,09,10億～50億円未満,-,-,-,-,-,-,-,-,-
2,J,63,協同組織金融業,1,10,50億円以上,1,1,-,-,-,-,-,-,-
2,J,64,貸金業，クレジットカード業等非預金信用機関,0,00,合計（資本金額が不詳含む）,565,503,6,3,2,3,-,-,10
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,01,300万円未満,20,20,-,-,-,-,-,-,-
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,02,300万～500万円未満,88,87,-,-,-,-,-,-,-
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,03,500万～1000万円未満,53,48,-,-,-,-,-,-,2
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,04,1000万～3000万円未満,141,133,-,-,-,-,-,-,1
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,05,3000万～5000万円未満,37,34,-,-,-,-,-,-,-
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,06,5000万～1億円未満,67,62,-,-,-,-,-,-,2
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,07,1億～3億円未満,51,47,-,-,-,-,-,-,1
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,08,3億～10億円未満,35,30,-,-,-,-,-,-,4
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,09,10億～50億円未満,29,24,2,1,1,1,-,-,-
2,J,64,貸金業，クレジットカード業等非預金信用機関,1,10,50億円以上,28,18,4,2,1,2,-,-,-
2,J,65,金融商品取引業，商品先物取引業,0,00,合計（資本金額が不詳含む）,968,722,15,13,3,12,-,15,107
2,J,65,金融商品取引業，商品先物取引業,1,01,300万円未満,64,55,-,-,-,-,-,-,5
2,J,65,金融商品取引業，商品先物取引業,1,02,300万～500万円未満,98,87,-,-,-,-,-,-,5
2,J,65,金融商品取引業，商品先物取引業,1,03,500万～1000万円未満,39,32,-,-,-,-,-,-,3
2,J,65,金融商品取引業，商品先物取引業,1,04,1000万～3000万円未満,165,131,2,1,1,2,-,1,14
2,J,65,金融商品取引業，商品先物取引業,1,05,3000万～5000万円未満,31,28,-,-,-,-,-,-,1
2,J,65,金融商品取引業，商品先物取引業,1,06,5000万～1億円未満,102,82,1,-,1,1,-,2,9
2,J,65,金融商品取引業，商品先物取引業,1,07,1億～3億円未満,155,119,-,3,-,3,-,1,22
2,J,65,金融商品取引業，商品先物取引業,1,08,3億～10億円未満,129,87,3,-,-,2,-,6,29
2,J,65,金融商品取引業，商品先物取引業,1,09,10億～50億円未満,88,64,5,4,1,-,-,4,10
2,J,65,金融商品取引業，商品先物取引業,1,10,50億円以上,60,37,4,5,-,4,-,1,9
2,J,66,補助的金融業等,0,00,合計（資本金額が不詳含む）,187,147,2,3,-,2,-,1,9
2,J,66,補助的金融業等,1,01,300万円未満,7,6,-,-,-,-,-,-,-
2,J,66,補助的金融業等,1,02,300万～500万円未満,6,5,-,-,-,-,-,-,-
2,J,66,補助的金融業等,1,03,500万～1000万円未満,8,7,-,-,-,-,-,-,-
2,J,66,補助的金融業等,1,04,1000万～3000万円未満,31,26,-,-,-,-,-,-,1
2,J,66,補助的金融業等,1,05,3000万～5000万円未満,9,6,-,-,-,-,-,-,-
2,J,66,補助的金融業等,1,06,5000万～1億円未満,12,8,-,-,-,-,-,1,2
2,J,66,補助的金融業等,1,07,1億～3億円未満,16,14,-,-,-,-,-,-,1
2,J,66,補助的金融業等,1,08,3億～10億円未満,59,50,-,1,-,-,-,-,4
2,J,66,補助的金融業等,1,09,10億～50億円未満,22,19,-,2,-,-,-,-,1
2,J,66,補助的金融業等,1,10,50億円以上,10,6,2,-,-,2,-,-,-
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,0,00,合計（資本金額が不詳含む）,2139,1857,7,3,-,3,2,2,26
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,01,300万円未満,155,127,1,-,-,-,-,-,-
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,02,300万～500万円未満,760,722,1,-,-,-,-,-,2
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,03,500万～1000万円未満,147,136,-,-,-,-,-,-,-
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,04,1000万～3000万円未満,677,619,1,-,-,-,-,-,7
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,05,3000万～5000万円未満,61,50,-,-,-,1,-,-,3
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,06,5000万～1億円未満,63,55,-,-,-,-,-,-,3
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,07,1億～3億円未満,69,65,-,1,-,-,-,1,1
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,08,3億～10億円未満,32,28,-,1,-,1,-,-,-
2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,1,09,10億～50億円未満,16,13,2,-,-,-,-,-,1
