地域階層,地域コード,地域名,産業分類階層,大分類,中分類,分類名,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,総数／従業者数のうち常用雇用者数／総数（人）,総数／従業者数のうち常用雇用者数／男（人）,総数／従業者数のうち常用雇用者数／女（人）,従業者規模／１～４人／事業所数（事業所）,従業者規模／１～４人／従業者数／総数（人）,従業者規模／１～４人／従業者数／男（人）,従業者規模／１～４人／従業者数／女（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／総数（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／男（人）,従業者規模／１～４人／従業者数のうち常用雇用者数／女（人）,従業者規模／５～９人／事業所数（事業所）,従業者規模／５～９人／従業者数／総数（人）,従業者規模／５～９人／従業者数／男（人）,従業者規模／５～９人／従業者数／女（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／総数（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／男（人）,従業者規模／５～９人／従業者数のうち常用雇用者数／女（人）,従業者規模／10～19人／事業所数（事業所）,従業者規模／10～19人／従業者数／総数（人）,従業者規模／10～19人／従業者数／男（人）,従業者規模／10～19人／従業者数／女（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／総数（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／男（人）,従業者規模／10～19人／従業者数のうち常用雇用者数／女（人）,従業者規模／20～29人／事業所数（事業所）,従業者規模／20～29人／従業者数／総数（人）,従業者規模／20～29人／従業者数／男（人）,従業者規模／20～29人／従業者数／女（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／総数（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／男（人）,従業者規模／20～29人／従業者数のうち常用雇用者数／女（人）,従業者規模／30～49人／事業所数（事業所）,従業者規模／30～49人／従業者数／総数（人）,従業者規模／30～49人／従業者数／男（人）,従業者規模／30～49人／従業者数／女（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／総数（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／男（人）,従業者規模／30～49人／従業者数のうち常用雇用者数／女（人）,従業者規模／50～99人／事業所数（事業所）,従業者規模／50～99人／従業者数／総数（人）,従業者規模／50～99人／従業者数／男（人）,従業者規模／50～99人／従業者数／女（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／総数（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／男（人）,従業者規模／50～99人／従業者数のうち常用雇用者数／女（人）,従業者規模／100～199人／事業所数（事業所）,従業者規模／100～199人／従業者数／総数（人）,従業者規模／100～199人／従業者数／男（人）,従業者規模／100～199人／従業者数／女（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／総数（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／男（人）,従業者規模／100～199人／従業者数のうち常用雇用者数／女（人）,従業者規模／200～299人／事業所数（事業所）,従業者規模／200～299人／従業者数／総数（人）,従業者規模／200～299人／従業者数／男（人）,従業者規模／200～299人／従業者数／女（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／総数（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／男（人）,従業者規模／200～299人／従業者数のうち常用雇用者数／女（人）,従業者規模／300～499人／事業所数（事業所）,従業者規模／300～499人／従業者数／総数（人）,従業者規模／300～499人／従業者数／男（人）,従業者規模／300～499人／従業者数／女（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／総数（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／男（人）,従業者規模／300～499人／従業者数のうち常用雇用者数／女（人）,従業者規模／500人以上／事業所数（事業所）,従業者規模／500人以上／従業者数／総数（人）,従業者規模／500人以上／従業者数／男（人）,従業者規模／500人以上／従業者数／女（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／総数（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／男（人）,従業者規模／500人以上／従業者数のうち常用雇用者数／女（人）,従業者規模／出向・派遣従業者のみの事業所数（事業所）
4,13219,狛江市,2,I,61,無店舗小売業,11,154,95,57,138,83,53,8,17,10,5,7,3,2,1,8,7,1,6,6,-,-,-,-,-,-,-,-,1,22,18,4,18,14,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,107,60,47,107,60,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,J,00,金融業，保険業,16,216,61,155,206,55,151,8,17,9,8,8,4,4,1,7,5,2,6,4,2,2,33,10,23,33,10,23,2,55,17,38,55,17,38,3,104,20,84,104,20,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,J,62,銀行業,5,122,30,92,122,30,92,1,3,1,2,3,1,2,-,-,-,-,-,-,-,1,15,9,6,15,9,6,-,-,-,-,-,-,-,3,104,20,84,104,20,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,J,63,協同組織金融業,1,26,17,9,26,17,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,26,17,9,26,17,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,J,64,貸金業，クレジットカード業等非預金信用機関,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,J,65,金融商品取引業，商品先物取引業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,9,67,13,54,58,8,50,6,13,7,6,5,3,2,1,7,5,2,6,4,2,1,18,1,17,18,1,17,1,29,-,29,29,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,K,00,不動産業，物品賃貸業,149,703,370,333,428,218,210,110,244,132,112,61,31,30,28,171,102,69,98,61,37,6,77,30,47,66,28,38,1,24,14,10,24,14,10,1,38,18,20,34,14,20,2,149,74,75,145,70,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13219,狛江市,2,K,68,不動産取引業,28,223,129,94,190,110,80,14,34,18,16,21,9,12,9,57,36,21,48,30,18,3,37,15,22,29,14,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,95,60,35,92,57,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13219,狛江市,2,K,69,不動産賃貸業・管理業,113,394,191,203,167,71,96,93,207,111,96,39,21,18,16,93,51,42,38,23,15,3,40,15,25,37,14,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,54,14,40,53,13,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,K,70,物品賃貸業,8,86,50,36,71,37,34,3,3,3,-,1,1,-,3,21,15,6,12,8,4,-,-,-,-,-,-,-,1,24,14,10,24,14,10,1,38,18,20,34,14,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,L,00,学術研究，専門・技術サービス業,61,426,331,95,341,268,73,45,97,66,31,29,15,14,11,63,37,26,50,27,23,2,22,16,6,18,14,4,-,-,-,-,-,-,-,2,81,64,17,81,64,17,-,-,-,-,-,-,-,1,163,148,15,163,148,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,L,71,学術・開発研究機関,2,168,151,17,168,151,17,-,-,-,-,-,-,-,1,5,3,2,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,163,148,15,163,148,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,L,72,専門サービス業（他に分類されないもの）,21,68,43,25,26,14,12,17,40,25,15,7,3,4,3,18,11,7,13,6,7,1,10,7,3,6,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,L,73,広告業,2,3,2,1,1,1,-,2,3,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,L,74,技術サービス業（他に分類されないもの）,36,187,135,52,146,102,44,26,54,39,15,21,11,10,7,40,23,17,32,18,14,1,12,9,3,12,9,3,-,-,-,-,-,-,-,2,81,64,17,81,64,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,M,00,宿泊業，飲食サービス業,99,1177,515,662,1080,450,630,29,66,36,30,41,21,20,30,205,91,114,172,68,104,22,308,143,165,270,117,153,10,243,118,125,243,118,125,7,272,115,157,272,115,157,1,83,12,71,82,11,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,M,75,宿泊業,2,11,2,9,11,2,9,1,1,1,-,1,1,-,-,-,-,-,-,-,-,1,10,1,9,10,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,M,76,飲食店,76,880,430,450,804,379,425,25,59,35,24,34,20,14,20,136,73,63,104,51,53,15,197,107,90,178,93,85,9,216,100,116,216,100,116,7,272,115,157,272,115,157,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,M,77,持ち帰り・配達飲食サービス業,21,286,83,203,265,69,196,3,6,-,6,6,-,6,10,69,18,51,68,17,51,6,101,35,66,82,23,59,1,27,18,9,27,18,9,-,-,-,-,-,-,-,1,83,12,71,82,11,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,N,00,生活関連サービス業，娯楽業,58,403,149,254,346,122,224,34,93,26,67,69,14,55,14,83,36,47,68,27,41,6,82,32,50,68,29,39,2,43,18,25,41,17,24,1,40,28,12,40,28,12,1,62,9,53,60,7,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,N,78,洗濯・理容・美容・浴場業,34,227,49,178,195,34,161,21,54,13,41,42,6,36,8,48,14,34,42,10,32,3,40,9,31,30,8,22,1,23,4,19,21,3,18,-,-,-,-,-,-,-,1,62,9,53,60,7,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,N,79,その他の生活関連サービス業,11,43,18,25,32,14,18,8,26,6,20,21,5,16,3,17,12,5,11,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,N,80,娯楽業,13,133,82,51,119,74,45,5,13,7,6,6,3,3,3,18,10,8,15,8,7,3,42,23,19,38,21,17,1,20,14,6,20,14,6,1,40,28,12,40,28,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,O,00,教育，学習支援業,41,479,176,303,412,159,253,20,49,17,32,36,10,26,5,33,13,20,29,10,19,6,94,37,57,90,35,55,2,53,12,41,53,12,41,7,250,97,153,204,92,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13219,狛江市,2,O,81,学校教育,5,126,14,112,123,13,110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30,3,27,28,3,25,1,28,-,28,28,-,28,2,68,11,57,67,10,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,O,82,その他の教育，学習支援業,36,353,162,191,289,146,143,20,49,17,32,36,10,26,5,33,13,20,29,10,19,4,64,34,30,62,32,30,1,25,12,13,25,12,13,5,182,86,96,137,82,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13219,狛江市,1,P,00,医療，福祉,109,3113,814,2293,2915,722,2187,22,63,22,41,51,15,36,22,161,50,105,142,41,95,33,443,105,338,382,79,303,15,372,72,300,360,68,292,9,333,108,225,293,81,212,4,249,29,220,245,27,218,3,380,114,266,335,102,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1112,314,798,1107,309,798,-
4,13219,狛江市,2,P,83,医療業,37,1585,457,1128,1468,392,1076,8,20,8,12,11,3,8,9,69,25,44,54,17,37,14,175,48,127,133,29,104,3,78,22,56,72,19,53,1,36,23,13,-,-,-,1,95,17,78,91,15,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1112,314,798,1107,309,798,-
4,13219,狛江市,2,P,84,保健衛生,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,P,85,社会保険・社会福祉・介護事業,72,1528,357,1165,1447,330,1111,14,43,14,29,40,12,28,13,92,25,61,88,24,58,19,268,57,211,249,50,199,12,294,50,244,288,49,239,8,297,85,212,293,81,212,3,154,12,142,154,12,142,3,380,114,266,335,102,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,Q,00,複合サービス事業,9,238,155,83,235,155,80,1,3,2,1,3,2,1,5,33,12,21,33,12,21,1,11,6,5,11,6,5,-,-,-,-,-,-,-,1,33,16,17,30,16,14,-,-,-,-,-,-,-,1,158,119,39,158,119,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,Q,86,郵便局,7,194,133,61,194,133,61,1,3,2,1,3,2,1,5,33,12,21,33,12,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,158,119,39,158,119,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,Q,87,協同組合（他に分類されないもの）,2,44,22,22,41,22,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,6,5,11,6,5,-,-,-,-,-,-,-,1,33,16,17,30,16,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,1,R,00,サービス業（他に分類されないもの）,66,1255,796,459,1154,744,410,37,70,34,36,43,14,29,14,94,68,26,80,59,21,5,59,40,19,45,28,17,3,73,33,40,68,29,39,2,70,38,32,38,36,2,3,197,112,85,188,107,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,692,471,221,692,471,221,1
4,13219,狛江市,2,R,88,廃棄物処理業,3,113,102,11,102,95,7,-,-,-,-,-,-,-,1,8,6,2,6,5,1,-,-,-,-,-,-,-,1,25,24,1,21,21,-,-,-,-,-,-,-,-,1,80,72,8,75,69,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,R,89,自動車整備業,3,16,13,3,11,9,2,1,1,1,-,-,-,-,2,15,12,3,11,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,R,90,機械等修理業（別掲を除く）,3,8,5,3,6,4,2,2,2,-,2,2,-,2,1,6,5,1,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,R,91,職業紹介・労働者派遣業,3,19,12,7,10,5,5,2,4,3,1,2,2,-,-,-,-,-,-,-,-,1,15,9,6,8,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,R,92,その他の事業サービス業,32,1029,631,398,968,609,359,16,26,15,11,14,7,7,5,32,27,5,27,24,3,4,44,31,13,37,25,12,2,48,9,39,47,8,39,2,70,38,32,38,36,2,2,117,40,77,113,38,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,692,471,221,692,471,221,-
4,13219,狛江市,2,R,93,政治・経済・文化団体,6,21,11,10,21,11,10,3,7,1,6,7,1,6,2,14,10,4,14,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13219,狛江市,2,R,94,宗教,16,49,22,27,36,11,25,13,30,14,16,18,4,14,3,19,8,11,18,7,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,2,R,95,その他のサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,0,A～R,00,全産業（Ｓ公務を除く）,1577,19718,9710,9941,17453,8298,9088,702,1678,974,693,895,423,461,370,2515,1315,1185,2040,1000,1025,268,3699,1717,1941,3317,1489,1787,94,2286,1068,1218,2104,960,1144,87,3226,1498,1728,2965,1376,1589,33,2225,1035,1190,2103,972,1131,13,1598,785,813,1538,760,778,3,785,418,367,785,418,367,1,365,142,223,365,142,223,2,1341,758,583,1341,758,583,4
4,13220,東大和市,1,A,00,農業，林業,2,17,17,-,13,13,-,-,-,-,-,-,-,-,2,17,17,-,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,A,01,農業,2,17,17,-,13,13,-,-,-,-,-,-,-,-,2,17,17,-,13,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,D,00,建設業,281,1489,1156,319,1016,785,217,164,422,307,111,201,131,66,80,536,415,121,385,300,85,35,481,388,83,380,308,62,2,50,46,4,50,46,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,D,06,総合工事業,102,536,413,123,367,281,86,59,147,111,36,69,47,22,30,205,148,57,150,108,42,13,184,154,30,148,126,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,D,07,職別工事業（設備工事業を除く）,95,508,392,102,343,263,66,59,155,107,44,74,44,26,21,135,116,19,100,90,10,14,192,147,35,143,107,26,1,26,22,4,26,22,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,D,08,設備工事業,84,445,351,94,306,241,65,46,120,89,31,58,40,18,29,196,151,45,135,102,33,8,105,87,18,89,75,14,1,24,24,-,24,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,1,E,00,製造業,102,2061,1525,534,1877,1402,473,44,116,66,48,50,21,27,31,215,123,92,151,80,71,10,136,68,68,115,57,58,8,174,106,68,158,95,63,4,157,106,51,144,96,48,1,54,31,23,50,28,22,2,297,214,83,297,214,83,1,259,235,24,259,235,24,-,-,-,-,-,-,-,1,653,576,77,653,576,77,-
4,13220,東大和市,2,E,09,食料品製造業,13,1149,944,205,1132,935,197,4,13,6,7,5,3,2,3,21,11,10,14,6,8,2,28,5,23,26,4,22,1,20,17,3,20,17,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,155,94,61,155,94,61,1,259,235,24,259,235,24,-,-,-,-,-,-,-,1,653,576,77,653,576,77,-
4,13220,東大和市,2,E,10,飲料・たばこ・飼料製造業,2,25,6,19,22,4,18,1,4,1,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,21,5,16,19,4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,E,11,繊維工業,1,3,1,2,1,-,1,1,3,1,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,E,12,木材・木製品製造業（家具を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,E,13,家具・装備品製造業,2,25,19,6,20,15,5,-,-,-,-,-,-,-,1,5,3,2,2,1,1,-,-,-,-,-,-,-,1,20,16,4,18,14,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,E,14,パルプ・紙・紙加工品製造業,3,16,11,5,7,6,1,2,4,3,1,-,-,-,-,-,-,-,-,-,-,1,12,8,4,7,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13220,東大和市,2,E,15,印刷・同関連業,8,64,43,21,48,33,15,3,8,6,2,5,3,2,2,11,3,8,6,1,5,2,25,20,5,20,17,3,1,20,14,6,17,12,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
