"経営","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号"
"他の法人","はるもにあ","207-0015","東大和市中央２－１１０１－４３","139.431595","35.742638","JGD2011","042-565-8981"
"営利法人","イコールケアマネセンター","207-0016","東大和市仲原１－６－２","139.444269","35.743644","JGD2011","042-567-8215"
"社福法人","東大和市総合福祉センターは～とふる","207-0022","東大和市桜が丘２－５３－６","139.41938","35.734917","JGD2011","042-516-3981"
"区市町村","清瀬市社会福祉協議会相談支援事業所","204-0013","清瀬市上清戸一丁目１６番６２号","139.527664","35.773265","JGD2011","042-495-5511"
"営利法人","たまみずき相談支援事業所　清瀬","204-0022","清瀬市松山２－２－１５　清瀬シティハイム２階","139.516287","35.769838","JGD2011","042-497-8458"
"営利法人","株式会社みのり","204-0022","清瀬市松山２－５－２０","139.515484","35.770685","JGD2011","042-492-8815"
"区市町村","清瀬市子どもの発達支援・交流センター","204-0023","清瀬市竹丘１－１５－８","139.511101","35.76811","JGD2011","042-495-3030"
"他の法人","日本社会事業大学附属　子ども学園","204-0024","清瀬市梅園１－２－５０","139.50729","35.773956","JGD2011","042-491-8131"
"他の法人","自立生活センターグッドライフ","203-0014","東久留米市東本町１４－７　滝ビル１階","139.535341","35.762608","JGD2011","042-477-8384"
"区市町村","東久留米市立わかくさ学園発達相談室","203-0023","東久留米市南沢２－２０－５１","139.531389","35.749635","JGD2011","042-462-4669"
"他の法人","相談ステーションむくむく","203-0031","東久留米市南町４－１０－２６","139.520471","35.746057","JGD2011","042-475-6965"
"他の法人","相談支援センター　くるみ","203-0031","東久留米市南町４－９－２１","139.52214","35.744366","JGD2011","042-420-1850"
"社福法人","イリアンソス相談支援センター","203-0052","東久留米市幸町３－８－２３","139.51912","35.758264","JGD2011","042-477-2833"
"他の法人","相談支援センターぬくもり","203-0054","東久留米市中央町２－１－４　清美荘１０２号","139.523606","35.757328","JGD2011","042-477-9891"
"社福法人","東京小児療育病院地域支援センター","208-0011","武蔵村山市学園４－１０－１","139.398104","35.744062","JGD2011","042-561-2521"
"他の法人","相談支援センター　クローバー","208-0011","武蔵村山市学園１－１１２－８　エステート武蔵村山２０５","139.396723","35.746232","JGD2011","042-843-8150"
"社福法人","あかつきコロニー相談支援センター","208-0023","武蔵村山市伊奈平１－６４－１","139.377814","35.74547","JGD2011","042-560-7840"
"他の法人","れすと相談支援センター","206-0001","多摩市和田１８７０－２","139.433824","35.64695","JGD2011","042-373-8925"
"社福法人","マルシェたま　障害者相談支援事業所","206-0011","多摩市関戸４－１９－５　市立健康センター４階","139.449511","35.649044","JGD2011","042-311-2300"
"他の法人","相談支援センター　あゆーと","206-0012","多摩市貝取４－３－１－１１０","139.438525","35.61459","JGD2011","042-316-9200"
"他の法人","相談支援センター　くぬぎ","206-0025","多摩市永山３－９　東永山複合施設内","139.449454","35.623381","JGD2011","042-375-2583"
"社福法人","相談支援センター　しまだ","206-0036","多摩市中沢１－３１－１","139.411496","35.621988","JGD2011","042-374-2071"
"営利法人","ベック多摩","206-0041","多摩市愛宕４丁目９番７号　ハロッズプラザ１０６号室","139.429069","35.628824","JGD2011","042-311-0575"
"営利法人","相談支援センターぽわん","206-0041","多摩市愛宕４－９－２２　池田ビル２階２０３号室","139.428953","35.628657","JGD2011","042-311-0828"
"社福法人","稲城市障害者総合相談センター　マルシェいなぎ","206-0802","稲城市東長沼２１０７－３　ヒルテラス稲城１０３","139.505008","35.638601","JGD2011","042-379-9234"
"営利法人","ケアセンターあんさんぶる稲城","206-0802","稲城市東長沼８７０　エクセル松本２０３","139.502244","35.646547","JGD2011","042-815-1822"
"社福法人","社会福祉法人　稲城市社会福祉協議会","206-0804","稲城市百村７番地","139.499861","35.639609","JGD2011","042-378-3366"
"営利法人","相談支援センターまはろ","206-0812","稲城市矢野口５４１　美里コーポ１０１","139.521587","35.638471","JGD2011","042-379-8262"
"他の法人","相談支援事業所　つむぎ","205-0017","羽村市羽西３－３－１","139.296461","35.77374","JGD2011","042-511-4280"
"社福法人","障がい者相談支援センターいまここ","197-0804","あきる野市秋川１－１２－１","139.288155","35.729386","JGD2011","042-595-5720"
"営利法人","株式会社ひまわり","197-0814","あきる野市二宮２２６７","139.313553","35.729345","JGD2011","042-550-6151"
"社福法人","あきる野市障がい者相談支援センター","197-0814","あきる野市二宮６７０－５　秋川健康会館１階","139.30241","35.729398","JGD2011","042-559-0368"
"営利法人","悠優ヘルパーセンター","197-0823","あきる野市野辺３０５－６","139.312326","35.722785","JGD2011","042-532-3273"
"営利法人","ケアサポートセンターかしの木","197-0825","あきる野市雨間２５４－６　センターヴィレッジ５０１","139.290844","35.728522","JGD2011","042-518-7841"
"他の法人","をとん","197-0827","あきる野市油平９８　第一中村ビル３０１号","139.287958","35.726045","JGD2011","042-532-0305"
"社福法人","西多摩地域生活相談室","197-0831","あきる野市下代継９４－６　２階","139.281845","35.727103","JGD2011","090-9804-9239"
"社福法人","上代継在宅地域支援センター","197-0832","あきる野市上代継８４－６","139.27824","35.730411","JGD2011","042-559-2241"
"営利法人","たまみずき相談支援ひばり","188-0003","西東京市北原町１－３８－２","139.545997","35.738011","JGD2011","042-497-4850"
"社福法人","さくらの園","188-0004","西東京市西原町４－５－６　西東京市西原総合教育施設内","139.528381","35.737214","JGD2011","042-452-6005"
"社福法人","地域活動支援センター　ブルーム","188-0011","西東京市田無町５－５－１２","139.536209","35.731809","JGD2011","042-452-3085"
"他の法人","自立生活企画","188-0011","西東京市田無町５－６－２０","139.537392","35.732042","JGD2011","042-462-5999"
"営利法人","株式会社　ケアワーク北多摩","188-0011","西東京市田無町五丁目８番１５号","139.539281","35.731681","JGD2011","042-461-8230"
"他の法人","ととろクラブ　相談室","188-0014","西東京市芝久保町２－２２－３２－２０５","139.52061","35.726248","JGD2011","042-452-3467"
"他の法人","ＹＬひばりが丘相談所","202-0002","西東京市ひばりが丘北３－４－３－３０４","139.546393","35.752357","JGD2011","090-6000-4789"
"他の法人","相談室　こころ","202-0005","西東京市住吉町３－１２－１９","139.547429","35.750249","JGD2011","042-424-7775"
"他の法人","相談支援事業所　ポラリス","202-0023","西東京市新町１－１４－１０","139.54427","35.714883","JGD2011","042-252-3103"
"社福法人","フラップ","190-1221","西多摩郡瑞穂町箱根ケ崎字武蔵野９４０","139.332152","35.791903","JGD2011","042-568-0966"
"他の法人","あるって","190-0182","西多摩郡日の出町平井３２６１番地２","139.259791","35.74192","JGD2011","042-519-9761"
"社福法人","ひのきのその","190-0213","西多摩郡檜原村５３５４番６","139.159673","35.725814","JGD2011","042-598-3113"
"他の法人","相談支援事業所「つづみ草」","198-0212","西多摩郡奥多摩町氷川９５４－１１","139.092192","35.803526","JGD2011","0428-83-8145"
