経営,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号
他の法人,キッズの森第２,123-0851,足立区梅田１－１５－９－１階,139.800157,35.764387,JGD2011,03-6806-3337
営利法人,わいわいプラス足立教室,123-0852,足立区関原３－２－１８,139.79133,35.769814,JGD2011,03-6806-3781
営利法人,ゆうゆうらいふアカデミー西新井,123-0852,足立区関原１－１９－６　メゾンセンチュリー２０２,139.787333,35.76369,JGD2011,03-6807-2121
営利法人,ふきのとう,123-0853,足立区本木１－２１－１５,139.784609,35.762426,JGD2011,03-5888-4648
営利法人,ふきのとう２,123-0853,足立区本木１－１９－５－１０１,139.784767,35.762576,JGD2011,03-5888-4648
営利法人,こぱんはうすさくら　本木教室,123-0856,足立区本木西町１－２０　宮内サンハイツ１Ｆ,139.780676,35.760068,JGD2011,03-5809-5383
営利法人,縁カレッジ,123-0864,足立区鹿浜４－２６－４　トーボービル１号室,139.756716,35.783473,JGD2011,03-5837-4273
他の法人,療育室つばさ,123-0873,足立区扇１－４４－１５,139.776915,35.766673,JGD2011,03-5809-5388
営利法人,放課後等デイサービス　キッズパーク,124-0001,葛飾区小菅４－１０－６　下井ビル２階,139.825061,35.761924,JGD2011,03-6231-2730
営利法人,アポロキッズクラブお花茶屋,124-0003,葛飾区お花茶屋２－４－１８,139.839849,35.751745,JGD2011,03-5647-7462
営利法人,アポロキッズクラブ東堀切,124-0004,葛飾区東堀切３－７－３,139.836146,35.7561,JGD2011,03-6662-6037
営利法人,放課後等デイサービスつぼみ,124-0006,葛飾区堀切７－２３－４－１階,139.832113,35.75602,JGD2011,03-6662-6145
営利法人,縁ジェルキッズ,124-0006,葛飾区堀切５－５０－９　吉田ビル１階,139.828494,35.751084,JGD2011,03-6662-4770
営利法人,ゆりのねこどもDayさぽーとⅡ,124-0011,葛飾区四つ木１－２９－１５　１F,139.834856,35.734529,JGD2011,03-5671-2750
他の法人,児童デイサービス　にじいろ立石,124-0012,葛飾区立石８－５３－４,139.858067,35.738689,JGD2011,03-6755-2372
営利法人,広伸会　奥戸教室,124-0022,葛飾区奥戸１－１８－１８　１階,139.856585,35.729184,JGD2011,03-5875-6735
営利法人,広伸会　東新小岩教室,124-0023,葛飾区東新小岩５－１８－１　１階,139.857049,35.72331,JGD2011,03-5875-6778
営利法人,広伸会　西新小岩教室,124-0025,葛飾区西新小岩４－２９－８　１階,139.85306,35.720688,JGD2011,03-5654-9688
営利法人,児童デイサービス「優」,125-0031,葛飾区西水元１－１８－１,139.851652,35.7806,JGD2011,03-3627-2485
他の法人,かつしか風の子クラブ,125-0031,葛飾区西水元５－１１－３,139.854533,35.78446,JGD2011,03-3600-0701
営利法人,スマートキッズプラス水元,125-0032,葛飾区水元４－６－１９　プリンス２階,139.860271,35.787874,JGD2011,03-5876-4161
営利法人,児童発達支援・放課後等デイサービス　つばさクラブ東水元,125-0033,葛飾区東水元５－２４－１,139.864376,35.792273,JGD2011,03-3608-2832
営利法人,児童デイサービス　あい,125-0035,葛飾区南水元２－５－８,139.852644,35.779328,JGD2011,03-5876-1017
営利法人,あしたも笑顔　金町,125-0041,葛飾区東金町２－１１－６　１階,139.867082,35.776009,JGD2011,03-5876-5591
他の法人,このこのリーフ葛飾,125-0041,葛飾区東金町１－４０－４　金町北口ビル２階,139.872335,35.770673,JGD2011,03-5876-3026
他の法人,ぷれゾンクラブ金町,125-0041,葛飾区東金町３－４１－１８,139.87234,35.77517,JGD2011,03-5876-6537
他の法人,児童発達支援・放課後等デイサービス　もなか,125-0051,葛飾区新宿二丁目１２番２５号,139.856783,35.761836,JGD2011,03-5648-7755
他の法人,児童デイサービス　にじいろ柴又,125-0052,葛飾区柴又７－１４－４,139.879159,35.759842,JGD2011,03-6458-0583
社福法人,のぞみ発達支援室たかさご,125-0054,葛飾区高砂７－２６－３,139.867121,35.756995,JGD2011,03-3627-9029
営利法人,児童発達支援・放課後等デイサービス　つばさクラブ高砂,125-0054,葛飾区高砂８－２８－１２,139.870768,35.752754,JGD2011,03-3608-2830
営利法人,ハッピーテラス葛飾高砂,125-0054,葛飾区高砂３－１１－１４　ステーションハイツ高砂１０６号,139.867633,35.750426,JGD2011,03-6458-0784
営利法人,スマートキッズプラス亀有,125-0061,葛飾区亀有３－１３－２　亀有鞠子ビル２階,139.847781,35.763133,JGD2011,03-6662-4848
営利法人,ＬＤサポート・療育　ソラアルＳＳＥ,125-0061,葛飾区亀有五丁目３４番１０－２０１号,139.848792,35.767505,JGD2011,03-5856-2783
社福法人,のぞみ学園かめあり,125-0061,葛飾区亀有２－２２－１１,139.852535,35.760067,JGD2011,03-6231-2262
営利法人,広伸会　亀有教室,125-0061,葛飾区亀有２－７３－１０　Ｙビル１階,139.852536,35.76195,JGD2011,03-6231-2626
営利法人,放課後等デイサービス　ゆめ,125-0062,葛飾区青戸一丁目９番２３号　ジュネパレス葛飾第１　１階,139.855712,35.744407,JGD2011,03-5875-6920
営利法人,児童デイ　お花ちゃや,125-0063,葛飾区白鳥３－１５－１２　１階,139.843718,35.75239,JGD2011,03-6662-4141
営利法人,アポロキッズクラブ,125-0063,葛飾区白鳥三丁目３１番９号,139.843754,35.754709,JGD2011,03-6805-4120
営利法人,広伸会　白鳥教室,125-0063,葛飾区白鳥３－６－１２　１階,139.846121,35.750032,JGD2011,03-6231-2298
営利法人,ファーストドリーム新堀,132-0001,江戸川区新堀１－９－１８,139.885891,35.704909,JGD2011,03-3677-5656
営利法人,たいよう　児童デイサービス瑞江,132-0011,江戸川区瑞江２丁目２４番８号　シェアヴィ瑞江１階,139.898101,35.696858,JGD2011,03-6638-8626
他の法人,ＤＲＥＡＭ　ＫＩＤＳ　ＣＬＵＢ,132-0011,江戸川区瑞江１－５６－４,139.895674,35.6979,JGD2011,03-6638-8802
営利法人,スマートキッズプラス瑞江,132-0014,江戸川区東瑞江３－５５－１８,139.897413,35.690136,JGD2011,03-6231-8162
他の法人,スタジオｐｌｕｓ＋瑞江教室,132-0014,江戸川区東瑞江３－４１－６　ＵＨＲビル２０１号室,139.895141,35.691533,JGD2011,03-6638-8136
他の法人,コアンティ,132-0022,江戸川区大杉１－２３－１６,139.876003,35.707668,JGD2011,03-5879-5782
営利法人,ハッピーテラス一之江教室,132-0024,江戸川区一之江８－１７－１７　ＰＲＩＭＯＮＤ２階,139.883587,35.686477,JGD2011,03-6231-5119
営利法人,ＧＲＩＰ　キッズ　一之江校,132-0024,江戸川区一之江７－３０－６　カーサクレセール１０２号,139.880734,35.688612,JGD2011,03-5879-4620
営利法人,スマートキッズプラス船堀,132-0025,江戸川区松江４－１２－７　山種小松川ビル２階,139.871507,35.695566,JGD2011,03-6231-4311
他の法人,ＪＮＣ松江,132-0025,江戸川区松江４－１３－６,139.871804,35.695341,JGD2011,03-3651-0688
営利法人,こいわステップ,132-0031,江戸川区松島４－４６－１６,139.860235,35.713666,JGD2011,03-5879-3371
営利法人,こいわステップ第２,132-0031,江戸川区松島１－２０－２１－１階・２階,139.864627,35.702684,JGD2011,03-6231-5516
営利法人,広伸会　江戸川教室,132-0031,江戸川区松島３－４６－１０－１０２,139.865904,35.709844,JGD2011,03-5879-3133
他の法人,児童デイサービスばんびーの,132-0033,江戸川区東小松川２－３１－６　レジデンシャル五洋１０３,139.867557,35.695924,JGD2011,03-6231-4298
営利法人,スマートキッズプラス平井,132-0035,江戸川区平井５－２４－８　リバースポイント２Ｆ号室,139.843634,35.707627,JGD2011,03-6657-0081
営利法人,放課後デイサービス　キッズピース平井,132-0035,江戸川区平井６丁目１４番１０号　にしきビル２階,139.839993,35.706952,JGD2011,03-6657-5211
営利法人,コラゾン平井,132-0035,江戸川区平井４－８－１４　高橋ビル１階,139.844915,35.705683,JGD2011,03-5609-7099
営利法人,ファーストドリーム上一色,133-0041,江戸川区上一色１－４－１７,139.870867,35.723682,JGD2011,03-3674-5656
営利法人,にじ北小岩,133-0051,江戸川区北小岩６－１１－４　ホテルスカイコート小岩１０１,139.883426,35.742933,JGD2011,03-6657-8732
営利法人,児童デイあみりあ北,133-0051,江戸川区北小岩１－１５－２,139.891159,35.736653,JGD2011,03-6801-7323
営利法人,放課後等デイサービス　あんず　江戸川,133-0052,江戸川区東小岩１－９－９　長寿メディカルセンター２０２,139.889785,35.72363,JGD2011,03-6886-2105
営利法人,児童デイあみりあ,133-0056,江戸川区南小岩４－１０－１１,139.882485,35.723697,JGD2011,03-6908-4561
営利法人,児童デイサービス　生活塾みずならの木　南小岩,133-0056,江戸川区南小岩７－３７－１８　クレドハイツ小岩１０２号室,139.88584,35.728482,JGD2011,03-6657-8837
営利法人,オレンジスクール　小岩教室,133-0057,江戸川区西小岩２－２０－１６,139.877921,35.734106,JGD2011,03-5876-7515
他の法人,児童デイサービス　ばんびーのしのざき,133-0061,江戸川区篠崎町一丁目７番２号,139.903928,35.708728,JGD2011,03-6231-8402
営利法人,スマートキッズプラス南篠崎,133-0065,江戸川区南篠崎町２－１６－１　第５ストークマンション１階,139.900468,35.692661,JGD2011,03-5664-6975
営利法人,スマートキッズプラス南篠崎第二,133-0065,江戸川区南篠崎町三丁目２４番７号　島村事務所１階,139.900365,35.694619,JGD2011,03-5664-6445
営利法人,ファーストドリーム瑞江,133-0065,江戸川区南篠崎町２－９－２,139.900165,35.692103,JGD2011,03-5666-5656
営利法人,ファーストドリーム南篠崎,133-0065,江戸川区南篠崎町２－９－２,139.900165,35.692103,JGD2011,03-5243-5656
他の法人,おおぞら・子どもデイセンター,133-0071,江戸川区東松本２－１７－１５,139.881002,35.722189,JGD2011,03-6806-9905
他の法人,児童デイサービス「ぷくぷく」,133-0073,江戸川区鹿骨３－１２－１７　ロンジェヴィテえどがわ１階,139.891749,35.71386,JGD2011,03-6638-8901
営利法人,ククルの実,133-0073,江戸川区鹿骨一丁目５９番１２号　鹿骨センターハイツ１０１,139.890013,35.710089,JGD2011,03-5664-6337
営利法人,キッズランド,133-0073,江戸川区鹿骨５－２９－１　山田貸事務所１階,139.885299,35.716026,JGD2011,03-5664-1175
営利法人,わくわくＧＡＴＥ江戸川,134-0013,江戸川区江戸川３－５０－２０,139.889058,35.682775,JGD2011,03-6638-8082
営利法人,スマートキッズジュニア船掘,134-0081,江戸川区北葛西４－５－７,139.863233,35.673785,JGD2011,03-6663-8545
営利法人,スマートキッズプラス北葛西,134-0081,江戸川区北葛西四丁目２２－１１号　ＹＳビル１階,139.866486,35.670694,JGD2011,03-6808-2996
営利法人,たいよう　児童デイサービス船堀,134-0081,江戸川区北葛西一丁目２１番１８号　リカーハイツ１階,139.861197,35.680342,JGD2011,03-6808-0761
営利法人,放課後等デイサービス　キッズピース西葛西,134-0081,江戸川区北葛西４－１３－３０　佐藤ビル１階,139.861589,35.669683,JGD2011,03-6808-0608
営利法人,日本重症心身障害児支援協会　多機能型ステーション　望,134-0083,江戸川区中葛西５－４－４,139.865281,35.662948,JGD2011,03-3675-3701
営利法人,ハッピーテラス葛西教室,134-0083,江戸川区中葛西３－１６－１７　パネフリアドビル２階,139.869447,35.664395,JGD2011,03-6663-9622
他の法人,ふるーる,134-0084,江戸川区東葛西６－４８－１８,139.880754,35.661951,JGD2011,03-6808-4630
他の法人,ふるーるの森,134-0084,江戸川区東葛西５－２－２　ゾンネンハイム葛西,139.873577,35.665075,JGD2011,03-6808-2397
営利法人,スマートキッズプラス葛西,134-0084,江戸川区東葛西６－４－３　第３ロイヤルシラコビル３０１,139.874097,35.663337,JGD2011,03-6808-3233
営利法人,ひまわり学習教室,134-0084,江戸川区東葛西６－１－５,139.873255,35.661098,JGD2011,03-6663-8049
営利法人,ハッピーテラス東葛西教室,134-0084,江戸川区東葛西５－１３－１３　フローラル東葛西Ⅱ２０３号,139.874899,35.663773,JGD2011,03-6240-5441
営利法人,くすのき放課後等デイサービス葛西,134-0085,江戸川区南葛西１－１０－６　Ａ－ＹＵ１階,139.870772,35.654446,JGD2011,03-3877-1818
営利法人,くすのき放課後等デイサービス葛西南,134-0085,江戸川区南葛西３－２４－４　小林久商店貸事務所１階,139.871531,35.649074,JGD2011,03-3877-7740
営利法人,スマートキッズプラス西葛西,134-0088,江戸川区西葛西６－２２－１６　,139.862731,35.663867,JGD2011,03-6808-6734
営利法人,ハッピーテラス西葛西,134-0088,江戸川区西葛西７－３－１０　ＢＫＮ西葛西５階,139.859542,35.662017,JGD2011,03-6663-8561
他の法人,パオパオくらぶ,134-0091,江戸川区船堀１－１－２,139.860461,35.685364,JGD2011,03-3689-4642
営利法人,児童デイサービス南風,134-0091,江戸川区船堀２－１８－５,139.86035,35.682342,JGD2011,03-6808-5723
他の法人,児童デイサービス　ばんびーのふなぼり,134-0091,江戸川区船堀１－８－１９－０００２号,139.86338,35.683784,JGD2011,03-6661-4661
営利法人,戸吹の杜,192-0001,八王子市戸吹町３９１－５,139.289617,35.709816,JGD2011,042-659-3426
営利法人,いくをくらＢｏｏ,192-0032,八王子市石川町９３－１　ＴＩＫビル１階,139.357979,35.681224,JGD2011,042-659-3118
営利法人,ベアーズハウス　中野上町,192-0041,八王子市中野上町１－１１－５,139.32826,35.668178,JGD2011,042-686-1008
営利法人,運動療育で生きる力を育む　シエル,192-0042,八王子市中野山王１丁目１２番地２号　オガタビル２０２号室,139.328582,35.673322,JGD2011,042-657-4008
他の法人,ぽんぽこクラブ,192-0045,八王子市大和田町２－２０－７,139.359596,35.665101,JGD2011,042-649-2335
他の法人,Ｂａｍｂｏｕ,192-0045,八王子市大和田町４－５－４　,139.354096,35.662793,JGD2011,042-649-2067
他の法人,青空クラブ,192-0051,八王子市元本郷町４－２０－２６,139.31458,35.665906,JGD2011,042-686-3935
営利法人,「あそび」「運動」「学習」で笑顔溢れる発達支援教室,192-0074,八王子市天神町２４－３　プラムフィールド２０２号,139.328374,35.657446,JGD2011,042-649-7588
社福法人,ばんびーの,192-0153,八王子市西寺方町１０９０－５,139.268125,35.682933,JGD2011,042-652-5838
社福法人,こぱん,192-0153,八王子市西寺方町４４９－１,139.268653,35.676186,JGD2011,042-659-1832
営利法人,こどもでいさーびす　はるいろ,192-0154,八王子市下恩方町７６６　ジュネス２番館１階,139.263532,35.679133,JGD2011,042-659-2717
営利法人,ドリームボックス,192-0351,八王子市東中野１２５５－１,139.405652,35.632506,JGD2011,042-682-2440
他の法人,放課後等デイサービス　おひさま,192-0352,八王子市大塚１６５,139.417906,35.639475,JGD2011,042-676-9067
営利法人,あんふぁん大塚事業所,192-0352,八王子市大塚６２３番地３　かざまビル４０１号室,139.418395,35.638156,JGD2011,042-676-0200
他の法人,通所支援ベルテール八王子大塚園,192-0352,八王子市大塚４９４－１,139.421431,35.638695,JGD2011,042-682-3791
営利法人,あんふぁん由木事業所,192-0352,八王子市大塚６２７－１８　フォースフロンティア１階,139.419984,35.637081,JGD2011,042-670-8828
他の法人,コラソンキッズ八王子,192-0355,八王子市堀之内２－１７－１　,139.402741,35.629481,JGD2011,042-653-9074
営利法人,ハッピーテラス堀之内教室,192-0361,八王子市越野２５－３１　プランドール美鶴１階,139.392686,35.62809,JGD2011,042-689-4866
他の法人,オリーブ芸術療法研究所,192-0364,八王子市南大沢１－２２－２,139.384843,35.617018,JGD2011,042-678-2276
他の法人,セントスクエア,192-0364,八王子市南大沢２－２７　フレスコ南大沢５F,139.37926,35.611941,JGD2011,042-677-0201
営利法人,ビバーチェ,192-0364,八王子市南大沢２－２１２－３　三協ビル２階,139.384865,35.611014,JGD2011,042-682-2831
他の法人,通所支援ベルテール八王子第二南大沢園,192-0364,八王子市南大沢２－１３－４　田中ビル２０１号室,139.38316,35.612144,JGD2011,042-653-9611
他の法人,通所支援ベルテール　八王子南大沢園,192-0372,八王子市下柚木３－６,139.380618,35.621115,JGD2011,042-677-3551
他の法人,こころみの会,192-0902,八王子市上野町１０３－１　レジデンス富士森１階,139.327563,35.653232,JGD2011,042-621-0541
他の法人,リュミエール,192-0902,八王子市上野町２７－３　コスモス八王子１０１、２０２,139.327821,35.653899,JGD2011,042-649-6610
営利法人,ドリームボックス北野,192-0906,八王子市北野町５５７－１９　メゾン根来１階１０１号室,139.359116,35.645584,JGD2011,042-649-8797
他の法人,放課後等デイサービス　ハートマーク,192-0906,八王子市北野町５５５－１６,139.356941,35.646239,JGD2011,042-649-1023
営利法人,スポーツひろばプレイス八王子教室,192-0911,八王子市打越町３４４－４　北野シティプラザ２０１,139.355028,35.644551,JGD2011,042-649-2959
社福法人,クローバーハウス片倉町本店,192-0914,八王子市片倉町４３９－４,139.339329,35.642698,JGD2011,042-638-0987
他の法人,わんぱくキッズ,192-0914,八王子市片倉町３５９－４,139.338226,35.642803,JGD2011,042-683-0680
営利法人,たから,192-0914,八王子市片倉町３０１－２,139.334532,35.643414,JGD2011,042-689-6622
営利法人,スパークスタジオみなみ野　Ｒａｉｎｂｏｗ　Ｋｉｄｓ,192-0916,八王子市みなみ野３－３１－１７　ボヌールＡ,139.322039,35.629407,JGD2011,042-638-0471
他の法人,通所支援ベルテール八王子みなみ野園,192-0916,八王子市みなみ野１－７－１,139.328228,35.632335,JGD2011,042-638-0852
営利法人,ハッピーテラス八王子みなみ野,192-0916,八王子市みなみ野３－３１－１７　ボヌールＢ,139.322039,35.629407,JGD2011,042-683-4933
他の法人,チャレンジぴぴ,193-0802,八王子市犬目町４４番１,139.306541,35.688142,JGD2011,042-686-0531
営利法人,ベアーズハウス,193-0832,八王子市散田町５－６－１４　第１サンダファイブ１階,139.299293,35.649015,JGD2011,042-673-4382
営利法人,ベアーズハウス　西八王子,193-0832,八王子市散田町４－１６－１３　クレール西八王子Ｂ棟１階,139.307817,35.652174,JGD2011,042-673-4382
営利法人,脳を育てる療育プログラム　チャイルド・ブレイン,193-0834,八王子市東浅川町１番地１１,139.298571,35.650596,JGD2011,042-665-8808
社福法人,ころぽっくる,193-0834,八王子市東浅川町６２９番地１,139.299827,35.643111,JGD2011,042-666-5609
営利法人,Ｐｅａｃｅ,193-0834,八王子市東浅川町３３６－１１,139.287772,35.646074,JGD2011,042-668-8130
他の法人,Ｒａｃｉｎｅ,193-0835,八王子市千人町４－６－５　プラムグローブ１階,139.307087,35.657151,JGD2011,042-673-2278
他の法人,みんなのひろば,193-0835,八王子市千人町１－６－２　杉本マンション１階,139.315694,35.65979,JGD2011,042-662-5808
他の法人,放課後デイサービスわくわく,193-0835,八王子市千人町２－６－５　プライムコート千人町１階,139.31225,35.659481,JGD2011,042-697-4387
営利法人,ハッピーテラス西八王子教室,193-0836,八王子市日吉町１８－６,139.314653,35.661606,JGD2011,042-686-3825
営利法人,Ｅａｒｔｈ　Ｃｈｉｌｄｒｅｎ,193-0931,八王子市台町４－１９－１２,139.320522,35.656898,JGD2011,042-620-5611
社福法人,すぎな愛育園こすもす,193-0931,八王子市台町２－７－２２,139.321239,35.649091,JGD2011,042-625-8007
他の法人,こあらくらぶ,193-0931,八王子市台町４－３３－１２　ヴィレッジ木下,139.318078,35.657551,JGD2011,042-624-3521
社福法人,すぎな愛育園あみぃ,193-0942,八王子市椚田町５３９－９,139.308785,35.637453,JGD2011,042-623-8509
営利法人,立川らびっとくらぶ,190-0002,立川市幸町三丁目２５番地１　立川けやき台ハイツ１階,139.430171,35.722405,JGD2011,042-537-7564
営利法人,トライきっず・プロ,190-0002,立川市幸町１－１０－６,139.422258,35.719996,JGD2011,042-537-7841
営利法人,こどもプラス立川幸町教室,190-0002,立川市幸町５－１－７　フルミエールメゾン１階Ｂ,139.418386,35.723318,JGD2011,042-537-8653
営利法人,こぱんはうすさくら　立川幸町教室,190-0002,立川市幸町３－１３－１４　矢島ビル１階,139.430252,35.720646,JGD2011,042-537-8530
他の法人,デイサービス事業　みんなの広場　１,190-0003,立川市栄町４－２－１　ジュネスイトウ１階,139.423464,35.710745,JGD2011,042-524-6788
他の法人,スマイルJr,190-0011,立川市高松町３－２５－１０　富士永ハイツ１０１,139.418376,35.701754,JGD2011,042-523-0818
他の法人,テイクオフ,190-0011,立川市高松町１－２０－５,139.415695,35.709347,JGD2011,042-527-9203
営利法人,ジョブサＵ１８立川北口教室,190-0012,立川市曙町１－２４－１１　橋本ビル７階,139.408838,35.700415,JGD2011,042-548-1300
他の法人,あにものいえ,190-0021,立川市羽衣町２－２３－６,139.428589,35.694502,JGD2011,042-595-9450
他の法人,ゆいまーる,190-0021,立川市羽衣町１丁目６番１０号　小川ビル２階,139.423839,35.696324,JGD2011,042-512-9676
営利法人,ＬＩＴＡＬＩＣＯジュニア立川南口教室,190-0023,立川市柴崎町２－３－１３　エイティエイト立川デュオ２階,139.410807,35.696563,JGD2011,042-847-3399
営利法人,ドリームボックス立川,190-0023,立川市柴崎町５－８－１　リバーサイドアプス１階,139.40123,35.689241,JGD2011,042-512-8794
営利法人,ジョブサＵ１８立川南口教室,190-0023,立川市柴崎町２－４－１５　ほまれ屋本社ビル２０１号室,139.409916,35.696849,JGD2011,042-595-9980
他の法人,デイサービス事業　みんなの広場　２,190-0033,立川市一番町３－１７－１１　ローズシャトル２号館１階,139.378481,35.730344,JGD2011,042-520-6655
営利法人,児童デイサービス　サンフラワー,190-0033,立川市一番町５－１－５　ネクサス立川１階,139.379831,35.73038,JGD2011,042-520-6615
営利法人,子ども発達支援ルームおれんじ学園,180-0001,武蔵野市吉祥寺北町３－５－８　イトーピア吉祥寺１階－１１０,139.57104,35.710487,JGD2011,0422-50-0323
営利法人,ビーキッズむさしの,180-0003,武蔵野市吉祥寺南町３－７－１　プランドールサンリョウ２階,139.58637,35.699553,JGD2011,0422-26-9753
営利法人,児童発達支援・放課後等デイサービス　ささえ,180-0004,武蔵野市吉祥寺本町一丁目３５番１４号,139.584806,35.703736,JGD2011,0422-27-1736
営利法人,ＴＥＥＮＳ吉祥寺,180-0004,武蔵野市吉祥寺本町２－２５－１２　Ｓａｎｔａ　Ｆｅ　１－Ｃ,139.574673,35.703874,JGD2011,050-2018-2842
営利法人,スタジオそら武蔵野,180-0006,武蔵野市中町１－２３－１２　クレール武蔵野１階,139.563458,35.704513,JGD2011,0422-50-0389
営利法人,子ども発達支援ルームおれんじ学園ｎｉｃｏ,180-0006,武蔵野市中町１－１９－８　シティハイツ武蔵野１階,139.562672,35.704999,JGD2011,0422-38-5073
社福法人,あすはＫｉｄｓ,180-0011,武蔵野市八幡町１－６－１,139.55435,35.715089,JGD2011,0422-36-5151
社福法人,千川さくらんぼクラブ,180-0011,武蔵野市八幡町２－５－３　武蔵野中央公園　北ホール１階,139.559666,35.7214,JGD2011,080-5458-9175
営利法人,ｗａｃｃａ,180-0011,武蔵野市八幡町３－８－６　ニューハイツ武蔵野１階,139.549872,35.716425,JGD2011,0422-38-8919
他の法人,児童発達センター　ぽこあぽこ,180-0022,武蔵野市境２－４－３　スヤマ武蔵野１Ｆ,139.543173,35.706223,JGD2011,0422-27-7293
他の法人,ロゼット,180-0022,武蔵野市境１－４－５,139.544659,35.704085,JGD2011,0422-56-8405
他の法人,手毬塾ウノ,180-0023,武蔵野市境南町３－２２－２２,139.540029,35.698927,JGD2011,0422-32-9223
他の法人,ウイングむさしの,180-0023,武蔵野市境南町２－１３－５　グレーハイツ泉妻,139.543821,35.698619,JGD2011,0422-30-8431
他の法人,なかよし教室,181-0001,三鷹市井の頭二丁目２１番１８号,139.584342,35.691187,JGD2011,0422-43-8135
社福法人,にじアート児童デイサービス,181-0004,三鷹市新川４－１１－１３,139.57133,35.673208,JGD2011,0422-43-0727
他の法人,こどもデイサービス　らびぃ,181-0004,三鷹市新川４－１２－６,139.572072,35.673436,JGD2011,0422-49-7110
社福法人,まぁーる,181-0004,三鷹市新川３－２１－１９　はなはなテラス１階,139.569528,35.678271,JGD2011,0422-24-7839
営利法人,ＴＡＫＵＭＩ,181-0013,三鷹市下連雀３－１７－２０　１０１号室,139.562461,35.699052,JGD2011,0422-24-8733
営利法人,東京ヘルスケア学習運動センター,181-0013,三鷹市下連雀２－２４－８,139.56575,35.695519,JGD2011,0422-77-6389
営利法人,ＴＥＥＮＳ三鷹,181-0013,三鷹市下連雀３－４２－１０　イニシア三鷹下連雀２階,139.559294,35.699202,JGD2011,050-2018-1094
他の法人,ウイングみたか,181-0014,三鷹市野崎１－７－２１　ユニパレス三鷹１階,139.555229,35.683609,JGD2011,0422-26-7861
営利法人,Ｇｒｅｅｎ　Ａｐｐｌｅ,181-0016,三鷹市深大寺三丁目１０番１号,139.537797,35.689186,JGD2011,0422-34-4567
社福法人,友愛こどもクラブとことこ,198-0001,青梅市成木２－１０７,139.271068,35.832282,JGD2011,0428-74-5453
他の法人,きらきらすばる,198-0014,青梅市大門２－２８１－１,139.290447,35.796084,JGD2011,0428-34-9702
他の法人,らんらんすばる,198-0024,青梅市新町３－２０－３　ダイヤパレス１階,139.302077,35.78002,JGD2011,0428-78-0955
営利法人,オルオルハウスかすみ,198-0024,青梅市新町１－４３－６,139.296172,35.791196,JGD2011,0428-78-2437
営利法人,おひさま放課後デイサービス,198-0024,青梅市新町５－２４－３,139.308771,35.789733,JGD2011,0428-27-9076
他の法人,ポラリスキッズ,198-0024,青梅市新町７－５－５,139.315835,35.783836,JGD2011,0428-27-4860
営利法人,ドリームボックス河辺,198-0031,青梅市師岡町４－１１－１　ヴィラ・エイジ１０１,139.285726,35.787377,JGD2011,0428-84-2350
営利法人,こどもプラス青梅教室,198-0032,青梅市野上町２－１０－２　平沼ビル１階１０１,139.28997,35.793248,JGD2011,0428-84-0782
営利法人,オルオルネクストかべ,198-0036,青梅市河辺町５－２３－７,139.287531,35.782891,JGD2011,0428-78-3567
他の法人,ありえす,198-0043,青梅市千ケ瀬町４－５７２－６,139.266619,35.786726,JGD2011,0428-78-3310
営利法人,ドリームボックス浅間町,183-0001,府中市浅間町２－２－１６　メゾンモンフレール１階,139.495703,35.683977,JGD2011,042-319-9824
他の法人,児童デイサービス　めろでぃ,183-0003,府中市朝日町１－２２－６５,139.516438,35.672302,JGD2011,042-307-8983
他の法人,放課後等デイサービス　オンリーワン,183-0005,府中市若松町１－７－３３　Ｋ＆Ｙ東府中ビル２階,139.497859,35.670212,JGD2011,042-369-7065
営利法人,運動療育で生きる力を育む　シエル　府中教室,183-0006,府中市緑町３－５－７　第二木城ビル５階,139.494376,35.669685,JGD2011,042-302-7715
営利法人,放課後デイサービス　ぽーと,183-0006,府中市緑町３－５－７　第二木城ビル４階,139.494376,35.669685,JGD2011,042-302-6610
営利法人,放課後等デイサービスリアン府中緑町,183-0006,府中市緑町１－１０－２　ＰＡＬＡＳＴ緑町１０２,139.486518,35.671912,JGD2011,042-306-7081
営利法人,ちゃいくろ児童デイサービス府中,183-0011,府中市白糸台６－５－１０,139.520252,35.663317,JGD2011,042-306-9679
営利法人,放課後等デイサービスリアン府中白糸台,183-0011,府中市白糸台２－３－６　ブリリアントウイン白糸台１階Ａ号,139.50983,35.666785,JGD2011,042-370-1393
営利法人,ハッピーテラス東府中,183-0015,府中市清水が丘１－１－３　第一勇心ビル２０１,139.494404,35.669304,JGD2011,042-370-1751
他の法人,ポップシップ,183-0027,府中市本町１－１５－３　宮ノ森コーポ１０２,139.478636,35.666671,JGD2011,042-319-9936
他の法人,放課後デイサービス　プティ　フォンティーヌ,183-0027,府中市本町１－１－２２　ブラーヴハウス２階,139.477911,35.668676,JGD2011,042-302-3090
営利法人,児童デイサービス　サンフラワー府中,183-0032,府中市本宿町２－２０－８,139.459357,35.672631,JGD2011,050-5897-0426
営利法人,ドリームボックス武蔵台,183-0042,府中市武蔵台１－２７－７,139.461831,35.688112,JGD2011,042-319-9921
社福法人,ナイスデイ・キッズ,183-0045,府中市美好町１－２４－３　ハイツコグチ１階,139.469653,35.672248,JGD2011,042-207-3566
他の法人,こもれび,183-0045,府中市美好町１－１８－５　萩原ビル３階,139.470128,35.67345,JGD2011,042-370-1856
