経営,事業所名,郵便番号,所在地,経度,緯度,座標系,電話番号
営利法人,株式会社ベル訪問介護ステーション,121-0814,足立区六月３－３－４,139.790796,35.785737,JGD2011,03-3850-6334
医療法人,成仁　相談支援事業所,121-0815,足立区島根３－２－１,139.796318,35.778733,JGD2011,050-3734-5406
区市町村,足立区障がい福祉センター自立生活支援室,121-0816,足立区梅島３－３１－１９,139.792921,35.777505,JGD2011,03-5681-0132
営利法人,しっぷす相談支援事業所,121-0822,足立区西竹の塚１－１４－１６　紺屋ビル２０１,139.788793,35.793884,JGD2011,03-5647-6977
他の法人,WELS　PORT,121-0831,足立区舎人６－６－２２,139.765964,35.815344,JGD2011,03-5838-0033
社福法人,あいのわ相談センター,121-0832,足立区古千谷本町２－２５－１１,139.772475,35.804312,JGD2011,03-5647-6252
他の法人,ぽぽらーと相談室,121-0836,足立区入谷１－１６－１３,139.766872,35.805459,JGD2011,03-5888-5302
営利法人,スマイル相談支援センター,123-0841,足立区西新井１－３８－１１　オリエント第６ビル２０４号,139.780333,35.78246,JGD2011,03-5838-2825
他の法人,特定非営利活動法人クララ,123-0845,足立区西新井本町２－１５－７,139.772278,35.777355,JGD2011,03-3857-3093
社福法人,うめだ･あけぼの子ども相談支援センター,123-0851,足立区梅田７－１２－１５,139.800899,35.76922,JGD2011,03-3848-1197
他の法人,療育室つばさ　相談支援事業,123-0865,足立区新田３－２３－６,139.744676,35.769885,JGD2011,03-3927-5255
医療法人,ひのき相談支援センター,123-0865,足立区新田２－１６－１３,139.741901,35.773485,JGD2011,03-5902-3121
営利法人,ケアステーションダッシュ,124-0003,葛飾区お花茶屋１－５－１０,139.836885,35.748624,JGD2011,03-6661-3370
社福法人,東堀切くすのき園相談支援センター,124-0004,葛飾区東堀切１－２１－３,139.836097,35.74901,JGD2011,03-3603-2228
区市町村,葛飾区自立生活支援センター,124-0006,葛飾区堀切３－３４－１,139.834522,35.744335,JGD2011,03-5698-1315
区市町村,葛飾区障害者生活介護事業所,124-0006,葛飾区堀切３－３４－１,139.834522,35.744335,JGD2011,03-5698-1329
区市町村,葛飾区子ども発達センター,124-0006,葛飾区堀切３－３４－１,139.834522,35.744335,JGD2011,03-5698-1324
区市町村,葛飾区自立訓練事業所,124-0006,葛飾区堀切３－３４－１,139.834522,35.744335,JGD2011,03-5698-1336
営利法人,花しょうぶ指定特定相談支援事業所,124-0006,葛飾区堀切６－５－１１　１階,139.830011,35.752267,JGD2011,03-6671-1880
社福法人,地域活動支援センターもっく,124-0011,葛飾区四つ木４－１１－８,139.835456,35.736992,JGD2011,03-5654-6702
営利法人,フタバ介護サービス,124-0011,葛飾区四つ木４－２８－１１,139.835611,35.739625,JGD2011,03-5698-2841
他の法人,相談支援事業さくら,124-0011,葛飾区四つ木５－６－７,139.838294,35.740716,JGD2011,03-6657-7945
社福法人,糸でんわ,124-0012,葛飾区立石３－３－８　ＹＫマンション１階,139.843721,35.737928,JGD2011,03-5670-6464
社福法人,東京都葛飾福祉工場　障害者計画相談支援室,124-0012,葛飾区立石８－５０－１,139.859278,35.73935,JGD2011,03-3693-6641
営利法人,ケアプランオアシス,124-0012,葛飾区立石６－３３－８－１０２,139.852354,35.742999,JGD2011,03-5654-7034
他の法人,こすもす相談支援事業所,124-0014,葛飾区東四つ木３－４９－１０,139.840717,35.730834,JGD2011,03-3693-1058
社福法人,きね川相談支援センター,124-0014,葛飾区東四つ木３－８－１０,139.838278,35.729588,JGD2011,03-3694-1577
他の法人,相談支援センターおおぞら,124-0021,葛飾区細田５－１６－１１,139.876299,35.738242,JGD2011,03-6458-0127
社福法人,相談支援センター　エバンズ,124-0022,葛飾区奥戸１－１－１,139.850907,35.728717,JGD2011,03-5654-3353
営利法人,広伸会相談支援事業所,124-0023,葛飾区東新小岩５－１８－１　１階,139.857049,35.72331,JGD2011,03-3694-3398
営利法人,相談支援室　ひまわり,124-0023,葛飾区東新小岩５－１６－１１－２０２,139.855882,35.72334,JGD2011,03-5654-7026
社福法人,やすらぎリバーシティ相談支援事業所,124-0024,葛飾区新小岩１－５－２,139.853847,35.71383,JGD2011,03-5678-6170
社福法人,西水元福祉館　相談支援事業所,125-0031,葛飾区西水元３－１１－１,139.847005,35.788404,JGD2011,03-5660-2101
他の法人,風の子相談室,125-0031,葛飾区西水元５－１１－３,139.854533,35.78446,JGD2011,03-3600-0701
社福法人,相談支援センター　そよかぜ,125-0032,葛飾区水元５－１６－１１,139.862899,35.789346,JGD2011,03-3607-5656
社福法人,地域活動支援センターコパン,125-0051,葛飾区新宿３－９－１１,139.86293,35.760231,JGD2011,03-5876-6320
社福法人,相談支援センターかがやけ,125-0051,葛飾区新宿１－１－１５,139.859466,35.757192,JGD2011,03-3607-3180
他の法人,にじいろ相談支援事業所,125-0052,葛飾区柴又７－１４－４,139.879159,35.759842,JGD2011,03-6801-7851
社福法人,鎌倉福祉館相談支援事業　なかま,125-0053,葛飾区鎌倉３－７－１,139.875127,35.749176,JGD2011,03-5693-2721
社福法人,高砂福祉館相談支援事業　なないろ,125-0054,葛飾区高砂５－１０－１,139.864011,35.751804,JGD2011,03-5699-6225
社福法人,相談支援センター　しょうぶ,125-0054,葛飾区高砂２－８－１,139.863797,35.748865,JGD2011,03-3672-7161
営利法人,オリーブ相談支援事業所,125-0061,葛飾区亀有３－１６－１５,139.848545,35.763541,JGD2011,03-5629-5177
社福法人,相談支援事業所ひかり,125-0061,葛飾区亀有２－２２－１１,139.85232,35.760061,JGD2011,03-6231-2262
他の法人,相談支援事業所　さい,125-0062,葛飾区青戸５－１４－２　仙ノ倉ハイツ１階,139.854234,35.747482,JGD2011,03-6848-5491
区市町村,葛飾区子ども総合センター,125-0062,葛飾区青戸４－１５－１４,139.850589,35.751567,JGD2011,03-3602-1388
他の法人,相談支援センターぽむぽむ,125-0062,葛飾区青戸５－２－９　青戸ハイツ１０３,139.853828,35.74769,JGD2011,03-3604-7596
営利法人,きらら介護サービス　亀有,125-0062,葛飾区青戸８－９－１６,139.851834,35.756234,JGD2011,03-5650-2735
社福法人,相談支援センター　あおと,125-0062,葛飾区青戸５－２０－６,139.854317,35.750157,JGD2011,03-3603-9729
社福法人,白鳥福祉館相談支援センター,125-0063,葛飾区白鳥四丁目８番１号,139.846395,35.752409,JGD2011,03-3604-0034
営利法人,ケアステーション大空,132-0001,江戸川区新堀２－３２－１０　コンビニエンスオフィス稲毛１号,139.893193,35.704143,JGD2011,03-5664-6027
他の法人,地域活動支援センター　はるえ野,132-0003,江戸川区春江町２－４１－８,139.890744,35.699504,JGD2011,03-5664-6070
営利法人,永仁介護サービス　瑞江相談支援事業所,132-0003,江戸川区春江町３－５１－４,139.891288,35.697255,JGD2011,03-3698-4441
営利法人,有限会社　椿ケアステーション,132-0003,江戸川区春江町３－２９－１２,139.886933,35.694988,JGD2011,03-3676-1180
社福法人,江東園ケアセンターつばき　えぽっく,132-0003,江戸川区春江町２－５－１５,139.887083,35.700762,JGD2011,03-5636-6211
営利法人,ウィット相談支援室,132-0011,江戸川区瑞江４－４８－２,139.894896,35.69323,JGD2011,03-5243-6065
他の法人,特定非営利活動法人　江戸川在宅支援グループ,132-0013,江戸川区江戸川３－１７,139.893205,35.686433,JGD2011,03-5243-5577
社福法人,江東園さわやか相談室　宙,132-0014,江戸川区東瑞江１－１１－５　ラ・ヴェルフルート１０３号室,139.899527,35.688733,JGD2011,03-5664-1801
営利法人,わだつみケアサービス,132-0015,江戸川区西瑞江３－９－１０３　ルミエール１階－Ａ,139.892416,35.687511,JGD2011,03-5243-9202
営利法人,にじいろ相談支援事業所,132-0021,江戸川区中央４－２５－１６　石井ビル２階,139.867615,35.708736,JGD2011,03-5879-3820
営利法人,あるぷす相談室,132-0021,江戸川区中央３－７－１３,139.871825,35.712867,JGD2011,03-3656-8851
営利法人,ケア　あんじゅ,132-0022,江戸川区大杉５－２０－１,139.877689,35.708871,JGD2011,03-6795-9937
営利法人,東京福祉交通サービス株式会社　相談支援センター,132-0023,江戸川区西一之江３－１２－３０　シンコーポレーションビル４階,139.875768,35.6927,JGD2011,03-3674-3432
営利法人,日本リック相談支援一之江事業所,132-0024,江戸川区一之江４－６－２２,139.879228,35.690029,JGD2011,03-5879-2630
営利法人,ゆたか福祉サービス,132-0024,江戸川区一之江３－７－１１　プレジデント１０２,139.885111,35.688071,JGD2011,03-5879-6973
他の法人,相談支援センターぽこ・あ・ぽこ,132-0031,江戸川区松島３－４２－１１,139.864635,35.711711,JGD2011,03-6231-4278
他の法人,地域活動支援センターえどがわ,132-0031,江戸川区松島３－４６－１０　かとりコーポ１０１,139.865904,35.709844,JGD2011,03-5879-0708
営利法人,ひまわり介護サービス,132-0031,江戸川区松島１－４３－１４　小森ビル１階,139.867707,35.705095,JGD2011,03-5879-2614
営利法人,永仁介護サービス　平井相談支援事業所,132-0035,江戸川区平井４－１－１９,139.847148,35.703905,JGD2011,03-3683-4441
他の法人,ＨＡＬＯ（ハロ）相談支援センター,133-0044,江戸川区本一色１－２８－７　タカエイマンション４０１,139.869448,35.715528,JGD2011,03-5607-7883
区市町村,江戸川区立みんなの家,133-0044,江戸川区本一色３－３８－３,139.872578,35.720763,JGD2011,03-5662-3411
営利法人,トロールケアサービス,133-0051,江戸川区北小岩５－１－９,139.885671,35.741091,JGD2011,03-5612-1306
営利法人,でこぽん,133-0051,江戸川区北小岩１－１０－１　サンライズⅡ１０３,139.889656,35.736245,JGD2011,03-5612-4451
営利法人,赤とんぼ,133-0052,江戸川区東小岩５－１６－６　ライトハイツ２階,139.887615,35.731959,JGD2011,03-6801-7006
他の法人,相談支援センター　カピリナ,133-0052,江戸川区東小岩２－２３－３,139.893401,35.726883,JGD2011,03-6801-7048
営利法人,あいしんケア相談支援センター,133-0054,江戸川区上篠崎３－２－２　金子ハイツ１０１,139.898609,35.710136,JGD2011,03-3678-0094
他の法人,いきいきサポートケアプラン,133-0056,江戸川区南小岩３－５－４　第一アネストマンション店舗Ａ,139.884457,35.724797,JGD2011,03-5622-7575
営利法人,なでしこプランセンター,133-0056,江戸川区南小岩３－２５－１４　パスカルビル２０５,139.888701,35.725202,JGD2011,03-5876-8228
営利法人,マミー相談支援,133-0056,江戸川区南小岩３－２０－２,139.886912,35.726488,JGD2011,03-6318-5091
営利法人,相談支援事業所　けいプラン,133-0057,江戸川区西小岩１－２１－１６　エーチワイ江戸川２０１,139.880424,35.73449,JGD2011,03-6657-8951
営利法人,やわらぎ介護,133-0057,江戸川区西小岩４－６－６,139.878202,35.740497,JGD2011,03-6657-9011
社福法人,江東園さわやか相談室　海,133-0061,江戸川区篠崎町７－１８－８　第２シャトレーマンション１０２,139.901795,35.707362,JGD2011,03-5636-4611
他の法人,ＳＴＥＰえどがわ,133-0065,江戸川区南篠崎町３－９－７－１階,139.898904,35.695572,JGD2011,03-3676-7422
他の法人,相談支援センター　むくむく,133-0073,江戸川区鹿骨１－５６－１,139.891265,35.709536,JGD2011,03-5636-5131
営利法人,東京ケア,133-0073,江戸川区鹿骨３－１８－８,139.891971,35.716107,JGD2011,03-5666-5678
区市町村,江戸川区立希望の家,134-0013,江戸川区江戸川５－３２－６,139.882976,35.673036,JGD2011,03-3680-1531
営利法人,蜂輪,134-0083,江戸川区中葛西２－７－１２　Ｌｕｘｕｒｙ　ＳＵＮＬＡＫＥ１０８号室,139.874307,35.672788,JGD2011,03-6808-4814
社福法人,「まある」相談支援事業所,134-0083,江戸川区中葛西１－３８－１８,139.871208,35.671255,JGD2011,03-6663-9870
区市町村,江戸川区立障害者支援ハウス,134-0083,江戸川区中葛西２－１１－８,139.875032,35.673425,JGD2011,03-5667-1333
営利法人,ハート　ケア,134-0083,江戸川区中葛西３－１８－１１　ハイツ星１０２,139.870461,35.664911,JGD2011,03-6663-8807
営利法人,ゆーあいスマイル,134-0083,江戸川区中葛西２－１０－１５　２階,139.874432,35.673072,JGD2011,03-6680-2524
他の法人,相談支援センター　ハート花きりん,134-0084,江戸川区東葛西７－２－５　エビス東葛西１０２,139.873361,35.659926,JGD2011,03-3869-1731
他の法人,相談支援センター　こんにちわ,134-0084,江戸川区東葛西７－８－１５　メゾン・ド・フォレ１０３,139.874572,35.65899,JGD2011,03-4285-9773
他の法人,相談支援ＮＰＯ虹の会,134-0085,江戸川区南葛西７－２－３,139.882261,35.647153,JGD2011,03-3686-4477
営利法人,いわいだ介護相談室,134-0085,江戸川区南葛西２－６－５－１０２,139.873528,35.655224,JGD2011,03-6808-5115
他の法人,相談支援センターFUREAI（ふれあい）,134-0088,江戸川区西葛西６－２３－３　秀合ビル１Ｆ,139.863209,35.664064,JGD2011,080-2218-5211
他の法人,相談支援センターくらふと,134-0091,江戸川区船堀１－４－１０　第二乙女屋マンション６０４,139.864536,35.686253,JGD2011,03-5679-6360
社福法人,まごころ相談室,192-0015,八王子市中野町２６３２,139.323493,35.680999,JGD2011,042-657-2014
他の法人,ぽんぽこ相談室,192-0045,八王子市大和田町２－２０－７,139.359596,35.665101,JGD2011,042-649-2335
他の法人,障害者相談支援センター　ぴあらいふ,192-0046,八王子市明神町４－１４－１　１階,139.342334,35.659863,JGD2011,042-646-4991
社福法人,マインドはちおうじ相談支援センター,192-0054,八王子市小門町７５－７　エイビット小門町ビル３階,139.323463,35.659423,JGD2011,042-620-8851
公益法人,相談支援センター「タック」,192-0081,八王子市横山町２５－１６　フロイデンビル２階,139.340226,35.660212,JGD2011,042-686-2833
営利法人,有限会社多摩ヘルパーセンター,192-0081,八王子市横山町８－７,139.335748,35.659124,JGD2011,042-645-1881
営利法人,美山相談支援事業所,192-0152,八王子市美山町２５５４,139.230166,35.703388,JGD2011,090-67987302-
社福法人,相談支援室ポレポレ,192-0153,八王子市西寺方町７６　東京都八王子福祉園内,139.264126,35.673745,JGD2011,042-651-4703
社福法人,相談支援センター　レガーレ,192-0355,八王子市堀之内１２３６－８,139.390869,35.63443,JGD2011,042-653-9102
他の法人,相談支援センター待夢,192-0362,八王子市松木４８－１０　グランドゥール１０５,139.394425,35.623685,JGD2011,042-682-4670
他の法人,障害者生活支援センター　サポート南多摩,192-0364,八王子市南大沢２－２５　フォレストモール南大沢２０８号室,139.381346,35.613144,JGD2011,042-682-5343
営利法人,相談支援事業所　桜草,192-0902,八王子市上野町９３－１,139.325571,35.655077,JGD2011,042-686-3926
営利法人,障がい者（児）の夢を実現させる相談支援,192-0902,八王子市上野町３４－１１　１Ｆ,139.326277,35.656576,JGD2011,042-686-3472
他の法人,相談支援室あん・ぷらん,192-0904,八王子市子安町１－８－３　コーポ森１階,139.341053,35.653113,JGD2011,080-46236632-
他の法人,地域生活支援センターあくせす,192-0904,八王子市子安町３－６－７　サザンエイトビル３Ｆ,139.338215,35.651691,JGD2011,042-646-7929
他の法人,まゆにっと,192-0907,八王子市長沼町１３０６－４　長沼通所センター内,139.360496,35.646939,JGD2011,042-656-0254
他の法人,ＰＡＳＴＥＬ,192-0911,八王子市打越町３４７－３　安井ビル１０２号,139.355469,35.645048,JGD2011,042-649-9368
営利法人,ウェーブ・フォー・ネット相談室,192-0914,八王子市片倉町３５９－４　パラグアスＦ１階１０２,139.338226,35.642803,JGD2011,042-632-5655
他の法人,わかこま相談支援室,193-0823,八王子市横川町５２１－１,139.304304,35.664664,JGD2011,042-621-2277
営利法人,サポートＮＡＲＳ,193-0823,八王子市横川町５３８－１　馬場レヂデンス２,139.304331,35.666405,JGD2011,042-623-7774
社福法人,八王子地域生活支援室　高尾,193-0834,八王子市東浅川町９１４－６　東浅川ビル１階,139.285964,35.642138,JGD2011,042-629-9088
公益法人,トマリ相談支援研究所,193-0844,八王子市高尾町１６４２　リバーサイド小林２０７,139.277737,35.643094,JGD2011,042-673-4379
他の法人,ぽぴー相談支援センター,193-0844,八王子市高尾町１１１５－１　ハタノコーポ１０３号,139.285375,35.643757,JGD2011,042-673-4480
社福法人,相談支援事業所　もなか,193-0931,八王子市台町１－２４－２７　１Ｆ,139.325649,35.650535,JGD2011,042-657-2817
社福法人,相談支援室ぱれっと,193-0931,八王子市台町４－３３－１３,139.318544,35.65749,JGD2011,042-634-8511
他の法人,相談支援スペース「ゆめ」,193-0932,八王子市緑町９３５－１５,139.335921,35.647489,JGD2011,042-649-7077
営利法人,障害者自立支援センター「おあしす」,193-0944,八王子市館町３８１－１－１１０,139.295675,35.635395,JGD2011,042-629-4530
他の法人,相談支援事業所　暖,190-0011,立川市高松町１－１７－２０,139.418015,35.708761,JGD2011,042-548-3562
社福法人,相談支援センターにんじん・立川,190-0011,立川市高松町２－２７－２７,139.418956,35.703776,JGD2011,042-522-1537
営利法人,相談支援事業所暖,190-0011,立川市高松町１－１７－２０　粕谷ビル２階,139.418015,35.708761,JGD2011,042-512-5868
その他,立川市社会福祉協議会障害者相談支援事業所,190-0013,立川市富士見町２－３６－４７,139.401802,35.701298,JGD2011,042-540-0822
営利法人,相談支援事業所イロドリ,190-0013,立川市富士見町７－５－１１,139.398275,35.693832,JGD2011,042-548-4808
他の法人,相談支援事業所　介護グループふれあい,190-0021,立川市羽衣町２－４１－１　羽衣第一ビル２階,139.426056,35.694049,JGD2011,042-595-6620
他の法人,イドコロ相談所,190-0021,立川市羽衣町３－１－１２　マンション青３０１,139.424353,35.691822,JGD2011,042-512-8159
他の法人,相談支援事業所　すたんど,190-0022,立川市錦町１－５－１　グランドホープ２０１,139.417484,35.69771,JGD2011,042-511-8012
他の法人,特定指定相談支援事業　自立生活センター・立川,190-0023,立川市柴崎町２－１０－１６　オオノビル２階,139.408882,35.696268,JGD2011,042-525-0879
社福法人,特定相談支援事業所たちふく,190-0023,立川市柴崎町３－１３－１１,139.412327,35.693782,JGD2011,042-527-2721
社福法人,相談支援センター　らいふぱる,190-0034,立川市西砂町４－７５－２,139.355911,35.735837,JGD2011,042-531-0761
社福法人,地域生活支援センターびーと,180-0001,武蔵野市吉祥寺北町４－１１－１６,139.565901,35.71575,JGD2011,0422-54-7666
営利法人,日介センター吉祥寺,180-0003,武蔵野市吉祥寺南町２－２９－１０　三成参番館４階,139.58577,35.70005,JGD2011,0422-70-6905
営利法人,特定相談支援事業所　ハローワールド,180-0005,武蔵野市御殿山１－６－１１　Ｋ２ビル４階,139.574918,35.702877,JGD2011,0422-26-9503
他の法人,ライフサポートＭＥＷ、ワークショップＭＥＷ,180-0006,武蔵野市中町３－４－９　ディアハイム武蔵野ビル１階,139.564263,35.71224,JGD2011,0422-36-3830
社福法人,生活リハビリサポート　すばる,180-0011,武蔵野市八幡町４－２８－１３,139.554458,35.720011,JGD2011,0422-55-3612
社福法人,地域療育相談室　ハビット,180-0012,武蔵野市緑町２－６－８,139.561899,35.716931,JGD2011,0422-55-8510
営利法人,コット,180-0022,武蔵野市境１－９－９　温泉通りビル２０５,139.544943,35.704465,JGD2011,0422-38-8837
社福法人,相談支援事業所せんかわ,180-0023,武蔵野市境南町４－２０－５,139.536946,35.698446,JGD2011,0422-30-0022
他の法人,相談支援事業所　結い,181-0001,三鷹市井の頭２－２１－１８,139.584342,35.691187,JGD2011,0422-43-8135
区市町村,三鷹市北野ハピネスセンター,181-0003,三鷹市北野１－９－２９,139.586148,35.679899,JGD2011,0422-45-1151
社福法人,めだか相談室,181-0004,三鷹市新川４－９－５,139.570753,35.672142,JGD2011,0422-43-0171
社福法人,障がい者相談センター　つなぐ手,181-0004,三鷹市新川３－２１－１９　はなはなテラス１階,139.569528,35.678271,JGD2011,0422-45-1127
社福法人,相談支援事業所にじアート,181-0004,三鷹市新川４－１１－１３,139.57133,35.673208,JGD2011,0422-43-0727
区市町村,三鷹市子ども発達支援センター,181-0004,三鷹市新川６－３７－１,139.561834,35.681774,JGD2011,0422-45-1122
社福法人,三鷹市障がい者自立支援センターゆー・あい,181-0012,三鷹市上連雀４－１－８,139.558983,35.697155,JGD2011,0422-43-9047
社福法人,ひまわり,181-0013,三鷹市下連雀４－１５－２　ホワイトマンション１０３,139.561594,35.697178,JGD2011,0422-24-7290
他の法人,障がい者計画相談センターくも,181-0013,三鷹市下連雀４－１５－２３,139.561744,35.694886,JGD2011,0422-71-0902
社福法人,野の花,181-0014,三鷹市野崎２－６－４２,139.548488,35.68329,JGD2011,0422-30-8800
社福法人,相談支援事業所にじネット,181-0015,三鷹市大沢１－６－３,139.541422,35.670777,JGD2011,0422-39-2411
営利法人,じゅうと生活サポートセンター,181-0015,三鷹市大沢１－１６－２６,139.539844,35.673994,JGD2011,0422-26-1772
医療法人,長谷川病院特定相談支援事業所,181-0016,三鷹市深大寺２－３０－１７－２０１,139.540363,35.685887,JGD2011,0422-30-5376
社福法人,相談支援事業所おおぞら,198-0001,青梅市成木２－１３０－２,139.271746,35.832507,JGD2011,0428-74-4192
他の法人,特定相談支援事業所だいもん,198-0014,青梅市大門２－２６１－１　青梅市障がい者サポートセンター内,139.29145,35.795681,JGD2011,0428-30-0152
他の法人,相談支援センターわかば,198-0014,青梅市大門２－２５９－３,139.291306,35.795176,JGD2011,0428-34-9230
社福法人,特定・障害児相談支援事業所じりつ,198-0023,青梅市今井５－２４３４－２,139.328378,35.793435,JGD2011,0428-32-1631
社福法人,相談支援事業所　くらやしき,198-0024,青梅市新町１－８－２,139.297739,35.786022,JGD2011,0428-78-2722
他の法人,相談支援事業所　もしもしすばる,198-0024,青梅市新町３－２０－３　ダイヤパレス１階,139.302077,35.78002,JGD2011,0428-78-0955
営利法人,ケアープラン新町,198-0024,青梅市新町７－６３－５　エルベール新町Ⅱ号館１３３,139.316854,35.7888,JGD2011,0428-30-0085
他の法人,ポラリス相談室,198-0024,青梅市新町７－５－５,139.315835,35.783836,JGD2011,0428-27-4178
他の法人,自立支援塾おうめ・相談室,198-0042,青梅市東青梅３－８－５　葵マンション１０６,139.276668,35.788912,JGD2011,0428-84-0054
営利法人,有限会社アイケアーサービス青梅,198-0042,青梅市東青梅１－７－８,139.27393,35.788243,JGD2011,0428-22-2339
営利法人,もみの木,198-0042,青梅市東青梅６－２－２９　カーサオヤマ１０２号,139.273071,35.793787,JGD2011,0428-78-3691
社福法人,花の里,198-0052,青梅市長淵５－１０８０－２,139.260343,35.769306,JGD2011,0428-25-1641
医療法人,多機能型支援施設　ほたるの里,198-0052,青梅市長淵５－１０８６,139.261929,35.77092,JGD2011,0428-25-1200
社福法人,たましろセンター,198-0052,青梅市長淵５－１４２０－２,139.258123,35.768106,JGD2011,0428-20-0722
営利法人,シエル相談支援センター,183-0004,府中市紅葉丘１－３８－７１,139.513683,35.676926,JGD2011,042-319-0938
社福法人,し～ま,183-0005,府中市若松町１－９－１,139.498853,35.669174,JGD2011,042-365-7361
他の法人,ケアチーム大芽,183-0005,府中市若松町１－２－５　芽生会ＢＬＤ５階,139.495584,35.670265,JGD2011,042-314-7013
社福法人,つくしんぼう,183-0012,府中市押立町１－１７－１３,139.509261,35.659686,JGD2011,042-365-3715
営利法人,地域生活支援センターふらっと,183-0015,府中市清水が丘３－２３－１７　１階,139.503473,35.66631,JGD2011,042-370-1781
営利法人,ＪＰＳ相談支援センター,183-0022,府中市宮西町３－５－４　パークヒル１Ｆ,139.473958,35.67182,JGD2011,042-365-2689
営利法人,相談支援ワンセルフ,183-0022,府中市宮西町２－４－３　アイスバーグビル５階,139.478447,35.670176,JGD2011,080-5376-3420
区市町村,地域生活支援センターみ～な,183-0026,府中市南町５－３８,139.467787,35.654888,JGD2011,042-360-1313
他の法人,コンパス,183-0027,府中市本町１－１５－３　宮ノ森コーポ１０３,139.478636,35.666671,JGD2011,042-319-9937
他の法人,つづれおり,183-0034,府中市住吉町２－１３－３　ベルメゾン住吉第２　２０１,139.458746,35.658032,JGD2011,042-368-2550
他の法人,わの会相談支援,183-0034,府中市住吉町１－６０－１０,139.460032,35.660743,JGD2011,042-319-2688
営利法人,相談支援センター　みさきのいえ,183-0034,府中市住吉町２－１５－９　アローヒルズ府中２０３,139.457724,35.658863,JGD2011,042-368-7155
社福法人,地域生活支援センタープラザ,183-0045,府中市美好町１－７－２　第一市川マンション２０２,139.472328,35.672967,JGD2011,042-358-2288
営利法人,相談室ウェル,183-0045,府中市美好町１－１－１８　石川ビル２０１,139.472983,35.67307,JGD2011,042-336-8343
営利法人,相談支援センターリアン,183-0045,府中市美好町３－１３－３　第一グリーンテラス２,139.466048,35.671917,JGD2011,042-340-3078
他の法人,エンパワメントふちゅう,183-0055,府中市府中町２－１０－１１　清田第二ビル１階,139.482002,35.674587,JGD2011,042-334-7511
営利法人,相談支援　やすらぎ,183-0055,府中市府中町２－２１－４　菊正ビル２階１号室,139.484541,35.675137,JGD2011,042-358-8340
社福法人,地域生活支援センターあけぼの,183-0056,府中市寿町３－９－１１　山上ビル１階,139.473828,35.676392,JGD2011,042-358-1085
社福法人,サポートにんな,183-0056,府中市寿町２－２６,139.474261,35.677969,JGD2011,042-333-7555
他の法人,ウイズ相談支援事業所,196-0003,昭島市松原町４－１０－１３　コーポふじ３０２,139.342782,35.718883,JGD2011,042-544-1782
社福法人,昭島生活実習所,196-0003,昭島市松原町３－１１－１５,139.344846,35.717217,JGD2011,042-541-8796
社福法人,ゆいのもり相談支援センター,196-0012,昭島市つつじが丘３－５－６－１１４,139.368094,35.71339,JGD2011,042-545-5451
社福法人,昭島市障害者相談支援センター,196-0015,昭島市昭和町４－７－１　昭島市保健福祉センター内,139.364125,35.710835,JGD2011,042-544-5033
他の法人,特定非営利活動法人昭島ひよこ教室,196-0015,昭島市昭和町４－７－１　昭島市保健福祉センター２階,139.364125,35.710835,JGD2011,042-545-3676
社福法人,虹のセンター２５,196-0022,昭島市中神町１１７６－１９－１０１,139.376768,35.709519,JGD2011,042-549-7733
他の法人,特定非営利活動法人自立生活センター・昭島,196-0025,昭島市朝日町３－１８－１２,139.373463,35.707985,JGD2011,042-545-7553
営利法人,めりーらいふ,196-0033,昭島市東町４－９－３,139.390314,35.701225,JGD2011,042-546-4243
他の法人,特定非営利活動法人にこにこ,196-0034,昭島市玉川町３－１７－１３,139.382626,35.704903,JGD2011,042-541-0706
社福法人,地域生活支援センター希望ヶ丘,182-0005,調布市東つつじケ丘２－２９－１,139.576819,35.656341,JGD2011,03-5314-7083
社福法人,ちょうふだぞう,182-0022,調布市国領町３－１９－１,139.56164,35.651716,JGD2011,042-487-4655
営利法人,エアリ,182-0022,調布市国領町１－４０－６　モンターニュ国領３０８,139.556016,35.650377,JGD2011,042-455-1190
その他,社会福祉法人調布市社会福祉協議会相談支援事業所調布市こころの健康支援センター,182-0024,調布市布田５－４６－１,139.54184,35.645684,JGD2011,042-490-8166
その他,社会福祉法人調布市社会福祉協議会相談支援事業所ドルチェ,182-0026,調布市小島町２－４７－１,139.542753,35.651397,JGD2011,042-481-7693
他の法人,銀河ケアサービス,182-0026,調布市小島町１－２１－６　アジャンタ調布２０５,139.54047,35.654599,JGD2011,042-426-4618
他の法人,ＣＩＬちょうふ,182-0026,調布市小島町２－２１－５　１階,139.538804,35.650986,JGD2011,042-446-0683
社福法人,プラントシード,182-0026,調布市小島町１－２２－７,139.540153,35.654638,JGD2011,042-482-2020
営利法人,ケア２１　調布,182-0026,調布市小島町２－５１－９　高野ビル３０１,139.543195,35.65028,JGD2011,042-440-3484
区市町村,調布市子ども発達センター,182-0032,調布市西町２９０－４９,139.522529,35.666277,JGD2011,042-486-1190
区市町村,調布市福祉健康部障害福祉課,182-8511,調布市小島町２－３５－１,139.540682,35.650627,JGD2011,042-481-7094
営利法人,はる風,194-0012,町田市金森６－７－２１,139.458353,35.525428,JGD2011,042-788-2067
他の法人,障害者生活支援センターまちだや,194-0013,町田市原町田２－２２－２６　プリモ・レガーロ町田１Ｆ,139.453845,35.538918,JGD2011,042-724-8616
社福法人,町田相談支援センター・ビギン,194-0013,町田市原町田５－４－１９,139.449459,35.544781,JGD2011,042-785-4515
