一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
374,八王子市片倉町2416,35.640305,139.338898,JGD2011,国道16号(東京環状),b,2011-11-15,2011-11-16,3,6,1.8,1.2,72,73
375,八王子市中野山王1-8-7,35.670620,139.331345,JGD2011,国道16号(東京環状),c,2011-11-15,2011-11-16,3,2,2.6,1.2,71,68
376,八王子市北野町549-5,35.646137,139.353210,JGD2011,国道16号八王子バイパス,c,2011-11-15,2011-11-16,3,6,8.3,1.2,69,68
377,八王子市大谷町355-1,35.677241,139.354245,JGD2011,国道16号八王子バイパス,b,2011-11-15,2011-11-16,3,6,0,1.2,72,72
378,八王子市明神町4-21-1,35.660000,139.345459,JGD2011,国道20号(甲州街道),c,2011-11-15,2011-11-16,3,4,3.7,1.2,69,65
379,八王子市八日町6-2,35.660316,139.329941,JGD2011,国道20号(甲州街道),c,2011-11-15,2011-11-16,3,4,5,1.2,68,66
380,八王子市並木町15-15,35.651310,139.300201,JGD2011,国道20号(甲州街道),b,2011-11-17,2011-11-18,3,4,4.4,1.2,70,67
381,八王子市加住町1-170-2,35.700542,139.316833,JGD2011,国道411号(滝山街道),a,2011-11-15,2011-11-16,3,2,1.5,1.2,71,68
382,八王子市下柚木2-10-6,35.627022,139.382715,JGD2011,都道20号府中相模原線,b,2011-11-15,2011-11-16,4,4,2.8,1.2,65,60
383,八王子市中野上町1-32-19,35.668228,139.322296,JGD2011,都道32号線(秋川街道),c,2011-11-17,2011-11-18,4,2,1.2,1.2,68,65
384,八王子市川口町908-1,35.693042,139.279282,JGD2011,都道32号線(秋川街道),a,2011-11-17,2011-11-18,4,2,1.5,1.2,69,64
385,八王子市犬目町863,35.693054,139.303253,JGD2011,都道46号線(高尾街道),a,2011-11-17,2011-11-18,4,2,2.1,1.2,69,65
386,八王子市四谷町741-6,35.675873,139.297012,JGD2011,都道46号線(高尾街道),b,2011-11-17,2011-11-18,4,2,1.1,1.2,69,69
387,八王子市狭間町1737,35.637131,139.287140,JGD2011,都道47号線(町田街道),a,2011-11-17,2011-11-18,4,2,1.7,1.2,71,68
388,八王子市石川町2065,35.671555,139.360764,JGD2011,都道59号八王子武蔵村山線,b,2011-11-15,2011-11-16,4,2,2.5,1.2,68,65
389,八王子市片倉町245-1,35.643249,139.333370,JGD2011,都道173号線(北野街道),a,2011-11-15,2011-11-16,4,2,1.7,1.2,65,61
390,八王子市大楽寺町539,35.670731,139.298981,JGD2011,都道521号線(陣場街道),b,2011-11-17,2011-11-18,4,2,2.1,1.2,70,66
391,八王子市西寺方町732,35.681908,139.273453,JGD2011,都道521号線(陣場街道),a,2011-11-17,2011-11-18,4,2,2.4,1.2,70,65
392,八王子市元本郷町1-3-10,35.662373,139.321396,JGD2011,市道17号線（国道20号バイパス）,c,2011-11-17,2011-11-18,5,4,2.9,1.2,72,69
393,八王子市下恩方町1849-1,35.671486,139.260799,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.4,1.2,70,64
394,八王子市松木30-1,35.621272,139.389995,JGD2011,都道158号線(多摩ﾆｭｰﾀｳﾝ通り),b,2011-11-15,2011-11-16,4,4,4.8,1.2,65,62
395,八王子市下柚木341,35.628994,139.380585,JGD2011,都道160号線(野猿街道),c,2011-11-15,2011-11-16,4,4,4.3,1.2,68,62
396,八王子市美山町1782,35.688110,139.250381,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.3,1.2,66,59
397,八王子市下恩方町1185-1,35.677281,139.256892,JGD2011,都道61号山田宮の前線,a,2011-11-17,2011-11-18,4,2,4.4,1.2,67,61
398,立川市曙町3-28,35.702667,139.424454,JGD2011,都道立川東大和線,A,2011-11-09,2011-11-10,4,2,1.5,1.2,64,55
399,立川市羽衣町2-6,35.695972,139.427261,JGD2011,都道立川国分寺線,C,2011-11-07,2011-11-08,4,2,1.9,1.2,65,58
400,立川市幸町5-83-1,35.725777,139.418456,JGD2011,都道立川東大和線（芋窪街道）,c,2011-10-03,2011-10-04,4,4,2,1.5,70,66
401,立川市泉町786-11,35.719000,139.418720,JGD2011,都道立川東大和線（芋窪街道）,a,2011-10-04,2011-10-05,4,4,4,1.5,67,60
402,立川市西砂町6-12-10,35.729572,139.372147,JGD2011,都道杉並あきる野線（五日市街道）,a,2011-10-24,2011-10-25,4,2,0,1.5,72,70
403,立川市柴崎町1-17-7,35.692390,139.406006,JGD2011,都道立川青梅線（旧奥多摩街道）,a,2011-10-06,2011-10-07,4,2,0,1.5,67,60
404,立川市若葉町4-11-19,35.725261,139.433991,JGD2011,都道立川所沢線（立川通り）,b,2011-10-13,2011-10-14,4,2,2,1.5,69,67
405,立川市若葉町3-34-1,35.720204,139.439199,JGD2011,都道杉並あきる野線（五日市街道）,b,2011-10-27,2011-10-28,4,2,0,1.5,70,68
406,立川市高松町2-26-3,35.705067,139.418915,JGD2011,都道立川所沢線（高松大通り）,c,2011-10-11,2011-10-12,4,2,2,1.5,70,69
407,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道256号線（甲州街道）,b,2011-10-17,2011-10-18,4,2,4,1.5,68,66
408,立川市錦町5-20-25,35.685375,139.413849,JGD2011,都道立川青梅線（新奥多摩街道）,b,2011-10-18,2011-10-19,4,4,2,1.5,69,67
409,立川市一番町1-40,35.725170,139.382370,JGD2011,都道八王子・武蔵村山線（東文化通り）,a,2011-10-20,2011-10-21,4,2,2,1.5,68,67
410,武蔵野市八幡町3-5,35.718342,139.552887,JGD2011,都道杉並あきる野線,B,2011-11-01,2011-11-02,4,4,5.3,1.2,66,62
411,武蔵野市吉祥寺東町2-42,35.709709,139.588226,JGD2011,都道杉並武蔵野線,A,2011-11-01,2011-11-02,4,2,1.4,1.2,65,60
412,武蔵野市吉祥寺南町4-15,35.699360,139.588882,JGD2011,都道杉並あきる野線,C,2011-11-01,2011-11-02,4,4,2.5,1.2,71,69
413,武蔵野市中町2－10,35.706509,139.563416,JGD2011,都道7号杉並あきる野線,c,2012-02-20,2012-02-21,4,2,0,1.5,68,68
414,武蔵野市中町3－9－11,35.711914,139.565796,JGD2011,都道7号杉並あきる野線,c,2012-02-27,2012-02-28,4,2,1,1.5,68,66
415,武蔵野市中町3－4,35.711681,139.564117,JGD2011,都道121号武蔵野調布線,c,2012-02-21,2012-02-22,4,2,2,1.5,67,62
416,武蔵野市関前1－9,35.710793,139.544022,JGD2011,都道12号調布田無線,c,2012-03-01,2012-03-02,4,2,0,1.5,70,67
417,武蔵野市八幡町4－28－3,35.719063,139.553528,JGD2011,都道7号杉並あきる野線,b,2012-03-07,2012-03-08,4,3,0,1.5,66,61
418,武蔵野市吉祥寺東町1－23,35.708572,139.588120,JGD2011,都道113号杉並武蔵野線,a,2012-02-16,2012-02-17,4,2,1,1.5,64,60
419,武蔵野市御殿山1－19,35.699440,139.572311,JGD2011,都道114号武蔵野狛江線,a,2012-02-15,2012-02-16,4,3,0,1.5,71,69
420,武蔵野市境南町5－10,35.695648,139.537155,JGD2011,都道123号境調布線,a,2012-03-12,2012-03-13,4,2,0,1.5,65,61
421,三鷹市上連雀6-5,35.690910,139.559296,JGD2011,都道武蔵野調布線,B,2011-11-01,2011-11-02,4,2,3.4,1.2,67,63
422,三鷹市上連雀9-42-25,35.685791,139.549957,JGD2011,都道調布田無線（武蔵境通り）,a,2011-05-09,2011-05-13,4,2,2,1,69,66
423,三鷹市上連雀9-18-16,35.683826,139.552261,JGD2011,都道府中三鷹線（人見街道）,b,2011-05-16,2011-05-20,4,2,2,1,69,66
424,三鷹市新川6-30-22,35.681416,139.564667,JGD2011,都道新宿国立線（東八道路）,b,2011-05-23,2011-05-27,4,4,3,1,66,63
425,三鷹市下連雀1-13-1,35.696217,139.569916,JGD2011,都道武蔵野狛江線（吉祥寺通り）,b,2011-06-06,2011-06-10,4,2,2,1,70,68
426,三鷹市下連雀2-26,35.697388,139.566025,JGD2011,市道６号線（むらさき橋通り）,b,2011-06-20,2011-06-24,6,2,2,1,68,63
427,青梅市根ヶ布1-374,35.799896,139.267471,JGD2011,都道青梅飯能線,C,2011-11-16,2011-11-17,4,2,1.4,1.2,71,64
428,青梅市今井3-30,35.799538,139.311554,JGD2011,都道瑞穂富岡線,A,2011-11-16,2011-11-17,4,2,3.2,1.2,68,63
429,青梅市今寺3-466,35.800369,139.299744,JGD2011,都道青梅入間線,B,2011-11-16,2011-11-17,4,2,1,1.2,66,59
430,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2011-09-12,2011-09-15,4,4,4.5,1.2,67,60
431,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2011-10-17,2011-10-20,4,2,1.5,1.2,73,68
432,青梅市新町8-20,35.784454,139.309372,JGD2011,市道12号線,b,2011-10-11,2011-10-14,5,4,4.5,1.2,67,64
433,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2011-10-03,2011-10-07,4,2,1.5,1.2,71,62
434,青梅市長淵8-233-3,35.779426,139.264700,JGD2011,都道青梅あきる野線（秋川街道）,c,2011-10-24,2011-10-27,4,2,2,1.4,66,62
435,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道411号（青梅街道）,a,2011-09-26,2011-09-29,3,2,2,1.6,68,62
436,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2011-10-31,2011-11-04,4,2,3,1.2,67,61
437,府中市若松町2-2,35.670658,139.496155,JGD2011,国道20号,C,2011-11-07,2011-11-08,3,4,3.2,1.2,69,66
438,府中市美好町1-14,35.673325,139.470764,JGD2011,国道20号,C,2011-11-07,2011-11-08,3,4,2.5,1.2,71,69
439,府中市栄町3-29,35.688736,139.475021,JGD2011,都道新宿国立線,B,2011-11-07,2011-11-08,4,4,7.1,1.2,65,62
440,府中市若松町5-3,35.678944,139.500336,JGD2011,都道府中小平線,B,2011-11-07,2011-11-08,4,2,4.8,1.2,66,62
441,府中市寿町3-1,35.673138,139.474747,JGD2011,国道20号(甲州街道),c,2012-01-03,2012-01-05,3,4,1,1.5,69,67
442,府中市矢崎町1-5,35.663582,139.479401,JGD2011,都道9号川崎府中線(府中街道),b,2012-02-27,2012-02-29,4,2,4,1.5,68,66
443,府中市若松町3-39,35.675034,139.506744,JGD2011,都道110号府中三鷹線(人見街道),a,2012-03-14,2012-03-16,4,2,1,1.5,65,63
444,府中市緑町1-29,35.674267,139.486389,JGD2011,都道15号府中清瀬線(小金井街道）,b,2012-02-15,2012-02-17,4,2,1.8,1.5,65,61
445,府中市四谷5-44,35.663307,139.440155,JGD2011,市道多摩川通り,c,2012-03-01,2012-03-03,6,2,5,1.5,72,66
446,府中市押立町1-39,35.659729,139.512756,JGD2011,市道白糸台通り,a,2012-01-16,2012-01-18,6,2,3,1.5,68,64
447,府中市是政2-20,35.660870,139.495407,JGD2011,市道中央道側道,a,2011-09-01,2011-09-03,6,1,1,1.5,58,53
448,昭島市田中町3-10,35.703136,139.350830,JGD2011,国道16号,B,2011-11-09,2011-11-10,3,4,5.1,1.2,72,72
449,昭島市拝島1-8,35.707018,139.346825,JGD2011,国道16号,B,2011-11-09,2011-11-10,3,4,5.4,1.2,75,74
450,昭島市松原町5-19,35.719372,139.339523,JGD2011,国道16号,C,2011-11-16,2011-11-17,3,4,0,1.2,75,75
451,昭島市中神町2-15,35.699181,139.376480,JGD2011,都道八王子武蔵村山線,B,2011-11-09,2011-11-10,4,2,3.4,1.2,69,67
452,昭島市田中町2-16-14,35.702545,139.352905,JGD2011,都道29号立川青梅線（奥多摩街道）,a,2011-11-22,2011-11-25,4,2,1.9,1.2,67,64
453,昭島市昭和町3-6-3,35.708111,139.368393,JGD2011,都道162号三ツ木八王子線（諏訪松中通り）,a,2011-08-30,2011-09-01,4,2,3.5,1.2,68,66
454,昭島市朝日町4-23-28,35.708935,139.369827,JGD2011,市道昭島17号（江戸街道）,c,2011-08-30,2011-09-01,6,2,4.5,1.2,65,61
455,昭島市福島町3-24-20,35.695034,139.374939,JGD2011,都道59号八王子村山線,a,2012-03-06,2012-03-09,4,3,4.6,1.2,69,67
456,昭島市福島町2-25-23,35.696262,139.378708,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2012-03-06,2012-03-09,4,4,3.8,1.2,71,68
457,昭島市田中町1-29-5,35.704342,139.353302,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2012-03-20,2012-03-23,4,4,3.5,1.2,69,65
458,昭島市中神町1237,35.711037,139.379517,JGD2011,都道59号八王子武蔵村山線,c,2012-02-07,2012-02-10,4,2,4.3,1.2,67,64
459,調布市深大寺2-8,-,-,-,高速国道中央自動車道富士吉田線,A,2011-11-07,2011-11-08,1,4,8.3,1.2,59,56
460,調布市小島町2-7,35.652157,139.538010,JGD2011,都道町田調布線,A,2011-11-07,2011-11-08,4,4,4.6,1.2,69,67
461,調布市飛田給1-39,35.660641,139.525024,JGD2011,都道府中調布線,B,2011-11-07,2011-11-08,4,2,1.9,1.2,64,59
462,調布市調布ヶ丘1-23,35.654976,139.546005,JGD2011,国道20号,C,2011-11-07,2011-11-08,3,4,3.3,1.2,70,67
463,調布市仙川町2-6,35.662476,139.579681,JGD2011,国道20号,c,2012-01-27,2012-02-02,3,5,10,1.2,70,68
464,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線（鶴川街道）,c,2012-01-11,2012-01-17,4,4,6,1.2,68,64
465,調布市深大寺北町7-6-10,35.673523,139.544840,JGD2011,都道調布田無線（武蔵境通り）,a,2012-01-18,2012-01-19,4,4,11,1.2,61,56
466,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2012-01-10,2012-01-11,4,2,5,1.2,66,64
467,調布市西つつじヶ丘3-19-1,35.657822,139.571388,JGD2011,国道20号,b,2012-01-31,2012-02-01,3,4,10,1.2,66,64
468,町田市鶴間1670,35.508984,139.477493,JGD2011,国道16号,C,2011-11-24,2011-11-25,3,4,4,1.2,75,72
469,町田市相原町792,35.604332,139.334030,JGD2011,都道八王子町田線,C,2011-11-21,2011-11-22,4,2,1.3,1.2,65,62
470,町田市図師町332,35.584312,139.421204,JGD2011,都道町田平山八王子線,A,2011-11-24,2011-11-25,4,2,4.5,1.2,67,60
471,町田市相原町304-1,35.607555,139.344742,JGD2011,国道16号,B,2011-11-21,2011-11-22,3,2,2.9,1.2,74,73
472,町田市木曽東2-1-1,35.555057,139.427136,JGD2011,市道町田437号線（町田駅前通り）,c,2012-01-31,2012-02-01,6,2,2.4,1.2,69,64
473,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線（町田街道）,b,2012-02-08,2012-02-09,4,2,2.1,1.2,71,68
474,町田市中町1-20-23,35.548351,139.447166,JGD2011,都道八王子町田線（町田街道）,c,2012-02-15,2012-02-16,4,2,2.1,1.2,68,68
475,小金井市貫井北町5-21,35.702206,139.492340,JGD2011,都道武蔵小金井停車場貫井線,A,2011-11-07,2011-11-08,4,2,3,1.2,64,60
476,小金井市桜町3-1-3,35.712772,139.512405,JGD2011,都道7号杉並あきる野線（五日市街道）,a,2011-10-27,2011-10-28,4,2,2.4,1.3,68,66
477,小金井市本町4-12-40,35.706596,139.507935,JGD2011,都道15号府中清瀬線（小金井街道）,c,2011-10-26,2011-10-27,4,2,3.5,1.3,68,65
478,小金井市貫井北町5-16-13,35.702953,139.488663,JGD2011,都道134号恋ヶ窪新田三鷹線（連雀通り）,a,2011-10-24,2011-10-25,4,2,3,1.3,67,63
479,小金井市貫井南町2-2-25,35.692650,139.497910,JGD2011,都道248号府中小平線（新小金井街道）,b,2011-10-20,2011-10-21,4,2,4.5,1.3,66,63
480,小金井市前原町4-11-40,35.689171,139.505386,JGD2011,都道14号新宿国立線（東八道路）,b,2011-10-19,2011-10-20,4,4,4.5,1.3,67,63
481,小平市小川東町2-3,35.743111,139.466095,JGD2011,都道立川所沢線,A,2011-11-01,2011-11-02,4,2,3,1.2,68,66
482,小平市中島町26－9,35.729717,139.434265,JGD2011,都道中島十番線（村山街道）,a,2011-11-24,2011-11-25,4,2,2,1.2,67,64
483,小平市上水本町1－25－31,35.720364,139.464783,JGD2011,都道所沢府中線（府中街道）,a,2011-11-24,2011-11-25,4,2,2,1.2,69,68
484,小平市上水本町3－11－11,35.717648,139.470566,JGD2011,都道杉並あきる野線（五日市街道）,a,2011-11-24,2011-11-25,4,2,2,1.2,66,63
485,小平市鈴木町1－487,35.718842,139.496735,JGD2011,都道府中小平線（新小金井街道）,a,2011-11-24,2011-11-25,4,2,5,1.2,69,68
486,小平市花小金井5－463,35.733681,139.512436,JGD2011,都道新宿青梅線（青梅街道）,a,2011-11-24,2011-11-25,4,2,3,1.2,67,65
487,小平市津田町3－34－8,35.726337,139.470108,JGD2011,市道第B-20号（たかの街道）,a,2011-11-24,2011-11-25,6,2,2,1.2,65,60
488,日野市万願寺4-20-1,35.670102,139.414965,JGD2011,国道20号,B,2011-11-09,2011-11-10,3,4,4.0,1.2,66,62
489,日野市南平4-5,35.662437,139.404205,JGD2011,都道上館日野線,A,2011-11-09,2011-11-10,4,2,1.3,1.2,69,66
490,日野市新井713,35.663696,139.418839,JGD2011,都道相模原立川線,B,2011-11-09,2011-11-10,4,2,3,1.2,69,62
491,日野市多摩平４－３－１,35.667109,139.378379,JGD2011,国道２０号　（日野バイパス）,a,2012-03-21,2012-03-22,3,4,3,1.3,66,62
492,日野市多摩平７－２３－２３,35.669273,139.389725,JGD2011,国道２０号　（日野バイパス）,a,2012-03-22,2012-03-23,3,4,2,1.3,66,66
493,日野市万願寺６－３５－１３,35.669601,139.410080,JGD2011,国道２０号　（日野バイパス）,b,2012-03-23,2012-03-26,3,4,3,1.3,67,62
494,日野市石田１－１１－１,35.668066,139.420638,JGD2011,都道503号線　（相模原立川線）,a,2012-03-26,2012-03-27,4,3,4,1.3,69,63
495,日野市平山３－８－８,35.646694,139.385310,JGD2011,都道155号線　（町田平山八王子線）,a,2012-03-27,2012-03-28,4,2,2,1.3,70,63
496,日野市平山５－１２－１６,35.647003,139.383423,JGD2011,都道173号線　（北野街道）,c,2012-03-28,2012-03-29,4,2,2,1.3,63,58
497,日野市旭が丘１－８,35.657703,139.375183,JGD2011,都道155号線　（町田平山八王子線）,a,2012-03-29,2012-03-30,4,3,3,1.3,68,66
498,日野市三沢１－１９－１,35.659542,139.421097,JGD2011,都道稲城日野線　（川崎街道）,a,2012-03-28,2012-03-30,4,2,5,1.3,63,59
499,東村山市恩多町2-16,35.750927,139.485046,JGD2011,都道東村山東久留米線,A,2011-11-01,2011-11-02,4,2,0.7,1.2,60,51
500,東村山市本町2-6-5,35.762195,139.467231,JGD2011,都道16号線（府中街道）,c,2011-12-15,2011-12-16,4,2,3.1,1.2,67,67
501,東村山市久米川町3-30-5,35.761127,139.479584,JGD2011,市道第373号線1(鷹の道）,a,2011-10-13,2011-10-14,6,2,4,1.2,64,58
502,東村山市富士見町1-2-31,35.744614,139.456924,JGD2011,市補助道第１号（江戸街道）,c,2011-11-17,2011-11-18,6,2,2.1,1.2,63,58
503,国分寺市並木町2－33－15,35.716751,139.450421,JGD2011,都道7号杉並あきる野線（五日市街道）,a,2011-11-30,2011-12-01,4,2,2.9,1.2,69,68
504,国分寺市東恋ヶ窪5－16－5,35.712213,139.467212,JGD2011,都道17号所沢府中線（府中街道）,c,2011-11-30,2011-12-01,4,2,2,1.2,70,69
505,国分寺市南町2－5,35.697422,139.482513,JGD2011,都道133号小川山・府中線（国分寺街道）,c,2011-11-30,2011-12-01,4,2,1,1.2,69,68
506,国分寺市日吉町3－26,35.703793,139.453552,JGD2011,市道幹9号線（内藤橋街道）,a,2011-11-30,2011-12-01,6,2,2,1.2,67,63
507,国分寺市西町1－5－8,35.704289,139.437330,JGD2011,市道幹11号線（戸倉通り）,a,2011-11-30,2011-12-01,6,2,5.2,1.2,66,62
508,国分寺市日吉町1－30,35.703468,139.459076,JGD2011,市道幹7号線（熊野神社通り）,a,2011-11-30,2011-12-01,6,2,2.5,1.2,65,52
509,国分寺市内藤16－15,35.695946,139.458115,JGD2011,都道145号立川・国分寺線（多喜窪通り）,c,2011-11-30,2011-12-01,4,2,1.5,1.2,69,65
510,国立市谷保5912,35.681084,139.439560,JGD2011,都道八王子国立線,B,2011-11-09,2011-11-10,4,4,1.4,1.2,74,71
511,国立市谷保7190-4,35.681619,139.441444,JGD2011,都道256号八王子国立線（甲州街道）,b,2012-02-28,2012-02-29,4,4,1,1.2,72,69
512,国立市東2-29-3,35.694538,139.446834,JGD2011,都道国立停車場谷保線（大学通り）,a,2012-03-08,2012-03-09,4,4,3,1.2,67,62
513,福生市熊川1120-1,35.731507,139.341740,JGD2011,国道16号,C,2011-11-16,2011-11-17,3,4,4,1.2,73,72
514,福生市福生2215,35.742916,139.337067,JGD2011,国道16号,C,2011-11-16,2011-11-17,3,4,6,1.2,73,73
515,福生市熊川965,35.732822,139.332932,JGD2011,都道杉並あきる野線,B,2011-11-16,2011-11-17,4,2,1.8,1.2,66,60
516,福生市熊川607,35.727155,139.335196,JGD2011,都道立川青梅線,B,2011-11-09,2011-11-10,4,2,6.1,1.2,67,62
517,福生市本町5,35.738701,139.326782,JGD2011,都道立川青梅線（新奥多摩街道）,c,2011-12-15,2011-12-16,4,2,3,1.5,65,61
518,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並あきる野線（五日市街道）,a,2011-12-08,2011-12-09,4,2,3,1.5,62,62
519,福生市福生2300－4,35.740550,139.337811,JGD2011,国道16号,c,2011-12-12,2011-12-13,3,4,3,1.5,73,73
520,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並あきる野線（睦橋通り）,b,2011-12-13,2011-12-14,4,4,4,1.5,67,63
521,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並あきる野線（五日市街道）,c,2011-11-28,2011-11-29,4,2,3,1.5,63,61
522,狛江市東和泉2-4,35.630894,139.581070,JGD2011,都道世田谷町田線,C,2011-11-24,2011-11-25,4,2,4.0,1.2,71,69
523,狛江市和泉本町4-1,35.640842,139.570389,JGD2011,都道大田調布線,C,2011-11-23,2011-11-24,4,2,4.3,1.2,67,64
524,狛江市東和泉２－９－11,35.630661,139.580231,JGD2011,都道世田谷町田線(世田谷通り),c,2012-02-21,2012-02-22,4,2,2.5,1.2,68,66
525,狛江市和泉本町１－１－５,35.634491,139.577927,JGD2011,都道大田調布線(狛江通り),c,2012-02-21,2012-02-22,4,2,4.3,1.2,65,61
526,東大和市奈良橋5-816,35.747772,139.429367,JGD2011,都道新宿青梅線,B,2011-11-01,2011-11-02,4,4,2.5,1.2,77,74
527,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線（新青梅街道）,b,2011-12-05,2011-12-06,4,4,2,1.5,77,73
528,東大和市中央2-1101-27,35.743168,139.430258,JGD2011,都道新宿青梅線（青梅街道）,b,2011-11-29,2011-11-30,4,2,1,1.2,69,64
529,東大和市蔵敷1-448-1,35.754211,139.421036,JGD2011,都道新宿青梅線（青梅街道）,a,2011-11-28,2011-11-29,4,2,0.5,1.2,67,61
530,東大和市立野4-476-2,35.740518,139.416662,JGD2011,都道立川東大和線（芋窪街道）,c,2011-12-06,2011-12-07,4,2,3.4,1.2,71,68
531,清瀬市中清戸1-526,35.778427,139.526855,JGD2011,都道さいたま東村山線,A,2011-11-01,2011-11-02,4,2,2.7,1.2,68,66
532,清瀬市中清戸2-684,35.779991,139.526306,JGD2011,都道40号さいたま東村山線（志木街道）,a,2011-10-17,2011-10-18,4,2,2,1.2,68,66
533,清瀬市元町2-27-12,35.777699,139.517212,JGD2011,都道24号練馬所沢線（小金井街道）,c,2011-10-17,2011-10-18,4,2,2,1.2,65,63
534,清瀬市竹丘1-17-9,35.770454,139.507187,JGD2011,都道226号東村山清瀬線,a,2011-10-17,2011-10-18,4,2,2,1.2,64,57
535,東久留米市南町1-1,35.740250,139.531067,JGD2011,都道東京所沢線,A,2011-11-01,2011-11-02,4,2,4.7,1.2,64,62
536,東久留米市八幡町3-16,35.752041,139.513824,JGD2011,都道府中清瀬線,A,2011-11-01,2011-11-02,4,2,2.6,1.2,70,67
537,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線（新青梅街道）,b,2012-02-22,2012-02-23,4,4,3.8,1.2,69,68
538,東久留米市野火止1-1,35.761608,139.515976,JGD2011,都道府中清瀬線（小金井街道）,c,2012-02-22,2012-02-23,4,2,3.2,1.2,69,68
539,東久留米市南沢5-18,35.744312,139.524948,JGD2011,都道東京所沢線（所沢街道）,a,2012-02-22,2012-02-23,4,2,2.5,1.2,68,68
540,東久留米市滝山6-1,35.746067,139.504303,JGD2011,都道東久留米線（新小金井街道）,a,2012-02-22,2012-02-23,4,2,3.5,1.2,67,68
541,武蔵村山市三ツ木3－23－11,35.760361,139.371445,JGD2011,都道新宿青梅線（青梅街道）,b,2011-11-07,2011-11-08,4,2,2.5,1.2,71,68
542,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線（青梅街道）,b,2011-11-07,2011-11-08,4,2,2,1.2,65,60
543,武蔵村山市三ツ藤3－7－8,35.756331,139.371374,JGD2011,都道新宿青梅線（新青梅街道）,b,2011-11-01,2011-11-02,4,4,2.8,1.2,74,70
544,武蔵村山市学園3－24－1,35.748326,139.405331,JGD2011,都道新宿青梅線（新青梅街道）,b,2011-10-31,2011-11-01,4,4,2.8,1.2,76,72
545,武蔵村山市残堀5－8－1,35.749798,139.373489,JGD2011,都道三ツ木八王子線,b,2011-11-07,2011-11-08,4,2,4,1.2,69,66
546,武蔵村山市榎3－113－6,35.749404,139.383198,JGD2011,都道八王子武蔵村山線,b,2011-10-31,2011-11-01,4,2,3.9,1.2,68,66
547,武蔵村山市伊奈平2－19－1,35.740856,139.382156,JGD2011,都道八王子武蔵村山線,c,2011-11-01,2011-11-02,4,2,3.9,1.2,67,64
548,武蔵村山市大南1－148,35.736668,139.395889,JGD2011,都道所沢武蔵村山立川線,c,2011-10-31,2011-11-01,4,2,3.1,1.2,66,63
549,武蔵村山市榎1－1－28,35.746030,139.387530,JGD2011,市道第２号線（江戸街道）,c,2011-11-01,2011-11-02,6,2,4.1,1.2,64,60
550,多摩市永山6-17,35.615475,139.443207,JGD2011,都道府中町田線,B,2011-11-24,2011-11-25,4,4,4.2,1.2,69,65
551,多摩市和田2,35.644142,139.437531,JGD2011,都道乞田東寺方線,C,2011-11-24,2011-11-25,4,2,0.9,1.2,67,62
552,多摩市一ノ宮4-40,35.651226,139.438278,JGD2011,都道府中相模原線（野猿街道）,c,2011-12-01,2011-12-07,4,8,4,1.2,67,65
553,多摩市貝取5,35.612305,139.440384,JGD2011,都道府中町田線（鎌倉街道）,b,2011-12-01,2011-12-07,4,4,4,1.2,67,62
554,多摩市関戸4-10,35.647438,139.452744,JGD2011,都道府中町田線（鎌倉街道）,c,2011-12-01,2011-12-07,4,7,4,1.2,70,66
555,多摩市鶴牧1-1-4,35.625220,139.421285,JGD2011,都道小山乞田線（多摩ニュータウン通り）,c,2011-12-01,2011-12-07,4,4,3.5,1.2,67,62
556,多摩市乞田７１２,35.631371,139.436386,JGD2011,都道小山乞田線（多摩ニュータウン通り）,b,2011-12-01,2011-12-07,4,4,4,1.2,69,64
557,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2011-08-16,2011-08-17,4,4,6,1.2,64,61
