地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13119,板橋区,2,159,印刷関連サービス業,1,81,58,-,-,43,38,37,19,1,1,6,6,x,x,x,-,x,x,x
2,13119,板橋区,1,160,化学工業,26,891,651,-,-,536,430,135,73,239,166,5,4,407458,1488786,2247381,2192176,321,661261,711599
2,13119,板橋区,2,161,化学肥料製造業,1,4,3,-,-,4,3,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,162,無機化学工業製品製造業,6,99,88,-,-,84,75,9,7,6,6,5,4,58783,350213,530811,481864,-,150946,172591
2,13119,板橋区,2,163,有機化学工業製品製造業,4,62,53,-,-,46,39,11,9,5,5,-,-,28795,74157,125594,125135,-,47628,47628
2,13119,板橋区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,6,556,421,-,-,269,229,78,55,228,155,-,-,251431,929964,1302948,1297470,-,319712,347737
2,13119,板橋区,2,165,医薬品製造業,2,57,36,-,-,56,36,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,4,74,27,-,-,43,27,31,-,-,-,-,-,21667,66819,129568,129247,321,58101,58101
2,13119,板橋区,2,169,その他の化学工業,3,39,23,-,-,34,21,5,2,-,-,-,-,16959,42540,82473,82473,-,36975,36975
2,13119,板橋区,1,170,石油製品・石炭製品製造業,2,68,60,-,-,65,58,1,-,2,2,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,172,潤滑油・グリース製造業（石油精製業によらないもの）,2,68,60,-,-,65,58,1,-,2,2,-,-,x,x,x,x,x,x,x
2,13119,板橋区,1,180,プラスチック製品製造業（別掲を除く）,32,392,220,2,1,292,200,98,19,-,-,-,-,175482,288324,667698,470233,62870,344346,351661
2,13119,板橋区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,4,40,23,-,-,31,22,9,1,-,-,-,-,15239,14101,34357,24209,10148,18756,18756
2,13119,板橋区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,3,65,37,1,-,60,36,4,1,-,-,-,-,30490,80224,160275,113667,1650,72879,74182
2,13119,板橋区,2,183,工業用プラスチック製品製造業,14,129,64,1,1,82,54,46,9,-,-,-,-,37419,54979,120415,107354,13061,60588,60588
2,13119,板橋区,2,184,発泡・強化プラスチック製品製造業,2,48,35,-,-,38,31,10,4,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,1,5,5,-,-,2,2,3,3,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,189,その他のプラスチック製品製造業,8,105,56,-,-,79,55,26,1,-,-,-,-,55348,123061,217405,182956,34056,84814,87515
2,13119,板橋区,1,190,ゴム製品製造業,4,38,20,-,-,31,20,7,-,-,-,-,-,12785,25070,51177,46245,4932,24173,24173
2,13119,板橋区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,4,38,20,-,-,31,20,7,-,-,-,-,-,12785,25070,51177,46245,4932,24173,24173
2,13119,板橋区,1,200,なめし革・同製品・毛皮製造業,3,46,21,-,-,34,20,12,1,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,204,革製履物製造業,1,13,3,-,-,9,3,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,206,かばん製造業,1,7,5,-,-,5,5,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,207,袋物製造業,1,26,13,-,-,20,12,6,1,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,1,210,窯業・土石製品製造業,8,371,296,-,-,331,269,39,26,1,1,-,-,206564,736916,1299442,1275467,-,499016,524932
2,13119,板橋区,2,211,ガラス・同製品製造業,1,245,202,-,-,227,187,17,14,1,1,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,212,セメント・同製品製造業,4,87,66,-,-,79,63,8,3,-,-,-,-,40987,377424,479537,457137,-,87875,94679
2,13119,板橋区,2,215,耐火物製造業,1,9,9,-,-,8,8,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,218,骨材・石工品等製造業,1,16,10,-,-,8,4,8,6,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,219,その他の窯業・土石製品製造業,1,14,9,-,-,9,7,5,2,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,1,220,鉄鋼業,7,847,801,-,-,777,737,46,43,24,21,-,-,475500,3422398,4841040,4566217,259788,1117529,1414046
2,13119,板橋区,2,223,製鋼を行わない鋼材製造業（表面処理鋼材を除く）,4,664,632,-,-,613,586,42,39,9,7,-,-,371281,3324002,4584192,4503440,80752,971100,1267269
2,13119,板橋区,2,229,その他の鉄鋼業,3,183,169,-,-,164,151,4,4,15,14,-,-,104219,98396,256848,62777,179036,146429,146777
2,13119,板橋区,1,230,非鉄金属製造業,10,124,103,-,-,102,89,18,11,4,3,11,9,38758,137821,258870,227577,30553,109725,113486
2,13119,板橋区,2,234,電線・ケーブル製造業,2,41,36,-,-,36,33,1,-,4,3,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,235,非鉄金属素形材製造業,6,62,50,-,-,47,40,15,10,-,-,11,9,17808,38156,77724,56616,21108,36637,36637
2,13119,板橋区,2,239,その他の非鉄金属製造業,2,21,17,-,-,19,16,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,1,240,金属製品製造業,47,582,416,1,1,500,386,74,22,7,7,3,2,241298,320921,761278,496517,257147,397032,408075
2,13119,板橋区,2,242,洋食器・刃物・手道具・金物類製造業,6,60,46,-,-,58,46,2,-,-,-,1,-,33891,13342,73923,50150,19477,56092,56092
2,13119,板橋区,2,243,暖房・調理等装置、配管工事用附属品製造業,1,5,3,-,-,5,3,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),8,66,51,-,-,60,50,6,1,-,-,-,-,24399,72651,109614,100308,7196,34224,34224
2,13119,板橋区,2,245,金属素形材製品製造業,10,128,78,1,1,104,73,23,4,-,-,-,-,42696,153459,247969,242998,4971,78666,87724
2,13119,板橋区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,15,252,190,-,-,210,168,35,15,7,7,-,-,99924,37356,216801,-,216801,164291,166276
2,13119,板橋区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,4,39,28,-,-,37,28,2,-,-,-,-,-,23187,13168,63188,55550,7638,46315,46315
2,13119,板橋区,2,249,その他の金属製品製造業,3,32,20,-,-,26,18,6,2,-,-,2,2,x,x,x,x,x,x,x
2,13119,板橋区,1,250,はん用機械器具製造業,11,206,153,-,-,164,128,42,25,-,-,1,1,105673,246563,529743,301897,6808,273803,267441
2,13119,板橋区,2,252,ポンプ・圧縮機器製造業,4,41,30,-,-,35,26,6,4,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,253,一般産業用機械・装置製造業,1,56,47,-,-,48,40,8,7,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,259,その他のはん用機械・同部分品製造業,6,109,76,-,-,81,62,28,14,-,-,1,1,56818,69362,171146,45329,1902,97087,94499
2,13119,板橋区,1,260,生産用機械器具製造業,40,546,446,1,1,487,414,57,30,3,3,1,1,232923,519250,1070518,946181,42398,517215,512212
2,13119,板橋区,2,264,生活関連産業用機械製造業,4,104,86,-,-,97,80,7,6,-,-,-,-,46824,175334,274593,222534,263,94336,93408
2,13119,板橋区,2,265,基礎素材産業用機械製造業,9,140,119,-,-,136,117,3,1,3,3,-,-,66992,177597,305669,280866,7300,117670,118624
2,13119,板橋区,2,266,金属加工機械製造業,9,80,60,1,1,54,46,25,13,-,-,-,-,26124,37375,84017,73817,10188,43303,43303
2,13119,板橋区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,3,43,33,-,-,38,32,5,1,-,-,-,-,16099,29085,53394,26872,15544,22509,22509
2,13119,板橋区,2,269,その他の生産用機械・同部分品製造業,15,179,148,-,-,162,139,17,9,-,-,1,1,76884,99859,352845,342092,9103,239397,234368
2,13119,板橋区,1,270,業務用機械器具製造業,53,1772,1341,2,2,1503,1254,214,56,174,137,58,33,1103126,4685563,6856701,6737577,34239,2341380,2018667
2,13119,板橋区,2,271,事務用機械器具製造業,1,8,3,-,-,3,2,5,1,-,-,-,-,x,x,x,-,x,x,x
2,13119,板橋区,2,272,サービス用・娯楽用機械器具製造業,3,213,150,-,-,107,99,66,20,40,31,56,32,x,x,x,x,x,x,x
2,13119,板橋区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,22,1187,966,2,2,1097,943,76,23,133,106,2,1,886230,3059848,5352935,5298960,9859,1709947,2130849
2,13119,板橋区,2,274,医療用機械器具・医療用品製造業,17,254,160,-,-,221,155,33,5,-,-,-,-,104922,238277,603604,597500,38,329333,340505
2,13119,板橋区,2,275,光学機械器具・レンズ製造業,10,110,62,-,-,75,55,34,7,1,-,-,-,36638,83748,165732,109248,22421,76401,76401
2,13119,板橋区,1,280,電子部品・デバイス・電子回路製造業,7,75,57,1,1,64,52,10,4,-,-,-,-,32631,108630,151372,131276,x,35219,39322
2,13119,板橋区,2,284,電子回路製造業,2,12,8,-,-,10,7,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,289,その他の電子部品・デバイス・電子回路製造業,5,63,49,1,1,54,45,8,3,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,1,290,電気機械器具製造業,18,310,190,2,1,234,174,75,15,-,-,2,2,111603,586665,913879,541009,364929,289834,304313
2,13119,板橋区,2,291,発電用・送電用・配電用電気機械器具製造業,2,42,32,-,-,35,32,7,-,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,292,産業用電気機械器具製造業,4,46,19,1,-,33,13,12,6,-,-,-,-,10354,21688,40025,38327,x,16978,16978
2,13119,板橋区,2,294,電球・電気照明器具製造業,4,36,20,1,1,21,16,15,3,-,-,2,2,9674,11379,27528,18566,8962,14953,14953
2,13119,板橋区,2,296,電子応用装置製造業,3,120,82,-,-,101,80,19,2,-,-,-,-,52998,482850,715328,370853,343303,209489,215971
2,13119,板橋区,2,297,電気計測器製造業,3,40,32,-,-,33,28,7,4,-,-,-,-,16234,24953,50141,44193,-,24184,24184
2,13119,板橋区,2,299,その他の電気機械器具製造業,2,26,5,-,-,11,5,15,-,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,1,300,情報通信機械器具製造業,5,39,24,-,-,30,23,9,1,-,-,-,-,10912,7946,24662,23215,1447,15477,15477
2,13119,板橋区,2,302,映像・音響機械器具製造業,5,39,24,-,-,30,23,9,1,-,-,-,-,10912,7946,24662,23215,1447,15477,15477
2,13119,板橋区,1,310,輸送用機械器具製造業,13,335,298,-,-,271,256,51,29,13,13,1,1,117643,419167,863647,445535,402558,400837,417860
2,13119,板橋区,2,311,自動車・同附属品製造業,10,299,279,-,-,257,244,29,22,13,13,1,1,107812,397015,822417,412757,400646,383173,400196
2,13119,板橋区,2,312,鉄道車両・同部分品製造業,2,14,10,-,-,11,9,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,315,産業用運搬車両・同部分品・附属品製造業,1,22,9,-,-,3,3,19,6,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,1,320,その他の製造業,33,649,463,-,-,546,437,105,29,4,1,2,2,309869,733795,1253236,1096926,55619,482742,489551
2,13119,板橋区,2,321,貴金属・宝石製品製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13119,板橋区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,4,35,14,-,-,20,14,15,-,-,-,-,-,14429,19564,53930,53504,-,31821,31821
2,13119,板橋区,2,324,楽器製造業,2,120,90,-,-,87,81,30,8,3,1,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,325,がん具・運動用具製造業,1,12,10,-,-,10,8,2,2,-,-,-,-,x,x,x,-,x,x,x
2,13119,板橋区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,2,11,6,-,-,10,6,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13119,板橋区,2,328,畳等生活雑貨製品製造業,3,72,44,-,-,54,39,18,5,-,-,-,-,33908,257214,300032,300032,-,37645,39731
2,13119,板橋区,2,329,他に分類されない製造業,20,394,296,-,-,361,286,38,14,1,-,2,2,189723,364241,685894,566492,20671,294813,298435
2,13120,練馬区,0,000,総数,178,3183,1984,17,11,2265,1723,880,244,46,26,38,32,1237860,3864811,6731922,5866592,389246,2615173,2686688
2,13120,練馬区,1,090,食料品製造業,32,943,481,4,3,445,332,487,141,8,6,-,-,251705,935956,1701292,1660269,4258,695024,709247
2,13120,練馬区,2,091,畜産食料品製造業,2,87,62,-,-,50,42,37,20,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,092,水産食料品製造業,4,66,31,1,1,35,24,30,6,-,-,-,-,17988,52499,90686,90549,x,33330,35603
2,13120,練馬区,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,6,229,82,-,-,87,60,143,23,-,-,-,-,56473,148934,282158,277545,1932,120355,123685
2,13120,練馬区,2,094,調味料製造業,1,6,3,1,1,5,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,096,精穀・製粉業,4,76,61,-,-,71,60,5,1,-,-,-,-,27301,151095,233666,206824,812,74575,76319
2,13120,練馬区,2,097,パン・菓子製造業,7,287,154,2,1,109,80,176,73,-,-,-,-,73187,175335,500704,500704,-,300279,301307
2,13120,練馬区,2,099,その他の食料品製造業,8,192,88,-,-,88,64,96,18,8,6,-,-,48755,97523,224593,215294,1356,113611,117683
2,13120,練馬区,1,110,繊維工業,14,111,35,8,5,51,28,46,2,6,-,11,8,23321,22438,91644,30363,58765,64087,64087
2,13120,練馬区,2,112,織物業,1,11,1,2,1,-,-,9,-,-,-,3,1,x,x,x,x,x,x,x
2,13120,練馬区,2,114,染色整理業,1,5,3,1,1,4,2,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,116,外衣・シャツ製造業（和式を除く）,11,89,30,5,3,44,25,34,2,6,-,8,7,19768,19740,82133,25306,54346,57778,57778
2,13120,練馬区,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,1,6,1,-,-,3,1,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,130,家具・装備品製造業,9,159,104,-,-,123,93,36,11,-,-,-,-,69332,219046,415528,322200,10880,177965,182053
2,13120,練馬区,2,131,家具製造業,3,53,36,-,-,42,31,11,5,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,132,宗教用具製造業,1,10,9,-,-,10,9,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,139,その他の家具・装備品製造業,5,96,59,-,-,71,53,25,6,-,-,-,-,39780,86266,217138,203976,10880,120344,121135
2,13120,練馬区,1,140,パルプ・紙・紙加工品製造業,12,196,119,-,-,174,113,22,6,-,-,1,1,83674,224662,384543,324784,4674,139660,149018
2,13120,練馬区,2,143,加工紙製造業,1,25,12,-,-,17,11,8,1,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,144,紙製品製造業,6,130,80,-,-,127,79,3,1,-,-,-,-,61238,125710,244854,240180,4674,101940,111298
2,13120,練馬区,2,145,紙製容器製造業,4,31,20,-,-,24,19,7,1,-,-,1,1,x,x,x,x,-,x,x
2,13120,練馬区,2,149,その他のパルプ・紙・紙加工品製造業,1,10,7,-,-,6,4,4,3,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,150,印刷・同関連業,20,324,234,4,2,274,219,41,10,7,5,16,15,144796,271472,480366,363435,59191,188532,194010
2,13120,練馬区,2,151,印刷業,13,235,175,4,2,207,165,22,8,4,2,-,-,118788,244601,408804,337546,13928,146888,152311
2,13120,練馬区,2,152,製版業,3,24,19,-,-,23,18,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,153,製本業、印刷物加工業,3,56,31,-,-,38,30,18,1,-,-,16,15,11199,13000,37215,-,37215,22684,22739
2,13120,練馬区,2,159,印刷関連サービス業,1,9,9,-,-,6,6,-,-,3,3,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,160,化学工業,2,72,51,-,-,62,48,7,3,4,1,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,169,その他の化学工業,1,68,49,-,-,58,46,7,3,4,1,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,180,プラスチック製品製造業（別掲を除く）,15,171,102,-,-,132,99,39,3,-,-,2,-,58688,131671,223366,130738,45748,84941,84941
2,13120,練馬区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,4,42,32,-,-,38,31,4,1,-,-,-,-,15506,24394,35008,31658,1450,9865,9865
2,13120,練馬区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,1,4,3,-,-,4,3,-,-,-,-,1,-,x,x,x,x,-,x,x
2,13120,練馬区,2,183,工業用プラスチック製品製造業,3,48,32,-,-,44,32,4,-,-,-,-,-,15232,34150,76448,47051,-,39166,39166
2,13120,練馬区,2,184,発泡・強化プラスチック製品製造業,1,13,9,-,-,12,9,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,3,27,13,-,-,17,12,10,1,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,189,その他のプラスチック製品製造業,3,37,13,-,-,17,12,20,1,-,-,1,-,10889,32648,49796,12183,37613,15878,15878
2,13120,練馬区,1,200,なめし革・同製品・毛皮製造業,2,17,9,-,-,13,9,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,206,かばん製造業,1,4,4,-,-,4,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,207,袋物製造業,1,13,5,-,-,9,5,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,210,窯業・土石製品製造業,5,67,52,-,-,65,50,1,1,1,1,8,8,34446,384564,477455,456238,3264,86010,86010
2,13120,練馬区,2,212,セメント・同製品製造業,3,52,40,-,-,51,39,-,-,1,1,7,7,x,x,x,x,x,x,x
2,13120,練馬区,2,217,研磨材・同製品製造業,1,9,7,-,-,9,7,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,218,骨材・石工品等製造業,1,6,5,-,-,5,4,1,1,-,-,1,1,x,x,x,x,x,x,x
2,13120,練馬区,1,230,非鉄金属製造業,3,189,141,-,-,173,133,15,7,1,1,-,-,70310,355786,608627,503410,x,240471,237843
2,13120,練馬区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,1,168,127,-,-,154,120,14,7,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,235,非鉄金属素形材製造業,2,21,14,-,-,19,13,1,-,1,1,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,240,金属製品製造業,11,141,91,-,-,108,79,33,12,-,-,-,-,46085,122362,198777,115290,82776,70754,70754
2,13120,練馬区,2,242,洋食器・刃物・手道具・金物類製造業,1,5,4,-,-,5,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,243,暖房・調理等装置、配管工事用附属品製造業,1,19,13,-,-,19,13,-,-,-,-,-,-,x,x,x,-,x,x,x
2,13120,練馬区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),2,9,7,-,-,9,7,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,245,金属素形材製品製造業,2,35,25,-,-,31,25,4,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,2,16,11,-,-,14,9,2,2,-,-,-,-,x,x,x,-,x,x,x
2,13120,練馬区,2,247,金属線製品製造業（ねじ類を除く),1,16,12,-,-,11,9,5,3,-,-,-,-,x,x,x,-,x,x,x
2,13120,練馬区,2,249,その他の金属製品製造業,2,41,19,-,-,19,12,22,7,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,250,はん用機械器具製造業,4,61,36,-,-,43,36,18,-,-,-,-,-,27778,54617,134404,109350,1080,74661,74661
2,13120,練馬区,2,253,一般産業用機械・装置製造業,2,39,29,-,-,33,29,6,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,259,その他のはん用機械・同部分品製造業,2,22,7,-,-,10,7,12,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,260,生産用機械器具製造業,9,92,73,-,-,82,69,10,4,-,-,-,-,40287,52203,120462,66983,45261,63224,63224
2,13120,練馬区,2,264,生活関連産業用機械製造業,2,9,8,-,-,6,5,3,3,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,265,基礎素材産業用機械製造業,1,7,5,-,-,6,5,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,266,金属加工機械製造業,1,29,24,-,-,29,24,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,6,5,-,-,5,5,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,269,その他の生産用機械・同部分品製造業,4,41,31,-,-,36,30,5,1,-,-,-,-,17699,35709,62502,19074,37596,24830,24830
2,13120,練馬区,1,270,業務用機械器具製造業,12,133,92,-,-,113,85,18,5,2,2,-,-,58117,74366,172683,113499,40181,93532,94542
2,13120,練馬区,2,271,事務用機械器具製造業,1,7,5,-,-,7,5,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,272,サービス用・娯楽用機械器具製造業,1,8,6,-,-,8,6,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,5,81,60,-,-,70,56,9,2,2,2,-,-,37959,55791,120785,69106,33637,62620,63630
2,13120,練馬区,2,274,医療用機械器具・医療用品製造業,4,30,16,-,-,21,13,9,3,-,-,-,-,10289,11598,32555,27879,x,19405,19405
2,13120,練馬区,2,275,光学機械器具・レンズ製造業,1,7,5,-,-,7,5,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,280,電子部品・デバイス・電子回路製造業,1,16,7,-,-,9,7,7,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,289,その他の電子部品・デバイス・電子回路製造業,1,16,7,-,-,9,7,7,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,290,電気機械器具製造業,10,168,119,-,-,136,108,32,11,-,-,-,-,94240,116508,261743,238846,-,129774,136204
2,13120,練馬区,2,291,発電用・送電用・配電用電気機械器具製造業,3,55,38,-,-,41,32,14,6,-,-,-,-,23075,44433,94210,84210,-,45537,46149
2,13120,練馬区,2,292,産業用電気機械器具製造業,2,34,24,-,-,32,24,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,293,民生用電気機械器具製造業,1,14,13,-,-,14,13,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,296,電子応用装置製造業,2,23,16,-,-,19,15,4,1,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,297,電気計測器製造業,2,42,28,-,-,30,24,12,4,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,300,情報通信機械器具製造業,3,183,148,1,1,173,148,13,5,17,10,-,-,121568,244727,403997,400497,x,110772,148563
2,13120,練馬区,2,301,通信機械器具・同関連機械器具製造業,1,10,10,-,-,6,6,4,4,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,302,映像・音響機械器具製造業,2,173,138,1,1,167,142,9,1,17,10,-,-,x,x,x,x,-,x,x
2,13120,練馬区,1,310,輸送用機械器具製造業,4,36,22,-,-,25,17,11,5,-,-,-,-,13828,15445,42629,39160,2065,25170,25170
2,13120,練馬区,2,311,自動車・同附属品製造業,2,17,8,-,-,11,7,6,1,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,312,鉄道車両・同部分品製造業,1,12,8,-,-,7,4,5,4,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,319,その他の輸送用機械器具製造業,1,7,6,-,-,7,6,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,320,その他の製造業,10,104,68,-,-,64,50,40,18,-,-,-,-,24862,46091,159641,136765,19077,105140,105140
2,13120,練馬区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,18,8,-,-,5,5,13,3,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,328,畳等生活雑貨製品製造業,1,29,17,-,-,6,4,23,13,-,-,-,-,x,x,x,-,x,x,x
2,13120,練馬区,2,329,他に分類されない製造業,8,57,43,-,-,53,41,4,2,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,0,000,総数,795,12640,7792,73,54,8365,6485,3792,1080,431,191,159,71,4529655,14546148,26038152,19446360,2120730,10104604,10713250
2,13121,足立区,1,090,食料品製造業,55,2308,891,5,3,659,441,1408,375,236,72,27,10,466751,2227529,4259400,2551145,50594,1833152,1883257
2,13121,足立区,2,091,畜産食料品製造業,4,171,99,-,-,126,84,45,15,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,092,水産食料品製造業,6,76,30,-,-,37,28,39,2,-,-,-,-,19381,42955,80638,80632,6,34892,34892
2,13121,足立区,2,096,精穀・製粉業,1,8,6,-,-,5,3,3,3,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,097,パン・菓子製造業,31,556,202,5,3,236,161,312,36,3,2,18,7,165882,343493,665206,547037,23313,286725,298495
2,13121,足立区,2,099,その他の食料品製造業,13,1497,554,-,-,255,165,1009,319,233,70,9,3,220421,1296978,2825759,1420045,9275,1380894,1416737
2,13121,足立区,1,110,繊維工業,41,414,154,10,9,221,128,183,17,-,-,14,2,107394,87318,243636,117007,117910,144634,144954
2,13121,足立区,2,114,染色整理業,2,29,18,-,-,25,17,4,1,-,-,-,-,x,x,x,-,x,x,x
2,13121,足立区,2,115,綱・網・レース・繊維粗製品製造業,2,20,9,-,-,11,8,9,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,116,外衣・シャツ製造業（和式を除く）,15,145,53,5,4,83,40,57,9,-,-,9,2,40801,37478,109315,55049,50507,66515,66515
2,13121,足立区,2,117,下着類製造業,1,7,2,-,-,3,2,4,-,-,-,-,-,x,x,x,x,x,x,x
