地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13202,立川市,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,31,輸送用機械器具製造業,3,199042,179,-,7264,9416,1805,1200,-,12504,10715,31989,28188,2537,1264,-,-,2213,-,-,-,42704
2,13203,武蔵野市,0,00,総数,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13203,武蔵野市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13203,武蔵野市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,0,00,総数,13,2026739,44754,48240,354666,344618,224904,161988,393589,500753,x,75045,19278,38642,17125,-,6700,70799,4973,8775,-3802,x
2,13204,三鷹市,1,09,食料品製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13204,三鷹市,1,15,印刷・同関連業,3,284479,1742,1773,4584,5314,3313,2197,14259,35283,-,6044,4852,595,597,-,1630,4325,-,-,-,6044
2,13204,三鷹市,1,16,化学工業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,1,24,金属製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,x,x,x
2,13204,三鷹市,1,27,業務用機械器具製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13204,三鷹市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,x,x,x,x
2,13204,三鷹市,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,x,x,x,x,x,-,-,x,x,x,x,x
2,13205,青梅市,0,00,総数,46,13467738,477404,421033,736276,777135,725379,734215,1006452,2472943,85810,1064756,298123,702719,63914,210,46286,536503,782508,756872,25636,1176202
2,13205,青梅市,1,09,食料品製造業,5,994764,27857,30292,1093,894,79454,77173,41733,135423,-,10697,3271,6638,788,-,557,16498,-,-,-,10697
2,13205,青梅市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,-,x,-,-,-,x
2,13205,青梅市,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13205,青梅市,1,15,印刷・同関連業,2,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13205,青梅市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,x,x,x,x
2,13205,青梅市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13205,青梅市,1,22,鉄鋼業,1,x,-,-,-,-,-,-,-,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13205,青梅市,1,24,金属製品製造業,2,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13205,青梅市,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13205,青梅市,1,26,生産用機械器具製造業,9,1174725,84934,107407,82445,94417,141444,149157,153601,220330,-,167254,131252,32410,3592,-,4558,23605,-,-,-,167254
2,13205,青梅市,1,27,業務用機械器具製造業,3,1233601,66297,60100,65812,82812,18949,17286,124150,98255,-,55310,2056,28520,24734,-,6913,30179,12491,12915,-424,54886
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,4,4222611,182371,122396,306518,370695,231233,261740,134648,1237173,79180,713328,92036,600024,21268,-,5974,362167,738872,710376,28496,821004
2,13205,青梅市,1,29,電気機械器具製造業,6,1397978,58154,41790,170491,102017,43608,39951,124604,219655,-,41263,17161,18947,5155,x,10245,39939,14701,17510,-2809,38454
2,13205,青梅市,1,30,情報通信機械器具製造業,2,x,x,-,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13205,青梅市,1,31,輸送用機械器具製造業,4,2618590,14129,13459,11687,9778,49722,39257,56183,168293,-,17315,2258,9275,5782,x,5591,25407,11669,11302,367,17682
2,13205,青梅市,1,32,その他の製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13206,府中市,0,00,総数,38,76095468,1715048,1390923,10128105,11633290,1859249,1965490,808150,8147237,35678,1021324,267596,239175,514553,78276,87132,1535374,1624391,1025453,598938,1655940
2,13206,府中市,1,09,食料品製造業,5,2460266,6612,7847,2974,2462,28444,29298,103470,772608,35586,64497,13745,46682,4070,-,253,55062,185549,41869,143680,243763
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13206,府中市,1,15,印刷・同関連業,5,1242075,3372,3106,24967,24880,21561,23396,25318,71794,-,2896,173,2597,126,-,60,8066,-,-,-,2896
2,13206,府中市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,-,x,x,x,x,x,-,-,x,-,-,-,x
2,13206,府中市,1,23,非鉄金属製造業,3,1498111,207841,152474,190190,162885,11075,10459,141389,54169,-,826,297,42,487,-,2306,8284,-,-,-,826
2,13206,府中市,1,25,はん用機械器具製造業,4,634969,22838,25763,43450,50977,40266,42540,25774,127725,-,3509,1023,1232,1254,12933,65,16932,12152,164,11988,15497
2,13206,府中市,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x
2,13206,府中市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,-,x,-,x,x,-,-,-,x
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,3,1410852,268,547,195850,132019,102929,100785,18995,74330,-,17035,1192,12518,3325,752,322,13625,12803,13639,-836,16199
2,13206,府中市,1,29,電気機械器具製造業,8,23609855,1270919,983580,6398770,5413927,1463136,1573512,110749,2653460,70,381522,160279,73871,147372,-,8799,575474,350527,393730,-43203,338389
2,13206,府中市,1,30,情報通信機械器具製造業,4,39590718,137737,148114,3185662,5739909,108809,98178,106811,3256561,-,455861,72841,31111,351909,40085,72998,719617,995590,516001,479589,935450
2,13206,府中市,1,32,その他の製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13207,昭島市,0,00,総数,33,38251197,1144197,948590,3858308,3989524,656160,707257,2503161,8375204,1561552,3696297,667820,1736152,1292325,11702,229789,1944000,2046810,2132712,-85902,5171947
2,13207,昭島市,1,09,食料品製造業,10,5811490,8370,9535,4216,5727,29832,33844,76372,305715,-,243283,112262,109347,21674,-,1191,51914,21,-,21,243304
2,13207,昭島市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13207,昭島市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13207,昭島市,1,24,金属製品製造業,3,206060,10547,10070,8253,7706,7164,7378,23414,43034,2396,22386,10308,11880,198,x,8,6000,-,-,-,24782
2,13207,昭島市,1,26,生産用機械器具製造業,6,2722396,22528,29206,79525,82084,18729,46047,318962,255591,228636,692061,291673,151549,248839,6465,10013,42220,2073,-,2073,922770
2,13207,昭島市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,-,x,x,x,x,x,-,-,x,x,x,x,x,x
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13207,昭島市,1,29,電気機械器具製造業,6,12254735,672303,535914,3161756,3137759,325053,275078,560542,1265711,-,485975,37647,77736,370592,-,152054,280180,87197,56197,31000,516975
2,13207,昭島市,1,31,輸送用機械器具製造業,2,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13207,昭島市,1,32,その他の製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13208,調布市,0,00,総数,10,2972833,130900,136964,174356,175775,225152,250099,414456,964423,-,119446,12660,87999,18787,-,2900,69952,13040,19875,-6835,112611
2,13208,調布市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13208,調布市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,x,x,x
2,13208,調布市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13208,調布市,1,27,業務用機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,x,x,x
2,13208,調布市,1,29,電気機械器具製造業,4,1841885,109421,115634,135091,128621,172371,183192,183335,599837,-,25135,87,15396,9652,-,1027,32538,13040,16492,-3452,21683
2,13209,町田市,0,00,総数,33,6664206,87462,91650,388679,465747,499464,514802,781453,1677301,58551,314530,141865,87215,85450,x,269579,190656,16759,22306,-5547,367534
2,13209,町田市,1,09,食料品製造業,6,1565963,1747,4674,1730,1375,6068,7497,90400,386397,-,31255,8030,21718,1507,-,2900,22338,11666,11666,-,31255
2,13209,町田市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,1,x,-,-,x,x,x,x,-,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13209,町田市,1,24,金属製品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13209,町田市,1,25,はん用機械器具製造業,3,402381,6841,5388,8217,17603,5718,10588,81300,190655,29970,72911,34897,35453,2561,-,1,4740,-,-,-,102881
2,13209,町田市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13209,町田市,1,27,業務用機械器具製造業,5,1305613,10363,2803,247719,310662,164780,157818,74787,361291,-,68365,953,14410,53002,-,256138,40086,5059,10640,-5581,62784
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,3,139552,2841,1684,2280,1049,27151,25262,16487,16305,-,3718,206,3418,94,-,22,5399,-,-,-,3718
2,13209,町田市,1,29,電気機械器具製造業,3,368483,14156,18192,5737,3321,14386,16119,93356,50099,-,3672,-,38,3634,-,-,4375,-,-,-,3672
2,13209,町田市,1,30,情報通信機械器具製造業,5,1365719,3566,3064,67582,70022,104001,129119,95376,110026,28547,80730,58005,5925,16800,-,206,44253,-,-,-,109277
2,13209,町田市,1,32,その他の製造業,3,732945,10829,11686,23452,22787,72709,73299,211060,116852,34,40156,35983,229,3944,x,534,21410,34,-,34,40224
2,13210,小金井市,0,00,総数,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,x,x,x,x
2,13210,小金井市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,x,x,x,x
2,13211,小平市,0,00,総数,14,9622867,435611,445822,387556,382469,472911,440011,513986,2173256,-,306793,119304,112149,75340,-,70830,272471,308383,282356,26027,332820
2,13211,小平市,1,09,食料品製造業,4,1249777,5818,1620,1428,400,13661,14887,292533,662014,-,30103,7396,19483,3224,-,3666,41590,6083,5014,1069,31172
2,13211,小平市,1,14,パルプ・紙・紙加工品製造業,1,x,-,-,-,-,-,-,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13211,小平市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13211,小平市,1,19,ゴム製品製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13211,小平市,1,25,はん用機械器具製造業,1,x,x,x,-,-,x,x,-,x,-,x,x,-,x,-,-,x,x,-,x,x
2,13211,小平市,1,26,生産用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13211,小平市,1,29,電気機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13211,小平市,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13212,日野市,0,00,総数,16,68704113,1247317,940896,1755646,1501859,1023016,975624,603769,7204150,-,2358599,1334807,554475,469317,-,397641,1293723,1633959,2062323,-428364,1930235
2,13212,日野市,1,09,食料品製造業,1,x,x,x,-,-,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13212,日野市,1,15,印刷・同関連業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13212,日野市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13212,日野市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,3,1707503,115513,234543,198513,93184,117840,139618,90120,1235587,-,716089,400756,252223,63110,-,7474,387296,642027,642027,-,716089
2,13212,日野市,1,29,電気機械器具製造業,5,7701377,1092304,664225,562246,551292,725197,649618,415661,2578194,-,872616,717128,50903,104585,-,367140,140956,250939,853988,-603049,269567
2,13212,日野市,1,30,情報通信機械器具製造業,1,x,-,-,-,-,-,-,-,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13212,日野市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13213,東村山市,0,00,総数,26,6854206,204483,210711,163799,226862,197592,323812,705171,1207763,23422,256179,65705,161825,28649,43539,29014,175811,4270,1296,2974,282575
2,13213,東村山市,1,09,食料品製造業,7,2603277,74579,63331,1763,1784,31314,39904,315802,446169,-,68330,11123,56047,1160,x,21990,83944,-,-,-,68330
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-
2,13213,東村山市,1,15,印刷・同関連業,3,250427,8992,9550,4621,3858,4502,4021,14417,28135,-,3741,283,2712,746,-,-,3688,-,-,-,3741
2,13213,東村山市,1,16,化学工業,5,683189,95280,53629,138837,113334,111451,109545,164381,282510,-,24421,3207,11948,9266,-,6024,35194,-,-,-,24421
2,13213,東村山市,1,21,窯業・土石製品製造業,1,x,-,-,-,-,x,-,x,x,x,x,x,x,x,-,-,x,x,x,x,x
2,13213,東村山市,1,24,金属製品製造業,2,x,x,x,x,-,x,x,x,x,x,x,x,x,-,-,x,x,-,-,-,x
2,13213,東村山市,1,25,はん用機械器具製造業,2,x,x,x,-,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,4,709123,6349,7492,16062,17406,14565,14164,94800,110038,20,7410,903,3061,3446,-,588,8849,-,-,-,7430
2,13213,東村山市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,x,x,x,-,-,-,-
2,13214,国分寺市,0,00,総数,5,1197498,117329,106949,166479,155802,141303,135795,172561,317753,-,28256,720,6275,21261,-,1237,39853,18226,14297,3929,32185
2,13214,国分寺市,1,15,印刷・同関連業,1,x,-,-,-,-,-,-,-,x,-,-,-,-,-,-,x,x,x,x,x,x
2,13214,国分寺市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13214,国分寺市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13214,国分寺市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13214,国分寺市,1,29,電気機械器具製造業,1,x,x,x,x,x,-,-,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13215,国立市,0,00,総数,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13215,国立市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13218,福生市,0,00,総数,9,1912559,15054,13526,19061,21212,52064,51322,117108,125337,-,17222,3373,12287,1562,-,6672,12452,-,-,-,17222
2,13218,福生市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13218,福生市,1,15,印刷・同関連業,1,x,-,-,x,x,x,x,-,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13218,福生市,1,21,窯業・土石製品製造業,1,x,x,x,-,-,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13218,福生市,1,24,金属製品製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13218,福生市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13218,福生市,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13218,福生市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13219,狛江市,0,00,総数,4,573444,11686,48371,28296,46159,14154,15707,62137,74731,-,3084,1377,1025,682,-,x,5286,x,x,-,3084
2,13219,狛江市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,-,x
2,13219,狛江市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,x,x,-,x
2,13219,狛江市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,x,x,-,-,-,x
2,13220,東大和市,0,00,総数,5,8978787,81391,110632,151820,173077,81874,78235,1631297,2114732,-,816401,250531,549768,16102,-,21954,506930,467514,574154,-106640,709761
2,13220,東大和市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13220,東大和市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,x,x,-,-,-,x
2,13220,東大和市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13220,東大和市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13221,清瀬市,0,00,総数,7,1622948,84974,53915,156293,153119,61877,55756,138105,567299,-,56526,18531,35613,2382,-,31,92389,1763,3233,-1470,55056
2,13221,清瀬市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,x,-,x,x
2,13221,清瀬市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13221,清瀬市,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,x,x,x,x
2,13221,清瀬市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13221,清瀬市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13222,東久留米市,0,00,総数,9,10990334,390311,372881,200862,187024,138722,141323,365277,1447551,1233200,514331,184682,248188,81461,1544,143661,254260,70847,31878,38969,1786500
2,13222,東久留米市,1,09,食料品製造業,4,3972800,6419,7666,3225,3195,18108,17394,254324,605273,-,108660,23911,62275,22474,x,2990,115423,3368,6817,-3449,105211
2,13222,東久留米市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,-,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13222,東久留米市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,-,x
2,13222,東久留米市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,x,x,x,x
2,13222,東久留米市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,35,7889508,138776,83628,418679,394010,293381,247232,1139257,1055352,x,187438,32550,124549,30339,65177,26897,172499,11745,12230,-485,x
2,13223,武蔵村山市,1,09,食料品製造業,9,3292164,28203,31226,11644,8721,56370,52230,215560,417816,-,43434,5326,35896,2212,-,2391,62994,-,-,-,43434
2,13223,武蔵村山市,1,11,繊維工業,1,x,-,-,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13223,武蔵村山市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,1,x,x,-,-,-,-,-,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13223,武蔵村山市,1,18,プラスチック製品製造業（別掲を除く）,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13223,武蔵村山市,1,24,金属製品製造業,5,382323,1840,-,2852,4041,3607,3366,114788,76258,x,32389,3702,26479,2208,23455,281,20708,x,2425,x,39191
2,13223,武蔵村山市,1,25,はん用機械器具製造業,1,x,x,-,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,7,1784383,89975,33525,320671,295882,88462,84093,402649,190644,-,45948,5079,32724,8145,41722,2038,48940,4739,2799,1940,47888
2,13223,武蔵村山市,1,27,業務用機械器具製造業,1,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13223,武蔵村山市,1,29,電気機械器具製造業,5,410083,4849,3089,3911,5156,4328,3323,43189,30689,-,3022,646,1979,397,-,137,4506,-,-,-,3022
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13224,多摩市,0,00,総数,9,2008516,66100,72154,302945,291532,109619,120255,232981,300562,-,77863,18504,44243,15116,-,6993,46633,-,-,-,77863
2,13224,多摩市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,15,印刷・同関連業,2,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13224,多摩市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13224,多摩市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13225,稲城市,0,00,総数,8,2052140,69424,72405,70893,110218,64556,96869,328063,1277266,33865,147762,63227,77919,6616,17,7798,158851,26097,25761,336,181963
2,13225,稲城市,1,09,食料品製造業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,x,-,x,x,x,x,x
2,13225,稲城市,1,10,飲料・たばこ・飼料製造業,1,x,-,-,-,-,-,-,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13225,稲城市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13225,稲城市,1,26,生産用機械器具製造業,1,x,-,-,-,-,-,-,x,-,x,x,x,x,x,-,-,x,x,-,x,x
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13225,稲城市,1,30,情報通信機械器具製造業,1,x,-,-,x,x,-,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13227,羽村市,0,00,総数,27,65233753,201331,199005,1065580,1059910,422076,437938,861554,4493781,12638,1118102,283502,496573,338027,-,12811,984594,592215,570720,21495,1152235
2,13227,羽村市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,-,x,x
2,13227,羽村市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,x,x,x,-,-,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,3,1103266,-,1568,261303,330450,-,-,194404,388150,x,277037,32187,128093,116757,-,20,127503,-,-,-,x
