産業分類階層,産業コード,産業細分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,常用労働者／総数（人）,常用労働者／うち男（人）,個人業主及び無給家族従業者（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）,有形固定資産額（30人以上）／年初現在高（万円）,有形固定資産額（30人以上）／取得額（万円）,有形固定資産額（30人以上）／除却額（万円）,有形固定資産額（30人以上）／減価償却額（万円）
1,2500,はん用機械器具製造業,362,7597,6034,7620,6054,7,3626237,8938567,16852084,14477133,863894,1103305,1865,405887,7222485,7398432,3666379,523338,45139,279394
2,2510,ボイラ・原動機製造業,11,134,113,134,113,-,60214,79865,184712,102019,78503,948,-,3242,97081,97081,-,-,-,-
3,2512,蒸気機関・タービン・水力タービン製造業（舶用を除く）,4,80,68,80,68,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
3,2513,はん用内燃機関製造業,5,42,37,42,37,-,22901,9733,41540,20583,20009,948,-,-,29451,29451,-,-,-,-
3,2519,その他の原動機製造業,2,12,8,12,8,-,x,x,x,x,x,-,-,x,x,x,-,-,-,-
2,2520,ポンプ・圧縮機器製造業,92,2040,1528,2042,1529,2,880137,2507438,4718929,4470599,183844,21228,142,43116,2155084,2074430,752995,171107,21801,66603
3,2521,ポンプ・同装置製造業,30,1067,798,1066,797,1,447614,1553747,2874388,2778256,62435,5494,-,28203,1349643,1246731,410808,150424,18467,48303
3,2522,空気圧縮機・ガス圧縮機・送風機製造業,18,328,259,331,261,-,149908,264905,571322,552545,4786,11814,-,2177,279745,283977,67315,2910,1,4591
3,2523,油圧・空圧機器製造業,44,645,471,645,471,1,282615,688786,1273219,1139798,116623,3920,142,12736,525696,543722,274872,17773,3333,13709
2,2530,一般産業用機械・装置製造業,113,2287,1812,2301,1824,1,1095686,2891182,5527854,5064175,233696,146588,-,83395,2363541,2459360,1595088,141126,17052,70606
3,2531,動力伝導装置製造業（玉軸受、ころ軸受を除く）,43,635,457,638,460,-,272266,340305,858884,683123,174809,952,-,-,469011,486123,380973,101931,70,13593
3,2532,エレベータ・エスカレータ製造業,19,507,434,507,434,-,x,x,x,x,x,x,-,x,x,x,x,x,x,x
3,2533,物流運搬設備製造業,30,343,261,343,261,-,145933,306696,599242,505837,44822,9855,-,38728,272184,272184,-,-,-,-
3,2534,工業窯炉製造業,1,6,4,6,4,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2535,冷凍機・温湿調整装置製造業,20,796,656,807,665,1,465061,1778440,3157398,2988916,11613,131212,-,25657,1222410,1287614,1067020,33584,16980,43887
2,2590,その他のはん用機械・同部分品製造業,146,3136,2581,3143,2588,4,1590200,3460082,6420589,4840340,367851,934541,1723,276134,2606779,2767561,1318296,211105,6286,142185
3,2591,消火器具・消火装置製造業,3,71,52,71,52,-,28470,154150,233449,233449,-,-,-,-,78994,73476,28071,789,10,1927
3,2592,弁・同附属品製造業,31,706,571,708,573,1,342693,734532,1489380,1341715,27856,1435,1269,117105,700063,702402,62430,10036,2758,12410
3,2593,パイプ加工・パイプ附属品加工業,10,95,64,94,63,1,32252,59449,123629,81372,41998,-,-,259,59426,59426,-,-,-,-
3,2594,玉軸受・ころ軸受製造業,7,688,604,688,604,-,418873,918636,1448667,1384277,26440,-,454,37496,414672,504932,863286,145801,704,90822
3,2596,他に分類されないはん用機械・装置製造業,22,462,379,462,379,-,217727,552768,1021221,891237,35976,328,-,93680,434770,436307,65857,15768,19,5988
3,2599,各種機械・同部分品製造修理業（注文製造・修理）,73,1114,911,1120,917,2,550185,1040547,2104243,908290,235581,932778,-,27594,918854,991018,298652,38711,2795,31038
1,2600,生産用機械器具製造業,1000,16652,13298,16724,13371,26,7937772,20650204,38695788,33670684,2355933,x,x,2207413,16911493,17623709,8272862,4906382,311522,786607
2,2610,農業用機械製造業（農業用器具を除く）,6,153,119,153,119,-,77799,345742,456754,281619,-,-,-,175135,92603,104892,83927,28072,339,10009
3,2611,農業用機械製造業（農業用器具を除く）,6,153,119,153,119,-,77799,345742,456754,281619,-,-,-,175135,92603,104892,83927,28072,339,10009
2,2620,建設機械・鉱山機械製造業,36,867,709,869,711,-,410570,772547,1601981,1461452,108561,10608,-,21360,686324,780844,414653,33241,17966,29156
3,2621,建設機械・鉱山機械製造業,36,867,709,869,711,-,410570,772547,1601981,1461452,108561,10608,-,21360,686324,780844,414653,33241,17966,29156
2,2630,繊維機械製造業,5,64,44,64,44,-,19264,33722,70910,67102,3665,x,x,-,33156,34506,12829,-,-,1350
3,2633,染色整理仕上機械製造業,1,6,4,6,4,-,x,x,x,x,x,x,x,-,x,x,x,-,-,x
3,2634,繊維機械部分品・取付具・附属品製造業,2,46,33,46,33,-,x,x,x,x,x,-,-,-,x,x,x,-,-,x
3,2635,縫製機械製造業,2,12,7,12,7,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2640,生活関連産業用機械製造業,133,1813,1478,1810,1475,5,903483,2164132,4254905,3793249,132246,102543,115,226752,1978627,1962706,580445,143468,33295,20909
3,2641,食品機械・同装置製造業,52,558,455,555,452,3,233872,598188,1158175,1025922,46561,12617,115,72960,534633,526448,75760,3775,-,2926
3,2642,木材加工機械製造業,1,13,10,13,10,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2643,パルプ装置・製紙機械製造業,3,22,17,22,17,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2644,印刷・製本・紙工機械製造業,36,489,391,488,390,2,269275,546014,1234265,1140178,49972,31245,-,12870,635851,644795,173484,23668,31721,4433
3,2645,包装・荷造機械製造業,41,731,605,732,606,-,384065,1001695,1784486,1557452,27431,58681,-,140922,752825,736145,331201,116025,1574,13550
2,2650,基礎素材産業用機械製造業,70,1179,931,1181,933,-,553070,1495483,2692737,2495753,98843,41584,19,56538,1085070,1120660,558738,17738,35170,31125
3,2651,鋳造装置製造業,4,47,41,47,41,-,23191,48369,101859,68364,21576,404,-,11515,49527,49527,-,-,-,-
3,2652,化学機械・同装置製造業,49,847,652,849,654,-,377994,1043851,1845977,1756204,36941,35666,-,17166,708710,749605,476602,14652,35117,26607
3,2653,プラスチック加工機械・同附属装置製造業,17,285,238,285,238,-,151885,403263,744901,671185,40326,5514,19,27857,326833,321528,82136,3086,53,4518
2,2660,金属加工機械製造業,268,3879,3031,3888,3039,10,1790271,3615420,7088226,5357729,821268,69189,195,839845,3131641,3307595,1612367,521595,26077,230588
3,2661,金属工作機械製造業,25,779,650,792,663,2,367757,995261,1841784,1421755,194683,29060,122,196164,749438,803641,536520,101096,24364,48585
3,2662,金属加工機械製造業（金属工作機械を除く）,10,485,428,485,428,-,217213,822366,1310870,1272018,9565,11359,19,17909,443150,507305,601246,280709,-,127601
3,2663,金属工作機械用・金属加工機械用部分品・附属品製造業（機械工具、金型を除く）,159,1608,1182,1603,1177,5,778819,1402303,2807267,1752203,488122,20396,30,546516,1282693,1308386,337946,22717,1575,25301
3,2664,機械工具製造業（粉末や金業を除く）,74,1007,771,1008,771,3,426482,395490,1128305,911753,128898,8374,24,79256,656360,688263,136655,117073,138,29101
2,2670,半導体・フラットパネルディスプレイ製造装置製造業,135,3422,2739,3460,2779,5,1787668,6930349,12054366,11301621,648363,14066,-,90316,4998233,5228398,2569204,1575303,70721,214214
3,2671,半導体製造装置製造業,121,3153,2536,3191,2576,5,1638804,6654470,11446409,10761872,589348,14066,-,81123,4690714,4918729,2378324,1512581,61326,207684
3,2672,フラットパネルディスプレイ製造装置製造業,14,269,203,269,203,-,148864,275879,607957,539749,59015,-,-,9193,307519,309669,190880,62722,9395,6530
2,2690,その他の生産用機械・同部分品製造業,347,5275,4247,5299,4271,6,2395647,5292809,10475909,8912159,542987,223282,14,797467,4905839,5084108,2440699,2586965,127954,249256
3,2691,金属用金型・同部分品・附属品製造業,65,599,457,600,459,2,226471,306413,793680,625830,164543,1195,7,2105,451291,451291,-,-,-,-
3,2692,非金属用金型・同部分品・附属品製造業,129,1700,1385,1720,1404,1,747386,1076089,2704817,2536492,97064,3810,7,67444,1508325,1511045,410454,19685,6303,19547
3,2693,真空装置・真空機器製造業,36,770,612,771,612,-,370623,770109,1573561,1316154,54389,143088,-,59930,598434,756507,860046,10607,7181,104867
3,2694,ロボット製造業,20,475,385,477,387,-,202494,858561,1622714,1201188,34637,43182,-,343707,728340,751878,304916,11072,80,20271
3,2699,他に分類されない生産用機械・同部分品製造業,97,1731,1408,1731,1409,3,848673,2281637,3781137,3232495,192354,32007,-,324281,1619449,1613387,865283,2545601,114390,104571
1,2700,業務用機械器具製造業,539,13266,9843,13474,10025,14,6717200,16662714,30021666,26965652,683069,552802,196,1819947,12773557,12583416,6426891,648403,342165,430909
2,2710,事務用機械器具製造業,31,953,767,963,775,-,423855,1701244,2772495,2605807,71143,2325,-,93220,992792,994514,230773,73444,802,11091
3,2711,複写機製造業,17,249,201,259,209,-,118422,105045,343206,275552,66893,-,-,761,214293,220622,57535,847,673,3180
3,2719,その他の事務用機械器具製造業,14,704,566,704,566,-,305433,1596199,2429289,2330255,4250,2325,-,92459,778499,773892,173238,72597,129,7911
2,2720,サービス用・娯楽用機械器具製造業,38,852,626,851,625,1,x,x,x,x,x,x,-,x,x,x,x,x,x,x
3,2721,サービス用機械器具製造業,7,98,82,98,82,-,45140,212120,281297,278673,x,x,-,-,62479,63801,21632,-,-,-
3,2722,娯楽用機械製造業,17,375,274,375,274,-,121513,1405336,999697,977800,21172,-,-,725,380246,-377641,1022864,113770,1734,61318
3,2723,自動販売機製造業,1,28,24,28,24,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
3,2729,その他のサービス用・娯楽用機械器具製造業,13,351,246,350,245,1,175472,343367,601416,530338,3093,25257,-,42728,230254,241120,417537,34800,91,11357
2,2730,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,280,7933,6051,8130,6227,9,4328370,9228779,18197711,16452549,371522,379738,-,993902,7922050,8447001,3666466,342795,333830,298354
3,2731,体積計製造業,6,94,72,93,71,1,41368,69265,141664,130416,1246,10002,-,-,68362,67930,15724,2295,156,864
3,2732,はかり製造業,9,123,103,123,103,-,51454,89965,173562,137317,15070,1365,-,19810,77405,77405,-,-,-,-
3,2733,圧力計・流量計・液面計等製造業,32,487,357,487,357,-,217636,367298,844083,748592,60782,7644,-,27065,447646,450938,453666,921,541,2622
3,2734,精密測定器製造業,37,632,474,630,472,2,236786,373400,853870,730966,101075,7716,-,14113,430056,445739,164975,15014,2,16610
3,2735,分析機器製造業,30,1020,751,1036,765,2,581591,1143289,2302218,1964653,23701,56634,-,257230,1122819,1081411,195144,22754,4002,30469
3,2736,試験機製造業,34,828,701,829,702,1,473557,1258418,2344335,2101922,60228,157461,-,24724,1004459,1058974,879370,28562,2609,55809
3,2737,測量機械器具製造業,9,1396,1154,1517,1262,-,1022038,3132656,5554667,5523754,-,-,-,30913,1856001,2250529,774738,125859,316828,105302
3,2738,理化学機械器具製造業,32,736,523,733,521,3,382011,684944,1360811,1015570,1471,10029,-,333741,616395,630291,151573,5556,3,9205
3,2739,その他の計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,91,2617,1916,2682,1974,-,1321929,2109544,4622501,4099359,107949,128887,-,286306,2298907,2383784,1031276,141834,9689,77473
2,2740,医療用機械器具・医療用品製造業,136,2435,1637,2433,1635,2,1103121,2506825,4980376,4164942,82678,129630,196,602930,2291124,2310954,943720,35295,4212,29086
3,2741,医療用機械器具製造業,79,1459,1013,1459,1013,-,717891,1863253,3534418,2970113,41737,119285,46,403237,1556318,1564737,783570,32846,3208,19747
3,2742,歯科用機械器具製造業,13,251,171,251,171,-,91514,225665,425176,411937,744,7179,150,5166,181756,187126,67137,386,838,3983
3,2743,医療用品製造業（動物用医療機械器具を含む）,35,624,395,623,394,1,253351,330864,852549,647041,23763,3166,-,178579,477387,483428,93013,2063,166,5356
3,2744,歯科材料製造業,9,101,58,100,57,1,40365,87043,168233,135851,16434,-,-,15948,75663,75663,-,-,-,-
2,2750,光学機械器具・レンズ製造業,52,1048,725,1050,726,2,470341,1181031,2026319,1878463,77160,8596,-,62100,819977,831001,121825,46597,1467,19028
3,2751,顕微鏡・望遠鏡等製造業,14,183,116,183,116,-,68263,77068,193767,164284,14311,8372,-,6800,109268,109268,-,-,-,-
3,2752,写真機・映画用機械・同附属品製造業,17,263,204,263,204,-,103541,180432,341840,293193,20995,153,-,27499,148324,150638,39857,7763,963,2669
3,2753,光学機械用レンズ・プリズム製造業,21,602,405,604,406,2,298537,923531,1490712,1420986,41854,71,-,27801,562385,571095,81968,38834,504,16359
2,2760,武器製造業,2,45,37,47,37,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2761,武器製造業,2,45,37,47,37,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
1,2800,電子部品・デバイス・電子回路製造業,270,10396,7257,10814,7624,8,5455816,22791703,33953310,29381568,1009044,5471,583,3556644,9210732,11454153,7718865,3770953,75017,2214118
2,2810,電子デバイス製造業,5,461,290,461,290,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,2811,電子管製造業,1,25,21,25,21,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,2812,光電変換素子製造業,1,126,112,126,112,-,x,x,x,x,-,-,-,-,x,x,x,x,x,x
3,2813,半導体素子製造業（光電変換素子を除く）,1,30,10,30,10,-,x,x,x,x,-,-,-,x,x,x,x,x,-,x
3,2814,集積回路製造業,2,280,147,280,147,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,2820,電子部品製造業,69,3281,2343,3536,2569,-,1730418,13893625,18665929,15670521,129132,2700,-,2863576,3884862,5212743,3240527,1963975,46982,1325093
3,2821,抵抗器・コンデンサ・変成器・複合部品製造業,24,492,311,492,311,-,201463,250473,574798,545680,-,2700,-,26418,288661,302598,73672,12907,1028,6481
3,2822,音響部品・磁気ヘッド・小形モータ製造業,9,236,182,237,183,-,103925,303252,524100,517666,2328,-,-,4106,187166,204173,37084,-,-,3882
3,2823,コネクタ・スイッチ・リレー製造業,36,2553,1850,2807,2075,-,1425030,13339900,17567031,14607175,126804,-,-,2833052,3409035,4705972,3129771,1951068,45954,1314730
2,2830,記録メディア製造業,2,20,15,26,21,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,2831,半導体メモリメディア製造業,1,14,10,20,16,-,x,x,x,-,x,-,-,-,x,x,-,-,-,-
3,2832,光ディスク・磁気ディスク・磁気テープ製造業,1,6,5,6,5,-,x,x,x,x,x,-,-,-,x,x,-,-,-,-
2,2840,電子回路製造業,86,2258,1515,2295,1548,4,916987,2949780,4370199,3527583,550859,417,-,291340,1178785,1327143,639236,100882,11139,73476
3,2841,電子回路基板製造業,38,1055,747,1070,759,-,397517,943522,1708766,1427357,200662,28,-,80719,661940,709821,408363,12142,6429,38270
3,2842,電子回路実装基板製造業,48,1203,768,1225,789,4,519470,2006258,2661433,2100226,350197,389,-,210621,516845,617322,230873,88740,4710,35206
2,2850,ユニット部品製造業,14,239,186,241,189,2,105454,221561,486475,385532,79279,1291,-,20373,247622,247829,185443,1350,50,4242
3,2851,電源ユニット・高周波ユニット・コントロールユニット製造業,9,160,121,164,125,-,67266,165643,342222,241879,78679,1291,-,20373,163186,165853,57817,1350,50,2980
3,2859,その他のユニット部品製造業,5,79,65,77,64,2,38188,55918,144253,143653,600,-,-,-,84436,81976,127626,-,-,1262
2,2890,その他の電子部品・デバイス・電子回路製造業,94,4137,2908,4255,3007,2,2480821,5326679,9733210,9139733,216014,1063,583,375817,3575683,4338862,3483888,1497387,16767,798552
3,2899,その他の電子部品・デバイス・電子回路製造業,94,4137,2908,4255,3007,2,2480821,5326679,9733210,9139733,216014,1063,583,375817,3575683,4338862,3483888,1497387,16767,798552
1,2900,電気機械器具製造業,597,24338,19242,24835,19708,9,13824158,44703191,80330197,66713815,2210855,390725,1078,11013724,30789694,34171729,x,2024132,661109,x
2,2910,発電用・送電用・配電用電気機械器具製造業,221,8926,7247,9012,7318,3,4529292,20677651,26928397,25879236,704374,22465,902,321420,4141981,5927563,4162833,408883,94313,585934
3,2911,発電機・電動機・その他の回転電気機械製造業,18,550,427,549,426,1,258392,882011,1375716,1359134,10534,6048,-,-,461415,459866,511487,39932,271,27208
3,2912,変圧器類製造業（電子機器用を除く),30,619,435,618,434,1,252227,430931,867168,818527,23190,527,-,24924,383490,404465,207893,14847,1218,6673
3,2913,電力開閉装置製造業,12,476,307,498,324,-,178524,481466,1131519,912354,176737,8820,-,33608,604185,609644,284352,14415,78937,8975
3,2914,配電盤・電力制御装置製造業,132,6772,5794,6834,5846,1,3652562,18495583,22820240,22158934,477781,6990,108,176427,2388133,4133377,3017924,335413,10373,532358
3,2915,配線器具・配線附属品製造業,29,509,284,513,288,-,187587,387660,733754,630287,16132,80,794,86461,304758,320211,141177,4276,3514,10720
2,2920,産業用電気機械器具製造業,74,2175,1579,2184,1590,3,1032349,5709152,7699272,7389103,271055,4725,106,34283,1897671,2038224,425742,79775,1400,61455
3,2921,電気溶接機製造業,7,74,57,74,57,-,25026,50069,90099,79941,8402,719,-,1037,37331,37331,-,-,-,-
3,2922,内燃機関電装品製造業,18,338,155,337,155,1,102041,189582,389763,368185,21472,-,106,-,178830,185261,19105,1530,-,1394
3,2929,その他の産業用電気機械器具製造業（車両用、船舶用を含む）,49,1763,1367,1773,1378,2,905282,5469501,7219410,6940977,241181,4006,-,33246,1681510,1815632,406637,78245,1400,60061
2,2930,民生用電気機械器具製造業,41,668,403,668,403,-,283110,896638,1634358,1304273,294797,22669,-,12619,687537,683983,142281,2493,-,6822
3,2931,ちゅう房機器製造業,11,133,102,133,102,-,x,x,x,x,-,x,-,x,x,x,x,-,-,x
3,2932,空調・住宅関連機器製造業,16,336,178,336,178,-,140120,408409,720636,623791,79260,6566,-,11019,293097,289527,111219,2493,-,6272
3,2933,衣料衛生関連機器製造業,1,12,5,12,5,-,x,x,x,x,-,-,-,x,x,x,-,-,-,-
3,2939,その他の民生用電気機械器具製造業,13,187,118,187,118,-,81196,418618,703579,484748,215537,2128,-,1166,264327,264327,-,-,-,-
2,2940,電球・電気照明器具製造業,49,746,471,823,545,1,319373,1001957,1984911,1708007,126085,-,65,150754,843429,916097,361768,24294,34224,44826
3,2941,電球製造業,8,185,110,262,185,-,122611,412758,952047,903428,9877,-,-,38742,441817,502917,224669,19370,33716,32639
3,2942,電気照明器具製造業,41,561,361,561,360,1,196762,589199,1032864,804579,116208,-,65,112012,401612,413180,137099,4924,508,12187
2,2950,電池製造業,2,14,9,14,9,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
3,2952,一次電池（乾電池、湿電池）製造業,2,14,9,14,9,-,x,x,x,x,-,-,-,-,x,x,x,-,-,x
2,2960,電子応用装置製造業,90,7140,5812,7373,6040,-,5187249,11094906,32724139,21859380,533852,138377,-,10192530,19722517,20793777,4956341,605753,523530,357890
3,2961,Ｘ線装置製造業,17,2601,2032,2621,2047,-,2250797,4069529,17288047,6921213,373579,2026,-,9991229,12054511,12577903,3095374,166872,396738,77019
3,2962,医療用電子応用装置製造業,11,163,128,163,128,-,67580,87065,203211,155978,23675,1177,-,22381,107586,107586,-,-,-,-
3,2969,その他の電子応用装置製造業,62,4376,3652,4589,3865,-,2868872,6938312,15232881,14782189,136598,135174,-,178920,7560420,8108288,1860967,438881,126792,280871
2,2970,電気計測器製造業,104,4480,3622,4572,3704,2,2396861,5163443,9045604,8384381,243431,188647,5,229140,3353841,3669367,2260810,902934,7642,230058
3,2971,電気計測器製造業（別掲を除く）,55,3392,2811,3477,2886,2,1886198,4369347,6982959,6434414,162119,165097,5,221324,2238607,2484754,1843339,891837,4311,203972
3,2972,工業計器製造業,37,900,687,907,694,-,437769,707317,1850299,1791929,29161,22861,-,6348,1000931,1068066,413586,9260,3331,25805
3,2973,医療用計測器製造業,12,188,124,188,124,-,72894,86779,212346,158038,52151,689,-,1468,114303,116547,3885,1837,-,281
2,2990,その他の電気機械器具製造業,16,189,99,189,99,-,x,x,x,x,x,13842,-,72978,x,x,-,-,-,-
3,2999,その他の電気機械器具製造業,16,189,99,189,99,-,x,x,x,x,x,x,-,x,x,x,-,-,-,-
1,3000,情報通信機械器具製造業,127,8295,6778,8380,6852,5,5581770,31514313,57683413,48918990,1007804,33153,-,7723466,26035038,24463898,5407040,775686,185928,937142
2,3010,通信機械器具・同関連機械器具製造業,42,6113,5320,6173,5373,-,4658074,29494958,53747963,45697903,447075,12046,-,7590939,24302552,22649892,4636723,729343,182969,885524
3,3011,有線通信機械器具製造業,9,318,272,319,273,-,215749,379959,737665,702756,28187,393,-,6329,338462,331603,204422,8444,110688,12093
3,3012,携帯電話機・PHS電話機製造業,1,22,3,22,3,-,x,x,x,-,x,-,-,-,x,x,-,-,-,-
3,3013,無線通信機械器具製造業,16,5313,4718,5372,4770,-,4171845,28265260,51614835,43630047,389601,11653,-,7583534,23466395,21810928,4326142,711138,67299,861376
3,3015,交通信号保安装置製造業,9,125,95,125,95,-,63980,93550,251632,251518,-,-,-,114,146382,146382,-,-,-,-
3,3019,その他の通信機械器具・同関連機械器具製造業,7,335,232,335,232,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
2,3020,映像・音響機械器具製造業,51,1469,910,1485,923,5,625442,1564530,2923038,2590885,197082,7664,-,127407,1218860,1295411,714284,45366,2924,48236
3,3021,ビデオ機器製造業,12,209,136,207,135,2,75242,186173,372760,341768,25422,2785,-,2785,170742,173608,104403,5368,8,4519
3,3022,デジタルカメラ製造業,8,182,101,181,100,1,63723,162429,254923,245702,4427,-,-,4794,93931,95509,8821,-,-,1143
3,3023,電気音響機械器具製造業,31,1078,673,1097,688,2,486477,1215928,2295355,2003415,167233,4879,-,119828,954187,1026294,601060,39998,2916,42574
2,3030,電子計算機・同附属装置製造業,34,713,548,722,556,-,298254,454825,1012412,630202,363647,13443,-,5120,513626,518595,56033,977,35,3382
3,3031,電子計算機製造業（パーソナルコンピュータを除く）,6,147,115,147,115,-,59962,95940,206976,129346,69610,4325,-,3695,103510,104554,23456,62,14,1363
3,3032,パーソナルコンピュータ製造業,7,223,169,223,169,-,108631,148741,315709,88801,226908,-,-,-,154632,154663,147,872,21,31
3,3033,外部記憶装置製造業,4,48,31,48,31,-,18902,10153,40531,9118,31413,-,-,-,28128,28128,-,-,-,-
3,3034,印刷装置製造業,4,106,93,106,93,-,34921,41333,152424,147744,1080,3600,-,-,99470,103364,32430,43,-,1988
3,3035,表示装置製造業,5,90,75,99,83,-,41662,125647,211646,196008,10120,5518,-,-,79628,79628,-,-,-,-
3,3039,その他の附属装置製造業,8,99,65,99,65,-,34176,33011,85126,59185,24516,-,-,1425,48258,48258,-,-,-,-
1,3100,輸送用機械器具製造業,283,22019,19130,22509,19595,6,12991013,83044931,179218108,175677871,2237159,10902,1272,1290904,88747172,89239186,14403611,3429774,83262,2082537
2,3110,自動車・同附属品製造業,176,16668,14668,17072,15048,4,10139285,61585239,124340554,123212725,1064673,7114,578,55464,56549929,58248564,7386637,1591472,65592,1503145
3,3111,自動車製造業（二輪自動車を含む）,3,12037,11017,12431,11386,-,x,x,x,x,-,x,-,x,x,x,x,x,x,x
3,3112,自動車車体・附随車製造業,2,122,111,122,111,-,x,x,x,x,-,-,-,x,x,x,x,x,x,x
3,3113,自動車部分品・附属品製造業,171,4509,3540,4519,3551,4,1928880,6800712,10788727,9662809,1064673,5903,578,54764,3488525,3744253,1844279,682972,37860,260127
2,3120,鉄道車両・同部分品製造業,32,820,709,819,708,1,362646,533703,1223811,627536,519037,-,694,76544,631317,639937,291585,14678,857,12692
3,3121,鉄道車両製造業,2,99,89,99,89,-,x,x,x,x,x,-,x,x,x,x,x,x,x,x
3,3122,鉄道車両用部分品製造業,30,721,620,720,619,1,x,x,x,x,x,-,x,x,x,x,x,x,x,x
2,3130,船舶製造・修理業、舶用機関製造業,12,301,251,308,257,-,206526,351956,578821,540840,37981,-,-,-,158780,209989,142631,4103,2940,6117
3,3131,船舶製造・修理業,3,73,62,73,62,-,x,x,x,x,x,-,-,-,x,x,x,x,x,x
3,3133,舟艇製造・修理業,2,23,20,23,20,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,3134,舶用機関製造業,7,205,169,212,175,-,147406,109009,185972,167755,18217,-,-,-,72613,71278,3983,217,-,638
2,3140,航空機・同附属品製造業,30,3815,3203,3895,3283,1,2134397,20314997,52540805,50821916,574939,-,-,1143950,31155556,29884789,6485914,1818686,13873,557322
3,3141,航空機製造業,1,43,29,43,29,-,x,x,x,-,x,-,-,-,x,x,-,x,-,x
3,3142,航空機用原動機製造業,7,2583,2168,2586,2171,-,x,x,x,x,x,-,-,x,x,x,x,x,x,x
3,3149,その他の航空機部分品・補助装置製造業,22,1189,1006,1266,1083,1,717482,1548768,3580408,2211415,257080,-,-,1111913,1620722,1922558,5011057,1600394,7970,292834
2,3150,産業用運搬車両・同部分品・附属品製造業,9,192,154,192,154,-,76497,134641,267159,259533,6628,998,-,-,118486,122803,96844,835,-,3261
3,3151,フォークリフトトラック・同部分品・附属品製造業,6,157,124,157,124,-,62774,123185,234331,231761,2570,-,-,-,98697,103014,96844,835,-,3261
3,3159,その他の産業用運搬車両・同部分品・附属品製造業,3,35,30,35,30,-,13723,11456,32828,27772,4058,998,-,-,19789,19789,-,-,-,-
2,3190,その他の輸送用機械器具製造業,24,223,145,223,145,-,71662,124395,266958,215321,33901,2790,-,14946,133104,133104,-,-,-,-
3,3191,自転車・同部分品製造業,10,78,55,78,55,-,25391,42646,80386,63570,814,2790,-,13212,36047,36047,-,-,-,-
3,3199,他に分類されない輸送用機械器具製造業,14,145,90,145,90,-,46271,81749,186572,151751,33087,-,-,1734,97057,97057,-,-,-,-
1,3200,その他の製造業,583,9221,6117,9270,6163,26,3948031,11341636,20433465,16693989,925414,45846,489,2767727,8231601,8517510,2913277,279954,78092,236062
2,3210,貴金属・宝石製品製造業,64,868,515,870,515,3,357724,1208707,1986324,1727693,233005,1443,-,24183,718930,729004,69185,21438,204,4693
3,3211,貴金属・宝石製装身具（ジュエリー）製品製造業,37,617,350,618,349,3,260562,996816,1580696,1440259,119279,1443,-,19715,540794,550020,32493,21438,204,4693
3,3212,貴金属・宝石製装身具（ジュエリー）附属品・同材料加工業,5,58,39,58,39,-,28601,40705,71410,60279,9513,-,-,1618,27180,28028,36692,-,-,-
3,3219,その他の貴金属製品製造業,22,193,126,194,127,-,68561,171186,334218,227155,104213,-,-,2850,150956,150956,-,-,-,-
2,3220,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,74,749,362,747,361,3,249303,621221,1159974,998987,46359,17,190,114421,488289,499230,151435,1312,8,4113
3,3221,装身具・装飾品製造業（貴金属・宝石製を除く）,54,501,251,500,250,2,167305,489987,868859,757498,5881,17,190,105273,350520,351090,114746,774,8,989
3,3222,造花・装飾用羽毛製造業,5,35,6,34,6,1,x,x,x,x,x,-,-,-,x,x,-,-,-,-
3,3223,ボタン製造業,2,14,3,14,3,-,x,x,x,x,-,-,-,-,x,x,-,-,-,-
3,3224,針・ピン・ホック・スナップ・同関連品製造業,7,129,90,129,90,-,52392,97055,197029,160847,36182,-,-,-,82300,92671,36689,538,-,3124
3,3229,その他の装身具・装飾品製造業,6,70,12,70,12,-,18826,26219,68626,59478,-,-,-,9148,39265,39265,-,-,-,-
