地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／総数（人）,常用労働者／常用雇用者／ﾊﾟｰﾄ・ｱﾙﾊﾞｲﾄ等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
1,13200,市部,1,23,非鉄金属製造業,8,874,602,-,-,674,567,195,34,6,2,-,-,367641,1839247,1694023,14414,17503,101534,2423444,2385782,2150,-,-,35512,458552,552412
1,13200,市部,1,24,金属製品製造業,27,1552,1199,-,-,1212,1021,259,119,93,71,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,25,はん用機械器具製造業,21,2810,2273,-,-,2260,1971,325,186,246,135,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
1,13200,市部,1,26,生産用機械器具製造業,44,3614,3001,-,-,2944,2608,436,214,281,226,26,18,1967089,9082617,6613309,9559,103993,1276841,14646603,13142847,215597,x,x,1221778,5501578,5750685
1,13200,市部,1,27,業務用機械器具製造業,40,3972,3067,-,-,3235,2672,625,332,198,137,6,3,2280334,4865534,3830962,5093,54335,737772,9401910,8553059,84628,239047,-,525176,4256340,4329677
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,42,7039,5217,-,-,5368,4544,1212,474,855,545,17,10,4182177,20420387,14915082,39556,280536,1838271,29089324,25484691,370947,-,-,3233686,6942516,9136688
1,13200,市部,1,29,電気機械器具製造業,68,15654,12985,-,-,12802,11097,1625,905,1626,1364,9,-,10154895,36932089,22359080,59458,302966,12341766,64992385,53867602,633326,238035,-,10253422,23887107,27044000
1,13200,市部,1,30,情報通信機械器具製造業,24,6333,5427,-,-,5325,4639,247,94,782,710,339,245,4690539,29771950,27023579,9755,118429,1741618,54153365,45785825,657310,18839,-,7691391,24398193,22793094
1,13200,市部,1,31,輸送用機械器具製造業,35,15815,14123,-,-,12105,11039,2237,1851,1963,1697,-,-,10142949,61250667,56342775,104216,320231,3651954,124280647,x,522671,x,694,1112316,56548111,58532782
1,13200,市部,1,32,その他の製造業,13,1970,1531,-,-,1540,1344,385,161,95,76,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13201,八王子市,0,00,総数,117,11129,7339,-,-,6707,5556,3441,1191,1025,634,40,26,5015562,14344457,10587758,89595,349092,2234509,28677724,26095673,1360794,227093,696,993468,12973622,13692017
2,13201,八王子市,1,09,食料品製造業,13,2195,983,-,-,514,394,1448,492,233,97,-,-,654348,3896977,3459435,47008,71600,15739,5951013,5578304,18042,-,-,354667,1788951,1908635
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,1,60,34,-,-,22,16,38,18,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13201,八王子市,1,11,繊維工業,3,175,39,-,-,106,35,69,4,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13201,八王子市,1,13,家具・装備品製造業,1,33,25,-,-,27,21,6,4,-,-,-,-,x,x,x,-,x,x,x,x,-,-,x,-,x,x
2,13201,八王子市,1,14,パルプ・紙・紙加工品製造業,1,139,73,-,-,110,54,11,5,18,14,-,-,x,x,x,-,x,-,x,x,x,-,-,-,x,x
2,13201,八王子市,1,15,印刷・同関連業,11,1518,1090,-,-,869,743,391,153,258,194,38,25,676803,1151872,409190,1264,77392,533006,3508483,2972934,469148,-,-,66401,2106913,2193518
2,13201,八王子市,1,16,化学工業,10,944,571,-,-,598,461,290,83,56,27,-,-,x,x,1218859,x,35006,214006,x,x,x,-,x,x,x,x
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,3,184,135,-,-,149,120,16,1,19,14,-,-,73646,91787,67509,364,12314,4294,288583,244144,-,-,-,44439,182531,182441
2,13201,八王子市,1,23,非鉄金属製造業,2,150,67,-,-,69,60,78,7,3,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13201,八王子市,1,24,金属製品製造業,5,247,210,-,-,225,200,22,10,-,-,-,-,122697,98700,50934,3946,8213,12338,332803,29571,271298,-,-,31934,206335,217629
2,13201,八王子市,1,25,はん用機械器具製造業,4,257,212,-,-,231,204,32,14,-,-,-,-,125920,208974,42550,171,4660,157339,426834,381950,44820,-,-,64,158663,201950
2,13201,八王子市,1,26,生産用機械器具製造業,8,1138,973,-,-,822,756,134,70,196,161,-,-,648071,2879898,2194495,3305,37071,333059,5495664,5007334,114487,-,-,373843,2591269,2680118
2,13201,八王子市,1,27,業務用機械器具製造業,14,814,630,-,-,669,546,143,80,12,12,2,1,451179,878063,703339,2205,13250,153012,1903327,1713310,35227,149348,-,5442,929244,958899
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,11,972,597,-,-,528,438,354,134,93,28,-,-,389021,1098744,601142,7618,51059,367025,1732071,1637124,67407,-,-,27540,615715,641006
2,13201,八王子市,1,29,電気機械器具製造業,17,1493,1187,-,-,1183,1050,220,80,94,61,-,-,735662,1332114,943714,8764,17834,199121,3125395,2872650,165992,77745,-,9008,1589592,1676329
2,13201,八王子市,1,30,情報通信機械器具製造業,5,250,157,-,-,204,142,42,14,4,1,-,-,120741,153893,125783,176,2222,25114,370158,349534,20624,-,-,-,197572,200837
2,13201,八王子市,1,31,輸送用機械器具製造業,7,502,305,-,-,325,265,147,22,37,25,-,-,210324,441516,402933,904,8615,21653,914683,879469,34520,-,694,-,413002,450773
2,13201,八王子市,1,32,その他の製造業,1,58,51,-,-,56,51,-,-,2,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,0,00,総数,23,3014,1988,-,-,1883,1510,918,372,260,150,-,-,1478089,5456595,1611883,11456,28492,3705690,8425834,7850907,428334,x,x,91830,3420569,3174609
2,13202,立川市,1,09,食料品製造業,6,738,355,-,-,84,63,627,285,28,7,-,-,183028,652388,561275,7575,14029,437,1083338,956744,63244,-,-,63350,391344,399806
2,13202,立川市,1,13,家具・装備品製造業,2,981,757,-,-,767,669,63,20,189,105,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,1,45,26,-,-,33,24,12,2,-,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13202,立川市,1,15,印刷・同関連業,2,377,200,-,-,324,182,53,18,-,-,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,3,148,93,-,-,85,73,56,15,7,5,-,-,x,x,20621,x,3192,74903,x,x,-,-,-,x,x,x
2,13202,立川市,1,24,金属製品製造業,1,46,32,-,-,46,32,-,-,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13202,立川市,1,25,はん用機械器具製造業,1,38,33,-,-,33,30,3,1,2,2,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,1,26,生産用機械器具製造業,1,32,29,-,-,29,26,3,3,-,-,-,-,x,x,x,-,-,-,x,x,-,-,x,-,x,x
2,13202,立川市,1,27,業務用機械器具製造業,1,67,56,-,-,68,57,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,1,121,45,-,-,49,34,72,11,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,1,29,電気機械器具製造業,1,190,170,-,-,179,163,11,7,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13202,立川市,1,31,輸送用機械器具製造業,3,231,192,-,-,186,157,18,10,34,31,-,-,x,x,37995,x,762,47930,x,x,x,-,-,-,x,x
2,13203,武蔵野市,0,00,総数,2,69,30,-,-,41,20,23,5,5,5,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13203,武蔵野市,1,15,印刷・同関連業,1,39,20,-,-,28,15,11,5,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13203,武蔵野市,1,28,電子部品・デバイス・電子回路製造業,1,30,10,-,-,13,5,12,-,5,5,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13204,三鷹市,0,00,総数,13,768,570,-,-,620,531,126,45,44,16,-,-,419366,1180552,786558,4193,11924,336319,2033665,1983838,49463,-,x,x,732474,809835
2,13204,三鷹市,1,09,食料品製造業,1,68,35,-,-,25,15,43,20,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,15,印刷・同関連業,3,120,70,-,-,81,59,15,3,24,8,-,-,46423,128684,78380,259,1922,47671,283718,283718,-,-,-,-,140376,143940
2,13204,三鷹市,1,16,化学工業,1,42,34,-,-,40,33,2,1,-,-,-,-,x,x,x,-,x,-,x,x,x,-,x,x,x,x
2,13204,三鷹市,1,24,金属製品製造業,2,73,55,-,-,68,53,4,2,1,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13204,三鷹市,1,27,業務用機械器具製造業,1,77,60,-,-,68,56,9,4,-,-,-,-,x,x,x,x,-,-,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,28,電子部品・デバイス・電子回路製造業,1,34,27,-,-,33,28,3,2,2,1,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13204,三鷹市,1,29,電気機械器具製造業,1,36,32,-,-,32,30,4,2,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13204,三鷹市,1,30,情報通信機械器具製造業,2,142,107,-,-,110,100,15,-,17,7,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,31,輸送用機械器具製造業,1,176,150,-,-,163,157,31,11,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13205,青梅市,0,00,総数,46,5082,3627,-,-,3610,3026,1024,345,539,345,1,1,2518385,7867936,6608854,61086,166593,628116,13709528,12959333,523917,43510,-,182768,5047700,5599715
2,13205,青梅市,1,09,食料品製造業,5,567,232,-,-,159,130,312,77,96,25,1,1,168392,679619,511840,3501,8669,27457,1142359,991852,676,-,-,149831,415274,429536
2,13205,青梅市,1,10,飲料・たばこ・飼料製造業,1,87,52,-,-,59,51,30,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,11,繊維工業,1,161,45,-,-,107,42,54,3,-,-,-,-,x,x,x,-,x,x,x,x,-,x,-,-,x,x
2,13205,青梅市,1,15,印刷・同関連業,2,121,93,-,-,104,81,17,12,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13205,青梅市,1,16,化学工業,1,42,24,-,-,28,24,13,-,1,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,2,108,49,-,-,47,33,61,16,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13205,青梅市,1,21,窯業・土石製品製造業,1,59,45,-,-,36,33,16,8,7,4,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,22,鉄鋼業,1,53,49,-,-,40,37,13,12,-,-,-,-,x,x,x,-,x,-,x,x,x,-,-,x,x,x
2,13205,青梅市,1,24,金属製品製造業,2,116,79,-,-,80,68,33,12,5,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13205,青梅市,1,25,はん用機械器具製造業,1,99,78,-,-,99,78,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13205,青梅市,1,26,生産用機械器具製造業,9,486,420,-,-,441,397,50,28,1,1,-,-,241657,720652,527429,1131,7374,131027,1185244,1093954,46326,43182,-,1782,469263,458423
2,13205,青梅市,1,27,業務用機械器具製造業,3,516,374,-,-,367,305,119,42,30,27,-,-,256169,681984,577873,286,12931,73529,1222798,1222798,-,-,-,-,517339,536715
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,4,1417,1116,-,-,1060,885,88,24,273,211,-,-,948305,1976867,1705942,7896,88379,47656,4218409,4175275,43134,-,-,-,1836885,2194850
2,13205,青梅市,1,29,電気機械器具製造業,6,413,307,-,-,369,336,92,35,29,11,-,-,225724,668712,532773,34063,9939,40373,1486704,1395017,87799,-,-,3888,655771,780548
2,13205,青梅市,1,30,情報通信機械器具製造業,2,142,96,-,-,93,77,14,9,35,10,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13205,青梅市,1,31,輸送用機械器具製造業,4,592,482,-,-,431,369,99,58,62,55,-,-,227530,2182959,2126370,3463,9266,42775,2621551,2607764,13405,-,-,382,378652,406638
2,13205,青梅市,1,32,その他の製造業,1,103,86,-,-,90,80,13,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13206,府中市,0,00,総数,38,12167,10080,-,-,8878,7588,1362,754,2025,1824,43,24,7379664,50733250,40425369,60570,369164,8998395,82874736,73793110,1121298,18417,-,7941911,27557233,27911547
2,13206,府中市,1,09,食料品製造業,5,1013,580,-,-,499,320,405,185,109,75,-,-,306823,1689936,1635254,14261,25319,-,2459543,2459543,-,-,-,-,673743,728082
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,151,132,-,-,150,131,-,-,1,1,2,2,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13206,府中市,1,15,印刷・同関連業,5,280,218,-,-,218,179,31,10,31,29,15,4,153723,561937,216288,2673,14264,326693,1242584,907169,335259,-,-,156,622161,630580
2,13206,府中市,1,21,窯業・土石製品製造業,1,46,42,-,-,36,33,10,9,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13206,府中市,1,23,非鉄金属製造業,3,519,355,-,-,423,345,96,10,-,-,-,-,231536,1373596,1354243,7700,6933,3000,1582933,1578633,x,-,-,x,103885,194841
2,13206,府中市,1,25,はん用機械器具製造業,4,394,267,-,-,275,230,68,30,51,7,-,-,x,x,187064,x,5755,103881,x,x,x,x,-,-,x,x
2,13206,府中市,1,26,生産用機械器具製造業,2,106,93,-,-,96,88,10,5,-,-,26,18,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13206,府中市,1,27,業務用機械器具製造業,1,166,105,-,-,132,93,34,12,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,3,515,388,-,-,406,348,104,34,14,14,-,-,272610,1327797,948854,241,24103,115019,1534114,1365227,109177,-,-,59710,118994,196171
2,13206,府中市,1,29,電気機械器具製造業,8,5445,4774,-,-,3835,3376,553,429,1146,1047,-,-,3227062,21442263,12700437,6085,158289,8292112,24882037,24519704,362333,-,-,-,1615252,3462908
2,13206,府中市,1,30,情報通信機械器具製造業,4,3485,3083,-,-,2761,2402,51,30,673,651,-,-,2701677,22101284,21874418,8656,89751,116714,44618205,36726788,299306,3894,-,7588217,22846283,21001276
2,13206,府中市,1,32,その他の製造業,1,47,43,-,-,47,43,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13207,昭島市,0,00,総数,33,8507,6314,-,-,6224,5337,1970,884,792,542,-,-,4979808,25445638,18562582,77829,266658,3505398,42868797,38228452,87136,1639,-,4551570,15624325,17632716
2,13207,昭島市,1,09,食料品製造業,10,2450,1233,-,-,747,523,1597,635,106,75,-,-,x,x,2716603,x,74334,154856,x,x,-,-,-,x,x,x
2,13207,昭島市,1,13,家具・装備品製造業,1,70,56,-,-,52,42,13,9,5,5,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13207,昭島市,1,21,窯業・土石製品製造業,1,198,171,-,-,161,146,6,5,31,20,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13207,昭島市,1,24,金属製品製造業,3,139,126,-,-,117,108,16,12,6,6,-,-,57313,109232,69843,2875,8288,22384,211128,207084,-,-,-,4044,88999,96023
2,13207,昭島市,1,26,生産用機械器具製造業,6,387,327,-,-,346,297,29,22,13,9,-,-,190178,1915424,1478680,1563,15516,402461,2714797,2706644,6515,1638,-,-,850424,883407
2,13207,昭島市,1,27,業務用機械器具製造業,1,201,171,-,-,174,154,18,13,27,20,-,-,x,x,x,-,-,-,x,x,-,-,-,x,x,x
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,2,1649,1429,-,-,1583,1434,104,87,203,125,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13207,昭島市,1,29,電気機械器具製造業,6,2819,2304,-,-,2568,2201,104,55,307,204,-,-,2044716,5332092,2895051,2324,55360,2316222,12415121,12415121,-,-,-,-,6540338,6980904
2,13207,昭島市,1,31,輸送用機械器具製造業,2,560,472,-,-,449,412,76,41,94,78,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13207,昭島市,1,32,その他の製造業,1,34,25,-,-,27,20,7,5,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13208,調布市,0,00,総数,10,1248,1009,-,-,1021,886,183,91,75,63,-,-,750765,1646199,837804,6979,19234,492296,3364555,2907533,57817,150601,-,248604,1555854,1618323
2,13208,調布市,1,09,食料品製造業,2,92,57,-,-,51,43,41,14,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13208,調布市,1,10,飲料・たばこ・飼料製造業,1,65,44,-,-,34,23,3,-,28,21,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13208,調布市,1,24,金属製品製造業,1,71,49,-,-,24,22,36,16,12,12,-,-,x,x,x,x,x,x,x,-,x,-,-,x,x,x
2,13208,調布市,1,27,業務用機械器具製造業,2,91,66,-,-,65,55,21,10,5,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13208,調布市,1,29,電気機械器具製造業,4,929,793,-,-,847,743,82,51,30,29,-,-,635598,996263,374184,1712,10276,475730,2063651,1842142,-,150601,-,70908,975570,1008365
2,13209,町田市,0,00,総数,33,3256,1990,-,-,1822,1478,1249,401,193,119,50,25,1429920,4295267,2987800,15790,48396,440585,7557349,6551672,31278,30863,-,943536,2985990,3095390
2,13209,町田市,1,09,食料品製造業,6,1075,398,-,-,209,162,854,231,12,5,-,-,296918,869065,779416,11655,16792,1200,1563391,1563391,-,-,-,-,625549,645315
2,13209,町田市,1,16,化学工業,1,44,32,-,-,2,2,1,-,41,30,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,1,35,23,-,-,23,16,5,2,7,5,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,24,金属製品製造業,2,61,49,-,-,53,43,6,6,2,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,25,はん用機械器具製造業,3,158,103,-,-,136,93,23,11,6,6,-,-,x,x,19336,275,2967,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,26,生産用機械器具製造業,1,140,69,-,-,82,61,57,8,1,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13209,町田市,1,27,業務用機械器具製造業,5,695,537,-,-,500,422,119,70,77,46,4,2,372176,727442,535743,3,9715,158474,1284714,1250230,-,-,-,34484,559521,544224
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,3,135,86,-,-,70,59,52,23,13,4,1,1,71068,290601,65588,19,951,-,415670,124090,17850,-,-,273730,110345,118132
2,13209,町田市,1,29,電気機械器具製造業,3,157,116,-,-,121,103,36,13,-,-,-,-,63771,195136,117077,280,931,76848,367823,366863,-,-,-,960,157612,160367
2,13209,町田市,1,30,情報通信機械器具製造業,5,512,381,-,-,405,334,84,30,23,17,45,22,x,x,797192,x,3622,98161,x,x,x,x,-,x,x,x
2,13209,町田市,1,32,その他の製造業,3,244,196,-,-,221,183,12,7,11,6,-,-,139726,300033,208020,400,2023,89415,735021,732753,-,-,-,2268,384570,405788
2,13210,小金井市,0,00,総数,1,155,128,-,-,146,122,8,6,1,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13210,小金井市,1,32,その他の製造業,1,155,128,-,-,146,122,8,6,1,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13211,小平市,0,00,総数,14,2755,2277,-,-,2296,2031,434,222,54,46,-,-,2053649,7575206,5262639,33677,78262,1624607,9629008,9617743,-,-,-,11265,1700906,1968253
2,13211,小平市,1,09,食料品製造業,4,678,453,-,-,332,258,327,177,19,18,-,-,305075,662554,615116,11767,28361,-,1260727,1255003,-,-,-,5724,509448,556264
2,13211,小平市,1,14,パルプ・紙・紙加工品製造業,1,37,15,-,-,17,13,20,2,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13211,小平市,1,15,印刷・同関連業,1,38,25,-,-,38,25,-,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,19,ゴム製品製造業,1,197,193,-,-,172,169,15,15,10,9,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13211,小平市,1,25,はん用機械器具製造業,1,122,95,-,-,94,78,36,23,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,26,生産用機械器具製造業,1,34,31,-,-,33,30,1,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,2,86,65,-,-,77,61,9,4,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13211,小平市,1,29,電気機械器具製造業,1,38,32,-,-,34,32,4,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,30,情報通信機械器具製造業,2,1525,1368,-,-,1499,1365,22,-,25,19,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13212,日野市,0,00,総数,16,12431,10560,-,-,10185,8863,1423,1085,1371,1111,294,223,9251760,29902372,24278469,57611,198356,3659868,79306097,68863034,401287,34705,-,10007071,44377700,46231631
2,13212,日野市,1,09,食料品製造業,1,73,27,-,-,51,27,22,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13212,日野市,1,15,印刷・同関連業,2,114,91,-,-,93,85,20,6,1,-,-,-,x,x,x,x,x,-,x,x,x,x,-,x,x,x
2,13212,日野市,1,26,生産用機械器具製造業,1,33,20,-,-,23,20,10,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13212,日野市,1,27,業務用機械器具製造業,1,114,98,-,-,102,93,43,30,-,-,-,-,x,x,x,-,x,-,x,x,-,x,-,-,x,x
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,3,1266,981,-,-,1073,899,110,50,197,129,-,-,952537,822811,592478,21458,56424,114401,1693802,1671483,22319,-,-,-,566485,940080
2,13212,日野市,1,29,電気機械器具製造業,5,3094,2506,-,-,2822,2378,292,150,12,9,-,-,2589528,5689791,3833016,3596,35021,700755,18141123,8140410,-,-,-,10000713,11232415,11812404
2,13212,日野市,1,30,情報通信機械器具製造業,1,145,126,-,-,145,126,-,-,-,-,294,223,x,x,x,x,-,-,x,-,x,-,-,-,x,x
2,13212,日野市,1,31,輸送用機械器具製造業,2,7592,6711,-,-,5876,5235,926,849,1161,973,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13213,東村山市,0,00,総数,26,2424,1558,-,-,1438,1154,871,339,135,80,87,59,971944,3737560,3223821,35496,66398,149268,7084155,6606229,178686,-,-,299240,3022431,3128951
2,13213,東村山市,1,09,食料品製造業,7,857,537,-,-,441,348,414,188,3,2,51,30,356195,1187638,1094137,25599,27079,14374,2646791,2600736,13768,-,-,32287,1261635,1356806
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,41,37,-,-,38,34,3,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13213,東村山市,1,15,印刷・同関連業,3,119,80,-,-,81,72,38,8,-,-,-,-,41753,114545,102720,585,3414,7686,250632,212512,38120,-,-,-,122354,126247
2,13213,東村山市,1,16,化学工業,5,323,165,-,-,196,143,109,14,18,8,-,-,x,x,246284,x,10412,85432,x,x,-,-,-,x,x,x
2,13213,東村山市,1,21,窯業・土石製品製造業,1,38,31,-,-,32,26,11,10,1,1,21,21,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13213,東村山市,1,24,金属製品製造業,2,80,64,-,-,60,52,15,8,5,4,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13213,東村山市,1,25,はん用機械器具製造業,2,543,423,-,-,411,345,49,26,83,52,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,4,391,198,-,-,150,112,229,81,25,13,15,8,x,x,394253,x,7396,39729,x,x,x,-,-,x,x,x
2,13213,東村山市,1,29,電気機械器具製造業,1,32,23,-,-,29,22,3,1,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13214,国分寺市,0,00,総数,5,792,614,-,-,725,582,77,50,13,5,1,1,486351,698906,459032,994,10371,189780,1398655,1210993,x,x,-,162743,599828,660738
2,13214,国分寺市,1,15,印刷・同関連業,1,32,20,-,-,29,20,3,-,-,-,-,-,x,x,x,-,-,-,x,x,-,-,-,x,x,x
2,13214,国分寺市,1,24,金属製品製造業,1,49,27,-,-,29,23,20,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13214,国分寺市,1,27,業務用機械器具製造業,1,576,447,-,-,535,421,49,42,13,5,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13214,国分寺市,1,28,電子部品・デバイス・電子回路製造業,1,56,49,-,-,57,51,1,-,-,-,1,1,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13214,国分寺市,1,29,電気機械器具製造業,1,79,71,-,-,75,67,4,4,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13215,国立市,0,00,総数,2,73,54,-,-,73,54,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13215,国立市,1,27,業務用機械器具製造業,2,73,54,-,-,73,54,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13218,福生市,0,00,総数,9,893,574,-,-,489,429,381,122,23,23,7,-,435712,956082,595103,9381,35959,252634,1965778,1855333,56603,-,-,53842,924794,936623
2,13218,福生市,1,09,食料品製造業,2,201,74,-,-,50,36,148,35,3,3,7,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13218,福生市,1,15,印刷・同関連業,1,406,259,-,-,192,180,204,69,10,10,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,1,21,窯業・土石製品製造業,1,32,26,-,-,22,19,6,3,4,4,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
