固定資産台帳（H29.3.31現在）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
財産番号,財産枝番,資産名称,所在地,地目名称,設置場所,補助科目名称,会計名称,目的別資産区分,資産区分,償却対象区分,リース・PFI区分,売却可能区分,資産用途,資産構造,耐用年数,稼働年数,単価,数量,単位,面積,取得年度,取得日,売却・除却年度,売却・除却日,摘要,取得価額,期首簿価,減価償却累計額,評価増減等累計,除売却累計,当期取得額,当期減価償却額,当期評価増減等,当期除売却,期末簿価,予備1,予備2,予備3,予備4,予備5
備品20401015-2374,0,保管庫,,,すみだ北斎美術館                                                                                    ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,1,,1,個,,平成27年度,2016/3/9,,,(すみだ北斎美術館燻蒸庫)                                                                          ,"8,982,360","8,982,360","601,818",0,0,0,"601,818",0,0,"8,380,542",,,,,
備品20401015-2472,0,保管庫,,,吾嬬第二中学校,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,0,,1,個,0,平成28年度,2016/12/9,,,伝票番号：0017478,"1,445,040",0,0,0,0,"1,445,040",0,0,0,"1,445,040",,,,ウチダ　５－９９９－９９９８,
備品20401015-2473,0,保管庫,,,吾嬬第二中学校,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,0,,1,個,0,平成28年度,2016/12/9,,,伝票番号：0017478,"1,242,000",0,0,0,0,"1,242,000",0,0,0,"1,242,000",,,,ウチダ　５－９９９－９９９９,
備品20401015-6,0,保管庫,,,文化芸術振興課                                                                                      ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,25,,1,,,平成3年度,1991/8/3,,,,"1,998,200",1,"1,998,199",0,0,0,0,0,0,1,3,18,,ｸﾏﾋﾗGS-1美術品専用                                     ,1676_0
備品20401015-931,0,保管庫,,,情報システム担当　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/9/30,,,,"2,492,085",1,"2,492,084",0,0,0,0,0,0,1,2,18,,日本ﾌｫｰﾑｻｰﾋﾞｽ㈱(CST用)                                 ,1677_0
備品20501001-1376,0,書架,,,吾嬬第二中学校,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,0,,1,台,0,平成28年度,2016/12/9,,,伝票番号：0017478,"1,382,400",0,0,0,0,"1,382,400",0,0,0,"1,382,400",,,,ウチダ　８－９９９－９９９７,
備品20501001-1377,0,書架,,,吾嬬第二中学校,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,0,,1,台,0,平成28年度,2016/12/9,,,伝票番号：0017478,"1,395,360",0,0,0,0,"1,395,360",0,0,0,"1,395,360",,,,ベンチ付　ウチダ　８－９９９－９９９,
備品20501001-1378,0,書架,,,吾嬬第二中学校,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,0,,1,台,0,平成28年度,2016/12/9,,,伝票番号：0017478,"1,933,200",0,0,0,0,"1,933,200",0,0,0,"1,933,200",,,,ウチダ　８－９９９－９９９９,
備品20501001-1379,0,書架,,,緑図書館,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,0,,1,式,0,平成28年度,2016/12/26,,,伝票番号：0026352,"2,116,800",0,0,0,0,"2,116,800",0,0,0,"2,116,800",,,,日本ファイリングＢＭＰ－２５ＪＧＡ（,
備品20501001-373,0,書架,,,緑図書館                                                                                            ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/8/10,,,,"578,448",1,"578,447",0,0,0,0,0,0,1,9,18,,ﾆﾎﾝﾌｧｲﾘﾝｸﾞ MSH-502                                 ,1681_0
備品20501001-374,0,書架,,,緑図書館                                                                                            ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/8/10,,,,"578,448",1,"578,447",0,0,0,0,0,0,1,9,18,,ﾆﾎﾝﾌｧｲﾘﾝｸﾞ MSH-502                                 ,1682_0
備品20501001-375,0,書架,,,緑図書館                                                                                            ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/8/10,,,,"578,448",1,"578,447",0,0,0,0,0,0,1,9,18,,ﾆﾎﾝﾌｧｲﾘﾝｸﾞ MSH-502                                 ,1683_0
備品20501001-376,0,書架,,,緑図書館                                                                                            ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/8/10,,,,"578,448",1,"578,447",0,0,0,0,0,0,1,9,18,,ﾆﾎﾝﾌｧｲﾘﾝｸﾞ MSH-502                                 ,1684_0
備品20501001-39,0,書架,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"1,169,600",1,"1,169,599",0,0,0,0,0,0,1,2,18,,ｵｶﾑﾗ､ﾘﾌﾞﾛｽ SｸﾛｰｽﾞﾀｲﾌﾟSP                              ,1679_0
備品20501001-624,0,書架,,,すみだ生涯学習センター                                                                              ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,22,,1,,,平成6年度,1994/6/30,,,,"2,298,960",1,"2,298,959",0,0,0,0,0,0,1,9,18,,情報ｾﾝﾀ-(+ﾋﾟｼﾞｮﾝﾎ-ﾙ)                                  ,1685_0
備品20501001-697,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"1,133,000",1,"1,132,999",0,0,0,0,0,0,1,3,18,201400から,"複式7連10段 6,366×600×2,250                           ",5037_0
備品20501001-702,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5038_0
備品20501001-703,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5039_0
備品20501001-704,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5040_0
備品20501001-705,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5041_0
備品20501001-706,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5042_0
備品20501001-707,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5043_0
備品20501001-708,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/6/8,,,,"953,780",1,"953,779",0,0,0,0,0,0,1,3,18,201400から,"複式7連7段 6,366×490×2,250                            ",5048_0
備品20501001-739,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/8/2,,,,"591,220",1,"591,219",0,0,0,0,0,0,1,3,18,201400から,木製 直立単式6連3段/2段 絵本用                                ,5049_0
備品20501001-744,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/8/2,,,,"527,566",1,"527,565",0,0,0,0,0,0,1,3,18,201400から,ｷﾊﾗ 308000 変形                                     ,5050_0
備品20501001-746,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/8/2,,,,"592,250",1,"592,249",0,0,0,0,0,0,1,3,18,201400から,直立複式4連10段                                         ,5051_0
備品20501001-750,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/8/2,,,,"679,800",1,"679,799",0,0,0,0,0,0,1,3,18,201400から,直立複式4連4段/6段                                       ,5044_0
備品20501001-754,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/8/2,,,,"3,728,600",1,"3,728,599",0,0,0,0,0,0,1,3,18,201400から,ｷﾊﾗ 310300 変形 雑誌用30列5段                            ,5045_0
備品20501001-755,0,書架,,,横川コミュニティ会館                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,21,,1,,,平成7年度,1995/8/2,,,,"597,400",1,"597,399",0,0,0,0,0,0,1,3,18,201400から,傾斜複式6連4段                                          ,5046_0
備品20501001-921,0,書架,,,立川児童館                                                                                          ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,15,12,,1,,,平成16年度,2005/2/9,,,,"515,550","135,599","414,492",0,0,0,"34,541",0,0,"101,058",5,18,,木製書架A型傾斜複式 ｷﾊﾗ30434-5                                                          ,1700_0
備品20501002-3,0,ﾚｺｰﾄﾞ架,,,梅若橋コミュニティ会館                                                                              ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,29,,1,,,昭和62年度,1988/3/20,,,,"500,000",1,"499,999",0,0,0,0,0,0,1,4,18,,1800×450×1660                                     ,1701_0
備品20501002-4,0,ﾚｺｰﾄﾞ架,,,梅若橋コミュニティ会館                                                                              ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,29,,1,,,昭和62年度,1988/3/20,,,,"500,000",1,"499,999",0,0,0,0,0,0,1,4,18,,1800×450×1660                                     ,1702_0
備品20501004-143,0,つい立,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"2,150,000",1,"2,149,999",0,0,0,0,0,0,1,2,18,,天童､特注品                                            ,1705_0
備品20501004-257,0,つい立,,,経営支援課                                                                                          ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,31,,1,,,昭和60年度,1986/2/28,,,,"580,000",1,"579,999",0,0,0,0,0,0,1,7,18,,多特注                                               ,1706_0
備品20501004-283,0,つい立,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,24,,1,,,平成4年度,1993/3/3,,,,"585,967",1,"585,966",0,0,0,0,0,0,1,2,18,,ｺｸﾖ ﾕﾆｯﾄﾊﾟﾈﾙ(Aﾊﾟﾀ-ﾝ)            ,1707_0
備品20501004-284,0,つい立,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,24,,1,,,平成4年度,1993/3/3,,,,"515,927",1,"515,926",0,0,0,0,0,0,1,2,18,,ｺｸﾖ ﾕﾆｯﾄﾊﾟﾈﾙ(Bﾊﾟﾀ-ﾝ)             ,1708_0
備品20501004-297,0,つい立,,,すみだ生涯学習センター                                                                              ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,22,,1,,,平成6年度,1994/6/30,,,,"3,502,000",1,"3,501,999",0,0,0,0,0,0,1,9,18,,AVｺ-ﾅ-(AVﾌﾞ-ｽ)                                     ,1709_0
備品20501004-298,0,つい立,,,すみだ生涯学習センター                                                                              ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,22,,1,,,平成6年度,1994/6/30,,,,"1,442,000",1,"1,441,999",0,0,0,0,0,0,1,9,18,,AVｺ-ﾅ-(AVﾌﾞ-ｽ･5人用)                                 ,1710_0
備品20501004-38,0,つい立,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"558,600",1,"558,599",0,0,0,0,0,0,1,2,18,,ｺｸﾖ､ﾕﾆｯﾄﾊﾟﾈﾙ Cﾀｲﾌﾟ                                  ,1704_0
備品20501004-393,0,つい立,,,トリフォニーホール　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,19,,1,,,平成9年度,1997/5/30,,,,"1,365,000",1,"1,364,999",0,0,0,0,0,0,1,3,18,,ﾊﾟｰﾃｨｼｮﾝ                                           ,1711_0
備品20501006-70,0,間仕切り,,,すみだふれあいセンター　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,15,24,,1,,,平成4年度,1993/2/1,,,,"1,030,000",1,"1,029,999",0,0,0,0,0,0,1,5,18,,ﾁﾄｾ MW-70型一式 ｽﾁｰﾙ不燃                               ,1712_0
備品20501006-78,0,間仕切り,,,すみだ生涯学習センター                                                                              ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,15,22,,1,,,平成6年度,1994/6/30,,,,"2,275,270",1,"2,275,269",0,0,0,0,0,0,1,9,18,,AVｺ-ﾅ-(AVﾗｳﾝｼﾞｺ-ﾅ-)                                ,1713_0
備品20501008-153,0,ｽﾀﾝﾄﾞ,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"1,960,000",1,"1,959,999",0,0,0,0,0,0,1,2,18,,天童､特注品                                            ,1717_0
備品20501008-154,0,ｽﾀﾝﾄﾞ,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"710,000",1,"709,999",0,0,0,0,0,0,1,2,18,,天童､特注品                                            ,1718_0
備品20501008-61,0,ｽﾀﾝﾄﾞ,,,広報広聴担当　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1991/3/11,,,,"565,000",1,"564,999",0,0,0,0,0,0,1,2,18,,特注･Bﾀｲﾌﾟ                                           ,1714_0
備品20501008-94,0,ｽﾀﾝﾄﾞ,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"1,800,000",1,"1,799,999",0,0,0,0,0,0,1,2,18,,ｽﾃﾝﾚｽ製 永原 浄ﾃﾞｻﾞｲﾝ                                   ,1715_0
備品20501008-95,0,ｽﾀﾝﾄﾞ,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,15,26,,1,,,平成2年度,1990/11/5,,,,"1,800,000",1,"1,799,999",0,0,0,0,0,0,1,2,18,,ｽﾃﾝﾚｽ製 永原 浄ﾃﾞｻﾞｲﾝ                                   ,1716_0
備品20501012-1,0,びょうぶ,,,秘書担当                                                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,49,,1,,,昭和42年度,1967/4/1,,,,"1,000,000",1,"999,999",0,0,0,0,0,0,1,2,18,,勝海舟書                                              ,1720_0
備品20501012-11,0,びょうぶ,,,すみだ生涯学習センター                                                                              ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,8,22,,1,,,平成6年度,1995/2/23,,,,"653,020",1,"653,019",0,0,0,0,0,0,1,9,18,,6尺6曲用(収納庫付き)                                      ,1726_0
備品20501012-14,0,びょうぶ,,,墨田中学校                                                                                          ,物品,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,8,7,,1,,,平成21年度,2009/7/1,,,,"500,850","125,214","438,242",0,0,0,"62,606",0,0,"62,608",9,18,,六曲金屏風 ﾗｲｵﾝ1双 六尺                                                                      ,1727_0
備品20501012-2,0,びょうぶ,,,秘書担当                                                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,26,,1,,,平成2年度,1990/12/1,,,,"600,000",1,"599,999",0,0,0,0,0,0,1,2,18,,柳田泰山書 千字文5体                                       ,1721_0
備品20501012-3,0,びょうぶ,,,秘書担当                                                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,26,,1,,,平成2年度,1990/12/1,,,,"600,000",1,"599,999",0,0,0,0,0,0,1,2,18,,柳田泰山書 千字文5体                                       ,1722_0
備品20501012-4,0,びょうぶ,,,秘書担当                                                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,26,,1,,,平成2年度,1990/12/1,,,,"600,000",1,"599,999",0,0,0,0,0,0,1,2,18,,柳田泰山書 千字文5体                                       ,1723_0
備品20501012-5,0,びょうぶ,,,秘書担当                                                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,26,,1,,,平成2年度,1990/12/1,,,,"600,000",1,"599,999",0,0,0,0,0,0,1,2,18,,柳田泰山書 千字文5体                                       ,1724_0
備品20501012-6,0,びょうぶ,,,秘書担当                                                                                            ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,8,26,,1,,,平成2年度,1990/12/1,,,,"600,000",1,"599,999",0,0,0,0,0,0,1,2,18,,柳田泰山書 千字文5体                                       ,1725_0
備品20602009-231,0,裁断器,,,吾嬬第二中学校                                                                                      ,機械器具,区一般会計,教育,普通財産,償却対象,一括,売却不可資産,,,5,2,,1,,,平成26年度,2015/2/25,,,,"550,800","440,640","220,320",0,0,0,"110,160",0,0,"330,480",,,,電動裁断機 ﾗｲｵﾝ 914,5019_0
備品20602013-83,0,複写機,,,すみだ消費者センター                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,5,,1,,,平成23年度,2012/1/23,,,,"795,900","159,180","795,899",0,0,0,"159,179",0,0,1,7,18,,RICOH imagioMP4000                                                                            ,1731_0
備品20602015-112,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2007/4/4,,,,"2,499,000",1,"2,498,999",0,0,0,0,0,0,1,2,18,,㈱ﾑｻｼ製 ﾃﾗｯｸ CRS9n                                                                    ,1734_0
備品20602015-113,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2007/4/4,,,,"2,499,000",1,"2,498,999",0,0,0,0,0,0,1,2,18,,㈱ﾑｻｼ製 ﾃﾗｯｸ CRS9n                                                                    ,1735_0
備品20602015-114,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2007/4/4,,,,"2,499,000",1,"2,498,999",0,0,0,0,0,0,1,2,18,,㈱ﾑｻｼ製 ﾃﾗｯｸ CRS9n                                                                    ,1736_0
備品20602015-115,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,9,,1,,,平成19年度,2007/4/4,,,,"2,499,000",1,"2,498,999",0,0,0,0,0,0,1,2,18,,㈱ﾑｻｼ製 ﾃﾗｯｸ CRS9n                                                                    ,1737_0
備品20602015-120,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,7,,1,,,平成21年度,2009/7/3,,,,"2,467,500",1,"2,467,499",0,0,0,0,0,0,1,2,18,,㈱ﾑｻｼ ﾃﾗｯｸ CRS9n                                                                      ,1738_0
備品20602015-121,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,7,,1,,,平成21年度,2009/7/3,,,,"2,467,500",1,"2,467,499",0,0,0,0,0,0,1,2,18,,㈱ﾑｻｼ ﾃﾗｯｸ CRS9n                                                                      ,1739_0
備品20602015-135,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,4,,1,,,平成24年度,2012/12/13,,,,"2,362,500","945,000","1,890,000",0,0,0,"472,500",0,0,"472,500",,,,㈱ﾑｻｼ製 国民審査投票読取計算機                                                                  ,4045_0
備品20602015-141,0,計数機,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,3,,1,,,平成25年度,2013/6/7,,,,"892,500","535,500","535,500",0,0,0,"178,500",0,0,"357,000",,,,㈱ﾑｻｼ製 ﾗﾃｯｸCRS‐VA用増,4415_0
備品20602015-2,0,計数機,,,総務課　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,36,,1,,,昭和55年度,1981/2/20,,,,"780,000",1,"779,999",0,0,0,0,0,0,1,2,18,,ﾛｰﾚﾙ PV-8BT                                       ,1732_0
備品20602016-12,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,地域活動推進課                                                                                      ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,29,,1,,,昭和62年度,1987/10/31,,,,"500,000",1,"499,999",0,0,0,0,0,0,1,2,18,,d BASⅢｿﾌﾄ                                         ,1742_0
備品20602016-16,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,22,,1,,,平成6年度,1995/1/5,,,,"2,008,500",1,"2,008,499",0,0,0,0,0,0,1,2,18,,,1743_0
備品20602016-163,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,11,,1,,,平成17年度,2006/1/6,,,,"742,800",1,"742,799",0,0,0,0,0,0,1,2,18,,期日前投票管理ｼｽﾃﾑ･ｻｰﾊﾞｰ機 PRIMERGY TX150(PGT15136K)              ,1749_0
備品20602016-2,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,環境保全課                                                                                          ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,25,,1,,,平成3年度,1991/7/30,,,,"710,000",1,"709,999",0,0,0,0,0,0,1,4,18,,4ﾁｬﾝﾈﾙﾃﾞｰﾀﾛｶﾞｰRDL-4AP型(庁舎)                          ,1740_0
備品20602016-319,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,生活福祉課                                                                                          ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,4,6,,1,,,平成22年度,2011/2/28,,,,"1,352,085",1,"1,352,084",0,0,0,0,0,0,1,5,18,,ESPRIMO D550/B(FMVDF2A041)外                                                  ,1750_0
備品20602016-343,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,3,,1,,,平成25年度,2013/5/31,,,,"1,264,200","632,100","948,150",0,0,0,"316,050",0,0,"316,050",,,,ｻｰﾊﾞ(ｿﾌﾄｳｪｱ含む),4416_0
備品20602016-344,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,3,,1,,,平成25年度,2013/5/31,,,,"2,362,762","1,181,382","1,772,070",0,0,0,"590,690",0,0,"590,692",,,,ｻｰﾊﾞ(ﾊｰﾄﾞｳｪｱ､ｿﾌﾄｳｪｱ),4417_0
備品20602016-556,0,コンピューターシステム,,,情報システム担当,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,0,,1,式,0,平成28年度,2016/10/31,,,伝票番号：0024263,"996,751",0,0,0,0,"996,751",0,0,0,"996,751",,,,公会計サーバ（サポート，コンソール）,
備品20602016-77,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,墨田児童会館                                                                                        ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,4,16,,1,,,平成12年度,2001/3/30,,,,"1,283,468",1,"1,283,467",0,0,0,0,0,0,1,5,18,,ｺﾝﾋﾟｭｰﾀｰ一式                                         ,1745_0
備品20602016-78,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,墨田児童会館                                                                                        ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,4,16,,1,,,平成12年度,2001/3/30,,,,"1,314,601",1,"1,314,600",0,0,0,0,0,0,1,5,18,,ｺﾝﾋﾟｭｰﾀｰ一式                                         ,1746_0
備品20602016-79,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,選挙管理委員会事務局                                                                                ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,4,15,,1,,,平成13年度,2001/5/9,,,,"1,033,200",1,"1,033,199",0,0,0,0,0,0,1,2,18,,,1747_0
備品20602016-82,0,ｺﾝﾋﾟｭｰﾀｰｼｽﾃﾑ,,,厚生課                                                                                              ,物品,区一般会計,福祉,普通財産,償却対象,一括,売却不可資産,,,4,15,,1,,,平成13年度,2001/9/20,,,,"1,890,000",1,"1,889,999",0,0,0,0,0,0,1,5,18,,児童扶養手当管理ｼｽﾃﾑ                                      ,1748_0
備品20602019-12,0,認証機,,,窓口課                                                                                              ,物品,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,28,,1,,,昭和63年度,1989/1/26,,,,"569,000",1,"568,999",0,0,0,0,0,0,1,3,18,,ｵｰﾄｽﾀﾝﾌﾟ PC-10                                     ,1751_0
備品20602030-175,0,データ読取装置,,,選挙管理委員会事務局,機械器具,区一般会計,総務,普通財産,償却対象,一括,売却不可資産,,,5,0,,1,台,0,平成28年度,2016/7/26,,,伝票番号：0016498,"918,000",0,0,0,0,"918,000",0,0,0,"918,000",,,,読取分類機ＣＲＳ－ＶＡ増設ユニット,
