1,"東京都生計分析調査　令和 4年10月","","","","","","","","","","","","","","","","","",""
2,"","","","","","","","","第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―","","","","","","","","","",""
3,"","","","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","",""
4,"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
525,"2","7","9","2","0","842,843,845-849,84A,84Y","848","ペットフード",941,59.5,48,264,657,1570,1503,1172,1236,729,610
526,"2","7","9","2","0","842,843,845-849,84A,84Y","84Y","ペット・他のペット用品",1029,136.6,52,792,8036,303,1207,681,468,229,208
527,"2","7","9","2","0","842,843,845-849,84A,84Y","84A","園芸用植物",204,-12.1,54,8,83,270,65,137,368,277,288
528,"2","7","9","2","0","842,843,845-849,84A,84Y","847","園芸用品",189,-22.5,75,12,4,7,102,126,271,328,372
529,"2","7","9","2","0","842,843,845-849,84A,84Y","843","手芸・工芸材料",74,1.4,-,154,49,100,70,214,81,32,17
530,"2","7","9","2","0","842,843,845-849,84A,84Y","849","電池",232,-60.0,168,113,245,131,95,336,250,290,362
531,"2","7","9","2","0","842,843,845-849,84A,84Y","842","他の教養娯楽用品のその他",521,-2.1,168,649,1107,708,484,638,264,427,375
532,"2","7","9","2","0","0","84X","動物病院代",1060,63.1,-,88,615,602,1755,1767,1351,1040,225
533,"2","7","9","2","0","0","841","他のペット関連サービス",292,-22.1,-,98,-,248,528,235,1167,152,168
534,"2","7","9","2","0","0","844","教養娯楽用品修理代",1,...,29,-,-,-,-,-,-,-,-
535,"2","5","9","3","0","0","0","書籍・他の印刷物",3657,-1.7,2480,2187,3268,3386,2856,3467,3711,4404,4521
536,"2","7","9","3","0","0","850","新聞",2290,-1.4,311,365,436,1536,1862,2102,2446,3425,3761
537,"2","7","9","3","0","0","851","雑誌",214,-21.3,57,180,84,321,194,176,229,245,246
538,"2","7","9","3","0","0","854","書籍",970,6.0,1991,1616,2538,1316,718,901,810,540,360
539,"2","7","9","3","0","0","859","他の印刷物",183,-12.0,122,27,210,213,81,287,226,195,153
540,"2","5","9","4","0","0","0","教養娯楽サービス",22056,3.8,24511,18235,24712,22299,20742,31644,19317,20480,17319
541,"2","6","9","4","1","0","860","宿泊料",2171,-22.7,3102,1549,1824,463,1100,979,2785,3132,2240
542,"2","6","9","4","2","0","0","パック旅行費",3042,29.6,-,105,-,1489,386,5972,820,5287,3997
543,"2","7","9","4","2","0","861","国内パック旅行費",3042,29.6,-,105,-,1489,386,5972,820,5287,3997
544,"2","7","9","4","2","0","862","外国パック旅行費",-,-,-,-,-,-,-,-,-,-,-
545,"2","6","9","4","3","0","0","月謝類",4552,0.7,2741,7337,8905,6915,5714,10330,3007,1508,1130
546,"2","7","9","4","3","0","875","語学月謝",340,52.5,699,240,861,230,498,780,610,31,-
547,"2","7","9","4","3","0","870","他の教育的月謝",232,-55.5,-,-,250,1444,345,-,57,57,31
548,"2","7","9","4","3","0","876","音楽月謝",837,21.8,404,2961,2129,1427,920,124,483,422,306
549,"2","7","9","4","3","0","871","他の教養的月謝",295,-55.8,-,80,483,414,52,871,194,246,269
550,"2","7","9","4","3","0","872","スポーツ月謝",1183,-28.5,1639,2650,3887,2642,864,359,672,503,367
551,"2","7","9","4","3","0","873","自動車教習料",1099,745.4,-,-,-,-,2330,7774,-,34,63
552,"2","7","9","4","3","0","874","家事月謝",15,-81.3,-,-,88,-,52,-,-,6,11
553,"2","7","9","4","3","0","879","他の月謝類",551,-0.7,-,1406,1207,760,653,422,991,208,83
554,"2","6","9","4","4","0","0","他の教養娯楽サービス",12292,6.3,18668,9244,13982,13432,13543,14363,12706,10553,9953
555,"2","7","9","4","4","880,88A,88B","0","放送受信料",3009,12.0,1717,1481,1374,1359,2695,4771,3411,3614,3623
556,"2","7","9","4","4","880,88A,88B","88A","ＮＨＫ放送受信料",1675,29.2,1717,1167,769,672,1294,2864,1725,1958,2093
557,"2","7","9","4","4","880,88A,88B","88B","ケーブルテレビ放送受信料",1152,-1.1,-,264,581,637,1347,1641,1250,1418,1329
558,"2","7","9","4","4","880,88A,88B","880","他の放送受信料",182,-19.1,-,51,24,50,54,266,436,238,201
559,"2","7","9","4","4","877,878,881-886","0","入場・観覧・ゲーム代",4530,9.6,5735,4088,5818,5903,4973,4325,3844,3990,3998
560,"2","7","9","4","4","877,878,881-886","882","映画・演劇等入場料",1063,46.8,378,291,1342,1568,825,1132,773,1194,1432
561,"2","7","9","4","4","877,878,881-886","883","スポーツ観覧料",172,377.8,2127,-,-,27,140,145,157,94,-
562,"2","7","9","4","4","877,878,881-886","877","ゴルフプレー料金",1105,-22.5,388,838,-,775,1405,-,1379,1616,2058
563,"2","7","9","4","4","877,878,881-886","878","スポーツクラブ使用料",656,-28.9,-,-,393,1016,1150,1080,453,567,184
564,"2","7","9","4","4","877,878,881-886","881","他のスポーツ施設使用料",244,30.5,296,247,371,507,598,3,200,114,51
565,"2","7","9","4","4","877,878,881-886","884","文化施設入場料",259,23.9,971,171,831,60,68,390,299,164,15
566,"2","7","9","4","4","877,878,881-886","886","遊園地入場・乗物代",618,151.2,1268,1591,2305,858,555,820,424,62,12
567,"2","7","9","4","4","877,878,881-886","885","他の入場・ゲーム代",414,7.5,308,950,576,1093,230,755,158,181,246
568,"2","7","9","4","4","0","888","諸会費",350,41.7,348,-,276,371,187,248,1704,173,239
569,"2","7","9","4","4","0","887","写真撮影・プリント代",402,-20.4,3227,129,2038,283,523,41,9,47,26
570,"2","7","9","4","4","0","88X","教養娯楽賃借料",81,65.3,44,8,17,128,17,21,-,148,4
571,"2","7","9","4","4","0","88Y","インターネット接続料",2758,-5.1,2117,2433,3106,3262,3172,3785,2857,2277,1717
572,"2","7","9","4","4","0","889","他の教養娯楽サービスのその他",1163,11.8,5479,1105,1354,2125,1976,1172,882,302,346
573,"2","4","10","0","0","0","0","その他の消費支出",47386,7.0,35044,36989,39358,42644,70148,55221,47062,43860,37289
574,"2","5","10","1","0","0","0","諸雑費",30036,31.6,27904,28358,23643,24093,51090,32949,24109,27265,20445
575,"2","6","10","1","1","0","0","理美容サービス",4224,7.0,5270,4541,2286,5130,4999,5541,4281,3626,3131
576,"2","7","10","1","1","0","890","温泉・銭湯入浴料",153,64.5,43,54,331,251,70,-,675,66,54
577,"2","7","10","1","1","0","891","理髪料",427,-19.6,463,-,523,282,277,642,310,522,504
578,"2","7","10","1","1","0","892","パーマネント代",298,51.3,-,482,-,210,159,-,-,561,594
579,"2","7","10","1","1","0","894","カット代",624,1.1,447,439,204,853,355,788,807,689,566
580,"2","7","10","1","1","0","899","他の理美容代",2721,8.4,4316,3566,1228,3534,4137,4111,2488,1787,1414
581,"2","6","10","1","2","0","0","理美容用品",5815,23.1,5626,10908,5372,6350,7167,6875,5121,4505,3799
582,"2","7","10","1","2","0","900","理美容用電気器具",317,48.1,295,265,395,256,278,349,346,324,439
583,"2","7","10","1","2","0","901","歯ブラシ",199,19.9,113,138,288,313,197,212,186,173,175
584,"2","7","10","1","2","0","903","他の理美容用品",279,44.6,79,835,181,348,433,524,195,128,93
585,"2","7","10","1","2","904-915","0","石けん類・化粧品",5020,20.9,5139,9670,4508,5433,6259,5790,4395,3880,3092
586,"2","7","10","1","2","904-915","904","浴用・洗顔石けん",651,21.0,821,864,628,939,1056,834,597,379,300
587,"2","7","10","1","2","904-915","905","シャンプー",415,44.1,196,573,525,441,775,511,393,256,226
588,"2","7","10","1","2","904-915","908","ヘアコンディショナー",270,23.3,79,476,489,211,453,554,290,102,129
589,"2","7","10","1","2","904-915","906","歯磨き",358,11.9,292,326,232,514,287,334,491,352,302
590,"2","7","10","1","2","904-915","907","整髪・養毛剤",237,7.7,159,322,62,493,395,458,138,121,117
591,"2","7","10","1","2","904-915","909","化粧クリーム",527,72.2,997,250,252,634,585,593,699,473,411
592,"2","7","10","1","2","904-915","910","化粧水",305,-2.9,477,198,159,388,528,257,191,282,113
593,"2","7","10","1","2","904-915","914","乳液",128,5.8,365,104,47,52,152,25,34,182,34
594,"2","7","10","1","2","904-915","911","ファンデーション",182,95.7,160,276,100,323,280,340,16,119,58
595,"2","7","10","1","2","904-915","912","口紅",91,56.9,132,477,83,73,144,50,51,39,17
596,"2","7","10","1","2","904-915","915","ヘアカラーリング剤",109,-18.7,-,-,70,80,98,169,148,128,69
597,"2","7","10","1","2","904-915","913","他の化粧品",1747,13.6,1462,5805,1861,1285,1505,1666,1347,1447,1318
598,"2","6","10","1","3","0","0","身の回り用品",4012,114.4,3816,880,1778,1561,20061,1486,3061,1429,824
599,"2","7","10","1","3","0","920","傘",85,9.0,54,38,290,107,75,56,36,75,67
600,"2","7","10","1","3","924-927","0","かばん類",642,-15.1,1895,208,328,439,1394,322,1587,323,312
601,"2","7","10","1","3","924-927","924","ハンドバッグ",251,-44.5,1109,124,13,76,154,203,1034,132,82
602,"2","7","10","1","3","924-927","925","通学用かばん",10,0.0,-,-,-,106,-,-,-,-,-
603,"2","7","10","1","3","924-927","926","旅行用かばん",61,...,-,-,-,-,486,-,-,-,-
604,"2","7","10","1","3","924-927","927","他のバッグ",320,8.8,786,84,316,257,754,120,553,191,230
605,"2","7","10","1","3","0","928","アクセサリー",463,15.5,74,131,122,198,1056,82,278,631,247
606,"2","7","10","1","3","0","930","腕時計",2138,...,-,-,79,114,16985,-,-,6,-
607,"2","7","10","1","3","0","932","他の身の回り用品",541,6.5,549,388,960,624,223,934,862,393,197
608,"2","7","10","1","3","0","935","身の回り用品関連サービス",142,153.6,1244,114,-,79,328,91,298,-,-
609,"2","6","10","1","4","0","940","たばこ",860,34.2,1239,833,980,826,1294,1909,179,575,518
610,"2","6","10","1","5","0","0","他の諸雑費",15126,29.8,11953,11196,13227,10225,17570,17139,11468,17131,12174
611,"2","7","10","1","5","0","950","信仰・祭祀費",1986,54.7,538,1,-,43,37,72,80,4764,4632
612,"2","7","10","1","5","0","955","祭具・墓石",95,-81.1,22,9,-,2,12,412,71,105,110
613,"2","7","10","1","5","0","956","婚礼関係費",-,-,-,-,-,-,-,-,-,-,-
614,"2","7","10","1","5","0","957","葬儀関係費",1953,486.5,-,-,-,-,-,4,-,4791,569
615,"2","7","10","1","5","0","958","他の冠婚葬祭費",47,23.7,-,-,-,164,-,41,-,66,109
616,"2","7","10","1","5","0","95X","医療保険料",2000,16.5,1608,1706,1198,2172,3225,1757,3517,1522,1208
617,"2","7","10","1","5","0","952","他の非貯蓄型保険料",5074,6.1,891,2571,5200,4515,7650,11488,5698,3421,2580
618,"2","7","10","1","5","0","953","寄付金",1030,4.8,-,351,2730,469,4161,481,322,401,612
619,"2","7","10","1","5","0","954","保育費用",1087,58.9,8800,6082,2599,1454,302,-,-,-,-
620,"2","7","10","1","5","0","951","介護サービス",365,-7.1,-,-,616,-,352,91,79,635,801
621,"2","7","10","1","5","0","959","他の諸雑費のその他",1490,59.7,93,477,885,1407,1831,2793,1699,1426,1553
622,"2","5","10","2","0","0","0","こづかい",7461,4.1,1781,3353,4818,8062,9329,12228,10506,6486,6066
623,"2","6","10","2","0","0","960","世帯主こづかい",5900,20.5,1507,2881,4472,6380,7123,7762,8067,5576,5388
624,"2","6","10","2","0","0","961","他のこづかい",1561,-31.2,274,472,346,1682,2206,4466,2440,910,678
625,"2","5","10","3","0","0","0","交際費",8378,0.1,5358,5279,10456,6996,8937,5072,11357,9063,10481
626,"2","6","10","3","6","0","970","贈与金",3765,-12.3,3906,1551,2863,2903,1527,1306,6505,5122,6803
627,"2","7","10","3","6","0","0","贈与金",3765,-12.3,3906,1551,2863,2903,1527,1306,6505,5122,6803
628,"2","6","10","3","7","0","0","他の交際費",4614,13.3,1453,3728,7593,4093,7410,3766,4851,3941,3678
629,"2","7","10","3","7","0","971","つきあい費",332,-11.5,364,160,2018,172,400,371,142,101,16
630,"2","7","10","3","7","0","973","住宅関係負担費",3684,16.4,415,2950,4503,3491,5124,2461,4405,3708,3559
631,"2","7","10","3","7","0","972","他の負担費",598,12.4,673,618,1073,429,1885,934,305,132,104
632,"2","5","10","4","0","0","0","仕送り金",1510,-74.4,-,-,441,3493,792,4972,1090,1046,297
633,"2","6","10","4","0","0","980","国内遊学仕送り金",462,-89.6,-,-,-,1724,778,1913,-,-,-
634,"2","6","10","4","0","0","981","他の仕送り金",1049,-27.4,-,-,441,1770,14,3059,1090,1046,297
635,"2","3","0","0","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-,-
