調査項目,回答,全体(人),家族に奨められた(人),（障害のある）友人・知人・同僚に奨められた(人),（障害のない）友人・知人・同僚に奨められた(人),医師に奨められた(人),看護師に奨められた(人),作業療法士（OT）に奨められた(人),理学療法士（PT）に奨められた(人),言語聴覚士（ST）に奨められた(人),視能訓練士（CO）に奨められた(人),義肢装具士に奨められた(人),介護福祉士に奨められた(人),社会福祉士（ソーシャルワーカー）に奨められた(人),スポーツ指導者に奨められた(人),パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた(人),学校の先生に奨められた(人),学校の授業等で興味を持ち、自主的に始めた(人),所属する団体（会社等）に奨められた(人),障害のある有名選手・パラアスリートの影響(人),障害のない有名選手・アスリートの影響(人),テレビや新聞の影響(人),インターネットや動画配信を見て(人),ＳＮＳの影響(人),漫画、ドラマ、映画等の影響(人),現地やテレビ等でそのスポーツを観た(人),スポーツ団体等の関係者から誘われた(人),スポーツイベントや体験会等で興味を持った(人),スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った(人),福祉施設で実施している運動プログラムに参加して(人),行政の広報誌(人),その他(人),特にきっかけはない・なんとなく(人)
新たに別のスポーツ・運動を始めるために必要な支援,特にない,396,64,3,8,70,8,8,13,0,0,0,2,0,0,0,2,5,1,0,1,8,9,5,3,3,1,1,0,3,0,21,221
新たに別のスポーツ・運動を始めるために必要な支援,わからない,249,52,3,3,42,7,3,8,0,0,0,1,1,0,0,2,2,1,0,0,2,3,5,1,1,1,0,0,2,1,14,131
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,会場までの送迎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害にあわせた教室やプログラム,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,介助者や手話通訳などの支援,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害に対応した情報の提供や問合せ方法の充実,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設や用具等を利用する際に必要な手続きの支援,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,健康や体調を管理する医療的なサポート,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,目標となる大会やイベント,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,スポーツ用具等の貸出し,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（障害の無い人）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と同じ障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,一緒に行う仲間（自分と異なる障害のある人）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,適切な指導者やコーチ、トレーナー,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,その他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,特にない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツを始めるきっかけとして必要な支援,わからない,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スポーツ以外に関心のある事,旅行,954,287,52,70,232,42,41,54,14,4,1,15,21,11,4,20,25,7,6,8,39,51,22,17,12,7,11,3,18,11,51,320
スポーツ以外に関心のある事,グルメ・食べ歩き,904,267,52,61,235,50,36,58,9,2,6,15,24,7,6,28,31,8,6,9,43,48,23,13,14,7,9,4,18,6,41,298
スポーツ以外に関心のある事,買い物・ショッピング,623,172,40,57,179,37,36,49,13,6,6,18,14,6,8,18,19,10,4,11,31,44,19,10,7,7,4,2,11,5,25,194
スポーツ以外に関心のある事,テレビ視聴,733,215,35,44,215,52,46,47,11,5,4,18,21,6,5,25,27,7,7,7,44,41,17,10,13,5,10,2,16,10,33,224
スポーツ以外に関心のある事,動画配信サービス視聴,674,167,35,49,150,39,39,36,15,3,4,10,16,6,9,33,37,7,3,5,27,54,22,10,9,5,8,2,13,5,41,230
スポーツ以外に関心のある事,ＣＤやスマートフォンによる音楽鑑賞,362,97,22,26,96,33,27,30,11,6,4,11,11,5,7,15,16,5,5,6,22,30,19,9,5,4,5,0,4,5,26,103
スポーツ以外に関心のある事,ＳＮＳ閲覧・投稿,397,80,21,30,91,20,24,23,7,4,3,7,6,4,4,13,19,5,6,6,21,33,30,9,8,4,4,2,6,3,26,152
スポーツ以外に関心のある事,インターネット閲覧,681,153,37,44,168,35,29,42,11,3,4,13,15,10,7,22,21,6,6,7,32,48,23,9,9,5,7,3,12,6,31,256
スポーツ以外に関心のある事,映画鑑賞,565,141,31,41,155,35,29,34,10,2,4,11,15,4,7,18,18,5,5,7,30,37,16,14,11,6,7,2,10,5,39,191
スポーツ以外に関心のある事,読書,429,108,24,28,133,30,30,34,11,3,2,10,14,4,7,14,11,5,7,6,30,25,16,9,6,1,4,2,9,5,23,149
スポーツ以外に関心のある事,アニメ／漫画,429,107,31,33,98,22,19,24,9,4,1,8,11,5,7,23,24,7,5,7,20,29,24,11,9,5,8,2,10,2,27,137
スポーツ以外に関心のある事,スマートフォン・家庭用ゲーム機によるゲーム,454,127,34,38,94,24,22,26,12,7,8,13,10,4,7,29,34,7,6,8,23,34,21,10,10,4,11,4,7,3,25,143
スポーツ以外に関心のある事,写真の撮影,244,55,20,24,61,19,18,17,11,4,3,6,7,1,4,12,17,4,4,4,19,20,12,10,12,4,8,1,6,4,19,77
スポーツ以外に関心のある事,遊園地・動物園・水族館などの見物,283,66,25,27,62,17,19,17,9,4,2,6,12,6,5,23,23,5,4,4,23,27,13,10,5,7,8,2,12,2,15,87
スポーツ以外に関心のある事,美術鑑賞,238,54,18,21,79,21,12,19,3,3,3,7,8,2,7,7,7,2,4,5,17,19,12,7,5,2,4,1,5,5,12,79
スポーツ以外に関心のある事,コンサートなどによる音楽鑑賞,254,59,13,22,79,23,14,16,7,2,3,5,7,3,4,8,6,2,3,4,21,22,9,5,5,2,5,1,4,5,14,85
スポーツ以外に関心のある事,演劇・舞踏鑑賞,135,30,11,15,44,14,8,15,2,1,3,7,4,3,4,5,3,3,3,5,11,12,7,5,4,2,3,2,6,2,8,40
スポーツ以外に関心のある事,カラオケ,245,57,16,22,61,13,10,14,5,1,1,6,5,6,6,11,14,6,3,6,17,23,13,7,6,6,4,2,8,1,16,77
スポーツ以外に関心のある事,楽器の演奏,121,24,9,10,32,8,7,10,5,0,2,3,6,2,3,1,5,2,1,3,9,6,3,3,4,1,0,1,2,0,6,45
スポーツ以外に関心のある事,料理・菓子作り,222,48,12,20,57,13,10,16,3,1,2,7,5,4,4,10,8,4,4,4,15,21,13,6,4,3,2,2,5,0,14,86
スポーツ以外に関心のある事,園芸・ガーデニング,145,41,9,12,52,10,10,14,7,2,2,10,9,3,3,2,3,4,1,5,12,15,4,7,5,3,1,2,2,1,8,41
スポーツ以外に関心のある事,日曜大工,63,13,7,9,22,5,3,6,3,2,2,2,2,2,1,1,1,0,0,2,7,7,3,6,4,3,2,1,1,0,6,17
スポーツ以外に関心のある事,編み物・手芸,79,23,6,11,22,6,8,4,3,0,1,2,2,2,2,1,1,2,0,2,8,13,5,3,3,3,2,2,2,1,3,19
スポーツ以外に関心のある事,和裁・洋裁,33,11,1,4,11,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,4,5,3,2,1,2,2,1,0,0,1,9
スポーツ以外に関心のある事,大道芸や手品等の鑑賞,29,8,4,5,6,3,3,5,2,0,0,1,2,2,1,4,2,2,1,1,5,6,4,3,2,3,3,1,3,0,0,5
スポーツ以外に関心のある事,ギャンブル,62,8,2,6,13,3,2,2,0,0,0,0,1,0,0,0,1,0,0,2,2,2,3,2,2,1,1,1,0,0,5,32
スポーツ以外に関心のある事,その他,77,18,2,1,20,6,5,7,1,0,0,1,2,1,1,2,3,1,2,1,3,2,2,2,2,4,4,1,3,1,14,28
スポーツ以外に関心のある事,特にない,98,20,0,1,10,4,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,57
情報入手先,家族,1018,408,58,58,239,46,46,53,13,3,2,24,26,11,8,41,47,8,3,4,38,46,19,9,11,7,10,4,26,8,33,299
情報入手先,友人,611,189,54,60,146,31,22,35,7,3,3,13,19,12,6,25,41,8,4,6,32,37,14,11,12,5,8,4,12,4,28,179
情報入手先,学校や職場、施設の人,437,134,33,31,87,22,33,29,14,5,4,13,13,11,6,33,42,6,3,7,14,27,9,7,8,5,8,1,17,2,20,140
情報入手先,ボランティア,71,27,22,12,23,18,11,9,8,2,4,5,11,3,7,6,5,4,4,1,7,7,5,2,4,2,3,0,2,0,0,5
情報入手先,ホームヘルパー、ガイドヘルパーなどの支援者,133,45,19,15,47,24,16,26,11,4,5,19,15,5,7,9,7,2,4,5,9,4,2,2,2,0,1,0,7,1,5,9
情報入手先,医師や看護師、理学療法士、作業療法士などの医療関係者,259,68,18,21,122,35,40,35,14,6,3,16,18,4,7,8,5,4,2,4,13,11,8,5,4,2,4,1,9,5,21,31
情報入手先,テレビ,978,275,41,57,273,52,46,61,11,7,5,20,24,10,8,32,39,10,6,6,54,45,17,9,13,4,11,4,21,10,43,314
情報入手先,ラジオ,220,55,11,15,78,20,17,16,6,6,4,9,11,6,5,5,7,2,5,5,20,17,7,4,4,1,2,0,3,0,9,68
情報入手先,新聞,311,99,13,20,101,27,15,22,10,4,5,8,11,6,6,10,7,1,3,2,23,14,2,3,3,2,0,0,7,2,15,84
情報入手先,雑誌,156,43,10,15,46,14,8,16,9,4,3,5,6,3,4,5,6,2,4,3,15,11,7,6,4,1,1,1,4,2,6,45
情報入手先,障害者団体の会合や機関誌,63,9,7,5,14,7,8,10,8,5,2,7,4,3,7,3,4,2,5,1,5,5,2,3,2,2,2,0,2,1,5,10
情報入手先,検索エンジンを活用（Yahoo!、Googleなど）,538,120,24,38,135,27,25,30,8,5,3,10,14,3,7,15,21,5,9,5,25,48,18,11,7,4,10,4,9,6,32,199
情報入手先,インターネットのニュースサイトやニュースアプリ,774,161,27,47,219,32,29,48,10,2,4,11,17,9,5,14,18,7,4,7,31,50,23,8,12,4,9,3,10,9,54,285
情報入手先,ＳＮＳ（X（旧Twitter）、Facebook、Instagram、TikTokなど）,604,125,26,39,146,22,19,29,11,4,3,10,13,8,9,16,24,4,5,8,26,45,35,11,10,7,9,3,6,3,37,230
情報入手先,動画配信サービス（YouTubeなど）,527,125,28,34,123,23,27,26,7,2,2,8,14,6,6,22,35,7,4,5,21,49,22,11,8,5,10,2,11,5,33,177
情報入手先,行政の窓口,122,39,12,4,49,8,8,13,2,0,2,5,9,2,2,5,5,1,3,3,10,10,9,5,2,1,3,1,5,5,7,30
情報入手先,区市町村などの広報誌,195,51,15,12,75,13,12,11,3,0,0,5,7,4,2,4,4,2,4,2,16,16,7,5,4,3,4,1,9,9,15,57
情報入手先,その他,6,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
情報入手先,わからない,41,7,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,25
情報入手先,得ていない,62,11,0,0,9,0,0,6,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,37
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツやフィットネスのゲーム（「ニンテンドースイッチスポーツ」や「リングフィットアドベンチャー」、「ウィーフィット」など）,449,172,41,37,92,34,29,25,20,7,7,15,14,9,13,23,25,7,4,5,22,32,18,10,8,5,7,2,8,1,10,114
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,実際に体を動かして行う、スポーツ以外のゲーム（「太鼓の達人」、「ドラゴンクエストソード」など）,332,103,35,40,81,35,34,25,16,13,9,12,15,4,12,21,19,8,6,6,20,25,15,11,11,4,7,1,5,2,8,68
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして一般的なコントローラーを操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,582,144,47,52,125,33,34,40,23,11,5,18,16,9,15,30,39,9,7,7,25,40,23,14,11,7,9,3,11,4,31,163
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,指先など体の一部を動かして障害の状態に応じた入力装置（フレックスコントローラーや視線入力装置、個人用にカスタムされたスイッチ等）を操作して行うゲーム（ポケットモンスター、スプラトゥーン、マインクラフト、ぷよぷよなど）,211,47,16,17,37,12,13,22,5,7,4,6,12,3,7,10,16,3,3,5,14,20,14,6,5,2,4,1,6,2,8,54
家庭用ゲーム機を使って行うスポーツ・フィットネス等の経験,やったことはない,1114,269,22,38,298,46,36,64,7,1,1,20,23,9,1,13,15,5,5,2,32,22,9,3,5,2,5,2,19,11,54,433
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたい,1107,315,76,84,253,69,75,77,30,17,14,27,27,16,15,39,42,11,12,9,39,52,25,12,17,6,14,6,21,8,45,298
家庭用ゲーム機を使って行うスポーツ・フィットネス等の興味関心,やりたくない,931,231,18,28,237,40,22,47,7,4,0,13,16,3,1,15,18,4,0,2,18,21,8,4,3,4,3,0,13,6,43,365
デフリンピックの認知度,よく内容を知っている,169,55,23,22,38,20,24,23,16,14,6,13,9,6,11,9,6,3,4,4,8,9,5,5,6,3,4,1,1,0,4,19
デフリンピックの認知度,見たり聞いたりしたことがある,596,187,42,46,145,42,29,34,14,6,9,11,19,5,6,19,20,5,9,6,23,25,18,8,10,3,4,2,9,4,28,142
デフリンピックの認知度,知らない,1326,319,36,51,317,52,47,71,9,1,0,19,21,9,2,29,38,9,1,3,35,47,17,7,6,5,10,3,26,11,57,515
デフリンピックに期待すること,競技観戦,321,123,35,30,77,31,25,16,9,4,5,12,12,6,3,18,23,2,5,5,22,20,11,6,10,3,7,3,6,0,12,77
デフリンピックに期待すること,記録の更新,169,60,20,19,55,20,14,14,9,2,5,7,7,3,5,11,11,4,2,4,19,15,5,3,4,1,4,2,5,0,5,33
デフリンピックに期待すること,日本人選手の活躍,585,172,48,48,181,41,30,51,12,7,6,16,21,11,8,24,26,5,6,7,40,38,17,12,10,3,5,2,12,5,28,139
デフリンピックに期待すること,外国人選手の活躍,160,51,9,15,57,20,11,15,6,3,3,5,6,2,4,6,11,3,3,5,16,16,10,6,3,2,2,1,4,2,9,31
デフリンピックに期待すること,国際交流の促進,245,91,24,24,85,24,19,17,13,0,4,8,15,5,5,11,11,1,3,3,20,24,15,6,4,2,6,1,5,3,15,47
デフリンピックに期待すること,大会記念グッズの展開,84,23,10,14,22,16,14,18,13,12,4,9,5,5,7,8,4,1,2,1,10,10,5,5,1,2,2,2,4,0,2,9
デフリンピックに期待すること,日本東京の観光、伝統文化や食などの海外発信,159,37,18,15,47,26,18,22,9,8,5,8,9,4,6,10,8,1,3,1,16,15,8,6,3,1,2,0,5,1,7,36
デフリンピックに期待すること,競技体験,92,32,13,9,30,13,6,9,3,2,1,5,5,5,5,10,9,4,4,3,12,13,10,5,4,2,4,2,3,2,2,20
デフリンピックに期待すること,大会への子供の参加,130,43,16,18,38,10,13,14,13,6,3,8,6,5,7,15,13,4,2,4,8,12,6,4,5,4,4,1,5,1,6,22
デフリンピックに期待すること,デジタル技術を活用したコミュニケーション,132,44,15,19,38,17,13,12,11,7,3,6,10,4,7,9,8,3,3,4,18,17,9,9,5,2,2,0,2,1,10,23
デフリンピックに期待すること,手話の普及と理解の促進,161,51,20,17,50,18,14,13,7,3,4,6,8,6,6,6,9,3,4,7,17,15,8,8,3,3,1,0,3,1,13,31
デフリンピックに期待すること,デフスポーツの普及と理解の促進,261,85,19,26,86,23,23,17,5,0,1,7,15,2,4,12,16,4,8,7,26,27,13,9,9,4,6,2,10,3,17,50
デフリンピックに期待すること,障害や障害者への理解の促進,456,130,28,23,153,26,32,37,8,0,1,10,17,2,4,20,17,5,7,5,31,35,22,8,6,4,6,3,14,5,31,113
デフリンピックに期待すること,その他,9,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3
デフリンピックに期待すること,期待するものはない,851,186,17,30,176,26,19,29,1,0,0,8,10,2,0,7,9,3,0,1,11,18,7,4,3,3,4,0,12,6,36,394
