調査項目,回答,全体(人),青ヶ島村(人),昭島市(人),あきる野市(人),足立区(人),荒川区(人),板橋区(人),稲城市(人),江戸川区(人),青梅市(人),大島町(人),大田区(人),小笠原村(人),奥多摩町(人),葛飾区(人),北区(人),清瀬市(人),国立市(人),神津島村(人),江東区(人),小金井市(人),国分寺市(人),小平市(人),狛江市(人),品川区(人),渋谷区(人),新宿区(人),杉並区(人),墨田区(人),世田谷区(人),台東区(人),立川市(人),多摩市(人),中央区(人),調布市(人),千代田区(人),豊島区(人),利島村(人),中野区(人),新島村(人),西東京市(人),練馬区(人),八王子市(人),八丈町(人),羽村市(人),東久留米市(人),東村山市(人),東大和市(人),日野市(人),日の出町(人),檜原村(人),府中市(人),福生市(人),文京区(人),町田市(人),御蔵島村(人),瑞穂町(人),三鷹市(人),港区(人),三宅村(人),武蔵野市(人),武蔵村山市(人),目黒区(人),上記以外(人)
一緒に実施する人,その他の友人・知人,137,0,1,3,3,2,8,3,7,0,0,8,0,0,3,0,1,1,0,7,2,2,2,0,5,3,4,4,4,15,0,1,3,0,2,1,3,0,4,0,4,8,10,0,1,2,1,0,2,0,0,1,0,1,2,0,0,0,1,0,1,1,0,0
一緒に実施する人,その他,35,0,0,0,2,0,3,1,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,2,1,0,0,0,0,0,2,3,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0
一緒に実施する人,わからない,40,0,0,1,5,0,0,1,1,0,0,6,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,3,0,1,0,0,2,0,0,0,2,0,0,2,2,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
実施した理由,健康・体力づくりのため,1503,1,13,10,69,20,60,14,68,11,1,79,0,14,36,38,9,12,2,59,10,11,24,10,45,25,29,64,28,107,17,18,19,16,32,4,42,0,33,0,32,82,69,1,4,14,14,7,23,2,0,27,6,22,41,0,1,23,30,0,15,12,28,0
実施した理由,楽しみや気晴らしのため,890,1,6,7,42,8,28,10,44,8,0,51,0,3,23,23,2,8,2,28,4,7,10,5,35,16,25,34,19,59,10,10,13,6,24,3,28,0,19,0,15,50,39,0,1,8,10,2,17,1,0,18,6,11,28,0,0,17,14,0,11,8,13,0
実施した理由,運動不足解消のため,1109,1,11,6,51,15,48,11,40,6,1,57,0,10,34,27,6,4,1,46,7,10,21,6,39,15,18,51,23,87,13,12,17,5,23,3,26,0,29,0,25,61,51,1,2,8,7,4,15,1,0,19,7,15,34,0,0,17,19,0,14,10,19,0
実施した理由,精神の修養や訓練のため（心をきたえるため）,240,0,2,2,11,3,12,1,19,3,0,10,0,1,6,6,0,1,0,10,4,2,0,1,9,2,7,9,9,15,4,3,2,1,4,1,4,0,4,0,3,12,10,0,0,2,3,0,4,0,0,7,1,3,11,0,0,2,6,0,2,3,3,0
実施した理由,自己の記録や能力を向上させるため,182,0,1,2,10,3,9,3,14,1,0,7,0,2,6,6,0,3,1,8,2,2,0,1,9,1,4,7,0,9,1,1,1,3,1,0,2,0,6,0,3,15,7,1,0,1,3,0,2,0,0,2,1,5,4,0,0,2,3,0,3,1,3,0
実施した理由,リハビリテーションや医療・治療のため,340,0,2,1,17,4,14,1,19,6,0,14,0,3,8,7,1,1,0,12,0,5,5,3,12,4,11,13,6,24,4,5,4,6,3,1,5,0,7,0,13,25,11,1,1,2,9,2,7,0,0,0,0,6,7,0,0,4,11,0,6,4,3,0
実施した理由,家族のふれあいのため,154,0,0,2,8,2,8,3,8,0,0,9,0,1,6,2,1,1,0,6,0,1,3,0,9,2,1,1,3,13,2,1,2,3,6,0,4,0,2,0,4,3,6,0,0,1,1,1,2,0,0,3,0,4,5,0,0,6,3,0,2,1,2,0
実施した理由,友人・仲間との交流のため,254,1,0,4,9,7,14,5,15,1,0,19,0,1,3,5,1,4,1,9,0,3,3,0,9,7,3,7,6,20,1,2,4,4,6,0,4,1,7,0,6,10,10,0,1,3,2,1,5,0,0,4,0,1,6,0,0,3,6,0,4,3,3,0
実施した理由,美容や肥満解消（ダイエット）のため,217,0,1,0,7,5,9,3,13,2,0,8,0,3,10,7,0,0,0,11,2,0,6,1,4,4,4,10,4,13,4,2,3,1,4,1,8,0,4,0,2,17,8,0,0,2,1,0,3,0,0,5,1,2,6,0,0,2,3,0,3,2,6,0
実施した理由,障害者スポーツ大会に参加するため,17,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
実施した理由,その他,36,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,2,0,1,1,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,2,3,0,0,0,1,0,1,0,0,1,1,1,1,0,0,3,1,0,1,0,0,0
実施した理由,わからない,61,0,1,2,5,0,1,1,2,1,0,7,0,0,0,1,1,1,0,2,0,0,1,1,0,0,1,0,0,3,0,2,0,1,3,0,1,0,2,0,2,3,4,0,2,2,0,1,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0
実施したきっかけ,家族に奨められた,561,0,2,4,27,9,20,5,22,5,1,27,0,9,12,13,6,5,1,20,4,4,7,4,24,8,13,25,6,35,5,11,13,7,15,3,15,0,11,0,11,30,23,1,1,5,3,1,10,1,0,9,1,6,14,0,1,10,19,0,4,3,10,0
実施したきっかけ,（障害のある）友人・知人・同僚に奨められた,101,0,1,0,3,1,3,1,5,1,0,11,0,1,1,4,0,1,0,5,0,1,5,0,6,0,3,0,4,8,0,0,1,2,4,0,1,0,3,0,0,1,4,1,0,1,1,0,2,0,0,1,0,1,5,0,0,2,3,0,0,1,2,0
実施したきっかけ,（障害のない）友人・知人・同僚に奨められた,119,0,1,1,3,0,7,2,9,1,0,7,0,1,5,2,1,1,0,6,1,1,2,0,6,1,1,4,3,13,0,0,1,1,2,2,2,0,1,0,1,5,6,0,1,1,1,0,2,0,0,2,0,4,1,0,0,0,0,0,3,0,4,0
実施したきっかけ,医師に奨められた,500,0,2,2,26,6,22,3,24,4,1,25,0,6,13,8,3,3,0,24,1,5,9,2,13,9,14,18,11,40,5,7,8,5,6,2,13,0,10,0,11,36,17,1,1,2,4,1,7,1,0,5,2,7,14,0,0,9,10,0,4,7,11,0
実施したきっかけ,看護師に奨められた,114,0,2,1,5,1,9,2,8,3,0,10,0,1,1,4,0,2,0,5,0,1,2,1,3,1,5,6,0,4,1,1,0,0,2,1,1,0,4,0,3,3,0,2,0,0,1,1,4,0,0,1,0,0,3,0,0,0,2,0,1,2,4,0
実施したきっかけ,作業療法士（OT）に奨められた,100,0,0,1,7,1,4,2,6,1,0,10,0,1,4,2,0,1,0,0,0,0,1,0,5,1,2,4,4,3,2,0,0,0,1,0,1,0,1,0,6,6,2,0,1,0,3,2,3,0,0,0,0,2,4,0,0,1,2,0,0,1,2,0
実施したきっかけ,理学療法士（PT）に奨められた,128,0,1,1,6,4,8,1,13,2,0,8,0,0,2,3,0,2,0,4,0,1,0,1,4,1,2,5,2,8,1,1,1,2,0,0,0,0,1,0,3,9,5,0,1,2,1,1,1,0,0,2,1,3,3,0,0,4,4,0,0,0,3,0
実施したきっかけ,言語聴覚士（ST）に奨められた,39,0,0,3,3,3,1,0,6,1,0,2,0,0,0,1,0,0,0,1,1,0,0,1,3,0,1,0,1,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
実施したきっかけ,視能訓練士（CO）に奨められた,21,1,0,0,0,1,0,0,4,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
実施したきっかけ,義肢装具士に奨められた,15,0,0,0,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
実施したきっかけ,介護福祉士に奨められた,43,0,0,1,2,3,2,0,2,0,0,2,0,1,1,0,1,0,0,2,0,0,0,1,4,0,1,3,0,5,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0
実施したきっかけ,社会福祉士（ソーシャルワーカー）に奨められた,49,0,0,0,2,1,2,0,3,0,0,1,0,0,1,1,0,1,0,2,0,0,0,1,1,0,1,0,3,8,1,1,0,2,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,0,1,0,1,0
実施したきっかけ,スポーツ指導者に奨められた,20,0,0,0,1,2,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1,2,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施したきっかけ,パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた,19,0,0,0,2,2,2,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
実施したきっかけ,学校の先生に奨められた,57,0,0,1,1,2,2,1,4,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,5,0,4,4,1,6,0,0,0,1,0,0,1,0,0,0,0,5,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0
実施したきっかけ,学校の授業等で興味を持ち、自主的に始めた,64,0,0,1,1,1,5,1,7,0,0,1,0,0,3,0,0,1,1,2,0,1,0,1,4,1,2,4,0,4,0,1,0,0,2,0,0,0,0,0,2,4,4,0,1,0,0,0,1,0,0,4,0,0,2,0,0,0,2,0,0,0,0,0
実施したきっかけ,所属する団体（会社等）に奨められた,17,0,0,1,2,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施したきっかけ,障害のある有名選手・パラアスリートの影響,14,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
実施したきっかけ,障害のない有名選手・アスリートの影響,13,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
実施したきっかけ,テレビや新聞の影響,66,0,0,2,5,1,4,0,2,0,0,4,0,1,1,2,1,1,0,1,1,1,3,0,2,2,2,3,0,6,0,0,0,0,2,0,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,2,2,0
実施したきっかけ,インターネットや動画配信を見て,81,0,0,1,6,0,2,0,4,1,0,7,0,0,2,1,0,0,0,3,0,1,1,1,4,1,2,2,2,6,1,0,0,0,2,0,4,0,2,0,2,5,4,0,0,0,2,0,1,0,0,0,0,2,3,0,0,0,0,0,2,2,2,0
実施したきっかけ,ＳＮＳの影響,40,0,0,0,3,2,2,1,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0,3,2,3,0,1,3,0,0,2,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0
実施したきっかけ,漫画、ドラマ、映画等の影響,20,0,0,0,4,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
実施したきっかけ,現地やテレビ等でそのスポーツを観た,22,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
実施したきっかけ,スポーツ団体等の関係者から誘われた,11,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施したきっかけ,スポーツイベントや体験会等で興味を持った,18,0,0,1,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
実施したきっかけ,スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施したきっかけ,福祉施設で実施している運動プログラムに参加して,36,0,0,0,0,0,1,0,2,2,0,1,0,1,2,2,2,1,0,2,0,0,0,0,2,0,1,0,2,2,2,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
実施したきっかけ,行政の広報誌,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
実施したきっかけ,その他,89,0,0,0,4,0,5,1,3,0,0,3,0,0,1,3,0,0,1,4,0,2,3,0,2,1,1,3,0,7,1,0,3,2,0,0,2,0,4,0,1,7,5,0,2,1,1,0,1,0,0,1,3,1,4,0,0,2,2,0,2,0,0,0
実施したきっかけ,特にきっかけはない・なんとなく,676,1,8,5,36,10,25,5,32,7,0,47,0,6,19,16,2,6,0,21,5,4,15,5,19,9,12,28,12,41,9,10,4,6,15,1,16,0,17,0,15,30,38,0,3,6,6,5,13,0,0,9,5,10,16,0,0,10,11,0,9,5,11,0
スポーツ・運動への取組意向,スポーツや運動を行っており、満足している,849,1,5,6,38,12,32,7,44,7,2,46,0,13,19,21,4,6,2,26,9,2,14,7,28,12,23,41,16,58,11,9,11,8,26,1,17,1,21,0,17,39,42,0,3,9,6,2,10,0,0,16,3,12,22,0,1,10,18,0,4,10,19,0
スポーツ・運動への取組意向,スポーツや運動を行っているが、もっと行いたい,600,0,7,7,29,9,25,6,33,1,0,37,0,4,15,19,3,6,0,28,1,7,10,3,12,8,10,22,8,37,5,8,4,8,9,6,19,0,17,0,9,37,25,2,1,5,7,3,12,0,0,7,3,10,16,0,0,6,11,0,11,2,10,0
スポーツ・運動への取組意向,スポーツや運動を行いたいと思うができない,732,1,6,6,37,9,38,5,39,11,0,37,0,4,24,17,10,2,0,25,4,7,11,4,17,12,15,21,12,45,6,14,11,7,14,4,10,0,15,0,11,45,33,0,2,7,7,7,17,2,0,15,3,9,21,0,1,16,9,0,11,5,11,0
スポーツ・運動への取組意向,スポーツや運動に関心はない,1045,0,5,4,60,18,51,7,46,12,0,48,0,12,46,31,5,4,0,36,13,9,18,7,32,15,24,41,17,61,17,14,17,12,23,3,14,0,17,0,27,66,48,1,4,7,12,2,7,1,1,20,4,12,32,1,2,14,18,1,9,2,15,0
実施していない理由,医師に止められており、身体的にできない,127,0,0,0,6,3,6,0,7,2,0,4,0,2,2,5,2,0,0,1,3,1,2,0,4,0,6,9,3,4,1,1,1,1,1,1,2,0,3,0,0,13,5,0,0,2,4,0,1,0,0,5,0,1,3,0,1,1,1,0,1,2,4,0
実施していない理由,どのくらい体を動かしたらよいかわからない,74,0,0,0,6,0,8,0,1,0,0,3,0,1,7,1,2,0,0,3,1,1,1,1,1,1,0,3,1,6,0,2,0,0,2,1,0,0,0,0,1,5,5,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,0,3,0,0,0
実施していない理由,身近なところにスポーツや運動ができる場所がない,61,0,0,3,3,0,3,0,4,0,0,2,0,1,3,1,2,0,0,1,0,0,1,0,2,2,3,2,1,4,1,1,0,1,1,1,1,0,2,0,0,5,2,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0
実施していない理由,スポーツや運動ができる場所への移動手段がない,40,0,0,1,1,0,5,0,2,0,0,2,0,0,5,1,1,0,0,0,0,0,1,0,1,1,1,0,0,2,0,2,0,0,0,1,1,0,0,0,0,3,2,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
実施していない理由,自分に合ったスポーツや運動の情報がない,89,0,2,0,4,2,6,0,2,0,0,3,0,1,6,1,4,0,0,5,0,0,0,1,2,4,2,1,1,5,0,1,1,0,3,0,1,0,1,0,1,7,2,0,0,3,3,0,4,0,0,3,0,0,3,0,0,0,1,0,2,0,1,0
実施していない理由,一緒にできる仲間がいない,96,0,0,1,7,1,4,0,2,0,0,4,0,1,5,3,2,0,0,5,0,1,2,1,2,1,3,3,1,3,1,1,2,1,3,1,0,0,3,0,3,7,2,0,0,1,3,0,2,0,0,2,0,2,6,0,0,1,1,0,0,0,2,0
実施していない理由,介助者がいない,93,0,0,1,7,3,7,0,3,0,0,2,0,1,4,2,2,1,0,2,1,2,1,0,1,1,1,1,1,4,1,3,0,0,2,0,1,0,3,0,0,5,3,0,1,1,0,1,2,0,0,7,0,2,5,0,0,2,2,0,3,0,1,0
実施していない理由,金銭的な余裕がない,117,0,1,1,8,1,12,1,1,0,0,4,0,2,7,5,2,0,0,6,1,2,1,1,0,0,2,2,3,7,0,2,2,0,4,1,0,0,5,0,5,4,4,0,1,4,1,1,3,0,0,1,0,0,5,0,0,1,1,0,2,0,0,0
実施していない理由,時間がない,90,0,1,2,5,3,6,1,6,1,0,5,0,0,2,2,0,0,0,6,1,1,2,0,2,2,3,3,1,4,0,1,0,2,0,0,0,0,2,0,2,4,4,0,0,4,0,1,2,0,0,0,1,1,2,0,0,2,1,0,2,0,0,0
実施していない理由,必要な競技用具や補助具がない,42,0,0,0,4,0,3,0,4,0,0,1,0,2,2,1,1,0,0,2,2,0,0,0,1,1,1,1,0,2,2,0,0,0,1,0,0,0,0,0,1,3,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
実施していない理由,その他,87,0,0,0,3,2,6,0,4,4,0,5,0,1,2,3,0,0,0,4,1,0,2,0,2,0,4,4,1,2,0,0,5,1,4,0,2,0,2,0,1,5,3,0,0,2,1,0,1,0,0,4,0,2,1,0,0,1,1,0,0,0,1,0
実施していない理由,活動したいと思わない,666,0,2,4,35,9,34,4,35,6,0,32,0,7,30,21,3,1,0,24,7,8,10,6,17,12,14,26,11,36,12,12,11,10,13,2,6,0,14,0,16,37,32,1,1,1,4,3,7,1,1,13,3,8,22,1,2,7,9,1,8,3,11,0
活動したいと思わない理由,スポーツ・運動が嫌いだから,158,0,0,0,10,4,8,1,8,0,0,12,0,1,5,3,0,0,0,8,1,2,3,2,3,3,5,6,3,11,2,2,3,2,3,1,0,0,3,0,3,14,7,0,0,0,0,1,2,1,1,3,0,2,5,0,0,0,1,0,1,0,2,0
活動したいと思わない理由,スポーツ・運動に興味がないから,151,0,0,0,7,1,6,2,11,0,0,10,0,1,5,3,1,1,0,6,1,1,3,2,5,2,4,9,3,8,4,2,2,2,4,0,0,0,0,0,7,9,7,0,0,0,0,0,1,0,1,1,1,2,7,0,0,1,2,0,2,2,2,0
活動したいと思わない理由,スポーツ・運動を楽しんだ経験がないから,39,0,0,0,1,1,1,1,2,0,0,5,0,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,1,3,2,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0
活動したいと思わない理由,疲れるから,163,0,0,1,6,1,8,1,6,1,0,7,0,1,10,8,2,0,0,6,1,1,5,4,2,5,5,10,4,6,5,2,5,2,0,0,1,0,1,0,2,7,5,0,0,0,0,0,2,0,1,5,1,4,9,0,2,2,3,0,2,0,1,0
活動したいと思わない理由,人前に出るのが好きではないから,57,0,1,0,3,0,4,0,2,0,0,2,0,0,5,3,0,0,0,1,0,0,1,2,1,0,2,2,0,1,1,0,3,1,1,0,0,0,1,0,3,2,3,0,0,0,0,0,1,0,0,3,0,1,5,0,0,1,0,0,0,0,1,0
活動したいと思わない理由,学校の体育や部活動等で苦手意識を持ったから,23,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,2,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから,18,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,1,0
活動したいと思わない理由,スポーツ以外に趣味があるから,64,0,0,0,3,1,5,0,3,1,0,1,0,0,5,2,0,1,0,5,2,1,1,0,1,1,1,2,2,3,2,1,0,2,1,0,0,0,1,0,2,2,2,0,0,0,1,0,2,0,0,2,1,0,2,0,0,1,0,0,0,0,1,0
活動したいと思わない理由,忙しいから,34,0,0,0,4,0,1,2,2,0,0,2,0,0,3,0,0,0,0,2,1,0,0,1,0,0,0,1,1,5,0,0,1,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
活動したいと思わない理由,その他,56,0,0,0,2,2,0,0,3,0,0,1,0,2,3,3,1,0,0,4,0,0,0,0,0,1,2,6,0,5,0,1,2,0,1,0,2,0,1,0,0,2,3,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0
活動したいと思わない理由,わからない,216,0,1,3,9,3,14,1,11,4,0,6,0,2,7,4,0,0,0,6,3,3,2,1,11,3,5,5,4,10,3,7,5,3,4,1,4,0,8,0,7,10,9,1,1,0,3,1,2,0,0,5,1,1,5,0,0,4,3,1,4,0,5,0
学校体育の参加状況,参加していて、体育が好きである,279,0,2,4,13,5,12,0,23,1,1,20,0,1,5,5,3,4,1,5,1,3,4,1,9,3,7,8,7,17,2,5,3,4,5,0,1,1,4,0,9,16,13,0,1,3,2,0,7,0,0,6,0,4,7,0,0,5,4,0,5,1,6,0
学校体育の参加状況,参加しているが、体育は好きではない,146,0,2,2,11,2,3,2,13,2,0,5,0,0,5,7,0,3,0,8,3,0,4,2,4,1,2,2,2,6,1,0,2,0,0,0,0,0,1,0,1,8,9,0,1,1,1,1,3,0,0,2,0,3,5,0,1,7,6,0,0,1,1,0
学校体育の参加状況,参加していない,42,0,1,2,1,2,1,1,3,2,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,0,1,2,1,3,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
学校体育の参加状況,わからない,37,0,0,1,2,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,2,0,0,0,0,3,0,2,0,0,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,3,0,1,0,1,0
学校体育に参加しない理由,授業の内容のとおりに身体を動かすことができないから,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,自分にはできないと思ったから,12,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学校体育に参加しない理由,他の生徒や先生に迷惑をかけると思ったから,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,参加するために必要なスポーツ用具がなかったから,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,医師から止められていたから,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,学校の先生から見学するように言われたから,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,身体を動かすことが怖いから,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学校体育に参加しない理由,その他,12,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
スポーツ・運動の参加方法,現地の会場で対面での参加,1083,0,7,9,45,17,42,5,59,9,1,56,0,9,32,30,7,6,2,40,6,10,18,6,36,17,27,43,20,83,10,16,17,16,24,3,25,0,23,0,21,48,42,0,2,8,10,5,24,0,0,19,3,18,28,0,0,19,23,0,10,8,19,0
スポーツ・運動の参加方法,リモート参加,134,0,0,3,7,2,3,4,5,0,0,10,0,2,4,4,0,3,0,6,3,1,2,1,3,5,3,4,2,8,2,0,0,2,2,3,3,1,3,0,0,9,4,1,1,3,0,0,0,0,0,0,1,3,5,0,1,1,1,0,1,0,2,0
スポーツ・運動の参加方法,ハイブリッド（現地参加とリモート参加の両方から選択できる）,241,0,3,1,11,4,14,4,16,3,0,15,0,2,6,6,5,2,0,8,1,1,4,1,5,3,4,5,4,12,3,5,1,1,6,2,4,0,5,0,5,21,8,1,1,2,2,1,4,0,0,4,1,0,6,0,0,3,5,0,8,1,1,0
スポーツ・運動の参加方法,参加したいと思わない,1768,2,13,10,101,25,87,12,82,19,1,87,0,20,62,48,10,7,0,61,17,13,29,13,45,22,38,73,27,98,24,24,25,16,40,6,28,0,39,0,38,109,94,1,6,15,20,8,18,3,1,35,8,22,52,1,3,23,27,1,16,10,33,0
