自治体名,ホームページ,館名,電話番号,郵便番号,所在地,開館時間,休館日1,休館日2,座席数,備考,,
千代田区,https://www.library.chiyoda.tokyo.jp/,千代田,03-5211-4290,102-8688,九段南1-2-1 千代田区役所9･10階,"10AM～10PM
(土曜日は～7PM､日曜日､祝日､年末は～5PM)",･第4日曜日,,"164
(96)",C・障（区内在住・在勤・在学者）・ＣＤ・障資・W〇・多T・乳・オ,,
千代田区,https://www.library.chiyoda.tokyo.jp/,(昌平まちかど),03-3251-5641,101-0021,外神田3-4-7,9AM～8PM　　　　　(年末は～5PM),･第2日曜日,,"8
(0)",ＣＤ・多T・オ,,
千代田区,https://www.library.chiyoda.tokyo.jp/,(神田まちかど),03-3256-6061,101-0048,神田司町2-16,9AM～8PM　　　　　(年末は～5PM),･第3日曜日,,"6
(20)",ＣＤ・多T・乳・オ,,
千代田区,https://www.library.chiyoda.tokyo.jp/,日比谷図書文化館,03-3502-3343,100-0012,日比谷公園1-4,"10AM～10PM
(土曜日は～7PM､日曜日､祝日は～5PM)",･第3月曜日,,"210
(110)",Ｃ･障（区内在住・在勤・在学者）・W〇・多T・乳・オ,,　
千代田区,https://www.library.chiyoda.tokyo.jp/,四番町,03-3239-6357,102-0075,三番町14-7,"9AM～8PM
(土曜日は～7PM､日曜日､祝日､年末は～5PM)",･第1日曜日,,"29
(20)",C・障（区内在住・在勤・在学者）・ＣＤ・障資(点字資料のみ)・W〇・多T・乳・オ,,
,,令和7年度に移転開館予定,,,,,,,,,,
豊島区,https://www.library.toshima.tokyo.jp/,中央,03-3983-7861,170-8442,東池袋4-5-2 ﾗｲｽﾞｱﾘｰﾅﾋﾞﾙ4･5階,10AM～10PM(土･日曜日､祝日は～6PM),"･第2月曜日
･第4金曜日",,"177
(102)",Ｃ・障資･障・ＣＤ・多T・乳・オ,,
豊島区,https://www.library.toshima.tokyo.jp/,上池袋,03-3940-1779,170-0012,上池袋2-45-15,9AM～8PM(土・日曜日､祝日は～6PM),"･第1火曜日
･第4金曜日",,"55
(47)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
豊島区,https://www.library.toshima.tokyo.jp/,駒込,03-3940-5751,170-0003,駒込2-2-2,9AM～8PM(土・日曜日､祝日は～6PM),"･第1火曜日
･第4金曜日",,"43
(24)",Ｃ・障・W〇・多T・乳・オ,,
豊島区,https://www.library.toshima.tokyo.jp/,池袋,03-3985-7981,171-0014,池袋3-29-10,9AM～8PM(土・日曜日､祝日は～6PM),"･第1月曜日
･第4金曜日",,"32
(35)",Ｃ・W〇・多T・乳・オ,,
豊島区,https://www.library.toshima.tokyo.jp/,目白,03-3950-7121,171-0031,目白4-31-8,9AM～8PM(土・日曜日､祝日は～6PM),"･第1月曜日
･第4金曜日",,"41
(31)",Ｃ・W〇・多T・乳・オ,,
豊島区,https://www.library.toshima.tokyo.jp/,巣鴨,03-3910-3608,170-0002,巣鴨3-8-2,9AM～7PM(土・日曜日､祝日は～6PM),"･第1月曜日
･第4金曜日",,"67
(22)",Ｃ・多T・乳・オ,,
豊島区,https://www.library.toshima.tokyo.jp/,千早,03-3955-8361,171-0044,千早2-44-2,9AM～7PM(土・日曜日､祝日は～6PM),"･第1火曜日
･第4金曜日",,"105
(32)",Ｃ・多T・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,中央,03-5340-5070,164-0001,中野2-9-7,9AM～9PM,原則最終金曜日(祝日の場合は前日),"･第2月曜日
 (祝日の場合は翌日)
 ただし2･6･11月は第
 4月曜日)","150
(123)",Ｃ・障資･障・ＣＤ・W◎・多T・乳・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,江古田,03-3319-9301,165-0022,江古田2-1-11,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2月曜日
 (祝日の場合は翌日)","7
(33)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,上高田,03-3319-5411,164-0002,上高田5-30-15,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2木曜日
 (祝日の場合は翌日)","8
(32)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,鷺宮,03-3337-1044,165-0032,鷺宮3-22-5,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2木曜日
 (祝日の場合は翌日)","27
(29)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,野方,03-3389-0214,165-0027,野方3-19-5,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2月曜日
 (祝日の場合は翌日)","75
(11)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,東中野,03-3366-9581,164-0003,東中野1-35-5,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2木曜日
 (祝日の場合は翌日)","20
(46)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
,,令和3年10月末、新設される中野東図書館への統合のため閉館予定,,,,,,,,,,
中野区,https://library.city.tokyo-nakano.lg.jp/,本町,03-3373-1666,164-0012,本町2-13-2,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2月曜日
 (祝日の場合は翌日)","31
(22)",Ｃ・障・ＣＤ・W〇・乳・オ,,
,,令和3年10月末、新設される中野東図書館への統合のため閉館予定,,,,,,,,,,
中野区,https://library.city.tokyo-nakano.lg.jp/,南台,03-3380-2661,164-0014,南台3-26-18,9AM～8PM,原則最終金曜日(祝日の場合は前日),"･第2木曜日
 (祝日の場合は翌日)","16
(38)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
中野区,https://library.city.tokyo-nakano.lg.jp/,令和4年2月1日、中野東図書館が新設予定,,,,,,,,,,
中野区,https://library.city.tokyo-nakano.lg.jp/,令和3年4月20日、中央図書館みなみの小学校分室が新設予定,,,,,,,,,,
中野区,https://library.city.tokyo-nakano.lg.jp/,令和3年4月20日、中央図書館美鳩小学校分室が新設予定,,,,,,,,,,
中野区,https://library.city.tokyo-nakano.lg.jp/,令和3年4月20日、中央図書館中野第一小学校分室が新設予定,,,,,,,,,,
練馬区,https://www.lib.nerima.tokyo.jp/,光が丘,03-5383-6500,179-0072,光が丘4-1-5,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第1･3･4･5月曜日,,"93
(40)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,稲荷山,03-3921-4641,178-0062,大泉町1-3-18,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第2･3･4･5月曜日,,"13
(11)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,大泉,03-3921-0991,178-0061,大泉学園町2-21-17,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第1･2･4･5月曜日,,"45
(18)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,小竹,03-5995-1121,176-0004,小竹町2-43-1,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第1･3･4･5月曜日,,"14
(20)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,春日町,03-5241-1311,179-0074,春日町5-31-2-201,9AM～9PM,･第1･2･4･5月曜日,,"21
(39)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,石神井,03-3995-2230,177-0045,石神井台1-16-31,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第1･3･4･5月曜日,,"35
(10)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,関町,03-3929-5391,177-0053,関町南3-11-2,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第2･3･4･5月曜日,,"37
(32)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,貫井,03-3577-1831,176-0021,貫井1-36-16,9AM～9PM,･第1･2･4･5月曜日,,"50
(12)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,練馬,03-3992-1580,176-0012,豊玉北6-8-1,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第1･3･4･5月曜日,,"31
(14)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
,,ﾘﾆｭｰｱﾙ開館予定(時期未定),,,,,,,,,,
練馬区,https://www.lib.nerima.tokyo.jp/,平和台,03-3931-9581,179-0083,平和台1-36-17,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第2･3･4･5月曜日,,"73
(29)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,南大泉,03-5387-3600,178-0064,南大泉1-44-7,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第2･3･4･5月曜日,,"16
(14)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,南大泉図書館分室,03-3925-4151,178-0064,南大泉3-17-20,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第2･3･4･5月曜日,,"6
(4)",W〇・多T・乳・オ,,
練馬区,https://www.lib.nerima.tokyo.jp/,南田中,03-5393-2411,177-0035,南田中5-15-22,"9AM～8PM
(土･日曜日､祝日は～7PM)",･第1･2･4･5月曜日,,"25
(11)",Ｃ・ＣＤ・W〇・多T・乳・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,真砂中央,03-3815-6801,113-0033,本郷4-8-15,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第4月曜日,,"108
(45)",C・障資・障・ＣＤ・W◎・多T・乳・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,本郷,03-3828-2070,113-0022,千駄木3-2-6 汐見地域ｾﾝﾀｰ内,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第4月曜日,,"41
(37)",C・障・ＣＤ・W◎・多T・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,小石川,03-3814-6745,112-0002,小石川5-9-20,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第3月曜日,,"106
(31)",障・ＣＤ・W◎・乳・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,本駒込,03-3828-4117,113-0021,本駒込4-35-15,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第3月曜日,,"63
(13)",障・ＣＤ・W◎・多T・乳・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,水道端,03-3945-1621,112-0005,水道2-16-14,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第3月曜日,,"81
(10)",C・障・ＣＤ・W◎・多T・乳・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,目白台,03-3943-5641,112-0014,関口3-17-9,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第4月曜日,,"22
(15)",C・障・ＣＤ・W◎・多T・乳・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,千石,03-3946-7748,112-0011,千石1-25-3,"9AM～8PM
(日曜日､祝日､12月29日は～7PM)",･第4月曜日,,"14
(22)",C・障・ＣＤ・W◎・多T・オ・乳,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,湯島,03-3814-9242,113-0033,本郷3-10-18 湯島総合ｾﾝﾀｰ4階,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第3月曜日,,"23
(4)",障・ＣＤ・W◎・多T・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,(根津図書室),03-3824-2608,113-0031,根津2-20-7 不忍通りふれあい館2階,"9AM～9PM
(日曜日､祝日は～7PM)","･第3月曜日
･12月29日",,"10
(4)",C・障・ＣＤ・W◎・多T・オ,,
文京区,https://www.lib.city.bunkyo.tokyo.jp/,(大塚公園みどりの図書室),03-3945-0734,112-0012,大塚4-49-2,"9AM～9PM
(日曜日､祝日､12月29日は～7PM)",･第3月曜日,,"4
(1)",障・ＣＤ・W◎,,
港区,https://www.lib.city.minato.tokyo.jp/,みなと,03-3437-6621,105-0011,芝公園3-2-25,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第3木曜日
 (祝日の場合は前日の水曜
 日)",,"107
(17)",Ｃ・ＣＤ・障資･障(区内在住者)・W〇・多T・乳・オ,,
港区,https://www.lib.city.minato.tokyo.jp/,赤坂,03-3408-5090,107-0062,南青山1-3-3 青山1丁目ﾀﾜｰ3階,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第3木曜日
 (祝日の場合は前日の水曜
 日)",,"80
(35)",Ｃ・ＣＤ・障(区内在住者)・W〇・多T・乳・オ,,
港区,https://www.lib.city.minato.tokyo.jp/,麻布,03-3585-9225,106-0032,六本木5-12-24,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第3木曜日
 (祝日の場合は前日の水曜
 日)",,"114
(22)",Ｃ・ＣＤ・障(区内在住者)・W〇・多T・乳・オ,,
港区,https://www.lib.city.minato.tokyo.jp/,港南,03-3458-1085,108-0075,港南3-3-17 ｼﾃｨﾊｲﾂ港南1～3階,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第3木曜日
 (祝日の場合は前日の水曜
 日)",,"58
(28)",Ｃ・ＣＤ・障(区内在住者)・W〇・多T・乳・オ,,
港区,https://www.lib.city.minato.tokyo.jp/,高輪,03-5421-7617,108-0074,高輪1-16-25 高輪ｺﾐｭﾆﾃｨｰぷらざ3階,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第3木曜日
 (祝日の場合は前日の水曜
 日)",,"65
(48)",Ｃ・ＣＤ・障(区内在住者)・W〇・多T・乳・オ,,
,,令和3年12月から令和4年2月まで、大規模改修工事のため休館予定,,,,,,,,,,
港区,https://www.lib.city.minato.tokyo.jp/,高輪図書館分室,03-3443-1666,108-0074,高輪1-4-35 高輪子ども中高生ﾌﾟﾗｻﾞ3階,9:30AM～8PM,"･祝日
･第3木曜日",,"48
(26)",Ｃ・ＣＤ・多T・乳・オ,,
港区,https://www.lib.city.minato.tokyo.jp/,三田,03-3452-4951,108-0014,芝5-28-4,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第3木曜日
 (祝日の場合は前日の水曜
 日）",,"246
(55)",Ｃ・ＣＤ・障(区内在住者)・W〇・多T・乳・オ,,
,,"令和4年1月から3月まで、移転開館準備のため休館
令和4年4月1日に移転開館予定",,,,,,,,,,
目黒区,https://www.meguro-library.jp/,八雲中央,03-5701-2795,152-0023,八雲1-1-1,"9AM～9PM
(日曜日､祝日､12月28日は～5PM)","･第1月曜日
 (祝日の場合は直後の平日)",,"166
(65)",Ｃ・障・ＣＤ・多T・乳・オ,,
目黒区,https://www.meguro-library.jp/,大橋,03-3770-3101,153-0044,大橋1-5-1 ｸﾛｽｴｱﾀﾜｰ9階,"9AM～7PM
(日曜日､祝日､12月28日は～5PM)","･第1月曜日
 (祝日の場合は直後の平日)",,"66
(39)",Ｃ・障・ＣＤ・多T・乳・オ,,
目黒区,https://www.meguro-library.jp/,洗足,03-3719-7651,152-0012,洗足2-8-26,"9AM～7PM
(日曜日､祝日､12月28日は～5PM)","･月曜日
 (祝日の場合は直後の平日)",,"40
(26)",Ｃ・障・ＣＤ・多T・オ,,
目黒区,https://www.meguro-library.jp/,中目黒駅前,03-3710-7253,153-0051,上目黒2-1-3,"10AM～9:45PM
(日曜日､祝日､12月28日は～6PM)","･月曜日
 (祝日の場合は直後の平日)",,"0
(27)",Ｃ・障・ＣＤ・多T・オ,,
目黒区,https://www.meguro-library.jp/,緑が丘,03-3723-0661,152-0034,緑が丘2-14-23,"9AM～7PM
(日曜日､祝日､12月28日は～5PM)","･月曜日
 (祝日の場合は直後の平日)",,"25
(53)",Ｃ・障・ＣＤ・多T・オ,,
目黒区,https://www.meguro-library.jp/,目黒区民ｾﾝﾀｰ,03-3711-1138,153-0063,目黒2-4-36,"9AM～7PM
(日曜日､祝日､12月28日は～5PM)","･月曜日
 (祝日の場合は直後の平日)",,"75
(45)",Ｃ・障・ＣＤ・多T・乳・オ,,
目黒区,https://www.meguro-library.jp/,目黒本町,03-3792-6325,152-0002,目黒本町2-1-20,"9AM～7PM
(日曜日､祝日､12月28日は～5PM)","･月曜日
 (祝日の場合は直後の平日)",,"45
(43)",Ｃ・障・ＣＤ・多T・オ,,
目黒区,https://www.meguro-library.jp/,守屋,03-3711-7465,153-0053,五本木2-20-15,"9AM～7PM
(日曜日､祝日､12月28日は～5PM)","･月曜日
 (祝日の場合は直後の平日)",,"50
(51)",Ｃ・障・ＣＤ・多T・オ,,
