"資産名称","施設名称","施設類型","所在地","補助科目名称","数量","単位","取得年度","取得価額","減価償却累計額","当期減価償却額","期末簿価","経度","緯度","分類"
"改修_南台図書館　電気設備","南台図書館","A02_図書館","南台3-26-18","建物付属設備","1","式","平成27年度","9285840","4355057","622151","4930783","139.665708302089","35.6853719381785","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台三丁目アパート　住宅","南台三丁目アパート","A32_区営住宅","南台3-26","建物","2565","平方メートル","昭和51年度","396869000","396868999","3968689","1","139.665412460332","35.6849862365272","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台三丁目アパート　集会所・会議室","南台三丁目アパート","A32_区営住宅","南台3-26","建物","38.5","平方メートル","昭和51年度","11135000","11134999","111349","1","139.665412460332","35.6849862365272","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台三丁目アパート　住宅","南台三丁目アパート","A32_区営住宅","南台3-26","建物","82.8","平方メートル","平成18年度","34546000","16582080","1036380","17963920","139.665412460332","35.6849862365272","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台三丁目アパート　耐震補強（実施設計業務委託費用含む）","南台三丁目アパート","A32_区営住宅","南台3-26","建物","1","式","平成25年度","12232500","3082590","342510","9149910","139.665412460332","35.6849862365272","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台まちづくり住宅","南台まちづくり住宅","A34_まちづくり事業住宅","南台3-1-15","建物","2560.3","平方メートル","平成8年度","1091313000","624231036","24008886","467081964","139.669205188417","35.6828790700268","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　校舎・園舎","南台小学校","A07_小学校","南台4-4-1","建物","1469.09","平方メートル","昭和38年度","160524000","160523999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　校舎・園舎","南台小学校","A07_小学校","南台4-4-1","建物","672.78","平方メートル","昭和39年度","67030000","67029999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　校舎・園舎","南台小学校","A07_小学校","南台4-4-1","建物","873.06","平方メートル","昭和40年度","89648000","89647999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　校舎・園舎","南台小学校","A07_小学校","南台4-4-1","建物","64.35","平方メートル","昭和50年度","6123000","6122999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　給食室","南台小学校","A07_小学校","南台4-4-1","建物","24.44","平方メートル","昭和61年度","6504000","6503999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　校舎・園舎","南台小学校","A07_小学校","南台4-4-1","建物","1171.15","平方メートル","昭和50年度","60938000","60937999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校","南台小学校","A07_小学校","南台4-4-1","建物","32.48","平方メートル","昭和50年度","3061000","3060999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　体育館","南台小学校","A07_小学校","南台4-4-1","建物","575.25","平方メートル","昭和42年度","37363000","37362999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　ポンプ室","南台小学校","A07_小学校","南台4-4-1","建物","7.5","平方メートル","昭和38年度","1949000","1948999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　倉庫・物置","南台小学校","A07_小学校","南台4-4-1","建物","30.19","平方メートル","昭和52年度","3938000","3937999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　焼却場","南台小学校","A07_小学校","南台4-4-1","建物","8.75","平方メートル","昭和54年度","1247000","1246999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校　倉庫・物置","南台小学校","A07_小学校","南台4-4-1","建物","18.22","平方メートル","昭和54年度","2160000","2159999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校開放用詰所　倉庫・物置","南台小学校開放用詰所","B01_学校開放用施設","南台4-4-1","建物","12.01","平方メートル","昭和55年度","1171000","1170999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　体育館耐震補強","南台小学校","A07_小学校","南台4-4-1","建物","1","式","平成20年度","43281000","18178020","1298430","25102980","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　窓ガラス飛散防止フィルム貼付","南台小学校","A07_小学校","南台4-4-1","建物付属設備","1","式","平成25年度","1337600","1203840","133760","133760","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　給食室排気ダクト","南台小学校","A07_小学校","南台4-4-1","建物付属設備","1","式","平成26年度","1274400","683072","85384","591328","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　再編に伴う施設整備","南台小学校","A07_小学校","南台4-4-1","建物","1","式","平成28年度","142921831","18865680","3144280","124056151","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　体育館吊り下げ式バスケットゴール","南台小学校","A07_小学校","南台4-4-1","建物","0","","平成30年度","10061871","885444","221361","9176427","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校　体育館非構造部材耐震対策等","南台小学校","A07_小学校","南台4-4-1","建物","0","","平成30年度","1149928","101192","25298","1048736","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_南台小学校（旧キッズ・プラザ新山）","南台小学校","A07_小学校","南台4-4-1","建物","224.98","平方メートル","昭和50年度","11706000","11705999","0","1","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"改修_南台小学校（旧キッズ・プラザ新山）","南台小学校","A07_小学校","南台4-4-1","建物","1","式","平成21年度","37353191","10683010","821770","26670181","139.668317372487","35.6818569393973","固定資産台帳_事業用資産_建物等_資産別"
"整備_みなみ児童館","みなみ児童館","A13_児童館","南台5-15-3","建物","431.4","平方メートル","昭和50年度","123508000","123507999","0","1","139.662365281469","35.6800850509661","固定資産台帳_事業用資産_建物等_資産別"
"改修_みなみ児童館　照明器具","みなみ児童館","A13_児童館","南台5-15-3","建物付属設備","1","式","平成27年度","1234286","578879","82697","655407","139.662365281469","35.6800850509661","固定資産台帳_事業用資産_建物等_資産別"
"改修_みなみ児童館　２階ベランダ手摺他塗装","みなみ児童館","A13_児童館","南台5-15-3","建物付属設備","0","","平成30年度","3672000","323136","80784","3348864","139.662365281469","35.6800850509661","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　給食室","南中野中学校","A08_中学校","南台5-22-17","建物","112.4","平方メートル","昭和40年度","19168000","19167999","0","1","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　校舎・園舎","南中野中学校","A08_中学校","南台5-22-17","建物","1413.3","平方メートル","昭和48年度","135100000","135099999","0","1","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　校舎・園舎","南中野中学校","A08_中学校","南台5-22-17","建物","2593.1","平方メートル","昭和50年度","248098000","248097999","0","1","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　校舎・園舎","南中野中学校","A08_中学校","南台5-22-17","建物","1559.9","平方メートル","昭和54年度","269205000","254667930","5922510","14537070","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　倉庫・物置","南中野中学校","A08_中学校","南台5-22-17","建物","27","平方メートル","昭和50年度","1257000","1256999","0","1","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　焼却場","南中野中学校","A08_中学校","南台5-22-17","建物","8.8","平方メートル","昭和55年度","583000","582999","0","1","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　体育館","南中野中学校","A08_中学校","南台5-22-17","建物","822.4","平方メートル","平成22年度","204882000","54088848","4507404","150793152","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　再編施設整備（第一期）","南中野中学校","A08_中学校","南台5-22-17","建物","1","式","平成19年度","236880000","78170400","5211360","158709600","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　再編施設整備（第二期）","南中野中学校","A08_中学校","南台5-22-17","建物","1","式","平成20年度","203175000","62577900","4469850","140597100","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南中野中学校　再編施設整備（第三期）","南中野中学校","A08_中学校","南台5-22-17","建物","1","式","平成21年度","85869000","24558534","1889118","61310466","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　プール改築","南中野中学校","A08_中学校","南台5-22-17","建物","1","式","平成21年度","166803000","47705658","3669666","119097342","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　屋内運動場棟排水設備","南中野中学校","A08_中学校","南台5-22-17","建物付属設備","1","式","平成22年度","1245489","747288","62274","498201","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　老朽ガス管（一次側）","南中野中学校","A08_中学校","南台5-22-17","建物付属設備","1","式","平成17年度","1979000","1682150","98950","296850","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野中学校跡施設　老朽ガス管（一次側）","中野中学校跡施設","A08_中学校","中野1-57-12","建物付属設備","1","式","平成17年度","1979000","1682150","98950","296850","139.672228485432","35.7032748696618","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　トイレ洋式化","南中野中学校","A08_中学校","南台5-22-17","建物付属設備","0","","平成30年度","24678000","6613704","1653426","18064296","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"整備_南部高齢者会館","南部高齢者会館","A17_高齢者会館","南台5-27-24","建物","198.5","平方メートル","昭和53年度","72216000","69905088","1588752","2310912","139.660898453958","35.6833024599498","固定資産台帳_事業用資産_建物等_資産別"
"改修_南部高齢者会館　照明器具","南部高齢者会館","A17_高齢者会館","南台5-27-24","建物付属設備","1","式","平成28年度","1290600","518820","86470","771780","139.660898453958","35.6833024599498","固定資産台帳_事業用資産_建物等_資産別"
"改修_南部高齢者会館　電気設備","南部高齢者会館","A17_高齢者会館","南台5-27-24","建物付属設備","1","式","平成29年度","3521880","1179825","235965","2342055","139.660898453958","35.6833024599498","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　校舎・園舎","啓明小学校","A07_小学校","大和町1-18-1","建物","886.8","平方メートル","昭和35年度","126531000","126530999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　校舎・園舎","啓明小学校","A07_小学校","大和町1-18-1","建物","924.9","平方メートル","昭和36年度","121331000","121330999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　校舎・園舎","啓明小学校","A07_小学校","大和町1-18-1","建物","719","平方メートル","昭和37年度","92415000","92414999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　校舎・園舎","啓明小学校","A07_小学校","大和町1-18-1","建物","987","平方メートル","昭和44年度","1749944000","1749943999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　校舎・園舎","啓明小学校","A07_小学校","大和町1-18-1","建物","1074.1","平方メートル","昭和44年度","191925000","191924999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　校舎・園舎","啓明小学校","A07_小学校","大和町1-18-1","建物","873.7","平方メートル","昭和49年度","84076000","84075999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　給食室","啓明小学校","A07_小学校","大和町1-18-1","建物","20.1","平方メートル","昭和55年度","9585000","9584999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　倉庫・物置","啓明小学校","A07_小学校","大和町1-18-1","建物","8.4","平方メートル","昭和54年度","1036000","1035999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　倉庫・物置","啓明小学校","A07_小学校","大和町1-18-1","建物","23.2","平方メートル","平成4年度","2185000","2184999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　脱衣室・更衣室","啓明小学校","A07_小学校","大和町1-18-1","建物","97.5","平方メートル","昭和49年度","4182000","4181999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　倉庫・物置","啓明小学校","A07_小学校","大和町1-18-1","建物","8.4","平方メートル","昭和57年度","1465000","1464999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　焼却場","啓明小学校","A07_小学校","大和町1-18-1","建物","8.8","平方メートル","昭和60年度","1815000","1814999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校　倉庫・物置","啓明小学校","A07_小学校","大和町1-18-1","建物","15.6","平方メートル","平成20年度","842000","389004","27786","452996","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校開放用詰所　便所","啓明小学校開放用詰所","B01_学校開放用施設","大和町1-18-1","建物","1","平方メートル","昭和55年度","513000","512999","0","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"整備_啓明小学校開放用詰所　倉庫・物置","啓明小学校開放用詰所","B01_学校開放用施設","大和町1-18-1","建物","8.9","平方メートル","平成11年度","555000","421245","18315","133755","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　プールろ過機","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","1","式","平成24年度","6720000","6719999","671999","1","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　窓ガラス飛散防止フィルム貼付","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","1","式","平成25年度","2800000","2520000","280000","280000","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　体育館照明器具","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","1","式","平成28年度","5310000","2134620","355770","3175380","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　舞台照明設備","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","1","式","平成28年度","6630000","2665260","444210","3964740","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　外壁","啓明小学校","A07_小学校","大和町1-18-1","建物","1","式","平成29年度","14021000","1542310","308462","12478690","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　鉄骨階段塗装","啓明小学校","A07_小学校","大和町1-18-1","建物","1","式","平成29年度","2524000","277640","55528","2246360","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　昇降機設備","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","1","式","平成29年度","11981000","3534395","706879","8446605","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　特別教室冷房化","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","1","式","平成29年度","3350522","1122420","224484","2228102","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　トイレ洋式化","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","0","","平成30年度","37968480","10175552","2543888","27792928","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　普通教室冷暖房装置増設","啓明小学校","A07_小学校","大和町1-18-1","建物付属設備","0","","平成30年度","8300223","2224456","556114","6075767","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_江古田小学校　普通教室冷暖房装置増設","江古田小学校","A07_小学校","江古田2-13-28","建物付属設備","0","","平成30年度","6063777","1625092","406273","4438685","139.666767963748","35.7263551533136","固定資産台帳_事業用資産_建物等_資産別"
"整備_大和児童館","大和児童館","A13_児童館","大和町2-8-12","建物","524.9","平方メートル","平成4年度","224663000","148277580","4942586","76385420","139.651663629148","35.7159471793285","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和児童館　照明器具","大和児童館","A13_児童館","大和町2-8-12","建物付属設備","1","式","平成28年度","1980000","795960","132660","1184040","139.651663629148","35.7159471793285","固定資産台帳_事業用資産_建物等_資産別"
"整備_大和区民活動センター","大和区民活動センター","A28_区民活動センター","大和町2-44-6","建物","1254.3","平方メートル","昭和60年度","460360000","374733040","10127920","85626960","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和地域センター　給水設備","大和区民活動センター","A28_区民活動センター","大和町2-44-6","建物付属設備","1","式","平成23年度","3642220","2684308","244028","957912","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和区民活動センター　レクリエーション室自動制御設備","大和区民活動センター","A28_区民活動センター","大和町2-44-6","建物付属設備","1","式","平成26年度","1296000","694656","86832","601344","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和区民活動センター　照明器具","大和区民活動センター","A28_区民活動センター","大和町2-44-6","建物付属設備","1","式","平成28年度","1550000","623100","103850","926900","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和区民活動センター　大和中央通り拡幅に伴う事前改修","大和区民活動センター","A28_区民活動センター","大和町2-44-6","建物","0","","平成30年度","11988000","1054944","263736","10933056","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_資産別"
"整備_大和福祉作業施設","大和福祉作業施設","C07_福祉作業施設","大和町3-18-2","建物","291","平方メートル","昭和45年度","276543000","276542999","0","1","139.647845092683","35.7111222187087","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和福祉作業施設　耐震補強（実施設計委託業務費用含む）","大和福祉作業施設","C07_福祉作業施設","大和町3-18-2","建物","1","式","平成25年度","5742450","1136997","126333","4605453","139.647845092683","35.7111222187087","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和福祉作業施設　照明器具","大和福祉作業施設","C07_福祉作業施設","大和町3-18-2","建物付属設備","1","式","平成28年度","4374000","1758348","293058","2615652","139.647845092683","35.7111222187087","固定資産台帳_事業用資産_建物等_資産別"
"整備_中野区やまと荘","中野区やまと荘","A18_障害福祉施設（知的障害者生活寮）","大和町3-18-2","建物","218.9","平方メートル","昭和45年度","207988000","207987999","0","1","139.647845092683","35.7111222187087","固定資産台帳_事業用資産_建物等_資産別"
"整備_大和西児童館","大和西児童館","A13_児童館","大和町4-14-9","建物","408.6","平方メートル","昭和51年度","115895000","115894999","1158949","1","139.64640894165","35.7144262438225","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和西児童館　照明器具","大和西児童館","A13_児童館","大和町4-14-9","建物付属設備","1","式","平成27年度","1234286","578879","82697","655407","139.64640894165","35.7144262438225","固定資産台帳_事業用資産_建物等_資産別"
"改修_若宮高齢者会館　冷暖房設備","若宮高齢者会館","A17_高齢者会館","大和町4-51-11","建物付属設備","0","","平成30年度","13824000","3704832","926208","10119168","139.642858672535","35.715700977637","固定資産台帳_事業用資産_建物等_資産別"
"改修_若宮高齢者会館　外部玄関前段差解消","若宮高齢者会館","A17_高齢者会館","大和町4-51-11","建物","0","","平成30年度","5076000","507600","126900","4568400","139.642858672535","35.715700977637","固定資産台帳_事業用資産_建物等_資産別"
"改修_みずの塔ふれあいの家　内装","みずの塔ふれあいの家","A14_ふれあいの家","江古田1-9-24","建物","0","","令和元年度","1117800","67068","22356","1050732","139.67349102764","35.7255013780077","固定資産台帳_事業用資産_建物等_資産別"
"改修_大和区民活動センター　トイレ","大和区民活動センター","A28_区民活動センター","大和町2-44-6","建物付属設備","0","","令和元年度","34876253","7010124","2336708","27866129","139.648953461681","35.713582810141","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃花小学校　少人数教室","桃花小学校","A07_小学校","中央5-43-1","建物","0","","令和元年度","1242000","81972","27324","1160028","139.66616413993","35.7004695009542","固定資産台帳_事業用資産_建物等_資産別"
"整備_広町みらい公園体験学習センター　昇降機","広町みらい公園・体験学習センター","I02_公園","弥生町6-1","建物付属設備","0","","令和元年度","21995195","4421034","1473678","17574161","139.662310794834","35.6851894078521","固定資産台帳_事業用資産_建物等_資産別"
"整備_広町みらい公園体験学習センター　電気設備　電灯設備","広町みらい公園・体験学習センター","I02_公園","弥生町6-1","建物付属設備","0","","令和元年度","11091619","2229414","743138","8862205","139.662310794834","35.6851894078521","固定資産台帳_事業用資産_建物等_資産別"
"整備_広町みらい公園体験学習センター　電気設備　発電設備","広町みらい公園・体験学習センター","I02_公園","弥生町6-1","建物付属設備","0","","令和元年度","16819341","3380685","1126895","13438656","139.662310794834","35.6851894078521","固定資産台帳_事業用資産_建物等_資産別"
"整備_広町みらい公園体験学習センター　電気設備　その他電気設備","広町みらい公園・体験学習センター","I02_公園","弥生町6-1","建物付属設備","0","","令和元年度","14857040","2986263","995421","11870777","139.662310794834","35.6851894078521","固定資産台帳_事業用資産_建物等_資産別"
"整備_広町みらい公園体験学習センター　機械設備　空調設備","広町みらい公園・体験学習センター","I02_公園","弥生町6-1","建物付属設備","0","","令和元年度","12863428","2585547","861849","10277881","139.662310794834","35.6851894078521","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　体育館建具","啓明小学校","A07_小学校","大和町1-18-1","建物","0","","令和元年度","22560120","1488966","496322","21071154","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_令和小学校　体育館冷暖房設備整備","令和小学校跡施設","A07_小学校","上高田5-35-3","建物","0","","令和元年度","36938000","2437908","812636","34500092","139.674473178487","35.7171087453012","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　体育館内装","緑野中学校","A08_中学校","丸山1-1-19","建物","0","","令和元年度","83776000","5529216","1843072","78246784","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_桃園第二小学校　体育館屋根遮熱塗装他","桃園第二小学校","A07_小学校","中野6-13-1","建物","0","","令和元年度","19355760","1277478","425826","18078282","139.675889819724","35.7071137564406","固定資産台帳_事業用資産_建物等_資産別"
"改修_中野第一小学校　体育館屋根外壁","中野第一小学校跡施設","A07_小学校","弥生町1-25-1","建物","0","","令和元年度","34249500","2260467","753489","31989033","139.679672509467","35.6921565312977","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　体育館非構造部材耐震対策","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物","0","","令和元年度","29332560","1935948","645316","27396612","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_上鷺宮小学校　体育館内装","上鷺宮小学校","A07_小学校","上鷺宮1-24-36","建物","0","","令和元年度","72611000","4792326","1597442","67818674","139.635130520409","35.7314435950351","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　再編昇降口","明和中学校","A08_中学校","若宮1-1-18","建物","0","","令和元年度","13068000","862488","287496","12205512","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　再編電気設備","明和中学校","A08_中学校","若宮1-1-18","建物付属設備","0","","令和元年度","8316000","1671516","557172","6644484","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_明和中学校　再編機械設備","明和中学校","A08_中学校","若宮1-1-18","建物付属設備","0","","令和元年度","8316000","1671516","557172","6644484","139.649712874633","35.7161821841538","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野小学校　Ａ棟トイレ洋式化","緑野小学校","A07_小学校","丸山1-17-1","建物付属設備","0","","令和元年度","37458720","7529202","2509734","29929518","139.657358275999","35.725599467621","固定資産台帳_事業用資産_建物等_資産別"
"改修_第二中学校　体育館棟照明器具","第二中学校","A08_中学校","本町5-14-16","建物付属設備","0","","令和元年度","9158400","1840836","613612","7317564","139.672003670802","35.6927770859479","固定資産台帳_事業用資産_建物等_資産別"
"改修_鷺宮小学校　体育館非構造部材耐震対策等","鷺宮小学校","A07_小学校","鷺宮3-31-4","建物","0","","令和元年度","14964140","987633","329211","13976507","139.639094860312","35.7240892789056","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　体育館非構造部材耐震対策","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和元年度","45582455","3008442","1002814","42574013","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_北原小学校　体育館内装","北原小学校","A07_小学校","野方6-30-6","建物","0","","令和元年度","54450000","3593700","1197900","50856300","139.651571878047","35.7213190304244","固定資産台帳_事業用資産_建物等_資産別"
"改修_南中野中学校　体育館内装","南中野中学校","A08_中学校","南台5-22-17","建物","0","","令和元年度","86680000","5720880","1906960","80959120","139.662432365158","35.6825689768881","固定資産台帳_事業用資産_建物等_資産別"
"改修_緑野中学校　特別支援教室","緑野中学校","A08_中学校","丸山1-1-19","建物","0","","令和元年度","13235400","873534","291178","12361866","139.657294168838","35.7238336710175","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　特別支援学級プレイルーム","江原小学校","A07_小学校","江原町1-39-1","建物","0","","令和元年度","5313600","350697","116899","4962903","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　体育館非構造部材耐震対策","啓明小学校","A07_小学校","大和町1-18-1","建物","0","","令和元年度","42792840","2824326","941442","39968514","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_啓明小学校　体育館内装","啓明小学校","A07_小学校","大和町1-18-1","建物","0","","令和元年度","47626920","3143376","1047792","44483544","139.652394745014","35.713499638023","固定資産台帳_事業用資産_建物等_資産別"
"改修_江原小学校　体育館冷暖房設備","江原小学校","A07_小学校","江原町1-39-1","建物付属設備","0","","令和元年度","19611720","3941955","1313985","15669765","139.673334574156","35.729406692579","固定資産台帳_事業用資産_建物等_資産別"
"改修_特別養護老人ホームしらさぎホーム　照明器具","特養老人ホームしらさぎホーム","C03_介護保険施設（特別養護老人ホーム","白鷺2-51-5","建物付属設備","0","","令和元年度","42880000","8618880","2872960","34261120","139.632032245668","35.7200813265781","固定資産台帳_事業用資産_建物等_資産別"
"改修_白桜小学校　体育館非構造部材耐震対策","白桜小学校","A07_小学校","上高田1-2-28","建物","0","","令和元年度","24565393","1621314","540438","22944079","139.678967959022","35.7098064970522","固定資産台帳_事業用資産_建物等_資産別"
"改修_平和の森小学校　体育館天井","平和の森小学校","A07_小学校","新井3-29-1","建物","0","","令和元年度","4342800","286623","95541","4056177","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"改修_平和の森小学校　体育館トイレ洋式化","平和の森小学校","A07_小学校","新井3-29-1","建物付属設備","0","","令和元年度","29158800","5860917","1953639","23297883","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
"改修_平和の森小学校　体育館屋根遮熱塗装","平和の森小学校","A07_小学校","新井3-29-1","建物","0","","令和元年度","15510000","1023660","341220","14486340","139.65978563979","35.7148932760754","固定資産台帳_事業用資産_建物等_資産別"
