50音,品名,種別,料金,説明
み,ミシン　卓上式,粗大ごみ,900,
み,ミシン　卓上式以外,粗大ごみ,2300,
み,水枕,可燃ごみ,,
み,味噌の容器,可燃ごみ,,
み,ミニコンポステレオセット（幅80㎝未満）,粗大ごみ,400,
み,耳かき（竹製）,可燃ごみ,,金属製のものは不燃ごみへ。
み,ミルク缶,資源,,軽くすすいで資源の日に青いコンテナに出してください。
む,虫かご,可燃ごみ,,
む,虫めがね　金属製,不燃ごみ,,
む,虫めがね　プラスチック製,可燃ごみ,,
む,無線機（小型・家庭使用）,粗大ごみ,400,
め,めがね（すべてプラスチック製）,可燃ごみ,,ガラスレンズのものは不燃ごみへ。
め,めがねケース,可燃ごみ,,金属製のものは不燃ごみへ。
め,目薬の容器,可燃ごみ,,
め,メジャー　金属製,不燃ごみ,,
め,メジャー　プラスチック製,可燃ごみ,,
め,メタルラック,不燃ごみ、粗大ごみ,,おおむね一辺が30㎝以上のものは粗大ごみへ。サイズを確認して、「箱物家具」としてお申し込みください。
め,メモ用紙,資源,,雑がみとしてお出しください。
め,綿棒,可燃ごみ,,
も,毛布,粗大ごみ,400,
も,木刀,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
も,餅つき機（家庭使用）,粗大ごみ,400,
も,モップ,可燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
も,物置（解体したもの）,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
も,ものさし（プラスチック製・竹製）,可燃ごみ,,
も,物干し竿・物干しパイプ,粗大ごみ,400,180cm以下に切断してください。
も,物干し台,粗大ごみ,900,
も,モール（手芸用）,不燃ごみ,,
や,やかん,不燃ごみ,,
や,焼き鳥の串（金属製以外）,可燃ごみ,,厚めの紙で巻いて串先が出ない形で出してください。
や,薬品類（工業用）,不可,,専門業者へ回収を依頼してください。
ゆ,郵便受け,粗大ごみ,400,
ゆ,床拭きロボット掃除機,粗大ごみ,400,取り換え可能な充電式電池は、外して出してください。
ゆ,湯たんぽ　金属製,不燃ごみ,,
ゆ,湯たんぽ　プラスチック製,可燃ごみ,,
ゆ,湯のみ茶わん,不燃ごみ,,
ゆ,ゆりかご（ベビー用品）,粗大ごみ,400,
ゆ,湯沸器,粗大ごみ,900,給湯器、給茶機
よ,ようじ（長ようじ）,可燃ごみ,,厚めの紙で巻いて串先が出ない形で出してください。
よ,洋服たんす,粗大ごみ,,サイズを確認して、「箱物家具」としてお申し込みください。
よ,ヨーグルトの容器,可燃ごみ,,
よ,ヨガマット,粗大ごみ,400,
よ,浴槽,粗大ごみ,1300,
よ,汚れた缶,不燃ごみ,,リサイクルすることができません。
よ,汚れたびん,不燃ごみ,,リサイクルすることができません。
よ,汚れた紙類,可燃ごみ,,リサイクルすることができません。
よ,汚れたプラスチック製容器包装,可燃ごみ,,リサイクルすることができません。
ら,ライター（使い切ったもの）,不燃ごみ,,他の不燃ごみと分けて「キケン」と表示して出してください。
ら,ライティングデスク,粗大ごみ,1300,
ら,ラジオ,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ら,ラジカセ,不燃ごみ、粗大ごみ,400,おおむね一辺が30㎝以上のものは粗大ごみへ。
ら,ラック（オーディオ用等を除く）,粗大ごみ,400,シューズラック、スリッパラック、マガジンラック等
ら,ラップ,可燃ごみ,,
ら,ランニングマシン,粗大ごみ,2300,
り,リール(釣り用具）,不燃ごみ,,
り,リクライニングチェア,粗大ごみ,900,ソファ（１人用）と同等
り,リコーダー（笛）,可燃ごみ,,
り,リモコン,不燃ごみ,,
り,リヤカー,粗大ごみ,1800,
り,両そで机,粗大ごみ,3200,
り,リンスの容器,可燃ごみ,,できるだけ区施設等の回収拠点の回収ボックスにお出しください(キャップ、ポンプを外し、中を洗ってください）。
る,ルアー（釣り用具）,可燃ごみ,,金属部分はできるだけ外してください。
る,ルータ（ネットワーク通信機器）,不燃ごみ,,
る,ルームランナー,粗大ごみ,2300,
れ,冷却まくら,可燃ごみ,,
れ,冷水器（家庭用）,粗大ごみ,1300,
れ,冷蔵庫・冷凍庫,不可,,販売店または家電リサイクル受付センターへ。
れ,冷風機,粗大ごみ,900,
れ,レーザーディスク（ＬＤ）,可燃ごみ,,
れ,レーザーディスク（ＬＤ）プレーヤー,粗大ごみ,400,
れ,レコード盤,可燃ごみ,,
れ,レコードプレイヤー,粗大ごみ,400,
れ,レジ袋,可燃ごみ,,
れ,レジャーシート,可燃ごみ,,できるだけ、小さく裁断して出してください。
れ,レターパック,資源,,
れ,レトルト食品の容器,可燃ごみ,,
れ,レンガ,不可,,販売店に引取りを相談してください。
れ,レンジ台,粗大ごみ,,サイズを確認して、「箱物家具」としてお出しください。
れ,レンジフード,粗大ごみ,400,換気扇フードを含む
れ,レンジフードカバー,可燃ごみ,,
れ,レンズ,不燃ごみ,,
れ,練炭,可燃ごみ,,
ろ,ろう引き段ボール,可燃ごみ,,リサイクルすることができません。
ろ,ローイングマシン,粗大ごみ,900,
ろ,ロースター,粗大ごみ,400,
ろ,ローソク,可燃ごみ,,
ろ,ロープ,可燃ごみ,,ほどけないよう、しばってください。（30㎝以下）
ろ,ローラースケート,可燃ごみ,,金属部分はできるだけ外し、不燃ごみへお出しください。
ろ,ロールカーテン,粗大ごみ,400,
ろ,ロッカー,粗大ごみ,,サイズを確認して、「箱物家具」としてお出しください。
わ,ワインセラー,不可,,販売店または家電リサイクル受付センターへ。
わ,脇机,粗大ごみ,,サイズを確認して、「箱物家具」としてお出しください。
わ,輪ゴム,可燃ごみ,,
わ,ワゴン,粗大ごみ,400,
わ,ワックス,不可,,専門業者へ引取りを依頼してください。
わ,ワープロ（ワードプロセッサー）,粗大ごみ,400,
わ,わりばし,可燃ごみ,,
