項目名,データ形態,カテゴリー数,質問文,属性,値
Q5-11申請時のフォームの入力に時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q5-11行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q5-11行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q5-11郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q5-11郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q5-11その他,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q5-11その他,ＳＡ,2,Q5-11:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q5-12Q5-11その他FA,ＦＡ,1,Q5-12:その他の内容についてご記載ください,,
Q5-13納税のデジタル行政手続のアップデート,ＳＡ,6,Q5-13:納税において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO01,不備や不満があっても意見を伝えようと思わない
Q5-13納税のデジタル行政手続のアップデート,ＳＡ,6,Q5-13:納税において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO02,不備や不満について改善の意見を伝えたいが、伝える機会・機能がない
Q5-13納税のデジタル行政手続のアップデート,ＳＡ,6,Q5-13:納税において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO03,意見を伝える機会・機能はあるものの、利用者の意見がアップデートに反映されていないと感じる
Q5-13納税のデジタル行政手続のアップデート,ＳＡ,6,Q5-13:納税において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO04,意見を伝える機会・機能があり、利用者のニーズに合わせたアップデートがされていると感じる
Q5-13納税のデジタル行政手続のアップデート,ＳＡ,6,Q5-13:納税において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO05,わからない
Q5-13納税のデジタル行政手続のアップデート,ＳＡ,6,Q5-13:納税において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,-oth-,その他（自由記述）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO01,産業（例：企業支援、産業振興　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO02,健康・医療（例：環境衛生、食品衛生、感染症対策、薬物の取扱い　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO03,福祉（例：子育て支援、高齢者福祉、障害者支援　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO04,環境（例：温暖化対策、公害対策、自然環境、廃棄物、土壌汚染対策　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO05,都市整備（例：都市計画、まちづくり、建築　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO06,防災・防犯（例：防災、消防関係　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO07,仕事・雇用（例：就業支援、能力開発、テレワーク推進、働き方改革　など）
Q6-1その他で利用した行政手続,ＳＡ,8,Q6-1:その他で利用した手続の行政分野を教えてください（複数ある場合は直近のものを選択してください）,AO08,その他
Q6-2利用した手続名,ＦＡ,1,Q6-2:利用した手続名がわかる場合はご記載ください。,,
Q6-3その他でのデジタル行政手続の利用,ＳＡ,2,Q6-3:その他の手続において、デジタルによる手続を行いましたか？,1,はい
Q6-3その他でのデジタル行政手続の利用,ＳＡ,2,Q6-3:その他の手続において、デジタルによる手続を行いましたか？,2,いいえ
Q6-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q6-4:デジタルによる手続を利用しなかった理由を教えてください。,AO01,デジタル化されていなかった
Q6-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q6-4:デジタルによる手続を利用しなかった理由を教えてください。,AO02,デジタル化されていることを知らなかった
Q6-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q6-4:デジタルによる手続を利用しなかった理由を教えてください。,AO03,デジタル化されていたが、使い方が分からなかった
Q6-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q6-4:デジタルによる手続を利用しなかった理由を教えてください。,AO04,デジタル化されていたが、面倒で途中で断念した
Q6-4デジタル行政手続を利用しなかった理由,ＳＡ,5,Q6-4:デジタルによる手続を利用しなかった理由を教えてください。,-oth-,その他（自由記述）
Q6-5その他で利用した行政手続の満足度,ＳＡ,5,Q6-5:その他で利用した行政手続の満足度を教えてください。,AO01,非常に満足
Q6-5その他で利用した行政手続の満足度,ＳＡ,5,Q6-5:その他で利用した行政手続の満足度を教えてください。,AO02,どちらかといえば満足
Q6-5その他で利用した行政手続の満足度,ＳＡ,5,Q6-5:その他で利用した行政手続の満足度を教えてください。,AO03,どちらでもない
Q6-5その他で利用した行政手続の満足度,ＳＡ,5,Q6-5:その他で利用した行政手続の満足度を教えてください。,AO04,どちらかといえば不満
Q6-5その他で利用した行政手続の満足度,ＳＡ,5,Q6-5:その他で利用した行政手続の満足度を教えてください。,AO05,不満
Q6-6その他で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q6-6:満足度について、さらに掘り下げて質問いたします。その他で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO01,非常に満足
Q6-6その他で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q6-6:満足度について、さらに掘り下げて質問いたします。その他で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO02,どちらかといえば満足
Q6-6その他で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q6-6:満足度について、さらに掘り下げて質問いたします。その他で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO03,どちらでもない
Q6-6その他で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q6-6:満足度について、さらに掘り下げて質問いたします。その他で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO04,どちらかといえば不満
Q6-6その他で利用した行政手続の探しやすさの満足度,ＳＡ,5,Q6-6:満足度について、さらに掘り下げて質問いたします。その他で利用した行政手続の「探しやすさ」に関する満足度を教えてください。,AO05,不満
Q6-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7リンクが切れているなど、閲覧できなかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7検索や選択機能などが不十分で、探したい情報に辿り着くことが難しかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7耳が聞こえづらい人への配慮が少なかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7色がカラフルすぎる、文字が小さすぎるなど、視認性が悪かった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7知りたい情報を見つけたが、情報が雑多で整理されておらず分かりにくかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7知りたい情報を見つけたが、難しい表現や専門用語で書かれていて分かりにくかった,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-7その他,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,1,はい
Q6-7その他,ＳＡ,2,Q6-7:「探しやすさ」の不満の理由を教えてください,2,いいえ
Q6-8Q6-7その他FA,ＦＡ,1,Q6-8:その他の内容についてご記載ください,,
Q6-9その他等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q6-9:その他等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO01,非常に満足
Q6-9その他等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q6-9:その他等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO02,どちらかといえば満足
Q6-9その他等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q6-9:その他等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO03,どちらでもない
Q6-9その他等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q6-9:その他等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO04,どちらかといえば不満
Q6-9その他等で利用した行政手続の使いやすさの満足度,ＳＡ,5,Q6-9:その他等で利用した行政手続の「使いやすさ」に関する満足度を教えてください,AO05,不満
Q6-10ページ表示に時間がかかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10ページ表示に時間がかかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10申請時、同じ情報を何度もフォームに入力させられた,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10申請時、フォームに何を入力すればよいか分かりにくかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10文字のサイズが小さすぎて読みづらかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10情報が点在し、理解できなかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10情報が点在し、理解できなかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10手続き方法を説明している内容が分かりづらかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10行政手続そのものが複雑で難しかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10問い合わせする方法が電話しかなかった,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10プロセスの一部がデジタル化されていなかった（添付書類の郵送や窓口での受け取りが必要だった等）,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-10その他,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,1,はい
Q6-10その他,ＳＡ,2,Q6-10:「使いやすさ」の不満の理由を教えてください。,2,いいえ
Q6-11Q6-10その他FA,ＦＡ,1,Q6-11:その他の内容についてご記載ください,,
Q6-12その他等で利用した行政手続にかかる時間,ＳＡ,5,Q6-12:その他等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO01,非常に満足
Q6-12その他等で利用した行政手続にかかる時間,ＳＡ,5,Q6-12:その他等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO02,どちらかといえば満足
Q6-12その他等で利用した行政手続にかかる時間,ＳＡ,5,Q6-12:その他等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO03,どちらでもない
Q6-12その他等で利用した行政手続にかかる時間,ＳＡ,5,Q6-12:その他等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO04,どちらかといえば不満
Q6-12その他等で利用した行政手続にかかる時間,ＳＡ,5,Q6-12:その他等で利用した行政手続の手続を始めてから終わるまでにかかる時間について教えてください。,AO05,不満
Q6-13手続を探すのに時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q6-13手続を探すのに時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q6-13制度を理解するのに時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q6-13制度を理解するのに時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q6-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q6-13申請時のフォームの入力に時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q6-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q6-13行政側の確認や不備等への対応、内容の審査に時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q6-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q6-13郵送などにより通知等を手元に受け取るまでに時間がかかった,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q6-13その他,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,1,はい
Q6-13その他,ＳＡ,2,Q6-13:手続を始めてから終わるまでにかかる時間の不満の理由を教えてください。,2,いいえ
Q6-14Q6-13その他FA,ＦＡ,1,Q6-14:その他の内容についてご記載ください,,
Q6-15その他のデジタル行政手続のアップデート,ＳＡ,6,Q6-15:その他において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO01,不備や不満があっても意見を伝えようと思わない
Q6-15その他のデジタル行政手続のアップデート,ＳＡ,6,Q6-15:その他において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO02,不備や不満について改善の意見を伝えたいが、伝える機会・機能がない
Q6-15その他のデジタル行政手続のアップデート,ＳＡ,6,Q6-15:その他において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO03,意見を伝える機会・機能はあるものの、利用者の意見がアップデートに反映されていないと感じる
Q6-15その他のデジタル行政手続のアップデート,ＳＡ,6,Q6-15:その他において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO04,意見を伝える機会・機能があり、利用者のニーズに合わせたアップデートがされていると感じる
Q6-15その他のデジタル行政手続のアップデート,ＳＡ,6,Q6-15:その他において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,AO05,わからない
Q6-15その他のデジタル行政手続のアップデート,ＳＡ,6,Q6-15:その他において、デジタル化された行政手続の改善（アップデート）のため、都では意見を広くお伺いしたいと思っています。現在のあなたの意識について当てはまるものを選択してください。,-oth-,その他（自由記述）
Q7現在のデジタル行政手続の総合的な満足度,ＳＡ,5,Q7:現在の行政手続のデジタル化に関する総合的な満足度を教えてください。,AO01,非常に満足
Q7現在のデジタル行政手続の総合的な満足度,ＳＡ,5,Q7:現在の行政手続のデジタル化に関する総合的な満足度を教えてください。,AO02,どちらかといえば満足
Q7現在のデジタル行政手続の総合的な満足度,ＳＡ,5,Q7:現在の行政手続のデジタル化に関する総合的な満足度を教えてください。,AO03,どちらでもない
Q7現在のデジタル行政手続の総合的な満足度,ＳＡ,5,Q7:現在の行政手続のデジタル化に関する総合的な満足度を教えてください。,AO04,どちらかといえば不満
Q7現在のデジタル行政手続の総合的な満足度,ＳＡ,5,Q7:現在の行政手続のデジタル化に関する総合的な満足度を教えてください。,AO05,不満
Q8-1従業員数,ＳＡ,5,Q8-1:御社の従業員数について教えてください。,AO01,２０人以下
Q8-1従業員数,ＳＡ,5,Q8-1:御社の従業員数について教えてください。,AO02,２１人〜５０人
Q8-1従業員数,ＳＡ,5,Q8-1:御社の従業員数について教えてください。,AO03,５１人〜１００人
Q8-1従業員数,ＳＡ,5,Q8-1:御社の従業員数について教えてください。,AO04,１０１人〜３００人
Q8-1従業員数,ＳＡ,5,Q8-1:御社の従業員数について教えてください。,AO05,３０１人以上
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO01,建設業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO02,製造業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO03,情報通信業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO04,運輸業、郵便業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO05,卸売業、小売業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO06,金融業、保険業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO07,不動産業、物品賃貸業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO08,学術研究、専門・技術サービス業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO09,宿泊業、飲食サービス業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO10,生活関連サービス業、娯楽業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO11,教育、学習支援業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO12,医療、福祉
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO13,サービス業
Q8-2業種,ＳＡ,14,Q8-2:業種について教えてください。,AO14,その他
Q8-3クラウドサービス、SaaSなどの活用,ＳＡ,2,Q8-3:会計事務や人事事務（採用、労務管理、給与事務など）において、クラウドサービス、SaaSなどを活用していますか？（※会計事務のみや採用事務のみなど、一部の事務のみで活用している場合も「はい」を選択してください。）,1,はい
Q8-3クラウドサービス、SaaSなどの活用,ＳＡ,2,Q8-3:会計事務や人事事務（採用、労務管理、給与事務など）において、クラウドサービス、SaaSなどを活用していますか？（※会計事務のみや採用事務のみなど、一部の事務のみで活用している場合も「はい」を選択してください。）,2,いいえ
Q8-4GビズIDの利用状況,ＳＡ,3,Q8-4:GビズIDの利用状況について教えてください。,AO01,利用したことがある
Q8-4GビズIDの利用状況,ＳＡ,3,Q8-4:GビズIDの利用状況について教えてください。,AO02,知っているが、利用したことがない
Q8-4GビズIDの利用状況,ＳＡ,3,Q8-4:GビズIDの利用状況について教えてください。,AO03,知らない
