"ページURL","分類","第1分類","第2分類","開催日時","ページタイトル","問い合わせ先1","問い合わせ先電話番号1","問い合わせ先ファックス番号1","問い合わせ先2","問い合わせ先電話番号2","問い合わせ先ファックス番号2","問い合わせ先3","問い合わせ先電話番号3","問い合わせ先ファックス番号3","問い合わせ先4","問い合わせ先電話番号4","問い合わせ先ファックス番号4","問い合わせ先5","問い合わせ先電話番号5","問い合わせ先ファックス番号5","問い合わせ先6","問い合わせ先電話番号6","問い合わせ先ファックス番号6","問い合わせ先フリー入力","内容","対象","開催日詳細","ところ","定員","費用","申し込み","持ち物","その他","関連資料URL1","関連資料タイトル1","関連資料URL2","関連資料タイトル2","関連資料URL3","関連資料タイトル3","関連資料URL4","関連資料タイトル4","関連資料URL5","関連資料タイトル5","関連リンクURL1","関連リンクタイトル1","関連リンクURL2","関連リンクタイトル2","関連リンクURL3","関連リンクタイトル3","関連リンクURL4","関連リンクタイトル4","関連リンクURL5","関連リンクタイトル5","緯度","経度",
"https://www.city.minato.tokyo.jp/kouhou/event/240630-openlab2024.html","008001000000","港区イベントカレンダー","芝地区","2024年6月30日","ご近所ラボ新橋10周年「オープンラボ2024」","芝地区総合支所協働推進課地区政策担当","03-3578-3192","03-3578-3180","","","","","","","","","","","","","","","","","地域のボランティアとともに運営する交流拠点の10年の歩みを、芝居を交えてユニークにお伝えします。","どなたでも","午後1時から午後4時","きらきらプラザ新橋","","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240719-chikikoreisha.html","008001000000","港区イベントカレンダー","芝地区","2024年7月19日","地域高齢者支え合い講座「アロマとふれあいのケアを学びましょう」","","","","","","","","","","","","","","","","","","","","アロマテラピーの基礎と高齢者や認知症状のある人へのハンドマッサージの実技等を学びます。","区民","午後1時30分から午後4時","三田いきいきプラザ","20人（申込順）","","電話・ファックスまたはメールで、氏名・住所・年齢・電話番号を、7月12日（金曜）までに、医療法人財団百葉の会へ。
電話：03-5232-0840　ファックス：03-5446-5857
メール：shiba-houkatsu@momoha.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240724-taikenvolunteer.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月7日から2024年8月31日","2024夏！体験ボランティア","","","","","","","","","","","","","","","","","","","","体験メニュー：7月1日（月曜）以降に、社会福祉法人港区社会福祉協議会ホームページ（関連リンク参照）でご確認ください。","説明会およびボランティア活動体験に参加できる小学生以上の人","説明会
（1）7月7日（日曜）午前10時から午前11時30分、午後2時から午後3時30分
（2）7月10日（水曜）午後5時30分から午後7時
（3）7月12日（金曜）午後5時30分から午後7時
（4）7月18日（木曜）午後5時30分から午後7時","麻布地区総合支所","各30人（申込順）","無料
※ボランティア保険料（350円から1,400円）が別途必要な場合があります。","電話・ファックスまたは申し込みフォーム（関連リンク参照）で、住所・氏名・年齢（学校名・学年）・電話番号・希望日時・メールアドレスを、7月1日（月曜）から各説明会の前日（祝日を除く月曜から金曜）に、社会福祉法人港区社会福祉協議会ボランティア・地域活動支援係へ。
電話：03-6230-0284　ファックス：03-6230-0285","","","","","","","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLSe1N8RCp3hiRp6q8kirQQte8WzntDYVGXpdDYNu9PglNa1aig/closedform","申し込みフォーム（外部サイトへリンク）","https://minato-cosw.net/","社会福祉法人港区社会福祉協議会ホームページ（外部サイトへリンク）","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240724-volunteerskillup.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月24日から2024年7月31日","ボランティア・スキルアップ講座「やさしい日本語で心のバリアフリーを」","","","","","","","","","","","","","","","","","","","","","両日ともに参加できる区内在住・在勤・在学者","7月24日（水曜）・7月31日（水曜・全2回）午前10時から午後0時30分","港区国際交流協会（北青山一丁目6番3号　都営北青山一丁目アパート3号棟地下1階）","20人（申込順）","","電話・ファックスまたは申し込みフォーム（関連リンク参照）から、7月19日（金曜）までに、住所・氏名・電話番号を、社会福祉法人港区社会福祉協議会ボランティア・地域活動支援係へ。
電話：03-6230-0284　ファックス：03-6230-0285","","","","","","","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLScUF7va4nRW7o6gEPPfseodTYnu04duojDyfnFXIl-y1-Xxxg/viewform","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240717-seinenkoken.html","008004000000","港区イベントカレンダー","高輪地区","2024年7月17日","知って得する活用講座～成年後見制度について～","","","","","","","","","","","","","","","","","","","","","区民","午後2時から午後3時30分","白金台区民協働スペース","25人（申込順）","","電話または直接、高輪地区高齢者相談センターへ。
電話：03-3449-9669","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240727-hukushikoza.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月27日","精神保健福祉講座「障害者差別解消法をみんなで考えよう」","","","","","","","","","","","","","","","","","","","","","どなたでも","午後2時から午後4時","（1）精神障害者支援センター
（2）オンラインツール（Zoom）","（1）30人（区内在住・在勤・在学者優先）（申込順）
（2）50人（申込順）","","電話で、前日までに精神障害者支援センターへ。申し込みフォーム（関連リンク参照）からも申し込めます。
電話：03-5424-1392　ファックス：03-5424-1391","","","","","","","","","","","","","https://docs.google.com/forms/d/e/1FAIpQLSeIVEO3l5xZdfEyO3hOMGhgPdrCqRrivbi7XbUbRGK1Qa9HIg/closedform","申し込みフォーム（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240730-barrierfreeconcert.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月30日","第3回みなとバリアフリーコンサート","","","","","","","","","","","","","","","","","","","電話・ファックスまたはメールで、障害保健福祉センターへ。
電話：03-5439-2511　ファックス：03-5439-2514メール：minato-chi@yuai.or.jp
","","どなたでも","午前10時30分から午前11時30分","障害保健福祉センター","80人","","当日直接会場へ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240704-appearancecare.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月4日","アピアランス（外見）ケア　すみれサロン","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","午前10時から午前11時","がん在宅緩和ケア支援センター","","","当日直接会場へ。詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240719-uicareminato.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月19日","ういケアみなと　がん制度大学「60代のがん治療と仕事の継続と年金のもらい方のながれ」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","どなたでも","午後6時から午後7時","（1）がん在宅緩和ケア支援センター
（2）オンラインツール（Zoom）","（1）10人（申込順）
（2）100人（申込順）","","（1）電話またはファックスで、がん在宅緩和ケア支援センターへ。
（2）がん在宅緩和ケア支援センターホームページ（関連リンク参照）から申し込めます。詳しくは、がん在宅緩和ケア支援センターホームページをご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240710-kinensodan.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月10日","禁煙相談員によるミニ講話","","","","","","","","","","","","","","","","","","","","講話後、個別相談もできます。","禁煙をしたい区民（家族のみの参加も可）","午前9時30分から午前10時30分（予約制）
※個別相談の時間はお問い合わせください。保育あり（4カ月から就学前、3人。1週間前までに申込時にお申し出ください）","みなと保健所","","","電話で、前日までに、みなと保健所健康推進課健康づくり係へ。
電話：03-6400-0083","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240803-akirunokankyo.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月3日から2024年8月18日","あきる野環境学習「沢散策と川魚のつかみどり」","環境リサイクル支援部環境課地球環境係","03-3578-2496","03-3578-2489","","","","","","","","","","","","","","","","","","小学生以上の区民
※小学生は保護者同伴必須","（1）8月3日（土曜）午前8時30分から午後5時30分頃（午前8時15分区役所集合、往復バスで移動）
（2）8月18日（日曜）午前8時30分から午後5時30分頃（午前8時15分区役所集合、往復バスで移動）
※申し込みはいずれか1日","みなと区民の森（あきる野市）","各40人（抽選）","1人当たり2,500円","電話またはファックスで、（1）7月1日（月曜）まで、（2）7月2日（火曜）から7月16日（火曜）に、株式会社阪急交通社東京団体支店営業三課（受付時間：祝日を除く月曜から金曜午前9時30分から午後5時30分）へ。
電話：03-6745-1351　ファックス：03-6745-7372

株式会社阪急交通社特設ページ（関連リンク参照）からも申し込めます。","","","","","","","","","","","","","https://www.hot-link.jp/index.php/akirunokankyo","株式会社阪急交通社特設ページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240724-danseikonenki.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月24日","オンライン講座「年齢だから・・・で片付けない　泌尿器科医に聞く、今から知りたい男性更年期」","","","","","","","","","","","","","","","","","","","","オンラインツール（Zoom）を使用して行います。","区内在住・在勤・在学者またはテーマに関心のある人","午後7時から午後9時","オンライン開催","30人（申込順）","","電話・ファックスまたは直接、男女平等参画センターへ。男女平等参画センターホームページ（関連リンク参照）からも申し込めます。
電話：03-3456-4149　ファックス：03-3456-1254","","","","","","","","","","","","","https://www.minatolibra.jp/","男女平等参画センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240720-uminonagare.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月20日","第一回国際理解講演会「海の流れの話」","","","","","","","","","","","","","","","","","","","港ユネスコ協会（受付時間：祝日を除く火曜から金曜午前10時30分から午後5時）
電話：03-3434-2300","海や地球の環境についてのさまざまな問題を考えます。","区内在住・在勤・在学者","午後2時から午後4時","リーブラホール（みなとパーク芝浦1階）","150人（申込順）","","港ユネスコ協会ホームページ（関連リンク参照）の申し込みフォームまたは郵送で、往復はがきに講座名・氏名（ふりがな）・郵便番号・住所・電話番号を明記の上、7月12日（金曜・消印有効）までに、〒105-0004新橋三丁目16番3号港区立生涯学習センター3階　港ユネスコ協会へ。","","","","","","","","","","","","","https://minato-unesco.jp/","港ユネスコ協会ホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240725-eiyokoza.html","008001002000","港区イベントカレンダー","芝地区","2024年7月25日","栄養講座「お砂糖と健康」","","","","","","","","","","","","","","","","","","","","","おおむね50歳以上の区民","午後2時から午後3時30分","三田いきいきプラザ","30人（抽選）","","電話または直接、7月14日（日曜）までに、三田いきいきプラザへ。当選者のみ、7月15日（月曜・祝日）以降に電話で連絡します。
電話：03-3452-9421","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240711-hajimetesumaho.html","008002002000","港区イベントカレンダー","麻布地区","2024年7月11日から2024年7月25日","はじめてのスマホ教室","","","","","","","","","","","","","","","","","","","","いきいきプラザで用意するiPhoneを使用します。","60歳以上の区民","7月11日（木曜）・7月25日（木曜）午後3時から午後5時","麻布いきいきプラザ","10人（抽選）","","電話または直接、7月4日（木曜）までに、麻布いきいきプラザへ。
電話：03-3408-7888","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240708-kaigohoken.html","008003002000","港区イベントカレンダー","赤坂地区","2024年7月8日","「介護保険」を学ぼう！","","","","","","","","","","","","","","","","","","","","","65歳以上の区民とその家族","午後2時から午後3時30分","青山いきいきプラザ","20人（申込順）","","電話で、7月5日（金曜）までに、赤坂地区高齢者相談センターへ。
電話：03-5410-3415","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240709-hajimeyogolf.html","008003002000","港区イベントカレンダー","赤坂地区","2024年7月9日から2024年8月27日","はじめようゴルフ！いつからでもできるゴルフベーシック講座＆ステップアップ講座","","","","","","","","","","","","","","","","","","","青山いきいきプラザ
電話：03-3403-2011
","スポンジボールを使い、体育館で座学・実技レッスンを行います。","60歳以上の区内在住で、全8回参加可能な人","（毎週火曜・全8回）午後3時から午後4時30分","青山いきいきプラザ","（1）ベーシック講座：8人（抽選）
（2）ステップアップ講座：8人（抽選）
※申し込みは1人1講座","2,000円（テキスト代）","郵送で、往復はがきの往信面に希望の講座（「ベーシック講座」または「ステップアップ講座」）・郵便番号・住所・氏名（ふりがな）・年齢・電話番号を、返信面に申込者の郵便番号・住所・氏名を明記の上、6月30日（日曜・必着）までに、〒107-0062南青山二丁目16番5号　青山いきいきプラザへ。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240715-ninchishokoza.html","008003002000","港区イベントカレンダー","赤坂地区","2024年7月15日","認知症講座","","","","","","","","","","","","","","","","","","","","講師：国際医療福祉大学教授　桑原 直行氏","60歳以上の区民","午後2時から午後3時","青山いきいきプラザ","20人（申込順）","","電話または直接、青山いきいきプラザへ。
電話：03-3403-2011","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240716-harimassage.html","008003002000","港区イベントカレンダー","赤坂地区","2024年7月16日から2024年7月17日","はり・マッサージサービス","","","","","","","","","","","","","","","","","","","","","65歳以上の区民","","青南いきいきプラザ","60人（申込順）","1,000円（利用料）","電話で、6月28日（金曜）午後5時までに、青南いきいきプラザへ。
電話：03-3423-4920","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240724-shogaishien.html","008009003000","港区イベントカレンダー","地区指定なし","2024年7月24日","障害児・者を支援している人への研修　第2回「障害者の暮らしを支える地域包括ケアと地域共生社会づくり」","","","","","","","","","","","","","","","","","","","","講師：蒲原 基道氏（元厚生労働事務次官）","仕事・家族・ボランティア等で障害児・者の支援に携わっている人、またはテーマに関心のある区内在住・在勤・在学者","午後6時30分から午後8時","障害保健福祉センター","60人（申込順）","","電話・ファックスまたはメールで、障害保健福祉センターへ。自宅での介護または会場での一時保育（2人まで）が必要な人は、7月12日（金曜）正午までにご相談ください。
電話：03-5439-2511　ファックス：03-5439-2514
メール：minato-chi@yuai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240817-bowling.html","008009003000","港区イベントカレンダー","地区指定なし","2024年8月17日","障害者（児）ボウリング大会","","","","","","","","","","","","","","","","","","","社会福祉法人港区社会福祉協議会ボランティア・地域活動支援係
電話：03-6230-0284　ファックス：03-6230-0285
","障害者用のボールや投球補助台を用意します。区内障害者団体と交流もできます。","区内在住で身体障害者手帳・愛の手帳・精神障害者保健福祉手帳のいずれかをお持ちの人と、その介助者
※介助送迎はありません。","午前9時から午前11時","品川プリンスホテルボウリングセンター（高輪四丁目10番30号）","30人（抽選）","","郵送で、はがきに「障害者（児）ボウリング大会参加希望」、障害の種別（車いす利用者は明記）・住所・氏名・電話番号を明記の上、7月12日 （金曜・必着）までに、〒106-0032六本木五丁目16番45号　港区社会福祉協議会ボランティア・地域活動支援係へ。
※港区心身障害児・者団体連合会加入の障害者団体に所属している人は、各所属団体からお申し込みください。","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240713-suieikyoshitsu.html","008009001000","港区イベントカレンダー","地区指定なし","2024年7月13日から2024年9月1日","夏の水泳教室","","","","","","","","","","","","","","","","","","","水泳教室受付（受付時間：火曜から土曜午前10時から午後5時）
電話：090-4114-0198
","","3歳から小学6年生の区民とその保護者
※詳しくは、港区ホームページをご覧ください。","※各校により実施日時・回数が異なります。","小学校：港南・本村
中学校：御成門・高松・高陵・赤坂・港陽","","","電話で、6月21日から6月30日（日曜）に、みなとコール（受付時間:午前9時（初日は午後2時）から午後5時）へ。
電話：03-5472-3710

港区ホームページ（関連リンク参照）からも申し込めます。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/sports/swimming/summer.html","港区ホームページ","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240702-tenjisingapore.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月2日から2024年7月16日","国際文化紹介展示　たくさんの物語がある国シンガポール　―様々な文化が共存する都市国家","","","","","","","","","","","","","","","","","","","","","どなたでも","","みなとパーク芝浦1階公園側アトリウム、喫茶前広場","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202406/20240621top/07.html","広報みなと2024年6月21日号　国際文化紹介展示　たくさんの物語がある国シンガポール　―様々な文化が共存する都市国家","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/soudan7.html","008003001000","港区イベントカレンダー","赤坂地区","2024年7月17日","あっぴぃ赤坂　発達相談","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","港区子ども家庭支援センターの心理士にお子さまの発達について相談ができます。","未就学児のお子さんと保護者","午前と午後2回開催します。
①午前10時から正午：何でも相談会

②午後1時から午後1時30分：臨床心理士小金先生のお話し会
 　　　　　　　　　　　　　「子どもの発達を支える感覚とからだの遊び」
  
   午後1時30分から午後4時： 何でも相談会","あっぴぃ赤坂","午前・午後ともに要予約（各3組）","","前日までにあっぴぃ赤坂に電話でご予約をお願いします。
電話番号：03-3475-3900
ご予約受付時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/ongakukai7.html","008003001000","港区イベントカレンダー","赤坂地区","2024年7月17日","あっぴぃ赤坂　「親子で楽しむ音楽会」","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","心地良い音楽を聴いて身体を揺らしたり、手拍子したり、歌ったり参加型のイベントです。","未就学児のお子さんと保護者","午後4時から午後5時","あっぴぃ赤坂","要予約　定員20組","","前日までにあっぴぃ赤坂に電話でご予約をお願いします。
電話番号：03-3475-3900
ご予約受付時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/akasakashisetsuunei/attupi/concierge.html","008003001000","港区イベントカレンダー","赤坂地区","2024年7月19日","あっぴぃ赤坂　「保育コンシェルジュと話そう」","赤坂地区総合支所管理課施設運営担当","03-5413-7273","03-5413-2019","","","","","","","","","","","","","","","","","「保育園ってどんなところ？」「いつでも誰でも預けられるの？」「申込み方法が知りたい！」「預ける場所はどんなところがあるの？」など、保育コンシェルジュがあっぴぃで説明会を行います。","港区にお住まいで就学前のお子さんの預け先が必要な方","午前11時から正午まで","あっぴぃ赤坂","要予約","","前日までにあっぴぃ赤坂に電話でご予約をお願いします。
電話番号：03-3475-3900
ご予約受付時間：午前9時から午後5時","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240706-shotengaievent.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月6日から2024年8月31日","7月・8月商店街イベント一覧","","","","","","","","","","","","","","","","","","","","","どなたでも","","詳細は関連リンクをご参照ください。","","","当日直接会場へ","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202407/20240701top/02.html","広報みなと2024年7月1日号　7月・8月商店街イベント一覧","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240727-odaibaplage.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月27日から2024年8月4日","フランスのパリ市と連携した海水浴イベント「お台場プラージュ」を開催します","","","","","","","","","","","","","","","","","","","","","どなたでも（小学4年生以下の遊泳は保護者同伴）","","都立お台場海浜公園（台場一丁目4番）","","","当日直接会場へ。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/kouhou/kuse/koho/minato2024/202407/20240701top/03.html","広報みなと2024年7月1日号　フランスのパリ市と連携した海水浴イベント「お台場プラージュ」を開催します","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240727-shibakataribe.html","008001000000","港区イベントカレンダー","芝地区","2024年7月27日","芝の語り部による新札発行記念講座「お札の顔になった人と港区」","芝地区総合支所協働推進課地区政策担当","03-3578-3193","03-3578-3180","","","","","","","","","","","","","","","","","","どなたでも","午前10時から午前11時30分","芝区民協働スペース","30人程度（抽選）","","電話で、7月2日（火曜）から7月15日（月曜・祝日）に、みなとコール（受付時間：午前9時（初日は午後2時）から午後5時）へ。
電話：03-5472-3710
港区ホームページ（関連リンク参照）からも申し込めます。抽選結果は、7月19日（金曜）以降に申込者全員に郵送またはメールでお知らせします。","","","","","","","","","","","","","https://www.city.minato.tokyo.jp/shibakyoudou/kataribe-moushikomiuketuke.html","港区ホームページ","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240727-ninchishosupporter.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月27日","認知症サポーター養成講座","","","","","","","","","","","","","","","","","","","介護予防総合センター
電話：03-3456-4157
","認知症について正しく理解し、認知症の人とその家族を支える応援者になるための講座です。","区内在住・在勤・在学者","午前10時から午前11時45分","（1）介護予防総合センター（みなとパーク芝浦2階）
（2）オンラインツール（Zoom）","（1）72人（申込順）
（2）50人（申込順）","","（1）電話または直接、7月26日（金曜）までに、介護予防総合センターへ。
（2）介護予防総合センターホームページ（関連リンク参照）から、7月19日（金曜）までに、お申し込みください。","","","","","","","","","","","","","https://www.central.co.jp/plaza/rakuccha/","介護予防総合センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240731-wakachiainokai.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月31日","わかちあいの会みなと","","","","","","","","","","","","","","","","","","","","ありのままの思いを話し、遺族同士で支え合う場です。","自死（自殺）で身近な人を亡くした人","午後1時30分から午後3時30分","みなと保健所","","","当日直接会場へ。
※保育あり（4カ月から就学前、2人。電話で、7月24日（水曜）までに、みなと保健所健康推進課地域保健係へ）
電話：03-6400-0084　ファックス：03-3455-4539","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240727-uicare.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月27日","ういケアみなと 親子で学ぼう！「がんってなんだ？」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","小学4年生から小学6年生とその保護者","午前11時から午後0時30分、午後2時から午後3時30分","がん在宅緩和ケア支援センター","各10組（申込順）","","電話またはファックスで、がん在宅緩和ケア支援センターへ。
詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240803-eiyoseminar.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月3日","栄養セミナー「疲労回復や老化の防止改善にも！～効率よくたんぱく質を摂る秘訣～」","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","どなたでも","午前11時から正午","がん在宅緩和ケア支援センター","24人（申込順）","","電話またはファックスで、がん在宅緩和ケア支援センターへ。
詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240803-kutsurogicafe.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月3日から2024年8月27日","がんを患った人や家族のためのくつろぎカフェ","","","","","","","","","","","","","","","","","","","がん在宅緩和ケア支援センター
電話：03-6450-3421　ファックス：03-6450-3583
","","がん患者およびその家族","（1）8月3日（土曜）午後1時30分から午後3時30分
（2）8月13日（火曜）・8月27日（火曜）午後1時30分から午後3時30分","（1）芝浦港南区民センター
（2）がん在宅緩和ケア支援センター","","","当日直接会場へ。
詳しくは、がん在宅緩和ケア支援センターホームページ（関連リンク参照）をご覧ください。","","","","","","","","","","","","","https://www.minato-hpccsc.jp/","がん在宅緩和ケア支援センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240807-kenkokinen.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月7日から2024年9月11日","健康相談・禁煙相談","","","","","","","","","","","","","","","","","","","","保健師・管理栄養士・禁煙相談員が相談に応じます。禁煙相談は電話やオンライン（Microsoft Teams）でもできます。塩分濃度測定や筋肉量・InBody測定も実施します。","区民","8月7日、9月11日　いずれも水曜午前（予約制）
※時間はお問い合わせください。対面相談では保育あり（4カ月から就学前、3人。各回1週間前までに申込時にお申し出ください）","みなと保健所","","","前日までに、電話で、みなと保健所健康推進課健康づくり係へ。
電話：03-6400-0083","","","","","","","","","","","","","","","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240721-rurian.html","008009000000","港区イベントカレンダー","地区指定なし","2024年7月21日","性の多様性を広めるみなとカラフル広場「るりあん」～アロマンティック・アセクシュアルについて～","","","","","","","","","","","","","","","","","","","","","区内在住・在勤・在学者またはテーマに関心のある人","午後2時から午後3時30分","男女平等参画センター（みなとパーク芝浦2階）","20人（申込順）
※保育あり（4カ月から就学前、2人程度。7月4日（木曜）までに、申込時にお申し出ください）","","電話・ファックスまたは直接、男女平等参画センターへ。男女平等参画センターホームページ（関連リンク参照）からも申し込めます。
電話：03-3456-4149　ファックス：03-3456-1254","","","","","","","","","","","","","https://www.minatolibra.jp/","男女平等参画センターホームページ（外部サイトへリンク）","","","","","","","","","","",
"https://www.city.minato.tokyo.jp/kouhou/event/240801-joseikanrishoku.html","008009000000","港区イベントカレンダー","地区指定なし","2024年8月1日から2024年8月8日","オンライン講座（全2回）「女性管理職・次世代管理職養成講座　聞いて、語って、考えてみよう 私たちのリーダーシップ」","","","","","","","","","","","","","","","","","","","","オンラインツール（Zoom）を使用して行います。","区内在住・在勤・在学の女性、またはテーマに関心のある女性（全2回参加できる人）","8月1日・8月8日（木曜・全2回）いずれも午後7時から午後8時45分","オンライン開催","15人（申込順）","","電話・ファックスまたは直接、男女平等参画センターへ。男女平等参画センターホームページ（関連リンク参照）からも申し込めます。
電話：03-3456-4149　ファックス：03-3456-1254","","","","","","","","","","","","","https://www.minatolibra.jp/","男女平等参画センターホームページ（外部サイトへリンク）","","","","","","","","","","",
