"都道府県コード又は市区町村コード","NO","都道府県名","市区町村名","名称","名称_カナ","住所","方書","設置位置","電話番号","内線番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","小児対応機器設備の有無","URL","最終確認日","備考","経度","緯度","分類"
"131148","185","東京都","中野区","セブン-イレブン 中野中央１丁目店","セブンイレブンナカノチュウオウイッチョウメテン","中野区中央1-38-1","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.683343231154","35.69769512169","AED設置箇所一覧"
"131148","186","東京都","中野区","セブン-イレブン 中野坂上駅西店","セブンイレブンナカノサカウエエキニシテン","中野区中央2-5-1","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.680080879358","35.6976148485472","AED設置箇所一覧"
"131148","187","東京都","中野区","セブン-イレブン 中野中央店","セブンイレブンナカノチュウオウテン","中野区中央4-22-18","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.671016156448","35.7002939486358","AED設置箇所一覧"
"131148","188","東京都","中野区","セブン-イレブン 中野中央中野通り店","セブンイレブンナカノチュウオウナカノトオリテン","中野区中央5-4-22","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.667395207327","35.698836677441","AED設置箇所一覧"
"131148","189","東京都","中野区","セブン-イレブン 中野中央５丁目店","セブンイレブンナカノチュウオウゴチョウメテン","中野区中央5-10-3","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.664814237194","35.697620417771","AED設置箇所一覧"
"131148","190","東京都","中野区","セブン-イレブン 東中野末広橋店","セブンイレブンヒガシナカノスエヒロバシテン","中野区東中野1-1-19","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.687152971844","35.7018110446604","AED設置箇所一覧"
"131148","191","東京都","中野区","セブン-イレブン 東中野１丁目店","セブンイレブンヒガシナカノイッチョウメテン","中野区東中野1-36-7","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.685681110643","35.704180640046","AED設置箇所一覧"
"131148","192","東京都","中野区","セブン-イレブン 東中野２丁目店","セブンイレブンヒガシナカノニチョウメテン","中野区東中野2-1-2","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.682207450678","35.7011413937891","AED設置箇所一覧"
"131148","193","東京都","中野区","セブン-イレブン 東中野銀座通り店","セブンイレブンヒガシナカノギンザドオリテン","中野区東中野3-12-7","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.68197042177","35.7084808651276","AED設置箇所一覧"
"131148","194","東京都","中野区","セブン-イレブン 東中野４丁目店","セブンイレブンヒガシナカノヨンチョウメテン","中野区東中野4-29-9","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.686530192982","35.71063804107","AED設置箇所一覧"
"131148","195","東京都","中野区","セブン-イレブン 中野一丁目店","セブンイレブンナカノイッチョウメテン","中野区中野1-32-6","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.674891008358","35.7022309828265","AED設置箇所一覧"
"131148","196","東京都","中野区","セブン-イレブン 中野もみじ山通り店","セブンイレブンナカノモミジヤマドオリテン","中野区中野1-58-3","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.672716748212","35.7044700778925","AED設置箇所一覧"
"131148","197","東京都","中野区","セブン-イレブン 中野２丁目大久保通り店","セブンイレブンナカノニチョウメオオクボドオリテン","中野区中野2-18-10","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.668689972555","35.7030338400902","AED設置箇所一覧"
"131148","198","東京都","中野区","セブン-イレブン 中野駅南口店","セブンイレブンナカノエキミナミグチテン","中野区中野2-26-13","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.666162522526","35.704434118576","AED設置箇所一覧"
"131148","199","東京都","中野区","セブン-イレブン 中野桃園店","セブンイレブンナカノモモゾノテン","中野区中野3-40-3","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.663377768678","35.7041366857247","AED設置箇所一覧"
"131148","200","東京都","中野区","セブン-イレブン 中野サンモール店","セブンイレブンナカノサンモールテン","中野区中野5-65-9","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.665535686793","35.7074634584695","AED設置箇所一覧"
"131148","201","東京都","中野区","セブン-イレブン 中野駅北口店","セブンイレブンナカノエキキタグチテン","中野区中野5-66-4","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.665382993947","35.7075516739774","AED設置箇所一覧"
"131148","202","東京都","中野区","セブン-イレブン 中野６丁目店","セブンイレブンナカノロクチョウメテン","中野区中野6-14-6","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.675921659874","35.7083468872938","AED設置箇所一覧"
"131148","203","東京都","中野区","セブン-イレブン 中野上高田３丁目店","セブンイレブンナカノカミタカダサンチョウメテン","中野区上高田3-22-9","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.672648542197","35.7148183682879","AED設置箇所一覧"
"131148","204","東京都","中野区","セブン-イレブン 新井中野通り店","セブンイレブンアライナカノドオリテン","中野区新井1-11-5","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.665433669314","35.7105369868323","AED設置箇所一覧"
"131148","205","東京都","中野区","セブン-イレブン 中野新井１丁目店","セブンイレブンナカノアライイッチョウメテン","中野区新井1-42-8","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.666529272569","35.7143485481698","AED設置箇所一覧"
"131148","206","東京都","中野区","セブン-イレブン 中野新井店","セブンイレブンナカノアライテン","中野区新井2-31-1","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.662782802578","35.7100642254471","AED設置箇所一覧"
"131148","207","東京都","中野区","セブン-イレブン 中野沼袋駅前店","セブンイレブンナカノヌマブクロエキマエテン","中野区沼袋3-4-19","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.663400271134","35.7190940592018","AED設置箇所一覧"
"131148","208","東京都","中野区","セブン-イレブン 中野新井薬師前駅北店","セブンイレブンナカノアライヤクシマエエキキタテン","中野区松が丘1-17-10","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.672856821316","35.7181674823956","AED設置箇所一覧"
"131148","209","東京都","中野区","セブン-イレブン 中野江原町２丁目店","セブンイレブンナカノエハラチョウニチョウメテン","中野区江原町2-27-9","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.672501520296","35.7316670411198","AED設置箇所一覧"
"131148","210","東京都","中野区","セブン-イレブン 中野江古田１丁目店","セブンイレブンナカノエゴタイッチョウメテン","中野区江古田1-1-7","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.67519012429","35.7237562109711","AED設置箇所一覧"
"131148","211","東京都","中野区","セブン-イレブン 中野江古田店","セブンイレブンナカノエゴタテン","中野区江古田4--7-3","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.662793878521","35.7243625067456","AED設置箇所一覧"
"131148","212","東京都","中野区","セブン-イレブン 中野野方１丁目店","セブンイレブンナカノノガタイッチョウメテン","中野区野方1-30-3","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.65767604088","35.7099598371613","AED設置箇所一覧"
"131148","213","東京都","中野区","セブン-イレブン 中野野方２丁目店","セブンイレブンナカノノガタニチョウメテン","中野区野方2-4-3","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.658548261556","35.7151778771246","AED設置箇所一覧"
"131148","214","東京都","中野区","セブン-イレブン 中野野方駅東店","セブンイレブンナカノノガタエキヒガシテン","中野区野方3-25-7","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.654120002504","35.7184434004904","AED設置箇所一覧"
"131148","215","東京都","中野区","セブン-イレブン 中野野方５丁目店","セブンイレブンナカノノガタゴチョウメテン","中野区野方5-19-9","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.651280634772","35.7188799992036","AED設置箇所一覧"
"131148","216","東京都","中野区","セブン-イレブン 野方駅北口店","セブンイレブンノガタエキキタグチテン","中野区野方6-12-5","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.652457182862","35.7215923982004","AED設置箇所一覧"
"131148","217","東京都","中野区","セブン-イレブン 中野大和町１丁目店","セブンイレブンナカノヤマトチョウイッチョウメテン","中野区大和町1-2-1","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.653557440433","35.7097982810702","AED設置箇所一覧"
"131148","218","東京都","中野区","セブン-イレブン 中野大和町１丁目北店","セブンイレブンナカノヤマトチョウイッチョウメキタテン","中野区大和町1-53-6","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.649648450828","35.7122191635927","AED設置箇所一覧"
"131148","219","東京都","中野区","セブン-イレブン 中野大和町中央通り店","セブンイレブンナカノヤマトチョウチュウオウドオリテン","中野区大和町4-12-1","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.647464666091","35.715519463483","AED設置箇所一覧"
"131148","220","東京都","中野区","セブン-イレブン 中野都立家政店","セブンイレブンナカノトリツカセイテン","中野区若宮3-19-11","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.64442584198","35.7215956342646","AED設置箇所一覧"
"131148","221","東京都","中野区","セブン-イレブン 中野鷺宮１丁目店","セブンイレブンナカノサギノミヤイッチョウメテン","中野区鷺宮1-28-7","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.644077159246","35.7236817832579","AED設置箇所一覧"
"131148","222","東京都","中野区","セブン-イレブン 中野鷺ノ宮駅前店","セブンイレブンナカノサギノミヤエキマエテン","中野区鷺宮3-18-2","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.638962585418","35.7230255873007","AED設置箇所一覧"
"131148","223","東京都","中野区","セブン-イレブン 中野鷺宮店","セブンイレブンナカノサギノミヤテン","中野区鷺宮4-35-10","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.638077268268","35.7248114722392","AED設置箇所一覧"
"131148","224","東京都","中野区","セブン-イレブン 中野鷺宮６丁目店","セブンイレブンナカノサギノミヤロクチョウメテン","中野区鷺宮6-30-18","","","","","","中野区","","","","","有","","2024/5/21","所管：健康福祉部","139.627260024627","35.7271801173857","AED設置箇所一覧"
