"設置","施設名","郵便番号","所在地","経度","緯度","座標系","電話番号","定員"
"区市町村","ときわ台保育園","174-0071","板橋区常盤台３－２１－２","139.683881","35.762223","JGD2011","03-3969-0436","94"
"区市町村","東新保育園","174-0074","板橋区東新町２－４３－５","139.680579","35.752572","JGD2011","03-3972-8040","101"
"社福法人","さくら保育園","174-0074","板橋区東新町１－１７－７","139.679754","35.761779","JGD2011","03-3956-6302","90"
"営利法人","アスク上板橋保育園","174-0076","板橋区上板橋１－１９－１６　アソルティ上板橋１Ｆ","139.67526","35.761526","JGD2011","03-5922-1502","60"
"営利法人","上板橋すきっぷ保育園","174-0076","板橋区上板橋３－２１－７","139.671754","35.766275","JGD2011","03-6906-6526","70"
"営利法人","にじいろ保育園上板橋","174-0076","板橋区上板橋二丁目２番１５号","139.674207","35.762176","JGD2011","03-6281-0075","50"
"区市町村","上板橋保育園","174-0076","板橋区上板橋２－３－８","139.673843","35.761809","JGD2011","03-3933-6935","115"
"社福法人","ひいらぎ保育園","175-0045","板橋区西台２－２２－４","139.671015","35.78056","JGD2011","03-3937-2541","95"
"区市町村","西台保育園","175-0045","板橋区西台２－５－１８","139.670137","35.779107","JGD2011","03-3935-0516","87"
"他の法人","第一保育園","175-0045","板橋区西台３－３２－２６","139.670165","35.774799","JGD2011","03-3933-2032","116"
"社福法人","わかたけ第二保育園","175-0081","板橋区新河岸１－３－５","139.665671","35.794099","JGD2011","03-3935-1354","80"
"区市町村","新河岸保育園","175-0081","板橋区新河岸２－１０－１１－１０１","139.663582","35.795443","JGD2011","03-3938-6701","90"
"社福法人","聖マリア保育園","175-0082","板橋区高島平８－２１－１１","139.663949","35.790755","JGD2011","03-3934-0029","127"
"社福法人","白鳩保育園","175-0082","板橋区高島平５－３４－７","139.647306","35.786697","JGD2011","03-3939-0057","117"
"社福法人","こじか保育園","175-0082","板橋区高島平２－２８－７","139.664768","35.785906","JGD2011","03-3937-4551","129"
"社福法人","かえで保育園","175-0082","板橋区高島平１－６５－１","139.669462","35.785503","JGD2011","03-3932-6463","110"
"社福法人","つつじ保育園","175-0082","板橋区高島平９－４３－１","139.669856","35.791197","JGD2011","03-3936-3090","109"
"区市町村","高島平つくし保育園","175-0082","板橋区高島平２－２６－３－１０１","139.665063","35.783548","JGD2011","03-3936-1360","97"
"区市町村","高島平すみれ保育園","175-0082","板橋区高島平２－２８－６－１０１","139.664846","35.786536","JGD2011","03-3936-1370","106"
"区市町村","高島平けやき保育園","175-0082","板橋区高島平２－３２－３－１０１","139.662321","35.786525","JGD2011","03-3936-1380","92"
"区市町村","高島平つぼみ保育園","175-0082","板橋区高島平２－２５－４","139.661302","35.784076","JGD2011","03-3936-9234","105"
"区市町村","高島平もみじ保育園","175-0082","板橋区高島平３－１０－１－１０１","139.655138","35.789161","JGD2011","03-3975-8454","106"
"区市町村","高島平さつき保育園","175-0082","板橋区高島平９－１－６－２０１","139.673315","35.787548","JGD2011","03-3936-9182","91"
"区市町村","高島平あやめ保育園","175-0082","板橋区高島平８－３０－１","139.664604","35.792394","JGD2011","03-3932-4708","96"
"区市町村","高島平くるみ保育園","175-0082","板橋区高島平８－１６－１","139.660805","35.790161","JGD2011","03-3933-9035","110"
"社福法人","メリーポピンズ東武練馬ルーム","175-0083","板橋区徳丸２－３－１　徳丸スクウェア１Ｆ","139.661494","35.769083","JGD2011","03-3934-3806","50"
"区市町村","紅梅保育園","175-0083","板橋区徳丸６－２－１０","139.662952","35.776365","JGD2011","03-3934-6488","123"
"営利法人","にじいろ保育園徳丸","175-0083","板橋区徳丸３－３８－１９","139.658555","35.775488","JGD2011","03-6915-7145","80"
"営利法人","ほっぺるランド板橋徳丸","175-0083","板橋区徳丸４－２０－２８","139.654972","35.772566","JGD2011","03-6281-0541","100"
"社福法人","北野保育園","175-0083","板橋区徳丸３－２０－１４","139.658283","35.771269","JGD2011","03-3933-1757","148"
"社福法人","愛和保育園","175-0092","板橋区赤塚２－１４－１０","139.643048","35.772518","JGD2011","03-3977-1148","133"
"社福法人","赤塚六丁目保育園","175-0092","板橋区赤塚６－３２－１１","139.643326","35.776404","JGD2011","03-3977-8866","100"
"社福法人","麦の子保育園","175-0092","板橋区赤塚５－１６－２７","139.645623","35.781548","JGD2011","03-3930-7300","60"
"区市町村","赤塚保育園","175-0092","板橋区赤塚６－３０－１","139.643829","35.77669","JGD2011","03-3930-0120","95"
"区市町村","あさひが丘保育園","175-0092","板橋区赤塚７－４－１","139.648539","35.773635","JGD2011","03-3938-8838","111"
"営利法人","うぃず成増保育園","175-0092","板橋区赤塚３－１９－４","139.63716","35.77657","JGD2011","03-6904-2957","60"
"営利法人","まなびの森保育園下赤塚","175-0092","板橋区赤塚６－１５－２","139.642387","35.774807","JGD2011","03-5998-3222","80"
"区市町村","赤塚新町保育園","175-0093","板橋区赤塚新町２－１２－１","139.638851","35.773385","JGD2011","03-3977-5120","111"
"区市町村","ゆりの木保育園","175-0093","板橋区赤塚新町３－３２－１１－１０２","139.638232","35.769116","JGD2011","03-3977-2650","109"
"社福法人","しらさぎ保育園","175-0094","板橋区成増５－１９－４０","139.637223","35.788719","JGD2011","03-6909-2180","120"
"営利法人","ほっぺるランド成増","175-0094","板橋区成増３－３－６","139.634271","35.777662","JGD2011","03-5967-1451","81"
"営利法人","グローバルキッズ成増園","175-0094","板橋区成増２－８－１０","139.634143","35.776231","JGD2011","03-3979-8677","90"
"営利法人","ソラスト成増保育園","175-0094","板橋区成増３－１３－１　アリエスビル１階","139.632304","35.77872","JGD2011","03-5904-5191","63"
"社福法人","成美保育園","175-0094","板橋区成増４－３３－１７","139.636234","35.787697","JGD2011","03-3938-2899","39"
"社福法人","成増保育園","175-0094","板橋区成増２－２４－７","139.629849","35.779445","JGD2011","03-3975-5360","130"
"区市町村","練馬保育園","176-0001","練馬区練馬２－１３－３","139.651471","35.742211","JGD2011","03-3991-5133","113"
"他の法人","練馬和光保育園","176-0001","練馬区練馬１－１８－２１","139.654774","35.738978","JGD2011","03-3992-8279","120"
"営利法人","ナーサリールームベリーベアー練馬","176-0001","練馬区練馬１－１７－１　４階","139.653302","35.738184","JGD2011","03-5946-6712","129"
"営利法人","練馬駅前おひさま保育園","176-0001","練馬区練馬３－１８－５","139.650324","35.737947","JGD2011","03-5999-0135","30"
"営利法人","Nicot練馬","176-0001","練馬区練馬１－１１－１","139.613677","35.741907","JGD2011","03-5946-9909","69"
"区市町村","桜台保育園","176-0002","練馬区桜台５－４１－１２","139.657356","35.74438","JGD2011","03-3993-6735","95"
"区市町村","桜台第二保育園","176-0002","練馬区桜台３－３９－１７","139.663211","35.745916","JGD2011","03-3993-5126","125"
"営利法人","アンジェリカ桜台保育園","176-0002","練馬区桜台２－３４－９","139.663786","35.744639","JGD2011","03-6914-5368","81"
"営利法人","にじいろ保育園新桜台","176-0002","練馬区桜台２－３－８","139.667642","35.743261","JGD2011","03-6915-8290","93"
"営利法人","グローバルキッズ桜台保育園","176-0002","練馬区桜台１－４６－４","139.662226","35.740597","JGD2011","03-6915-8827","63"
"社福法人","神の教会保育園","176-0003","練馬区羽沢２－２６－１５","139.671319","35.746752","JGD2011","03-5912-0012","110"
"他の法人","にじのいるか保育園氷川台","176-0003","練馬区羽沢３－２６－３","139.672291","35.750327","JGD2011","03-6914-5801","99"
"営利法人","太陽の子羽沢保育園","176-0003","練馬区羽沢２－２０－２０","139.669644","35.744342","JGD2011","03-5946-9121","60"
"営利法人","まちの保育園小竹向原","176-0004","練馬区小竹町２－４０－５","139.675315","35.743672","JGD2011","03-6909-3201","80"
"区市町村","栄町保育園","176-0006","練馬区栄町４０－７","139.671192","35.739487","JGD2011","03-3994-3285","130"
"区市町村","豊玉第二保育園","176-0012","練馬区豊玉北６－１７－９","139.650099","35.735959","JGD2011","03-3992-3322","82"
"営利法人","太陽の子豊玉北保育園","176-0012","練馬区豊玉北５－６－１４　１・２階","139.65616","35.735487","JGD2011","03-5912-0057","60"
"営利法人","チェリーチャイルド保育園","176-0012","練馬区豊玉北４－１２－１１","139.659343","35.736489","JGD2011","03-3948-4653","66"
"営利法人","さくらさくみらい　練馬","176-0012","練馬区豊玉北４－３３－１７　１階","139.657524","35.733623","JGD2011","03-3948-2239","74"
"営利法人","ソラスト新江古田保育園","176-0012","練馬区豊玉北２－１７－１１","139.665212","35.734101","JGD2011","03-5912-0880","52"
"営利法人","豊玉北えほん保育園","176-0012","練馬区豊玉北４－４－２","139.660532","35.735256","JGD2011","03-6914-8196","77"
"営利法人","ポピンズナーサリースクール桜台","176-0012","練馬区豊玉北４－１３－１５","139.659954","35.736606","JGD2011","03-5912-2101","70"
"営利法人","マグハウス江古田","176-0012","練馬区豊玉北１－６－２","139.670267","35.732862","JGD2011","03-6914-6160","50"
"区市町村","豊玉保育園","176-0013","練馬区豊玉中４－１３－６","139.650124","35.732595","JGD2011","03-3991-4484","130"
"区市町村","豊玉第四保育園","176-0013","練馬区豊玉中１－９－１１","139.661423","35.730735","JGD2011","03-3948-2391","77"
"営利法人","アスク豊玉中保育園","176-0013","練馬区豊玉中１－２－７","139.661821","35.731535","JGD2011","03-3557-5755","128"
"営利法人","アスクとよたま一丁目保育園","176-0013","練馬区豊玉中１－５－１０","139.662315","35.729874","JGD2011","03-5912-2550","60"
"区市町村","豊玉第三保育園","176-0014","練馬区豊玉南３－３２－３７","139.649552","35.729248","JGD2011","03-3991-6762","121"
"社福法人","練馬二葉保育園","176-0014","練馬区豊玉南３－３１－１５","139.650149","35.73047","JGD2011","03-3993-5540","120"
"区市町村","貫井保育園","176-0021","練馬区貫井４－２４－９","139.62742","35.742191","JGD2011","03-3990-3320","93"
"区市町村","貫井第二保育園","176-0021","練馬区貫井４－１３－４","139.63142","35.741024","JGD2011","03-3990-8291","124"
"営利法人","Ｎｉｃｏｔ富士見台","176-0021","練馬区貫井１－３０－５","139.632726","35.736261","JGD2011","03-5987-2185","60"
"社福法人","風の子保育園","176-0021","練馬区貫井１－５－７","139.637086","35.737364","JGD2011","03-3990-3920","71"
"営利法人","保育所まぁむ中村橋駅前園","176-0021","練馬区貫井１－１７－４","139.634384","35.738411","JGD2011","03-5933-9243","60"
"区市町村","向山保育園","176-0022","練馬区向山１－５－７","139.642244","35.737783","JGD2011","03-3970-6088","124"
"営利法人","ソラスト中村橋保育園","176-0022","練馬区向山１－１３－２","139.640397","35.737231","JGD2011","03-3577-8571","42"
"営利法人","アートチャイルドケア中村橋","176-0023","練馬区中村北４－４－１３　２階","139.638361","35.735503","JGD2011","03-3825-6667","30"
"営利法人","みらいく中村橋園","176-0023","練馬区中村北３－１７－１０","139.639611","35.735392","JGD2011","03-5848-7107","60"
"営利法人","さくらさくみらい　中村北","176-0023","練馬区中村北１－１１－２０","139.647885","35.736825","JGD2011","03-5848-5939","75"
"営利法人","にじいろ保育園練馬中村","176-0024","練馬区中村１－１９－９","139.645591","35.733676","JGD2011","03-5848-7281","64"
"営利法人","ベネッセ中村橋保育園","176-0024","練馬区中村３－３－９","139.641031","35.733764","JGD2011","03-3577-9235","99"
"営利法人","にじいろ保育園中村一丁目","176-0024","練馬区中村１－５－２９","139.648191","35.732662","JGD2011","03-5848-5681","70"
"営利法人","みらいく中村２丁目園","176-0024","練馬区中村２－２３－１０","139.642703","35.731294","JGD2011","03-5848-5310","60"
"他の法人","平和保育園","176-0025","練馬区中村南２－２４－３","139.642919","35.730081","JGD2011","03-3990-6358","50"
"区市町村","谷原保育園","177-0032","練馬区谷原５－１６－４１","139.610732","35.750423","JGD2011","03-3996-0020","93"
"区市町村","高野台保育園","177-0033","練馬区高野台３－２５－１７","139.612452","35.744404","JGD2011","03-3996-4615","123"
"営利法人","あい保育園高野台","177-0033","練馬区高野台２－９－９","139.620923","35.746196","JGD2011","03-5923-9874","90"
"営利法人","ピジョンランド練馬高野台","177-0033","練馬区高野台１－３－７","139.616449","35.740568","JGD2011","03-3996-5231","40"
"営利法人","ピノキオ幼児舎練馬高野台保育園","177-0033","練馬区高野台１－８－９","139.61596","35.741904","JGD2011","03-5923-7022","39"
"区市町村","富士見台こぶし保育園","177-0034","練馬区富士見台３－１０－１（令和元年度においては仮園舎へ移転中。仮園舎住所（富士見台３－２－３））","139.624459","35.738613","JGD2011","03-3926-1071","50"
"社福法人","青い鳥保育園","177-0034","練馬区富士見台２－３４－３","139.622885","35.737983","JGD2011","03-3998-1461","90"
"社福法人","なんこう保育園","177-0034","練馬区富士見台４－５－１４","139.624287","35.742616","JGD2011","03-3990-1755","99"
"営利法人","わらべうた練馬高野台保育園","177-0034","練馬区富士見台３－５９－１４","139.619315","35.739666","JGD2011","03-5923-7725","70"
"区市町村","南田中保育園","177-0035","練馬区南田中５－２５－１６","139.613233","35.73888","JGD2011","03-3996-7800","78"
"区市町村","南田中第二保育園","177-0035","練馬区南田中３－３１－４","139.617649","35.738927","JGD2011","03-3997-3568","93"
"他の法人","石神井保育園","177-0035","練馬区南田中５－２０－２","139.609197","35.736755","JGD2011","03-3996-0040","64"
"営利法人","にじいろ保育園南田中","177-0035","練馬区南田中１－９－３","139.620138","35.732056","JGD2011","03-6913-1681","60"
"区市町村","石神井町さくら保育園","177-0041","練馬区石神井町７－２５－４５","139.599267","35.744129","JGD2011","03-3997-0070","126"
"区市町村","石神井町つつじ保育園","177-0041","練馬区石神井町８－１－１０","139.601753","35.745406","JGD2011","03-3997-8646","118"
"営利法人","アスク石神井まち保育園","177-0041","練馬区石神井町８－５３－３２","139.599164","35.750045","JGD2011","03-5923-0530","100"
"営利法人","ベネッセ石神井公園保育園","177-0041","練馬区石神井町５－２－２３","139.607464","35.739854","JGD2011","03-5923-6077","99"
"営利法人","Ｎｉｃｏｔ石神井公園","177-0041","練馬区石神井町１－２０－１５","139.609855","35.742915","JGD2011","03-5923-1631","90"
"営利法人","ベビーステーション石神井公園","177-0041","練馬区石神井町２－１５－４－１０２","139.607008","35.745209","JGD2011","03-3997-0107","60"
"営利法人","きららっこ石神井公園保育園","177-0041","練馬区石神井町４－４－３　２階","139.605128","35.744768","JGD2011","03-3995-8585","70"
"営利法人","ベビーステーション石神井第２","177-0041","練馬区石神井町２－１３－１５　１階","139.608927","35.744673","JGD2011","03-3904-0133","60"
"区市町村","下石神井第三保育園","177-0042","練馬区下石神井６－８－１５","139.603592","35.733772","JGD2011","03-3904-3061","129"
"営利法人","こまどりここわ保育園","177-0042","練馬区下石神井５－９－１０","139.601195","35.731602","JGD2011","03-6913-1564","60"
"区市町村","上石神井保育園","177-0044","練馬区上石神井４－２１－３","139.587907","35.729941","JGD2011","03-3920-3567","94"
"区市町村","上石神井第二保育園","177-0044","練馬区上石神井１－５－３","139.59216","35.7256","JGD2011","03-3929-3247","113"
"営利法人","エンゼルベア石神井保育園","177-0044","練馬区上石神井３－６－３５","139.599615","35.732619","JGD2011","03-5393-5395","50"
"営利法人","にじいろ保育園上石神井","177-0044","練馬区上石神井１－３７－１８","139.586827","35.724614","JGD2011","03-6904-7873","117"
"営利法人","ピジョンランド上石神井保育園","177-0044","練馬区上石神井２－１１－９","139.596623","35.726233","JGD2011","03-3928-1120","80"
"区市町村","上石神井第三保育園","177-0045","練馬区石神井台４－５－２０","139.584624","35.731607","JGD2011","03-3928-1451","91"
"区市町村","石神井台保育園","177-0045","練馬区石神井台２－１８－１３","139.589785","35.735682","JGD2011","03-3995-8271","126"
"区市町村","石神井台第二保育園","177-0045","練馬区石神井台６－２－１０","139.586221","35.740165","JGD2011","03-3925-8301","114"
"営利法人","アスク石神井台保育園","177-0045","練馬区石神井台６－７－１７","139.585315","35.739754","JGD2011","03-3924-5810","67"
"社福法人","心羽えみの保育園石神井台","177-0045","練馬区石神井台３－３６－１０","139.587715","35.741687","JGD2011","03-5923-1155","120"
"営利法人","コビープリスクールしゃくじいだい","177-0045","練馬区石神井台７－１８－１２","139.579641","35.731044","JGD2011","03-5903-8145","60"
"営利法人","はなさき保育園石神井台","177-0045","練馬区石神井台１－１５－１","139.598481","35.735693","JGD2011","03-6913-1220","48"
"区市町村","関町第二保育園","177-0051","練馬区関町北３－２０－３０","139.57039","35.725541","JGD2011","03-3928-1487","97"
"区市町村","関町第三保育園","177-0051","練馬区関町北５－４－１２","139.574675","35.73259","JGD2011","03-3929-3285","128"
"営利法人","アスク関町北保育園","177-0051","練馬区関町北４－３５－１４","139.576167","35.730735","JGD2011","03-5927-4681","120"
"営利法人","愛里武蔵関保育園","177-0051","練馬区関町北４－２１－７","139.57177","35.72906","JGD2011","03-3594-0777","60"
"営利法人","ピノキオ幼児舎関町保育園","177-0051","練馬区関町北１－１４－２","139.578794","35.725319","JGD2011","03-5903-5586","36"
"社福法人","茶々むさしせき保育園","177-0052","練馬区関町東２－９－１１","139.580086","35.72858","JGD2011","03-5903-4870","131"
"営利法人","いずみ保育園","177-0052","練馬区関町東１－２１－４","139.581436","35.723964","JGD2011","03-3928-6066","44"
"区市町村","関町保育園","177-0053","練馬区関町南３－９－２９","139.581736","35.721209","JGD2011","03-3929-2600","124"
"社福法人","コビープリスクールせきまち","177-0053","練馬区関町南３－１５－３８","139.579178","35.722003","JGD2011","03-6904-8112","110"
"区市町村","大泉学園保育園","178-0061","練馬区大泉学園町８－９－５（令和元年度においては仮園舎へ移転中。仮園舎住所（大泉学園町８－５－８））","139.592845","35.772786","JGD2011","03-3922-3811","128"
"社福法人","マーガレット保育園","178-0061","練馬区大泉学園町６－１５－３４","139.578451","35.769514","JGD2011","03-3924-2003","129"
"社福法人","そあ季の花保育園","178-0061","練馬区大泉学園町２－２２－１４","139.586781","35.761357","JGD2011","03-3978-8008","120"
"営利法人","グローバルキッズ大泉園","178-0061","練馬区大泉学園町７－６－２７","139.587545","35.770464","JGD2011","03-3978-6133","99"
"区市町村","北大泉保育園","178-0062","練馬区大泉町４－１５－１５","139.599988","35.76296","JGD2011","03-3921-4852","122"
"社福法人","大泉にじのいろ保育園","178-0062","練馬区大泉町６－３０－３","139.590245","35.757438","JGD2011","03-5933-2788","151"
"区市町村","東大泉保育園","178-0063","練馬区東大泉３－６０－２－１０１","139.59052","35.756413","JGD2011","03-3924-0966","79"
"区市町村","東大泉第二保育園","178-0063","練馬区東大泉７－２０－１","139.577399","35.742339","JGD2011","03-3921-9126","128"
"区市町村","東大泉第三保育園","178-0063","練馬区東大泉２－４２－５","139.592448","35.75425","JGD2011","03-3922-0550","53"
"社福法人","くりのみ保育園","178-0063","練馬区東大泉７－１４－１３","139.579338","35.741031","JGD2011","03-3925-5435","60"
"社福法人","大泉保育園","178-0063","練馬区東大泉５－３８－２４","139.588854","35.748042","JGD2011","03-3922-0875","92"
"営利法人","ベネッセ大泉学園保育園","178-0063","練馬区東大泉１－１７－３","139.594514","35.748789","JGD2011","03-5947-6066","60"
"営利法人","にじいろ保育園大泉学園","178-0063","練馬区東大泉２－１５－１５","139.596964","35.753669","JGD2011","03-5935-8576","60"
"営利法人","太陽の子東大泉保育園","178-0063","練馬区東大泉２－９－１６","139.593931","35.751419","JGD2011","03-5947-5880","70"
"営利法人","にじいろ保育園大泉学園南","178-0063","練馬区東大泉６－３４－１８","139.584996","35.747278","JGD2011","03-6904-4530","70"
"営利法人","わらべうた大泉学園保育園","178-0063","練馬区東大泉６－４７－１３","139.582438","35.747231","JGD2011","03-6904-4967","60"
"営利法人","ゆらりん大泉学園保育園","178-0063","練馬区東大泉１－２７－９　１・２階","139.588681","35.749939","JGD2011","03-6904-6441","60"
"営利法人","ラフ・クルー大泉保育園","178-0063","練馬区東大泉６－３４－４３","139.585485","35.748303","JGD2011","03-6904-6457","36"
"他の法人","共同保育所ごたごた荘","178-0063","練馬区東大泉７－２－３","139.581035","35.740442","JGD2011","03-3867-2021","24"
"区市町村","南大泉保育園","178-0064","練馬区南大泉５－２６－７","139.573319","35.75121","JGD2011","03-3921-4851","126"
"他の法人","妙福寺保育園","178-0064","練馬区南大泉５－６－４７","139.578579","35.751047","JGD2011","03-3922-3368","134"
"社福法人","南大泉にじのいろ保育園","178-0064","練馬区南大泉３－１７－２１","139.569997","35.741884","JGD2011","03-3925-8851","110"
"営利法人","コビープリスクールみなみおおいずみ","178-0064","練馬区南大泉２－３－４２","139.570361","35.734862","JGD2011","03-6904-5744","60"
"区市町村","西大泉保育園","178-0065","練馬区西大泉３－２１－１６","139.578932","35.759537","JGD2011","03-3924-9500","102"
"社福法人","茶々おおいずみ保育園","178-0065","練馬区西大泉５－３０－１３","139.566972","35.759348","JGD2011","03-5947-6640","100"
"区市町村","旭町保育園","179-0071","練馬区旭町３－１１－６","139.625002","35.774137","JGD2011","03-3938-3680","88"
"区市町村","旭町第二保育園","179-0071","練馬区旭町１－３３－２２－１０７","139.624911","35.766007","JGD2011","03-3977-1611","123"
"区市町村","光が丘保育園","179-0072","練馬区光が丘１－３－１０４","139.638893","35.76821","JGD2011","03-3975-7139","104"
"区市町村","光が丘第二保育園","179-0072","練馬区光が丘１－６－３－１０１","139.635721","35.767863","JGD2011","03-3977-1311","119"
"区市町村","光が丘第三保育園","179-0072","練馬区光が丘３－３－２－１０１","139.627128","35.755925","JGD2011","03-3976-4551","128"
"区市町村","光が丘第四保育園","179-0072","練馬区光が丘７－３－１－１０２","139.625767","35.756261","JGD2011","03-3976-1562","125"
"区市町村","光が丘第五保育園","179-0072","練馬区光が丘７－３－３－１０１","139.624889","35.75532","JGD2011","03-3976-6316","125"
"区市町村","光が丘第六保育園","179-0072","練馬区光が丘７－７－２－１０１","139.623178","35.757822","JGD2011","03-3976-6321","120"
"区市町村","光が丘第七保育園","179-0072","練馬区光が丘２－７－４－１０５","139.631355","35.76143","JGD2011","03-3976-7291","127"
"区市町村","光が丘第八保育園","179-0072","練馬区光が丘５－２－３","139.627158","35.758983","JGD2011","03-3979-9215","130"
"区市町村","光が丘第九保育園","179-0072","練馬区光が丘２－４－９","139.633094","35.763039","JGD2011","03-3976-9011","122"
"区市町村","光が丘第十保育園","179-0072","練馬区光が丘３－７－３－１０１","139.630903","35.758","JGD2011","03-5997-6011","127"
"区市町村","光が丘第十一保育園","179-0072","練馬区光が丘２－４－１１－１０１","139.63278","35.763816","JGD2011","03-5997-6021","120"
"社福法人","あかねの森保育園","179-0072","練馬区光が丘６－１－１－１０１","139.624556","35.758947","JGD2011","03-6904-2171","110"
"社福法人","光が丘わかば保育園","179-0072","練馬区光が丘７－６－１９－１０１","139.622395","35.753842","JGD2011","03-3976-6556","110"
"区市町村","田柄保育園","179-0073","練馬区田柄４－３６－４","139.637454","35.76666","JGD2011","03-3939-4519","92"
"区市町村","田柄第二保育園","179-0073","練馬区田柄２－６－２２","139.644901","35.763644","JGD2011","03-3938-8100","124"
"社福法人","エンゼル保育園","179-0073","練馬区田柄２－３７－１０","139.642957","35.767288","JGD2011","03-3938-6401","100"
"営利法人","アンジェリカ田柄保育園","179-0073","練馬区田柄１－６－３","139.642732","35.760406","JGD2011","03-6909-2641","65"
"区市町村","春日町保育園","179-0074","練馬区春日町５－１７－１０","139.63763","35.746368","JGD2011","03-3990-1843","105"
"区市町村","春日町第二保育園","179-0074","練馬区春日町１－２９－８","139.646371","35.751737","JGD2011","03-3990-3325","95"
"区市町村","春日町第三保育園","179-0074","練馬区春日町５－３０－５","139.638861","35.751012","JGD2011","03-3926-5461","106"
"社福法人","どんぐり山保育園","179-0074","練馬区春日町４－１－１３","139.643243","35.754106","JGD2011","03-3825-3550","80"
"営利法人","春アンミッコ保育園","179-0074","練馬区春日町３－３１－４２","139.644124","35.751465","JGD2011","03-5848-3905","60"
"営利法人","グローバルキッズ光が丘園","179-0074","練馬区春日町６－１６－８","139.632189","35.753828","JGD2011","03-3990-8686","99"
"営利法人","グローバルキッズ練馬春日町園","179-0074","練馬区春日町５－３１－２３","139.638652","35.751393","JGD2011","03-3577-0404","50"
"営利法人","木下の保育園春日町","179-0074","練馬区春日町１－１３－３","139.646685","35.748243","JGD2011","03-5848-6102","60"
"区市町村","高松保育園","179-0075","練馬区高松３－２４－２７","139.625392","35.750031","JGD2011","03-3999-7910","122"
"社福法人","道灌山保育園","179-0075","練馬区高松６－１６－３０","139.616545","35.758241","JGD2011","03-5910-4671","89"
"営利法人","にじいろ保育園練馬高松","179-0075","練馬区高松１－４－１４","139.63555","35.745868","JGD2011","03-5848-7973","70"
"区市町村","土支田保育園","179-0076","練馬区土支田２－３２－８","139.613804","35.763474","JGD2011","03-3925-4787","122"
"区市町村","北町保育園","179-0081","練馬区北町３－３－１４","139.655681","35.767375","JGD2011","03-3933-6497","78"
"区市町村","北町第二保育園","179-0081","練馬区北町１－１９－１７","139.667902","35.764139","JGD2011","03-3931-3318","122"
"他の法人","最勝寺みのり保育園","179-0081","練馬区北町６－１６－１４","139.654042","35.759906","JGD2011","03-3931-9444","100"
"営利法人","アンジェリカ北町保育園","179-0081","練馬区北町８－３－１８","139.650473","35.764189","JGD2011","03-6906-4862","70"
"営利法人","みらいく北町園","179-0081","練馬区北町５－１７－７","139.654595","35.766453","JGD2011","03-6906-8215","49"
"営利法人","みらいく東武練馬園","179-0081","練馬区北町２－２２－３","139.661316","35.76728","JGD2011","03-6906-8072","60"
"区市町村","平和台保育園","179-0083","練馬区平和台２－１８－１４","139.661608","35.760173","JGD2011","03-3932-1484","125"
"営利法人","にじいろ保育園平和台","179-0083","練馬区平和台１－３１－９","139.662717","35.757434","JGD2011","03-6281-0522","70"
"区市町村","氷川台保育園","179-0084","練馬区氷川台４－４７－１２","139.664061","35.75274","JGD2011","03-3931-2603","99"
"区市町村","氷川台第二保育園","179-0084","練馬区氷川台２－１６－１４","139.66723","35.756932","JGD2011","03-3932-6227","130"
"営利法人","にじいろ保育園氷川台","179-0084","練馬区氷川台４－４９－２４","139.666086","35.751824","JGD2011","03-6281-0486","99"
"区市町村","早宮保育園","179-0085","練馬区早宮３－１３－３１","139.653248","35.75024","JGD2011","03-3993-3151","121"
"社福法人","練馬仲町保育園","179-0085","練馬区早宮２－３－２２","139.655578","35.755034","JGD2011","03-3933-0861","75"
"営利法人","ベネッセ氷川台保育園","179-0085","練馬区早宮１－６－１３","139.663383","35.749821","JGD2011","03-5912-0415","60"
"営利法人","にじいろ保育園早宮","179-0085","練馬区早宮２－２５－１８","139.650471","35.754926","JGD2011","03-6906-9631","99"
"営利法人","さくらさくみらい　早宮","179-0085","練馬区早宮２－１０－２８","139.653417","35.754643","JGD2011","03-3931-3839","70"
"区市町村","大谷田第一保育園","120-0001","足立区大谷田１－１－５－１０１","139.843536","35.779625","JGD2011","03-3629-0245","126"
"営利法人","足立北綾瀬雲母保育園","120-0001","足立区大谷田５－２６－１９","139.839537","35.784083","JGD2011","03-5697-8101","60"
"他の法人","ナーサリースクールいずみ大谷田","120-0001","足立区大谷田１－１－９－１０１","139.844281","35.780053","JGD2011","03-3629-0246","109"
"社福法人","隅田学園","120-0002","足立区中川４－３７－２２","139.850139","35.770085","JGD2011","03-3601-2405","131"
"社福法人","東保育園","120-0003","足立区東和５－５－２３","139.841078","35.775473","JGD2011","03-3629-6213","100"
"社福法人","聖母のさゆり保育園","120-0003","足立区東和４－１０－９","139.840506","35.772979","JGD2011","03-3620-5309","74"
"社福法人","東和保育園","120-0003","足立区東和１－１１－７","139.838862","35.766918","JGD2011","03-3857-0223","100"
"営利法人","コンビプラザ東和三丁目保育園","120-0003","足立区東和３－１３－１","139.839656","35.772698","JGD2011","03-5613-8070","30"
"営利法人","ビーフェア東和親水保育園","120-0003","足立区東和２－２６－９","139.843323","35.770405","JGD2011","03-6802-5291","60"
"区市町村","あやせ保育園","120-0004","足立区東綾瀬２－９－１８","139.829913","35.763649","JGD2011","03-3628-5660","130"
"区市町村","東綾瀬保育園","120-0004","足立区東綾瀬２－１２－１３","139.833907","35.768179","JGD2011","03-3606-8811","133"
