年度,会計名称,款,款名称,項,項名称,目,目名称,節,節名称,細節,細節名称,予算額
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,24,学校跡地施設利用料,200
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,25,市民総合賠償補償保険等保険金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,28,成年後見申立費及び鑑定費利用者負担金,24
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,30,タブレット端末ソフトウェア使用料負担金,120
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,31,滞納処分費,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,32,公立保育所管外受託児運営費,775
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,34,学校情報機器修繕賠償補償保険等保険金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,37,ひとり親家庭ホームヘルプサービス事業負担金,216
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,38,バス借り上げ料負担金,935
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,39,延長保育料,360
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,40,実習生謝礼金,253
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,41,事業参加者負担金,71
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,46,給食費,3744
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,48,広告掲載料,2983
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,50,市営住宅修繕負担金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,51,資源物売払代金,72000
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,55,施設命名権収入,1000
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,57,プラスチック等再商品化合理化分配金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,58,施設管理料,454
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,59,拾得物受取り金,2
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,60,太陽光発電余剰電力売払金,30
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,61,高齢者緊急一時保護事業利用料,69
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,63,パルテノン多摩・子どものエリア事業一時保育料,3906
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,66,予防接種費用相互乗入清算金,30000
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,67,市制施行５０周年記念グッズ売払代金,462
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,69,タブレット端末通信料負担金,396
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,72,口座振替手数料負担金,93
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,73,児童発達支援利用者負担金,264
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,77,多摩市営駐輪場指定管理者納付金,2000
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,81,児童発達支援給付費,43632
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,82,道路賠償責任保険等保険金,1
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,83,行旅死亡人等関係収入,150
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,87,生命保険等事務取扱手数料,4275
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,88,職員研修参加者負担金,29
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,89,生活保護費返納金加算金,236
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,91,喫茶売上代金,310
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,93,学校跡地施設利用者負担金,22
R4,一般会計,22,諸収入,5,雑入,5,雑入,3,雑入,99,学校法人学校給食費,23585
R4,一般会計,23,市債,1,市債,1,総務債,1,総務管理債,9,旧南永山小学校校舎・体育館等解体工事事業債,180000
R4,一般会計,23,市債,1,市債,1,総務債,1,総務管理債,10,連光寺複合施設大規模改修工事事業債,168000
R4,一般会計,23,市債,1,市債,1,総務債,1,総務管理債,11,鶴牧・落合・南野コミュニティセンター改修工事事業債,330000
R4,一般会計,23,市債,1,市債,1,総務債,1,総務管理債,12,旧多摩ニュータウン事業本部用地建物等解体工事事業債,140000
R4,一般会計,23,市債,1,市債,2,衛生債,1,ごみ処理施設整備事業債,3,資源化センタープラント設備改修工事事業債,99000
R4,一般会計,23,市債,1,市債,5,教育債,1,小学校債,22,聖ヶ丘小学校大規模改造事業債,450000
R4,一般会計,23,市債,1,市債,5,教育債,3,社会教育債,3,関戸公民館改修工事事業債,75000
R4,一般会計,23,市債,1,市債,5,教育債,3,社会教育債,4,多摩市立中央図書館建設工事事業債,2091000
R4,一般会計,23,市債,1,市債,5,教育債,4,保健体育債,5,連光寺公園・貝取北公園庭球場人工芝張替工事事業債,45000
R4,一般会計,23,市債,1,市債,9,土木債,1,土木債,1,橋りょう耐震補強工事事業債,50000
R4,一般会計,23,市債,1,市債,9,土木債,1,土木債,10,市道４－１１・４－２６号歩線道路改良工事事業債,61000
R4,一般会計,23,市債,1,市債,9,土木債,1,土木債,11,新堂緑地急傾斜地崩壊対策整備工事事業債,32000
R4,一般会計,23,市債,1,市債,9,土木債,1,土木債,12,多摩中央公園改修整備事業債,50000
