一連番号,測定地点住所,緯度,経度,座標系,道路名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
561,国立市泉2-5,35.672474,139.433258,JGD2011,都道府中相模原線,A,2012-11-13,2012-11-14,4,2,4.5,1.2,64,59
562,福生市本町5,35.738701,139.326782,JGD2011,都道立川・青梅線(新奥多摩街道),c,2013-03-28,2013-03-29,4,2,3,1.5,65,62
563,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並・あきる野線(五日市街道),a,2012-12-19,2012-12-20,4,2,3,1.5,65,59
564,福生市福生2300-4,35.740550,139.337811,JGD2011,国道16号,c,2013-03-21,2013-03-22,3,4,3,1.5,73,74
565,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並・あきる野線(睦橋通り),b,2012-12-05,2012-12-06,4,4,4,1.5,68,65
566,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並・あきる野線(五日市街道),c,2012-12-11,2012-12-12,4,2,3,1.5,68,65
567,福生市熊川1148-3,35.730469,139.341995,JGD2011,国道16号,C,2012-06-04,2012-06-05,3,4,3.7,1.2,72,72
568,福生市福生2034-3,35.746702,139.337031,JGD2011,国道16号,C,2012-06-04,2012-06-05,3,4,5.4,1.2,73,72
569,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並あきる野線,B,2012-06-04,2012-06-05,4,4,3.5,1.2,67,64
570,福生市牛浜25,35.733196,139.329117,JGD2011,都道立川青梅線,A,2012-06-04,2012-06-05,4,2,1.5,1.2,67,61
571,福生市本町1,35.738533,139.326172,JGD2011,都道瑞穂あきる野八王子線,C,2012-06-04,2012-06-05,4,2,1.8,1.2,61,53
572,狛江市東和泉1-28-1,35.630730,139.580032,JGD2011,都道世田谷町田線(世田谷通り),c,2013-03-05,2013-03-06,4,3,2.5,1.2,70,68
573,狛江市東和泉1-3-18,35.632717,139.580429,JGD2011,都道大田調布線(狛江通り),c,2013-03-05,2013-03-06,4,2,4.2,1.2,64,60
574,狛江市駒井町1-7,35.626896,139.587723,JGD2011,都道大田調布線,A,2012-12-06,2012-12-07,4,2,1.5,1.2,66,60
575,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線(新青梅街道),b,2013-03-14,2013-03-15,4,4,2,1.2,77,74
576,東大和市中央2-1101-27,35.743168,139.430258,JGD2011,都道新宿青梅線(青梅街道),b,2013-03-14,2013-03-15,4,2,1,1.2,66,62
577,東大和市蔵敷1-475-1,35.754031,139.421011,JGD2011,都道新宿青梅線(青梅街道),a,2013-03-14,2013-03-15,4,2,0.5,1.2,67,61
578,東大和市立野4-476-2,35.740518,139.416662,JGD2011,都道立川東大和線(芋窪街道),c,2013-03-14,2013-03-15,4,2,3.4,1.2,70,67
579,東大和市高木3-355-3,35.747463,139.431763,JGD2011,都道新宿青梅線,B,2012-12-20,2012-12-21,4,4,2.5,1.2,75,72
580,東大和市上北台3丁目450-12,35.741343,139.415719,JGD2011,都道立川東大和線,B,2012-12-20,2012-12-21,4,2,5.5,1.2,68,65
581,東大和市芋窪5丁目1238-6,35.750496,139.415665,JGD2011,都道立川東大和線,B,2012-12-20,2012-12-21,4,2,3.5,1.2,62,58
582,清瀬市中清戸2-684,35.779991,139.526306,JGD2011,都道浦和東村山線(志木街道),a,2012-11-08,2012-11-09,4,2,2,1.2,67,65
583,清瀬市元町2-27-12,35.777699,139.517212,JGD2011,都道練馬所沢線 (小金井街道),c,2012-11-08,2012-11-09,4,2,2,1.2,67,64
584,清瀬市竹丘1-17-9,35.770454,139.507187,JGD2011,都道東村山清瀬線(病院街通り),a,2012-11-08,2012-11-09,4,2,2,1.2,65,59
585,清瀬市竹丘二丁目14-5ファミリーマート清瀬竹丘店,35.763527,139.511185,JGD2011,都道府中清瀬線,B,2012-12-12,2012-12-13,4,2,2.9,1.2,68,66
586,清瀬市竹丘三丁目4-25 山崎病院,35.768547,139.501846,JGD2011,都道東村山清瀬腺,A,2012-12-12,2012-12-13,4,2,4.4,1.9,63,57
587,東久留米市滝山3-11,35.740479,139.505096,JGD2011,都道新宿青梅線(新青梅街道),b,2013-02-28,2013-03-01,4,4,3.8,1.2,70,66
588,東久留米市野火止1-1,35.761608,139.515976,JGD2011,都道府中清瀬線(小金井街道),c,2013-02-28,2013-03-01,4,2,3.2,1.2,65,64
589,東久留米市南町1-3,35.740005,139.529831,JGD2011,都道東京所沢線(所沢街道),a,2013-02-28,2013-03-01,4,2,0,1.2,69,67
590,東久留米市滝山6-1,35.746067,139.504303,JGD2011,都道東久留米線(新小金井街道),a,2013-02-28,2013-03-01,4,2,3.5,1.2,67,67
591,東久留米市南町4-1-2,35.743340,139.525330,JGD2011,都道東京所沢線,A,2012-11-19,2012-11-20,4,2,1,1.2,70,68
592,東久留米市前沢5-9-5,35.739254,139.509262,JGD2011,都道新宿青梅線,B,2012-11-19,2012-11-20,4,4,3.2,1.2,70,66
593,東久留米市前沢4-4-17,35.744637,139.513870,JGD2011,都道府中清瀬線,B,2012-11-19,2012-11-20,4,2,3.9,1.2,64,61
594,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線(旧青梅街道),b,2012-10-23,2012-10-24,4,2,2.5,1.2,71,67
595,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線(旧青梅街道),b,2012-10-23,2012-10-24,4,2,2,1.2,66,61
596,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-25,2012-10-26,4,4,2.8,1.2,75,71
597,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-22,2012-10-23,4,4,2.8,1.2,76,71
598,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道162号 三ツ木八王子線(残堀街道),b,2012-10-23,2012-10-24,4,2,4,1.2,70,67
599,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道59号八王子村山線,b,2012-10-22,2012-10-23,4,2,3.9,1.2,69,66
600,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道59号八王子村山線,c,2012-10-25,2012-10-26,4,2,3.9,1.2,67,65
601,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道55号所沢武蔵村山線,c,2012-10-22,2012-10-23,4,2,3.1,1.2,67,64
602,武蔵村山市榎1-2-8,35.745819,139.389862,JGD2011,市道第2号線 (江戸街道),c,2012-10-25,2012-10-26,6,2,4.1,1.2,65,61
603,武蔵村山市中央1丁目62,35.754566,139.391846,JGD2011,都道新宿青梅線(青梅街道),B,2012-11-15,2012-11-16,4,2,1.3,1.2,69,64
604,多摩市関戸2-19,35.650822,139.453201,JGD2011,都道府中町田線(鎌倉街道),c,2012-11-19,2012-11-20,4,4,2,1.2,73,69
605,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,5,4.2,1.2,68,63
606,多摩市永山3-25,35.626778,139.442627,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,4,4,1.2,69,65
607,多摩市関戸6-9,35.637478,139.448334,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,2,1.7,1.2,67,60
608,多摩市聖ヶ丘2-12,35.635349,139.458115,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,4,3.1,1.2,68,64
609,多摩市永山6-11,35.612549,139.446320,JGD2011,都道府中町田線(鎌倉街道),b,2012-11-19,2012-11-20,4,2,4.5,1.2,68,65
610,多摩市永山2-5,35.627285,139.447708,JGD2011,都道府中町田線(鎌倉街道),a,2012-11-19,2012-11-20,4,2,5.4,1.2,65,59
611,多摩市関戸2-19,35.650822,139.453201,JGD2011,都道府中町田線,C,2012-11-19,2012-11-20,4,4,2,1.2,73,69
612,多摩市関戸6-5,35.638508,139.449600,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,5,4.2,1.2,68,63
613,多摩市永山3-23,35.621140,139.442856,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,4,4,1.2,69,65
614,多摩市関戸6-9,35.637478,139.448334,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,2,1.7,1.2,67,60
615,多摩市馬引沢2-12,35.630665,139.454742,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,4,3.1,1.2,68,64
616,多摩市永山6-11,35.612549,139.446320,JGD2011,都道府中町田線,B,2012-11-19,2012-11-20,4,2,4.5,1.2,68,65
617,多摩市永山2-5,35.627285,139.447708,JGD2011,都道府中町田線,A,2012-11-19,2012-11-20,4,2,5.4,1.2,65,59
618,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線(川崎街道),b,2012-08-16,2012-08-17,4,4,6,1.2,64,62
619,稲城市大丸1173,35.649818,139.481720,JGD2011,都道稲城日野線(川崎街道),c,2012-08-16,2012-08-17,4,4,6,1.2,69,66
620,稲城市坂浜2824,35.627380,139.485031,JGD2011,都道町田調布線,A,2012-12-18,2012-12-19,4,2,1.3,1.2,70,66
621,稲城市東長沼1715,35.640297,139.508987,JGD2011,都道町田調布線,A,2012-12-18,2012-12-19,4,2,0.8,1.2,64,59
622,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線(奥多摩街道),a,2012-05-19,2012-05-20,4,2,1.5,1.2,70,64
623,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線(新奥多摩街道),b,2012-05-19,2012-05-20,4,2,3.5,1.2,65,60
624,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線(奥多摩街道),a,2012-11-08,2012-11-09,4,2,1.5,1.2,69,64
625,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道立川青梅線(新奥多摩街道),b,2012-11-08,2012-11-09,4,2,3.5,1.2,65,60
626,羽村市羽東2丁目1-10,35.760971,139.309937,JGD2011,都道立川青梅線,A,2012-12-20,2012-12-21,4,2,3.5,1.2,67,64
627,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号線(瑞穂あきる野八王子線),a,2012-10-15,2012-10-16,4,2,1,1.2,68,63
628,あきる野市菅生725,35.747017,139.289734,JGD2011,国道411号(滝山街道),b,2012-10-15,2012-10-16,3,2,2,1.2,70,66
629,あきる野市舘谷230,35.731209,139.230316,JGD2011,都道杉並あきる野線(五日市街道),c,2012-10-15,2012-10-16,4,4,3,1.2,65,57
630,あきる野市小川836,35.720715,139.319839,JGD2011,都道杉並あきる野線(睦橋通り),b,2012-10-15,2012-10-16,4,4,3,1.2,66,61
631,あきる野市留原,35.723358,139.230881,JGD2011,都道八王子五日市線,A,2012-11-27,2012-11-28,4,2,1.6,1.2,62,51
632,あきる野市小川728,35.722214,139.318878,JGD2011,都道瑞穂あきる野八王子線,A,2012-11-27,2012-11-28,4,2,1.5,1.2,70,67
633,あきる野市渕上243,35.723473,139.275452,JGD2011,都道淵上日野線,A,2012-11-27,2012-11-28,4,2,2.6,1.2,60,54
634,西東京市住吉町6-1-5,35.743546,139.550903,JGD2011,都道保谷志木線,a,2012-10-29,2012-11-01,4,2,1.2,1.2,69,66
635,西東京市泉町3-12-35,35.741112,139.557114,JGD2011,都道東大泉田無線,a,2012-10-29,2012-11-01,4,2,2.8,1.2,68,65
636,西東京市谷戸町1-17-2,35.741058,139.543610,JGD2011,都道ひばりヶ丘停車場線,a,2012-10-29,2012-11-01,4,2,4.2,1.2,66,62
637,西東京市柳沢2-18-46,35.725296,139.553818,JGD2011,都道東京所沢線(青梅街道),c,2012-10-22,2012-10-26,4,6,3.0,1.2,68,66
638,西東京市南町3-18-40,35.722900,139.542114,JGD2011,市道119号線,a,2012-10-22,2012-10-26,6,2,5.5,1.2,63,59
639,西東京市下保谷2-9,35.751015,139.558899,JGD2011,都道飯田橋石神井新座線,a,2012-10-29,2012-11-01,4,2,3.4,1.2,61,56
640,西東京市保谷町1-19-11,35.732121,139.554703,JGD2011,都道杉並田無線(新青梅街道),b,2012-10-29,2012-11-01,4,2,2.7,1.2,67,65
641,西東京市向台町2-5,35.720837,139.542542,JGD2011,都道調布田無線(武蔵境通り),b,2012-10-22,2012-10-26,4,2,4.4,1.2,66,62
642,西東京市田無町7-18-8,35.732952,139.532471,JGD2011,都道新宿青梅線(新青梅街道),b,2012-10-22,2012-10-26,4,4,3.1,1.2,73,70
643,西東京市緑町1-3-6,35.733753,139.538284,JGD2011,都道東京所沢線(所沢街道),a,2012-10-22,2012-10-26,4,2,1.8,1.2,67,66
644,西東京市芝久保町3-19-54,35.730320,139.518951,JGD2011,都道新宿青梅線(青梅街道),b,2012-10-22,2012-10-26,4,2,1.4,1.2,68,65
645,西東京市富士町3-7-4,35.733498,139.567444,JGD2011,都道千代田練馬田無線(富士街道),a,2012-10-29,2012-11-01,4,2,2.8,1.2,64,62
646,西東京市芝久保町3-8-5,35.727453,139.522846,JGD2011,都道小川山田無線,a,2012-10-22,2012-10-26,4,2,2.1,1.2,64,60
647,西東京市東町1-4,35.744274,139.561554,JGD2011,都道前沢保谷線,a,2012-10-29,2012-11-01,4,2,6.5,1.2,63,59
648,西東京市緑町1丁目5,35.735073,139.537689,JGD2011,都道東京所沢線(所沢街道),A,2012-11-27,2012-11-28,4,2,2.5,1.2,69,67
649,西東京市西原町4丁目1,35.735031,139.527542,JGD2011,都道新宿青梅線(新青梅街道),B,2012-11-27,2012-11-28,4,4,2.6,1.2,73,70
650,西東京市保谷町5丁目4,35.734043,139.549545,JGD2011,都道東大泉田無線,A,2012-11-27,2012-11-28,4,2,2.3,1.2,66,64
651,瑞穂町むさし野3-11-3,35.756568,139.342018,JGD2011,国道16号,B,2012-10-22,2012-10-23,3,4,3.5,1.2,73,73
652,瑞穂町駒形富士山401,35.784142,139.355057,JGD2011,国道16号,B,2012-10-22,2012-10-23,3,4,2.7,1.2,68,65
653,瑞穂町南平2-6-5,35.766777,139.336166,JGD2011,都道羽村瑞穂線,A,2012-10-22,2012-10-23,4,2,3.6,1.2,65,61
654,瑞穂町駒形富士山576,35.788399,139.353943,JGD2011,都道狭山下宮寺線,B,2012-10-22,2012-10-23,4,2,1.5,1.2,66,61
655,日の出町大久野2433,35.749889,139.231094,JGD2011,都道奥多摩あきる野線,A,2012-10-22,2012-10-23,4,2,2.6,1.2,64,53
656,奥多摩町氷川1377,35.805815,139.094891,JGD2011,国道411号,B,2012-10-24,2012-10-25,3,2,1.8,1.2,63,56
657,奥多摩町河内378,35.781754,139.021033,JGD2011,国道411号,B,2012-10-24,2012-10-25,3,2,1,1.2,63,58
658,奥多摩町氷川695,35.805549,139.100359,JGD2011,都道奥多摩あきる野線,B,2012-10-24,2012-10-25,4,2,1.6,1.2,57,49
