大分類,小分類,名称,郵便番号,所在地,設置場所,曜日,時間,情報,X座標,Y座標
利用時間制限有,区施設,浅草文化観光センター,,台東区雷門2-18-9,１階メインエントランス付近,３６５日年中無休,9:00～22:00,,139.7965258,35.71065786
利用時間制限有,区施設,上野区民館,,台東区池之端1-1-12,1階事務室,月～日　年末年始、休館日除く,9時～21時,,139.7692848,35.70938246
利用時間制限有,区施設,金杉区民館,,台東区下谷3-1-30,1階待合室,月～日　年末年始、休館日除く,9時～21時,,139.786015,35.72311216
利用時間制限有,区施設,谷中区民館（谷中防災コミュニティセンター）,,台東区谷中5-6-5,1階正面出入り口,月～日　年末年始、休館日除く,9時～22時,,139.7666396,35.72561144
利用時間制限有,区施設,浅草橋区民館,,台東区浅草橋2-8-7,1階エレベーター横,月～日　年末年始、休館日除く,9時～21時,,139.7833582,35.69947937
利用時間制限有,区施設,寿区民館,,台東区寿1-10-12,1階階段付近,月～日　年末年始、休館日除く,9時～21時,,139.7890517,35.70728679
利用時間制限有,区施設,雷門区民館,,台東区浅草1-37-3,1階夜間休日受付前,月～日　年末年始、休館日除く,9時～21時,,139.7961405,35.71256632
利用時間制限有,区施設,浅草公会堂,,台東区浅草1-38-6,1階エントランス,年末年始、臨時休館日を除く全日,9時～21時,,139.79533,35.71259234
利用時間制限有,区施設,東上野区民館,,台東区東上野3-24-6,1階受付前,月～日　年末年始、休館日除く,9時～21時,,139.7797138,35.71121743
利用時間制限有,区施設,入谷区民館,,台東区入谷1-15-6,1階カウンター横,月～金 年末年始、休日、祝日除く,9:00～21:00,,139.7857156,35.72041488
利用時間制限有,区施設,金杉区民館下谷分館,,台東区下谷3-14-3,1階入口,月～日　年末年始、休館日除く,9時～21時,,139.7872658,35.72576276
利用時間制限有,区施設,馬道区民館,,台東区浅草4-48-1,1階エレベーター前,月～日　年末年始、休館日除く,9時～21時,,139.7987528,35.71827344
利用時間制限有,区施設,清川区民館,,台東区清川1-23-8,1階カウンター横,月～日　年末年始、休館日除く,9時～21時,,139.8030409,35.72575257
利用時間制限有,区施設,台東区民会館,,台東区花川戸2-6-5,9階エレベーター前,月～日 年末年始、休館日除く,8:30～22:00,,139.7987952,35.71440109
利用時間制限有,区施設,上野桜木会館,,台東区上野桜木1-6-1,1階廊下,火～日　祝日・年末年始・休館日除く,9時～17時,,139.7710412,35.72012375
利用時間制限有,区施設,公園管理事務所,,台東区花川戸2-1-13 台東区立隅田公園内,事務室,月～金（土・日・祝・年末年始以外の日）,8:30～17:15,事務室内職員に声掛け,139.8020743,35.71481309
利用時間制限有,区施設,雷門地下駐車場,,台東区雷門2-18先,地下1階管理室前,全日,7：00～23：00,,139.7962535,35.71035702
利用時間制限有,区施設,うえの高齢者在宅サービスセンター,,台東区東上野2-25-14,3階機能訓練室前,月～土　年始休業日除く,8:30～17:15,,139.7815846,35.70953795
利用時間制限有,区施設,たいとう高齢者在宅サービスセンター（台東複合施設）,,台東区台東1-25-5,3階デイサービス活動室,月～土　年始休業日除く,8:30～17:15備考参照,併設の台東１丁目区民館で２４時間可能,139.7777603,35.70173266
利用時間制限有,区施設,老人福祉センター,,台東区東上野2-25-14,4階事務室前,月～土　年末年始休館日除く,9:00～21:00,夜間（21：00まで）は受付で対応可能,139.7815846,35.70953795
利用時間制限有,区施設,シルバー人材センター,,台東区小島1-5-5　 小島ビル１階,1階入口,月～金　祝日年末年始除く,8:30～17:15,,139.7815719,35.70421622
利用時間制限有,区施設,日本堤子ども家庭支援センター,,台東区日本堤２-２５-８,1階入口,月～土（祝日・年末年始除く）,8:30～17:15,,139.797377,35.72793126
利用時間制限有,区施設,台東区立産業研修センター,,台東区橋場1-36-2,新館1階受付横,火～日　ただし、祝日・祝日が月曜日にあたるときはその翌日・年末年始を除く,9：00～21：00,夜間は管理委託職員で対応可能,139.8082345,35.72404127
利用時間制限有,区施設,台東デザイナーズビレッジ,,台東区小島2-9-10,1階入口,月～金　ただし、祝日・年末年始を除く,平日9:00～17:00,玄関脇のインターフォンを利用し管理人呼び出し。（管理人の不在時間帯は、インターフォンで中の誰かに開けてもらえれば使用は可。）,139.7839187,35.70617572
利用時間制限有,区施設,坂本保育園,,台東区下谷3-11-2,1階事務所前職員下駄箱横,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7872549,35.72505861
利用時間制限有,区施設,玉姫保育園,,清川2-22-16,1階玄関,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.8039481,35.72746043
利用時間制限有,区施設,谷中保育園,,台東区上野桜木2-16-10,1階廊下火災報知器左横,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7713829,35.72260728
利用時間制限有,区施設,千束保育園,,台東区千束3-20-6,1階玄関壁,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7927362,35.72240361
利用時間制限有,区施設,浅草橋保育園,,台東区浅草橋2-23-5,1階ロビー右側,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7846699,35.70029094
利用時間制限有,区施設,台東保育園,,台東区台東1-11-10,玄関給食サンプルケース上,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.776505,35.70130949
利用時間制限有,区施設,三筋保育園,,台東区三筋2-16-4,1階廊下,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7870142,35.70599349
利用時間制限有,区施設,待乳保育園,,台東区今戸2-26-12,玄関入口　絵本コーナー左側,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.8074877,35.72195149
利用時間制限有,区施設,東上野保育園,,台東区東上野2-25-12,1階玄関内,月～土　＊祝日、12/29～1/3除く,7：15～19：15　,開園時　オートロック　インターフォン対応,139.7813101,35.70957158
利用時間制限有,区施設,松が谷保育園,,台東区松が谷4-15-11,1階玄関靴箱上,月～土　＊祝日、12/29～1/3除く,7：15～19：15,開園時　オートロック　インターフォン対応,139.7862809,35.71861925
利用時間制限有,区施設,東上野乳児保育園,,台東区東上野4-22-3,1階玄関左側,月～土　＊祝日、12/29～1/3除く,7:00～20：00,開園時　オートロック　インターフォン対応,139.7813184,35.7143986
利用時間制限有,区施設,寿児童館,,台東区寿1-4-5,事務室,児童館開館日（休館日は第2日曜日・5/5除く祝祭日・年末年始）,9：30～18：00,玄関脇インターフォンを利用し呼び出し,139.790039,35.70693962
利用時間制限有,区施設,竹町こどもクラブ,,台東区台東3-25-4,1階こどもクラブ育成室,こどもクラブ開設日（休所日は日曜日・祝祭日・年末年始）,9：30～19：00　土曜日、夏休み等学校休業日は8：00～19：00,玄関脇インターフォンを利用し呼び出し,139.7802089,35.70474814
利用時間制限有,区施設,今戸児童館,,台東区今戸1-3-6,1階入口付近,児童館開館日（休館日は第2日曜日・5/5除く祝祭日・年末年始）,9：30～18：00,玄関脇インターフォンを利用し呼び出し,139.8046392,35.71940358
利用時間制限有,区施設,生涯学習センター,,台東区西浅草3-25-16,1階警備カウンター前,月～日　年末年始除く,第1.3.5月曜日9：00～20：00　左記以外9：00～22：00,当面の間21時まで,139.7899026,35.71731406
利用時間制限有,区施設,社会教育センター,,台東区東上野6-16-8,1階入口付近,月～日　年末年始、休館日除く,第1.3.5月曜日13：00～22：00　左記以外9：00～22：00,当面の間21時まで,139.7832899,35.71358275
利用時間制限有,区施設,千束社会教育館,,台東区浅草4-24-13,3階事務室前,月～日 年末年始、祝日、休館日除く,毎週月曜日13：00～22：00　左記以外9：00～22：00,当面の間21時まで,139.7940818,35.71947537
利用時間制限有,区施設,根岸社会教育館,,台東区根岸5-18-13,1階事務室前,月～日 年末年始、祝日、休館日除く,毎週月曜日13：00～22：00　左記以外9：00～22：00,当面の間21時まで,139.790554,35.72909353
利用時間制限有,区施設,今戸社会教育館,,台東区今戸2-26-12,2階事務室前,月～日 年末年始、祝日、休館日除く,毎週月曜日13：00～22：00　左記以外9：00～22：00,当面の間21時まで,139.8072908,35.72202544
利用時間制限有,区施設,松が谷福祉会館,,台東区松が谷1-4-12,1階事務室,月～日　年末年始祝日除く,月～土8：30～21：00　日9：00～17：00,,139.7854036,35.71129783
利用時間制限有,区施設,リバーサイドスポーツセンター（利用者貸出用）,,台東区今戸1-1-10,体育館,火～日　年末年始休館日除く　但し、第１月曜日および月曜日が祝日の場合は利用可能,火～日9:00～22:00　但し、第１月曜日および月曜日が祝日の場合は9:00～18:00,体育館受付にて貸出,139.8043626,35.71763569
利用時間制限有,区施設,リバーサイドスポーツセンター（陸上競技場）,,台東区今戸1-1-17,陸上競技場,火～日　年末年始休館日除く　但し、第１月曜日および月曜日が祝日の場合は利用可能,火～日9:00～21:30　但し、第１月曜日および月曜日が祝日の場合は9:00～18:00,陸上競技場受付にて貸出,139.8048667,35.71835138
利用時間制限有,区施設,清島温水プール,,台東区東上野6-16-8,地下1階エレベーター前,月～日　年末年始休館日除く,月～日9:00～21:00但し、第1・3・5月曜日と年末年始休館日除く,,139.7832899,35.71358275
利用時間制限有,区施設,柳北スポーツプラザ,,台東区浅草橋5-1-8,一階　受付,月～日　 年末年始、休館日【毎月第1月曜日（祝日の場合は翌平日）】、平日（育英小長期休み期間は対象外）の17時までを除く,9：00～21：00 但し、平日（育英小長期休み期間は対象外）は17：00～21：00　,,139.7822015,35.69938061
利用時間制限有,区施設,浅草高校温水プール,,台東区今戸1-8-13,地下1階プール監視室,区民開放日のみ,区民開放日の11：30～21：00,,139.8025147,35.71938164
利用時間制限有,区施設,リバーサイドスポーツセンター（体育館1階）,,台東区今戸1-1-10,体育館１階通用口内,火～日　年末年始休館日除く　但し、第１月曜日および月曜日が祝日の場合は利用可能,火～日9:00～22:00　但し、第１月曜日および月曜日が祝日の場合は9:00～18:00,早朝利用　AM6:00~AM9:00までは、オートロックのためインターフォンで管理委託職員で対応可能,139.8043418,35.71764695
利用時間制限有,区施設,区役所本庁舎6階,,台東区東上野4-5-6,6階庶務課前,庁舎開庁日,開庁時間,,139.7796735,35.71264207
利用時間制限有,区施設,区役所本庁舎9階,,台東区東上野4-5-6,9階文化振興課前,庁舎開庁日,開庁時間,,139.779933,35.71258883
利用時間制限有,区施設,区役所本庁舎２階,,台東区東上野4-5-6,2階保護課前,庁舎開庁日,開庁時間,,139.779933,35.71258883
利用時間制限有,区施設,台東清掃事務所,,台東区今戸1-6-26,1階入口,日曜日及び12月31日から1月3日を除く。,7時40分から17時15分,,139.8036582,35.71758382
利用時間制限有,区施設,清掃事務所清川清掃車庫,,台東区清川2-24-26,1階事務室前,日曜日及び12月31日から1月3日を除く。,7時40分から16時25分,,139.8047718,35.72838169
利用時間制限有,区施設,根岸図書館,,台東区根岸5-18-13,2階事務室,火～日及び第１月曜日,9:30～19:00　日曜9:30～17:00　1月4日は10:30~19:00（日曜に当たるときは17:00まで）,年末年始　祝日　休館日除く,139.790554,35.72909353
利用時間制限有,区施設,石浜図書館,,台東区橋場1-35-16,4階事務室,火～日及び第３月曜日　,9:30～19:00　日曜日は9:30～17:00　1月4日は10:30~19:00（日曜に当たるときは17:00まで）,年末年始　祝日　休館日除く　４階事務室の職員にお声かけください,139.8077136,35.72539633
利用時間制限有,区施設,台東つばさ福祉会,,台東区松が谷2-6-2,1階ロビー（事務室前カウンター）,月～金　年末年始休館日除く,8：30～17：15,,139.7858136,35.71322801
利用時間制限有,区施設,下町風俗資料館,,台東区上野公園2-1,1階受付前,火～日,9：30～16：30,休館日（使用不可）：月曜日（祝休日と重なる場合は翌平日）、年末年始（12/29～1/1）、特別整理期間等,139.7727301,35.71025867
利用時間制限有,区施設,浅草保健相談センター,,台東区花川戸2-11-10,1階多目的ホール入口前,土・日曜日祝祭日年末年始除く,8：30～17：15,,139.8005402,35.714875
利用時間制限有,区施設,台東保健所　１階,,台東区東上野4-22-8 台東区健康センター,健康センター１階入口ホール脇,月～日　年末年始休館日除く,火～金8：30～21：00　月8：30～17：15　土日祝10：00～17：30,,139.7814649,35.71446696
利用時間制限有,区施設,台東保健所　５階（貸出用1）,,台東区東上野4-22-8 台東区健康センター,健康センター５階,月～金　年末年始休館日除く,8：30～17：15,行事貸出用のため貸出中以外,139.7814649,35.71446696
利用時間制限有,区施設,台東保健所　５階（貸出用2）,,台東区東上野4-22-8 台東区健康センター,健康センター５階,月～金　年末年始休館日除く,8：30～17：15,行事貸出用のため貸出中以外,139.7814649,35.71446696
利用時間制限有,区施設,台東保健所　５階（貸出用3）,,台東区東上野4-22-8　台東区健康センター,健康センター５階,月～金　年末年始休館日除く,8：30～17：15,行事貸出用のため貸出中以外,139.7814723,35.71445605
利用時間制限有,区施設,台東保健所　５階（貸出用4）,,台東区東上野4-22-8　台東区健康センター,健康センター５階,月～金　年末年始休館日除く,8：30～17：15,行事貸出用のため貸出中以外,139.7814723,35.71446732
利用時間制限有,協力施設,和多田印刷株式会社,,台東区台東4-8-7友泉御徒町ビル5F,入口右側,月～金,9：00～18：00,,139.776473,35.7060962
利用時間制限有,区施設,隅田公園案内所,１１１－００３３,台東区花川戸１－１－２２,隅田公園案内所内,365日開所,９：３０～１８：００　繁忙期９：００～２１：００,繁忙期→花見時期等の区が指定する日（年間15日程度）,139.8001962,35.7129252
２４時間対応可能,協力施設,蔵前警察署,,台東区蔵前1-3-24,玄関,全日,24時間可能,,139.7899313,35.70129467
利用時間制限有,協力施設,関東信用組合連合健保会館,,台東区東上野2-13-9,3階事務所,月～金,9:00~17:00,,139.7782358,35.70961342
利用時間制限有,区施設,たいとうこども園,,台東区下谷３－１－１２,玄関乳児用下駄箱上部,月曜日～土曜日（祝日　年末年始　除く）,7：15～19：15,オートロックのため　インターフォン対応,139.7857072,35.72363432
２４時間対応可能,協力施設,須賀橋交番,,台東区柳橋2-16-12,見張り所,全日,24時間可能,,139.7884062,35.70011989
利用時間制限有,協力施設,福祉プラザ台東清峰会　２階,,台東区清川2-14-7,２階（医務室）,曜日指定なし,9：00～19：00,,139.8013542,35.72721893
利用時間制限有,区施設,たなかスポーツプラザ,,台東区日本堤2-25-4,１Ｆ　地域交流スペース前,月～日 年末年始、休館日【毎月第1月曜日（祝日の場合は翌平日）】を除く,9：00～21：00,,139.7972152,35.72787361
２４時間対応可能,協力施設,浅草橋地域安全センター,,台東区浅草橋5-1-38,見張り所,全日,24時間可能,,139.7829255,35.69920238
利用時間制限有,協力施設,福祉プラザ台東清峰会　３階,,台東区清川2-14-7,３階,曜日指定なし,9：00～19：00,,139.8013473,35.7272302
利用時間制限有,区施設,区役所本庁舎１０階,,台東区東上野4-5-6,１０階廊下（１００１会議室と１００２会議室の間）,庁舎開庁日,開庁時間,,139.7799257,35.71258845
２４時間対応可能,協力施設,蔵前二丁目交番,,台東区蔵前2-15-8,見張り所,全日,24時間可能,,139.7941536,35.70464046
利用時間制限有,協力施設,福祉プラザ台東清峰会　４階,,台東区清川2-14-7,４階,曜日指定なし,9：00～19：00,,139.8013473,35.72722456
利用時間制限有,区施設,リバーサイドスポーツセンター（体育館4階）,,台東区今戸1-1-10,体育館４階　競技場入口付近,火～日　年末年始休館日除く　但し、第１月曜日および月曜日が祝日の場合は利用可能,火～日9:00～22:00　但し、第１月曜日および月曜日が祝日の場合は9:00～18:00　,,139.8043211,35.7176244
２４時間対応可能,協力施設,菊屋橋交番,,台東区西浅草1-4-4,見張り所,全日,24時間可能,,139.7884496,35.71048965
利用時間制限有,協力施設,福祉プラザ台東清峰会　５階,,台東区清川2-14-7,５階,曜日指定なし,9：00～19：00,,139.8013473,35.7272302
２４時間対応可能,協力施設,田原町交番,,台東区西浅草1-8-12,見張り所,全日,24時間可能,,139.7918037,35.71160801
利用時間制限有,協力施設,福祉プラザ台東清峰会　６階,,台東区清川2-14-7,６階,曜日指定なし,9：00～19：00,,139.8013404,35.72722456
利用時間制限有,区施設,台東区社会福祉協議会,110-0004,台東区下谷1-2-11,昭和通り側玄関付近,月～金　祝日・年末年始を除く,８：３０～１７：１５,,139.7817423,35.71773767
２４時間対応可能,協力施設,小島二丁目交番,,台東区小島2-18-19,見張り所,,24時間可能,全日,139.7848448,35.70660642
利用時間制限有,協力施設,福祉プラザ台東清峰会　７階,,台東区清川2-14-7,７階（職員室）,曜日指定なし,9：00～19：00,,139.8013473,35.72724146
２４時間対応可能,協力施設,下谷警察署,110-0004,台東区下谷3‐15‐9,２階受付横,全日,24時間可能,,139.7879135,35.72592873
利用時間制限有,協力施設,東京都美術館　地下３階,,台東区上野公園8-36,地下３階ＥＶホール横,月～日　※休館日：毎月第１・第３月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は２０時まで開館延長,139.7727548,35.71717387
利用時間制限有,区施設,池之端児童館,,台東区池之端2-3-3,1階事務室,児童館開館日（休館日は第2日曜日・5/5除く祝祭日・年末年始）,9：30～18：00,玄関脇インターフォンを利用し呼び出し,139.7669399,35.71464663
利用時間制限有,協力施設,東京都美術館　ＬＢ階,,台東区上野公園8-36,ＬＢ階エントランスロビー横,月～日　※休館日：毎月第１・第３月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は２０時まで開館延長,139.7727548,35.7171795
利用時間制限有,区施設,竜泉こどもクラブ,,竜泉2丁目10番6号（旧竜泉中学校内）,旧竜泉中学校昇降口付近,こどもクラブ開設日（休所日は日曜日・祝祭日・年末年始）,9：30～19：00　土曜日、夏休み等学校休業日は8：00～19：00,玄関脇インターフォンを利用し呼び出し,139.7896252,35.725601
利用時間制限有,協力施設,東京都美術館　企画棟ＬＢ階,,台東区上野公園8-36,企画棟ＬＢ階ロビー横,月～日　※休館日：毎月第１・第３月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は２０時まで開館延長,139.7727548,35.71719641
利用時間制限有,協力施設,東京都美術館　公募棟１階,,台東区上野公園8-36,公募棟１階第２展示室前ＥＶロビー横,月～日　※休館日：毎月第１・第３月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は２０時まで開館延長,139.7727479,35.7171795
利用時間制限有,協力施設,浅草税務署,,台東区蔵前2-8-12,四階総務課,月～金　庁舎開庁時のみ使用可,8：30～17：00,,139.7923354,35.70309387
利用時間制限有,協力施設,東京文化会館　１階,,台東区上野公園5-45,１階エントランス（西洋美術館側出入り口付近）,休館日（月に２回程度）以外,10：00～22：00,,139.7753378,35.71426482
利用時間制限有,協力施設,東京文化会館　楽屋口,,台東区上野公園5-45,楽屋口,休館日（月に２回程度）以外,10：00～22：00,,139.7753378,35.71425919
利用時間制限有,協力施設,恩賜上野動物園　東園表門案内事務所,,台東区上野公園9-83,東園表門案内事務所出口扉脇,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.7726839,35.71582003
利用時間制限有,協力施設,恩賜上野動物園　東園総合案内所,,台東区上野公園9-83,東園総合案内所１階,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.7721172,35.71610706
利用時間制限有,協力施設,恩賜上野動物園　東園バードハウス,,台東区上野公園9-83,東園バードハウス１階入口脇,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.7705757,35.71749776
利用時間制限有,協力施設,恩賜上野動物園　管理事務所,,台東区上野公園9-83,西園管理事務所１階,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.7707908,35.71620213
利用時間制限有,協力施設,恩賜上野動物園　西園池之端門事務所,,台東区上野公園9-83,西園池之端門事務所内窓口脇,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.7680704,35.71454999
利用時間制限有,協力施設,恩賜上野動物園　西園子ども動物園,,台東区上野公園9-83,西園子ども動物園すてっぷ館内,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.770198,35.71453425
利用時間制限有,協力施設,恩賜上野動物園　西園無料休憩所,,台東区上野公園9-83,西園食堂小獣館側入口脇,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,ＡＥＤは動物園内にあるため、入園する必要あり,139.7688993,35.71446595
利用時間制限有,協力施設,東京法務局台東出張所,,台東区台東1-26-2,二階相談コーナー脇,月～金（平日）,8：30～17：15,,139.7773151,35.70168738
利用時間制限有,協力施設,東京都下水道局北部下水道事務所,,台東区蔵前2-1-8,1階ロビー　防災センター出入口脇,月～金,8：30～17：15,,139.7923298,35.70208835
利用時間制限有,協力施設,東京国立博物館　正門,,台東区上野公園13-9,正門プラザ入口右,火～日　※休館日：月曜日（祝休日の場合は翌火曜休館）,9：30～17：00,開館延長日等あり,139.7757151,35.71766627
利用時間制限有,協力施設,東京国立博物館　本館,,台東区上野公園13-9,本館エントランス左手スロープ付近,火～日　※休館日：月曜日（祝休日の場合は翌火曜休館）,9：30～17：00,開館延長日等あり,139.7762187,35.71865241
利用時間制限有,協力施設,東京国立博物館　東洋館,,台東区上野公園13-9,東洋館エントランスインフォメーション,火～日　※休館日：月曜日（祝休日の場合は翌火曜休館）,9：30～17：00,開館延長日等あり,139.7766751,35.71794278
利用時間制限有,協力施設,東京国立博物館　法隆寺宝物館,,台東区上野公園13-9,法隆寺宝物館エントランスインフォメーション,火～日　※休館日：月曜日（祝休日の場合は翌火曜休館）,9：30～17：00,開館延長日等あり,139.7743052,35.71865712
利用時間制限有,協力施設,東京国立博物館　平成館,,台東区上野公園13-9,平成館エントランスインフォメーション,火～日　※休館日：月曜日（祝休日の場合は翌火曜休館）,9：30～17：00,開館延長日等あり,139.7757067,35.71974509
利用時間制限有,協力施設,黒田記念館,,台東区上野公園12-53,１階エントランス階段付近,火～日　※休館日：月曜日（祝休日の場合は翌火曜休館）,9：30～17：00　※備考参照,開館延長日等あり,139.7733662,35.71894282
利用時間制限有,協力施設,国立国会図書館　国際子ども図書館,,台東区上野公園12-49,レンガ棟１階　エントランス,火～日,9：30～17：00 ＊休館日：月曜日、第３水曜日、こどもの日を除く祝日,,139.7738237,35.71961859
利用時間制限有,協力施設,朝日信用金庫　浅草橋支店,111-0053,台東区浅草橋3-17-7,1階　ATMコーナー,全日　※祝日休業,月～金8：00～19：00　土・日8：00～17：00,祝日休業,139.7871791,35.70050823
利用時間制限有,協力施設,（株）セキノ興産,,台東区元浅草4-7-17,3階フロア（自動ドアから入って正面）,月～金,8：30～17：30,１Fエントランス内線３０１呼出　※内線をかけないとエレベーターは動きません,139.7858235,35.71054488
利用時間制限有,協力施設,日本通信紙株式会社,110-0004,台東区下谷1-7-5,一階自動ドア入口脇,月～金　祝祭日を除く,9:00～18:00,1Ｆ受付にて、当社従業員へお声掛けください。,139.7812038,35.72000447
利用時間制限有,協力施設,大和冷機工業株式会社,110-0016,台東区台東2-4-3　大和冷機秋葉原DRKビル,1階エントランス受付横,月～金,7：00～19：00,,139.7789134,35.70257494
利用時間制限有,協力施設,浙江建設ビル,,台東区西浅草3-29-19,1階ロビー（エレベーター前）,月～金（祝日除く）,8:00~19:00,,139.7904196,35.71770217
利用時間制限有,協力施設,東天紅　上野店,110-0008,台東区池之端1-4-1,2階　待合いロビー　エスカレーター寄り,月～日,10：00～20：00,,139.7683593,35.71066149
利用時間制限有,協力施設,宗教法人　西徳寺,,台東区竜泉1-20-19,境内右側　線香・墓花売り場,全日,7:00～19:00,原則17時閉門。閉門時は門脇のインターフォンにて呼出,139.7904743,35.72338969
利用時間制限有,協力施設,一時保育室あさくさばし,,浅草橋２ー１５ー５,１階保育室,月～土　＊祝日、12/29～1/3除く,9：00～17：00,延長保育無し,139.7849981,35.69977152
利用時間制限有,協力施設,やまもと歯科医院,113-0053,台東区浅草橋２－１－１０－２０１,２階受付脇,月曜日～土曜日(木曜日・祝日を除く),8:30～18:30,時間外はシャッターが降りるので入れません,139.7868646,35.69880974
利用時間制限有,協力施設,東京芸術大学　大学美術館,,台東区上野公園12丁目8番,エントランス,開館日のみ,10：00～17：00　,開館時間は変更になる場合があります。,139.7715074,35.71941835
利用時間制限有,協力施設,東京芸術大学　付属図書館,,台東区上野公園12丁目8番,エントランス,開館日のみ,9：00～17：00,開館延長日等あり,139.7722331,35.71881029
利用時間制限有,協力施設,東京芸術大学　美術学部中央棟,,台東区上野公園12丁目8番,エントランス,月～金,7：30～20：00,,139.7710241,35.71897867
利用時間制限有,協力施設,東京芸術大学　美術学部総合工房B棟,,台東区上野公園12丁目8番,1階,月～金,7：30～20：00,,139.7717431,35.71830865
利用時間制限有,協力施設,東京芸術大学　音楽学部3号館,,台東区上野公園12丁目8番,1Fロビー,月～金,7：30～20：00,,139.7725083,35.72039349
利用時間制限有,協力施設,東京芸術大学　音楽学部奏楽堂,,台東区上野公園12丁目8番,ホワイエ,月～金,7：30～20：00,,139.7731231,35.72039943
利用時間制限有,協力施設,東京芸術大学　付属音楽高等学校,,台東区上野公園12丁目8番,1Fロビー,月～金,7：30～18：00,,139.7734059,35.72105308
利用時間制限有,協力施設,東京芸術大学　体育館,,台東区上野公園12丁目8番,1Fロビー,月～金,10：00～20：00,,139.7745185,35.72053533
利用時間制限有,協力施設,東京都美術館　企画棟2階,,上野公園8丁目36番,企画棟2階ロビー横,月～日　※休館日：毎月第1・第3月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は20時まで開館延長,139.7734086,35.71681592
利用時間制限有,協力施設,東京都美術館　公募棟2階,,上野公園8丁目36番,公募棟2階第2展示室前EVロビー横,月～日　※休館日：毎月第1・第3月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は20時まで開館延長,139.7726692,35.7170409
利用時間制限有,協力施設,東京都美術館　交流棟１階,,上野公園8丁目36番,交流棟１階ＥＶホール横,月～日　※休館日：毎月第1・第3月曜日,9：30～17：30　※備考参照,開館日の開館時間中利用可　※特別展開催中の金曜日は20時まで開館延長,139.7737952,35.7172161
利用時間制限有,協力施設,東京都立産業貿易センター台東館 3階,,花川戸2丁目6番5号,３階管理事務室内,全日,9：00～17：00,開館中使用可・使用の際は職員にお声掛け下さい,139.7987814,35.71441235
利用時間制限有,協力施設,恩賜上野動物園　西園弁天門事務所,,上野公園9丁目83番,西園弁天門事務所内,火～日（月曜日が国民の祝日・振替休日・都民の日の場合、また12月29日から1月1日の期間は使用不可）,9：30～17：00,AEDは動物園内にあるため、入園する必要あり,139.7720436,35.71292964
