ID,住所（都道府県名）,住所（市区町村名）,住所（それ以降の住所）,設置者・運営会社,緯度,経度,拠点名,カテゴリ,駐車料金,営業時間,定休日,使用可否,使用可否でその他の場合,充電器数（充電器台数合計）,充電器数（使用できない台数）,充電器数（急速充電器数）,"充電器数（普通（200V）
充電器数）","充電器数（普通（100V）
充電器数）",利用料金（急速充電器料金）,利用料金（普通充電器200V料金）,利用料金（普通充電器100V料金）,現地調査_利用制限（急速充電器）,現地調査_利用制限（普通充電器）,型式（急速充電器）,型式（普通（200V）充電器）,型式（普通（100V）充電器）,設置年数,充電規格（急速充電器）,急速充電器コネクタ数（1台あたり）,普通充電器200Vコネクタ数（1台あたり）,普通充電器100Vコネクタ数（1台あたり）,出力（急速充電器）,出力（普通（200V）充電器）,出力（普通（100V）充電器）,メーカー（急速充電器）,メーカー（普通（200V/）充電器）,メーカー（普通（100V）充電器）,周辺情報,周辺看板の有無,周知箇所（敷地外）,周知箇所（敷地入口・入口付近）,周知箇所（敷地内・敷地内誘導看板）,周知箇所（機器周辺）,駐車スペースの制限,その他の制限
575,東京都,世田谷区,若林2-35-11,トヨタモビリティ東京株式会社,35.649822,139.661284,トヨタモビリティ東京 若林淡島通り店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,CS03-02,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,コンビニエンスストア,なし,0,0,0,0,情報無し,情報無し
576,東京都,世田谷区,野沢3-30-5,株式会社ホンダカーズ東京中央,35.630089,139.672162,ホンダカーズ東京中央 野沢店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NQC-TC503U,設備無し,設備無し,不明,CHAdeMO,1,0,0,50～450V/125A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,コンビニエンスストア,あり,0,1,1,0,情報無し,情報無し
577,東京都,中央区,京橋1-13-1先,公益財団法人東京都道路整備保全公社,35.678163,139.773615,宝町駐車場,コインパーキング/駐車場,"200円/30分／30分未満無料 ※入庫から30分未満で出庫した場合は無料。ただし、30分以上の場合は入庫時からの料金となります。12時間最大　2,400円 ※以後、12時間毎最大2,400円",24時間,無休,可,,2,0,0,0,2,設備無し,設備無し,無料,設備無し,設備無し,設備無し,設備無し,不明,不明,なし,0,0,1,設備無し,設備無し,125V/20A,設備無し,設備無し,不明,コンビニエンスストア,あり,0,0,0,1,情報無し,情報無し
578,東京都,中央区,銀座1-19-15先,公益財団法人東京都道路整備保全公社,35.673545,139.7707,新京橋駐車場,コインパーキング/駐車場,"200円/30分／30分未満無料 ※入庫から30分未満で出庫した場合は無料。ただし、30分以上の場合は入庫時からの料金となります。12時間最大　2,400円 ※以後、12時間毎最大2,400円",24時間,無休,可,,3,0,1,0,2,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,無料,現地特記事項無し,設備無し,HFR1,設備無し,不明,不明,CHAdeMO,1,0,1,デスクリサーチ情報無し,設備無し,不明,株式会社東光高岳,設備無し,Panasonic,コンビニエンスストア、公園,あり,0,0,1,1,情報無し,情報無し
579,東京都,中央区,銀座2-6-12,中央建物株式会社,35.673184,139.766645,Ｏｋｕｒａ Ｈｏｕｓｅ Ｐａｒｋｉｎｇ,ショッピングモール/小売店舗,"平日メニュー　400円/30分（ｵｰﾙﾀｲﾑ）、（7時～23時30分）最大料金￥1,900-、（21時～翌9時）夜間宿泊料金￥1,800-／営業時間　7:00～23:30、※ 23：30～7：00の間は、入出庫できません／土休日メニュー　400円/30分（ｵｰﾙﾀｲﾑ）、（7時～23時30分）最大料金￥2,000-、（21時～翌9時）夜間宿泊料金￥1,800-／営業時間　7:00～23:30、※23:30～7:00の間は、入出庫できません。",7:00～23:30,無休,可,,1,0,1,0,0,15分まで250円以降15分ごと250円,設備無し,設備無し,現地特記事項無し,設備無し,NQC-A302E,設備無し,設備無し,不明,CHAdeMO,1,0,0,50V～500V 最大 60A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,"高さ：普通車1.55m、ハイルーフ車2.0m、荷捌き車2.9m

",情報無し
580,東京都,八王子市,左入町751,株式会社カーライフハギワラ,35.678402,139.336408,株式会社カーライフハギワラ,その他,無料,8:30～17:30,祝日、第一・三・五日曜日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,DNE3000K,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/5W以下,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
581,東京都,八王子市,椚田町1216,株式会社ホンダカーズ東京中央,35.638329,139.294602,ホンダカーズ東京中央 めじろ台店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。,設備無し,設備無し,現地特記事項無し,設備無し,NQC-TC503U,設備無し,設備無し,2年,CHAdeMO,1,0,0,50～450V/125A（NQC-TC503U）,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,高さ：2.2m,情報無し
582,東京都,千代田区,丸の内2-3-2,日本郵船株式会社,35.681423,139.763173,郵船ビル地下駐車場,コインパーキング/駐車場,"全日 00:00～24:00 30分 400円、3.5～6時間まで 2,800円(固定)、6～9.5時間まで 2,800円 +[30分ごとに400円]、9.5～24時間まで 5,600円(固定)",24時間,無休,可,,10,0,0,10,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は15分まで33円、以降1分ごと2.2円,設備無し,設備無し,現地特記事項無し,設備無し,Ｈ02Ｗ,設備無し,不明,なし,0,1,0,設備無し,200V/定格電流15Arms/50・60Hz,設備無し,設備無し,日本電気株式会社,設備無し,コンビニエンスストア、公園,あり,0,0,1,1,情報無し,情報無し
583,東京都,千代田区,日比谷公園1,東日本高速道路株式会社,35.672372,139.756794,日比谷自動車駐車場,コインパーキング/駐車場,"8:00～22:00：25分/300円／22:00～8:00：25分/150円／当日24時まで：2,700円／条件付き割引",24時間,無休,可,,3,0,0,2,1,設備無し,無料,無料,設備無し,駐車時間は8時間までを目安,設備無し,不明,不明,不明,なし,0,2,1,設備無し,200V,100V,設備無し,不明,不明,コンビニエンスストア、公園,あり,0,1,0,1,高さ：2.2m,情報無し
584,東京都,品川区,東品川2-4 高速1号線高架下,公益財団法人東京都道路整備保全公社,35.621263,139.751221,天王洲駐車場,コインパーキング/駐車場,"8:00～22:00：20分/200円／22:00～8:00：120分/200円／当日２４時まで最大料金：2,700円",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,WK 4322,設備無し,不明,なし,0,1,0,設備無し,20A/250V/AC,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア、公園,あり,0,0,0,1,情報無し,情報無し
585,東京都,多摩市,唐木田1-9,トヨタモビリティパーツ株式会社,35.61416,139.408231,ジェームス唐木田店,ショッピングモール/小売店舗,無料,10:00～19:00,火曜日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,CS03-02,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,公園、カー用品店,なし,0,0,0,0,情報無し,利用時にレジに声掛けが必要
586,東京都,大田区,久が原1-12-11,株式会社ローソン,35.587208,139.691839,ローソン久が原一丁目店,コンビニ,無料,24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,250V/20A,設備無し,設備無し,National,設備無し,コンビニエンスストア,あり,0,0,0,1,情報無し,情報無し
587,東京都,大田区,仲六郷3-29-5,株式会社ホンダカーズ東京中央,35.546485,139.713118,ホンダカーズ東京中央 蒲田店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NQC-TC503U,設備無し,設備無し,3年,CHAdeMO,1,0,0,50～450V/125A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,コンビニエンスストア、スーパー、公園,あり,0,1,0,0,情報無し,情報無し
588,東京都,大田区,仲池上1-17-15,株式会社ホンダカーズ東京中央,35.588612,139.696851,ホンダカーズ東京中央 仲池上店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,会員カードにより異なる。ビジター料金は1650円（税込）/回,設備無し,設備無し,現地特記事項無し,設備無し,NQC-TC503U,設備無し,設備無し,不明,CHAdeMO,1,0,0,50～450V/125A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,公園,あり,0,1,0,0,情報無し,情報無し
589,東京都,大田区,大森西3-1-38,三菱商事都市開発株式会社,35.574595,139.726023,マチノマ大森,ショッピングモール/小売店舗,"60分/220円、1日最大料金：880円／マチノマ大森でお買い上げの方　最初の1時間：無料、合計1,000円以上お買い上げで2時間無料、合計2,000円以上お買い上げで3時間無料、合計3,000円以上お買い上げで4時間無料",8:30～24:30,無休,可,,1,0,1,0,0,700円/回（税別）,設備無し,設備無し,現地特記事項無し,設備無し,SDQC-20-U,設備無し,設備無し,不明,CHAdeMO,1,0,0,20kW （最大電流値: 50 A ）,設備無し,設備無し,新電元工業株式会社,設備無し,設備無し,公園,あり,0,1,0,1,情報無し,情報無し
590,東京都,大田区,田園調布1-39-5,株式会社ローソン,35.591796,139.675725,ローソン田園調布一丁目,コンビニ,無料,24時間,無休,可,,2,0,0,2,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,250V/20A,設備無し,設備無し,National,設備無し,コンビニエンスストア,あり,0,0,0,1,情報無し,情報無し
591,東京都,大田区,萩中2-2-1,さわやか信用金庫,35.552885,139.730494,さわやか信用金庫 羽田支店,その他,無料,9:00～15:00,土曜日、日曜日,可,,2,0,0,1,1,設備無し,無料,無料,設備無し,現地特記事項無し,設備無し,DNXC300RK,不明,不明,なし,0,1,2,設備無し,200V/50・60Hz/20A,125V/15A,設備無し,Panasonic,東芝,コンビニエンスストア,あり,0,0,1,0,情報無し,情報無し
592,東京都,小平市,花小金井4-35-16,株式会社ホンダカーズ東京中央,35.738489,139.512906,ホンダカーズ東京中央 花小金井店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,NQC-TC503U,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW（最大電流値:125A）,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
593,東京都,小金井市,貫井北町5-17-14,日産プリンス西東京販売株式会社,35.702591,139.48928,日産プリンス西東京小金井店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
594,東京都,文京区,大塚5-31-12,宗教法人生長の家,35.724768,139.727946,生長の家東京第一教化部,その他,無料,9:20～17:00,木曜日、祝日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,不明,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア、スーパー、飲食店、ドラッグストア,なし,0,0,0,0,情報無し,情報無し
595,東京都,日野市,落川975-1,日産プリンス西東京販売株式会社,35.656707,139.432438,日産プリンス西東京 百草園駅前店,ディーラー,無料,10:00～18:30,火曜日、第一水曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
596,東京都,昭島市,拝島町4017-3,昭和飛行機工業株式会社,35.718371,139.363919,フォレスト・イン昭和館,宿泊施設,無料,24時間,無休,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,CS03-02,設備無し,6?8,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,公園、スポーツ施設、ホームセンター,あり,0,0,0,1,情報無し,ホテルフロントへの声掛けが必要
597,東京都,昭島市,田中町1-17-1,昭島市,35.706402,139.353157,昭島市役所,自治体施設,無料,8:30～17:15,土曜日、日曜日,可,,1,0,1,0,0,500円（30分まで）,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-X,設備無し,設備無し,不明,不明,1,0,0,直流 50V～500V 最大 125A50kW,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,市役所,あり,0,1,0,0,情報無し,情報無し
598,東京都,昭島市,田中町562-1,昭和飛行機工業株式会社,35.712782,139.364322,モリタウン立体駐車場,ショッピングモール/小売店舗,最初の1時間 無料／合計2万円までのショッピング＋2時間 合計3時間無料／合計2万円以上のショッピング＋3時間 合計4時間無料／シネマご利用＋3時間 合計4時間無料／計2万円までのショッピングとシネマ利用＋5時間 合計6時間無料／合計2万円以上のショッピングとシネマ利用＋6時間 合計7時間無料／時間経過は30分ごとに 100円／アミュージアムご利用の方 ＋1時間無料,9:30～22:00,無休,可,,2,0,0,2,0,設備無し,無料,設備無し,設備無し,最大90分／利用時にはインフォメーションカウンターへ,設備無し,CS03-02,設備無し,不明,なし,0,1,0,設備無し,200V/50・60Hz/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,コンビニエンスストア、スーパー,あり,0,0,0,1,情報無し,情報無し
599,東京都,杉並区,下井草2-43,株式会社日産カーレンタルソリューション,35.723477,139.626602,日産レンタカー下井草駅前店,その他,無料,8:00～20:00,無休,可,,3,0,1,2,0,【会員以外】1500円/回 【会員】プランによる,不明,設備無し,現地特記事項無し,現地特記事項無し,HFR1,不明,設備無し,不明,CHAdeMO,1,1,0,デスクリサーチ情報無し,30A/6kW,設備無し,株式会社東光高岳,デルタ電子株式会社,設備無し,コンビニエンスストア、飲食店、西武新宿線「下井草駅」,あり,0,1,0,0,情報無し,情報無し
600,東京都,杉並区,今川1-1-20,トヨタモビリティ東京株式会社,35.715967,139.614089,トヨタモビリティ東京 井荻店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,会員カードでの利用はカードプランにより異なる。カードなしの場合は15分まで33円、以降1分ごと2.2円,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,飲食店,あり,0,0,0,1,情報無し,情報無し
601,東京都,杉並区,大宮2-6-6,株式会社ENEOSフロンティア,35.681099,139.639608,エネオス杉並方南通りＳＳ,その他,無料,8:00～22:00,1月1日～1月3日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,EVC-J/-K,設備無し,不明,なし,0,1,0,設備無し,200V/16A/50・60Hz,設備無し,設備無し,日東工業株式会社,設備無し,公園,なし,0,0,0,0,情報無し,情報無し
602,東京都,東久留米市,南沢5-17-62,イオンリテール株株式会社,35.745372,139.526583,イオンモール東久留米,ショッピングモール/小売店舗,無料,9:00～23:00,無休,可,,10,0,0,10,0,設備無し,1時間120円,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,4年,なし,0,1,0,設備無し,200V/50・60Hz/30A,設備無し,設備無し,平河ヒューテック株式会社,設備無し,コンビニエンスストア,あり,0,1,0,1,情報無し,情報無し
603,東京都,板橋区,桜川3-24-12,トヨタモビリティ東京株式会社,35.761227,139.673469,トヨタモビリティ東京 上板橋店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,スーパー,あり,0,1,0,0,情報無し,情報無し
604,東京都,江戸川区,一之江3-2先,公益財団法人東京都道路整備保全公社,35.686913,139.882552,一之江駐車場,コインパーキング/駐車場,"8:00～22:00：40分/200円／22:00～8:00：60分/100円、最大400円／入庫後24時間最大料金：1,200円／30分未満無料
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,WK 4322,設備無し,不明,なし,0,1,0,設備無し,20A/250V/AC,設備無し,設備無し,Panasonic,設備無し,コンビニエンスストア,あり,0,0,0,1,長さ：5m以下／幅：1.9m以下／最低地上高：15cm以上,情報無し
605,東京都,江戸川区,中央2-21-5,株式会社ホンダカーズ東京,35.708236,139.873959,ホンダカーズ東京 江戸川店,ディーラー,無料,10:00～18:30,火曜日、第二水曜日,可,,2,0,1,1,0,会員カードにより異なる。ビジター料金は1650円（税込）/回,不明,設備無し,現地特記事項無し,現地特記事項無し,NQC-TC503U,WK 4322,設備無し,不明,CHAdeMO,1,1,0,50～450V/125A,20A/250V/AC,設備無し,ニチコン株式会社,Panasonic,設備無し,コンビニエンスストア、スーパー、公園,あり,0,1,0,0,情報無し,情報無し
606,東京都,江戸川区,船堀4-3-16,日本システムバンク株式会社,35.685912,139.86594,システムパーク船堀,コインパーキング/駐車場,"8:00～20:00：20分/100円／20:00～8:00：60分/100円／24時間最大料金：600円
",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EVC1-IC,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
607,東京都,江東区,南砂2-2-2,トヨタモビリティ東京株式会社,35.669599,139.822305,トヨタモビリティ東京 江東砂町店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア、公園,あり,0,1,0,0,情報無し,情報無し
608,東京都,江東区,大島9-3-16,公益財団法人東京都道路整備保全公社,35.690882,139.846085,東大島駅前駐車場,コインパーキング/駐車場,"8:00～22:00：15分/100円、最大1,800円／22:00～8:00：60分/100円、最大400円",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,WK 4322,設備無し,不明,なし,0,1,0,設備無し,20A/250V/AC,設備無し,設備無し,Panasonic,設備無し,スーパー,あり,0,0,0,1,情報無し,情報無し
609,東京都,江東区,有明3-7-18,大和ハウスパーキング株式会社,35.632717,139.794242,Dパーキング有明セントラルタワー,コインパーキング/駐車場,0:00～24:00：20分/300円、当日最大1900円,24時間,無休,可,,3,0,0,3,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,内外電機株式会社,設備無し,コンビニエンスストア、公園、飲食店,あり,0,0,1,0,情報無し,情報無し
610,東京都,江東区,木場1-5-30,株式会社イトーヨーカ堂,35.666148,139.8042,イトーヨーカドー木場店,ショッピングモール/小売店舗,・最初の２時間無料／・イトーヨーカドー木場店にて当日１０００円以上ご購入で追加１時間無料／・イトーヨーカドー木場店にて当日２０００円以上ご購入または映画館のご利用で追加２時間無料⇒最大で４時間無料／・４時間以上については、終日３０分毎に２００円,10:00～22:00,無休,可,,8,0,0,8,0,設備無し,【会員カード】1時間132円、2時間264円、3時間396円　【ビジター】15分まで33円、以降1分ごと2.2円,設備無し,設備無し,現地特記事項無し,設備無し,Ｈ02Ｗ,設備無し,不明,なし,0,1,0,設備無し,200V/定格電流15Arms/50・60Hz,設備無し,設備無し,日本電気株式会社,設備無し,コンビニエンスストア、スーパー,あり,0,1,0,0,情報無し,情報無し
611,東京都,江東区,東陽6-3-3 ,鹿島東京開発株式会社,35.675589,139.81503,東京イースト２１,ショッピングモール/小売店舗,最初の1時間は全車無料　追加料金：200円/30分／条件付き無料,8:00～23:00,無休,可,,1,0,1,0,0,無料,設備無し,設備無し,現地特記事項無し,設備無し,ZHTP1580R,設備無し,設備無し,9年,CHAdeMO,1,0,0,450V/～19A,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,コンビニエンスストア、スーパー、公園,あり,0,0,0,1,情報無し,情報無し
612,東京都,江東区,清澄1-4-5,日産自動車販売株式会社,35.681594,139.793825,日産自動車販売清洲橋店,ディーラー,無料,10:00～18:00,火曜日,可,,2,0,1,1,0,【会員以外】1500円/回 【会員】プランによる,会員及びタクシーは無料。法人、他社車は有料,設備無し,現地特記事項無し,現地特記事項無し,NSQC443BB,WK 4322,設備無し,不明,CHAdeMO,1,1,0,44kW（最大電圧値500V:最大電流値:125A）,20A/250V/AC,設備無し,"NISSAN MORTOR CO., LTD.",Panasonic,設備無し,公園、飲食店,あり,0,1,0,0,情報無し,情報無し
613,東京都,渋谷区,神泉町21-7,トヨタモビリティ東京株式会社,35.655175,139.691968,トヨタモビリティ東京 渋谷神泉店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,CS03-02,設備無し,10年,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,トヨタコネクティッド株式会社,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
614,東京都,港区,白金6-23-4,日産自動車販売株式会社,35.643954,139.721077,日産自動車販売白金店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,1,0,0,会員カードでの利用はカードプランにより異なる。カードなしの場合は1?5分まで250円（税抜き）以降1分あたり50円（税抜き）,設備無し,設備無し,現地特記事項無し,設備無し,HFR1,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW （最大電流値: 125 A ）,設備無し,設備無し,株式会社東光高岳,設備無し,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
615,東京都,町田市,森野2-2-22,町田市,35.546307,139.438128,町田市庁舎,自治体施設,市役所をご利用の間の駐車料金は無料／全日60分 330円　24時間最大料金 1100円,8:00～17:00,第一・三・五日曜日、祝日、12月29日～1月3日,可,,1,0,0,1,0,設備無し,不明,設備無し,設備無し,現地特記事項無し,設備無し,不明,設備無し,不明,なし,0,1,0,設備無し,200V/20A,設備無し,設備無し,日東工業株式会社,設備無し,コンビニエンスストア、市役所,なし,0,0,0,0,情報無し,情報無し
616,東京都,目黒区,三田1-4-1,株式会社三田ホールディング,35.642468,139.7154,ウェスティンホテル東京,宿泊施設,"60分/1200円／1日最大2,000円／宿泊ご優待料金：1泊1台3,000円／ホテルのレストラン、バーで 3000円以上ご利用で3時間無料",24時間,無休,可,,3,0,0,3,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,EUTS70（テスラ）／WK4322・WK6520（Panasonic）,設備無し,不明,なし,0,1,0,設備無し,【テスラモーターズ】200V/16W/80A／【Panasonic】20A/250V/AC,設備無し,設備無し,テスラモーターズ/Panasonic,設備無し,恵比寿ガーデンプレイス,あり,0,0,0,1,情報無し,情報無し
617,東京都,稲城市,坂浜685,株式会社よみうりランド,35.620145,139.490882,東京よみうりカントリークラブ,ゴルフ場,無料,6:40～,12月31日　1月1日,可,,1,0,0,1,0,設備無し,無料（看板には300円と記載だが、現在無料とのこと）,設備無し,設備無し,現地特記事項無し,設備無し,EVCSP-1K2,設備無し,不明,なし,0,2,0,設備無し,200V/20A,設備無し,設備無し,内外電機株式会社,設備無し,寺院,あり,0,0,0,1,情報無し,情報無し
618,東京都,立川市,錦町4-6-3,東京都,35.692565,139.420475,東京都立川合同庁舎,自治体施設,無料,8:30～17:00,土曜日、日曜日,可,,1,0,1,0,0,最大30分10分150円（税抜き）,設備無し,設備無し,充電時間は30分,設備無し,NQC-TC503E,設備無し,設備無し,不明,CHAdeMO,1,0,0,50kW（最大電流値:100A）,設備無し,設備無し,ニチコン株式会社,設備無し,設備無し,コンビニエンスストア、病院,あり,0,0,1,0,情報無し,情報無し
619,東京都,練馬区,北町1-11-3,トヨタモビリティ東京株式会社,35.763579,139.666919,トヨタモビリティ東京 東武練馬店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,コンビニエンスストア,あり,0,1,0,0,情報無し,情報無し
620,東京都,練馬区,高松2-6,公益財団法人東京都道路整備保全公社,35.745933,139.630476,練馬中央陸橋ユニバーサルデザイン,コインパーキング/駐車場,"30分未満無料／8:00～22:00：20分/100円／22:00～8:00：60分/100円／入庫後24時間最大1,200円",24時間,無休,可,,1,0,0,1,0,設備無し,無料,設備無し,設備無し,現地特記事項無し,設備無し,WK 4322,設備無し,不明,なし,0,1,0,設備無し,20A/250V/AC,設備無し,設備無し,Panasonic,設備無し,自動車販売店,あり,0,0,0,1,情報無し,情報無し
621,東京都,羽村市,栄町3-3-3,株式会社ホンダ東京西,35.771317,139.314886,ホンダカーズ東京西 さくらモール羽村店,ディーラー,無料,10:00～18:00,水曜日,可,,1,0,1,0,0,【会員以外】1500円/回 【会員】プランによる,設備無し,設備無し,現地特記事項無し,設備無し,RAPIDAS-X,設備無し,設備無し,不明,不明,1,0,0,直流 50V～500V 最大 125A50kW,設備無し,設備無し,JFEテクノス株式会社,設備無し,設備無し,コンビニエンスストア、大型家具店、飲食店,あり,0,1,0,0,情報無し,情報無し
622,東京都,荒川区,荒川2-2-3,荒川区,35.736544,139.783685,荒川区役所本庁舎駐車場,自治体施設,区役所利用者は無料／区役所の用務外での利用：60分/500円,8:30～17:15,土曜日、日曜日,可,,1,0,1,0,0,施設利用者は無料、それ以外は1時間500円,設備無し,設備無し,現地特記事項無し,設備無し,QC03,設備無し,設備無し,不明,CHAdeMO,1,0,0,44kW （最大電流値: 110 A ）,設備無し,設備無し,株式会社ハセテック,設備無し,設備無し,公園,あり,0,1,0,0,情報無し,情報無し
623,東京都,葛飾区,新宿3-6-11,トヨタモビリティ東京株式会社,35.76102,139.861443,トヨタモビリティ東京 Ｕ－Ｃａｒ金町店,ディーラー,無料,10:00～18:00,火曜日,可,,1,0,0,1,0,設備無し,1時間550円/ＰHV充電サポート・NCS会員は契約料金,設備無し,設備無し,最大利用時間1時間／利用時にはスタッフまで,設備無し,TI-GSEV2D,設備無し,不明,なし,0,1,0,設備無し,200V/16A,設備無し,設備無し,株式会社豊田自動織機,設備無し,飲食店,あり,0,0,0,1,情報無し,情報無し
