大分類,中分類,小分類,施設ID,名称,緯度,経度,住所1,住所2,住所3,電話番号,FAX番号,リンク（テキスト）,リンク（URL）,備考
施設マップ,健幸処MAP,【食事】野菜メニュー店,1020,ぎょうざの満洲 聖蹟桜ヶ丘駅前店,35.6502968,139.4474197,〒206-0011,東京都多摩市関戸1-11-9桜ヶ丘富澤ビル,,042-319-3558,,詳しくはこちら,https://www.city.tama.lg.jp/0000004829.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,593,セブンイレブン多摩永山店,35.6324802,139.4474941,〒206-0025,東京都多摩市永山1-2-13,,042-375-4151,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,624,宮林商店,35.6438452,139.4542143,〒206-0021,東京都多摩市連光寺1-7-10,,042-374-3885,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,512,クリエイトS.D 聖蹟桜ヶ丘店,35.6517188,139.4400151,〒206-0002,東京都多摩市一ノ宮1-26-1,,042-357-1478,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,513,ローソン多摩一ノ宮店,35.6516494,139.4393513,〒206-0002,東京都多摩市一ノ宮1-26-6,,042-374-9031,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,514,ファミリーマート多摩一ノ宮公園店,35.6530899,139.4440983,〒206-0002,東京都多摩市一ノ宮2-20-5,,042-355-5305,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,515,ドラッグセイムス聖蹟桜ヶ丘店,35.649913,139.446322,〒206-0002,東京都多摩市一ノ宮3-1-3桜ヶ丘Kビル1F,,042-400-6235,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,516,アイハラ酒店,35.6500886,139.4444482,〒206-0002,東京都多摩市一ノ宮3-3-7,,042-375-6321,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,517,不二家青果店,35.6506024,139.4433844,〒206-0002,東京都多摩市一ノ宮3-5-20,,042-371-7575,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,518,ファミリーマート多摩一の宮店,35.6509967,139.4406512,〒206-0002,東京都多摩市一ノ宮4-19-18,,042-355-6430,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,519,セブンイレブン多摩センター駅前店,35.6263354,139.426459,〒206-0033,東京都多摩市落合1-5-10,,042-356-1711,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,520,マツモトキヨシ京王多摩センター店,35.6253076,139.4241064,〒206-0033,東京都多摩市落合1-10-1,,042-311-2262,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,521,京王ストア　多摩センター店,35.6253446,139.4242797,〒206-0033,東京都多摩市落合1-10-1京王多摩センターSC東側1F,,042-400-5081,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,522,セブンイレブン小田急マルシェ多摩センター店,35.624992,139.424611,〒206-0033,東京都多摩市落合1-11-2-1F,,042-372-3110,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,523,ASA多摩センター,35.6241163,139.4311336,〒206-0033,東京都多摩市落合1-20-10,,042-372-5211,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,524,ファミリーマート秀栄多摩落合店,35.6237544,139.4311721,〒206-0033,東京都多摩市落合1-21-1,,042-355-8890,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,525,丘の上薬局　多摩センター店,35.6244588,139.4276581,〒206-0033,東京都多摩市落合1-32-1ペペリビル4F,,042-356-0130,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,526,ファミリーマートサンリオピューロランド前店,35.623994,139.4283978,〒206-0033,東京都多摩市落合1-32-3,,042-355-8515,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,527,ファーマーズマーケット千歳屋,35.624039,139.423428,〒206-0033,東京都多摩市落合1-39-2マグレブビル2F,,042-338-3393,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,528,ミニストップ多摩センター駅前店,35.623924,139.423491,〒206-0033,東京都多摩市落合1-39-2マグレブビル2F,,042-371-2570,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,529,ローソン多摩センター駅前店,35.624493,139.4257126,〒206-0033,東京都多摩市落合1-41-1マグレブビルwest2F,,042-400-7007,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,530,ミネドラッグ多摩センター駅前店,35.624493,139.4257126,〒206-0033,東京都多摩市落合1-41-1マグレブビルwest2F,,042-400-0161,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,531,イトーヨーカ堂多摩センター店,35.6237357,139.4258702,〒206-0033,東京都多摩市落合1-44,,042-374-6111,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,532,ローソン丘の上パティオ店,35.6231635,139.4261785,〒206-0033,東京都多摩市落合1-45-1,,042-338-5253,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,533,クスリの龍生堂　ココリア店,35.622418,139.424868,〒206-0033,東京都多摩市落合1-46-1 ココリア多摩センターB1F,,042-319-6131,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,534,セブンイレブンニューシティ多摩センター店,35.6217858,139.4237371,〒206-0033,東京都多摩市落合1-47,,042-371-0057,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,535,ファミリーマート多摩落合二丁目店,35.6193973,139.4272452,〒206-0033,東京都多摩市落合2-10-3,,042-311-0077,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,536,ダイエーフーディアム多摩センター,35.6204443,139.4230261,〒206-0033,東京都多摩市落合2-33,,042-313-8411,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,537,豊ヶ丘新聞センター,35.6163034,139.4321421,〒206-0033,東京都多摩市落合3-16,,042-376-4131,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,538,ミリオンショップ江戸や,35.616495,139.4298479,〒206-0033,東京都多摩市落合3-18-1,,042-311-1858,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,539,ライス・ステーション,35.6155737,139.4302787,〒206-0033,東京都多摩市落合4-16-1-104,,042-372-3241,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,540,セブンイレブン多摩落合6丁目店,35.6089458,139.4264789,〒206-0033,東京都多摩市落合6-15-1,,042-338-0089,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,541,ドラッグセイムス多摩落合薬局,35.6095771,139.4262539,〒206-0033,東京都多摩市落合6-15-4第5椎の木ビル1F,,042-355-8011,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,542,宮福商店,35.6396202,139.4371326,〒206-0015,東京都多摩市落川1241,,042-375-6213,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,543,読売新聞京王桜ヶ丘サービスセンター,35.6352571,139.4456459,〒206-0012,東京都多摩市貝取1459,,042-375-9424,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,544,ファミリーマート秀栄多摩ニュータウン通り店,35.6353405,139.4480234,〒206-0012,東京都多摩市貝取1506,,042-310-3831,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,545,セブンイレブン多摩貝取大通り店,35.6306769,139.4388244,〒206-0012,東京都多摩市貝取1-5-1,,042-339-2505,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,546,よろずや米店,35.6237416,139.4376525,〒206-0012,東京都多摩市貝取1-47-3,,042-371-6954,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,547,三徳　貝取店,35.6231889,139.4377608,〒206-0012,東京都多摩市貝取1-47-10,,042-375-3109,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,548,クリエイトSD多摩貝取店,35.6243276,139.4372858,〒206-0012,東京都多摩市貝取1-51-1,,042-357-8221,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,549,コモディイイダ永山店,35.6297242,139.4390494,〒206-0012,東京都多摩市貝取1-65-1,,042-357-1511,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,550,コープみらい貝取店,35.6198394,139.4424216,〒206-0012,東京都多摩市貝取3-8,,042-310-1291,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,551,マツモトキヨシ多摩貝取店,35.6198394,139.4424216,〒206-0012,東京都多摩市貝取3-8,,042-311-1055,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,552,ネコサポステーション貝取,35.614943,139.439011,〒206-0012,東京都多摩市貝取4-2-1-101,,080-6698-2886,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,553,全日食チェーン貝取団地店,35.6148788,139.4385527,〒206-0012,東京都多摩市貝取4-2-2,,042-319-3270,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,554,寒天茶房遊夢,35.6146008,139.4385184,〒206-0012,東京都多摩市貝取4-3-1-107,,042-338-4611,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,555,ファミリーマート唐木田駅前店,35.615964,139.4117385,〒206-0035,東京都多摩市唐木田1-1-7プラザ東京都多摩市唐木田1F,,042-356-7080,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,556,マルエツ唐木田駅前店,35.6158723,139.411594,〒206-0035,東京都多摩市唐木田1-1-7,,042-376-6855,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,557,ケーヨーD2唐木田店,35.6143419,139.4112302,〒206-0035,東京都多摩市唐木田1-3,,042-371-5051,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,558,ファミリーマート多摩唐木田店,35.6131695,139.4015088,〒206-0035,東京都多摩市唐木田1-21-1,,042-355-5911,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,559,カワチ薬品　多摩ニュータウン店,35.6131167,139.3995368,〒206-0035,東京都多摩市唐木田1-22-2,,042-674-9437,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,560,増田米穀店,35.6317766,139.4374678,〒206-0014,東京都多摩市乞田707 ファミリーナ・タマI,,042-375-6528,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,561,セブンイレブン多摩ニュータウン通り店,35.6305461,139.4317417,〒206-0014,東京都多摩市乞田868-3,,042-338-4107,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,562,ローソン多摩乞田店,35.634335,139.4462903,〒206-0014,東京都多摩市乞田1426,,042-310-3873,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,563,ローソン多摩山王下一丁目店,35.6256825,139.4209456,〒206-0042,東京都多摩市山王下1-5-13,,042-338-8837,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,564,セブンイレブン多摩山王下1丁目店,35.6254935,139.4165293,〒206-0042,東京都多摩市山王下1-17,,042-371-2261,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,565,セブンイレブン多摩諏訪越通り店,35.6330106,139.4511881,〒206-0024,東京都多摩市諏訪1-12-2,,042-373-3331,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,566,ファミリーマート多摩連光寺店,35.6288887,139.4548897,〒206-0024,東京都多摩市諏訪3-14-1,,042-373-4466,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,567,杉山酒店,35.6237886,139.4574445,〒206-0024,東京都多摩市諏訪4-2-3-101,,042-374-1724,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,568,青木屋,35.6223838,139.4515929,〒206-0024,東京都多摩市諏訪5-6-3-107,,042-374-2381,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,569,エコプラザ多摩,35.6188343,139.4546789,〒206-0024,東京都多摩市諏訪6-3-2,,042-338-6836,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,570,ミネドラッグ聖蹟桜ヶ丘店,35.6516718,139.4459841,〒206-0011,東京都多摩市関戸1-1-5　ザ・スクエア1F,,042-319-6637,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,571,京王ストア桜ヶ丘店,35.6505942,139.4474174,〒206-0011,東京都多摩市関戸1-11-1,,042-337-2511,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,572,マツモトキヨシ聖蹟桜ヶ丘店,35.650475,139.447322,〒206-0011,東京都多摩市関戸1-11-1-2F,,042-357-2256,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,573,セブンイレブン聖蹟桜ヶ丘駅前店,35.650397,139.4479229,〒206-0011,東京都多摩市関戸1-11-3,,042-389-4923,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,574,ノムラ薬局　桜ヶ丘店,35.650397,139.4479229,〒206-0011,東京都多摩市関戸1-11-3,,042-400-5438,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,575,セブンイレブン多摩関戸2丁目店,35.6507095,139.4510689,〒206-0011,東京都多摩市関戸2-21-8,,042-389-3018,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,576,ファミリーマート聖蹟桜ヶ丘店,35.6490527,139.4466092,〒206-0011,東京都多摩市関戸4-23-1,,042-310-3925,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,577,コモディイイダ聖蹟桜ヶ丘店,35.649656,139.446952,〒206-0011,東京都多摩市関戸4-72　OPA地下1F,,042-357-1161,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,578,丘の上薬局　聖蹟桜ヶ丘店,35.64963,139.447151,〒206-0011,東京都多摩市関戸4-72　OPA　1F,,042-356-3222,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,579,小山商店,35.6448422,139.4512034,〒206-0011,東京都多摩市関戸5-15-17,,042-375-7026,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,580,ファミリーマート多摩関戸5丁目店,35.6459282,139.4516866,〒206-0011,東京都多摩市関戸5-17-1,,042-311-7903,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,581,セブンイレブン多摩関戸5丁目店,35.647242,139.452431,〒206-0011,東京都多摩市関戸5-20-23,,042-374-5084,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,582,東京南農業協同組合多摩支店グリーンショップ多摩,35.6364847,139.446368,〒206-0011,東京都多摩市関戸6-11-1,,042-375-8211,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,583,多摩市身体障害者福祉協会　売店ひまわり,35.6370055,139.4463099,〒206-0011,東京都多摩市関戸6-12-1多摩市役所内,,042-373-0551,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,584,セブンイレブン多摩センター駅西店,35.6251032,139.4228937,〒206-0034,東京都多摩市鶴牧1-3-10シティハウス多摩1F,,042-376-6002,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,585,桜総合管理株式会社,35.6247465,139.4214706,〒206-0034,東京都多摩市鶴牧1-4-17,,042-339-5811,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,586,大谷商店,35.6248716,139.4198963,〒206-0034,東京都多摩市鶴牧1-5-6リバーサイド東京都多摩市山王下,,042-371-5288,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,587,セブンイレブン多摩鶴牧1丁目店,35.6235926,139.4177128,〒206-0034,東京都多摩市鶴牧1-10-9,,042-389-1535,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,588,ファミリーマート多摩センター駅南店,35.6223218,139.4210346,〒206-0034,東京都多摩市鶴牧1-26-2,,042-357-4871,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,589,セブンイレブン多摩鶴牧2丁目店,35.6157279,139.4123467,〒206-0034,東京都多摩市鶴牧2-25-8,,042-375-0018,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,590,三徳　多摩店,35.6118564,139.4232653,〒206-0034,東京都多摩市鶴牧5-1,,042-372-3109,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,591,アヴァンツルマキ,35.611712,139.423171,〒206-0034,東京都多摩市鶴牧5-1-1-104,,042-337-0858,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,592,セブンイレブン多摩豊ヶ丘4丁目店,35.6144649,139.4371306,〒206-0031,東京都多摩市豊ヶ丘4-11-1,,042-389-0717,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,594,ミネドラッグ永山駅前タワー店,35.6314146,139.4441579,〒206-0025,東京都多摩市永山1-3-2アネックス1F,,042-389-4604,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,595,西友　永山店,35.6292079,139.4480597,〒206-0025,東京都多摩市永山1-4,,042-371-1221,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,596,クスリの龍生堂　永山店,35.6289438,139.448151,〒206-0025,東京都多摩市永山1-4グリナード東京都多摩市永山3F,,042-373-6087,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,597,ネコサポステーション　グリナード永山店,35.629108,139.448255,〒206-0025,東京都多摩市永山1-4グリナード東京都多摩市永山3F,,0120-54-5425,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,598,ローソン多摩永山店,35.6283469,139.4484153,〒206-0025,東京都多摩市永山1-5 ベルブ東京都多摩市永山,,042-376-6767,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,599,京王ストアエクスプレス永山店,35.6304479,139.4481714,〒206-0025,東京都多摩市永山1-18-1京王リトナード東京都多摩市永山1F,,042-376-7122,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,600,スーパークリシマ永山店,35.6299411,139.448393,〒206-0025,東京都多摩市永山1-18-2,,042-355-3280,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,601,ミネドラッグ永山駅前店,35.6299411,139.448393,〒206-0025,東京都多摩市永山1-18-2,,042-389-7015,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,602,セブンイレブン小田急マルシェ永山店,35.629907,139.448032,〒206-0025,東京都多摩市永山1-18-2,,042-310-0821,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,603,セブンイレブン多摩永山2丁目店,35.6303993,139.4428963,〒206-0025,東京都多摩市永山2-15-3,,042-338-2122,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,604,ASAニュータウン永山,35.6276579,139.4435463,〒206-0025,東京都多摩市永山2-19-1,,042-374-3411,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,605,ミニストップ多摩永山店,35.6242619,139.4424898,〒206-0025,東京都多摩市永山3-21-2,,042-375-5630,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,606,グルメシティ多摩店,35.6211005,139.4488043,〒206-0025,東京都多摩市永山4-2-1,,042-374-3140,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,607,ネコサポステーション永山,35.620895,139.449193,〒206-0025,東京都多摩市永山4-2-3-105,,080-6609-2753,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,608,ミサキヤ,35.6210647,139.4496588,〒206-0025,東京都多摩市永山4-2-4-104,,042-373-0460,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,609,デイリーヤマザキ多摩永山店,35.6159038,139.442905,〒206-0025,東京都多摩市永山6-17-1,,042-389-0931,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,610,セブンイレブン国士舘大学多摩キャンパス店,35.6122544,139.4483297,〒206-0025,東京都多摩市永山7-3-1,,042-389-2230,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,611,森澤商店,35.6448279,139.4381572,〒206-0003,東京都多摩市東寺方563,,042-374-3880,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,612,マツモトキヨシ多摩東寺方店,35.6401035,139.4366659,〒206-0003,東京都多摩市東寺方655-1,,042-311-2310,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,613,サミットストア東寺方店,35.6409756,139.4360909,〒206-0003,東京都多摩市東寺方660-1,,042-357-9911,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,614,サンドラッグ東寺方店,35.6409756,139.4360909,〒206-0003,東京都多摩市東寺方660-1,,042-357-8370,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,615,セブンイレブン多摩明神橋通り店,35.6491915,139.4437427,〒206-0003,東京都多摩市東寺方1-9-1,,042-339-3638,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,616,リサイクルショップちいろばの家,35.6482277,139.4425429,〒206-0003,東京都多摩市東寺方1-16-3,,042-372-3015,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,617,百将屋,35.6314274,139.457495,〒206-0022,東京都多摩市聖ヶ丘2-21-3-2,,042-338-7445,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,618,ビッグエー多摩聖ヶ丘店,35.6311247,139.4572589,〒206-0022,東京都多摩市聖ヶ丘2-22,,042-337-5251,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,619,美洗館聖ヶ丘店,35.6331859,139.4633641,〒206-0022,東京都多摩市聖ヶ丘3-1-5,,042-374-9559,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,620,ファミリーマート永山連光寺店,35.6338241,139.4517981,〒206-0023,東京都多摩市馬引沢1-18-6,,042-338-9188,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
施設マップ,ごみ袋等販売店,家庭系ごみ袋,621,セブンイレブン多摩連光寺店,35.6309468,139.454548,〒206-0023,東京都多摩市馬引沢2-12-7,,042-337-0450,,詳しくはこちら,http://www.city.tama.lg.jp/0000003220.html,
