1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,
2,,,,,,,,,第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―,,,,,,,,,,
3,,,,,,,,,項目（0：世帯数等　2：生計支出）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,
4,項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
532,2,7,9,2,0,0,84X,動物病院代,1406,9.1,-,1021,120,3316,1808,1904,1844,1005,460
533,2,7,9,2,0,0,841,他のペット関連サービス,527,66.2,1429,1725,37,-,127,797,824,488,86
534,2,7,9,2,0,0,844,教養娯楽用品修理代,20,900.0,-,-,-,-,10,35,-,39,-
535,2,5,9,3,0,0,0,書籍・他の印刷物,3567,-4.8,3848,875,3502,2722,3468,3132,3813,4125,4273
536,2,7,9,3,0,0,850,新聞,2026,-3.3,850,279,853,1051,1941,1048,2508,3042,3368
537,2,7,9,3,0,0,851,雑誌,332,6.4,252,47,142,304,439,437,439,330,340
538,2,7,9,3,0,0,854,書籍,1087,-9.1,2678,522,2445,1305,828,1498,685,652,456
539,2,7,9,3,0,0,859,他の印刷物,121,-16.0,68,26,63,63,260,150,182,101,108
540,2,5,9,4,0,0,0,教養娯楽サービス,21859,7.3,20667,12179,36399,18015,23126,22452,27809,18907,15648
541,2,6,9,4,1,0,860,宿泊料,2327,7.9,1841,-,6196,948,4089,2234,2686,1624,1446
542,2,6,9,4,2,0,0,パック旅行費,2314,-17.7,25,-,935,491,4438,2182,1947,3172,3670
543,2,7,9,4,2,0,861,国内パック旅行費,1825,-35.1,25,-,935,491,4438,2182,1947,1917,3670
544,2,7,9,4,2,0,862,外国パック旅行費,488,...,-,-,-,-,-,-,-,1254,-
545,2,6,9,4,3,0,0,月謝類,3497,-17.9,3730,4672,12117,5548,2231,2717,1762,2066,1549
546,2,7,9,4,3,0,875,語学月謝,245,-65.3,439,199,613,652,-,688,185,-,-
547,2,7,9,4,3,0,870,他の教育的月謝,260,-3.7,1164,1682,293,499,121,-,-,99,142
548,2,7,9,4,3,0,876,音楽月謝,461,-28.3,-,418,1224,1026,282,792,-,306,386
549,2,7,9,4,3,0,871,他の教養的月謝,371,-11.7,60,432,2161,123,262,-,6,344,204
550,2,7,9,4,3,0,872,スポーツ月謝,1315,-15.3,2057,1603,4108,2369,1078,816,1341,513,378
551,2,7,9,4,3,0,873,自動車教習料,33,-73.8,-,-,-,-,-,-,-,84,69
552,2,7,9,4,3,0,874,家事月謝,29,-72.6,-,-,-,-,-,-,229,11,25
553,2,7,9,4,3,0,879,他の月謝類,783,80.8,10,338,3719,878,488,422,-,709,345
554,2,6,9,4,4,0,0,他の教養娯楽サービス,13722,23.1,15071,7507,17151,11028,12368,15319,21415,12045,8984
555,2,7,9,4,4,"880,88A,88B",0,放送受信料,3026,15.1,1413,203,843,2507,2872,3477,3458,3935,3753
556,2,7,9,4,4,"880,88A,88B",88A,ＮＨＫ放送受信料,1601,16.8,1079,141,500,1539,1100,1442,1619,2252,2029
557,2,7,9,4,4,"880,88A,88B",88B,ケーブルテレビ放送受信料,1222,8.8,333,62,342,909,1401,1555,1593,1486,1491
558,2,7,9,4,4,"880,88A,88B",880,他の放送受信料,203,50.4,-,-,-,59,371,481,246,197,233
559,2,7,9,4,4,"877,878,881-886",0,入場・観覧・ゲーム代,5547,38.4,7612,2519,5529,3313,3714,6818,13757,4119,2025
560,2,7,9,4,4,"877,878,881-886",882,映画・演劇等入場料,1074,67.0,2191,114,1074,672,617,998,3281,673,493
561,2,7,9,4,4,"877,878,881-886",883,スポーツ観覧料,89,-57.6,208,-,81,-,408,-,193,10,12
562,2,7,9,4,4,"877,878,881-886",877,ゴルフプレー料金,2023,221.6,2266,-,-,852,831,4364,5355,1725,750
563,2,7,9,4,4,"877,878,881-886",878,スポーツクラブ使用料,850,-15.3,377,565,477,120,914,142,3952,550,168
564,2,7,9,4,4,"877,878,881-886",881,他のスポーツ施設使用料,401,-17.7,-,404,155,434,209,553,27,616,191
565,2,7,9,4,4,"877,878,881-886",884,文化施設入場料,274,4.6,881,81,94,124,236,266,635,199,160
566,2,7,9,4,4,"877,878,881-886",886,遊園地入場・乗物代,343,-10.7,359,401,1774,567,212,221,164,100,-
567,2,7,9,4,4,"877,878,881-886",885,他の入場・ゲーム代,494,27.0,1331,953,1874,544,287,274,149,246,251
568,2,7,9,4,4,0,888,諸会費,324,-9.5,140,-,147,45,408,756,217,383,629
569,2,7,9,4,4,0,887,写真撮影・プリント代,221,36.4,12,284,877,832,236,56,18,36,65
570,2,7,9,4,4,0,88X,教養娯楽賃借料,25,-46.8,90,63,-,9,20,51,9,20,6
571,2,7,9,4,4,0,88Y,インターネット接続料,3017,9.8,2985,4022,3613,3576,3788,3015,3237,2356,1726
572,2,7,9,4,4,0,889,他の教養娯楽サービスのその他,1562,30.7,2818,416,6142,746,1330,1145,720,1195,780
573,2,4,10,0,0,0,0,その他の消費支出,50688,6.9,36318,24474,28918,42111,123663,65300,44051,38548,38966
574,2,5,10,1,0,0,0,諸雑費,29800,23.0,31311,18889,23187,24688,59729,39910,28448,22241,21749
575,2,6,10,1,1,0,0,理美容サービス,4156,13.6,2806,2390,5167,4072,7750,4956,4147,3066,3477
576,2,7,10,1,1,0,890,温泉・銭湯入浴料,84,-36.4,219,411,87,143,93,48,37,36,47
577,2,7,10,1,1,0,891,理髪料,502,14.9,103,72,157,368,433,807,746,579,683
578,2,7,10,1,1,0,892,パーマネント代,179,67.3,-,-,427,-,202,-,-,312,618
579,2,7,10,1,1,0,894,カット代,625,-1.7,790,416,778,1178,693,302,629,505,445
580,2,7,10,1,1,0,899,他の理美容代,2766,18.0,1694,1491,3718,2383,6328,3800,2736,1633,1685
581,2,6,10,1,2,0,0,理美容用品,5079,10.6,7102,6264,5070,5542,6275,6105,5654,3754,2938
582,2,7,10,1,2,0,900,理美容用電気器具,103,45.1,-,-,60,66,250,68,136,105,50
583,2,7,10,1,2,0,901,歯ブラシ,172,0.6,160,129,274,222,236,171,174,123,104
584,2,7,10,1,2,0,903,他の理美容用品,174,-58.1,433,82,374,203,167,115,93,136,101
585,2,7,10,1,2,904-915,0,石けん類・化粧品,4631,17.6,6509,6053,4363,5051,5622,5751,5251,3390,2684
586,2,7,10,1,2,904-915,904,浴用・洗顔石けん,677,24.9,946,1246,696,926,1008,722,638,409,241
587,2,7,10,1,2,904-915,905,シャンプー,376,14.6,740,403,481,331,350,329,719,238,234
588,2,7,10,1,2,904-915,908,ヘアコンディショナー,205,-16.3,138,248,198,254,282,265,246,147,103
589,2,7,10,1,2,904-915,906,歯磨き,335,19.6,451,506,291,251,309,322,533,291,312
590,2,7,10,1,2,904-915,907,整髪・養毛剤,294,35.5,404,331,186,359,312,194,83,359,256
591,2,7,10,1,2,904-915,909,化粧クリーム,447,35.9,882,525,426,302,504,374,397,440,271
592,2,7,10,1,2,904-915,910,化粧水,334,28.0,429,219,404,229,697,301,745,137,175
593,2,7,10,1,2,904-915,914,乳液,74,5.7,60,60,15,115,5,136,157,58,23
594,2,7,10,1,2,904-915,911,ファンデーション,190,90.0,119,238,32,245,252,278,244,155,195
595,2,7,10,1,2,904-915,912,口紅,75,70.5,73,11,58,157,96,16,119,60,76
596,2,7,10,1,2,904-915,915,ヘアカラーリング剤,92,-7.1,-,128,36,96,91,140,157,81,96
597,2,7,10,1,2,904-915,913,他の化粧品,1533,7.7,2267,2139,1541,1785,1717,2673,1216,1016,703
598,2,6,10,1,3,0,0,身の回り用品,2880,-24.5,7095,2845,2139,4138,4365,4974,3640,865,604
599,2,7,10,1,3,0,920,傘,141,3.7,-,304,112,101,199,117,289,111,171
600,2,7,10,1,3,924-927,0,かばん類,1587,67.9,5010,1893,1322,2560,1263,2978,2081,430,210
601,2,7,10,1,3,924-927,924,ハンドバッグ,540,97.1,11,-,96,171,798,2071,1348,146,179
602,2,7,10,1,3,924-927,925,通学用かばん,2,-98.8,36,-,-,-,-,-,-,-,-
603,2,7,10,1,3,924-927,926,旅行用かばん,303,191.3,2284,-,107,763,-,-,-,219,-
604,2,7,10,1,3,924-927,927,他のバッグ,741,88.1,2679,1893,1119,1625,465,907,733,64,31
605,2,7,10,1,3,0,928,アクセサリー,364,65.5,1440,76,95,373,496,976,391,79,56
606,2,7,10,1,3,0,930,腕時計,118,-8.5,56,-,73,50,839,-,27,11,18
607,2,7,10,1,3,0,932,他の身の回り用品,556,-26.9,556,573,538,1054,709,904,821,206,148
608,2,7,10,1,3,0,935,身の回り用品関連サービス,114,-93.0,33,-,-,-,858,-,31,28,-
609,2,6,10,1,4,0,940,たばこ,887,-23.6,305,174,92,880,639,2039,1490,799,423
610,2,6,10,1,5,0,0,他の諸雑費,16799,52.7,14003,7217,10719,10057,40702,21835,13516,13758,14306
611,2,7,10,1,5,0,950,信仰・祭祀費,1603,30.2,76,57,1608,13,438,2891,1228,2506,4922
612,2,7,10,1,5,0,955,祭具・墓石,351,254.5,-,54,-,5,-,2567,16,187,291
613,2,7,10,1,5,0,956,婚礼関係費,-,-,-,-,-,-,-,-,-,-,-
614,2,7,10,1,5,0,957,葬儀関係費,2934,464.2,-,-,75,-,24902,-,695,-,-
615,2,7,10,1,5,0,958,他の冠婚葬祭費,114,200.0,-,-,-,-,29,-,31,275,573
616,2,7,10,1,5,0,95X,医療保険料,2021,18.0,1901,674,2056,1167,2419,3634,819,2172,1544
617,2,7,10,1,5,0,952,他の非貯蓄型保険料,5966,28.5,6434,2763,4788,5473,11106,7494,5728,4731,3528
618,2,7,10,1,5,0,953,寄付金,625,28.1,1,-,1,41,1060,2081,822,485,446
619,2,7,10,1,5,0,954,保育費用,632,27.4,2712,3596,923,2478,-,-,-,-,-
620,2,7,10,1,5,0,951,介護サービス,1175,98.8,-,-,-,483,-,1055,548,2445,2411
621,2,7,10,1,5,0,959,他の諸雑費のその他,1378,16.6,2880,72,1268,397,748,2113,3629,956,591
622,2,5,10,2,0,0,0,こづかい,5906,2.9,121,889,874,11315,13370,6552,2248,5400,4523
623,2,6,10,2,0,0,960,世帯主こづかい,4234,5.9,121,860,452,6653,9283,4497,1643,4419,4032
624,2,6,10,2,0,0,961,他のこづかい,1672,-3.9,-,29,422,4662,4087,2055,604,981,490
625,2,5,10,3,0,0,0,交際費,8076,-38.9,4886,4696,4857,5990,4791,7108,12718,10070,12078
626,2,6,10,3,6,0,970,贈与金,3797,-59.7,1089,349,922,1478,762,2325,4135,6967,9031
627,2,7,10,3,6,0,0,贈与金,3797,-59.7,1089,349,922,1478,762,2325,4135,6967,9031
628,2,6,10,3,7,0,0,他の交際費,4279,13.0,3797,4346,3934,4512,4029,4783,8583,3104,3048
629,2,7,10,3,7,0,971,つきあい費,212,-33.5,40,132,237,381,205,341,683,30,37
630,2,7,10,3,7,0,973,住宅関係負担費,3297,18.9,2979,3176,2857,3127,1428,3873,7526,2726,2663
631,2,7,10,3,7,0,972,他の負担費,770,11.0,778,1039,840,1004,2396,568,374,348,348
632,2,5,10,4,0,0,0,仕送り金,6905,62.1,-,-,-,119,45773,11730,638,836,616
633,2,6,10,4,0,0,980,国内遊学仕送り金,753,-77.9,-,-,-,-,1065,5910,-,-,-
634,2,6,10,4,0,0,981,他の仕送り金,6152,624.6,-,-,-,119,44708,5820,638,836,616
635,2,3,0,0,0,0,0,土地家屋購入,-,-100.0,-,-,-,-,-,-,-,-,-
