1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","","","","",""
2,"","","","","","","","","第２表　世帯主年齢階層別１世帯当たり１か月間の品目別生計支出　―　全　世　帯　―","","","","","","","","","",""
3,"","","","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","","",""
4,"項目","階層","大分類","中分類","小分類","中間計","符号","項目名","都平均／実数（円）","都平均／対前年同月増加率（％）","35歳未満（円）","35～39歳（円）","40～44歳（円）","45～49歳（円）","50～54歳（円）","55～59歳（円）","60～64歳（円）","65歳以上（円）","（再掲）75歳以上（円）"
526,"2","7","9","2","0","842,843,845-849,84A,84Y","84Y","ペット・他のペット用品",1208,152.7,468,914,159,692,1348,1771,6676,237,152
527,"2","7","9","2","0","842,843,845-849,84A,84Y","84A","園芸用植物",118,-15.7,25,103,29,33,111,99,149,179,225
528,"2","7","9","2","0","842,843,845-849,84A,84Y","847","園芸用品",311,23.9,167,347,207,77,256,578,147,396,238
529,"2","7","9","2","0","842,843,845-849,84A,84Y","843","手芸・工芸材料",58,-3.3,34,91,45,44,55,41,11,79,124
530,"2","7","9","2","0","842,843,845-849,84A,84Y","849","電池",172,-6.0,25,148,227,138,143,369,82,173,228
531,"2","7","9","2","0","842,843,845-849,84A,84Y","842","他の教養娯楽用品のその他",639,-6.2,643,1988,536,258,742,803,1534,252,197
532,"2","7","9","2","0","0","84X","動物病院代",719,2.3,-,88,482,694,-,2242,461,813,881
533,"2","7","9","2","0","0","841","他のペット関連サービス",692,97.7,58,52,545,953,1524,455,1282,544,10
534,"2","7","9","2","0","0","844","教養娯楽用品修理代",73,421.4,328,-,-,34,45,-,-,120,-
535,"2","5","9","3","0","0","0","書籍・他の印刷物",3101,-8.0,1278,1752,2186,1977,3002,2690,3397,4222,4372
536,"2","7","9","3","0","0","850","新聞",2028,-6.9,181,54,696,926,1651,1211,2552,3474,3919
537,"2","7","9","3","0","0","851","雑誌",251,43.4,192,157,72,101,282,497,328,258,232
538,"2","7","9","3","0","0","854","書籍",770,-12.2,899,1473,1413,864,1022,830,502,456,211
539,"2","7","9","3","0","0","859","他の印刷物",52,-63.1,7,68,6,86,47,152,14,34,11
540,"2","5","9","4","0","0","0","教養娯楽サービス",23933,-19.9,28816,19211,19980,34316,23657,25209,22389,21474,18525
541,"2","6","9","4","1","0","860","宿泊料",3819,-11.5,2892,4664,2650,6858,4685,4759,424,3331,1376
542,"2","6","9","4","2","0","0","パック旅行費",3749,-61.3,11896,-,-,5370,1316,3243,1698,4629,6851
543,"2","7","9","4","2","0","861","国内パック旅行費",1927,8.1,1049,-,-,4507,1213,3243,1698,1795,841
544,"2","7","9","4","2","0","862","外国パック旅行費",1822,-76.9,10847,-,-,863,103,-,-,2834,6010
545,"2","6","9","4","3","0","0","月謝類",3939,1.3,5320,4914,8334,11342,3156,2037,760,1909,2357
546,"2","7","9","4","3","0","875","語学月謝",164,-42.9,-,-,418,455,478,-,140,44,-
547,"2","7","9","4","3","0","870","他の教育的月謝",244,21.4,-,-,475,1205,41,70,-,139,294
548,"2","7","9","4","3","0","876","音楽月謝",394,-42.9,-,601,302,636,523,477,-,390,406
549,"2","7","9","4","3","0","871","他の教養的月謝",249,-20.2,-,-,96,174,228,98,24,485,642
550,"2","7","9","4","3","0","872","スポーツ月謝",1056,-19.3,742,2794,2453,1799,1113,1147,307,438,537
551,"2","7","9","4","3","0","873","自動車教習料",791,...,-,-,-,6359,-,-,-,46,97
552,"2","7","9","4","3","0","874","家事月謝",10,-87.3,-,143,-,-,-,-,-,-,-
553,"2","7","9","4","3","0","879","他の月謝類",1032,6.6,4577,1376,4590,714,772,245,289,367,381
554,"2","6","9","4","4","0","0","他の教養娯楽サービス",12425,3.6,8708,9634,8997,10746,14500,15170,19507,11604,7941
555,"2","7","9","4","4","880,88A,88B","0","放送受信料",2332,12.7,333,479,760,1491,2336,3197,3563,2979,3031
556,"2","7","9","4","4","880,88A,88B","88A","ＮＨＫ放送受信料",1050,45.6,333,177,443,1023,1158,1454,1266,1235,1202
557,"2","7","9","4","4","880,88A,88B","88B","ケーブルテレビ放送受信料",1192,-2.5,-,303,317,438,1176,1514,2180,1610,1729
558,"2","7","9","4","4","880,88A,88B","880","他の放送受信料",90,-29.1,-,-,-,30,3,229,118,134,101
559,"2","7","9","4","4","877,878,881-886","0","入場・観覧・ゲーム代",5393,13.2,4050,4955,3113,3613,6724,7365,9768,4682,1857
560,"2","7","9","4","4","877,878,881-886","882","映画・演劇等入場料",1020,34.0,1315,1334,968,1141,746,1093,1223,895,576
561,"2","7","9","4","4","877,878,881-886","883","スポーツ観覧料",107,8.1,-,45,-,62,546,338,-,5,-
562,"2","7","9","4","4","877,878,881-886","877","ゴルフプレー料金",2004,110.1,-,230,-,586,782,4258,5261,2361,149
563,"2","7","9","4","4","877,878,881-886","878","スポーツクラブ使用料",782,-34.2,433,-,-,382,831,841,1835,965,582
564,"2","7","9","4","4","877,878,881-886","881","他のスポーツ施設使用料",214,-49.9,377,79,444,214,396,-,354,150,232
565,"2","7","9","4","4","877,878,881-886","884","文化施設入場料",304,-3.2,318,672,279,273,578,168,780,101,108
566,"2","7","9","4","4","877,878,881-886","886","遊園地入場・乗物代",279,-48.2,515,814,128,409,1211,69,-,-,-
567,"2","7","9","4","4","877,878,881-886","885","他の入場・ゲーム代",683,41.1,1092,1781,1293,546,1633,598,315,204,210
568,"2","7","9","4","4","0","888","諸会費",192,-39.6,17,32,109,92,168,329,213,256,300
569,"2","7","9","4","4","0","887","写真撮影・プリント代",187,0.5,391,793,398,166,378,71,15,36,23
570,"2","7","9","4","4","0","88X","教養娯楽賃借料",23,-76.8,-,57,-,30,73,28,24,6,-
571,"2","7","9","4","4","0","88Y","インターネット接続料",3311,15.3,2998,2751,3072,3707,3943,3471,4323,2914,2344
572,"2","7","9","4","4","0","889","他の教養娯楽サービスのその他",989,-41.4,920,566,1545,1648,879,709,1601,731,386
573,"2","4","10","0","0","0","0","その他の消費支出",43324,-3.4,24658,41690,32224,38834,50666,54942,48882,43185,44952
574,"2","5","10","1","0","0","0","諸雑費",28233,-3.6,18822,30422,24257,26537,30689,38864,32507,25768,27483
575,"2","6","10","1","1","0","0","理美容サービス",3774,-5.6,2342,2972,5589,3649,4582,3761,3783,3629,3490
576,"2","7","10","1","1","0","890","温泉・銭湯入浴料",131,-7.7,11,-,582,171,117,77,221,78,60
577,"2","7","10","1","1","0","891","理髪料",470,17.5,124,135,368,628,722,503,728,409,425
578,"2","7","10","1","1","0","892","パーマネント代",162,-39.8,-,-,-,-,-,391,-,314,566
579,"2","7","10","1","1","0","894","カット代",539,0.9,231,1150,880,493,666,512,566,395,413
580,"2","7","10","1","1","0","899","他の理美容代",2473,-6.8,1976,1686,3759,2357,3076,2278,2267,2434,2025
581,"2","6","10","1","2","0","0","理美容用品",6062,15.2,4070,8695,4987,5788,8569,5607,5155,5825,5925
582,"2","7","10","1","2","0","900","理美容用電気器具",212,-46.9,-,-,81,426,459,340,406,85,40
583,"2","7","10","1","2","0","901","歯ブラシ",148,-26.7,175,271,122,178,111,133,160,129,86
584,"2","7","10","1","2","0","903","他の理美容用品",595,200.5,415,292,439,269,529,156,334,1017,1921
585,"2","7","10","1","2","904-915","0","石けん類・化粧品",5107,14.4,3481,8131,4346,4915,7470,4978,4255,4594,3878
586,"2","7","10","1","2","904-915","904","浴用・洗顔石けん",754,6.0,408,951,865,1098,1279,774,800,479,539
587,"2","7","10","1","2","904-915","905","シャンプー",416,15.2,285,334,456,418,611,440,544,351,214
588,"2","7","10","1","2","904-915","908","ヘアコンディショナー",277,23.7,209,144,393,347,705,282,181,169,61
589,"2","7","10","1","2","904-915","906","歯磨き",307,-7.5,289,317,200,533,219,285,323,282,219
590,"2","7","10","1","2","904-915","907","整髪・養毛剤",241,-10.4,72,227,98,289,394,241,191,249,386
591,"2","7","10","1","2","904-915","909","化粧クリーム",515,64.0,420,1772,353,339,458,352,405,479,352
592,"2","7","10","1","2","904-915","910","化粧水",370,27.1,295,562,234,200,300,266,298,492,555
593,"2","7","10","1","2","904-915","914","乳液",124,-16.8,187,307,206,128,219,6,110,78,158
594,"2","7","10","1","2","904-915","911","ファンデーション",287,96.6,124,215,174,268,645,221,16,334,419
595,"2","7","10","1","2","904-915","912","口紅",116,231.4,26,675,-,122,183,109,143,25,14
596,"2","7","10","1","2","904-915","915","ヘアカラーリング剤",148,43.7,65,-,93,100,56,175,65,249,130
597,"2","7","10","1","2","904-915","913","他の化粧品",1553,1.6,1101,2627,1273,1073,2400,1827,1179,1406,832
598,"2","6","10","1","3","0","0","身の回り用品",3152,16.7,5043,2099,1771,2130,5024,2561,3977,3080,3589
599,"2","7","10","1","3","0","920","傘",124,-39.5,74,-,69,157,280,143,226,80,124
600,"2","7","10","1","3","924-927","0","かばん類",1420,8.4,493,462,1174,1566,2821,935,2077,1327,1609
601,"2","7","10","1","3","924-927","924","ハンドバッグ",279,-62.2,43,247,122,74,96,345,561,381,369
602,"2","7","10","1","3","924-927","925","通学用かばん",262,...,-,-,-,-,-,-,-,692,1111
603,"2","7","10","1","3","924-927","926","旅行用かばん",372,...,-,20,808,1182,1333,59,273,-,-
604,"2","7","10","1","3","924-927","927","他のバッグ",507,-5.6,450,195,244,309,1392,531,1243,254,129
605,"2","7","10","1","3","0","928","アクセサリー",650,5.7,242,168,246,91,140,1146,103,1179,1448
606,"2","7","10","1","3","0","930","腕時計",17,-77.9,61,-,23,-,67,-,-,13,-
607,"2","7","10","1","3","0","932","他の身の回り用品",796,76.1,4173,1124,260,296,1715,337,300,469,380
608,"2","7","10","1","3","0","935","身の回り用品関連サービス",144,234.9,-,344,-,20,-,-,1270,13,27
609,"2","6","10","1","4","0","940","たばこ",1265,27.4,903,695,1907,547,956,2306,2039,1140,761
610,"2","6","10","1","5","0","0","他の諸雑費",13980,-14.4,6464,15962,10003,14423,11559,24629,17554,12094,13718
611,"2","7","10","1","5","0","950","信仰・祭祀費",1007,-66.8,2,-,2154,0,41,1104,516,1814,1773
612,"2","7","10","1","5","0","955","祭具・墓石",384,-80.0,-,2,-,-,10,103,139,946,1733
613,"2","7","10","1","5","0","956","婚礼関係費",-,-,-,-,-,-,-,-,-,-,-
614,"2","7","10","1","5","0","957","葬儀関係費",723,-65.2,-,-,-,5836,-,-,-,33,-
615,"2","7","10","1","5","0","958","他の冠婚葬祭費",30,114.3,-,-,-,35,-,-,36,60,48
616,"2","7","10","1","5","0","95X","医療保険料",2008,45.6,1047,1525,2822,1572,609,1892,1614,2752,3147
617,"2","7","10","1","5","0","952","他の非貯蓄型保険料",5286,4.3,2208,5685,4438,4868,8366,8073,8378,3578,3588
618,"2","7","10","1","5","0","953","寄付金",707,-23.2,260,-,64,1142,634,345,2997,463,624
619,"2","7","10","1","5","0","954","保育費用",572,1.8,1417,5918,156,387,287,-,-,-,-
620,"2","7","10","1","5","0","951","介護サービス",1093,80.1,-,-,-,8,-,3266,1942,1473,2392
621,"2","7","10","1","5","0","959","他の諸雑費のその他",2171,186.4,1531,2832,369,575,1611,9846,1931,974,413
622,"2","5","10","2","0","0","0","こづかい",5507,-10.8,-,4650,3968,4051,7931,4879,6660,6484,4449
623,"2","6","10","2","0","0","960","世帯主こづかい",4258,-12.0,-,3410,2384,2021,6173,3898,5774,5329,2996
624,"2","6","10","2","0","0","961","他のこづかい",1250,-6.3,-,1240,1585,2030,1758,981,886,1154,1452
625,"2","5","10","3","0","0","0","交際費",8275,0.5,5836,6619,2633,5257,6056,9577,9714,10825,12887
626,"2","6","10","3","6","0","970","贈与金",4548,-4.1,1964,1925,1918,2278,2855,3773,3778,7490,10183
627,"2","7","10","3","6","0","0","贈与金",4548,-4.1,1964,1925,1918,2278,2855,3773,3778,7490,10183
628,"2","6","10","3","7","0","0","他の交際費",3727,6.8,3872,4694,715,2979,3200,5804,5937,3335,2704
629,"2","7","10","3","7","0","971","つきあい費",370,0.5,552,863,252,530,415,880,488,35,9
630,"2","7","10","3","7","0","973","住宅関係負担費",2874,15.7,2845,2991,48,1891,2054,3560,5331,3128,2457
631,"2","7","10","3","7","0","972","他の負担費",483,-24.3,475,840,415,558,731,1364,118,172,239
632,"2","5","10","4","0","0","0","仕送り金",1309,15.9,-,-,1367,2990,5990,1621,-,108,133
633,"2","6","10","4","0","0","980","国内遊学仕送り金",171,-28.8,-,-,-,-,238,1327,-,-,-
634,"2","6","10","4","0","0","981","他の仕送り金",1138,28.0,-,-,1367,2990,5753,294,-,108,133
635,"2","3","0","0","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-,-
