単独・本所・支所の別階層,単独・本所・支所の別コード,単独・本所・支所の別,産業分類階層,大分類,中分類,産業分類名,従業者規模階層,従業者規模コード,従業者規模,民営事業所／総数／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／個人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／個人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／総数／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／総数／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／総数／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／株式・有限・相互会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合名・合資会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／合同会社／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／合同会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社／外国の会社／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社／外国の会社／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人／会社以外の法人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人／会社以外の法人／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）,民営事業所／法人でない団体／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模0人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模1～4人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模5～9人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模10～29人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模30～49人／事業所数（事業所）,民営事業所／法人でない団体／別経営の事業所からの出向・派遣従業者規模50人以上／事業所数（事業所）
1,1,単独事業所,2,H,45,水運業,1,4,30～49人,14,10,4,-,-,-,-,-,-,-,-,-,-,-,14,10,4,-,-,-,-,14,10,4,-,-,-,-,14,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,45,水運業,1,5,50～99人,10,4,4,-,1,1,-,-,-,-,-,-,-,-,10,4,4,-,1,1,-,10,4,4,-,1,1,-,10,4,4,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,45,水運業,1,6,100～299人,6,2,2,-,2,-,-,-,-,-,-,-,-,-,6,2,2,-,2,-,-,6,2,2,-,2,-,-,6,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,45,水運業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,45,水運業,1,8,出向・派遣従業者のみ,3,-,3,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,-,-,3,-,3,-,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,0,0,総数,11,8,1,1,-,-,1,-,-,-,-,-,-,-,11,8,1,1,-,-,1,11,8,1,1,-,-,1,11,8,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,1,1～4人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,2,5～9人,4,4,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,3,10～29人,3,2,-,1,-,-,-,-,-,-,-,-,-,-,3,2,-,1,-,-,-,3,2,-,1,-,-,-,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,4,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,7,300人以上,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,46,航空運輸業,1,8,出向・派遣従業者のみ,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,0,0,総数,145,123,14,5,3,-,-,5,5,-,-,-,-,-,140,118,14,5,3,-,-,134,112,14,5,3,-,-,134,112,14,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,1,1～4人,58,55,3,-,-,-,-,4,4,-,-,-,-,-,54,51,3,-,-,-,-,53,50,3,-,-,-,-,53,50,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,2,5～9人,34,32,2,-,-,-,-,-,-,-,-,-,-,-,34,32,2,-,-,-,-,29,27,2,-,-,-,-,29,27,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,3,10～29人,33,23,6,3,1,-,-,1,1,-,-,-,-,-,32,22,6,3,1,-,-,32,22,6,3,1,-,-,32,22,6,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,4,30～49人,11,8,3,-,-,-,-,-,-,-,-,-,-,-,11,8,3,-,-,-,-,11,8,3,-,-,-,-,11,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,5,50～99人,5,2,-,2,1,-,-,-,-,-,-,-,-,-,5,2,-,2,1,-,-,5,2,-,2,1,-,-,5,2,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,6,100～299人,4,3,-,-,1,-,-,-,-,-,-,-,-,-,4,3,-,-,1,-,-,4,3,-,-,1,-,-,4,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,47,倉庫業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,0,0,総数,612,563,37,6,2,3,1,22,22,-,-,-,-,-,590,541,37,6,2,3,1,565,519,34,6,2,3,1,564,518,34,6,2,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,22,3,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,1,1～4人,257,247,9,1,-,-,-,21,21,-,-,-,-,-,236,226,9,1,-,-,-,227,218,8,1,-,-,-,226,217,8,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,8,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,2,5～9人,178,167,10,1,-,-,-,1,1,-,-,-,-,-,177,166,10,1,-,-,-,172,162,9,1,-,-,-,172,162,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,3,10～29人,123,110,9,2,1,1,-,-,-,-,-,-,-,-,123,110,9,2,1,1,-,114,102,8,2,1,1,-,114,102,8,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,8,1,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,4,30～49人,26,21,3,1,-,1,-,-,-,-,-,-,-,-,26,21,3,1,-,1,-,24,19,3,1,-,1,-,24,19,3,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,5,50～99人,16,12,1,1,-,1,1,-,-,-,-,-,-,-,16,12,1,1,-,1,1,16,12,1,1,-,1,1,16,12,1,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,6,100～299人,6,5,-,-,1,-,-,-,-,-,-,-,-,-,6,5,-,-,1,-,-,6,5,-,-,1,-,-,6,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,7,300人以上,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,48,運輸に附帯するサービス業,1,8,出向・派遣従業者のみ,5,-,5,-,-,-,-,-,-,-,-,-,-,-,5,-,5,-,-,-,-,5,-,5,-,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,0,0,総数,6,6,-,-,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,6,6,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,1,1～4人,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,2,5～9人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,3,10～29人,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,4,30～49人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,5,50～99人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,6,100～299人,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,H,49,郵便業（信書便事業を含む）,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,0,0,総数,83438,82047,1140,134,104,8,5,30794,30717,74,2,1,-,-,52644,51330,1066,132,103,8,5,52233,50949,1043,128,100,8,5,51241,49963,1037,128,100,8,5,682,681,1,-,-,-,-,310,305,5,-,-,-,-,-,-,-,-,-,-,-,411,381,23,4,3,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,1,1～4人,58220,57792,377,26,22,1,2,27414,27355,56,2,1,-,-,30806,30437,321,24,21,1,2,30579,30221,312,23,20,1,2,30040,29682,312,23,20,1,2,435,435,-,-,-,-,-,104,104,-,-,-,-,-,-,-,-,-,-,-,-,227,216,9,1,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,2,5～9人,14643,14327,277,29,9,1,-,1778,1770,8,-,-,-,-,12865,12557,269,29,9,1,-,12796,12493,265,28,9,1,-,12654,12353,263,28,9,1,-,105,104,1,-,-,-,-,37,36,1,-,-,-,-,-,-,-,-,-,-,-,69,64,4,1,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,3,10～29人,9282,8940,284,35,22,-,1,1544,1537,7,-,-,-,-,7738,7403,277,35,22,-,1,7652,7321,275,33,22,-,1,7368,7039,273,33,22,-,1,133,133,-,-,-,-,-,151,149,2,-,-,-,-,-,-,-,-,-,-,-,86,82,2,2,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,4,30～49人,801,725,55,11,9,1,-,50,49,1,-,-,-,-,751,676,54,11,9,1,-,736,663,53,11,8,1,-,716,645,51,11,8,1,-,7,7,-,-,-,-,-,13,11,2,-,-,-,-,-,-,-,-,-,-,-,15,13,1,-,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,5,50～99人,269,216,20,12,19,1,1,3,3,-,-,-,-,-,266,213,20,12,19,1,1,261,208,20,12,19,1,1,255,202,20,12,19,1,1,2,2,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,6,100～299人,66,45,7,2,10,2,-,3,3,-,-,-,-,-,63,42,7,2,10,2,-,62,41,7,2,10,2,-,62,41,7,2,10,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,7,300人以上,3,2,-,-,-,1,-,-,-,-,-,-,-,-,3,2,-,-,-,1,-,3,2,-,-,-,1,-,2,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,1,I,00,卸売業，小売業,1,8,出向・派遣従業者のみ,154,-,120,19,13,1,1,2,-,2,-,-,-,-,152,-,118,19,13,1,1,144,-,111,19,12,1,1,144,-,111,19,12,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,7,-,1,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,0,0,総数,120,116,2,2,-,-,-,6,6,-,-,-,-,-,114,110,2,2,-,-,-,113,109,2,2,-,-,-,113,109,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,1,1～4人,60,59,1,-,-,-,-,5,5,-,-,-,-,-,55,54,1,-,-,-,-,54,53,1,-,-,-,-,54,53,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,2,5～9人,32,32,-,-,-,-,-,1,1,-,-,-,-,-,31,31,-,-,-,-,-,31,31,-,-,-,-,-,31,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,3,10～29人,23,21,1,1,-,-,-,-,-,-,-,-,-,-,23,21,1,1,-,-,-,23,21,1,1,-,-,-,23,21,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,4,30～49人,3,3,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,-,-,3,3,-,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,5,50～99人,2,1,-,1,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-,2,1,-,1,-,-,-,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,6,100～299人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,7,300人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,50,各種商品卸売業,1,8,出向・派遣従業者のみ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,単独事業所,2,I,51,繊維・衣服等卸売業,0,0,総数,3628,3555,66,5,2,-,-,310,308,2,-,-,-,-,3318,3247,64,5,2,-,-,3303,3232,64,5,2,-,-,3284,3213,64,5,2,-,-,15,15,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,15,15,-,-,-,-,-,-,-,-,-,-,-,-
