産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,12月決算／会社企業数,12月決算／企業事業所数（事業所）
4,E,32,323,000,時計・同部分品製造業,1,03,資本金500万～1000万円未満,3,3,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,1,04,資本金1000万～3000万円未満,13,19,1,4,-,-,1,1,2,4,-,-,1,1,1,1,1,1,2,3,2,2,1,1,-,-
4,E,32,323,000,時計・同部分品製造業,1,05,資本金3000万～5000万円未満,1,8,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,1,06,資本金5000万～1億円未満,3,19,-,-,-,-,2,16,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,1,07,資本金1億～3億円未満,1,7,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,1,09,資本金10億～50億円未満,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,1,10,資本金50億円以上,1,8,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,323,000,時計・同部分品製造業,9,91,（再掲）資本金1000万円以下,21,26,1,4,-,-,4,4,3,4,2,2,2,2,3,3,-,-,2,3,2,2,1,1,-,-
4,E,32,323,000,時計・同部分品製造業,9,92,（再掲）資本金5000万円以下,25,38,2,12,-,-,4,4,4,6,2,2,2,2,3,3,1,1,2,3,2,2,1,1,-,-
4,E,32,323,000,時計・同部分品製造業,9,93,（再掲）資本金1億円以下,29,64,2,12,-,-,7,27,4,6,2,2,2,2,3,3,2,4,2,3,2,2,1,1,-,-
4,E,32,323,000,時計・同部分品製造業,9,94,（再掲）資本金3億円以下,29,64,2,12,-,-,7,27,4,6,2,2,2,2,3,3,2,4,2,3,2,2,1,1,-,-
4,E,32,324,000,楽器製造業,0,00,総数（資本金階級）,59,117,-,-,5,5,10,16,3,3,3,5,7,9,7,8,2,2,6,47,3,7,1,1,7,9
4,E,32,324,000,楽器製造業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,1,02,資本金300万～500万円未満,19,20,-,-,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,4,4
4,E,32,324,000,楽器製造業,1,03,資本金500万～1000万円未満,4,4,-,-,2,2,-,-,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,1,04,資本金1000万～3000万円未満,24,33,-,-,1,1,7,8,1,1,1,2,5,7,4,5,-,-,1,2,2,5,-,-,2,2
4,E,32,324,000,楽器製造業,1,05,資本金3000万～5000万円未満,4,7,-,-,-,-,1,2,-,-,1,2,-,-,1,1,-,-,1,2,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,1,06,資本金5000万～1億円未満,2,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,38,-,-,-,-,1,3
4,E,32,324,000,楽器製造業,1,07,資本金1億～3億円未満,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,1,08,資本金3億～10億円未満,1,5,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,324,000,楽器製造業,9,91,（再掲）資本金1000万円以下,42,49,-,-,5,5,5,5,3,3,1,1,6,7,6,7,2,2,3,4,3,7,1,1,6,6
4,E,32,324,000,楽器製造業,9,92,（再掲）資本金5000万円以下,51,64,-,-,5,5,9,11,3,3,3,5,7,9,7,8,2,2,4,6,3,7,1,1,6,6
4,E,32,324,000,楽器製造業,9,93,（再掲）資本金1億円以下,53,105,-,-,5,5,9,11,3,3,3,5,7,9,7,8,2,2,5,44,3,7,1,1,7,9
4,E,32,324,000,楽器製造業,9,94,（再掲）資本金3億円以下,54,108,-,-,5,5,9,11,3,3,3,5,7,9,7,8,2,2,6,47,3,7,1,1,7,9
4,E,32,325,000,がん具・運動用具製造業,0,00,総数（資本金階級）,349,585,8,9,29,37,47,157,31,53,34,40,28,40,30,41,24,29,29,55,15,22,10,11,35,51
4,E,32,325,000,がん具・運動用具製造業,1,01,資本金300万円未満,15,17,-,-,1,3,1,1,-,-,2,2,2,2,-,-,-,-,2,2,2,2,2,2,4,4
4,E,32,325,000,がん具・運動用具製造業,1,02,資本金300万～500万円未満,107,117,4,5,8,8,16,18,7,7,11,12,8,8,13,17,10,10,11,12,4,4,4,5,6,6
4,E,32,325,000,がん具・運動用具製造業,1,03,資本金500万～1000万円未満,35,40,1,1,1,1,2,2,7,9,5,5,2,3,4,4,1,2,2,2,3,4,1,1,3,3
4,E,32,325,000,がん具・運動用具製造業,1,04,資本金1000万～3000万円未満,133,175,2,2,15,16,20,25,12,21,14,17,10,12,11,14,10,11,10,17,5,5,-,-,18,29
4,E,32,325,000,がん具・運動用具製造業,1,05,資本金3000万～5000万円未満,15,27,-,-,3,5,-,-,4,9,2,4,1,3,1,2,-,-,-,-,-,-,2,2,2,2
4,E,32,325,000,がん具・運動用具製造業,1,06,資本金5000万～1億円未満,17,54,1,1,-,-,2,4,1,7,-,-,3,10,1,4,3,6,3,10,1,7,1,1,-,-
4,E,32,325,000,がん具・運動用具製造業,1,07,資本金1億～3億円未満,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
4,E,32,325,000,がん具・運動用具製造業,1,08,資本金3億～10億円未満,3,46,-,-,1,4,1,41,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,325,000,がん具・運動用具製造業,1,09,資本金10億～50億円未満,6,49,-,-,-,-,4,34,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-,1,3
4,E,32,325,000,がん具・運動用具製造業,1,10,資本金50億円以上,1,32,-,-,-,-,1,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,325,000,がん具・運動用具製造業,9,91,（再掲）資本金1000万円以下,258,295,6,7,22,25,34,40,21,26,29,33,21,24,27,34,21,23,20,22,12,13,7,8,25,27
4,E,32,325,000,がん具・運動用具製造業,9,92,（再掲）資本金5000万円以下,310,389,7,8,28,33,39,46,30,46,34,40,25,35,29,37,22,24,26,37,14,15,10,11,33,44
4,E,32,325,000,がん具・運動用具製造業,9,93,（再掲）資本金1億円以下,322,430,8,9,28,33,41,50,31,53,34,40,26,38,30,41,24,29,28,43,15,22,10,11,33,44
4,E,32,325,000,がん具・運動用具製造業,9,94,（再掲）資本金3億円以下,323,434,8,9,28,33,41,50,31,53,34,40,26,38,30,41,24,29,28,43,15,22,10,11,34,48
5,E,32,325,32A,がん具製造業,0,00,総数（資本金階級）,246,358,5,5,23,29,34,76,22,41,25,31,22,34,23,32,16,19,18,26,6,7,7,7,24,25
5,E,32,325,32A,がん具製造業,1,01,資本金300万円未満,9,9,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,1,1,1,1,2,2,3,3
5,E,32,325,32A,がん具製造業,1,02,資本金300万～500万円未満,76,83,1,1,6,6,14,16,6,6,6,7,6,6,9,12,7,7,7,8,1,1,2,2,6,6
5,E,32,325,32A,がん具製造業,1,03,資本金500万～1000万円未満,25,28,1,1,1,1,1,1,5,6,5,5,1,2,4,4,-,-,1,1,2,3,1,1,2,2
5,E,32,325,32A,がん具製造業,1,04,資本金1000万～3000万円未満,93,115,2,2,12,13,14,16,6,13,11,14,8,10,8,10,7,7,7,11,2,2,-,-,11,12
5,E,32,325,32A,がん具製造業,1,05,資本金3000万～5000万円未満,15,27,-,-,3,5,-,-,4,9,2,4,1,3,1,2,-,-,-,-,-,-,2,2,2,2
5,E,32,325,32A,がん具製造業,1,06,資本金5000万～1億円未満,12,36,1,1,-,-,2,4,1,7,-,-,3,10,1,4,2,5,2,5,-,-,-,-,-,-
5,E,32,325,32A,がん具製造業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32A,がん具製造業,1,08,資本金3億～10億円未満,2,5,-,-,1,4,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32A,がん具製造業,1,09,資本金10億～50億円未満,2,7,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32A,がん具製造業,1,10,資本金50億円以上,1,32,-,-,-,-,1,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32A,がん具製造業,9,91,（再掲）資本金1000万円以下,180,202,3,3,17,18,25,28,13,15,21,25,15,18,21,26,14,14,12,14,4,5,5,5,19,20
5,E,32,325,32A,がん具製造業,9,92,（再掲）資本金5000万円以下,222,274,4,4,22,25,29,33,21,34,25,31,19,29,22,28,15,15,17,25,6,7,7,7,24,25
5,E,32,325,32A,がん具製造業,9,93,（再掲）資本金1億円以下,230,298,5,5,22,25,31,37,22,41,25,31,20,32,23,32,16,19,18,26,6,7,7,7,24,25
5,E,32,325,32A,がん具製造業,9,94,（再掲）資本金3億円以下,230,298,5,5,22,25,31,37,22,41,25,31,20,32,23,32,16,19,18,26,6,7,7,7,24,25
5,E,32,325,32B,運動用具製造業,0,00,総数（資本金階級）,103,227,3,4,6,8,13,81,9,12,9,9,6,6,7,9,8,10,11,29,9,15,3,4,11,26
5,E,32,325,32B,運動用具製造業,1,01,資本金300万円未満,6,8,-,-,1,3,1,1,-,-,1,1,1,1,-,-,-,-,1,1,1,1,-,-,1,1
5,E,32,325,32B,運動用具製造業,1,02,資本金300万～500万円未満,31,34,3,4,2,2,2,2,1,1,5,5,2,2,4,5,3,3,4,4,3,3,2,3,-,-
5,E,32,325,32B,運動用具製造業,1,03,資本金500万～1000万円未満,10,12,-,-,-,-,1,1,2,3,-,-,1,1,-,-,1,2,1,1,1,1,-,-,1,1
5,E,32,325,32B,運動用具製造業,1,04,資本金1000万～3000万円未満,40,60,-,-,3,3,6,9,6,8,3,3,2,2,3,4,3,4,3,6,3,3,-,-,7,17
5,E,32,325,32B,運動用具製造業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32B,運動用具製造業,1,06,資本金5000万～1億円未満,5,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,5,1,7,1,1,-,-
5,E,32,325,32B,運動用具製造業,1,07,資本金1億～3億円未満,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
5,E,32,325,32B,運動用具製造業,1,08,資本金3億～10億円未満,1,41,-,-,-,-,1,41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32B,運動用具製造業,1,09,資本金10億～50億円未満,4,42,-,-,-,-,2,27,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-,1,3
5,E,32,325,32B,運動用具製造業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,325,32B,運動用具製造業,9,91,（再掲）資本金1000万円以下,78,93,3,4,5,7,9,12,8,11,8,8,6,6,6,8,7,9,8,8,8,8,2,3,6,7
5,E,32,325,32B,運動用具製造業,9,92,（再掲）資本金5000万円以下,88,115,3,4,6,8,10,13,9,12,9,9,6,6,7,9,7,9,9,12,8,8,3,4,9,19
5,E,32,325,32B,運動用具製造業,9,93,（再掲）資本金1億円以下,92,132,3,4,6,8,10,13,9,12,9,9,6,6,7,9,8,10,10,17,9,15,3,4,9,19
5,E,32,325,32B,運動用具製造業,9,94,（再掲）資本金3億円以下,93,136,3,4,6,8,10,13,9,12,9,9,6,6,7,9,8,10,10,17,9,15,3,4,10,23
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,0,00,総数（資本金階級）,191,422,8,8,8,13,22,63,9,10,13,20,16,24,18,19,26,41,23,28,10,13,4,6,23,148
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,01,資本金300万円未満,7,7,-,-,1,1,1,1,-,-,1,1,-,-,-,-,3,3,1,1,-,-,-,-,-,-
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,02,資本金300万～500万円未満,62,63,1,1,4,4,7,7,2,2,6,6,8,8,5,5,12,13,7,7,5,5,1,1,3,3
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,03,資本金500万～1000万円未満,11,11,-,-,-,-,-,-,-,-,-,-,4,4,1,1,-,-,1,1,1,1,-,-,3,3
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,04,資本金1000万～3000万円未満,81,116,6,6,2,2,10,29,6,7,4,6,3,3,12,13,10,12,13,16,4,7,2,4,8,10
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,05,資本金3000万～5000万円未満,6,11,1,1,-,-,1,1,1,1,2,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,06,資本金5000万～1億円未満,6,30,-,-,1,6,1,9,-,-,-,-,1,9,-,-,-,-,1,3,-,-,1,1,1,2
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,07,資本金1億～3億円未満,4,85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,-,-,-,-,-,-,3,72
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,08,資本金3億～10億円未満,1,12,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,09,資本金10億～50億円未満,4,58,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,54
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,9,91,（再掲）資本金1000万円以下,138,147,5,5,7,7,13,13,7,8,9,9,14,14,15,15,23,25,17,19,8,8,3,5,14,16
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,9,92,（再掲）資本金5000万円以下,169,218,8,8,7,7,19,38,9,10,13,20,16,24,18,19,25,28,22,25,10,13,4,6,15,17
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,9,93,（再掲）資本金1億円以下,175,313,8,8,8,13,20,47,9,10,13,20,16,24,18,19,26,41,23,28,10,13,4,6,17,81
4,E,32,326,000,ペン・鉛筆・絵画用品・その他の事務用品製造業,9,94,（再掲）資本金3億円以下,177,323,8,8,8,13,20,47,9,10,13,20,16,24,18,19,26,41,23,28,10,13,4,6,19,91
4,E,32,327,000,漆器製造業,0,00,総数（資本金階級）,16,17,-,-,1,1,2,2,2,2,1,1,2,2,-,-,1,1,2,3,1,1,1,1,2,2
4,E,32,327,000,漆器製造業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,02,資本金300万～500万円未満,4,4,-,-,-,-,-,-,2,2,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,03,資本金500万～1000万円未満,5,5,-,-,1,1,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1
4,E,32,327,000,漆器製造業,1,04,資本金1000万～3000万円未満,7,8,-,-,-,-,2,2,-,-,-,-,1,1,-,-,-,-,1,2,1,1,-,-,1,1
4,E,32,327,000,漆器製造業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,327,000,漆器製造業,9,91,（再掲）資本金1000万円以下,15,15,-,-,1,1,2,2,2,2,1,1,2,2,-,-,1,1,1,1,1,1,1,1,2,2
4,E,32,327,000,漆器製造業,9,92,（再掲）資本金5000万円以下,16,17,-,-,1,1,2,2,2,2,1,1,2,2,-,-,1,1,2,3,1,1,1,1,2,2
4,E,32,327,000,漆器製造業,9,93,（再掲）資本金1億円以下,16,17,-,-,1,1,2,2,2,2,1,1,2,2,-,-,1,1,2,3,1,1,1,1,2,2
4,E,32,327,000,漆器製造業,9,94,（再掲）資本金3億円以下,16,17,-,-,1,1,2,2,2,2,1,1,2,2,-,-,1,1,2,3,1,1,1,1,2,2
4,E,32,328,000,畳等生活雑貨製品製造業,0,00,総数（資本金階級）,158,221,6,9,12,12,23,33,5,5,15,23,14,22,15,18,15,18,15,24,2,2,5,5,19,23
4,E,32,328,000,畳等生活雑貨製品製造業,1,01,資本金300万円未満,9,9,-,-,1,1,2,2,-,-,1,1,1,1,1,1,2,2,-,-,-,-,-,-,2,2
4,E,32,328,000,畳等生活雑貨製品製造業,1,02,資本金300万～500万円未満,57,58,2,2,6,6,9,10,1,1,5,5,4,4,5,5,6,6,5,5,1,1,2,2,9,9
4,E,32,328,000,畳等生活雑貨製品製造業,1,03,資本金500万～1000万円未満,13,15,1,1,2,2,2,2,-,-,2,2,1,1,2,2,1,1,-,-,-,-,-,-,1,1
4,E,32,328,000,畳等生活雑貨製品製造業,1,04,資本金1000万～3000万円未満,52,70,1,1,3,3,7,12,3,3,5,5,5,5,6,9,5,7,8,14,1,1,3,3,4,5
4,E,32,328,000,畳等生活雑貨製品製造業,1,05,資本金3000万～5000万円未満,9,20,2,5,-,-,1,1,1,1,-,-,2,7,-,-,1,2,1,3,-,-,-,-,1,1
4,E,32,328,000,畳等生活雑貨製品製造業,1,06,資本金5000万～1億円未満,4,15,-,-,-,-,-,-,-,-,2,10,1,4,-,-,-,-,-,-,-,-,-,-,1,1
4,E,32,328,000,畳等生活雑貨製品製造業,1,07,資本金1億～3億円未満,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-
4,E,32,328,000,畳等生活雑貨製品製造業,1,08,資本金3億～10億円未満,2,9,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4
4,E,32,328,000,畳等生活雑貨製品製造業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,328,000,畳等生活雑貨製品製造業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,328,000,畳等生活雑貨製品製造業,9,91,（再掲）資本金1000万円以下,117,130,3,3,10,10,18,22,4,4,13,13,9,9,14,17,13,14,10,12,2,2,4,4,15,15
4,E,32,328,000,畳等生活雑貨製品製造業,9,92,（再掲）資本金5000万円以下,140,172,6,9,12,12,21,27,5,5,13,13,13,18,14,17,15,18,14,22,2,2,5,5,17,18
4,E,32,328,000,畳等生活雑貨製品製造業,9,93,（再掲）資本金1億円以下,145,189,6,9,12,12,21,27,5,5,15,23,14,22,14,17,15,18,15,24,2,2,5,5,18,19
4,E,32,328,000,畳等生活雑貨製品製造業,9,94,（再掲）資本金3億円以下,146,194,6,9,12,12,22,32,5,5,15,23,14,22,14,17,15,18,15,24,2,2,5,5,18,19
4,E,32,329,000,他に分類されない製造業,0,00,総数（資本金階級）,1250,1757,43,51,92,139,187,372,83,101,79,98,99,110,99,115,119,158,133,205,57,69,39,47,114,157
4,E,32,329,000,他に分類されない製造業,1,01,資本金300万円未満,50,51,-,-,3,3,6,7,2,2,3,3,5,5,3,3,6,6,5,5,4,4,1,1,6,6
4,E,32,329,000,他に分類されない製造業,1,02,資本金300万～500万円未満,427,448,17,18,27,29,43,43,34,34,34,36,36,38,44,45,44,49,49,54,20,21,17,18,42,43
4,E,32,329,000,他に分類されない製造業,1,03,資本金500万～1000万円未満,114,122,5,5,13,13,16,17,6,9,7,8,9,10,5,5,14,14,16,16,4,4,5,6,10,11
4,E,32,329,000,他に分類されない製造業,1,04,資本金1000万～3000万円未満,507,624,17,24,37,47,86,105,36,43,31,39,43,48,44,56,52,64,53,71,24,31,13,15,43,50
4,E,32,329,000,他に分類されない製造業,1,05,資本金3000万～5000万円未満,42,120,1,1,7,15,10,37,3,9,1,2,-,-,2,4,2,23,4,7,2,2,2,5,6,13
4,E,32,329,000,他に分類されない製造業,1,06,資本金5000万～1億円未満,33,113,3,3,3,9,12,60,1,3,2,2,4,7,1,2,-,-,3,18,3,7,-,-,2,3
4,E,32,329,000,他に分類されない製造業,1,07,資本金1億～3億円未満,15,79,-,-,-,-,7,39,1,1,1,8,-,-,-,-,1,2,1,22,-,-,1,2,3,5
4,E,32,329,000,他に分類されない製造業,1,08,資本金3億～10億円未満,7,72,-,-,1,22,4,24,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,25
4,E,32,329,000,他に分類されない製造業,1,09,資本金10億～50億円未満,2,28,-,-,-,-,2,28,-,-,-,-,-,-,-,-,-,-,1,11,-,-,-,-,-,-
4,E,32,329,000,他に分類されない製造業,1,10,資本金50億円以上,1,12,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,E,32,329,000,他に分類されない製造業,9,91,（再掲）資本金1000万円以下,1004,1107,35,42,70,75,128,139,76,86,69,80,91,99,88,94,110,127,111,120,51,59,33,36,91,96
4,E,32,329,000,他に分類されない製造業,9,92,（再掲）資本金5000万円以下,1153,1386,43,51,88,108,165,216,81,97,76,88,95,106,99,115,118,156,127,153,56,65,38,45,107,123
4,E,32,329,000,他に分類されない製造業,9,93,（再掲）資本金1億円以下,1181,1534,43,51,90,116,178,300,83,101,78,90,97,108,99,115,119,158,131,193,57,69,38,45,109,126
4,E,32,329,000,他に分類されない製造業,9,94,（再掲）資本金3億円以下,1188,1557,43,51,90,116,180,308,83,101,79,98,97,108,99,115,119,158,131,193,57,69,39,47,112,131
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,0,00,総数（資本金階級）,85,99,3,3,5,5,19,24,4,4,8,9,7,7,5,6,6,6,9,11,5,7,4,5,4,4
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,01,資本金300万円未満,8,8,-,-,-,-,1,1,-,-,2,2,1,1,-,-,-,-,2,2,-,-,1,1,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,02,資本金300万～500万円未満,21,21,1,1,1,1,3,3,3,3,2,2,2,2,2,2,-,-,1,1,-,-,1,1,2,2
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,03,資本金500万～1000万円未満,5,5,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,1,1,1,1,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,04,資本金1000万～3000万円未満,35,39,-,-,4,4,10,10,1,1,3,3,3,3,3,4,6,6,3,5,2,3,-,-,1,1
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,05,資本金3000万～5000万円未満,3,6,-,-,-,-,1,3,-,-,1,2,-,-,-,-,-,-,1,1,-,-,-,-,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,06,資本金5000万～1億円未満,6,8,1,1,-,-,2,3,-,-,-,-,-,-,-,-,-,-,1,1,2,3,-,-,1,1
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,07,資本金1億～3億円未満,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,08,資本金3億～10億円未満,2,4,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,9,91,（再掲）資本金1000万円以下,53,54,2,2,3,3,8,8,3,3,4,4,7,7,4,4,6,6,5,5,3,4,3,3,2,2
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,9,92,（再掲）資本金5000万円以下,76,85,3,3,5,5,16,19,4,4,8,9,7,7,5,6,6,6,8,10,5,7,3,3,3,3
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,9,93,（再掲）資本金1億円以下,78,87,3,3,5,5,17,20,4,4,8,9,7,7,5,6,6,6,9,11,5,7,3,3,4,4
5,E,32,329,32C,情報記録物製造業（新聞，書籍等の印刷物を除く）,9,94,（再掲）資本金3億円以下,79,89,3,3,5,5,17,20,4,4,8,9,7,7,5,6,6,6,9,11,5,7,4,5,4,4
