産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（持株会社か否か）／総数（子会社数規模）／会社企業数,総数（持株会社か否か）／子会社1～4社／会社企業数,総数（持株会社か否か）／子会社1社／会社企業数,総数（持株会社か否か）／子会社2社／会社企業数,総数（持株会社か否か）／子会社3社／会社企業数,総数（持株会社か否か）／子会社4社／会社企業数,総数（持株会社か否か）／子会社5～9社／会社企業数,総数（持株会社か否か）／子会社10～19社／会社企業数,総数（持株会社か否か）／子会社20～29社／会社企業数,総数（持株会社か否か）／子会社30～49社／会社企業数,総数（持株会社か否か）／子会社50社以上／会社企業数,総数（持株会社か否か）／総数（国内子会社数規模）／会社企業数,総数（持株会社か否か）／国内子会社0社／会社企業数,総数（持株会社か否か）／国内子会社1～4社／会社企業数,総数（持株会社か否か）／国内子会社1社／会社企業数,総数（持株会社か否か）／国内子会社2社／会社企業数,総数（持株会社か否か）／国内子会社3社／会社企業数,総数（持株会社か否か）／国内子会社4社／会社企業数,総数（持株会社か否か）／国内子会社5～9社／会社企業数,総数（持株会社か否か）／国内子会社10～19社／会社企業数,総数（持株会社か否か）／国内子会社20～29社／会社企業数,総数（持株会社か否か）／国内子会社30～49社／会社企業数,総数（持株会社か否か）／国内子会社50社以上／会社企業数,総数（持株会社か否か）／総数（海外子会社数規模）／会社企業数,総数（持株会社か否か）／海外子会社0社／会社企業数,総数（持株会社か否か）／海外子会社1～4社／会社企業数,総数（持株会社か否か）／海外子会社1社／会社企業数,総数（持株会社か否か）／海外子会社2社／会社企業数,総数（持株会社か否か）／海外子会社3社／会社企業数,総数（持株会社か否か）／海外子会社4社／会社企業数,総数（持株会社か否か）／海外子会社5～9社／会社企業数,総数（持株会社か否か）／海外子会社10～19社／会社企業数,総数（持株会社か否か）／海外子会社20～29社／会社企業数,総数（持株会社か否か）／海外子会社30～49社／会社企業数,総数（持株会社か否か）／海外子会社50社以上／会社企業数,純粋持株会社／総数（子会社数規模）／会社企業数,純粋持株会社／子会社1～4社／会社企業数,純粋持株会社／子会社1社／会社企業数,純粋持株会社／子会社2社／会社企業数,純粋持株会社／子会社3社／会社企業数,純粋持株会社／子会社4社／会社企業数,純粋持株会社／子会社5～9社／会社企業数,純粋持株会社／子会社10～19社／会社企業数,純粋持株会社／子会社20～29社／会社企業数,純粋持株会社／子会社30～49社／会社企業数,純粋持株会社／子会社50社以上／会社企業数,純粋持株会社／総数（国内子会社数規模）／会社企業数,純粋持株会社／国内子会社0社／会社企業数,純粋持株会社／国内子会社1～4社／会社企業数,純粋持株会社／国内子会社1社／会社企業数,純粋持株会社／国内子会社2社／会社企業数,純粋持株会社／国内子会社3社／会社企業数,純粋持株会社／国内子会社4社／会社企業数,純粋持株会社／国内子会社5～9社／会社企業数,純粋持株会社／国内子会社10～19社／会社企業数,純粋持株会社／国内子会社20～29社／会社企業数,純粋持株会社／国内子会社30～49社／会社企業数,純粋持株会社／国内子会社50社以上／会社企業数,純粋持株会社／総数（海外子会社数規模）／会社企業数,純粋持株会社／海外子会社0社／会社企業数,純粋持株会社／海外子会社1～4社／会社企業数,純粋持株会社／海外子会社1社／会社企業数,純粋持株会社／海外子会社2社／会社企業数,純粋持株会社／海外子会社3社／会社企業数,純粋持株会社／海外子会社4社／会社企業数,純粋持株会社／海外子会社5～9社／会社企業数,純粋持株会社／海外子会社10～19社／会社企業数,純粋持株会社／海外子会社20～29社／会社企業数,純粋持株会社／海外子会社30～49社／会社企業数,純粋持株会社／海外子会社50社以上／会社企業数,事業持株会社／総数（子会社数規模）／会社企業数,事業持株会社／子会社1～4社／会社企業数,事業持株会社／子会社1社／会社企業数,事業持株会社／子会社2社／会社企業数,事業持株会社／子会社3社／会社企業数,事業持株会社／子会社4社／会社企業数,事業持株会社／子会社5～9社／会社企業数,事業持株会社／子会社10～19社／会社企業数,事業持株会社／子会社20～29社／会社企業数,事業持株会社／子会社30～49社／会社企業数,事業持株会社／子会社50社以上／会社企業数,事業持株会社／総数（国内子会社数規模）／会社企業数,事業持株会社／国内子会社0社／会社企業数,事業持株会社／国内子会社1～4社／会社企業数,事業持株会社／国内子会社1社／会社企業数,事業持株会社／国内子会社2社／会社企業数,事業持株会社／国内子会社3社／会社企業数,事業持株会社／国内子会社4社／会社企業数,事業持株会社／国内子会社5～9社／会社企業数,事業持株会社／国内子会社10～19社／会社企業数,事業持株会社／国内子会社20～29社／会社企業数,事業持株会社／国内子会社30～49社／会社企業数,事業持株会社／国内子会社50社以上／会社企業数,事業持株会社／総数（海外子会社数規模）／会社企業数,事業持株会社／海外子会社0社／会社企業数,事業持株会社／海外子会社1～4社／会社企業数,事業持株会社／海外子会社1社／会社企業数,事業持株会社／海外子会社2社／会社企業数,事業持株会社／海外子会社3社／会社企業数,事業持株会社／海外子会社4社／会社企業数,事業持株会社／海外子会社5～9社／会社企業数,事業持株会社／海外子会社10～19社／会社企業数,事業持株会社／海外子会社20～29社／会社企業数,事業持株会社／海外子会社30～49社／会社企業数,事業持株会社／海外子会社50社以上／会社企業数,持株会社でない／総数（子会社数規模）／会社企業数,持株会社でない／子会社1～4社／会社企業数,持株会社でない／子会社1社／会社企業数,持株会社でない／子会社2社／会社企業数,持株会社でない／子会社3社／会社企業数,持株会社でない／子会社4社／会社企業数,持株会社でない／子会社5～9社／会社企業数,持株会社でない／子会社10～19社／会社企業数,持株会社でない／子会社20～29社／会社企業数,持株会社でない／子会社30～49社／会社企業数,持株会社でない／子会社50社以上／会社企業数,持株会社でない／総数（国内子会社数規模）／会社企業数,持株会社でない／国内子会社0社／会社企業数,持株会社でない／国内子会社1～4社／会社企業数,持株会社でない／国内子会社1社／会社企業数,持株会社でない／国内子会社2社／会社企業数,持株会社でない／国内子会社3社／会社企業数,持株会社でない／国内子会社4社／会社企業数,持株会社でない／国内子会社5～9社／会社企業数,持株会社でない／国内子会社10～19社／会社企業数,持株会社でない／国内子会社20～29社／会社企業数,持株会社でない／国内子会社30～49社／会社企業数,持株会社でない／国内子会社50社以上／会社企業数,持株会社でない／総数（海外子会社数規模）／会社企業数,持株会社でない／海外子会社0社／会社企業数,持株会社でない／海外子会社1～4社／会社企業数,持株会社でない／海外子会社1社／会社企業数,持株会社でない／海外子会社2社／会社企業数,持株会社でない／海外子会社3社／会社企業数,持株会社でない／海外子会社4社／会社企業数,持株会社でない／海外子会社5～9社／会社企業数,持株会社でない／海外子会社10～19社／会社企業数,持株会社でない／海外子会社20～29社／会社企業数,持株会社でない／海外子会社30～49社／会社企業数,持株会社でない／海外子会社50社以上／会社企業数
2,G,00,000,000,情報通信業,9,94,（再掲）資本金3億円以下,749,717,516,138,39,24,24,7,1,-,-,600,149,580,434,99,30,17,16,3,1,-,-,208,541,198,158,27,11,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,221,214,158,41,9,6,5,2,-,-,-,185,36,179,140,30,4,5,4,2,-,-,-,50,171,49,40,5,4,-,1,-,-,-,-,528,503,358,97,30,18,19,5,1,-,-,415,113,401,294,69,26,12,12,1,1,-,-,158,370,149,118,22,7,2,9,-,-,-,-
3,G,37,000,000,通信業,0,00,総数（資本金階級）,39,22,11,5,3,3,10,2,1,1,3,34,5,21,10,4,3,4,8,1,1,-,3,17,22,11,8,1,-,2,2,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,3,1,1,-,1,2,-,-,-,-,5,-,3,1,1,-,1,2,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,34,19,10,4,3,2,8,2,1,1,3,29,5,18,9,3,3,3,6,1,1,-,3,17,17,11,8,1,-,2,2,-,1,-,3
3,G,37,000,000,通信業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,1,03,資本金500万～1000万円未満,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,1,04,資本金1000万～3000万円未満,2,2,2,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,1,05,資本金3000万～5000万円未満,2,1,1,-,-,-,1,-,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,1,-,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,1,06,資本金5000万～1億円未満,5,2,1,1,-,-,3,-,-,-,-,4,1,2,1,1,-,-,2,-,-,-,-,2,3,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4,2,1,1,-,-,2,-,-,-,-,3,1,2,1,1,-,-,1,-,-,-,-,2,2,1,1,-,-,-,1,-,-,-,-
3,G,37,000,000,通信業,1,07,資本金1億～3億円未満,6,6,5,-,1,-,-,-,-,-,-,4,2,4,4,-,-,-,-,-,-,-,-,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,5,-,1,-,-,-,-,-,-,4,2,4,4,-,-,-,-,-,-,-,-,3,3,3,2,1,-,-,-,-,-,-,-
3,G,37,000,000,通信業,1,08,資本金3億～10億円未満,5,4,2,1,-,1,-,1,-,-,-,4,1,4,2,-,1,1,-,-,-,-,-,3,2,2,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4,3,1,1,-,1,-,1,-,-,-,3,1,3,1,-,1,1,-,-,-,-,-,3,1,2,2,-,-,-,1,-,-,-,-
3,G,37,000,000,通信業,1,09,資本金10億～50億円未満,10,4,-,2,1,1,5,1,-,-,-,10,-,5,1,2,1,1,5,-,-,-,-,3,7,3,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,9,4,-,2,1,1,4,1,-,-,-,9,-,5,1,2,1,1,4,-,-,-,-,3,6,3,1,-,-,2,-,-,-,-,-
3,G,37,000,000,通信業,1,10,資本金50億円以上,8,2,-,-,1,1,1,-,1,1,3,8,-,3,-,-,1,2,-,1,1,-,3,5,3,1,1,-,-,-,-,-,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,7,1,-,-,1,-,1,-,1,1,3,7,-,2,-,-,1,1,-,1,1,-,3,5,2,1,1,-,-,-,-,-,1,-,3
3,G,37,000,000,通信業,9,91,（再掲）資本金1000万円以下,3,3,2,1,-,-,-,-,-,-,-,2,1,2,1,1,-,-,-,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,9,92,（再掲）資本金5000万円以下,7,6,4,2,-,-,1,-,-,-,-,5,2,4,2,2,-,-,1,-,-,-,-,2,5,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6,5,4,1,-,-,1,-,-,-,-,4,2,3,2,1,-,-,1,-,-,-,-,2,4,2,2,-,-,-,-,-,-,-,-
3,G,37,000,000,通信業,9,93,（再掲）資本金1億円以下,14,10,7,2,1,-,4,-,-,-,-,10,4,7,5,2,-,-,3,-,-,-,-,6,8,5,4,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,1,-,-,-,-,2,-,1,-,1,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,12,9,7,1,1,-,3,-,-,-,-,8,4,6,5,1,-,-,2,-,-,-,-,6,6,5,4,1,-,-,1,-,-,-,-
3,G,37,000,000,通信業,9,94,（再掲）資本金3億円以下,17,12,9,2,1,-,4,1,-,-,-,13,4,10,7,2,1,-,3,-,-,-,-,7,10,5,4,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,1,-,-,1,-,-,-,-,2,-,1,-,1,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,15,11,9,1,1,-,3,1,-,-,-,11,4,9,7,1,1,-,2,-,-,-,-,7,8,5,4,1,-,-,2,-,-,-,-
4,G,37,371,000,固定電気通信業,0,00,総数（資本金階級）,27,17,8,4,2,3,6,1,1,1,1,23,4,14,7,2,1,4,6,1,1,-,1,11,16,9,7,1,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,-,-,1,1,-,-,-,-,3,-,2,1,-,-,1,1,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,24,15,7,4,2,2,5,1,1,1,1,20,4,12,6,2,1,3,5,1,1,-,1,11,13,9,7,1,-,1,-,-,1,-,1
4,G,37,371,000,固定電気通信業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,04,資本金1000万～3000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,05,資本金3000万～5000万円未満,2,1,1,-,-,-,1,-,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,1,-,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,06,資本金5000万～1億円未満,3,2,1,1,-,-,1,-,-,-,-,2,1,1,-,1,-,-,1,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1,1,-,-,1,-,-,-,-,2,1,1,-,1,-,-,1,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,07,資本金1億～3億円未満,5,5,4,-,1,-,-,-,-,-,-,3,2,3,3,-,-,-,-,-,-,-,-,3,2,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5,4,-,1,-,-,-,-,-,-,3,2,3,3,-,-,-,-,-,-,-,-,3,2,3,2,1,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,08,資本金3億～10億円未満,4,4,2,1,-,1,-,-,-,-,-,3,1,3,2,-,-,1,-,-,-,-,-,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,3,3,1,1,-,1,-,-,-,-,-,2,1,2,1,-,-,1,-,-,-,-,-,2,1,2,2,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,09,資本金10億～50億円未満,7,3,-,2,-,1,3,1,-,-,-,7,-,3,1,1,-,1,4,-,-,-,-,2,5,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6,3,-,2,-,1,2,1,-,-,-,6,-,3,1,1,-,1,3,-,-,-,-,2,4,2,1,-,-,1,-,-,-,-,-
4,G,37,371,000,固定電気通信業,1,10,資本金50億円以上,6,2,-,-,1,1,1,-,1,1,1,6,-,3,-,-,1,2,-,1,1,-,1,3,3,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5,1,-,-,1,-,1,-,1,1,1,5,-,2,-,-,1,1,-,1,1,-,1,3,2,1,1,-,-,-,-,-,1,-,1
4,G,37,371,000,固定電気通信業,9,91,（再掲）資本金1000万円以下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,9,92,（再掲）資本金5000万円以下,4,3,2,1,-,-,1,-,-,-,-,3,1,2,1,1,-,-,1,-,-,-,-,1,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3,2,1,-,-,1,-,-,-,-,3,1,2,1,1,-,-,1,-,-,-,-,1,3,1,1,-,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,9,93,（再掲）資本金1億円以下,8,6,4,1,1,-,2,-,-,-,-,5,3,3,2,1,-,-,2,-,-,-,-,4,4,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,4,1,1,-,2,-,-,-,-,5,3,3,2,1,-,-,2,-,-,-,-,4,4,4,3,1,-,-,-,-,-,-,-
4,G,37,371,000,固定電気通信業,9,94,（再掲）資本金3億円以下,10,8,6,1,1,-,2,-,-,-,-,7,3,5,4,1,-,-,2,-,-,-,-,4,6,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,8,6,1,1,-,2,-,-,-,-,7,3,5,4,1,-,-,2,-,-,-,-,4,6,4,3,1,-,-,-,-,-,-,-
4,G,37,372,000,移動電気通信業,0,00,総数（資本金階級）,3,-,-,-,-,-,1,-,-,-,2,3,-,-,-,-,-,-,1,-,-,-,2,2,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,1,-,-,-,2,3,-,-,-,-,-,-,1,-,-,-,2,2,1,-,-,-,-,-,-,-,-,-,2
4,G,37,372,000,移動電気通信業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,G,37,372,000,移動電気通信業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
