産業分類階層,大分類,中分類,小分類,分類名,総数／総数／企業等数（企業等）,総数／総数／事業所数（事業所）,総数／総数／企業従業者数（人）,総数／単一事業所企業／企業等数（企業等）,総数／単一事業所企業／事業所数（事業所）,総数／単一事業所企業／企業従業者数（人）,総数／複数事業所企業／企業等数（企業等）,総数／複数事業所企業／事業所数（事業所）,総数／複数事業所企業／企業従業者数（人）,個人経営／総数／企業等数（企業等）,個人経営／総数／事業所数（事業所）,個人経営／総数／企業従業者数（人）,個人経営／単一事業所企業／企業等数（企業等）,個人経営／単一事業所企業／事業所数（事業所）,個人経営／単一事業所企業／企業従業者数（人）,個人経営／複数事業所企業／企業等数（企業等）,個人経営／複数事業所企業／事業所数（事業所）,個人経営／複数事業所企業／企業従業者数（人）,会社企業／総数／企業等数（企業等）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／単一事業所企業／企業等数（企業等）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／複数事業所企業／企業等数（企業等）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／総数／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／総数／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／総数／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／300万～500万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／500万～1000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1000万～3000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／総数／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／総数／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／総数／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3000万～5000万円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／総数／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／総数／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／総数／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／5000万～1億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／総数／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／総数／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／総数／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／1億～3億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／総数／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／総数／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／総数／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／3億～10億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／総数／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／総数／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／総数／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／10億～50億円未満／複数事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／総数／企業等数（企業等）,会社企業／資本金階級／50億円以上／総数／事業所数（事業所）,会社企業／資本金階級／50億円以上／総数／企業従業者数（人）,会社企業／資本金階級／50億円以上／単一事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／単一事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／単一事業所企業／企業従業者数（人）,会社企業／資本金階級／50億円以上／複数事業所企業／企業等数（企業等）,会社企業／資本金階級／50億円以上／複数事業所企業／事業所数（事業所）,会社企業／資本金階級／50億円以上／複数事業所企業／企業従業者数（人）,会社以外の法人／総数／企業等数（企業等）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／単一事業所企業／企業等数（企業等）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／企業等数（企業等）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）
4,N,80,80C,ゴルフ場,134,608,31159,16,16,1003,118,592,30156,-,-,-,-,-,-,-,-,-,134,608,31159,16,16,1003,118,592,30156,2,3,90,1,1,2,1,2,88,-,-,-,-,-,-,-,-,-,1,2,69,-,-,-,1,2,69,28,63,2960,7,7,545,21,56,2415,10,32,1420,1,1,6,9,31,1414,20,96,4976,1,1,2,19,95,4974,19,165,10053,2,2,223,17,163,9830,4,11,577,2,2,119,2,9,458,4,24,2330,1,1,105,3,23,2225,1,99,4664,-,-,-,1,99,4664,-,-,-,-,-,-,-,-,-
4,N,80,80D,ゴルフ練習場,152,187,2526,135,135,1808,17,52,718,9,9,29,9,9,29,-,-,-,143,178,2497,126,126,1779,17,52,718,6,6,57,6,6,57,-,-,-,42,44,504,41,41,481,1,3,23,7,8,89,6,6,71,1,2,18,68,74,1189,62,62,1013,6,12,176,2,2,48,2,2,48,-,-,-,5,5,44,4,4,42,1,1,2,1,2,7,-,-,-,1,2,7,2,21,460,1,1,43,1,20,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80E,ボウリング場,27,72,1546,11,11,219,16,61,1327,-,-,-,-,-,-,-,-,-,27,72,1546,11,11,219,16,61,1327,-,-,-,-,-,-,-,-,-,2,2,42,2,2,42,-,-,-,3,19,667,-,-,-,3,19,667,11,27,470,6,6,104,5,21,366,4,12,163,1,1,9,3,11,154,3,4,108,1,1,58,2,3,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80F,テニス場,41,48,299,35,35,192,6,13,107,10,10,41,10,10,41,-,-,-,26,32,209,21,21,107,5,11,102,-,-,-,-,-,-,-,-,-,12,12,65,12,12,65,-,-,-,4,5,44,3,3,13,1,2,31,9,13,87,6,6,29,3,7,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,49,4,4,44,1,2,5
4,N,80,80G,バッティング・テニス練習場,28,33,170,22,22,112,6,11,58,8,9,22,6,6,18,2,3,4,20,24,148,16,16,94,4,8,54,-,-,-,-,-,-,-,-,-,7,7,36,7,7,36,-,-,-,1,1,3,1,1,3,-,-,-,10,12,85,8,8,55,2,4,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80H,フィットネスクラブ,218,1444,44481,129,129,1422,89,1315,43059,32,33,87,31,31,74,1,2,13,184,1409,44338,96,96,1292,88,1313,43046,28,34,344,26,26,216,2,8,128,25,59,347,17,17,82,8,42,265,13,27,170,8,8,41,5,19,129,38,141,2096,27,27,703,11,114,1393,5,11,140,2,2,18,3,9,122,8,90,2152,4,4,74,4,86,2078,11,252,8823,2,2,107,9,250,8716,2,78,1384,-,-,-,2,78,1384,3,316,11157,-,-,-,3,316,11157,2,288,16339,-,-,-,2,288,16339,2,2,56,2,2,56,-,-,-
3,N,80,805,公園，遊園地,46,241,8513,23,23,1212,23,218,7301,3,3,7,3,3,7,-,-,-,29,72,6010,14,14,1110,15,58,4900,-,-,-,-,-,-,-,-,-,2,2,26,2,2,26,-,-,-,3,3,15,3,3,15,-,-,-,5,6,638,4,4,634,1,2,4,1,8,54,-,-,-,1,8,54,2,3,302,1,1,6,1,2,296,3,11,3347,-,-,-,3,11,3347,3,3,410,3,3,410,-,-,-,1,3,322,-,-,-,1,3,322,1,9,205,-,-,-,1,9,205,14,166,2496,6,6,95,8,160,2401
3,N,80,806,遊戯場,1486,4231,73152,1161,1161,7822,325,3070,65330,743,747,2378,738,738,2317,5,9,61,739,3480,70707,419,419,5438,320,3061,65269,29,46,452,25,25,273,4,21,179,166,211,2278,134,134,1359,32,77,919,53,83,1537,41,41,499,12,42,1038,249,577,9708,154,154,2260,95,423,7448,38,202,5512,9,9,193,29,193,5319,35,217,3299,14,14,426,21,203,2873,23,296,9762,3,3,32,20,293,9730,3,188,1491,1,1,50,2,187,1441,5,245,4396,-,-,-,5,245,4396,4,1115,27802,-,-,-,4,1115,27802,4,4,67,4,4,67,-,-,-
4,N,80,80J,マージャンクラブ,731,756,3244,710,710,2712,21,46,532,584,586,1914,581,581,1868,3,5,46,146,169,1327,128,128,841,18,41,486,12,14,131,10,10,92,2,4,39,68,78,514,59,59,353,9,19,161,10,10,107,8,8,54,2,2,53,35,36,275,34,34,224,1,2,51,2,9,158,1,1,1,1,8,157,1,1,12,1,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,1,1,3,-,-,-
4,N,80,80K,パチンコホール,430,2154,52341,204,204,3890,226,1950,48451,7,7,41,7,7,41,-,-,-,422,2146,52298,196,196,3847,226,1950,48451,11,14,168,10,10,143,1,4,25,67,98,1550,48,48,831,19,50,719,30,55,1324,22,22,398,8,33,926,161,409,8309,82,82,1607,79,327,6702,33,160,5045,8,8,192,25,152,4853,26,112,2294,12,12,407,14,100,1887,16,171,4567,1,1,29,15,170,4538,1,1,50,1,1,50,-,-,-,1,31,592,-,-,-,1,31,592,3,905,24585,-,-,-,3,905,24585,1,1,2,1,1,2,-,-,-
4,N,80,80L,ゲームセンター,136,1088,16586,73,73,509,63,1015,16077,19,19,59,19,19,59,-,-,-,117,1069,16527,54,54,450,63,1015,16077,5,17,148,4,4,33,1,13,115,16,19,128,14,14,107,2,5,21,7,10,87,6,6,37,1,4,50,36,113,923,23,23,236,13,90,687,3,33,309,-,-,-,3,33,309,7,75,883,1,1,7,6,74,876,5,120,5136,1,1,1,4,119,5135,2,187,1441,-,-,-,2,187,1441,4,214,3804,-,-,-,4,214,3804,1,210,3217,-,-,-,1,210,3217,-,-,-,-,-,-,-,-,-
4,N,80,80M,その他の遊戯場,189,233,981,174,174,711,15,59,270,133,135,364,131,131,349,2,4,15,54,96,555,41,41,300,13,55,255,1,1,5,1,1,5,-,-,-,15,16,86,13,13,68,2,3,18,6,8,19,5,5,10,1,3,9,17,19,201,15,15,193,2,4,8,-,-,-,-,-,-,-,-,-,1,29,110,-,-,-,1,29,110,2,5,59,1,1,2,1,4,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,62,2,2,62,-,-,-
3,N,80,809,その他の娯楽業,1101,2723,39538,946,946,6411,155,1777,33127,423,428,1319,417,417,1283,6,11,36,658,2268,37825,512,512,4874,146,1756,32951,46,48,296,43,43,277,3,5,19,174,192,1465,160,160,1045,14,32,420,55,59,555,53,53,467,2,6,88,225,347,3435,187,187,1912,38,160,1523,18,106,2298,13,13,379,5,93,1919,23,519,9089,12,12,150,11,507,8939,9,359,10081,5,5,310,4,354,9771,7,420,7116,3,3,77,4,417,7039,2,17,1223,-,-,-,2,17,1223,-,-,-,-,-,-,-,-,-,20,27,394,17,17,254,3,10,140
4,N,80,80N,カラオケボックス業,347,1636,27486,294,294,1149,53,1342,26337,229,230,598,227,227,588,2,3,10,118,1406,26888,67,67,561,51,1339,26327,6,6,37,6,6,37,-,-,-,26,38,439,21,21,210,5,17,229,10,14,143,8,8,55,2,6,88,25,51,489,16,16,153,9,35,336,2,68,1642,1,1,13,1,67,1629,7,476,8281,1,1,5,6,475,8276,1,299,8648,-,-,-,1,299,8648,2,366,5901,-,-,-,2,366,5901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,N,80,80P,他に分類されない娯楽業,754,1087,12052,652,652,5262,102,435,6790,194,198,721,190,190,695,4,8,26,540,862,10937,445,445,4313,95,417,6624,40,42,259,37,37,240,3,5,19,148,154,1026,139,139,835,9,15,191,45,45,412,45,45,412,-,-,-,200,296,2946,171,171,1759,29,125,1187,16,38,656,12,12,366,4,26,290,16,43,808,11,11,145,5,32,663,8,60,1433,5,5,310,3,55,1123,5,54,1215,3,3,77,2,51,1138,2,17,1223,-,-,-,2,17,1223,-,-,-,-,-,-,-,-,-,20,27,394,17,17,254,3,10,140
1,O,00,000,教育，学習支援業,11889,22430,516406,10071,10071,73456,1818,12359,442950,6668,6895,21868,6444,6444,19793,224,451,2075,3658,11641,150055,2535,2535,25201,1123,9106,124854,353,409,2467,294,294,1525,59,115,942,1069,1293,9642,910,910,6582,159,383,3060,343,502,4423,284,284,2441,59,218,1982,1047,3055,44726,763,763,10209,284,2292,34517,113,1196,9427,61,61,893,52,1135,8534,104,936,15084,40,40,1117,64,896,13967,57,1186,18949,20,20,1264,37,1166,17685,20,1190,19557,4,4,232,16,1186,19325,8,703,13893,1,1,10,7,702,13883,-,-,-,-,-,-,-,-,-,1563,3894,344483,1092,1092,28462,471,2802,316021
2,O,81,000,学校教育,1276,3375,337314,899,899,28086,377,2476,309228,196,200,3013,192,192,2903,4,8,110,48,152,2349,22,22,359,26,130,1990,2,2,8,1,1,6,1,1,2,5,5,32,5,5,32,-,-,-,3,3,22,3,3,22,-,-,-,18,26,762,10,10,234,8,16,528,3,7,77,1,1,11,2,6,66,3,76,477,1,1,44,2,75,433,-,-,-,-,-,-,-,-,-,2,6,602,-,-,-,2,6,602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032,3023,331952,685,685,24824,347,2338,307128
3,O,81,811,幼稚園,637,697,13356,597,597,11462,40,100,1894,167,169,2721,165,165,2658,2,4,63,3,5,45,1,1,6,2,4,39,1,1,6,1,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,467,523,10590,431,431,8798,36,92,1792
3,O,81,812,小学校,10,14,460,7,7,245,3,7,215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,14,460,7,7,245,3,7,215
3,O,81,813,中学校,27,33,1503,24,24,1105,3,9,398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,33,1503,24,24,1105,3,9,398
3,O,81,814,高等学校，中等教育学校,113,241,12528,58,58,4750,55,183,7778,-,-,-,-,-,-,-,-,-,3,7,91,1,1,5,2,6,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,1,1,5,-,-,-,1,4,82,-,-,-,1,4,82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,110,234,12437,57,57,4745,53,177,7692
3,O,81,815,特別支援学校,2,3,122,1,1,56,1,2,66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,122,1,1,56,1,2,66
3,O,81,816,高等教育機関,183,1631,285473,16,16,2976,167,1615,282497,-,-,-,-,-,-,-,-,-,3,7,323,-,-,-,3,7,323,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,301,-,-,-,1,3,301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,180,1624,285150,16,16,2976,164,1608,282174
3,O,81,817,専修学校，各種学校,299,750,23492,192,192,7268,107,558,16224,29,31,292,27,27,245,2,4,47,39,133,1890,20,20,348,19,113,1542,1,1,2,-,-,-,1,1,2,5,5,32,5,5,32,-,-,-,2,2,17,2,2,17,-,-,-,16,19,379,10,10,234,6,9,145,3,7,77,1,1,11,2,6,66,3,76,477,1,1,44,2,75,433,-,-,-,-,-,-,-,-,-,2,6,602,-,-,-,2,6,602,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,231,586,21310,145,145,6675,86,441,14635
3,O,81,818,学校教育支援機関,5,6,380,4,4,224,1,2,156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,380,4,4,224,1,2,156
2,O,82,000,その他の教育，学習支援業,10613,19055,179092,9172,9172,45370,1441,9883,133722,6472,6695,18855,6252,6252,16890,220,443,1965,3610,11489,147706,2513,2513,24842,1097,8976,122864,351,407,2459,293,293,1519,58,114,940,1064,1288,9610,905,905,6550,159,383,3060,340,499,4401,281,281,2419,59,218,1982,1029,3029,43964,753,753,9975,276,2276,33989,110,1189,9350,60,60,882,50,1129,8468,101,860,14607,39,39,1073,62,821,13534,57,1186,18949,20,20,1264,37,1166,17685,18,1184,18955,4,4,232,14,1180,18723,8,703,13893,1,1,10,7,702,13883,-,-,-,-,-,-,-,-,-,531,871,12531,407,407,3638,124,464,8893
3,O,82,821,社会教育,196,468,9603,135,135,1708,61,333,7895,13,13,32,13,13,32,-,-,-,64,185,3062,41,41,584,23,144,2478,1,1,5,1,1,5,-,-,-,11,15,216,9,9,85,2,6,131,4,4,16,4,4,16,-,-,-,31,65,753,24,24,233,7,41,520,4,8,179,1,1,9,3,7,170,2,8,176,-,-,-,2,8,176,2,66,1313,1,1,27,1,65,1286,1,1,209,1,1,209,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,270,6509,81,81,1092,38,189,5417
4,O,82,82A,公民館,2,2,19,2,2,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,19,2,2,19,-,-,-
4,O,82,82B,図書館,20,88,1778,16,16,186,4,72,1592,-,-,-,-,-,-,-,-,-,7,71,1373,6,6,87,1,65,1286,1,1,5,1,1,5,-,-,-,1,1,25,1,1,25,-,-,-,-,-,-,-,-,-,-,-,-,3,3,30,3,3,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,66,1313,1,1,27,1,65,1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,17,405,10,10,99,3,7,306
4,O,82,82C,博物館，美術館,115,202,3509,79,79,914,36,123,2595,11,11,26,11,11,26,-,-,-,25,35,227,15,15,94,10,20,133,-,-,-,-,-,-,-,-,-,1,1,4,1,1,4,-,-,-,4,4,16,4,4,16,-,-,-,12,13,91,10,10,74,2,3,17,1,2,65,-,-,-,1,2,65,1,3,23,-,-,-,1,3,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,156,3256,53,53,794,26,103,2462
4,O,82,82D,動物園，植物園，水族館,9,22,1355,3,3,23,6,19,1332,-,-,-,-,-,-,-,-,-,8,17,383,3,3,23,5,14,360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,7,63,3,3,23,2,4,40,-,-,-,-,-,-,-,-,-,1,5,153,-,-,-,1,5,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,972,-,-,-,1,5,972
4,O,82,82E,その他の社会教育,50,154,2942,35,35,566,15,119,2376,2,2,6,2,2,6,-,-,-,24,62,1079,17,17,380,7,45,699,-,-,-,-,-,-,-,-,-,9,13,187,7,7,56,2,6,131,-,-,-,-,-,-,-,-,-,11,42,569,8,8,106,3,34,463,3,6,114,1,1,9,2,5,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,209,1,1,209,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,90,1857,16,16,180,8,74,1677
3,O,82,822,職業・教育支援施設,418,583,7957,329,329,2824,89,254,5133,9,9,48,9,9,48,-,-,-,319,431,5965,250,250,2095,69,181,3870,36,38,135,31,31,103,5,7,32,65,68,211,61,61,195,4,7,16,20,21,89,19,19,75,1,2,14,124,153,1473,108,108,993,16,45,480,22,34,631,13,13,162,9,21,469,12,36,680,4,4,50,8,32,630,10,25,1786,2,2,489,8,23,1297,1,6,461,-,-,-,1,6,461,1,3,190,-,-,-,1,3,190,-,-,-,-,-,-,-,-,-,90,143,1944,70,70,681,20,73,1263
3,O,82,823,学習塾,2746,6117,76429,2323,2323,13568,423,3794,62861,1824,1888,8429,1753,1753,7599,71,135,830,912,4218,67912,563,563,5946,349,3655,61966,98,123,1132,74,74,598,24,49,534,277,373,3084,221,221,1690,56,152,1394,88,167,1885,69,69,707,19,98,1178,208,886,18885,132,132,1883,76,754,17002,21,265,2185,12,12,157,9,253,2028,12,230,2597,2,2,265,10,228,2332,10,290,6197,2,2,190,8,288,6007,5,771,13351,-,-,-,5,771,13351,4,670,13560,-,-,-,4,670,13560,-,-,-,-,-,-,-,-,-,10,11,88,7,7,23,3,4,65
3,O,82,824,教養・技能教授業,6649,10702,64955,5920,5920,20612,729,4782,44343,4577,4735,10165,4429,4429,9046,148,306,1119,1873,5697,52004,1331,1331,10300,542,4366,41704,188,217,1095,161,161,723,27,56,372,630,744,5364,540,540,3910,90,204,1454,184,253,1707,151,151,1057,33,102,650,499,1531,14307,357,357,3514,142,1174,10793,35,815,4854,16,16,229,19,799,4625,39,445,7681,16,16,328,23,429,7353,24,728,8394,8,8,164,16,720,8230,6,375,3260,2,2,15,4,373,3245,2,28,10,1,1,10,1,27,-,-,-,-,-,-,-,-,-,-,199,270,2786,160,160,1266,39,110,1520
