地域階層,地域コード,地域名,産業分類階層,大分類,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（決算月）／会社企業数,総数（決算月）／企業事業所数（事業所）,総数（決算月）／企業従業者数（人）,1月決算／会社企業数,1月決算／企業事業所数（事業所）,1月決算／企業従業者数（人）,2月決算／会社企業数,2月決算／企業事業所数（事業所）,2月決算／企業従業者数（人）,3月決算／会社企業数,3月決算／企業事業所数（事業所）,3月決算／企業従業者数（人）,4月決算／会社企業数,4月決算／企業事業所数（事業所）,4月決算／企業従業者数（人）,5月決算／会社企業数,5月決算／企業事業所数（事業所）,5月決算／企業従業者数（人）,6月決算／会社企業数,6月決算／企業事業所数（事業所）,6月決算／企業従業者数（人）,7月決算／会社企業数,7月決算／企業事業所数（事業所）,7月決算／企業従業者数（人）,8月決算／会社企業数,8月決算／企業事業所数（事業所）,8月決算／企業従業者数（人）,9月決算／会社企業数,9月決算／企業事業所数（事業所）,9月決算／企業従業者数（人）,10月決算／会社企業数,10月決算／企業事業所数（事業所）,10月決算／企業従業者数（人）,11月決算／会社企業数,11月決算／企業事業所数（事業所）,11月決算／企業従業者数（人）,12月決算／会社企業数,12月決算／企業事業所数（事業所）,12月決算／企業従業者数（人）
1,13200,市部,2,K,不動産業，物品賃貸業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,L,学術研究，専門・技術サービス業,0,00,総数（資本金階級）,2747,3167,24540,67,69,290,185,218,1210,514,628,7000,152,159,643,207,223,1026,276,314,2047,205,219,1036,206,233,1381,320,415,4267,127,137,613,84,87,440,254,279,1335
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,01,資本金300万円未満,286,292,809,13,13,58,21,21,88,40,40,107,14,15,36,23,23,65,36,36,94,21,21,43,14,14,31,31,32,93,19,21,67,8,8,20,32,32,63
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,02,資本金300万～500万円未満,1241,1295,4268,27,27,75,91,98,390,229,237,645,90,93,273,84,84,271,124,130,449,84,89,289,107,113,441,142,148,470,63,63,229,48,48,190,121,133,437
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,03,資本金500万～1000万円未満,245,262,1271,6,7,25,21,23,80,47,48,217,18,19,185,19,20,81,21,27,144,23,23,88,16,18,88,28,28,112,11,14,55,5,5,17,25,25,112
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,04,資本金1000万～3000万円未満,788,904,6311,19,20,128,43,60,324,155,182,1475,28,30,144,71,79,439,89,102,685,70,74,482,62,77,631,106,116,791,32,35,228,20,22,186,71,84,653
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,05,資本金3000万～5000万円未満,48,110,1628,-,-,-,4,5,91,17,26,465,2,2,5,5,12,152,4,7,283,3,8,85,3,5,131,6,38,355,1,3,30,1,2,21,1,1,9
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,06,資本金5000万～1億円未満,25,71,2122,-,-,-,1,1,9,9,52,1814,-,-,-,5,5,18,1,1,7,-,-,-,2,4,49,2,3,153,-,-,-,-,-,-,2,2,52
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,07,資本金1億～3億円未満,8,14,363,-,-,-,2,8,224,3,3,76,-,-,-,-,-,-,-,-,-,1,1,43,-,-,-,1,1,12,-,-,-,-,-,-,1,1,8
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,08,資本金3億～10億円未満,6,67,6601,-,-,-,-,-,-,2,5,1510,-,-,-,-,-,-,1,11,385,-,-,-,-,-,-,2,47,2276,-,-,-,-,-,-,-,-,-
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,09,資本金10億～50億円未満,1,17,107,-,-,-,-,-,-,1,17,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,L,学術研究，専門・技術サービス業,1,10,資本金50億円以上,6,13,572,-,-,-,1,1,1,5,12,571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,M,宿泊業，飲食サービス業,0,00,総数（資本金階級）,2768,10723,189908,60,85,708,146,270,2988,359,4072,49503,161,270,2186,182,266,2819,239,326,3489,182,300,3194,212,268,2496,245,441,5088,103,197,2444,94,122,1223,188,3098,104022
1,13200,市部,2,M,宿泊業，飲食サービス業,1,01,資本金300万円未満,270,322,2678,5,5,35,13,17,134,37,54,486,19,28,200,18,19,120,24,25,164,18,22,184,17,21,223,29,30,265,16,19,172,22,25,197,36,38,360
1,13200,市部,2,M,宿泊業，飲食サービス業,1,02,資本金300万～500万円未満,1138,1396,11900,27,45,363,73,91,840,152,198,1849,88,98,615,93,128,1134,121,144,1367,101,118,816,110,126,995,124,152,1423,55,69,617,44,54,376,80,99,784
1,13200,市部,2,M,宿泊業，飲食サービス業,1,03,資本金500万～1000万円未満,353,486,5587,10,13,88,23,32,283,53,96,1580,16,16,98,34,49,519,42,70,688,27,37,528,27,29,195,35,38,348,13,20,244,14,16,187,24,27,238
1,13200,市部,2,M,宿泊業，飲食サービス業,1,04,資本金1000万～3000万円未満,450,1275,19193,16,20,170,33,126,1683,91,438,7214,34,107,1134,35,65,975,44,69,994,28,65,789,43,64,646,44,114,1383,15,23,266,10,23,412,38,136,3186
1,13200,市部,2,M,宿泊業，飲食サービス業,1,05,資本金3000万～5000万円未満,30,115,1658,1,1,32,-,-,-,6,23,254,2,18,114,-,-,-,5,14,227,1,1,11,4,10,172,4,41,763,1,1,27,2,2,27,2,2,20
1,13200,市部,2,M,宿泊業，飲食サービス業,1,06,資本金5000万～1億円未満,24,243,3720,-,-,-,1,1,8,7,106,1584,1,2,13,1,4,52,1,1,17,3,53,822,4,11,208,3,55,685,-,-,-,-,-,-,1,1,28
1,13200,市部,2,M,宿泊業，飲食サービス業,1,07,資本金1億～3億円未満,8,2859,100486,-,-,-,-,-,-,2,2,4,-,-,-,1,1,19,-,-,-,-,-,-,-,-,-,3,6,195,1,62,1100,-,-,-,2,2789,99169
1,13200,市部,2,M,宿泊業，飲食サービス業,1,08,資本金3億～10億円未満,2,76,1569,-,-,-,-,-,-,2,76,1569,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,M,宿泊業，飲食サービス業,1,09,資本金10億～50億円未満,3,2038,33820,-,-,-,-,-,-,2,2037,33605,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,215
1,13200,市部,2,M,宿泊業，飲食サービス業,1,10,資本金50億円以上,1,1035,1301,-,-,-,-,-,-,1,1035,1301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,N,生活関連サービス業，娯楽業,0,00,総数（資本金階級）,2142,4109,39894,50,139,1144,137,375,2410,298,805,11769,133,223,2322,169,264,2330,169,300,2647,153,321,2338,202,324,2748,192,331,3128,96,144,1064,64,83,666,171,259,2945
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,01,資本金300万円未満,195,238,1429,5,6,60,10,10,88,35,54,357,16,19,72,17,19,73,15,16,80,9,10,27,12,12,49,15,16,68,11,11,89,15,16,88,21,35,265
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,02,資本金300万～500万円未満,917,1277,7779,27,36,249,66,99,672,118,157,817,57,78,562,88,140,895,88,132,917,75,98,627,114,146,803,94,122,652,50,75,362,24,33,164,74,101,554
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,03,資本金500万～1000万円未満,242,352,2277,5,7,29,23,33,179,28,37,312,20,32,144,23,31,297,18,26,162,25,30,186,24,35,208,21,27,153,15,26,170,10,12,104,21,41,210
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,04,資本金1000万～3000万円未満,469,1415,14810,12,89,784,33,127,996,82,394,3988,35,72,936,36,54,840,37,93,1093,41,180,1451,45,110,1046,52,135,1464,17,29,430,14,21,307,45,71,816
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,05,資本金3000万～5000万円未満,36,190,4368,-,-,-,1,14,104,15,117,3366,3,3,32,2,16,190,6,28,362,-,-,-,1,1,22,3,6,129,-,-,-,-,-,-,4,4,144
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,06,資本金5000万～1億円未満,27,174,2874,1,1,22,3,91,328,12,28,1393,2,19,576,1,2,19,2,2,23,-,-,-,3,12,217,4,21,481,-,-,-,-,-,-,-,-,-
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,07,資本金1億～3億円未満,10,18,1914,-,-,-,-,-,-,5,7,1309,-,-,-,-,-,-,-,-,-,1,1,29,2,7,396,1,2,174,1,1,6,-,-,-,-,-,-
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,08,資本金3億～10億円未満,4,5,891,-,-,-,1,1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,848
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,09,資本金10億～50億円未満,1,1,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,105
1,13200,市部,2,N,生活関連サービス業，娯楽業,1,10,資本金50億円以上,2,10,224,-,-,-,-,-,-,2,10,224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,O,教育，学習支援業,0,00,総数（資本金階級）,718,1382,13004,16,26,142,58,99,921,152,352,4191,35,93,971,48,64,690,57,77,624,31,65,512,40,88,688,62,106,1041,35,43,373,11,13,131,66,172,1227
1,13200,市部,2,O,教育，学習支援業,1,01,資本金300万円未満,93,114,813,3,3,9,5,5,18,22,24,225,5,7,98,10,18,167,7,7,57,4,4,11,1,2,11,6,8,18,3,5,23,3,3,43,15,17,100
1,13200,市部,2,O,教育，学習支援業,1,02,資本金300万～500万円未満,282,345,2535,6,6,32,31,39,292,56,69,483,12,15,92,21,23,144,25,34,201,15,17,213,17,17,115,33,47,407,14,19,141,4,5,24,33,35,286
1,13200,市部,2,O,教育，学習支援業,1,03,資本金500万～1000万円未満,72,130,1503,2,2,19,3,11,147,15,19,352,5,20,239,7,13,89,13,19,160,2,2,9,6,6,43,5,5,65,6,7,98,1,1,16,5,23,247
1,13200,市部,2,O,教育，学習支援業,1,04,資本金1000万～3000万円未満,164,381,4563,4,8,41,17,42,443,46,93,1696,11,46,479,8,8,285,10,15,140,9,41,274,13,55,404,15,36,307,11,11,105,1,2,37,10,12,161
1,13200,市部,2,O,教育，学習支援業,1,05,資本金3000万～5000万円未満,12,102,716,-,-,-,1,1,16,2,4,68,2,5,63,-,-,-,1,1,51,-,-,-,-,-,-,2,5,117,1,1,6,1,1,5,3,85,433
1,13200,市部,2,O,教育，学習支援業,1,06,資本金5000万～1億円未満,7,26,530,1,7,41,-,-,-,2,6,251,-,-,-,1,1,3,-,-,-,-,-,-,2,7,108,1,5,127,-,-,-,-,-,-,-,-,-
1,13200,市部,2,O,教育，学習支援業,1,07,資本金1億～3億円未満,3,24,501,-,-,-,-,-,-,3,24,501,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,O,教育，学習支援業,1,08,資本金3億～10億円未満,1,1,5,-,-,-,1,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,O,教育，学習支援業,1,09,資本金10億～50億円未満,1,108,597,-,-,-,-,-,-,1,108,597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,O,教育，学習支援業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,P,医療，福祉,0,00,総数（資本金階級）,1123,1766,23823,30,47,545,56,80,665,243,425,8079,55,84,1206,71,88,1137,65,85,1561,88,134,1796,66,82,1023,96,170,2303,64,75,915,48,62,543,86,146,1248
1,13200,市部,2,P,医療，福祉,1,01,資本金300万円未満,205,234,1994,5,5,49,13,19,107,44,52,525,9,9,55,12,13,106,17,18,156,14,14,100,10,13,85,20,22,199,20,22,160,14,15,196,17,23,210
1,13200,市部,2,P,医療，福祉,1,02,資本金300万～500万円未満,450,598,6594,13,19,100,25,32,262,99,129,2078,34,40,343,38,44,416,28,31,520,40,52,617,34,40,396,43,80,903,25,29,275,21,33,206,42,61,377
1,13200,市部,2,P,医療，福祉,1,03,資本金500万～1000万円未満,133,180,2365,3,4,74,2,2,6,28,40,650,4,4,30,10,13,75,9,11,131,15,22,236,11,13,245,16,26,391,11,14,134,7,8,63,11,16,282
1,13200,市部,2,P,医療，福祉,1,04,資本金1000万～3000万円未満,167,343,6341,8,17,307,14,25,274,56,132,2415,6,24,637,8,15,358,8,13,354,18,40,616,6,9,146,13,31,657,7,8,216,4,4,63,11,16,169
1,13200,市部,2,P,医療，福祉,1,05,資本金3000万～5000万円未満,20,85,1987,1,2,15,-,-,-,7,30,1269,2,7,141,1,1,5,1,3,98,-,-,-,2,4,148,3,9,101,1,2,130,-,-,-,2,27,80
1,13200,市部,2,P,医療，福祉,1,06,資本金5000万～1億円未満,11,48,1296,-,-,-,-,-,-,4,19,471,-,-,-,1,1,176,2,9,302,1,6,227,-,-,-,1,2,52,-,-,-,1,1,12,-,-,-
1,13200,市部,2,P,医療，福祉,1,07,資本金1億～3億円未満,3,3,270,-,-,-,-,-,-,2,2,146,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,124
1,13200,市部,2,P,医療，福祉,1,08,資本金3億～10億円未満,2,20,512,-,-,-,-,-,-,2,20,512,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,P,医療，福祉,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,P,医療，福祉,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,0,00,総数（資本金階級）,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,01,資本金300万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,02,資本金300万～500万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,03,資本金500万～1000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,04,資本金1000万～3000万円未満,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,Q,複合サービス事業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,R,サービス業（他に分類されないもの）,0,00,総数（資本金階級）,2221,3136,65927,66,91,2705,154,181,3294,454,800,27905,144,170,2565,210,240,4044,195,232,4454,162,198,2181,179,296,6223,240,327,5697,98,172,1845,56,61,1172,138,192,2648
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,01,資本金300万円未満,162,171,1144,3,3,6,11,12,82,32,37,256,15,15,123,14,14,70,14,17,196,11,11,98,6,6,41,18,18,91,4,4,15,7,7,44,10,10,38
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,02,資本金300万～500万円未満,941,1024,6632,24,25,413,79,86,541,161,174,1280,65,67,483,111,111,688,99,103,654,86,89,542,71,115,692,99,104,682,48,51,268,21,21,75,58,59,232
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,03,資本金500万～1000万円未満,183,197,2026,4,4,31,21,23,242,38,44,738,12,12,99,13,13,129,12,12,102,12,13,66,18,20,162,23,23,138,9,9,118,4,4,48,17,20,196
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,04,資本金1000万～3000万円未満,712,1068,25888,29,48,1300,34,40,602,169,249,8410,45,56,1006,62,78,2092,61,81,2443,47,69,1157,71,103,2925,85,145,3429,36,107,1344,22,25,554,40,55,1131
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,05,資本金3000万～5000万円未満,69,207,7320,4,6,920,7,16,1776,16,62,1645,3,3,337,8,20,426,4,4,116,4,10,235,7,32,1055,7,22,595,1,1,100,-,-,-,8,37,836
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,06,資本金5000万～1億円未満,33,112,4959,-,-,-,1,1,22,13,63,2998,1,9,176,1,3,638,1,2,38,1,5,78,3,5,161,6,11,274,-,-,-,2,4,451,4,9,123
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,07,資本金1億～3億円未満,20,144,11592,1,4,33,-,-,-,14,118,9672,1,6,334,-,-,-,2,11,894,-,-,-,2,5,659,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,08,資本金3億～10億円未満,7,52,2544,-,-,-,-,-,-,4,37,1437,-,-,-,-,-,-,-,-,-,-,-,-,1,10,528,1,3,487,-,-,-,-,-,-,1,2,92
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,09,資本金10億～50億円未満,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,2,R,サービス業（他に分類されないもの）,1,10,資本金50億円以上,1,10,1362,-,-,-,-,-,-,1,10,1362,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,0,00,総数（資本金階級）,6841,10240,111297,178,251,2192,456,1022,7628,1126,1969,37965,474,598,4649,575,836,6996,613,928,9284,557,682,5969,610,1237,9479,711,936,9455,332,486,4672,192,244,1875,473,667,5868
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,01,資本金300万円未満,402,457,2755,11,13,53,20,21,133,80,100,475,31,31,177,24,29,228,38,39,173,19,23,218,27,34,137,45,48,285,22,22,165,17,19,141,36,45,283
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,02,資本金300万～500万円未満,2910,3201,18101,83,88,459,237,263,1708,424,466,2985,225,239,1108,268,320,1912,275,297,1638,265,295,1786,273,302,1579,315,344,1783,157,167,957,81,91,551,212,226,1055
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,03,資本金500万～1000万円未満,719,840,5636,20,25,388,56,63,432,103,119,811,55,68,354,76,92,603,65,81,549,70,75,483,64,67,269,74,97,781,36,38,208,27,31,184,47,53,308
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,04,資本金1000万～3000万円未満,2004,2967,32780,57,111,1156,114,189,1864,373,499,7161,141,223,2358,167,316,2523,188,295,3475,172,223,2282,201,272,2627,225,305,3845,101,198,1753,54,67,734,148,200,2067
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,05,資本金3000万～5000万円未満,236,642,10632,4,8,100,19,42,1390,51,193,4579,14,19,218,25,36,712,24,67,662,15,26,320,25,60,1333,24,39,880,12,25,312,7,30,201,13,100,647
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,06,資本金5000万～1億円未満,142,584,10787,1,1,30,6,15,554,52,141,2986,7,10,229,11,39,989,12,113,1083,11,33,779,11,44,1062,16,84,1393,2,24,596,3,3,55,7,19,456
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,07,資本金1億～3億円未満,39,648,13017,1,4,5,3,428,1543,18,162,9176,-,-,-,1,1,19,5,20,1300,1,1,43,3,443,1891,3,8,262,-,-,-,-,-,-,5,7,315
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,08,資本金3億～10億円未満,16,126,7469,-,-,-,-,-,-,8,68,4891,1,8,205,-,-,-,1,11,385,1,3,48,1,10,528,-,-,-,1,11,679,-,-,-,3,15,733
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,09,資本金10億～50億円未満,4,67,2394,-,-,-,-,-,-,4,67,2394,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,0,A-R,全産業（Ｓ公務を除く）,1,10,資本金50億円以上,4,145,2458,-,-,-,-,-,-,4,145,2458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,187,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,0,00,総数（資本金階級）,24,25,204,1,1,12,3,3,31,5,6,32,1,1,4,2,2,8,1,1,1,-,-,-,2,2,11,6,6,28,-,-,-,1,1,14,1,1,61
4,13201,八王子市,1,A-B,農林漁業,1,01,資本金300万円未満,4,4,19,-,-,-,-,-,-,3,3,15,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,02,資本金300万～500万円未満,13,14,154,-,-,-,2,2,20,2,3,17,-,-,-,2,2,8,-,-,-,-,-,-,2,2,11,3,3,23,-,-,-,1,1,14,1,1,61
4,13201,八王子市,1,A-B,農林漁業,1,03,資本金500万～1000万円未満,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,04,資本金1000万～3000万円未満,3,3,16,1,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,05,資本金3000万～5000万円未満,2,2,13,-,-,-,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,1,A-B,農林漁業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,0,00,総数（資本金階級）,24,25,204,1,1,12,3,3,31,5,6,32,1,1,4,2,2,8,1,1,1,-,-,-,2,2,11,6,6,28,-,-,-,1,1,14,1,1,61
4,13201,八王子市,2,A,農業，林業,1,01,資本金300万円未満,4,4,19,-,-,-,-,-,-,3,3,15,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,02,資本金300万～500万円未満,13,14,154,-,-,-,2,2,20,2,3,17,-,-,-,2,2,8,-,-,-,-,-,-,2,2,11,3,3,23,-,-,-,1,1,14,1,1,61
4,13201,八王子市,2,A,農業，林業,1,03,資本金500万～1000万円未満,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,04,資本金1000万～3000万円未満,3,3,16,1,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,05,資本金3000万～5000万円未満,2,2,13,-,-,-,1,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,06,資本金5000万～1億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13201,八王子市,2,A,農業，林業,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
