地域階層,地域コード,地域名,産業分類階層,大分類,中分類,産業分類名,企業等／総数／企業数（企業）,企業等／総数／事業所数（事業所）,企業等／総数／企業従業者数（人）,企業等／総数／売上（収入）金額（百万円）,企業等／単一事業所企業／企業数（企業）,企業等／単一事業所企業／事業所数（事業所）,企業等／単一事業所企業／企業従業者数（人）,企業等／単一事業所企業／売上（収入）金額（百万円）,企業等／複数事業所企業／企業数（企業）,企業等／複数事業所企業／事業所数（事業所）,企業等／複数事業所企業／企業従業者数（人）,企業等／複数事業所企業／売上（収入）金額（百万円）,個人／総数／企業数（企業）,個人／総数／事業所数（事業所）,個人／総数／企業従業者数（人）,個人／総数／売上（収入）金額（百万円）,個人／単一事業所企業／企業数（企業）,個人／単一事業所企業／事業所数（事業所）,個人／単一事業所企業／企業従業者数（人）,個人／単一事業所企業／売上（収入）金額（百万円）,個人／複数事業所企業／企業数（企業）,個人／複数事業所企業／事業所数（事業所）,個人／複数事業所企業／企業従業者数（人）,個人／複数事業所企業／売上（収入）金額（百万円）,会社企業／総数／企業数（企業）,会社企業／総数／事業所数（事業所）,会社企業／総数／企業従業者数（人）,会社企業／総数／売上（収入）金額（百万円）,会社企業／単一事業所企業／企業数（企業）,会社企業／単一事業所企業／事業所数（事業所）,会社企業／単一事業所企業／企業従業者数（人）,会社企業／単一事業所企業／売上（収入）金額（百万円）,会社企業／複数事業所企業／企業数（企業）,会社企業／複数事業所企業／事業所数（事業所）,会社企業／複数事業所企業／企業従業者数（人）,会社企業／複数事業所企業／売上（収入）金額（百万円）,会社以外の法人／総数／企業数（企業）,会社以外の法人／総数／事業所数（事業所）,会社以外の法人／総数／企業従業者数（人）,会社以外の法人／総数／売上（収入）金額（百万円）,会社以外の法人／単一事業所企業／企業数（企業）,会社以外の法人／単一事業所企業／事業所数（事業所）,会社以外の法人／単一事業所企業／企業従業者数（人）,会社以外の法人／単一事業所企業／売上（収入）金額（百万円）,会社以外の法人／複数事業所企業／企業数（企業）,会社以外の法人／複数事業所企業／事業所数（事業所）,会社以外の法人／複数事業所企業／企業従業者数（人）,会社以外の法人／複数事業所企業／売上（収入）金額（百万円）
4,13213,東村山市,2,E,18,プラスチック製品製造業（別掲を除く）,8,8,60,330,8,8,60,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,60,330,8,8,60,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,19,ゴム製品製造業,1,1,28,x,1,1,28,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,28,x,1,1,28,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,20,なめし革・同製品・毛皮製造業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,21,窯業・土石製品製造業,1,1,47,x,1,1,47,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,47,x,1,1,47,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,22,鉄鋼業,1,1,1,x,1,1,1,x,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,23,非鉄金属製造業,6,7,30,396,5,5,23,x,1,2,7,x,1,1,1,x,1,1,1,x,-,-,-,-,5,6,29,x,4,4,22,x,1,2,7,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,24,金属製品製造業,14,14,105,1141,14,14,105,1141,-,-,-,-,3,3,5,26,3,3,5,26,-,-,-,-,11,11,100,1115,11,11,100,1115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,25,はん用機械器具製造業,4,9,72,1592,3,3,17,x,1,6,55,x,-,-,-,-,-,-,-,-,-,-,-,-,4,9,72,1592,3,3,17,x,1,6,55,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,26,生産用機械器具製造業,9,11,48,647,7,7,38,x,2,4,10,x,1,1,2,x,1,1,2,x,-,-,-,-,8,10,46,x,6,6,36,x,2,4,10,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,27,業務用機械器具製造業,6,6,37,369,6,6,37,369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6,37,369,6,6,37,369,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,28,電子部品・デバイス・電子回路製造業,15,18,545,7538,12,12,388,6135,3,6,157,1402,1,1,1,x,1,1,1,x,-,-,-,-,14,17,544,x,11,11,387,x,3,6,157,1402,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,29,電気機械器具製造業,15,17,132,3079,13,13,97,x,2,4,35,x,2,2,8,x,2,2,8,x,-,-,-,-,13,15,124,x,11,11,89,x,2,4,35,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,30,情報通信機械器具製造業,5,6,51,648,4,4,40,x,1,2,11,x,-,-,-,-,-,-,-,-,-,-,-,-,5,6,51,648,4,4,40,x,1,2,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,31,輸送用機械器具製造業,1,1,12,x,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,x,1,1,12,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,E,32,その他の製造業,13,15,134,1826,12,12,58,x,1,3,76,x,6,6,9,27,6,6,9,27,-,-,-,-,7,9,125,1799,6,6,49,x,1,3,76,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,F,00,電気・ガス・熱供給・水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,F,33,電気業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,F,34,ガス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,F,35,熱供給業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,F,36,水道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,G,00,情報通信業,17,18,235,x,16,16,230,x,1,2,5,x,1,1,1,x,1,1,1,x,-,-,-,-,15,16,226,2084,14,14,221,x,1,2,5,x,1,1,8,x,1,1,8,x,-,-,-,-
4,13213,東村山市,2,G,37,通信業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,G,38,放送業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,G,39,情報サービス業,11,12,220,x,10,10,215,x,1,2,5,x,-,-,-,-,-,-,-,-,-,-,-,-,11,12,220,x,10,10,215,x,1,2,5,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,G,40,インターネット附随サービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,G,41,映像・音声・文字情報制作業,6,6,15,36,6,6,15,36,-,-,-,-,1,1,1,x,1,1,1,x,-,-,-,-,4,4,6,x,4,4,6,x,-,-,-,-,1,1,8,x,1,1,8,x,-,-,-,-
4,13213,東村山市,1,H,00,運輸業，郵便業,36,43,959,6947,31,31,517,x,5,12,442,x,7,7,10,27,7,7,10,27,-,-,-,-,28,35,935,x,23,23,493,3919,5,12,442,x,1,1,14,x,1,1,14,x,-,-,-,-
4,13213,東村山市,2,H,42,鉄道業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,H,43,道路旅客運送業,11,12,222,1288,10,10,194,x,1,2,28,x,6,6,9,x,6,6,9,x,-,-,-,-,5,6,213,x,4,4,185,x,1,2,28,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,H,44,道路貨物運送業,21,26,620,4994,18,18,303,x,3,8,317,x,1,1,1,x,1,1,1,x,-,-,-,-,19,24,605,x,16,16,288,x,3,8,317,x,1,1,14,x,1,1,14,x,-,-,-,-
4,13213,東村山市,2,H,45,水運業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,H,46,航空運輸業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,H,47,倉庫業,3,4,109,x,2,2,12,x,1,2,97,x,-,-,-,-,-,-,-,-,-,-,-,-,3,4,109,x,2,2,12,x,1,2,97,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,H,48,運輸に附帯するサービス業,1,1,8,x,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,8,x,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,H,49,郵便業（信書便事業を含む）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,I,00,卸売業，小売業,477,570,3207,61105,435,435,2097,31534,42,135,1110,29571,232,233,683,x,231,231,679,4544,1,2,4,x,241,333,2434,52407,200,200,1328,x,41,133,1106,x,4,4,90,x,4,4,90,x,-,-,-,-
4,13213,東村山市,2,I,50,各種商品卸売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,51,繊維・衣服等卸売業,7,7,20,240,7,7,20,240,-,-,-,-,1,1,2,x,1,1,2,x,-,-,-,-,6,6,18,x,6,6,18,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,52,飲食料品卸売業,16,21,216,4994,11,11,49,687,5,10,167,4307,4,4,14,88,4,4,14,88,-,-,-,-,12,17,202,4906,7,7,35,599,5,10,167,4307,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,53,建築材料，鉱物・金属材料等卸売業,24,26,173,6241,23,23,109,x,1,3,64,x,5,5,16,112,5,5,16,112,-,-,-,-,19,21,157,6129,18,18,93,x,1,3,64,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,54,機械器具卸売業,27,30,168,13741,24,24,112,4411,3,6,56,9330,-,-,-,-,-,-,-,-,-,-,-,-,27,30,168,13741,24,24,112,4411,3,6,56,9330,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,55,その他の卸売業,26,27,75,1969,25,25,71,x,1,2,4,x,9,9,24,121,9,9,24,121,-,-,-,-,17,18,51,1848,16,16,47,x,1,2,4,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,56,各種商品小売業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,57,織物・衣服・身の回り品小売業,40,46,123,820,35,35,92,640,5,11,31,180,28,28,49,295,28,28,49,295,-,-,-,-,12,18,74,525,7,7,43,345,5,11,31,180,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,58,飲食料品小売業,139,157,1147,12637,131,131,852,9881,8,26,295,2757,92,92,345,2369,92,92,345,2369,-,-,-,-,44,62,735,x,36,36,440,x,8,26,295,2757,3,3,67,x,3,3,67,x,-,-,-,-
4,13213,東村山市,2,I,59,機械器具小売業,47,48,128,2171,45,45,120,x,2,3,8,x,24,24,37,281,24,24,37,281,-,-,-,-,23,24,91,1890,21,21,83,x,2,3,8,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,I,60,その他の小売業,135,192,1032,16720,118,118,547,6392,17,74,485,10329,65,66,189,x,64,64,185,x,1,2,4,x,69,125,820,15371,53,53,339,x,16,72,481,x,1,1,23,x,1,1,23,x,-,-,-,-
4,13213,東村山市,2,I,61,無店舗小売業,16,16,125,1571,16,16,125,1571,-,-,-,-,4,4,7,68,4,4,7,68,-,-,-,-,12,12,118,1503,12,12,118,1503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,J,00,金融業，保険業,15,15,40,142,15,15,40,142,-,-,-,-,5,5,10,26,5,5,10,26,-,-,-,-,10,10,30,116,10,10,30,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,J,62,銀行業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,J,63,協同組織金融業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,J,64,貸金業，クレジットカード業等非預金信用機関,2,2,3,x,2,2,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,3,x,2,2,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,J,65,金融商品取引業，商品先物取引業,1,1,2,x,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,x,1,1,2,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,J,66,補助的金融業等,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,J,67,保険業（保険媒介代理業，保険サービス業を含む）,12,12,35,133,12,12,35,133,-,-,-,-,5,5,10,26,5,5,10,26,-,-,-,-,7,7,25,107,7,7,25,107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,K,00,不動産業，物品賃貸業,186,190,681,10998,182,182,556,8205,4,8,125,2793,49,49,91,x,49,49,91,x,-,-,-,-,136,140,590,10209,132,132,465,7416,4,8,125,2793,1,1,-,x,1,1,-,x,-,-,-,-
4,13213,東村山市,2,K,68,不動産取引業,47,49,249,6144,45,45,192,x,2,4,57,x,4,4,10,x,4,4,10,x,-,-,-,-,42,44,239,5895,40,40,182,x,2,4,57,x,1,1,-,x,1,1,-,x,-,-,-,-
4,13213,東村山市,2,K,69,不動産賃貸業・管理業,133,134,361,4360,132,132,350,x,1,2,11,x,45,45,81,540,45,45,81,540,-,-,-,-,88,89,280,3820,87,87,269,x,1,2,11,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,K,70,物品賃貸業,6,7,71,494,5,5,14,x,1,2,57,x,-,-,-,-,-,-,-,-,-,-,-,-,6,7,71,494,5,5,14,x,1,2,57,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,L,00,学術研究，専門・技術サービス業,101,107,399,x,95,95,294,1869,6,12,105,x,44,44,114,x,44,44,114,x,-,-,-,-,55,61,255,1782,49,49,150,x,6,12,105,x,2,2,30,x,2,2,30,x,-,-,-,-
4,13213,東村山市,2,L,71,学術・開発研究機関,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,L,72,専門サービス業（他に分類されないもの）,52,53,148,x,51,51,143,x,1,2,5,x,33,33,88,603,33,33,88,603,-,-,-,-,17,18,30,x,16,16,25,x,1,2,5,x,2,2,30,x,2,2,30,x,-,-,-,-
4,13213,東村山市,2,L,73,広告業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,L,74,技術サービス業（他に分類されないもの）,49,54,251,1826,44,44,151,x,5,10,100,x,11,11,26,144,11,11,26,144,-,-,-,-,38,43,225,1682,33,33,125,x,5,10,100,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,M,00,宿泊業，飲食サービス業,303,388,2471,13765,288,288,1096,3509,15,100,1375,10256,240,240,729,2061,239,239,715,x,1,1,14,x,61,146,1733,x,47,47,372,1515,14,99,1361,x,2,2,9,x,2,2,9,x,-,-,-,-
4,13213,東村山市,2,M,75,宿泊業,8,10,124,507,6,6,89,x,2,4,35,x,-,-,-,-,-,-,-,-,-,-,-,-,7,9,120,x,5,5,85,x,2,4,35,x,1,1,4,x,1,1,4,x,-,-,-,-
4,13213,東村山市,2,M,76,飲食店,288,369,2279,12861,277,277,955,3033,11,92,1324,9827,237,237,709,x,237,237,709,x,-,-,-,-,50,131,1565,x,39,39,241,x,11,92,1324,9827,1,1,5,x,1,1,5,x,-,-,-,-
4,13213,東村山市,2,M,77,持ち帰り・配達飲食サービス業,7,9,68,397,5,5,52,x,2,4,16,x,3,3,20,x,2,2,6,x,1,1,14,x,4,6,48,x,3,3,46,x,1,3,2,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,N,00,生活関連サービス業，娯楽業,253,318,1096,4241,240,240,671,2503,13,78,425,1738,206,207,446,1213,205,205,442,x,1,2,4,x,46,110,646,x,34,34,225,x,12,76,421,x,1,1,4,x,1,1,4,x,-,-,-,-
4,13213,東村山市,2,N,78,洗濯・理容・美容・浴場業,215,269,842,2987,205,205,486,1646,10,64,356,1341,184,185,387,1113,183,183,383,x,1,2,4,x,31,84,455,1874,22,22,103,x,9,62,352,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,N,79,その他の生活関連サービス業,23,34,142,848,20,20,73,451,3,14,69,397,11,11,26,x,11,11,26,x,-,-,-,-,11,22,112,788,8,8,43,390,3,14,69,397,1,1,4,x,1,1,4,x,-,-,-,-
4,13213,東村山市,2,N,80,娯楽業,15,15,112,406,15,15,112,406,-,-,-,-,11,11,33,x,11,11,33,x,-,-,-,-,4,4,79,x,4,4,79,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,O,00,教育，学習支援業,91,132,1022,4038,82,82,457,1776,9,50,565,2262,69,73,276,x,67,67,183,274,2,6,93,x,12,48,430,1640,6,6,43,229,6,42,387,1410,10,11,316,x,9,9,231,1272,1,2,85,x
4,13213,東村山市,2,O,81,学校教育,9,10,313,2034,8,8,228,x,1,2,85,x,1,1,8,x,1,1,8,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,305,x,7,7,220,x,1,2,85,x
4,13213,東村山市,2,O,82,その他の教育，学習支援業,82,122,709,2004,74,74,229,x,8,48,480,x,68,72,268,x,66,66,175,x,2,6,93,x,12,48,430,1640,6,6,43,229,6,42,387,1410,2,2,11,x,2,2,11,x,-,-,-,-
4,13213,東村山市,1,P,00,医療，福祉,274,342,6014,34859,256,256,3566,21262,18,86,2448,13596,160,162,919,5836,158,158,805,x,2,4,114,x,33,48,605,1976,28,28,318,879,5,20,287,1097,81,132,4490,27046,70,70,2443,x,11,62,2047,x
4,13213,東村山市,2,P,83,医療業,207,216,2908,19958,202,202,2106,13953,5,14,802,6005,154,155,827,5612,153,153,754,x,1,2,73,x,12,13,93,575,11,11,69,x,1,2,24,x,41,48,1988,13771,38,38,1283,x,3,10,705,x
4,13213,東村山市,2,P,84,保健衛生,1,1,20,x,1,1,20,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,20,x,1,1,20,x,-,-,-,-
4,13213,東村山市,2,P,85,社会保険・社会福祉・介護事業,66,125,3086,x,53,53,1440,x,13,72,1646,7591,6,7,92,224,5,5,51,x,1,2,41,x,21,35,512,1401,17,17,249,x,4,18,263,x,39,83,2482,x,31,31,1140,x,8,52,1342,6642
4,13213,東村山市,1,Q,00,複合サービス事業,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x,1,1,3,x,-,-,-,-
4,13213,東村山市,2,Q,86,郵便局,1,1,3,x,1,1,3,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,3,x,1,1,3,x,-,-,-,-
4,13213,東村山市,2,Q,87,協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,1,R,00,サービス業（他に分類されないもの）,75,83,673,5047,71,71,438,3381,4,12,235,1665,13,13,29,119,13,13,29,119,-,-,-,-,36,44,519,3388,32,32,284,1722,4,12,235,1665,26,26,125,1541,26,26,125,1541,-,-,-,-
4,13213,東村山市,2,R,88,廃棄物処理業,6,9,215,2084,5,5,84,x,1,4,131,x,-,-,-,-,-,-,-,-,-,-,-,-,5,8,214,x,4,4,83,x,1,4,131,x,1,1,1,x,1,1,1,x,-,-,-,-
4,13213,東村山市,2,R,89,自動車整備業,14,14,41,394,14,14,41,394,-,-,-,-,6,6,10,x,6,6,10,x,-,-,-,-,7,7,17,103,7,7,17,103,-,-,-,-,1,1,14,x,1,1,14,x,-,-,-,-
4,13213,東村山市,2,R,90,機械等修理業（別掲を除く）,7,7,22,121,7,7,22,121,-,-,-,-,4,4,9,28,4,4,9,28,-,-,-,-,3,3,13,94,3,3,13,94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,R,91,職業紹介・労働者派遣業,5,5,58,717,5,5,58,717,-,-,-,-,1,1,3,x,1,1,3,x,-,-,-,-,3,3,38,x,3,3,38,x,-,-,-,-,1,1,17,x,1,1,17,x,-,-,-,-
4,13213,東村山市,2,R,92,その他の事業サービス業,20,25,244,1114,17,17,140,x,3,8,104,x,2,2,7,x,2,2,7,x,-,-,-,-,18,23,237,x,15,15,133,x,3,8,104,x,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,東村山市,2,R,93,政治・経済・文化団体,9,9,56,598,9,9,56,598,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,56,598,9,9,56,598,-,-,-,-
4,13213,東村山市,2,R,94,宗教,14,14,37,20,14,14,37,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14,37,20,14,14,37,20,-,-,-,-
4,13213,東村山市,2,R,95,その他のサービス業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,0,A-R,00,全産業（Ｓ公務を除く）,1914,2163,17597,220258,1805,1805,10461,118242,109,358,7136,102016,905,909,3152,23162,899,899,3096,22799,6,10,56,363,908,1110,10368,152220,819,819,5854,83701,89,291,4514,68519,101,144,4077,44876,87,87,1511,11742,14,57,2566,33134
4,13214,国分寺市,0,A-B,00,農林漁業（Ａ～Ｂ）,3,3,14,134,3,3,14,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,14,134,3,3,14,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,A,00,農業，林業,3,3,14,134,3,3,14,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,14,134,3,3,14,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,2,A,01,農業,3,3,14,134,3,3,14,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,14,134,3,3,14,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,2,A,02,林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,B,00,漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,2,B,03,漁業（水産養殖業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,2,B,04,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,1911,2160,17583,220124,1802,1802,10447,118108,109,358,7136,102016,905,909,3152,23162,899,899,3096,22799,6,10,56,363,905,1107,10354,152086,816,816,5840,83567,89,291,4514,68519,101,144,4077,44876,87,87,1511,11742,14,57,2566,33134
4,13214,国分寺市,1,C,00,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,2,C,05,鉱業，採石業，砂利採取業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,1,D,00,建設業,185,194,1156,28812,176,176,950,20604,9,18,206,8208,33,33,73,x,33,33,73,x,-,-,-,-,151,160,1074,27552,142,142,868,19344,9,18,206,8208,1,1,9,x,1,1,9,x,-,-,-,-
