"施策の体系","少子化打破","実P","重点的取組","数値目標","計画番号","事業名","所管局","事業概要","平成22年度実績","平成23年度実績","平成24年度実績","平成25年度実績","平成26年度実績"
"目標３次代を担う子供達がたくましく成長し、自立する基盤づくり／（２）次代を担う人づくりの推進","","","","","132","公共職業訓練の実施","産業労働局","○職業能力開発センター等において、若年求職者に対し、職業に必要な技術や知識を習得させるために、概ね30歳以下を対象とした科目を設定し、職業訓練を行う。／○非正規雇用者が、仕事と訓練の両立を図れるよう夜間を中心とした職業訓練を実施する。","入校605人修了476人／注：対象科目は概ね30歳以下の方のための普通課程／入校は、平成21年度2年コースの入校者及び平成22年度1年コースの入校者の合計","入校620人修了489人／注：対象科目は概ね30歳以下の方のための普通課程／入校は、平成22年度2年コースの入校者及び平成23年度1年コースの入校者の合計","入校586人修了406人／注：対象科目は概ね30歳以下の方のための普通課程／入校は、平成23年度の２年制科目の１年生及び平成24年度の1年制科目の入校生の合計","入校599人修了427人／注：対象科目は概ね30歳以下の方のための普通課程／入校は、平成24年度の２年制科目の１年生及び平成25年度の1年制科目の入校生の合計","入校 589人 修了 442人／注：対象科目は概ね30歳以下の方のための普通課程／入校は、平成25年度の２年制科目の１年生及び平成26年度の1年制科目の入校生の合計"
"目標３次代を担う子供達がたくましく成長し、自立する基盤づくり／（２）次代を担う人づくりの推進","","","","","133","ものづくり人材育成連携事業（ものづくり教育支援プログラム事業）","産業労働局","児童・生徒に「ものづくり」への興味を持たせるとともに、就業意識の向上を図るため、小・中学生や高校生を対象に、「ものづくり」の楽しさ・素晴らしさ・達成感を体験できる機会を提供する。","○夏休み工作教室15コース357名／○こども技能塾3コース63名／○高校生向け実習講座33コース220名","○夏休み工作教室16コース372名／○こども技能塾2コース41名／○高校生向け実習講座28コース199名","○夏休み工作教室19コース340名／○こども技能塾4コース82名／○高校生向け実習講座41コース315名","○夏休み工作教室18コース315名／○こども技能塾4コース81名／○高校生向け実習講座31コース286名","○夏休み工作教室 16コース 309名／○こども技能塾 3コース 55名／○高校生向け実習講座 29コース 242名"
"目標３次代を担う子供達がたくましく成長し、自立する基盤づくり／（２）次代を担う人づくりの推進","","","","","134","東京版デュアルシステム","教育庁","実践的な技能・技術を身に付けた人材育成を行うため、都立高校と企業が連携して行う新しい職業教育システムとして、企業における長期就業訓練等を行う。平成16年に開校した六郷工科高校で実施しており、卒業生の半数以上が協力企業に就職している。さらに、平成23年度に2校、平成24年度に2校それぞれ導入した。","○第7期生入学／○インターンシップ（1年次：5日間×2回）、長期就業訓練／（2年次：前期1か月間、後期１か月間）、長期就業訓練（3年次：前期１か月間、後期１か月間）に変更し、引き続きデュアルシステムを実施。／○第5期生卒業者のうち就職者はデュアルシステム協力企業に就職。／○2年以上連続して生徒を受け入れた就業訓練先の協力企業に対して、企業表彰を行った（4社）。","○第8期生入学／○第6期生卒業者の8割がデュアルシステム協力企業に就職。／○2年以上連続して生徒を受け入れた就業訓練先の協力企業に対して、企業表彰を行った（6社）。／○葛西工業高校及び多摩工業高校の2校にデュアルシステムを導入。","○北豊島工業高校及び田無工業高校の2校にデュアルシステムを導入。／○卒業者の８割近くがデュアルシステム協力企業に就職。","○六郷工科高校、北豊島工業高校、葛西工業高校、多摩工業高校及び田無工業高校においてデュアルシステムを実施／○平成16年度に導入した六郷工科高校に加え、平成23年度に導入した２校からもデュアルシステム協力企業に就職","○ 六郷工科高校、北豊島工業高校、葛西工業高校、多摩工業高校及び田無工業高校においてデュアルシステムを実施／○ 平成16年度に導入した六郷工科高校及び平成23年度に導入した２校に加え、平成24年度に導入した２校からもデュアルシステム協力企業に就職"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(1)家庭支援機能等の強化","","","","","再掲","要支援家庭の早期発見に向けた取組（＊N０.9参照）","福祉保健局","","","","","",""
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(1)家庭支援機能等の強化","","","","","再掲","子供家庭支援センター事業＜包括補助＞（＊N０.1参照）","福祉保健局","","","","","",""
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(2)地域の見守り体制の強化","","","","","135","児童相談所の体制と取組の強化","福祉保健局","児童虐待をはじめ困難な問題を抱える家庭をより効果的に支援するため、子供の保護、保護者の支援・指導、家族再統合、アフターケア等の取組や、区市町村や保健所等関係機関との連携を強化していく。","○専門機能の強化／・子供家庭総合センター建設工事着手／・墨田児童相談所の移転改築（一時保護所併設）実施設計、立川児童相談所一時保護所の移転改築実施設計／・児童福祉司任用資格認定講習会の実施／○家族再統合のための援助事業の実施","○専門機能の強化／・子供家庭総合センター躯体工事、外壁工事、内装工事等を実施／・墨田児童相談所の移転改築（一時保護所併設）工事着手、立川児童相談所一時保護所の移転改築工事着手／・児童福祉司任用資格認定講習会の実施／○児童福祉司の定数増172名→183名","○専門機能の強化／・子供家庭総合センター建物竣工、開設／・江東児童相談所竣工（墨田児童相談所の移転改築／一時保護所併設）／・立川児童相談所一時保護所の移転／・児童福祉司任用資格認定講習会の実施／○家族再統合のための援助事業の実施／○児童心理司の定数増54名→65名","○専門機能の強化／・江東児童相談所開設／・児童福祉司任用資格認定講習会の実施／○家族再統合のための援助事業の実施／○児童福祉司の定数増／児童福祉司13名の増員","○専門機能の強化／・児童福祉司任用資格認定講習会の実施／・児童福祉司OB ４名の増員／○家族再統合のための援助事業の実施／○児童心理司の定数増児童心理司13名の増員"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(2)地域の見守り体制の強化","","","","","136","家庭復帰支援の充実","福祉保健局","区市町村における施設退所後の児童に対するアフターケア機能を強化することにより、家庭復帰支援体制を充実させる。","49区市町（23区25市1町）において、先駆型子供家庭支援センター事業を実施","51区市町（23区26市2町）において、先駆型子供家庭支援センター事業を実施","52区市町（23区26市3町）において、先駆型子供家庭支援センター事業を実施","52区市町（23区26市3町）において、先駆型子供家庭支援センター事業を実施","52区市町（23区26市3町）において、先駆型子供家庭支援センター事業を実施"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(2)地域の見守り体制の強化","","","","","137","子供の権利擁護体制の強化","福祉保健局","様々な子供の権利侵害事案に対応する、子供の権利擁護専門相談事業の充実などにより、関係機関と連携しながら、子供の権利擁護体制を強化する。","電話相談実績2,217件／専門員取扱件数44件／メッセージダイヤル受付件数1,651件","電話相談実績2,604件／専門員取扱件数35件／メッセージダイヤル受付件数2,617件","電話相談実績3,567件／専門員取扱件数40件／メッセージダイヤル受付件数1,844件","電話相談実績3,181件／専門員取扱件数36件／メッセージダイヤル受付件数1,789件","電話相談実績 2,453件専門員取扱件数 30件／メッセージダイヤル受付件数 1,352件"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(2)地域の見守り体制の強化","","","","","再掲","先駆型子供家庭支援センター事業＜包括補助＞(＊N０.2参照）","福祉保健局","","","","","",""
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（1）児童虐待防止対策の推進／(2)地域の見守り体制の強化","","","","","再掲","子ども家庭総合センター（仮称）の整備（＊N０.4参照）","福祉保健局","","","","","",""
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(1)家庭的養護の推進","","○","","○","138","養育家庭等の拡充","福祉保健局","○養育家庭でより多くの児童が育まれるよう、普及啓発や養育家庭への支援を充実する。また、乳児期からの委託を促進する。／○養育者の住居において、5人又は6人の子供を養育する小規模住居型児童養育事業（ファミリーホーム）を着実に実施する。","○委託児童数366人／（養育家庭委託児童数365人専門養育家庭委託児童数1人）／○ファミリーホーム委託児童47人／社会的養護に対する家庭的養護の割合28.7%","○委託児童数351人／（養育家庭委託児童数350人、専門養育家庭委託児童数1人）／○ファミリーホーム委託児童55人／社会的養護に対する家庭的養護の割合29.6%","○委託児童数354人／（養育家庭委託児童数352人、専門養育家庭委託児童数2人）／○ファミリーホーム委託児童71人／社会的養護に対する家庭的養護の割合30.4%","○委託児童数342人／（養育家庭委託児童数338人、専門養育家庭委託児童数4人）／○ファミリーホーム委託児童66人／社会的養護に対する家庭的養護の割合30.7%","○委託児童数 351人／（養育家庭委託児童数 347人、専門養育家庭委託児童数 4人）／○ファミリーホーム委託児童 73人／社会的養護に対する家庭的養護の割合31.7%"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(1)家庭的養護の推進","","○","","○","139","養護児童グループホームの設置促進","福祉保健局","○児童養護施設が地域の住宅を活用し家庭的な環境で養護を行うグループホームについて、引き続き設置を進める。／○3か所以上のグループホームを設置する施設について、各グループホームへの助言・指導等を行うグループホーム支援員を配置するなど、安定的運営を支援する。","施設分園型：59か所358人／地域小規模型：52か所312人／グループケア地域型：9か所54人／社会的養護に対する家庭的養護の割合28.7%","施設分園型：59か所358人／地域小規模型：54か所324人／グループケア地域型：12か所72人／社会的養護に対する家庭的養護の割合29.6%","施設分園型：60か所364人／地域小規模型：56か所336人／グループケア地域型：13か所78人／社会的養護に対する家庭的養護の割合30.4%","施設分園型：57か所346人／地域小規模型：60か所360人／グループケア地域型：14か所84人／社会的養護に対する家庭的養護の割合30.7%","施設分園型：56か所 340人 地域小規模型：6２か所 372人／グループケア地域型：16か所 96人／社会的養護に対する家庭的養護の割合 31.7%"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","","","","140","児童福祉施設の整備","福祉保健局","児童養護施設や一時保護所への入所児童の増加への対応や、施設内での生活環境の改善を図るため、施設の整備を進める。","○新規開設時の初度設備整備／グループホーム9か所／（入所児童数（平成23年3月1日現在）3,961人小規模グループケア実施状況81％）","○本園の整備／大規模修繕1件（2ヵ年工事の1年目）／○新規開設時の初度設備整備／グループホーム5か所／（入所児童数（平成24年3月1日現在）3,925人小規模グループケア実施状況85％）","○本園の整備／大規模修繕3件（うち1件は平成24年度竣工）改築5件／新規創設1件（平成24年度竣工）／○新規開設時の初度設備整備／グループホーム5か所／（入所児童数（平成25年3月1日現在）3,960人小規模グループケア実施状況85％）","○本園の整備／改築5件（5件とも平成25年度竣工）／○新規開設時の初度設備整備／児童養護グループホーム新規開設４か所／（入所児童数3,898人小規模グループケア実施状況88％）","○本園の整備／改築１件（平成28年度竣工予定）／○新規開設時の初度設備整備／児童養護グループホーム新規開設5か所／（入所児童数 3,958人 小規模グループケア実施状況 89％）"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","○","","","141","専門的、治療的ケア体制の充実","福祉保健局","○虐待等により問題を抱える子供達へのケアを充実させるため、精神科医師や治療担当職員を配置するとともに個別ケア職員を配置するなど機能を充実し、専門的・個別的ケアを行う専門機能強化型指導養護施設の指定数を拡大する。／○虐待による重篤な情緒・行動上の問題を有する子供の治療的養育・ケアを行う新たな治療的ケア施設について検討を行う。","専門機能強化型児童養護施設34か所／新たな治療的ケア施設の基本構想検討会2回","専門機能強化型児童養護施設36か所／新たな治療的ケア施設の検討","専門機能強化型児童養護施設38か所／連携型専門ケア機能の試行に向けた準備","専門機能強化型児童養護施設の運営39か所／連携型専門ケア機能の試行に向けた準備","専門機能強化型児童養護施設の運営 43か所連携型専門ケア機能の試行に向けた準備"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","○","","","142","児童養護施設等の人材育成","福祉保健局","多様化するケアニーズへの対応力を強化するため、研修カリキュラムや人材育成モデルを構築し、施設等が実施する人材育成のレベルアップを支援する。","人材育成研修カリキュラムの開発及び試行研修の実施／基幹的職員研修の実施","人材育成研修カリキュラムの策定及び試行研修の実施／基幹的職員研修の実施","基幹的職員研修の実施","基幹的職員研修の実施","基幹的職員研修の実施"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","","","","143","養護児童に対する自立支援機能の強化","福祉保健局","○自立するための援助が必要な施設退所者等に対し、相談・指導等を行う自立援助ホームを充実する。／○再度の高校進学等、再出発の支援が必要な児童に対して、再チャレンジホームにおいて、生活指導・就学指導等を行う。／○施設退所者が社会に出た後、就職等の相談をしたり、同じ悩みを抱える者同士が集える場（ふらっとホーム）を提供する。","○自立援助ホーム18か所／○再チャレンジホーム1か所（モデル事業）／○ふらっとホーム1か所","○自立援助ホーム17か所／○再チャレンジホーム1か所（モデル事業終了、自立支援強化事業）／○ふらっとホーム1か所","○自立援助ホーム１７か所／○ふらっとホーム１か所","(1)自立援助ホーム17か所／(2)ふらっとホーム2か所","(1)自立援助ホーム 17か所／(2)ふらっとホーム 2か所"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","","","","144","東京都児童自立サポート事業","福祉保健局","児童自立支援施設を退所した児童の地域での立ち直りを支援するため、児童相談所と民生・児童委員及び主任児童委員等が連携協力をして、児童の自立を支援する取組を推進する。","○児童入所中・退所後の支援を継続実施／○7ケースを支援","○児童入所中・退所後の支援を継続実施／○7ケースを支援","○児童入所中・退所後の支援を継続実施／○3ケースを支援","○児童入所中・退所後の支援を継続実施／○6ケースを支援","○児童入所中・退所後の支援を継続実施／○4ケースを支援"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","","","","145","フレンドホーム事業","福祉保健局","児童養護施設や乳児院に入所している子供を、フレンドホームとして登録した家庭に、夏休み・冬休みや週末等学校が休みの間、数日間預け、家庭生活の体験を通じた子どもの健やかな育成を図る。","登録家庭数529家庭","登録家庭数518家庭","登録家庭数488家庭","登録家庭数476家庭","登録家庭数 461家庭"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(2)施設機能の強化","","","","","146","自立生活スタート支援事業","福祉保健局","児童養護施設等の利用者の退所後の自立生活の支援を行うことを目的に、施設等と連携して相談援助を行うとともに必要な資金の貸付を行う。貸付後、自立に向けた真摯な努力をし、3年以上の継続勤務や入学した学校の卒業等の一定条件を満たした場合には、申請によって償還が免除される。","貸付決定件数36件","貸付決定件数39件","貸付決定件数50件","貸付決定件数41件","貸付決定件数 39件"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（2）社会的養護を必要とする子供への取組／(3)被措置児童の権利擁護","","","","","147","被措置児童等虐待の防止・対応強化","福祉保健局","「3つの電話相談窓口（東京都、児童相談所、児童福祉審議会）」を設置し、虐待を受けた被措置児童等本人からの届出や、虐待を受けたと思われる児童を発見した者からの通告に対し、関係機関等と連携しながら対応する。","被措置児童等虐待受理件数23件／うち虐待に該当すると認められたもの9件／※1件にて複数の児童の被害がある場合もあり","被措置児童等虐待受理件数30件／うち虐待に該当すると認められたもの7件／※1件にて複数の児童の被害がある場合もあり","被措置児童等虐待受理件数37件／うち虐待に該当すると認められたもの10件／※1件にて複数の児童の被害がある場合もあり","被措置児童等虐待受理件数41件／うち虐待に該当すると認められたもの16件／※1件にて複数の児童の被害がある場合もあり","被措置児童等虐待受理件数29件／うち虐待に該当すると認められたもの 10件／※1件にて複数の児童の被害がある場合もあり"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","148","母子家庭等就業・自立支援センターによる就業の支援等","福祉保健局","ひとり親家庭の就業による自立を支援するため、母子家庭等就業・自立支援センターが、無料職業紹介所の許可を取得して就職情報の提供等を行うほか、ひとり親家庭の自立促進講習会や相談指導者研修会を実施する。","○ひとり親家庭等の自立促進事業／就業相談2,325件生活相談847件／○母子家庭及び寡婦自立促進講習会／パソコン講習会10回受講者数186人／○母子家庭相談指導者研修会／実施回数5回受講者数167人","○ひとり親家庭等の自立促進事業／就業相談3,005件生活相談2,187件（平成23年度より158ひとり親家庭等電話相談事業を包含し、相談対応を通年化）／○母子家庭及び寡婦自立促進講習会／パソコン講習会10回受講者数180人／○母子家庭相談指導者研修会／実施回数5回受講者数165人／○養育費相談／電話相談350件専門相談200件","○ひとり親家庭等の自立促進事業就業相談就業相談2,614件生活相談1,795件／○母子家庭及び寡婦自立促進講習会／パソコン講習会10回受講者数177人／○母子家庭相談指導者研修会／実施回数5回受講者数201人／○養育費相談／電話相談431件専門相談210件／○面会交流支援／538件","○ひとり親家庭等の自立促進事業／就業相談4,047件生活相談1,575件／○母子家庭及び寡婦自立促進講習会／パソコン講習会10回受講者数193人／○相談指導者研修会／実施回数5回受講者数128人／○養育費相談／電話相談318件、専門相談189件／○面会交流支援／522件","○ひとり親家庭等の自立促進事業／就業相談4,855件 生活相談1,524件／○母子家庭及び寡婦自立促進講習会／パソコン講習会10回受講者数202人／○母子家庭相談指導者研修会実施回数6回 受講者数162人／○養育費相談／電話相談247件、専門相談172件／○面会交流支援 532件"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","○","149","母子家庭及び父子家庭自立支援教育訓練給付金事業","福祉保健局","母子家庭の母又は父子家庭の父の就業を支援するため、教育訓練を受講した場合に、その経費の一部を給付する事業について、全区市町村での実施を促進する。","62区市町村","62区市町村","62区市町村","62区市町村","62区市町村"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","○","150","母子家庭及び父子家庭高等職業訓練促進給付金事業","福祉保健局","母子家庭の母又は父子家庭の父の生活の安定に役立つ資格取得を促進するため、一定の訓練期間にかかる訓練促進給付金を支給して、負担の軽減を図る事業について、全区市町村での実施を促進する。","61区市町村（23区25市5町8村）","62区市町村","62区市町村","62区市町村","62区市町村"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","151","母子・父子自立支援プログラム策定事業","福祉保健局","児童扶養手当を受給しているひとり親家庭の職業的自立を促進するため、母子・父子自立支援プログラム策定員により、就業に結びつく支援を行う。","38区市（18区20市）","34区市（16区18市）","35区市（１７区18市）","3６区市（1７区19市）","36区市（17区19市）"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","152","ひとり親家庭等就業コーディネート事業","福祉保健局","ひとり親家庭に対して、就職準備から就業後のアフターケアまで、個別的な支援を行う。","相談件数663人／就業人数104人","相談件数447人／就業人数84人","相談件数546人／就業人数85人","平成24年度で事業終了","平成24年度で事業終了"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","153","ひとり親家庭等在宅就業支援事業","福祉保健局","ひとり親家庭等に対して、在宅就業を行うための研修や相談支援を行うほか、在宅就業を行う企業の開拓などを行う。","受講生60人（第1期生）","受講生180人（第1期生～第3期生各60人）","受講生240人（第1期生～第4期生各60人）","受講生300人（第1期生～第5期生各60人）","受講生300人（第1期生～第5期生 各60人）"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","再掲","チャレンジ支援貸付事業（＊N０.130参照）","福祉保健局","","","","","",""
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","154","東京しごとセンター事業","産業労働局","東京しごとセンターにおいて、一人ひとりの適性や状況を踏まえたきめ細かなキャリアカウンセリングや再就職支援セミナーを実施するほか、能力開発、職業紹介を行うなど就職活動を支援する。","利用者数新規31,852人再来148,255人／就職者数14,782人","利用者数新規33,650人再来146,872人／就職者数16,458人","利用者数新規30,829人、再来148,109人／就職者数16,399人","利用者数新規30,528人、再来149,463人／就職者数16,000人","利用者数 新規 31,312人、再来 173,988人就職者数 16,878人"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(1)ひとり親家庭の就業・自立支援","","","","","155","公共職業訓練の実施","産業労働局","職業能力開発センター等において、求職者等を対象とし職業に必要な知識・技能を習得させるため、職業訓練を実施する。また、母子家庭の母等の職業的自立を促すため、民間教育訓練機関等を活用し、職業訓練受講機会の確保を図る。","入校138人修了119人就職62人／※就職は、訓練修了後３か月以内の実績","入校91人修了76人就職43人／※就職は、訓練修了後３か月以内の実績","入校63人修了58人就職34人／※就職は、訓練修了後３か月以内の実績","入校65人修了51人就職38人／※就職は、訓練修了後３か月以内の実績","入校 35人 修了26人 就職22人／※就職は、訓練修了後３か月以内の実績"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(2)相談体制の整備","","","","","156","配偶者暴力被害者の自立生活再建のための総合的な支援","生活文化局","配偶者暴力被害者の自立生活再建のため、以下のとおり総合的な支援を実施する。／○専門員を中心とする電話相談、面接相談／○子供の心のダメージの早期回復を図るための子ども広場事業／○DV被害者が自立した生活を築くための講座／○外国人DV被害者支援のための通訳者向け研修及び研修修了者の派遣／○被害者支援民間団体への活動支援（人材育成、施設整備等）／○区市町村における連携体制構築のためのリーダー的人材育成やDV相談支援センター機能整備に対する支援等","○ＤＶ相談の実施（一般相談、特別相談）／ＤＶ相談5,717件、法律相談・精神科医相談各週1回／○配偶者暴力被害回復のための子ども広場計13回／○自立支援講座こころのサポート研修14回、生活自立支援講座30回、パソコン講座18回／○被害者自立支援民間人材育成通訳者研修6回／○ＤＶ防止等民間活動助成事業助成対象件数7件／○配偶者暴力対策区市町村支援事業コーディネート研修6回","○ＤＶ相談の実施（一般相談、特別相談）／DV相談5,226件、法律相談・精神科医相談各週1回／○配偶者暴力被害回復ための子ども広場計12回／○自立支援講座こころのサポート研修16回、生活自立支援講座32回、パソコン講座18回／○被害者自立支援民間人材育成通訳者研修１回／○ＤＶ防止等民間活動助成事業助成対象件数12件／○配偶者暴力対策区市町村支援事業コーディネート研修6回／○通訳業務のための支援ツール作成／○ＤＶ被害者支援体制整備補助","○ＤＶ相談の実施（一般相談、特別相談）DV相談5,224件、法律相談・精神科医相談各週１回／○配偶者暴力被害回復ための子ども広場計12回／○自立支援講座こころのサポート研修・生活自立支援講座48回、パソコン講座18回／○被害者自立支援民間人材育成通訳者研修１回／○ＤＶ防止等民間活動助成事業助成対象件数７件／○配偶者暴力対策区市町村支援事業コーディネート研修６回／○ＤＶ防止啓発パネル作成、配付／○外国籍DV被害者相談のためのシートの作成、配付／○外国籍DV被害者支援のための通訳者派遣／○区市町村支援事業／○ＤＶ被害者支援体制整備補助／○デートDV被害者特別相談／○区市町村向け研修用DVDの作成、配付","○ＤＶ相談の実施（一般相談、特別相談）DV相談5,152件、法律相談・精神科医相談各週１回／○配偶者暴力被害回復ための子ども広場年13回／○自立支援講座こころのサポート研修・生活自立支援講座46回、パソコン講座18回／○被害者自立支援民間人材育成外国人DV被害者支援講座１回／○ＤＶ防止等民間活動助成事業助成対象事業件数８件／○配偶者暴力対策区市町村支援事業コーディネート研修６回","○ ＤＶ相談の実施（一般相談、特別相談）DV相談 4,518件法律相談・精神科医相談 各週１回／○ 配偶者暴力被害回復ための子ども広場 年13回／○ 自立支援講座 こころのサポート研修・生活自立支援講座 48回、パソコン講座 18回／○ 被害者自立支援民間人材育成 外国人DV被害者支援講座 １回／○ ＤＶ防止等民間活動助成事業 ８件／○ 配偶者暴力対策区市町村支援事業 コーディネート研修 ４回"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(2)相談体制の整備","","","","","157","母子・父子自立支援員の資質の向上（母子・父子自立支援員研修）","福祉保健局","身近な地域において、ひとり親家庭からの相談に的確に対応していくため、母子自立支援員の研修の内容を充実し、カウンセリングの精神や技法、サービスのコーディネートなど総合的な支援力の向上を図る。","新任研修３回／現任研修３回","新任研修3回／現任研修3回","新任研修３回／現任研修３回","新任研修３回／現任研修３回","新任研修３回現任研修３回"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(2)相談体制の整備","","","","","158","ひとり親家庭等電話相談事業","福祉保健局","仕事や家事のために平日の相談が困難なひとり親家庭からの相談に対応するため、日曜日、祝日の電話相談を実施する。","相談件数1,028件","平成23年度より148母子家庭等就業・自立支援センターに包含","平成23年度より148母子家庭等就業・自立支援センターに包含","平成23年度より148母子家庭等就業・自立支援センターに包含","平成23年度より148母子家庭等就業・自立支援センターに包含"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(2)相談体制の整備","","","","","159","養育費相談事業","福祉保健局","ひとり親家庭の養育費にかかる相談について、電話相談、専門相談により対応する。","電話相談301件／専門相談194件","平成23年度より148母子家庭等就業・自立支援センターに包含","平成23年度より148母子家庭等就業・自立支援センターに包含","平成23年度より148母子家庭等就業・自立支援センターに包含","平成23年度より148母子家庭等就業・自立支援センターに包含"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(2)相談体制の整備","","","","","160","ひとり親家庭の仕事と家庭の両立支援相談事業","福祉保健局","ひとり親家庭の仕事と家庭の両立を図ることを目的とした広域的な専門相談を行う。","相談件数164件","相談件数326件","相談件数366件","相談件数293件","相談件数 １７３件"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(3)子育て支援・生活の場の整備","","","","","161","ひとり親家庭ホームヘルプサービス事業","福祉保健局","家事や育児等の日常生活を営むのに著しく支障をきたしているひとり親家庭に対し、一定の期間、家事や育児などを行うホームヘルパーを派遣する市町村を支援する。","26市","26市","26市","26市","26市"
"目標4「特別な支援を必要とする子供や家庭の自立を促進する環境づくり」／（3）ひとり親家庭の自立支援／(3)子育て支援・生活の場の整備","","","","","162","母子生活支援施設の環境改善等","福祉保健局","老朽化した施設について、利用者の安全・安心の確保と居住環境の改善を図るため、需要動向も踏まえ、施設の整備を計画的に進める。","○ハード交付金３施設（建替え）／○耐震化補助金1施設（建替え）／○環境改善13施設","○ハード交付金3施設（建替え）／○耐震化補助金1施設（建替え）／○環境改善2施設","○ハード交付金2施設（建替え）／○耐震化補助金1施設（建替え）／○環境改善13施設","○耐震化補助金1施設（耐震改修）／○環境改善12施設","○環境改善 17施設"
