地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額（万円）,在庫額／製造品／年初（万円）,在庫額／製造品／年末（万円）,在庫額／半製品及び仕掛品／年初（万円）,在庫額／半製品及び仕掛品／年末（万円）,在庫額／原材料及び燃料／年初（万円）,在庫額／原材料及び燃料／年末（万円）,有形固定資産額／年初現在高／土地（万円）,有形固定資産額／年初現在高／土地以外（万円）,有形固定資産額／取得額／土地（万円）,有形固定資産額／取得額／土地以外／総計（万円）,有形固定資産額／取得額／土地以外／建物等（万円）,有形固定資産額／取得額／土地以外／機械等（万円）,有形固定資産額／取得額／土地以外／備品等（万円）,有形固定資産額／除却額／土地（万円）,有形固定資産額／除却額／土地以外（万円）,有形固定資産額／減価償却額（万円）,有形固定資産額／建設仮勘定／増（万円）,有形固定資産額／建設仮勘定／減（万円）,有形固定資産額／建設仮勘定／差引増減（万円）,有形固定資産額／投資総額（万円）
2,13202,立川市,1,16,化学工業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13202,立川市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,x,x,x,-,x,-,x,x,-,-,-,x
2,13202,立川市,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,-,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13202,立川市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,x,-,x,x
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13202,立川市,1,29,電気機械器具製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13202,立川市,1,31,輸送用機械器具製造業,3,143397,230,-,5845,5435,3891,4958,-,16696,-,2956,409,1543,1004,-,5,1855,-,-,-,2956
2,13203,武蔵野市,0,00,総数,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13203,武蔵野市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13204,三鷹市,0,00,総数,14,2247687,46162,52769,330655,324358,165746,192254,452957,521497,-,50837,8575,34267,7995,5500,1050,72587,7914,1523,6391,57228
2,13204,三鷹市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13204,三鷹市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13204,三鷹市,1,16,化学工業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,1,24,金属製品製造業,3,118603,-,-,-,-,542,701,15536,13554,-,55,-,-,55,-,-,2573,-,-,-,55
2,13204,三鷹市,1,27,業務用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13204,三鷹市,1,28,電子部品・デバイス・電子回路製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,x,-,x,-,x,x,x
2,13204,三鷹市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13204,三鷹市,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,x,x,x,x,x,x,x
2,13204,三鷹市,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13205,青梅市,0,00,総数,47,14449692,427773,590878,814259,905790,741005,759608,1097242,2842860,329,1127134,101552,951587,73995,43,33021,725056,1116220,1080074,36146,1163609
2,13205,青梅市,1,09,食料品製造業,5,1030866,30951,34569,894,1287,79054,93588,41733,114884,-,20251,6023,12046,2182,43,7,11468,-,-,-,20251
2,13205,青梅市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,x,x,-,x,-,-,-,x,-,-,-,x
2,13205,青梅市,1,11,繊維工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13205,青梅市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13205,青梅市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,3,416557,13657,13644,15126,5041,5366,10090,70084,82907,-,21904,329,319,21256,-,16420,16622,19435,18224,1211,23115
2,13205,青梅市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,x,x,x,x
2,13205,青梅市,1,22,鉄鋼業,1,x,-,-,-,-,-,-,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13205,青梅市,1,24,金属製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,-,x,-,-,x,x,-,-,-,x
2,13205,青梅市,1,25,はん用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13205,青梅市,1,26,生産用機械器具製造業,10,1445354,103158,135234,92649,111861,149151,197431,153601,238798,-,28202,1707,22130,4365,-,404,25679,-,-,-,28202
2,13205,青梅市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,4,4636731,122396,243115,370695,310063,261740,226271,213828,1540116,x,955320,74670,856113,24537,-,5142,531541,1045973,1029415,16558,x
2,13205,青梅市,1,29,電気機械器具製造業,6,1665864,43290,42748,110515,258130,40351,35260,124604,211666,-,23290,4023,13057,6210,-,2338,39583,5489,5673,-184,23106
2,13205,青梅市,1,30,情報通信機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13205,青梅市,1,31,輸送用機械器具製造業,4,2652015,13796,13300,9778,5280,39204,23514,56183,185170,-,18708,3930,8271,6507,-,5072,25194,12229,10925,1304,20012
2,13205,青梅市,1,32,その他の製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,-,-,-,x,-,-,-,x
2,13206,府中市,0,00,総数,39,68803608,1395752,1858525,11644451,13743675,1982979,1941647,748337,5284735,3060,3241203,2152179,425757,663267,-,25867,652868,948356,958041,-9685,3234578
2,13206,府中市,1,09,食料品製造業,5,2454545,7949,7083,2462,2494,29298,28180,142117,696492,3060,233424,117952,113685,1787,-,1578,86448,167361,208115,-40754,195730
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13206,府中市,1,15,印刷・同関連業,5,1186037,3106,2884,25267,27498,23909,22092,25318,33956,-,818,-,732,86,-,616,5485,-,-,-,818
2,13206,府中市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13206,府中市,1,23,非鉄金属製造業,3,1901684,152475,125524,162885,186585,16884,18728,141389,50406,-,3344,260,156,2928,-,162,7951,-,-,-,3344
2,13206,府中市,1,25,はん用機械器具製造業,4,674825,10065,14418,54469,64150,51670,53937,12841,112534,-,36075,17328,13395,5352,-,197,15828,13840,13857,-17,36058
2,13206,府中市,1,26,生産用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13206,府中市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,-,x,-,-,-,x
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,3,1618461,554,348,128286,169299,98837,113087,28632,156869,-,15837,574,12323,2940,-,171,17702,12451,4771,7680,23517
2,13206,府中市,1,29,電気機械器具製造業,10,19015470,984959,1497558,5452596,5534218,1590187,1539739,81245,181773,-,2347599,1916702,138479,292418,-,898,76682,153589,148917,4672,2352271
2,13206,府中市,1,30,情報通信機械器具製造業,3,36477255,167147,148431,5712255,7645125,89547,97880,65635,2908749,-,505731,65947,93542,346242,-,15076,299069,506240,490692,15548,521279
2,13206,府中市,1,32,その他の製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13207,昭島市,0,00,総数,33,42210353,929951,1007601,3840486,4099200,701725,658497,962367,6288000,11809,1772320,60048,874106,838166,5392,231071,1908640,1474022,1477191,-3169,1780960
2,13207,昭島市,1,09,食料品製造業,10,6067778,9354,9866,1928,2561,38446,33419,76372,472585,-,37191,10558,23548,3085,-,744,64400,9401,-,9401,46592
2,13207,昭島市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13207,昭島市,1,21,窯業・土石製品製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13207,昭島市,1,24,金属製品製造業,3,195427,10947,10152,7706,7769,7378,7223,x,59277,6058,1357,573,711,73,-,-,6048,-,-,-,7415
2,13207,昭島市,1,26,生産用機械器具製造業,6,1168600,10364,11585,20172,161677,11218,19220,87310,67014,-,45464,4082,2458,38924,5392,602,14256,x,x,15990,61454
2,13207,昭島市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,-,x,-,x,-,x,-,-,-,x,x,x,x,x
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,3,18564907,218791,289595,419198,474980,180163,149930,144675,3323760,-,1316905,9027,791932,515946,-,126115,1430577,1282177,1364395,-82218,1234687
2,13207,昭島市,1,29,電気機械器具製造業,6,13362449,535419,504882,3071636,3107632,387294,367276,560542,1291655,5751,347291,34273,34361,278657,-,92608,305080,77676,99614,-21938,331104
2,13207,昭島市,1,31,輸送用機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13207,昭島市,1,32,その他の製造業,1,x,x,x,x,x,x,x,-,x,-,x,x,-,x,-,x,x,x,-,x,x
2,13208,調布市,0,00,総数,10,3130964,137085,147360,175649,224985,250050,250964,414475,992440,-,61978,26846,23039,12093,-,8648,114666,15767,21471,-5704,56274
2,13208,調布市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13208,調布市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13208,調布市,1,24,金属製品製造業,1,x,-,-,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13208,調布市,1,27,業務用機械器具製造業,2,x,-,-,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,x,x,x
2,13208,調布市,1,29,電気機械器具製造業,4,1892919,115634,124966,128621,180791,183192,193851,183335,592528,-,30380,14128,7910,8342,-,1094,79338,15767,15250,517,30897
2,13209,町田市,0,00,総数,32,6278923,94946,115654,473082,526699,488128,524124,718861,1512198,-,117636,38231,49123,30282,-,23426,144905,3330,3256,74,117710
2,13209,町田市,1,09,食料品製造業,6,1713980,4382,6142,1291,1725,18934,18489,90400,422818,-,25569,10979,13428,1162,-,756,23922,2916,216,2700,28269
2,13209,町田市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,-,-,x,-,-,x,x,-,-,-,x,-,-,-,-,x
2,13209,町田市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,1,x,-,-,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13209,町田市,1,25,はん用機械器具製造業,3,301855,5136,6321,17451,30809,10193,8159,60371,167151,-,10546,3867,x,x,-,-,8480,-,-,-,10546
2,13209,町田市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,-,-,-,x
2,13209,町田市,1,27,業務用機械器具製造業,5,1198999,9869,9533,310194,337247,155088,174254,74787,153438,-,21306,6731,7608,6967,-,4602,30042,414,3040,-2626,18680
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,3,146299,1684,2122,1049,1336,4210,5446,25511,16542,-,12821,7198,4823,800,-,75,4758,-,-,-,12821
2,13209,町田市,1,29,電気機械器具製造業,3,405078,18410,20510,3320,7162,16119,16846,93355,50337,-,3191,21,-,3170,-,-,4586,-,-,-,3191
2,13209,町田市,1,30,情報通信機械器具製造業,5,1167515,3065,2759,74988,83478,125316,131532,111994,111217,-,26000,3387,13226,9387,-,55,20113,-,-,-,26000
2,13209,町田市,1,32,その他の製造業,3,722419,12621,10749,24601,14735,78689,66453,211095,163156,-,7073,3885,-,3188,-,337,22269,-,-,-,7073
2,13210,小金井市,0,00,総数,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13210,小金井市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,-,x,-,x,x,x,x,x,x
2,13211,小平市,0,00,総数,12,8900665,363550,380937,382469,355667,439079,390695,511900,1690872,-,301607,32910,179752,88945,59900,15030,249737,305021,277796,27225,328832
2,13211,小平市,1,09,食料品製造業,4,1235792,5383,2194,400,870,13955,14021,292533,435943,-,24577,6450,16557,1570,-,1923,38149,7412,6536,876,25453
2,13211,小平市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13211,小平市,1,19,ゴム製品製造業,1,x,-,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13211,小平市,1,25,はん用機械器具製造業,1,x,x,x,-,-,x,-,-,x,-,-,-,-,-,-,-,x,x,x,x,x
2,13211,小平市,1,26,生産用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,-,x,-,-,-,x
2,13211,小平市,1,29,電気機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13211,小平市,1,30,情報通信機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13212,日野市,0,00,総数,16,44930791,710925,590642,1447957,764963,854862,913728,661389,8003757,-,1156110,445586,297636,412888,15335,111787,1109650,1177642,1021886,155756,1311866
2,13212,日野市,1,09,食料品製造業,1,x,x,x,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13212,日野市,1,15,印刷・同関連業,2,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,-,x,x,-,x,x
2,13212,日野市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,x,-,x,x
2,13212,日野市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,3,898206,1232,1368,34382,28868,19855,14720,90118,1622033,-,219713,110398,76644,32671,-,4573,235350,212055,211515,540,220253
2,13212,日野市,1,29,電気機械器具製造業,5,8335933,664224,538950,551292,478302,649618,717089,415661,3086637,-,165043,67790,33266,63987,15335,74317,133907,152744,161236,-8492,156551
2,13212,日野市,1,31,輸送用機械器具製造業,3,35112742,14183,16294,853552,244724,163923,158457,79665,3105638,-,769347,267317,186657,315373,-,32897,711588,812685,649135,163550,932897
2,13213,東村山市,0,00,総数,25,6292247,159771,118852,119909,411820,291040,472180,976469,854293,154981,174207,79545,67785,26877,29869,25817,147741,-,898,-898,328290
2,13213,東村山市,1,09,食料品製造業,6,1907608,6464,3947,1629,904,18460,18644,258635,281923,131981,45313,14177,29015,2121,-,20842,55603,-,-,-,177294
2,13213,東村山市,1,10,飲料・たばこ・飼料製造業,1,x,x,x,-,-,x,x,x,x,x,x,x,x,x,-,x,x,-,-,-,x
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13213,東村山市,1,15,印刷・同関連業,4,282182,9550,7667,4816,5320,4534,6581,412417,51267,-,1835,-,1751,84,-,-,6028,-,-,-,1835
2,13213,東村山市,1,16,化学工業,4,677663,54643,44892,4740,34789,101635,88156,111085,156232,-,19427,4015,7707,7705,6477,2730,24643,-,898,-898,18529
2,13213,東村山市,1,21,窯業・土石製品製造業,1,x,-,-,-,-,-,-,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13213,東村山市,1,24,金属製品製造業,2,x,x,x,-,-,x,x,x,x,x,x,-,x,x,x,-,x,-,-,-,x
2,13213,東村山市,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,4,786620,8118,11032,19296,21781,14600,25616,94819,57901,x,9838,703,4458,4677,x,282,8145,-,-,-,x
2,13214,国分寺市,0,00,総数,6,1444950,112204,131390,158195,189836,154304,186459,684828,329168,23245,63675,18145,17712,27818,45573,1765,42269,33511,31291,2220,89140
2,13214,国分寺市,1,15,印刷・同関連業,1,x,-,-,-,-,-,-,-,-,x,x,-,-,x,-,x,-,x,x,x,x
2,13214,国分寺市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,-,x,x,x,x,x,x,x
2,13214,国分寺市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13214,国分寺市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,-,x,-,-,-,x
2,13214,国分寺市,1,29,電気機械器具製造業,1,x,x,x,x,x,-,-,x,x,x,x,x,x,x,-,-,x,-,-,-,x
2,13214,国分寺市,1,32,その他の製造業,1,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,-,x,-,-,-,x
2,13215,国立市,0,00,総数,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13215,国立市,1,09,食料品製造業,1,x,-,-,-,-,x,x,x,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13215,国立市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13218,福生市,0,00,総数,8,1631483,14254,13520,20479,18820,53841,57566,95253,101271,-,14113,2011,10297,1805,-,91,18180,-,-,-,14113
2,13218,福生市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13218,福生市,1,15,印刷・同関連業,1,x,-,-,x,x,x,x,-,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13218,福生市,1,24,金属製品製造業,1,x,-,-,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13218,福生市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,-,-,-,x,-,-,-,x
2,13218,福生市,1,27,業務用機械器具製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13218,福生市,1,29,電気機械器具製造業,1,x,-,-,x,x,x,x,-,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13218,福生市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13219,狛江市,0,00,総数,5,908224,49202,34920,46402,23133,20966,19197,64974,39489,-,5005,149,2042,2814,10761,1378,6150,x,2287,x,x
2,13219,狛江市,1,15,印刷・同関連業,3,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,-,x
2,13219,狛江市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,x,-,x,x
2,13219,狛江市,1,27,業務用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13220,東大和市,0,00,総数,5,7964357,103343,97997,164061,191086,77451,87031,1631557,2243198,-,224789,122499,93898,8392,-,18055,242769,211181,203609,7572,232361
2,13220,東大和市,1,09,食料品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13220,東大和市,1,24,金属製品製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13220,東大和市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13220,東大和市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13221,清瀬市,0,00,総数,7,1671977,54628,61962,153093,155981,53940,63177,138105,619802,-,72920,27299,42755,2866,2095,31503,91516,188,238,-50,72870
2,13221,清瀬市,1,09,食料品製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,x,-,-,x,x,x,-,x,x
2,13221,清瀬市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,-,-,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13221,清瀬市,1,16,化学工業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13221,清瀬市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,-,x,x,x,x,x,-,x,x,x
2,13221,清瀬市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,-,-,-,x
2,13222,東久留米市,0,00,総数,9,11310185,375200,345761,185364,224545,140834,115351,1599156,1639521,681,280849,45048,150673,85128,-,7709,244941,32379,44027,-11648,269882
2,13222,東久留米市,1,09,食料品製造業,4,4083089,9985,12279,1535,1427,16905,18293,255003,660188,681,175277,36097,116859,22321,-,3631,115669,x,x,x,x
2,13222,東久留米市,1,10,飲料・たばこ・飼料製造業,1,x,x,-,-,-,x,-,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13222,東久留米市,1,26,生産用機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13222,東久留米市,1,29,電気機械器具製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13222,東久留米市,1,32,その他の製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13223,武蔵村山市,0,00,総数,33,8157185,69214,92887,388725,478372,235894,247740,1103275,1186439,224,319654,97880,183363,38411,10810,111118,202983,70169,15338,54831,374709
2,13223,武蔵村山市,1,09,食料品製造業,9,3311452,22725,29276,1664,2145,37859,42834,215560,395634,-,70204,9086,59323,1795,-,18328,68035,52356,-,52356,122560
2,13223,武蔵村山市,1,11,繊維工業,1,x,-,x,x,x,x,x,-,x,-,-,-,-,-,-,x,x,-,-,-,-
2,13223,武蔵村山市,1,13,家具・装備品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13223,武蔵村山市,1,15,印刷・同関連業,1,x,-,-,-,-,-,-,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13223,武蔵村山市,1,24,金属製品製造業,5,392958,-,-,3944,3825,3231,3408,124063,173851,185,16926,11944,3169,1813,-,486,19115,-,-,-,17111
2,13223,武蔵村山市,1,25,はん用機械器具製造業,1,x,-,-,x,x,x,x,x,x,-,x,-,x,x,-,x,x,-,-,-,x
2,13223,武蔵村山市,1,26,生産用機械器具製造業,7,2167206,33634,49730,297246,398389,86813,98138,355488,224900,-,110666,65272,38399,6995,10749,8235,55488,13948,12473,1475,112141
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,1,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,x,-,-,-,-
2,13223,武蔵村山市,1,29,電気機械器具製造業,5,419048,3238,3623,5156,4709,4368,5375,45093,46039,39,68884,1675,66946,263,61,65171,6083,-,-,-,68923
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13224,多摩市,0,00,総数,8,1987069,71038,60479,144099,131352,122004,127049,232963,307452,-,57473,7515,45663,4295,-,709,39844,-,-,-,57473
2,13224,多摩市,1,09,食料品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,15,印刷・同関連業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13224,多摩市,1,27,業務用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,x,x,-,-,-,x
2,13224,多摩市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,-,-,x,-,-,x,-,-,-,x
2,13225,稲城市,0,00,総数,8,1978574,73017,63694,115809,82805,115944,97713,358802,1067987,3228,178142,64207,98716,15219,-,9521,160790,174086,173110,976,182346
2,13225,稲城市,1,09,食料品製造業,1,x,x,x,-,-,x,x,-,x,-,x,x,x,x,-,x,x,x,-,x,x
2,13225,稲城市,1,10,飲料・たばこ・飼料製造業,1,x,-,-,-,-,-,-,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,x,x,-,x,x,x,x,-,x,-,x,x,x,x,-,-,x,-,-,-,x
2,13225,稲城市,1,24,金属製品製造業,2,x,x,x,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13225,稲城市,1,30,情報通信機械器具製造業,1,x,-,-,x,x,-,-,x,x,-,x,-,-,x,-,x,x,x,-,x,x
2,13227,羽村市,0,00,総数,29,69386884,193705,186509,1083830,881472,441303,457374,864263,4660906,34155,1259342,425899,441154,392289,7540,70479,961074,609285,644164,-34879,1258618
2,13227,羽村市,1,14,パルプ・紙・紙加工品製造業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,15,印刷・同関連業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,x,x,x
2,13227,羽村市,1,16,化学工業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,22,鉄鋼業,1,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x
2,13227,羽村市,1,23,非鉄金属製造業,1,x,x,x,-,-,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
2,13227,羽村市,1,25,はん用機械器具製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,x,x,x
2,13227,羽村市,1,26,生産用機械器具製造業,3,932165,1568,1368,330450,211104,-,4862,202662,528720,-,352031,244227,44559,63245,-,1757,109970,2313,-,2313,354344
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,x,x,x,x,x
2,13227,羽村市,1,29,電気機械器具製造業,4,462741,19630,25553,21796,22428,37426,43175,1054,11247,34155,40010,8985,21034,9991,x,-,12350,-,-,-,74165
