地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等／総額（万円）,原材料使用額等／うち原材料使用額（万円）,原材料使用額等／うち燃料使用額（万円）,原材料使用額等／うち電力使用額（万円）,原材料使用額等／うち委託生産費（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／製造品出荷額（万円）,製造品出荷額等／加工賃収入額（万円）,製造品出荷額等／修理料収入額（万円）,製造品出荷額等／くず・廃物出荷額（万円）,製造品出荷額等／その他の収入額（万円）,付加価値額（万円）,粗付加価値額（万円）
1,13200,市部,1,18,プラスチック製品製造業（別掲を除く）,12,733,471,-,-,487,380,194,56,52,35,-,-,299789,586126,361792,5846,13066,127760,1293750,1212676,-,-,-,81074,593712,669466
1,13200,市部,1,19,ゴム製品製造業,1,219,212,-,-,163,160,16,16,40,36,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
1,13200,市部,1,21,窯業・土石製品製造業,4,346,289,-,-,262,226,44,34,40,29,1,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,22,鉄鋼業,2,285,252,-,-,240,215,24,19,21,18,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
1,13200,市部,1,23,非鉄金属製造業,8,876,608,-,-,667,570,200,31,9,7,5,4,x,x,1820307,15525,16936,87400,x,x,x,-,-,x,x,x
1,13200,市部,1,24,金属製品製造業,29,1650,1248,-,-,1220,1024,341,161,101,75,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x
1,13200,市部,1,25,はん用機械器具製造業,21,2910,2372,-,-,2377,2076,332,159,205,141,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x
1,13200,市部,1,26,生産用機械器具製造業,46,4031,3353,-,-,3163,2800,517,279,387,310,22,17,2038828,9407842,6279711,11522,90498,1650450,14766965,12943727,189854,71658,-,1561726,5512489,5540519
1,13200,市部,1,27,業務用機械器具製造業,40,4000,3038,-,-,3152,2579,664,341,264,184,5,3,2286986,4662613,3569463,4812,52072,656378,9565883,8608131,88625,227202,-,641925,4406892,4668105
1,13200,市部,1,28,電子部品・デバイス・電子回路製造業,45,6941,5087,-,-,5409,4576,1234,438,722,453,24,15,4247325,27268767,20517288,42312,295170,1967783,35222985,29995899,396123,-,-,4830963,6506569,8681733
1,13200,市部,1,29,電気機械器具製造業,70,15265,12568,-,-,12082,10461,1644,927,1986,1603,38,1,8890734,26922242,18382920,70381,224994,6797811,58861478,48293925,648506,258368,-,9660679,30696613,30717386
1,13200,市部,1,30,情報通信機械器具製造業,19,5985,5118,-,-,5133,4460,192,79,835,736,51,30,4240250,30663032,28097200,12945,143473,1722703,53638276,43075288,188861,22694,-,10351433,22887989,21463147
1,13200,市部,1,31,輸送用機械器具製造業,35,15076,13482,-,-,11449,10401,1991,1713,2061,1765,-,-,7113339,60682077,57176521,109452,318442,2284051,103515529,102918754,566454,24220,1347,4754,37543509,39807399
1,13200,市部,1,32,その他の製造業,16,2298,1689,-,-,1702,1457,544,202,99,77,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
2,13201,八王子市,0,00,総数,119,10809,7111,-,-,6594,5457,3330,1104,924,584,44,19,4805053,14995948,10829180,80156,330624,2512098,28921705,26511834,1176667,264493,1378,967333,12586310,13435444
2,13201,八王子市,1,09,食料品製造業,13,2302,998,-,-,575,436,1389,422,343,144,-,-,619828,3881220,3459251,40984,61943,28433,6635675,6259088,19139,-,-,357448,2412843,2571991
2,13201,八王子市,1,10,飲料・たばこ・飼料製造業,1,54,31,-,-,18,14,36,17,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13201,八王子市,1,11,繊維工業,3,176,30,-,-,111,26,65,4,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13201,八王子市,1,13,家具・装備品製造業,1,33,23,-,-,26,19,7,4,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13201,八王子市,1,15,印刷・同関連業,11,1381,990,-,-,900,796,390,111,92,83,30,12,693926,1144230,388374,1657,81431,520709,3538940,3003339,466884,-,-,68717,2067873,2255424
2,13201,八王子市,1,16,化学工業,10,895,559,-,-,619,469,258,75,18,15,-,-,491311,1520085,1215550,12428,36442,198197,3217431,3111741,51573,-,1,54116,1460863,1614597
2,13201,八王子市,1,18,プラスチック製品製造業（別掲を除く）,4,232,149,-,-,164,121,44,13,24,15,-,-,95417,146050,85543,318,3855,21023,381261,303820,-,-,-,77441,196719,218648
2,13201,八王子市,1,23,非鉄金属製造業,2,139,66,-,-,68,59,71,7,-,-,5,4,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13201,八王子市,1,24,金属製品製造業,7,306,244,-,-,259,229,47,15,-,-,-,-,146303,123735,64563,5606,9998,17036,383662,103105,279598,-,30,929,227788,242110
2,13201,八王子市,1,25,はん用機械器具製造業,3,208,180,-,-,194,173,14,7,-,-,-,-,115458,219893,50427,255,3733,165280,446889,387642,59247,-,-,-,210684,211014
2,13201,八王子市,1,26,生産用機械器具製造業,10,1466,1227,-,-,977,884,223,132,276,221,2,1,728044,3686665,2808514,3679,39415,511102,6176401,5763047,51127,8284,-,353943,2629705,2629587
2,13201,八王子市,1,27,業務用機械器具製造業,13,810,620,-,-,651,524,142,81,26,22,1,-,423253,911174,722755,1508,11358,113151,1968700,1784762,31980,141061,-,10897,925980,994273
2,13201,八王子市,1,28,電子部品・デバイス・電子回路製造業,13,894,572,-,-,572,472,308,94,25,16,2,1,426153,1192948,519487,9532,54983,396331,1883086,1794317,53511,-,-,35258,552716,694113
2,13201,八王子市,1,29,電気機械器具製造業,17,1289,984,-,-,976,854,227,87,87,44,-,-,663156,1056472,734688,1291,13467,234230,2249230,2081227,68492,90928,-,8583,1094805,1130097
2,13201,八王子市,1,30,情報通信機械器具製造業,4,222,132,-,-,180,118,40,14,4,2,4,1,103529,183568,153780,198,2128,26899,394312,394311,-,-,-,1,201113,197081
2,13201,八王子市,1,31,輸送用機械器具製造業,6,344,252,-,-,248,209,68,21,28,22,-,-,143495,431009,293790,919,6196,122454,728502,667189,35746,24220,1347,-,237798,284364
2,13201,八王子市,1,32,その他の製造業,1,58,54,-,-,56,54,1,-,1,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,0,00,総数,26,3236,2017,-,-,1904,1526,988,350,403,198,-,-,1598298,6391050,1999166,15684,27706,3937567,7967037,7092556,422593,23563,98,428227,2253556,1787987
2,13202,立川市,1,09,食料品製造業,7,905,392,-,-,94,70,645,266,167,56,-,-,265447,864463,447108,10573,13178,238,1519938,1104777,6740,-,-,408421,596045,607814
2,13202,立川市,1,13,家具・装備品製造業,2,975,738,-,-,776,667,66,23,182,96,-,-,x,x,x,x,x,x,x,x,x,x,-,-,x,x
2,13202,立川市,1,14,パルプ・紙・紙加工品製造業,1,31,15,-,-,19,15,12,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13202,立川市,1,15,印刷・同関連業,2,377,195,-,-,317,177,59,17,1,1,-,-,x,x,x,x,x,x,x,x,x,-,x,-,x,x
2,13202,立川市,1,16,化学工業,1,43,25,-,-,25,24,17,-,1,1,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13202,立川市,1,18,プラスチック製品製造業（別掲を除く）,3,148,87,-,-,82,71,59,13,7,3,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13202,立川市,1,24,金属製品製造業,1,48,34,-,-,43,31,5,3,-,-,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13202,立川市,1,25,はん用機械器具製造業,2,71,57,-,-,43,38,20,12,8,7,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13202,立川市,1,27,業務用機械器具製造業,1,62,53,-,-,62,53,1,1,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13202,立川市,1,28,電子部品・デバイス・電子回路製造業,1,123,45,-,-,48,34,75,11,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13202,立川市,1,29,電気機械器具製造業,2,221,184,-,-,201,182,20,2,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,-,x,x
2,13202,立川市,1,31,輸送用機械器具製造業,3,232,192,-,-,194,164,9,2,37,34,-,-,x,x,32633,304,516,34419,x,x,x,-,-,-,x,x
2,13203,武蔵野市,0,00,総数,1,37,20,-,-,29,15,8,5,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13203,武蔵野市,1,15,印刷・同関連業,1,37,20,-,-,29,15,8,5,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13204,三鷹市,0,00,総数,14,1019,654,-,-,668,553,313,94,46,15,-,-,461417,1281992,817990,3990,15601,424896,2265313,2105438,141939,-,-,17936,861638,933915
2,13204,三鷹市,1,09,食料品製造業,2,310,131,-,-,100,74,210,57,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,15,印刷・同関連業,2,88,43,-,-,49,32,17,5,22,6,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,16,化学工業,1,42,30,-,-,39,29,2,1,1,-,-,-,x,x,x,-,x,-,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,24,金属製品製造業,3,99,69,-,-,74,55,24,14,3,2,-,-,36648,51240,33148,1800,1100,100,118603,3456,115147,-,-,-,59816,62389
2,13204,三鷹市,1,27,業務用機械器具製造業,1,78,61,-,-,67,56,11,5,-,-,-,-,x,x,x,x,-,-,x,x,-,-,-,-,x,x
2,13204,三鷹市,1,28,電子部品・デバイス・電子回路製造業,1,42,35,-,-,42,37,3,2,2,1,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13204,三鷹市,1,29,電気機械器具製造業,1,37,32,-,-,34,30,3,2,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,-,x,x
2,13204,三鷹市,1,30,情報通信機械器具製造業,2,149,104,-,-,115,97,16,1,18,6,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13204,三鷹市,1,31,輸送用機械器具製造業,1,174,149,-,-,148,143,27,7,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13205,青梅市,0,00,総数,47,5054,3577,-,-,3609,3044,1069,339,454,269,2,2,2516089,8661444,6799292,89376,173651,993578,14425419,13621193,573863,43385,-,186978,5073553,5543973
2,13205,青梅市,1,09,食料品製造業,5,572,235,-,-,179,145,296,67,98,24,1,1,180829,689041,513013,3926,9516,37188,1196123,1026171,684,-,-,169268,465138,472595
2,13205,青梅市,1,10,飲料・たばこ・飼料製造業,1,84,50,-,-,54,47,30,3,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13205,青梅市,1,11,繊維工業,1,159,45,-,-,69,33,90,12,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13205,青梅市,1,15,印刷・同関連業,2,97,69,-,-,83,60,14,9,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13205,青梅市,1,16,化学工業,1,42,27,-,-,31,27,11,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13205,青梅市,1,18,プラスチック製品製造業（別掲を除く）,3,245,154,-,-,169,131,73,20,3,3,-,-,92001,228045,181450,5139,2568,-,426655,426655,-,-,-,-,169290,196010
2,13205,青梅市,1,21,窯業・土石製品製造業,1,63,47,-,-,42,35,15,9,6,3,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13205,青梅市,1,22,鉄鋼業,1,49,44,-,-,40,36,9,8,-,-,-,-,x,x,x,-,x,-,x,x,x,-,-,x,x,x
2,13205,青梅市,1,24,金属製品製造業,2,111,72,-,-,70,59,37,14,6,1,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13205,青梅市,1,25,はん用機械器具製造業,1,94,72,-,-,77,68,17,4,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13205,青梅市,1,26,生産用機械器具製造業,10,558,484,-,-,498,448,58,34,3,3,-,-,279550,932757,469037,2657,7493,443335,1439270,1326158,67908,43385,-,1819,514915,489306
2,13205,青梅市,1,27,業務用機械器具製造業,2,405,285,-,-,261,216,102,32,42,37,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13205,青梅市,1,28,電子部品・デバイス・電子回路製造業,4,1370,1069,-,-,1074,895,99,30,210,156,-,-,926117,2357459,1865412,9427,94615,54867,4577067,4510011,66633,-,-,423,1725280,2196734
2,13205,青梅市,1,29,電気機械器具製造業,6,458,338,-,-,363,329,101,40,55,28,-,-,204303,793471,594624,57151,12082,57357,1526392,1417659,101132,-,-,7601,803657,696167
2,13205,青梅市,1,30,情報通信機械器具製造業,2,128,89,-,-,93,77,13,7,22,5,1,1,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13205,青梅市,1,31,輸送用機械器具製造業,4,520,415,-,-,420,362,91,44,9,9,-,-,x,x,2177778,4558,10630,53053,x,x,x,-,-,x,x,x
2,13205,青梅市,1,32,その他の製造業,1,99,82,-,-,86,76,13,6,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13206,府中市,0,00,総数,39,12155,10001,-,-,8574,7362,1388,759,2492,2156,32,20,5892262,40517437,35858590,66550,322293,3348877,76799635,65337682,903929,15716,-,10542308,33783750,31874621
2,13206,府中市,1,09,食料品製造業,5,1027,622,-,-,508,326,343,178,176,118,1,1,316579,1695992,1635262,16610,25138,1853,2455379,2455379,-,-,-,-,630042,717324
2,13206,府中市,1,10,飲料・たばこ・飼料製造業,1,160,141,-,-,158,139,-,-,2,2,1,1,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13206,府中市,1,15,印刷・同関連業,5,265,205,-,-,218,176,26,9,21,20,9,2,138399,457917,193440,2842,13114,168669,1184184,849363,334665,-,-,156,668921,672397
2,13206,府中市,1,21,窯業・土石製品製造業,1,40,36,-,-,37,33,3,3,-,-,1,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13206,府中市,1,23,非鉄金属製造業,3,525,354,-,-,415,346,110,8,-,-,-,-,248297,1507038,1480279,8652,7401,5780,1908935,1900935,4000,-,-,4000,362596,373798
2,13206,府中市,1,25,はん用機械器具製造業,4,408,283,-,-,282,240,120,38,6,5,-,-,x,x,210150,338,5116,95197,x,x,x,x,-,-,x,x
2,13206,府中市,1,26,生産用機械器具製造業,2,105,94,-,-,97,90,8,4,-,-,20,16,x,x,x,x,x,x,x,x,x,x,-,x,x,x
2,13206,府中市,1,27,業務用機械器具製造業,1,203,119,-,-,159,112,44,7,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13206,府中市,1,28,電子部品・デバイス・電子回路製造業,3,526,392,-,-,410,350,108,36,15,13,-,-,270372,1320128,941523,273,26844,113678,1681187,1463420,114234,-,-,103533,367205,344100
2,13206,府中市,1,29,電気機械器具製造業,10,5442,4719,-,-,3475,3092,587,452,1520,1305,-,-,2029644,9482524,6328006,2768,82787,2854320,18425115,18014611,406638,-,-,3866,9143423,8625884
2,13206,府中市,1,30,情報通信機械器具製造業,3,3407,2993,-,-,2768,2415,39,24,752,693,-,-,2410395,23829745,23637000,12032,115405,65011,44666454,34533016,30085,2239,-,10101114,21035155,19420070
2,13206,府中市,1,32,その他の製造業,1,47,43,-,-,47,43,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,0,00,総数,33,8153,5859,-,-,5787,4923,2022,843,781,494,392,195,4542639,29935329,22719361,75299,248169,3140230,46863067,41753384,120605,1605,-,4987473,15713733,17286009
2,13207,昭島市,1,09,食料品製造業,10,2561,1249,-,-,754,525,1628,621,180,104,392,195,x,x,2676909,51925,76929,167116,x,x,-,-,-,x,x,x
2,13207,昭島市,1,13,家具・装備品製造業,1,75,61,-,-,56,45,11,8,8,8,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13207,昭島市,1,21,窯業・土石製品製造業,1,202,173,-,-,164,144,5,4,33,25,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13207,昭島市,1,24,金属製品製造業,3,138,125,-,-,114,106,19,14,5,5,-,-,55669,112913,78007,2790,8769,21019,196159,196159,-,-,-,-,70390,77170
2,13207,昭島市,1,26,生産用機械器具製造業,6,349,296,-,-,311,269,21,15,17,12,-,-,147501,811083,458594,1261,6531,233345,1155164,1014920,10954,1602,-,127688,482582,354112
2,13207,昭島市,1,27,業務用機械器具製造業,1,179,153,-,-,150,134,20,14,28,21,-,-,x,x,x,-,-,-,x,x,-,-,-,x,x,x
2,13207,昭島市,1,28,電子部品・デバイス・電子回路製造業,3,1761,1458,-,-,1606,1456,165,92,230,128,-,-,x,x,15427623,1005,39963,425377,x,x,x,-,-,x,x,x
2,13207,昭島市,1,29,電気機械器具製造業,6,2777,2284,-,-,2590,2212,97,52,267,186,-,-,1976574,5309784,3051965,1552,54135,2193566,13356990,13351963,5027,-,-,-,7573655,7873276
2,13207,昭島市,1,31,輸送用機械器具製造業,1,78,37,-,-,16,13,49,19,13,5,-,-,x,x,x,-,x,x,x,-,x,-,-,-,x,x
2,13207,昭島市,1,32,その他の製造業,1,33,23,-,-,26,19,7,4,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13208,調布市,0,00,総数,10,1215,976,-,-,994,872,179,75,73,60,11,10,752382,1678026,879094,7247,20450,482499,3492633,2992533,78820,156474,-,264806,1647797,1702852
2,13208,調布市,1,09,食料品製造業,2,84,47,-,-,51,43,33,4,-,-,11,10,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13208,調布市,1,10,飲料・たばこ・飼料製造業,1,54,38,-,-,12,10,6,-,36,28,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13208,調布市,1,24,金属製品製造業,1,76,52,-,-,28,26,37,15,11,11,-,-,x,x,x,x,x,x,x,-,x,-,-,-,x,x
2,13208,調布市,1,27,業務用機械器具製造業,2,99,67,-,-,69,59,26,8,4,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13208,調布市,1,29,電気機械器具製造業,4,902,772,-,-,834,734,77,48,22,21,-,-,618566,1008942,419569,1297,10843,466043,2050706,1831417,-,156474,-,62815,969066,986902
2,13209,町田市,0,00,総数,32,3321,1966,-,-,1818,1468,1301,376,210,129,51,32,1394874,4173027,2728946,13563,48808,415478,7516417,6115812,88786,34226,-,1277593,3080711,3151291
2,13209,町田市,1,09,食料品製造業,6,1179,414,-,-,239,181,908,220,32,13,-,-,304820,925387,895752,10032,17808,-,1717959,1711786,-,-,-,6173,714196,735924
2,13209,町田市,1,14,パルプ・紙・紙加工品製造業,1,31,23,-,-,25,20,6,3,-,-,-,-,x,x,x,-,-,-,x,x,-,-,-,-,x,x
2,13209,町田市,1,16,化学工業,1,49,34,-,-,2,2,1,-,46,32,-,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
2,13209,町田市,1,18,プラスチック製品製造業（別掲を除く）,1,37,25,-,-,23,16,5,1,9,8,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13209,町田市,1,25,はん用機械器具製造業,3,156,121,-,-,137,113,23,12,-,-,-,-,67729,78542,52450,-,4705,21387,287312,287312,-,-,-,-,200006,193943
2,13209,町田市,1,26,生産用機械器具製造業,1,141,71,-,-,83,62,57,9,1,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13209,町田市,1,27,業務用機械器具製造業,5,705,537,-,-,484,401,127,78,96,59,4,3,368429,536050,342006,141,11127,148346,1264681,1172282,-,-,-,92399,698307,701632
2,13209,町田市,1,28,電子部品・デバイス・電子回路製造業,3,125,67,-,-,71,55,50,11,4,1,1,1,60151,276155,30143,17,978,-,446617,125670,19904,-,-,301043,156257,160290
2,13209,町田市,1,29,電気機械器具製造業,3,157,114,-,-,124,105,35,11,-,-,-,-,66628,219344,130169,422,967,87786,400173,342767,56369,-,-,1037,169151,167795
2,13209,町田市,1,30,情報通信機械器具製造業,5,501,364,-,-,410,327,77,26,14,11,46,28,x,x,696595,260,3719,61184,x,x,x,x,-,x,x,x
2,13209,町田市,1,32,その他の製造業,3,240,196,-,-,220,186,12,5,8,5,-,-,131112,335434,220004,437,2655,88098,736342,734157,-,-,-,2185,336983,370990
2,13210,小金井市,0,00,総数,1,155,130,-,-,146,122,9,8,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13210,小金井市,1,32,その他の製造業,1,155,130,-,-,146,122,9,8,-,-,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13211,小平市,0,00,総数,12,2729,2286,-,-,2302,2036,371,201,77,65,-,-,1876548,6737248,4531803,30414,69227,1589552,8917183,8910080,-,-,-,7103,1836084,2095236
2,13211,小平市,1,09,食料品製造業,4,668,444,-,-,333,261,329,177,6,6,-,-,319899,697940,654200,10972,24869,-,1245614,1238511,-,-,-,7103,468128,508996
2,13211,小平市,1,15,印刷・同関連業,1,43,27,-,-,37,27,6,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,19,ゴム製品製造業,1,219,212,-,-,163,160,16,16,40,36,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13211,小平市,1,25,はん用機械器具製造業,1,138,107,-,-,122,97,10,6,6,4,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,26,生産用機械器具製造業,1,36,33,-,-,35,32,1,1,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,28,電子部品・デバイス・電子回路製造業,2,90,67,-,-,85,66,5,1,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,29,電気機械器具製造業,1,40,33,-,-,36,33,4,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13211,小平市,1,30,情報通信機械器具製造業,1,1495,1363,-,-,1491,1360,-,-,25,19,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13212,日野市,0,00,総数,16,11535,9703,-,-,9509,8212,1230,957,1340,1031,-,-,7025617,28221076,24306839,60124,203443,2212640,55300015,45485920,248148,34709,-,9531238,23556735,25469662
2,13212,日野市,1,09,食料品製造業,1,76,26,-,-,56,26,20,-,-,-,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13212,日野市,1,15,印刷・同関連業,2,111,89,-,-,91,84,19,5,1,-,-,-,x,x,x,x,x,-,x,x,x,-,-,-,x,x
2,13212,日野市,1,26,生産用機械器具製造業,1,35,22,-,-,25,22,10,-,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,x,x,x
2,13212,日野市,1,27,業務用機械器具製造業,1,122,107,-,-,105,97,42,29,-,-,-,-,x,x,x,-,x,-,x,x,-,x,-,-,x,x
2,13212,日野市,1,28,電子部品・デバイス・電子回路製造業,3,1165,877,-,-,1016,843,98,38,174,107,-,-,958516,785250,586658,20483,53881,118680,903584,885492,18092,-,-,-,-80314,160414
2,13212,日野市,1,29,電気機械器具製造業,5,2895,2358,-,-,2638,2218,278,161,10,9,-,-,2617768,7514431,5995937,3883,33366,609898,18048435,8534197,-,-,-,9514238,9698254,10030425
2,13212,日野市,1,31,輸送用機械器具製造業,3,7131,6224,-,-,5578,4922,763,724,1155,915,-,-,x,x,17544583,35165,105562,1471093,x,x,x,-,-,-,x,x
2,13213,東村山市,0,00,総数,25,2395,1555,-,-,1345,1082,881,368,189,118,39,19,937117,3167564,2712715,27445,69898,136259,6303617,5881686,159569,-,-,262362,3030793,2927542
2,13213,東村山市,1,09,食料品製造業,6,634,379,-,-,326,252,308,127,1,1,25,11,262285,899215,822047,16894,28582,959,1949006,1910850,-,-,-,38156,916554,975399
2,13213,東村山市,1,10,飲料・たばこ・飼料製造業,1,33,20,-,-,20,17,13,3,-,-,-,-,x,x,x,x,x,x,x,x,x,-,-,-,x,x
2,13213,東村山市,1,14,パルプ・紙・紙加工品製造業,1,41,37,-,-,38,34,3,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13213,東村山市,1,15,印刷・同関連業,4,247,177,-,-,119,101,128,76,-,-,-,-,58811,157422,113013,4121,15039,25125,283561,243796,39765,-,-,-,109675,117082
2,13213,東村山市,1,16,化学工業,4,287,137,-,-,152,114,113,14,22,9,-,-,99554,429017,256510,1792,6019,54878,805204,657365,-,-,-,147839,344941,349286
2,13213,東村山市,1,21,窯業・土石製品製造業,1,41,33,-,-,19,14,21,18,1,1,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13213,東村山市,1,24,金属製品製造業,2,86,70,-,-,58,50,20,12,8,8,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
2,13213,東村山市,1,25,はん用機械器具製造業,2,640,497,-,-,457,384,47,26,136,87,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13213,東村山市,1,28,電子部品・デバイス・電子回路製造業,4,386,205,-,-,156,116,228,89,21,12,14,8,130192,519513,451489,342,7189,55079,782846,714803,66418,-,-,1625,244182,246928
2,13214,国分寺市,0,00,総数,6,844,628,-,-,742,588,103,52,21,10,7,5,555619,865230,515711,1082,11763,167330,1615776,1392873,1250,20705,-,200948,725040,716482
2,13214,国分寺市,1,15,印刷・同関連業,1,34,21,-,-,30,21,4,-,-,-,-,-,x,x,x,-,x,x,x,x,-,-,-,x,x,x
2,13214,国分寺市,1,24,金属製品製造業,1,43,23,-,-,26,20,17,3,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,x,x,x
2,13214,国分寺市,1,27,業務用機械器具製造業,1,586,451,-,-,536,419,51,44,20,9,-,-,x,x,x,x,x,x,x,x,-,x,-,x,x,x
2,13214,国分寺市,1,28,電子部品・デバイス・電子回路製造業,1,59,53,-,-,58,53,1,-,1,1,7,5,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13214,国分寺市,1,29,電気機械器具製造業,1,70,64,-,-,65,60,5,4,-,-,-,-,x,x,x,-,x,-,x,x,-,x,-,x,x,x
2,13214,国分寺市,1,32,その他の製造業,1,52,16,-,-,27,15,25,1,-,-,-,-,x,x,x,-,x,x,x,x,x,-,-,x,x,x
2,13215,国立市,0,00,総数,3,170,89,-,-,95,74,67,7,8,8,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13215,国立市,1,09,食料品製造業,1,82,23,-,-,8,8,66,7,8,8,-,-,x,x,x,x,x,-,x,x,-,-,-,-,x,x
2,13215,国立市,1,27,業務用機械器具製造業,2,88,66,-,-,87,66,1,-,-,-,-,-,x,x,x,x,x,x,x,x,-,-,-,-,x,x
2,13218,福生市,0,00,総数,8,785,560,-,-,494,428,255,100,36,32,8,-,391269,825097,498643,6330,35481,251778,1647333,1557079,76797,-,-,13457,742130,762703
2,13218,福生市,1,09,食料品製造業,1,68,33,-,-,28,22,40,11,-,-,8,-,x,x,x,x,x,-,x,x,-,-,-,x,x,x
