地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数（人）,従業者数（送出者を除く）／うち男（人）,個人業主及び無給家族従業者／総数（人）,個人業主及び無給家族従業者／うち男（人）,常用労働者／常用雇用者／正社員・正職員等／総数（人）,常用労働者／常用雇用者／正社員・正職員等／うち男（人）,常用労働者／常用雇用者／パート・アルバイト等／総数（人）,常用労働者／常用雇用者／パート・アルバイト等／うち男（人）,常用労働者／出向・派遣受入者／総数（人）,常用労働者／出向・派遣受入者／うち男（人）,臨時雇用者／総数（人）,臨時雇用者／うち男（人）,現金給与総額（万円）,原材料使用額等（万円）,製造品出荷額等／総額（万円）,製造品出荷額等／うち製造品出荷額（万円）,製造品出荷額等／うち加工賃収入額（万円）,付加価値額（29人以下は粗付加価値額）（万円）,粗付加価値額（万円）
2,13120,練馬区,2,311,自動車・同附属品製造業,2,17,8,-,-,12,7,5,1,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,312,鉄道車両・同部分品製造業,1,12,8,-,-,7,4,5,4,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,319,その他の輸送用機械器具製造業,1,6,6,-,-,6,6,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,1,320,その他の製造業,9,93,53,-,-,64,49,29,4,-,-,-,-,25452,38750,85962,66249,12141,43715,43715
2,13120,練馬区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,1,24,9,-,-,9,8,15,1,-,-,-,-,x,x,x,x,-,x,x
2,13120,練馬区,2,328,畳等生活雑貨製品製造業,2,22,10,-,-,12,9,10,1,-,-,-,-,x,x,x,x,x,x,x
2,13120,練馬区,2,329,他に分類されない製造業,6,47,34,-,-,43,32,4,2,-,-,-,-,16102,28092,59968,52673,x,29514,29514
2,13121,足立区,0,000,総数,748,12851,7776,71,46,8453,6485,4083,1156,276,115,136,61,4726087,13930750,25397428,20343949,2081082,10205870,10696688
2,13121,足立区,1,090,食料品製造業,47,2209,906,3,1,713,500,1458,396,39,12,3,-,553705,2005236,3406785,2024883,16143,1258201,1298850
2,13121,足立区,2,091,畜産食料品製造業,4,305,194,-,-,220,171,79,20,6,3,1,-,x,x,x,x,-,x,x
2,13121,足立区,2,092,水産食料品製造業,5,66,26,-,-,30,23,36,3,-,-,-,-,16547,37740,68737,68737,-,28701,28701
2,13121,足立区,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,1,5,2,-,-,3,1,2,1,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,097,パン・菓子製造業,25,531,171,3,1,207,136,309,32,12,2,1,-,150928,330622,608835,497118,9015,242505,257640
2,13121,足立区,2,099,その他の食料品製造業,12,1302,513,-,-,253,169,1032,340,21,7,1,-,273308,923199,1726515,774141,7128,723201,744520
2,13121,足立区,1,110,繊維工業,38,426,162,15,12,224,132,187,18,-,-,4,2,115512,206979,388471,250831,115998,174986,175296
2,13121,足立区,2,114,染色整理業,2,29,17,-,-,22,15,7,2,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,115,綱・網・レース・繊維粗製品製造業,2,21,10,-,-,12,9,9,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,116,外衣・シャツ製造業（和式を除く）,13,189,57,4,3,96,49,89,5,-,-,-,-,56386,44395,112917,61852,45851,63187,63497
2,13121,足立区,2,117,下着類製造業,1,8,2,-,-,5,2,3,-,-,-,-,-,x,x,x,-,x,x,x
2,13121,足立区,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,5,44,19,3,2,25,16,16,1,-,-,-,-,8511,8513,24339,9403,14936,14653,14653
2,13121,足立区,2,119,その他の繊維製品製造業,15,135,57,8,7,64,41,63,9,-,-,4,2,34337,132721,207221,157654,33918,76180,76180
2,13121,足立区,1,120,木材・木製品製造業（家具を除く）,2,13,10,-,-,11,9,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,122,造作材・合板・建築用組立材料製造業,1,4,3,-,-,2,2,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,129,その他の木製品製造業(竹、とうを含む),1,9,7,-,-,9,7,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,130,家具・装備品製造業,39,380,287,3,2,279,218,98,67,-,-,33,26,159566,305481,672217,637938,19156,336486,339615
2,13121,足立区,2,131,家具製造業,20,176,135,-,-,147,116,29,19,-,-,2,-,66062,142647,313548,284707,13718,160363,158214
2,13121,足立区,2,132,宗教用具製造業,2,9,5,-,-,9,5,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,133,建具製造業,1,8,6,-,-,8,6,-,-,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,139,その他の家具・装備品製造業,16,187,141,3,2,115,91,69,48,-,-,31,26,89147,159400,347831,347831,-,169267,174545
2,13121,足立区,1,140,パルプ・紙・紙加工品製造業,49,840,592,2,1,609,495,217,90,14,8,39,1,352817,899266,1695827,1570186,121693,744561,738935
2,13121,足立区,2,142,紙製造業,2,32,25,-,-,25,21,7,4,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,143,加工紙製造業,3,264,227,-,-,242,212,22,15,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,144,紙製品製造業,7,98,48,-,-,59,45,39,3,-,-,2,-,33743,124532,198148,174424,23700,68789,68193
2,13121,足立区,2,145,紙製容器製造業,33,406,262,2,1,248,189,144,66,14,8,37,1,128231,242234,495214,439133,52982,231807,234993
2,13121,足立区,2,149,その他のパルプ・紙・紙加工品製造業,4,40,30,-,-,35,28,5,2,-,-,-,-,15772,61119,107636,99667,7144,43071,43071
2,13121,足立区,1,150,印刷・同関連業,61,794,559,2,1,647,511,139,41,7,7,22,10,330611,626281,1479712,960777,516657,772319,791246
2,13121,足立区,2,151,印刷業,42,619,444,-,-,510,407,104,32,6,6,9,-,260451,538479,1236019,904099,329968,627973,646900
2,13121,足立区,2,152,製版業,3,39,30,-,-,32,27,7,3,-,-,2,2,14003,21587,52303,51998,-,28441,28441
2,13121,足立区,2,153,製本業、印刷物加工業,16,136,85,2,1,105,77,28,6,1,1,11,8,56157,66215,191390,4680,186689,115905,115905
2,13121,足立区,1,160,化学工業,18,996,667,-,-,715,575,179,72,104,22,-,-,526608,2234877,3601794,3359714,82528,1088415,1295183
2,13121,足立区,2,162,無機化学工業製品製造業,2,41,39,-,-,40,39,3,2,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,163,有機化学工業製品製造業,1,82,70,-,-,44,39,27,20,11,11,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,4,43,17,-,-,19,12,21,2,3,3,-,-,12117,22346,46837,33271,2755,22758,22758
2,13121,足立区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,4,224,64,-,-,76,53,58,3,90,8,-,-,61468,213181,533581,531802,-,299525,304682
2,13121,足立区,2,169,その他の化学工業,7,606,477,-,-,536,432,70,45,-,-,-,-,400037,1948073,2865717,2756109,726,669482,871093
2,13121,足立区,1,170,石油製品・石炭製品製造業,2,30,24,-,-,30,24,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,172,潤滑油・グリース製造業（石油精製業によらないもの）,1,16,13,-,-,16,13,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,174,舗装材料製造業,1,14,11,-,-,14,11,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,180,プラスチック製品製造業（別掲を除く）,55,676,364,3,3,435,325,235,35,3,1,2,-,212654,422632,940020,697188,200477,474884,479441
2,13121,足立区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,14,158,106,1,1,133,97,24,8,-,-,2,-,55069,89059,202186,165858,28660,104748,104748
2,13121,足立区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,13,146,60,1,1,69,50,74,8,2,1,-,-,37642,77056,200993,103348,82676,114201,114789
2,13121,足立区,2,183,工業用プラスチック製品製造業,7,79,43,-,-,54,42,25,1,-,-,-,-,25290,51863,136886,95198,41688,78725,78725
2,13121,足立区,2,184,発泡・強化プラスチック製品製造業,4,36,21,-,-,25,19,11,2,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,1,8,7,-,-,8,7,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,189,その他のプラスチック製品製造業,16,249,127,1,1,146,110,101,16,1,-,-,-,81071,166428,341353,275202,46433,158343,162312
2,13121,足立区,1,190,ゴム製品製造業,24,299,178,1,1,218,156,80,21,-,-,-,-,108338,220461,466731,392664,29957,230062,228316
2,13121,足立区,2,192,ゴム製・プラスチック製履物・同附属品製造業,5,72,42,-,-,45,36,27,6,-,-,-,-,23194,72614,116966,115899,422,45637,41120
2,13121,足立区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,14,178,105,1,1,132,91,45,13,-,-,-,-,72757,135408,304355,250595,11979,153897,156668
2,13121,足立区,2,199,その他のゴム製品製造業,5,49,31,-,-,41,29,8,2,-,-,-,-,12387,12439,45410,26170,17556,30528,30528
2,13121,足立区,1,200,なめし革・同製品・毛皮製造業,55,1127,515,23,13,670,430,446,82,-,-,16,9,338669,1429117,2502329,1998032,63538,964126,999120
2,13121,足立区,2,201,なめし革製造業,3,23,10,4,2,9,8,10,-,-,-,-,-,4569,3078,17885,12087,x,13793,13793
2,13121,足立区,2,202,工業用革製品製造業（手袋を除く）,2,47,25,-,-,36,25,11,-,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,204,革製履物製造業,15,269,190,1,1,197,149,74,43,-,-,6,5,106431,593109,842129,428037,6897,218566,231104
2,13121,足立区,2,206,かばん製造業,16,645,211,6,3,344,186,304,29,-,-,4,-,171693,540730,1212521,1180002,26811,604363,626819
2,13121,足立区,2,207,袋物製造業,18,138,76,12,7,80,59,46,10,-,-,6,4,40167,187073,276756,225936,22964,83042,83042
2,13121,足立区,2,209,その他のなめし革製品製造業,1,5,3,-,-,4,3,1,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,210,窯業・土石製品製造業,8,267,194,-,-,235,191,29,2,8,6,-,-,148973,394839,696326,605140,2500,258573,280262
2,13121,足立区,2,211,ガラス・同製品製造業,4,107,75,-,-,92,74,15,1,-,-,-,-,50530,81307,234890,232390,2500,128180,143089
2,13121,足立区,2,212,セメント・同製品製造業,2,53,36,-,-,50,35,1,-,7,6,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,218,骨材・石工品等製造業,1,5,4,-,-,5,4,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,219,その他の窯業・土石製品製造業,1,102,79,-,-,88,78,13,1,1,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,220,鉄鋼業,5,184,165,-,-,169,153,14,11,1,1,-,-,87900,1244195,1775666,x,20221,392323,498661
2,13121,足立区,2,222,製鋼・製鋼圧延業,1,136,125,-,-,125,116,10,8,1,1,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,229,その他の鉄鋼業,4,48,40,-,-,44,37,4,3,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,1,230,非鉄金属製造業,7,152,100,-,-,102,75,18,5,32,20,-,-,61578,400108,483988,397466,84923,79206,81886
2,13121,足立区,2,232,非鉄金属第２次製錬・精製業（非鉄金属合金製造業を含む）,1,4,2,-,-,4,2,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,233,非鉄金属・同合金圧延業（抽伸、押出しを含む）,3,76,55,-,-,71,54,5,1,-,-,-,-,35063,315009,349984,264794,84923,35335,36466
2,13121,足立区,2,235,非鉄金属素形材製造業,3,72,43,-,-,27,19,13,4,32,20,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,240,金属製品製造業,151,1632,1159,13,6,1327,1036,290,116,2,1,4,3,601039,1007163,2247677,1500553,594396,1132833,1150232
2,13121,足立区,2,241,ブリキ缶・その他のめっき板等製品製造業,2,22,9,-,-,10,4,12,5,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,242,洋食器・刃物・手道具・金物類製造業,14,109,63,4,2,76,58,28,3,1,-,2,2,41192,72592,144130,121664,10369,66252,66252
2,13121,足立区,2,243,暖房・調理等装置、配管工事用附属品製造業,4,30,22,-,-,22,17,8,5,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,244,建設用・建築用金属製品製造業（製缶板金業を含む),42,472,369,2,1,424,336,46,32,-,-,-,-,183394,369336,751730,650626,58647,352592,353993
2,13121,足立区,2,245,金属素形材製品製造業,18,183,119,3,2,146,108,33,8,1,1,1,-,55365,67191,177493,149965,27467,102137,102137
2,13121,足立区,2,246,金属被覆・彫刻業、熱処理業（ほうろう鉄器を除く）,35,443,325,2,-,344,292,97,33,-,-,-,-,174247,166258,485683,9233,469437,289196,297352
2,13121,足立区,2,247,金属線製品製造業（ねじ類を除く),5,63,43,-,-,52,38,11,5,-,-,-,-,18837,30870,74671,74503,168,40555,40555
2,13121,足立区,2,248,ボルト・ナット・リベット・小ねじ・木ねじ等製造業,18,191,132,-,-,165,121,26,11,-,-,1,1,73970,174124,385858,292953,15512,188285,196127
2,13121,足立区,2,249,その他の金属製品製造業,13,119,77,2,1,88,62,29,14,-,-,-,-,39183,81241,144106,131600,12494,58208,58208
2,13121,足立区,1,250,はん用機械器具製造業,24,256,175,2,2,200,157,43,6,11,10,-,-,95572,186795,403647,355919,9176,198847,201405
2,13121,足立区,2,252,ポンプ・圧縮機器製造業,7,75,50,-,-,60,48,15,2,-,-,-,-,35337,59176,125478,112378,3653,61391,61391
2,13121,足立区,2,253,一般産業用機械・装置製造業,10,73,48,1,1,58,46,14,1,-,-,-,-,29557,65680,117403,98666,600,47917,47917
2,13121,足立区,2,259,その他のはん用機械・同部分品製造業,7,108,77,1,1,82,63,14,3,11,10,-,-,30678,61939,160766,144875,4923,89539,92097
2,13121,足立区,1,260,生産用機械器具製造業,59,851,666,2,2,726,600,119,65,8,1,5,3,391753,889814,1634299,1488035,57103,684876,693782
2,13121,足立区,2,261,農業用機械製造業（農業用器具を除く）,1,40,26,-,-,32,24,8,2,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,262,建設機械・鉱山機械製造業,5,114,93,-,-,98,89,9,4,8,1,-,-,51542,172777,258732,247291,2078,77632,80316
2,13121,足立区,2,264,生活関連産業用機械製造業,12,165,135,2,2,149,123,14,10,-,-,-,-,84201,289159,435447,394167,-,140605,138276
2,13121,足立区,2,265,基礎素材産業用機械製造業,4,30,23,-,-,27,22,3,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,266,金属加工機械製造業,17,271,215,-,-,225,181,49,35,-,-,-,-,126183,194122,426574,380487,24572,207066,215617
2,13121,足立区,2,267,半導体・フラットパネルディスプレイ製造装置製造業,1,5,2,-,-,3,2,2,-,-,-,-,-,x,x,x,-,x,x,x
2,13121,足立区,2,269,その他の生産用機械・同部分品製造業,19,226,172,-,-,192,159,34,13,-,-,5,3,103300,159218,375498,347255,11714,200350,200350
2,13121,足立区,1,270,業務用機械器具製造業,16,297,169,-,-,201,155,89,12,7,2,-,-,110780,199401,533817,504529,8793,311178,316760
2,13121,足立区,2,272,サービス用・娯楽用機械器具製造業,2,18,12,-,-,18,12,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,273,計量器・測定器・分析機器・試験機・測量機械器具・理化学機械器具製造業,9,203,103,-,-,119,95,82,7,2,1,-,-,72941,149604,325751,298599,8793,162713,169754
2,13121,足立区,2,274,医療用機械器具・医療用品製造業,5,76,54,-,-,64,48,7,5,5,1,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,280,電子部品・デバイス・電子回路製造業,2,182,61,-,-,54,45,109,12,19,4,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,282,電子部品製造業,1,9,6,-,-,8,5,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,289,その他の電子部品・デバイス・電子回路製造業,1,173,55,-,-,46,40,108,11,19,4,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,290,電気機械器具製造業,23,301,206,-,-,209,169,91,37,1,-,2,2,114251,340883,588861,494274,48992,227213,231364
2,13121,足立区,2,291,発電用・送電用・配電用電気機械器具製造業,7,48,38,-,-,34,29,14,9,-,-,2,2,20397,29054,75685,62672,5330,43178,43178
2,13121,足立区,2,292,産業用電気機械器具製造業,6,107,78,-,-,79,64,27,14,1,-,-,-,36186,84082,167062,157779,72,77606,76892
2,13121,足立区,2,293,民生用電気機械器具製造業,4,52,23,-,-,19,15,33,8,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,294,電球・電気照明器具製造業,4,69,48,-,-,54,43,15,5,-,-,-,-,33097,118224,193010,188267,4694,66075,70940
2,13121,足立区,2,296,電子応用装置製造業,2,25,19,-,-,23,18,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,1,300,情報通信機械器具製造業,4,50,41,-,-,42,38,8,2,2,2,-,-,21770,35178,76635,61727,727,38621,38694
2,13121,足立区,2,301,通信機械器具・同関連機械器具製造業,2,10,9,-,-,9,9,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,302,映像・音響機械器具製造業,1,9,5,-,-,5,5,4,-,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,303,電子計算機・同附属装置製造業,1,31,27,-,-,28,24,3,2,2,2,-,-,x,x,x,x,-,x,x
2,13121,足立区,1,310,輸送用機械器具製造業,14,233,179,-,-,159,139,58,24,16,16,5,4,76698,174348,351241,287482,60676,164058,163892
2,13121,足立区,2,311,自動車・同附属品製造業,12,181,128,-,-,124,104,55,22,2,2,4,4,x,x,x,x,x,x,x
2,13121,足立区,2,312,鉄道車両・同部分品製造業,1,39,39,-,-,25,25,-,-,14,14,-,-,x,-,x,-,x,x,x
2,13121,足立区,2,319,その他の輸送用機械器具製造業,1,13,12,-,-,10,10,3,2,-,-,1,-,x,x,x,x,-,x,x
2,13121,足立区,1,320,その他の製造業,45,656,397,2,2,478,352,174,41,2,2,1,1,255291,561490,1154278,709501,26055,536681,551509
2,13121,足立区,2,321,貴金属・宝石製品製造業,4,100,46,-,-,60,43,40,3,-,-,-,-,x,x,x,x,x,x,x
2,13121,足立区,2,322,装身具・装飾品・ボタン・同関連品製造業（貴金属・宝石製を除く）,11,117,55,-,-,73,44,43,10,1,1,-,-,27424,56284,118809,106693,2863,56256,57832
2,13121,足立区,2,324,楽器製造業,1,6,2,-,-,4,2,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,325,がん具・運動用具製造業,8,100,62,-,-,84,55,16,7,-,-,-,-,35565,56393,123853,115148,8621,55848,62628
2,13121,足立区,2,326,ペン・鉛筆・絵画用品・その他の事務用品製造業,5,30,17,2,2,22,15,6,-,-,-,-,-,8449,28346,43880,40044,3715,14384,14384
2,13121,足立区,2,328,畳等生活雑貨製品製造業,1,22,12,-,-,12,10,10,2,-,-,-,-,x,x,x,x,-,x,x
2,13121,足立区,2,329,他に分類されない製造業,15,281,203,-,-,223,183,57,19,1,1,1,1,142820,282797,649048,233110,7409,333051,339865
2,13122,葛飾区,0,000,総数,643,8584,5413,34,26,6295,4765,2112,565,161,73,82,33,3277281,9999573,17368831,12971208,2055544,6699675,6868854
2,13122,葛飾区,1,090,食料品製造業,25,465,309,3,2,342,265,119,42,1,-,4,1,203442,1658358,2177217,1735246,2400,408984,483961
2,13122,葛飾区,2,091,畜産食料品製造業,2,169,144,-,-,142,127,27,17,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,092,水産食料品製造業,2,9,5,-,-,7,5,2,-,-,-,2,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,094,調味料製造業,1,19,10,-,-,12,8,7,2,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,097,パン・菓子製造業,10,105,45,3,2,53,34,49,9,-,-,-,-,20990,21686,96903,92082,2400,69645,69645
2,13122,葛飾区,2,098,動植物油脂製造業,1,53,45,-,-,50,43,2,2,1,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,099,その他の食料品製造業,9,110,60,-,-,78,48,32,12,-,-,2,1,34441,43804,103168,93165,-,54968,54968
2,13122,葛飾区,1,100,飲料・たばこ・飼料製造業,2,18,15,1,1,11,8,6,6,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,101,清涼飲料製造業,2,18,15,1,1,11,8,6,6,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,1,110,繊維工業,20,202,97,2,1,152,82,48,14,-,-,-,-,63861,173816,320847,235328,70049,138321,136378
2,13122,葛飾区,2,112,織物業,1,5,3,-,-,4,2,1,1,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,113,ニット生地製造業,1,5,1,-,-,3,1,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,114,染色整理業,5,61,43,-,-,51,36,10,7,-,-,-,-,21926,30849,73297,22447,37359,39585,39585
2,13122,葛飾区,2,115,綱・網・レース・繊維粗製品製造業,1,9,5,-,-,7,5,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,116,外衣・シャツ製造業（和式を除く）,7,95,31,-,-,68,28,27,3,-,-,-,-,30583,98954,172954,158261,14693,70418,68475
2,13122,葛飾区,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,1,5,2,1,1,4,1,-,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,119,その他の繊維製品製造業,4,22,12,1,-,15,9,6,3,-,-,-,-,5121,3455,13743,1857,x,9525,9525
2,13122,葛飾区,1,120,木材・木製品製造業（家具を除く）,2,16,12,-,-,15,11,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,129,その他の木製品製造業(竹、とうを含む),2,16,12,-,-,15,11,1,1,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,1,130,家具・装備品製造業,14,91,54,1,1,61,48,29,5,-,-,4,3,26998,34548,82506,61960,9616,44406,44406
2,13122,葛飾区,2,131,家具製造業,10,63,40,1,1,44,34,18,5,-,-,4,3,19322,29031,61394,48518,4876,29966,29966
2,13122,葛飾区,2,132,宗教用具製造業,2,14,10,-,-,11,10,3,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,133,建具製造業,1,5,3,-,-,3,3,2,-,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,139,その他の家具・装備品製造業,1,9,1,-,-,3,1,6,-,-,-,-,-,x,x,x,-,x,x,x
2,13122,葛飾区,1,140,パルプ・紙・紙加工品製造業,30,595,386,3,2,443,345,126,30,24,10,9,-,289711,2192169,3108818,1731065,48153,823279,873534
2,13122,葛飾区,2,144,紙製品製造業,5,138,75,1,1,115,68,17,3,5,3,-,-,61222,357980,462817,75149,1814,92334,97099
2,13122,葛飾区,2,145,紙製容器製造業,22,384,271,1,1,287,244,77,19,19,7,9,-,186439,1580601,2289664,1364553,33439,635948,664931
2,13122,葛飾区,2,149,その他のパルプ・紙・紙加工品製造業,3,73,40,1,-,41,33,32,8,-,-,-,-,42050,253588,356337,291363,12900,94997,111504
2,13122,葛飾区,1,150,印刷・同関連業,51,622,363,1,-,460,339,161,24,-,-,8,6,208105,553022,954388,722494,212068,369245,371994
2,13122,葛飾区,2,151,印刷業,45,582,335,-,-,425,311,157,24,-,-,6,5,190586,534202,904264,722494,161944,340258,343007
2,13122,葛飾区,2,153,製本業、印刷物加工業,6,40,28,1,-,35,28,4,-,-,-,2,1,17519,18820,50124,-,50124,28987,28987
2,13122,葛飾区,1,160,化学工業,7,162,91,-,-,129,86,32,4,1,1,-,-,69150,313398,491465,458927,6440,155037,165239
2,13122,葛飾区,2,164,油脂加工製品・石けん・合成洗剤・界面活性剤・塗料製造業,3,64,35,-,-,61,33,3,2,-,-,-,-,25403,122943,203083,202559,524,64905,74548
2,13122,葛飾区,2,165,医薬品製造業,1,29,22,-,-,26,20,2,1,1,1,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,166,化粧品・歯磨・その他の化粧用調整品製造業,2,52,20,-,-,27,20,25,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,169,その他の化学工業,1,17,14,-,-,15,13,2,1,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,1,180,プラスチック製品製造業（別掲を除く）,59,663,385,1,1,448,328,213,55,1,1,13,4,231720,620845,1281201,997777,222961,605397,611874
2,13122,葛飾区,2,181,プラスチック板・棒・管・継手・異形押出製品製造業,9,108,68,-,-,70,52,38,16,-,-,8,1,40202,58227,169078,105439,60591,102641,102641
2,13122,葛飾区,2,182,プラスチックフィルム・シート・床材・合成皮革製造業,8,50,31,1,1,42,28,7,2,-,-,-,-,18054,11014,46941,14350,32591,33266,33266
2,13122,葛飾区,2,183,工業用プラスチック製品製造業,16,219,115,-,-,141,106,78,9,-,-,5,3,75271,212388,421047,307674,90272,191411,193195
2,13122,葛飾区,2,184,発泡・強化プラスチック製品製造業,3,19,13,-,-,18,13,1,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,185,プラスチック成形材料製造業（廃プラスチックを含む）,2,58,47,-,-,53,42,4,4,1,1,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,189,その他のプラスチック製品製造業,21,209,111,-,-,124,87,85,24,-,-,-,-,62225,164575,313441,251219,33104,137988,138088
2,13122,葛飾区,1,190,ゴム製品製造業,54,586,376,9,7,427,325,150,44,-,-,-,-,188962,340063,704371,561543,83478,346153,337918
2,13122,葛飾区,2,191,タイヤ・チューブ製造業,1,11,10,-,-,9,8,2,2,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,2,192,ゴム製・プラスチック製履物・同附属品製造業,1,21,3,-,-,3,3,18,-,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,193,ゴムベルト・ゴムホース・工業用ゴム製品製造業,44,422,277,9,7,301,231,112,39,-,-,-,-,133920,197864,441288,355145,80272,225420,225420
2,13122,葛飾区,2,199,その他のゴム製品製造業,8,132,86,-,-,114,83,18,3,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,1,200,なめし革・同製品・毛皮製造業,22,395,199,-,-,267,179,128,20,-,-,5,3,123132,318281,551024,533243,15524,199440,215084
2,13122,葛飾区,2,201,なめし革製造業,2,20,13,-,-,17,10,3,3,-,-,-,-,x,x,x,x,x,x,x
2,13122,葛飾区,2,203,革製履物用材料・同附属品製造業,2,32,17,-,-,22,15,10,2,-,-,3,3,x,x,x,x,x,x,x
2,13122,葛飾区,2,204,革製履物製造業,5,140,71,-,-,81,64,59,7,-,-,-,-,48428,95417,187730,182741,2994,83045,86031
2,13122,葛飾区,2,206,かばん製造業,4,38,17,-,-,30,17,8,-,-,-,-,-,10188,64068,85318,85318,-,19676,19676
2,13122,葛飾区,2,207,袋物製造業,7,83,43,-,-,55,36,28,7,-,-,2,-,20578,72986,120390,113652,x,36413,43902
2,13122,葛飾区,2,209,その他のなめし革製品製造業,2,82,38,-,-,62,37,20,1,-,-,-,-,x,x,x,x,-,x,x
2,13122,葛飾区,1,210,窯業・土石製品製造業,6,93,74,1,1,86,68,6,5,-,-,-,-,45392,274820,344290,337962,6255,64323,64323
2,13122,葛飾区,2,211,ガラス・同製品製造業,3,24,12,1,1,21,10,2,1,-,-,-,-,6774,8285,20770,17694,x,11560,11560
2,13122,葛飾区,2,212,セメント・同製品製造業,2,45,42,-,-,43,40,2,2,-,-,-,-,x,x,x,x,-,x,x
