"ゴミの分類
番号","データ
提出組織",地区名,ゴミの品目,分別区分1,分別区分2,分別区分3,分別区分4,"粗大ごみ
回収料金",備考
687,あきる野市,全域,ソーダサイフォン用カートリッジ（必ず中身を使い切ったもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
688,あきる野市,全域,ソーラーパネル,処理不能,,,,,メーカー窓口に相談、回収を依頼してください。
689,あきる野市,全域,ソファー,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
690,あきる野市,全域,ソファーベッド,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
691,あきる野市,全域,ソリ（子供玩具）（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
692,あきる野市,全域,ソリ（子供玩具）（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
693,あきる野市,全域,そろばん,可燃ごみ,,,,,
694,あきる野市,全域,体温計（デジタル）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
695,あきる野市,全域,体温計（水銀）,有害ごみ,,,,,水銀、鉛等の有害な金属を含むものだけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
696,あきる野市,全域,台車,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
697,あきる野市,全域,体重計（体脂肪計含む）,不燃ごみ,,,,,
698,あきる野市,全域,耐熱ガラス（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
699,あきる野市,全域,耐熱ガラス（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
700,あきる野市,全域,耐熱ビン,不燃ごみ,,,,,
701,あきる野市,全域,タイヤ（バイク用50ｃｃ以下のもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
702,あきる野市,全域,タイヤ（バイク用50ｃｃを超えるもの）,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
703,あきる野市,全域,タイヤ（自動車用）,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
704,あきる野市,全域,タイヤ（農業・土木運搬用一輪車用）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
705,あきる野市,全域,タイヤチェーン（金属製）（重さ5kg以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
706,あきる野市,全域,タイヤチェーン（金属製）（重さ5kgを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
707,あきる野市,全域,タイヤチェーン（ゴム製）（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
708,あきる野市,全域,タイヤチェーン（ゴム製）（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
709,あきる野市,全域,タイル(縦10cm×横10cm×厚さ0.5cm以下で1回1kgまで）,不燃ごみ,,,,,
710,あきる野市,全域,ダイレクトメール,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
711,あきる野市,全域,ダウンコート,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
712,あきる野市,全域,ダウンジャケット,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
713,あきる野市,全域,ダウンベスト,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
714,あきる野市,全域,タオル,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
715,あきる野市,全域,タオルケット,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
716,あきる野市,全域,竹（直径5cm、長さ50cmまで）,可燃ごみ,,,,,
717,あきる野市,全域,竹（直径8cm、長さ50cmまで）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
718,あきる野市,全域,竹（直径8cm、長さ50cmを超えるもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（長さ50ｃｍ以下×直径8ｃｍ以下の場合は粗大ごみ扱い、長さ50ｃｍ以下×直径5ｃｍ以下の場合は可燃ごみ扱いで、有料袋に入れてください。）
719,あきる野市,全域,竹馬（鉄製）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
720,あきる野市,全域,竹馬（竹製）長さ50cm以下に切る,可燃ごみ,,,,,50cm以下に切れない場合は粗大ごみで
721,あきる野市,全域,卓上コンロ（カセットボンベは除く）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
722,あきる野市,全域,卓上用IHクッキングヒーター（不燃ごみ専用袋に入るもの）,不燃ごみ,,,,,
723,あきる野市,全域,卓上用IHクッキングヒーター（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
724,あきる野市,全域,畳（西秋川衛生組合への持込は、１日１回15枚まで）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
725,あきる野市,全域,卓球台,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
726,あきる野市,全域,タッパー,可燃ごみ,,,,,
727,あきる野市,全域,脱臭剤,可燃ごみ,,,,,
728,あきる野市,全域,建具,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
729,あきる野市,全域,たばこの吸殻,可燃ごみ,,,,,
730,あきる野市,全域,たばこの箱（ビニール・銀紙は取り除く）,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
731,あきる野市,全域,タブレット端末,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
732,あきる野市,全域,卵の殻,可燃ごみ,,,,,
733,あきる野市,全域,卵のパック（紙製）,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
734,あきる野市,全域,卵のパック（プラスチック製）,可燃ごみ,,,,,
735,あきる野市,全域,タライ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
736,あきる野市,全域,樽（木製またはプラスチック製で可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
737,あきる野市,全域,樽（木製またはプラスチック製で可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
738,あきる野市,全域,樽（金属製で長さ50cm以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
739,あきる野市,全域,樽（金属製で長さ50cmを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
740,あきる野市,全域,たわし類（金属製を除く）,可燃ごみ,,,,,
741,あきる野市,全域,たわし類（金属製）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
742,あきる野市,全域,単行本,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
743,あきる野市,全域,タンス,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
744,あきる野市,全域,断熱材（ガラス繊維製）,可燃ごみ,,,,,
745,あきる野市,全域,ダンボール,紙類・布類,,,,,ダンボール扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
746,あきる野市,全域,チェーンソー（ガソリン・オイルを空にする）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
747,あきる野市,全域,地球儀（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
748,あきる野市,全域,地球儀（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
749,あきる野市,全域,チャイルドシート,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
750,あきる野市,全域,茶殻,可燃ごみ,,,,,
751,あきる野市,全域,茶筒缶,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
752,あきる野市,全域,茶箱,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
753,あきる野市,全域,茶碗（木製・プラスチック製）,可燃ごみ,,,,,
754,あきる野市,全域,茶碗（陶器類）,不燃ごみ,,,,,
755,あきる野市,全域,着火剤,処理不能,,,,,市では処理ができないため、ガソリンスタンドか購入店にご相談、処理を依頼してください。（有料）
756,あきる野市,全域,ちゃんちゃんこ,可燃ごみ,,,,,
757,あきる野市,全域,チューナー,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
758,あきる野市,全域,チューブ（食料用、化粧品用等）,可燃ごみ,,,,,
759,あきる野市,全域,注射針（インスリン等の在宅医療用）,処理不能,,,,,一般家庭ごみとしては収集できません。あきる野市薬剤師会では、在宅医療廃棄物の適正処理を目的として、市内の保険薬局において、在宅医療での使用済み注射針回収を開始しました。詳しくはアプリの「あきる野市資源とごみの出し方カレンダー」の項にも記載しております。ご確認ください。
760,あきる野市,全域,彫刻刀,不燃ごみ,,,,,
761,あきる野市,全域,提灯,可燃ごみ,,,,,
762,あきる野市,全域,調味料の缶,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
763,あきる野市,全域,調味料のびん,びん類,,,,,口についている取り除けないプラスチック、ラベル類はそのままでも大丈夫です。汚れなどがとれないびんは、不燃ごみ扱い。不燃用有料袋に「汚れているびん」等書き、出してください。
764,あきる野市,全域,調味料のプラスチックの容器,可燃ごみ,,,,,
765,あきる野市,全域,調理台,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
766,あきる野市,全域,チラシ(新聞折込),紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
767,あきる野市,全域,ちり紙,可燃ごみ,,,,,
768,あきる野市,全域,使い捨てカイロ,可燃ごみ,,,,,
769,あきる野市,全域,使い捨てライター,有害ごみ,,,,,可燃性ガス、爆発の危険のあるもののみを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
770,あきる野市,全域,机,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
771,あきる野市,全域,漬物石（プラスチック製）,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
772,あきる野市,全域,土,処理不能,,,,,市では処理ができないもののため、廃棄物事業者に直接ご依頼ください。
773,あきる野市,全域,つぼ（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
774,あきる野市,全域,つぼ（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
775,あきる野市,全域,つまようじ,可燃ごみ,,,,,
776,あきる野市,全域,積み木（木製・プラスチック製）,可燃ごみ,,,,,
777,あきる野市,全域,爪切り,不燃ごみ,,,,,
778,あきる野市,全域,釣り糸（1m以内に切断）,可燃ごみ,,,,,
779,あきる野市,全域,釣り竿（カーボン製・プラスチック製・竹製）（可燃ごみ専用袋に入り、口がしばれるもの）,可燃ごみ,,,,,
780,あきる野市,全域,釣り竿（カーボン製・プラスチック製・竹製）（可燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
781,あきる野市,全域,釣りの鉛,有害ごみ,,,,,水銀、鉛等の有害な金属を含むものだけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
782,あきる野市,全域,釣り針,不燃ごみ,,,,,
783,あきる野市,全域,ティー（ゴルフ）,可燃ごみ,,,,,
784,あきる野市,全域,Ｔシャツ,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
785,あきる野市,全域,ティッシュペーパー,可燃ごみ,,,,,
786,あきる野市,全域,ティッシュペーパーの箱,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
787,あきる野市,全域,DVD（ディスク）,可燃ごみ,,,,,
788,あきる野市,全域,ＤＶＤ－ビデオ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
789,あきる野市,全域,ＤＶＤプレイヤ・レコーダ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
790,あきる野市,全域,テーブル,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
791,あきる野市,全域,テーブルクロス（ビニール製）,可燃ごみ,,,,,
792,あきる野市,全域,テーブルクロス（布製）,紙類・布類,,,,,布類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。下着、靴下は可燃ごみになります。
793,あきる野市,全域,テープレコーダ（デッキを除く）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
794,あきる野市,全域,手紙,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
795,あきる野市,全域,手さげ袋（紙製）,紙類・布類,,,,,雑誌類扱い。ひもで十字に縛ってください。（ひもの素材は問いません）※粘着テープなどで束ねたものは回収できません。
796,あきる野市,全域,デジタルオーディオプレイヤ（フラッシュメモリ）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
797,あきる野市,全域,デジタルオーディオプレイヤ（ＨＤＤ）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
798,あきる野市,全域,デジタルカメラ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
799,あきる野市,全域,鉄アレイ（重さ5kg以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
800,あきる野市,全域,鉄アレイ（重さ5kgを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
801,あきる野市,全域,鉄パイプ（長さ50㎝以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
802,あきる野市,全域,鉄パイプ（長さ50㎝を超え、長さ3m以下のもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
803,あきる野市,全域,鉄パイプ（長さ3mを超えるもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（長さ50ｃｍを超え、長さ3m以下の場合は粗大ごみ扱い、長さ50ｃｍ以下のものは缶・金属類扱いです。）
804,あきる野市,全域,鉄板（長さ50㎝以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
805,あきる野市,全域,鉄板（全ての辺が50㎝以下のもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
806,あきる野市,全域,鉄板（いずれかの辺が50㎝を超え、3ｍ以下のもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（長さ50ｃｍを超え、長さ3m以下の場合は粗大ごみ扱い、長さ50ｃｍ以下のものは缶・金属類扱いです。）
807,あきる野市,全域,鉄棒（長さ50㎝以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
808,あきる野市,全域,鉄棒（長さ50㎝を超え、長さ3m以内のもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
809,あきる野市,全域,鉄棒（長さ3mを超えるもの）,処理不能,,,,,処理可能なサイズ以下に切って出してください。（長さ50ｃｍを超え、長さ3m以下の場合は粗大ごみ扱い、長さ50ｃｍ以下のものは缶・金属類扱いです。）
810,あきる野市,全域,テニスボール,可燃ごみ,,,,,
811,あきる野市,全域,テニスラケット,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
812,あきる野市,全域,手袋,可燃ごみ,,,,,
813,あきる野市,全域,テレビ（リモコン除く）,処理不能,,,,,家電リサイクル法で定められた製品です。郵便局でリサイクル料金をお支払い頂き、搬入先に自己搬入するか、収集運搬業者にご連絡ください。あきる野市資源とごみの出し方カレンダー「収集不可能なものについて」をご参照ください。
814,あきる野市,全域,テレビアンテナ（パラボラ式）（直径50cm以下のもの）,不燃ごみ,,,,,
815,あきる野市,全域,テレビアンテナ（パラボラ式）（直径50cmを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
816,あきる野市,全域,テレビアンテナ（パラボラ式を除く）（長さ50cm以下のもの）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
817,あきる野市,全域,テレビアンテナ（パラボラ式を除く）（長さ50cmを超えるもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
818,あきる野市,全域,テレビ台,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
819,あきる野市,全域,テレビのリモコン（電池は有害ごみ）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
820,あきる野市,全域,テレフォンカード,可燃ごみ,,,,,
821,あきる野市,全域,天体望遠鏡（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
822,あきる野市,全域,天体望遠鏡（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
823,あきる野市,全域,電気アンカ,不燃ごみ,,,,,
824,あきる野市,全域,電気カーペット,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
825,あきる野市,全域,電気カイロ（充電式）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
826,あきる野市,全域,電気かみそり,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
827,あきる野市,全域,電気かみそり洗浄機,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
828,あきる野市,全域,電気ケトル,不燃ごみ,,,,,
829,あきる野市,全域,電気こたつ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
830,あきる野市,全域,電気コード・ケーブル（きちんと束ねる）,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
831,あきる野市,全域,電気シェーバー,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
832,あきる野市,全域,電気スタンド（不燃ごみ専用袋に入り、口がしばれるもの）（蛍光灯は有害ごみ）,不燃ごみ,,,,,
833,あきる野市,全域,電気スタンド（不燃ごみ専用袋に入らないもの）（蛍光灯は有害ごみ）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
834,あきる野市,全域,電気ストーブ（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
835,あきる野市,全域,電気ストーブ（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
836,あきる野市,全域,電気バリカン,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
837,あきる野市,全域,電気膝掛け（充電式）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
838,あきる野市,全域,電気ポット（不燃ごみ専用袋に入り、口がしばれるもの）,不燃ごみ,,,,,
839,あきる野市,全域,電気ポット（不燃ごみ専用袋に入らないもの）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
840,あきる野市,全域,電気毛布,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
841,あきる野市,全域,電気湯たんぽ,不燃ごみ,,,,,
842,あきる野市,全域,電気湯たんぽ（充電式）,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
843,あきる野市,全域,電球（ＬＥＤを含む）,不燃ごみ,,,,,
844,あきる野市,全域,電子オルガン,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
845,あきる野市,全域,電子血圧計,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
846,あきる野市,全域,電子書籍端末,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
847,あきる野市,全域,電子辞書,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
848,あきる野市,全域,電子体温計,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
849,あきる野市,全域,電子たばこ,有害ごみ,,,,,「充電池が取り外せない製品群」扱い。充電池が取り外せない家電類だけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
850,あきる野市,全域,電子ピアノ,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
851,あきる野市,全域,電子レンジ,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
852,あきる野市,全域,電線（巻きの直径50cm、重さ5kg以下）,缶・金属類,,,,,金属類は、汚れをできるだけ落としてください。水を切ってから出してください。
853,あきる野市,全域,電卓,使用済み電子機器,,,,,品物に「あきる野市」と表示し、バケツやダンボール箱などに入れてください。大きさ、重さの制限はありません。
854,あきる野市,全域,電池,有害ごみ,,,,,水銀、鉛等の有害な金属を含むものだけを一つの袋に入れ、他の有害ごみと混交しないでください。（有害ごみの種類ごとに袋を分ける。）
855,あきる野市,全域,テント（家庭用）（可燃ごみ専用袋に入らないもの）（布部を1m四方以下サイズに切る）,粗大ごみ,,,,,町名ごとに粗大ごみ収集業者が異なります。詳しくはあきる野市資源とごみの出し方カレンダー「地区ごとの粗大ごみ収集業者について」をご参照ください。
856,あきる野市,全域,電動カート,処理不能,,,,,市では処理ができないため、ご購入の店舗に処理を依頼してください。
857,あきる野市,全域,電動キックボード,処理不能,,,,,市では処理ができないため、メーカーや販売店に廃棄を依頼してください。
