一連番号,測定地点住所,緯度,経度,座標系,道　路　名,環境基準類型,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離,地上からの高さ,昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
561,東村山市本町2-21地先,35.758385,139.467758,JGD2011,都道東村山東久留米線,C,2013-12-17,2013-12-18,4,2,1.4,1.2,64,60
562,東村山市恩多町4-10地先,35.757023,139.474426,JGD2011,都道東村山東久留米線,A,2013-12-17,2013-12-18,4,2,0,1.2,57,49
563,東村山市野口町2-31地先,35.760757,139.456879,JGD2011,都道東村山東大和線,C,2013-12-17,2013-12-18,4,2,1.2,1.2,67,63
564,国分寺市並木町2-33-15,35.716751,139.450421,JGD2011,都道7号杉並あきる野線（五日市街道）,a,2013-12-24,2013-12-25,4,2,2,1.5,69,67
565,国分寺市東恋ヶ窪5-16-5,35.712213,139.467212,JGD2011,都道17号所沢府中線（府中街道）,c,2013-12-24,2013-12-25,4,2,1.5,1.5,69,67
566,国分寺市南町2-5,35.697422,139.482513,JGD2011,都道133号小川山府中線（国分寺街道）,c,2013-12-24,2013-12-25,4,2,1.2,1.5,67,64
567,国分寺市日吉町3-26,35.703793,139.453552,JGD2011,市道幹9号線（内藤橋街道）,a,2013-12-24,2013-12-25,6,2,2,1.5,66,60
568,国分寺市西町1-5-8,35.704289,139.437330,JGD2011,市道幹11号線（戸倉通り）,a,2013-12-24,2013-12-25,6,2,4,1.5,64,59
569,国分寺市日吉町1-30,35.703468,139.459076,JGD2011,市道幹7号線（熊野神社通り）,a,2013-12-24,2013-12-25,6,2,2.5,1.5,64,58
570,国分寺市内藤1-6,35.693974,139.458237,JGD2011,都道145号線立川国分寺線（多喜窪通り）,c,2013-12-24,2013-12-25,4,2,1.5,1.5,66,61
571,国分寺東恋ヶ窪5-16,35.711868,139.467545,JGD2011,都道所沢府中線,C,2013-12-16,2013-12-17,4,2,20,1.2,69,68
572,国立市谷保1253,35.675354,139.439987,JGD2011,国道20号（日野バイパス）,c,2013-11-26,2013-11-27,3,5,3.6,1.2,68,66
573,国立市中3-11,35.687656,139.444794,JGD2011,都道国立停車場谷保線（大学通り）,a,2013-11-26,2013-11-27,4,4,15.7,1.2,58,52
574,国立市谷保7069,35.683064,139.435272,JGD2011,都道八王子国立線（甲州街道）,b,2013-11-26,2013-11-27,4,4,1.5,1.2,75,71
575,国立市泉3-10,35.679379,139.425903,JGD2011,中央自動車道富士吉田線,A,2013-11-26,2013-11-27,1,4,24,1.2,58,55
576,国立市谷保249,35.676632,139.445984,JGD2011,都道府中相模原線,B,2013-11-26,2013-11-27,4,4,5.1,1.2,68,64
577,国立市北3-28,35.701736,139.429291,JGD2011,都道立川東大和線,C,2013-11-26,2013-11-27,4,2,2.2,1.2,66,61
578,福生市本町5,35.738701,139.326782,JGD2011,都道立川青梅線（新奥多摩街道）,c,2013-12-04,2013-12-05,4,2,3,1.5,64,60
579,福生市牛浜163,35.733948,139.336945,JGD2011,都道杉並あきる野線（五日市街道）,a,2013-12-26,2013-12-27,4,2,3,1.5,64,60
580,福生市福生2300－4,35.740550,139.337811,JGD2011,国道16号,c,2013-12-12,2013-12-13,3,4,3,1.5,75,74
581,福生市熊川307,35.719730,139.332642,JGD2011,都道杉並あきる野線（睦橋通り）,b,2014-01-20,2014-01-21,4,4,4,1.5,67,64
582,福生市熊川1631,35.723953,139.348816,JGD2011,都道杉並あきる野線（五日市街道）,c,2013-12-17,2013-12-18,4,2,3,1.5,68,65
583,福生市熊川45地先,35.718025,139.331238,JGD2011,国道16号,A,2013-06-04,2013-06-05,3,4,12.5,1.2,55,52
584,福生市熊川1148-3地先,35.730469,139.341995,JGD2011,国道16号,C,2013-06-04,2013-06-05,3,4,3.7,1.2,71,70
585,福生市志茂208地先,35.738052,139.328247,JGD2011,都道立川青梅線,C,2013-06-04,2013-06-05,4,2,4.4,1.2,69,65
586,福生市熊川139地先,35.713947,139.334320,JGD2011,都道立川青梅線,A,2013-06-04,2013-06-05,4,2,1,1.2,66,61
587,福生市志茂229地先,35.736649,139.327271,JGD2011,都道瑞穂あきる野八王子線,B,2013-06-04,2013-06-05,4,2,3.2,1.2,65,61
588,狛江市東和泉2-9-11,35.630661,139.580231,JGD2011,都道世田谷町田線(世田谷通り),c,2014-02-13,2014-02-14,4,2,2.5,1.2,69,66
589,狛江市和泉本町1-1-5,35.634491,139.577927,JGD2011,都道大田調布線(狛江通り),c,2014-02-13,2014-02-14,4,2,4.3,1.2,66,61
590,狛江市中和泉2-3,35.637108,139.573608,JGD2011,都道武蔵野狛江線,B,2013-10-17,2013-10-18,4,2,3,1.2,67,63
591,東大和市中央2-870,35.746445,139.429016,JGD2011,都道新宿青梅線（新青梅街道）,b,2014-03-06,2014-03-07,4,4,2,1.2,75,72
592,東大和市中央2-1101-27,35.743168,139.430258,JGD2011,都道新宿青梅線（青梅街道）,b,2014-03-06,2014-03-07,4,2,1,1.2,67,65
593,東大和市蔵敷1-475-1,35.754031,139.421011,JGD2011,都道新宿青梅線（青梅街道）,a,2014-03-06,2014-03-07,4,2,0.5,1.2,65,60
594,東大和市立野4-476-2,35.740518,139.416662,JGD2011,都道立川東大和線（芋窪街道）,c,2014-03-06,2014-03-07,4,2,3.4,1.2,70,67
595,東大和市蔵敷3地先,35.748718,139.420166,JGD2011,都道新宿青梅線,B,2014-02-26,2014-02-27,4,4,3.1,1.2,74,71
596,東大和市中央3地先,35.745552,139.426147,JGD2011,都道新宿青梅線,B,2014-02-26,2014-02-27,4,2,2.5,1.2,66,62
597,清瀬市中清戸2-684,35.779991,139.526306,JGD2011,都道さいたま東村山線　（志木街道）,a,2013-11-25,2013-11-26,4,2,2,1.2,66,63
598,清瀬市元町2-27-12,35.777699,139.517212,JGD2011,都道練馬所沢線（小金井街道）,c,2013-11-25,2013-11-26,4,2,2,1.2,69,67
599,清瀬市竹丘1-17-9,35.770454,139.507187,JGD2011,都道東村山清瀬線（病院街通り）,a,2013-11-25,2013-11-26,4,2,2,1.2,64,58
600,清瀬市下宿2-666,35.800503,139.537628,JGD2011,関越自動車道,A,2014-01-14,2014-01-15,1,6,15,1.2,58,55
601,清瀬市中里3-1118,35.782864,139.515900,JGD2011,都道練馬所沢線,A,2014-01-14,2014-01-15,4,2,1.7,1.2,71,68
602,東久留米市滝山３－１１,35.740479,139.505096,JGD2011,都道新宿青梅線（新青梅街道）,b,2014-02-25,2014-02-26,4,4,3.8,1.2,70,67
603,東久留米市野火止１－１,35.761608,139.515976,JGD2011,都道府中清瀬線（小金井街道）,c,2014-02-25,2014-02-26,4,2,3.2,1.2,65,63
604,東久留米市南沢５－１９,35.745346,139.523544,JGD2011,都道東京所沢線（所沢街道）,a,2014-02-25,2014-02-26,4,2,2.5,1.2,66,63
605,東久留米市滝山６－１,35.746067,139.504303,JGD2011,都道東久留米線（新小金井街道）,a,2014-02-25,2014-02-26,4,2,3.5,1.2,68,67
606,東久留米市八幡町3-14,35.751335,139.514267,JGD2011,都道東京所沢線,A,2013-11-12,2013-11-13,4,2,2.4,1.2,71,69
607,東久留米市柳窪4-4,35.745270,139.489853,JGD2011,都道新宿青梅線(2),B,2013-11-12,2013-11-13,4,4,4.3,1.2,70,66
608,東久留米市八幡町2-14,35.755939,139.514389,JGD2011,都道府中清瀬線,A,2013-11-12,2013-11-13,4,2,2.3,1.2,70,67
609,武蔵村山市三ツ木3-23-11,35.760361,139.371445,JGD2011,都道新宿青梅線（旧青梅街道）,b,2013-10-30,2013-10-31,4,2,2.5,1.2,66,62
610,武蔵村山市中藤4-18-1,35.757717,139.403427,JGD2011,都道新宿青梅線（旧青梅街道）,b,2013-10-30,2013-10-31,4,2,2,1.2,65,59
611,武蔵村山市三ツ藤3-7-8,35.756331,139.371374,JGD2011,都道新宿青梅線（新青梅街道）,b,2013-10-30,2013-10-31,4,4,2.8,1.2,75,71
612,武蔵村山市学園3-24-1,35.748326,139.405331,JGD2011,都道新宿青梅線（新青梅街道）,b,2013-10-30,2013-10-31,4,4,2.8,1.2,75,72
613,武蔵村山市残堀5-8-1,35.749798,139.373489,JGD2011,都道162号三ツ木八王子線（残堀街道）,b,2013-10-30,2013-10-31,4,2,4,1.2,68,64
614,武蔵村山市榎3-113-6,35.749404,139.383198,JGD2011,都道59号線（八王子村山線）,b,2013-10-30,2013-10-31,4,2,3.9,1.2,69,67
615,武蔵村山市伊奈平2-19-1,35.740856,139.382156,JGD2011,都道59号線（八王子村山線）,c,2013-10-30,2013-10-31,4,2,3.9,1.2,67,65
616,武蔵村山市大南1-148,35.736668,139.395889,JGD2011,都道55号線（所沢武蔵村山線）,c,2013-10-30,2013-10-31,4,2,3.1,1.2,69,67
617,武蔵村山市榎1-2-8,35.745819,139.389862,JGD2011,市道第2号線（江戸街道）,c,2013-10-30,2013-10-31,6,2,4.1,1.2,65,57
618,武蔵村山市三ツ藤1-72,35.749630,139.382645,JGD2011,都道八王子武蔵村山線,B,2013-10-08,2013-10-09,4,2,5.6,1.2,68,66
619,多摩市唐木田1-16,35.613468,139.403000,JGD2011,都道小山乞田線,B,2013-12-17,2013-12-18,4,2,6.9,1.2,67,64
620,多摩市鶴牧2-24,35.616741,139.412979,JGD2011,都道小山乞田線,A,2013-12-17,2013-12-18,4,4,3.5,1.2,64,56
621,多摩市山王下1-13,35.625309,139.419373,JGD2011,都道小山乞田線,C,2013-12-17,2013-12-18,4,4,3.7,1.2,66,62
622,多摩市乞田,35.632160,139.440002,JGD2011,都道小山乞田線,B,2013-12-17,2013-12-18,4,4,4.3,1.2,65,61
623,多摩市鶴牧5-31,35.611851,139.418427,JGD2011,都道小山乞田線,A,2013-12-17,2013-12-18,4,2,6.1,1.2,68,64
624,多摩市中沢1,35.619995,139.408142,JGD2011,都道小山乞田線,B,2013-12-17,2013-12-18,4,4,5,1.2,69,64
625,稲城市東長沼1362,35.643494,139.506638,JGD2011,都道川崎府中線（川崎街道）,b,2013-08-20,2013-08-21,4,4,6,1.2,66,61
626,稲城市大丸1097,35.647199,139.487119,JGD2011,都道稲城日野線（川崎街道）,b,2013-08-20,2013-08-21,4,4,6,1.2,70,66
627,稲城市矢野口868,35.641712,139.513794,JGD2011,都道川崎府中線,B,2013-12-05,2013-12-06,4,4,6.5,1.2,69,66
628,稲城市押立519,35.647480,139.509064,JGD2011,都道川崎府中線,B,2013-12-05,2013-12-06,4,2,5.1,1.2,67,62
629,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2013-05-16,2013-05-17,4,2,1.5,1.2,70,64
630,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2013-05-16,2013-05-17,4,2,3.5,1.2,65,61
631,羽村市羽加美4-2-9,35.765480,139.300278,JGD2011,都道立川青梅線（奥多摩街道）,a,2013-11-14,2013-11-15,4,2,1.5,1.2,70,64
632,羽村市羽加美1-29-5,35.768400,139.307700,JGD2011,都道29号立川青梅線（新奥多摩街道）,b,2013-11-14,2013-11-15,4,2,3.5,1.2,65,60
633,羽村市川崎3-8地先,35.750473,139.316269,JGD2011,都道立川青梅線,A,2013-12-17,2013-12-18,4,2,1.1,1.2,71,65
634,羽村市羽加美3-8地先,35.766312,139.300354,JGD2011,都道立川青梅線,A,2013-12-17,2013-12-18,4,2,1.2,1.2,70,64
635,羽村市羽西3-9地先,35.775322,139.293442,JGD2011,国道468号（圏央道）,A,2013-12-17,2013-12-18,3,4,6.5,1.2,60,59
636,あきる野市菅生725,35.747017,139.289734,JGD2011,国道411号（滝山街道）,b,2013-10-07,2013-10-08,3,2,2,1.2,71,67
637,あきる野市小川638,35.721107,139.317123,JGD2011,都道166号瑞穂あきる野八王子線,a,2013-10-07,2013-10-08,4,2,1,1.2,68,63
638,あきる野市舘谷230,35.731209,139.230316,JGD2011,都道杉並あきる野線（五日市街道）,c,2013-10-07,2013-10-08,4,4,3,1.2,66,58
639,あきる野市小川836,35.720715,139.319839,JGD2011,都道杉並あきる野線（睦橋通り）,b,2013-10-07,2013-10-08,4,4,3,1.2,68,64
640,あきる野市牛沼127,35.721321,139.287079,JGD2011,国道411号,B,2014-02-13,2014-02-14,3,2,1,1.2,71,68
641,あきる野市二宮2242,35.727379,139.315674,JGD2011,都道杉並あきる野線,A,2014-02-13,2014-02-14,4,2,1.6,1.2,72,64
642,あきる野市伊奈475,35.733917,139.255417,JGD2011,都道山田平井線,A,2014-02-13,2014-02-14,4,2,1.6,1.2,67,58
643,西東京市柳沢2-18-46,35.725296,139.553818,JGD2011,都道東京所沢線(青梅街道),c,2013-10-21,2013-10-23,4,6,3.1,1.2,69,66
644,西東京市緑町1-3-6,35.733753,139.538284,JGD2011,都道東京所沢線(所沢街道),a,2013-10-21,2013-10-23,4,2,2,1.2,67,66
645,西東京市田無町7-18-8,35.732952,139.532471,JGD2011,都道新宿青梅線(新青梅街道),b,2013-10-21,2013-10-23,4,4,3.3,1.2,74,71
646,西東京市芝久保町3-19-54,35.730320,139.518951,JGD2011,都道新宿青梅線(青梅街道),b,2013-10-21,2013-10-23,4,2,2.3,1.2,67,64
647,西東京市中町6-12-8,35.737923,139.557510,JGD2011,都道西3.2.6号線,b,2013-10-28,2013-10-31,4,4,10,1.2,56,50
648,西東京市富士町3-7-4,35.733498,139.567444,JGD2011,都道千代田練馬田無線(富士街道),a,2013-10-28,2013-10-31,4,2,3,1.2,66,63
649,西東京市向台町2-5,35.720837,139.542542,JGD2011,都道調布田無線(武蔵境通り),b,2013-10-21,2013-10-23,4,2,4.5,1.2,65,62
650,西東京市下保谷2-9,35.751015,139.558899,JGD2011,都道飯田橋石神井新座線,b,2013-10-28,2013-10-31,4,2,3.5,1.2,63,58
651,西東京市住吉町6-1-5,35.743546,139.550903,JGD2011,都道保谷志木線,a,2013-10-28,2013-10-31,4,2,1.1,1.2,69,66
652,西東京市谷戸町1-17-2,35.741058,139.543610,JGD2011,都道ひばりヶ丘停車場線,a,2013-10-28,2013-10-31,4,2,3.5,1.2,67,63
653,西東京市芝久保町3-8-5,35.727453,139.522846,JGD2011,都道小川山田無線,a,2013-10-21,2013-10-23,4,2,2.3,1.2,64,60
654,西東京市泉町3-12-35,35.741112,139.557114,JGD2011,都道東大泉田無線,b,2013-10-28,2013-10-31,4,2,2.5,1.2,68,65
655,西東京市東町1-4,35.744274,139.561554,JGD2011,都道前沢保谷線,a,2013-10-28,2013-10-31,4,2,6.5,1.2,62,58
656,西東京市保谷町1-19-11,35.732121,139.554703,JGD2011,都道杉並田無線(新青梅街道),b,2013-10-21,2013-10-23,4,2,2.7,1.2,68,66
657,西東京市南町3-18-40,35.722900,139.542114,JGD2011,市道119,a,2013-09-17,2013-09-20,6,2,5.5,1.2,62,58
658,西東京市東伏見3-8,35.724121,139.562485,JGD2011,都道東京所沢線（青梅街道）,B,2014-02-12,2014-02-13,4,6,3.5,1.2,67,64
659,西東京市芝久保町4-15,35.730896,139.520462,JGD2011,都道新宿青梅線（旧青梅街道）,B,2014-02-12,2014-02-13,4,2,1.9,1.2,66,63
660,西東京市田無町3-6,35.730122,139.543549,JGD2011,都道調布田無線（武蔵境通り）,B,2014-02-12,2014-02-13,4,2,4,1.2,65,61
661,西東京市下保谷5-6,35.751026,139.561829,JGD2011,都道飯田橋石神井新座線,A,2014-02-12,2014-02-13,4,2,4,1.2,60,53
662,瑞穂町箱根ヶ崎西松原14-1,35.769868,139.338029,JGD2011,国道16号,A,2013-11-20,2013-11-21,3,4,14.6,1.2,56,53
663,瑞穂町駒形富士山401,35.784142,139.355057,JGD2011,国道16号,B,2013-11-20,2013-11-21,3,4,2.7,1.2,68,64
664,瑞穂町駒形富士山209,35.779236,139.353180,JGD2011,都道瑞穂あきる野八王子線,B,2013-11-20,2013-11-21,4,2,2.5,1.2,72,71
665,瑞穂町むさし野1-3,35.762783,139.338196,JGD2011,都道瑞穂あきる野八王子線,A,2013-11-20,2013-11-21,4,2,2.6,1.2,66,61
666,奥多摩町川井775,35.814102,139.154864,JGD2011,国道411号,B,2013-11-18,2013-11-19,3,2,2.5,1.2,66,60
667,奥多摩町棚沢164,35.815421,139.131393,JGD2011,国道411号,B,2013-11-18,2013-11-19,3,2,1,1.2,68,62
668,奥多摩町丹三郎276,35.811496,139.153973,JGD2011,都道奥多摩青梅線,B,2013-11-18,2013-11-19,4,2,1,1.2,70,64
669,奥多摩町梅澤121,35.809319,139.167698,JGD2011,都道奥多摩青梅線,B,2013-11-18,2013-11-19,4,2,1.1,1.2,71,65
670,日の出町平井452-3,35.733559,139.277496,JGD2011,都道伊奈福生線,B,2013-11-18,2013-11-19,4,2,4,1.2,63,56
671,日の出町平井3352,35.745564,139.261642,JGD2011,都道奥多摩あきる野線,A,2013-11-18,2013-11-19,4,2,5.6,1.2,68,62
672,日の出町平井2069-2,35.737572,139.257889,JGD2011,都道山田平井線,A,2013-11-18,2013-11-19,4,2,2,1.2,68,62
673,日の出町大久野5718,35.763920,139.233109,JGD2011,都道青梅日の出線,B,2013-11-18,2013-11-19,4,2,0.9,1.2,66,57
