区分／分類コード／部門名,中間需要／Ｋ011／耕種農業（百万円）,中間需要／Ｋ012／畜産（百万円）,中間需要／Ｋ013／農業サービス（百万円）,中間需要／Ｋ015／林業（百万円）,中間需要／Ｋ017／漁業（百万円）,中間需要／Ｋ061／金属鉱物（百万円）,中間需要／Ｋ062／石炭・原油・天然ガス（百万円）,中間需要／Ｋ063／非金属鉱物（百万円）,中間需要／Ｋ111／食料品（百万円）,中間需要／Ｋ112／飲料（百万円）,中間需要／Ｋ113／飼料・有機質肥料（別掲を除く。）（百万円）,中間需要／Ｋ114／たばこ（百万円）,中間需要／Ｋ151／繊維工業製品（百万円）,中間需要／Ｋ152／衣服・その他の繊維既製品（百万円）,中間需要／Ｋ161／木材・木製品（百万円）,中間需要／Ｋ162／家具・装備品（百万円）,中間需要／Ｋ163／パルプ・紙・板紙・加工紙（百万円）,中間需要／Ｋ164／紙加工品（百万円）,中間需要／Ｋ191／印刷・製版・製本（百万円）,中間需要／Ｋ201／化学肥料（百万円）,中間需要／Ｋ202／無機化学工業製品（百万円）,中間需要／Ｋ203／石油化学基礎製品（百万円）,中間需要／Ｋ204／有機化学工業製品（石油化学基礎製品を除く。）（百万円）,中間需要／Ｋ205／合成樹脂（百万円）,中間需要／Ｋ206／化学繊維（百万円）,中間需要／Ｋ207／医薬品（百万円）,中間需要／Ｋ208／化学最終製品（医薬品を除く。）（百万円）,中間需要／Ｋ211／石油製品（百万円）,中間需要／Ｋ212／石炭製品（百万円）,中間需要／Ｋ221／プラスチック製品（百万円）,中間需要／Ｋ222／ゴム製品（百万円）,中間需要／Ｋ231／なめし革・毛皮・同製品（百万円）,中間需要／Ｋ251／ガラス・ガラス製品（百万円）,中間需要／Ｋ252／セメント・セメント製品（百万円）,中間需要／Ｋ253／陶磁器（百万円）,中間需要／Ｋ259／その他の窯業・土石製品（百万円）,中間需要／Ｋ261／銑鉄・粗鋼（百万円）,中間需要／Ｋ262／鋼材（百万円）,中間需要／Ｋ263／鋳鍛造品（百万円）,中間需要／Ｋ269／その他の鉄鋼製品（百万円）,中間需要／Ｋ271／非鉄金属製錬・精製（百万円）,中間需要／Ｋ272／非鉄金属加工製品（百万円）,中間需要／Ｋ281／建設・建築用金属製品（百万円）,中間需要／Ｋ289／その他の金属製品（百万円）,中間需要／Ｋ291／はん用機械（百万円）,中間需要／Ｋ301／生産用機械（百万円）,中間需要／Ｋ311／業務用機械（百万円）,中間需要／Ｋ321／電子デバイス（百万円）,中間需要／Ｋ329／その他の電子部品（百万円）,中間需要／Ｋ331／産業用電気機器（百万円）,中間需要／Ｋ332／民生用電気機器（百万円）,中間需要／Ｋ333／電子応用装置・電気計測器（百万円）,中間需要／Ｋ339／その他の電気機械（百万円）,中間需要／Ｋ341／通信機械・同関連機器（百万円）,中間需要／Ｋ342／電子計算機・同附属装置（百万円）,中間需要／Ｋ351／乗用車（百万円）,中間需要／Ｋ352／その他の自動車（百万円）,中間需要／Ｋ353／自動車部品・同附属品（百万円）,中間需要／Ｋ354／船舶・同修理（百万円）,中間需要／Ｋ359／その他の輸送機械・同修理（百万円）,中間需要／Ｋ391／その他の製造工業製品（百万円）,中間需要／Ｋ392／再生資源回収・加工処理（百万円）,中間需要／Ｋ411／建築（百万円）,中間需要／Ｋ412／建設補修（百万円）,中間需要／Ｋ413／公共事業（百万円）,中間需要／Ｋ419／その他の土木建設（百万円）,中間需要／Ｋ461／電力（百万円）,中間需要／Ｋ462／ガス・熱供給（百万円）,中間需要／Ｋ471／水道（百万円）,中間需要／Ｋ481／廃棄物処理（百万円）,中間需要／Ｋ511／商業（百万円）,中間需要／Ｋ531／金融・保険（百万円）,中間需要／Ｋ551／不動産仲介及び賃貸（百万円）,中間需要／Ｋ552／住宅賃貸料（百万円）,中間需要／Ｋ553／住宅賃貸料（帰属家賃）（百万円）,中間需要／Ｋ571／鉄道輸送（百万円）,中間需要／Ｋ572／道路輸送（自家輸送を除く。）（百万円）,中間需要／Ｋ573／自家輸送（百万円）,中間需要／Ｋ574／水運（百万円）,中間需要／Ｋ575／航空輸送（百万円）,中間需要／Ｋ576／貨物利用運送（百万円）,中間需要／Ｋ577／倉庫（百万円）,中間需要／Ｋ578／運輸附帯サービス（百万円）,中間需要／Ｋ579／郵便・信書便（百万円）,中間需要／Ｋ591／通信（百万円）,中間需要／Ｋ592／放送（百万円）,中間需要／Ｋ593／情報サービス（百万円）,中間需要／Ｋ594／インターネット附随サービス（百万円）,中間需要／Ｋ595／映像・音声・文字情報制作（百万円）,中間需要／Ｋ611／公務（百万円）,中間需要／Ｋ631／教育（百万円）,中間需要／Ｋ632／研究（百万円）,中間需要／Ｋ641／医療（百万円）,中間需要／Ｋ642／保健衛生（百万円）,中間需要／Ｋ643／社会保険・社会福祉（百万円）,中間需要／Ｋ644／介護（百万円）,中間需要／Ｋ659／その他の非営利団体サービス（百万円）,中間需要／Ｋ661／物品賃貸サービス（百万円）,中間需要／Ｋ662／広告（百万円）,中間需要／Ｋ663／自動車整備・機械修理（百万円）,中間需要／Ｋ669／その他の対事業所サービス（百万円）,中間需要／Ｋ671／宿泊業（百万円）,中間需要／Ｋ672／飲食サービス（百万円）,中間需要／Ｋ673／洗濯・理容・美容・浴場業（百万円）,中間需要／Ｋ674／娯楽サービス（百万円）,中間需要／Ｋ679／その他の対個人サービス（百万円）,中間需要／Ｋ681／事務用品（百万円）,中間需要／Ｋ691／分類不明（百万円）,中間需要／Ｌ100／本社（百万円）,中間需要／Ｒ700／財・サービス内生部門計（百万円）,中間需要／Ｒ710／内生部門計（百万円）,最終需要／Ｐ711／都事業所家計外消費支出（百万円）,最終需要／Ｐ611／他県事業所家計外消費支出（百万円）,最終需要／Ｐ721／民間消費支出（他県民支出を除く。）（百万円）,最終需要／Ｐ921／他県民支出（百万円）,最終需要／Ｐ731／一般政府消費支出（百万円）,最終需要／Ｐ732／一般政府消費支出（社会資本等減耗分）（百万円）,最終需要／Ｐ741／都内総固定資本形成（公的）（百万円）,最終需要／Ｐ751／都内総固定資本形成（民間）（百万円）,最終需要／Ｐ761／在庫純増（百万円）,最終需要／Ｐ771／調整項（百万円）,最終需要／Ｒ780／都内最終需要計（百万円）,最終需要／Ｒ790／都内需要合計（百万円）,最終需要／Ｐ801／輸出（百万円）,最終需要／Ｒ810／輸出計（百万円）,最終需要／Ｐ811／移出（百万円）,最終需要／Ｒ820／移輸出計（百万円）,最終需要／Ｒ830／最終需要計（百万円）,最終需要／Ｒ840／需要合計（百万円）,Ｐ841／（控除）輸入（百万円）,Ｐ851／（控除）関税（百万円）,Ｐ861／（控除）輸入品商品税（百万円）,Ｒ870／（控除）輸入計（百万円）,Ｐ881／移入（百万円）,Ｑ711／都事業所家計外消費支出（百万円）,Ｑ721／都民支出（百万円）,Ｒ890／（控除）移輸入計（百万円）,Ｒ900／最終需要部門計（百万円）,Ｒ970／生産額（百万円）
中間投入／Ａ332／民生用電気機器（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,1,46,1,0,10460,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,2224,4406,0,0,0,0,0,0,0,422,0,15224,166,0,0,0,136,2,0,0,0,35134,35134,11340,0,287757,14125,0,0,672,78081,2432,5,394412,429546,639,639,15282,15921,410333,445467,-91797,-16,-4560,-96373,-330063,0,-737,-427173,-16840,18294
中間投入／Ａ333／電子応用装置・電気計測器（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,2654,2776,0,0,2692,0,14492,0,790,88,0,0,0,14,20,0,0,466,58,429,555,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,94,0,0,16665,0,0,698,0,0,0,0,0,0,6918,460,0,0,0,0,0,0,0,0,50212,50212,1,0,790,0,0,0,49115,152112,2438,2586,207042,257254,91180,91180,153237,244417,451459,501671,-93998,0,-4700,-98698,-102365,0,0,-201063,250396,300608
中間投入／Ａ339／その他の電気機械（百万円）,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0,32,0,0,14,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,17,141,498,1882,3847,2385,5128,231,883,3658,4328,998,0,3055,470,8,315,1991,0,14745,4840,816,1254,4,0,72,0,3634,40,128,32,0,231,56,144,23,23,3,4,503,0,0,936,232,0,2596,2353,2161,239,244,49,3,8,0,106,0,7563,660,75,249,6,724,110,0,880,2605,75656,78261,1650,0,63020,8926,0,0,12363,17372,528,152,104011,182272,3826,3826,37011,40837,144848,223109,-34895,0,-1741,-36636,-134178,0,-293,-171107,-26259,52002
中間投入／Ａ341／通信機械・同関連機器（百万円）,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,5,4,0,0,0,10,7,0,0,0,1,0,0,0,0,0,0,3,2,119,107,49,43,14,36,0,29,1,4308,170,0,4418,9,19,148,38,13,6068,1076,2878,3885,29,19,9,11,6855,2116,1592,226,0,149,185,0,80,39,48,3,97,0,6,204,8216,39,1404,35031,209,485,184,1,245,4,46,625,1867,5216,6145,12,1687,18,302,81,0,0,0,96973,96973,21339,0,434003,19886,0,0,66395,434448,-21536,344,954879,1051852,19771,19771,183736,203507,1158386,1255359,-363471,0,-18119,-381590,-515039,0,-2341,-898970,259416,356389
中間投入／Ａ342／電子計算機・同附属装置（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,26,21070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,218,0,0,0,0,0,0,0,0,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,24548,24548,0,0,115488,8201,0,0,45695,608228,-1003,0,776609,801157,81,81,174680,174761,951370,975918,-471407,0,-23553,-494960,-225107,0,-1172,-721239,230131,254679
中間投入／Ａ351／乗用車（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513105,7129,0,0,4866,270098,-13043,0,782155,782155,25,25,0,25,782180,782180,-86991,0,-4346,-91337,-679554,0,-11264,-782155,25,25
中間投入／Ａ352／その他の自動車（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,25972,25972,0,0,36882,1819,0,0,7891,241682,-6892,4077,285459,311431,206682,206682,233905,440587,726046,752018,-10549,0,-525,-11074,-250108,0,-300,-261482,464564,490536
中間投入／Ａ353／自動車部品・同附属品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,18,261366,101240,0,3497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27019,0,0,0,0,0,0,0,0,0,393312,393312,0,0,669,191,0,0,0,0,-1257,415,18,393330,39353,39353,208612,247965,247983,641295,-14425,0,-722,-15147,-360927,0,-8,-376082,-128099,265213
中間投入／Ａ354／船舶・同修理（百万円）,0,0,0,0,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6306,0,0,0,31,0,0,0,0,0,0,23312,290,35,0,0,0,0,0,19,0,0,6,0,0,0,45,0,0,0,0,32617,32617,0,0,377,151,0,0,3376,61411,-121,0,65194,97811,52,52,1595,1647,66841,99458,-7571,0,-208,-7779,-85738,0,0,-93517,-26676,5941
中間投入／Ａ359／その他の輸送機械・同修理（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77354,0,0,0,65097,0,0,1154,0,0,0,0,0,0,96879,0,0,0,0,0,0,0,8,0,11183,93,0,0,0,3,272,0,0,0,371386,371386,0,0,21038,1627,0,0,20733,227407,2473,2653,275931,647317,128978,128978,59402,188380,464311,835697,-170255,0,-8138,-178393,-325982,0,-225,-504600,-40289,331097
中間投入／Ａ391／その他の製造工業製品（百万円）,2,0,0,0,204,0,0,17,144,304,0,0,6,1871,48,601,29,12,47,0,0,0,12,0,0,2,97,0,0,17,79,2176,102,1,4,65,0,24,29,0,0,38,0,28,11,325,911,46,293,392,4,393,22,646,399,0,286,68,1,19,30736,3,5266,9906,1808,2484,16,1,262,787,4251,2211,96,19,0,36,290,8,80,16,1,6,125,2,2892,3039,43399,1141,53787,11825,13773,10476,1319,139,2715,3143,1887,28170,7052,885,36381,1200,9365,3569,10517,9123,36881,371,76,361234,361310,43165,0,227770,31899,1,0,21565,210681,413,265,535759,897069,21832,21832,158881,180713,716472,1077782,-296285,-3162,-11227,-310674,-466680,0,-4885,-782239,-65767,295543
中間投入／Ａ392／再生資源回収・加工処理（百万円）,11,0,0,0,0,0,0,0,0,617,9,0,0,0,10,0,320,0,0,1,257,0,49,0,0,0,11,0,0,1201,28,0,572,168,36,19,0,316,180,89,8326,310,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,1,0,0,0,11,3,2623,9743,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,25818,25818,0,0,6390,0,0,0,0,0,0,0,6390,32208,0,0,95124,95124,101514,127332,0,0,0,0,0,0,0,0,101514,127332
中間投入／Ａ411／建築（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534467,3097823,0,0,3632290,3632290,0,0,0,0,3632290,3632290,0,0,0,0,0,0,0,0,3632290,3632290
中間投入／Ａ412／建設補修（百万円）,413,12,33,5,10,0,0,59,1395,172,0,0,215,469,55,352,307,913,3832,0,202,0,184,9,0,452,2103,1,93,793,425,208,638,491,0,285,0,563,118,287,564,345,424,1126,1033,1728,2360,841,3613,2092,67,1009,277,1675,857,0,967,477,29,2347,1308,85,5128,5268,2622,2272,53814,37665,67205,4111,126952,71946,63145,66954,291293,54643,2290,14176,2221,113,1323,7358,27838,534,35715,17877,15864,25911,30082,90307,95602,13513,35784,1108,12616,7973,1695,24232,2121,1669,36674,3947,20788,7177,21964,12091,0,0,136914,1461899,1598813,0,0,0,0,0,0,0,0,0,0,0,1598813,0,0,0,0,0,1598813,0,0,0,0,0,0,0,0,0,1598813
中間投入／Ａ413／公共事業（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844851,301,0,0,845152,845152,0,0,0,0,845152,845152,0,0,0,0,0,0,0,0,845152,845152
中間投入／Ａ419／その他の土木建設（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360546,623320,0,0,983866,983866,0,0,0,0,983866,983866,0,0,0,0,0,0,0,0,983866,983866
中間投入／Ａ461／電力（百万円）,280,25,184,16,13,0,2,145,8351,1293,8,8,490,1173,333,560,1119,838,10384,3,654,0,1814,5,0,436,3630,213,144,1318,1580,581,1378,2368,50,452,0,1636,661,404,1800,705,228,2463,2185,3228,3591,6507,5917,2776,140,731,433,1301,784,0,1936,2721,59,4031,2061,3015,13792,2985,1885,3656,78003,15687,31369,27179,190773,29186,43172,7824,0,37971,2911,825,345,1707,327,5205,7798,882,28222,6231,23641,5940,9964,58176,54493,10860,32737,1846,24573,11090,1595,16018,16919,4106,54994,15398,70252,15773,36319,25253,0,8255,150942,1125298,1276240,985,0,649513,0,0,0,0,0,0,0,650498,1926738,7829,7829,0,7829,658327,1934567,-108,0,0,-108,-939696,0,0,-939804,-281477,994763
中間投入／Ａ462／ガス・熱供給（百万円）,0,0,0,0,0,0,0,0,3116,594,2,0,173,108,3,69,59,143,647,1,24,0,162,0,0,293,449,0,1,673,618,45,756,58,36,55,0,401,100,7,41,113,51,638,379,410,1311,1204,672,639,4,126,121,601,329,0,2736,1300,18,1081,537,331,3383,1761,512,645,557,14913,578,2057,36796,14403,8538,359,0,2075,1093,201,264,389,90,23,1062,157,4396,1905,2459,1903,2217,14999,13864,5372,11639,503,8174,5654,1226,392,1301,4934,19486,16483,70556,6373,6812,4869,0,521,18342,317129,335471,275,0,397963,0,0,0,0,0,0,0,398238,733709,279,279,0,279,398517,733988,-32,0,0,-32,0,0,0,-32,398485,733956
中間投入／Ａ471／水道（百万円）,13,3,10,0,0,0,0,18,2390,363,0,4,44,26,10,41,48,64,355,0,20,0,221,0,0,239,210,0,5,74,48,128,42,97,0,11,0,46,4,2,59,31,11,75,157,260,232,237,325,228,14,61,38,63,126,0,61,93,1,152,222,209,1596,2038,349,641,388,2922,23887,6543,40717,12790,5520,472,0,6855,1398,10029,87,141,119,215,3619,123,11817,585,1735,2212,2900,18488,38713,9088,24243,957,7300,10444,1371,1055,693,889,8469,5919,57226,11962,7419,7209,0,2695,28199,361029,389228,673,0,189913,0,2074,5310,0,0,0,0,197970,587198,484,484,0,484,198454,587682,-328,0,0,-328,0,0,0,-328,198126,587354
中間投入／Ａ481／廃棄物処理（百万円）,0,2,2,0,0,0,0,7,529,20,1,0,3,14,2,11,31,36,358,0,15,0,1,2,0,294,185,0,0,3,21,18,6,198,0,51,0,0,0,0,0,6,1,6,50,5,89,140,102,69,0,15,32,25,27,0,34,7,1,358,10,0,862,9,1969,3575,9816,726,1820,0,16733,19468,234,0,0,14778,1097,0,248,328,287,123,3224,153,13857,4076,1563,2577,2632,73115,12573,2918,13849,1089,5058,3791,9,936,390,617,1167,19543,59472,4766,12764,11977,0,3183,23543,330159,353702,0,0,29416,0,163916,1386,0,0,0,0,194718,548420,950,950,0,950,195668,549370,-42,0,0,-42,-101891,0,0,-101933,93735,447437
中間投入／Ａ511／商業（百万円）,2127,73,2074,44,1014,0,0,195,84012,11850,84,30,1424,10703,2154,6908,2653,12377,73845,2,1336,0,1898,44,0,5786,21108,11,387,6636,9179,12407,2502,4886,60,962,0,3804,495,7985,406,2695,1772,12280,12141,21545,29086,12066,12881,23876,1625,12912,3151,17886,14819,0,10870,16497,301,10641,33143,684,229316,139331,41052,49131,16800,12809,14518,9998,327266,60459,8187,5719,2812,4314,11109,89671,5001,3969,1030,1235,12813,1183,14798,6448,165909,9115,116501,85749,39242,44566,251190,6141,37427,28159,18957,54855,35762,79619,118462,45143,636532,34109,43125,36052,56043,13181,75164,3567140,3642304,380310,0,5160443,903579,390,0,66260,1089704,16878,0,7617564,11259868,434387,434387,10257998,10692385,18309949,21952253,-107449,0,0,-107449,-2284481,0,-157842,-2549772,15760177,19402481
中間投入／Ａ531／金融・保険（百万円）,101,9,487,8,190,0,0,210,2817,681,3,14,301,1916,319,1079,357,1249,4111,0,899,0,287,78,0,175,1407,4,104,188,447,448,454,1754,17,236,0,299,49,890,809,182,253,3506,2040,4052,4554,1335,1158,1849,103,1335,142,1369,1556,0,1635,861,330,3345,4910,220,17484,5683,3928,10404,19092,2509,2313,2495,182036,360138,77370,36116,1584194,45909,4629,33277,5401,3954,1860,522,14952,209,17437,3817,23875,3066,5918,850974,3710,5982,35475,4273,6846,7281,33821,67635,12119,5830,25189,13832,25421,1921,12304,7537,0,9427,2350275,3655297,6005572,42,0,1950923,697505,0,0,0,0,0,0,2648470,8654042,258344,258344,1854303,2112647,4761117,10766689,-158709,0,0,-158709,-10252,0,-1666,-170627,4590490,10596062
中間投入／Ａ551／不動産仲介及び賃貸（百万円）,44,0,1737,1,12,0,0,25,1874,189,0,0,38,269,11,225,55,217,2733,0,36,0,40,0,0,140,452,0,12,274,180,216,66,531,3,32,0,64,25,20,10,40,82,282,624,917,947,139,373,983,94,451,77,350,980,0,70,199,14,283,543,19,15356,3732,1111,1946,3081,6811,1150,1744,401644,170171,51344,75604,9177,2498,5163,14024,10541,2676,10162,7569,23196,2325,23378,10308,272989,57643,34361,17494,7485,27064,122640,3652,10915,14947,9970,30441,3156,2230,134776,7172,62187,27511,17158,25506,0,33546,1260606,1794552,3055158,0,0,58601,27075,0,0,0,0,0,0,85676,3140834,569,569,317623,318192,403868,3459026,0,0,0,0,0,0,-3417,-3417,400451,3455609
中間投入／Ａ552／住宅賃貸料（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847089,151068,918,0,0,0,0,0,2999075,2999075,6121,6121,0,6121,3005196,3005196,-327,0,0,-327,0,0,0,-327,3004869,3004869
中間投入／Ａ553／住宅賃貸料（帰属家賃）（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7586959,0,3134,0,0,0,0,0,7590093,7590093,0,0,0,0,7590093,7590093,0,0,0,0,0,0,0,0,7590093,7590093
中間投入／Ａ571／鉄道輸送（百万円）,4,0,143,1,31,0,0,22,805,67,0,0,32,103,29,90,34,200,2245,0,30,0,74,0,0,367,362,0,5,190,144,59,78,93,1,105,0,65,6,11,20,34,33,129,313,773,1200,451,703,809,35,1184,32,2462,309,0,125,108,6,264,504,190,3178,2167,1105,647,760,361,989,2045,92370,68960,1893,152,3,584,895,239,344,376,671,145,480,246,6215,2742,6127,2585,3898,52441,14561,8264,9697,532,1211,1353,1388,4891,4623,920,11828,668,9583,1270,5228,3566,141,3580,144306,351002,495308,4598,839,702751,282127,2,0,12,113,27,0,990469,1485777,26139,26139,541298,567437,1557906,2053214,-7839,0,0,-7839,-540342,-1401,-218118,-767700,790206,1285514
中間投入／Ａ572／道路輸送（自家輸送を除く。）（百万円）,286,75,238,24,138,0,0,55,21026,2663,25,11,177,1029,610,1374,521,2766,11502,1,285,0,477,10,0,1102,4066,5,371,796,887,1451,732,4562,24,360,0,1032,262,1518,219,441,303,2127,2044,3453,4854,2098,2450,4112,217,1899,431,2846,2973,0,6285,2300,58,1678,4647,45834,56343,30107,13955,19176,15704,15957,3843,11456,65925,61112,3265,1129,195,1070,2679,2393,783,2162,266,262,4363,9592,16679,3185,34078,7702,40872,48177,10518,10321,31040,937,6794,3603,5431,10160,11077,8769,25999,4881,70368,2473,6794,13583,9227,39738,84576,895873,980449,82944,13030,692919,101867,209,0,5469,79171,2754,0,978363,1958812,31343,31343,303268,334611,1312974,2293423,-14517,0,0,-14517,-1045046,-2598,-46284,-1108445,204529,1184978
中間投入／Ａ573／自家輸送（百万円）,349,6,394,15,207,0,0,1976,3015,420,2,6,75,227,183,193,45,178,2199,0,52,0,10,0,0,120,315,0,1,50,63,757,105,1251,1,44,0,162,14,116,27,49,89,653,461,905,1414,489,78,467,31,432,55,20,579,0,153,140,3,110,2910,331,18040,10752,5922,8152,2455,1268,1821,9065,229605,41078,4852,3092,1704,54,730,0,466,547,154,112,1088,402,8248,3028,52760,1790,7088,44163,20886,6529,12932,719,3550,5030,4647,16540,27426,1526,21871,7055,3745,3090,21813,14512,0,3476,214602,655730,870332,0,0,0,0,0,0,0,0,0,0,0,870332,0,0,0,0,0,870332,0,0,0,0,0,0,0,0,0,870332
中間投入／Ａ574／水運（百万円）,66,8,7,1,53,0,0,2,1358,132,5,1,16,20,54,102,66,179,700,0,95,0,94,1,0,100,440,13,18,43,135,84,135,922,2,80,0,248,70,445,581,30,68,431,324,504,408,126,218,419,24,121,43,169,134,0,1656,443,8,210,224,14815,2885,1265,1550,2546,6020,3755,355,247,2764,2183,242,200,47,167,2056,6259,407902,1049,22,21,197,203,287,93,2554,87,1698,1053,693,602,973,62,215,235,120,411,285,574,1564,167,2764,188,536,306,655,571,3318,485279,488597,568,0,35333,6350,0,0,226,4050,390,0,46917,535514,582289,582289,55036,637325,684242,1172839,-306508,0,0,-306508,-200701,0,-9201,-516410,167832,656429
中間投入／Ａ575／航空輸送（百万円）,0,0,1,0,8,0,0,16,111,12,0,0,19,146,9,87,5,66,933,0,7,0,18,0,0,395,173,0,2,57,109,76,29,32,0,11,0,30,3,7,5,9,15,88,196,474,565,105,144,403,26,729,42,317,138,0,95,114,0,80,206,0,270,569,148,185,282,122,430,1466,68055,8150,852,136,0,49,217,2,94,1884,251,32,607,2744,3410,2583,36336,1796,12345,12049,8606,4422,4537,27,152,284,2220,5922,10294,621,16264,441,2151,945,5599,2821,22,5440,85448,231945,317393,3175,0,332424,53642,1,0,19,231,9,0,389501,706894,95644,95644,239814,335458,724959,1042352,-203511,0,0,-203511,-137477,0,-57915,-398903,326056,643449
