"全国地方公共団体コード","ID","地方公共団体名","施設名称","施設名称_カナ","施設名称_英字","営業の種類","業態","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","施設所在地_都道府県","施設所在地_市区町村","施設所在地_町字","施設所在地_番地以下","施設方書","緯度","経度","施設電話番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人名","法人番号","許可番号","初回許可年月日","許可年月日","許可開始日","許可満了日","廃業年月日","申請区分","許可条件","備考"
"132136","132136E00759","東村山市","デリ＆ブレッド ヴィ・ド・フランス 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目7-8秋津駅南口ショッピングセンター1階","東京都","東村山市","秋津町5丁目","7-8 秋津駅南口ショッピングセンター1階","","35.778303","139.496771","(042)392-7781","","","","1890001","株式会社 ヴィ・ド・フランス","","","2003-11-28","","","","","更新","",""
"132136","132136E00760","東村山市","デリ＆ブレッド ヴィ・ド・フランス 秋津店","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市秋津町5丁目7-8秋津駅南口ショッピングセンター1階","東京都","東村山市","秋津町5丁目","7-8 秋津駅南口ショッピングセンター1階","","35.778303","139.496771","(042)392-7781","","","","1890001","株式会社 ヴィ・ド・フランス","","","2003-11-28","","","","","更新","",""
"132136","132136E00761","東村山市","蒙古タンメン中本秋津","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目7-8","東京都","東村山市","秋津町5丁目","7-8","","35.778303","139.496771","(042)395-1233","","","","1890001","株式会社ビドバンス","","","2019-04-26","","","","","新規","",""
"132136","132136E00762","東村山市","カフェ・ド・クリエ エミオ秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目7-8秋津駅南口店舗棟1F⑧","東京都","東村山市","秋津町5丁目","7-8 秋津駅南口店舗棟1F⑧","","35.778303","139.496771","(042)306-1120","","","","1890001","株式会社ポッカクリエイト","","","2018-11-26","","","","","新規","",""
"132136","132136E00763","東村山市","ビアードパパ エミオ秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目7-8エミオ秋津1階","東京都","東村山市","秋津町5丁目","7-8 エミオ秋津1階","","35.778303","139.496771","(042)306-4788","","","","1890001","株式会社麦の穂","","","2023-02-03","","","","","新規","",""
"132136","132136E00764","東村山市","串かつ でんがな 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目7-8","東京都","東村山市","秋津町5丁目","7-8","","35.778303","139.496771","(042)399-1660","","","","1890001","有限会社タイブレイク","","","2013-05-07","","","","","更新","",""
"132136","132136E00765","東村山市","日高屋 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-1","東京都","東村山市","秋津町5丁目","8-1","","35.778076","139.496012","(042)390-4332","","","","1890001","株式会社 ハイデイ日高","","","2002-08-23","","","","","更新","",""
"132136","132136E00766","東村山市","もつ家 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-1","東京都","東村山市","秋津町5丁目","8-1","","35.778076","139.496012","","","","","1890001","有限会社 サンケー企画","","","1995-07-06","","","","","更新","",""
"132136","132136E00767","東村山市","不二家ＦＣ秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-1","東京都","東村山市","秋津町5丁目","8-1","","35.778076","139.496012","(042)391-0683","","","","1890001","有限会社 秋津商事","","","1978-04-22","","","","","更新","",""
"132136","132136E00768","東村山市","不二家ＦＣ秋津店","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市秋津町5丁目8-1","東京都","東村山市","秋津町5丁目","8-1","","35.778076","139.496012","(042)391-0683","","","","1890001","有限会社 秋津商事","","","1978-04-22","","","","","更新","",""
"132136","132136E00769","東村山市","やきとり 野島","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-1","東京都","東村山市","秋津町5丁目","8-1","","35.778076","139.496012","(042)397-3455","","","","1890001","","","","2021-06-16","","","","","新規","",""
"132136","132136E00770","東村山市","寿司割烹 よし乃寿司","","","飲食店営業(すし屋)","","132136","","東京都東村山市秋津町5丁目8-2","東京都","東村山市","秋津町5丁目","8-2","","35.777762","139.495580","(042)391-3177","","","","1890001","有限会社 吉川商事","","","2022-11-11","","","","","新規","",""
"132136","132136E00771","東村山市","富士そば 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-23","東京都","東村山市","秋津町5丁目","8-23","","35.778091","139.496674","","","","","1890001","池袋ダイタンフード株式会社","","","2022-08-30","","","","","新規","",""
"132136","132136E00772","東村山市","マクドナルド 秋津駅前店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-32","東京都","東村山市","秋津町5丁目","8-32","","35.778164","139.496551","(042)396-3398","","","","1890001","株式会社 フジカワ","","","2022-08-24","","","","","新規","",""
"132136","132136E00773","東村山市","暮六つ","","","飲食店営業(そうざい店)","","132136","","東京都東村山市秋津町5丁目8-43","東京都","東村山市","秋津町5丁目","8-43","","35.777961","139.495551","(042)397-9062","","","","1890001","","","","1997-05-01","","","","","更新","",""
"132136","132136E00774","東村山市","ビストロ テテ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目8-69コンフォートヴィラ1F","東京都","東村山市","秋津町5丁目","8-69 コンフォートヴィラ1F","","35.777242","139.496277","(042)306-3667","","","","1890001","","","","2014-01-27","","","","","更新","",""
"132136","132136E00775","東村山市","モスバーガー 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目9-1","東京都","東村山市","秋津町5丁目","9-1","","35.777725","139.494926","(042)399-0181","","","","1890001","株式会社モスストアカンパニー","","","2013-09-27","","","","","更新","",""
"132136","132136E00776","東村山市","やきとり家 すみれ秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目9-14Stars2F","東京都","東村山市","秋津町5丁目","9-14Stars2F","","35.777247","139.495235","(042)399-4129","","","","1890001","株式会社すみれ","","","2019-07-29","","","","","新規","",""
"132136","132136E00777","東村山市","串カツ田中 秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町5丁目9-14","東京都","東村山市","秋津町5丁目","9-14","","35.777247","139.495235","(042)306-2445","","","","1890001","株式会社ファイブグループ","","","2018-11-20","","","","","新規","",""
"132136","132136E00778","東村山市","筑前屋 新秋津店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町五丁目13-70","東京都","東村山市","秋津町5丁目","13-70","","35.778046","139.494039","(042)306-2844","","","","1890001","株式会社カスタマーズディライト","","","2022-05-12","","","","","新規","",""
"132136","132136E00779","東村山市","Boulangerie NOBU","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市秋津町五丁目8-27","東京都","東村山市","秋津町5丁目","8-27","","35.778063","139.495954","","","","","1890001","株式会社 トムケアジャパン","","","2017-11-21","","","","","新規","",""
"132136","132136E00780","東村山市","Boulangerie NOBU","","","菓子製造業(パン製造業)","","132136","","東京都東村山市秋津町五丁目8-27","東京都","東村山市","秋津町5丁目","8-27","","35.778063","139.495954","","","","","1890001","株式会社 トムケアジャパン","","","2017-11-21","","","","","新規","",""
"132136","132136E00781","東村山市","新井屋","","","豆腐製造業","","132136","","東京都東村山市諏訪町1丁目19-80","東京都","東村山市","諏訪町1丁目","19-80","","35.769061","139.468390","","","","","1890021","","","","1986-11-20","","","","","更新","",""
"132136","132136E00782","東村山市","飲み喰い処 なかはた","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目19-98","東京都","東村山市","諏訪町1丁目","19-98","","35.768550","139.468111","(042)391-3804","","","","1890021","","","","2011-09-14","","","","","更新","",""
"132136","132136E00783","東村山市","山本商事ふらっと","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目1-3","東京都","東村山市","諏訪町1丁目","1-3","","35.763760","139.466539","(042)392-8581","","","","1890021","","","","1991-09-19","","","","","更新","",""
"132136","132136E00784","東村山市","たけうち食堂","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目20-11","東京都","東村山市","諏訪町1丁目","20-11","","35.769352","139.469579","(042)394-4029","","","","1890021","","","","1992-05-19","","","","","更新","",""
"132136","132136E00785","東村山市","そば処文大陣","","","飲食店営業(そば屋)","","132136","","東京都東村山市諏訪町1丁目21-12","東京都","東村山市","諏訪町1丁目","21-12","","35.768784","139.467984","(042)391-4546","","","","1890021","","","","2021-12-10","","","","","新規","",""
"132136","132136E00786","東村山市","手打ちうどん こせがわ","","","そうざい製造業","","132136","","東京都東村山市諏訪町1丁目23-5","東京都","東村山市","諏訪町1丁目","23-5","","35.769205","139.466331","(042)391-3440","","","","1890021","","","","2000-12-26","","","","","更新","",""
"132136","132136E00787","東村山市","手打ちうどん こせがわ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目23-5","東京都","東村山市","諏訪町1丁目","23-5","","35.769205","139.466331","(042)391-3440","","","","1890021","","","","2022-12-15","","","","","新規","",""
"132136","132136E00788","東村山市","手打ちうどん こせがわ","","","麺類製造業","","132136","","東京都東村山市諏訪町1丁目23-5","東京都","東村山市","諏訪町1丁目","23-5","","35.769205","139.466331","(042)391-3440","","","","1890021","","","","2022-12-15","","","","","新規","",""
"132136","132136E00789","東村山市","ホームベーカリー マドンナ","","","飲食店営業(弁当屋)","","132136","","東京都東村山市諏訪町1丁目25-14","東京都","東村山市","諏訪町1丁目","25-14","","35.770040","139.467959","(042)395-2981","","","","1890021","","","","2022-02-17","","","","","新規","",""
"132136","132136E00790","東村山市","ホームベーカリー マドンナ","","","菓子製造業(パン製造業)","","132136","","東京都東村山市諏訪町1丁目25-14","東京都","東村山市","諏訪町1丁目","25-14","","35.770040","139.467959","(042)395-2981","","","","1890021","","","","2022-02-17","","","","","新規","",""
"132136","132136E00791","東村山市","セブンイレブン東村山諏訪１丁目店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目27-2","東京都","東村山市","諏訪町1丁目","27-2","","35.770097","139.468657","(042)397-5227","","","","1890021","","","","2022-11-24","","","","","新規","",""
"132136","132136E00792","東村山市","ボンジュール・ボン 東村山工場","","","飲食店営業(弁当屋)","","132136","","東京都東村山市諏訪町1丁目29-1","東京都","東村山市","諏訪町1丁目","29-1","","35.769510","139.469868","(042)398-7002","","","","1890021","ボンジュール・ボン 株式会社","","","2005-10-12","","","","","更新","",""
"132136","132136E00793","東村山市","ボンジュール・ボン 東村山工場","","","菓子製造業(パン製造業)","","132136","","東京都東村山市諏訪町1丁目29-1","東京都","東村山市","諏訪町1丁目","29-1","","35.769510","139.469868","(042)398-7002","","","","1890021","ボンジュール・ボン 株式会社","","","2005-10-12","","","","","更新","",""
"132136","132136E00794","東村山市","カマナ アジアンダイニング レストラン","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目2-20","東京都","東村山市","諏訪町1丁目","2-20","","35.764622","139.466493","(042)397-9099","","","","1890021","合同会社OM SOP NIN KUMARI","","","2014-02-10","","","","","更新","",""
"132136","132136E00795","東村山市","カフェ・プリエ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町1丁目30-42","東京都","東村山市","諏訪町1丁目","30-42","","35.770458","139.469996","(042)306-2261","","","","1890021","","","","2014-10-31","","","","","更新","",""
"132136","132136E00796","東村山市","東村山市立社会福祉センター","","","喫茶店営業(店舗)","","132136","","東京都東村山市諏訪町1丁目3-10","東京都","東村山市","諏訪町1丁目","3-10","","35.765483","139.466712","(042)392-4077","","","","1890021","中高年事業団やまて企業組合","","","2020-03-09","","","","","新規","",""
"132136","132136E00797","東村山市","有限会社いとう屋","","","飲食店営業(弁当屋)","","132136","","東京都東村山市諏訪町1丁目3-27","東京都","東村山市","諏訪町1丁目","3-27","","35.764917","139.466473","(042)393-3574","","","","1890021","有限会社 いとう屋","","","1981-08-07","","","","","更新","",""
"132136","132136E00798","東村山市","有限会社いとう屋","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市諏訪町1丁目3-27","東京都","東村山市","諏訪町1丁目","3-27","","35.764917","139.466473","(042)393-3574","","","","1890021","有限会社 いとう屋","","","1981-08-07","","","","","更新","",""
"132136","132136E00799","東村山市","東村山市立化成小学校給食室","","","飲食店営業(集団給食)","","132136","","東京都東村山市諏訪町1丁目4-1","東京都","東村山市","諏訪町1丁目","4-1","","35.764986","139.465841","(042)391-8111","","","","1890021","有限会社東村山給食センター","","","2021-05-27","","","","","新規","",""
"132136","132136E00800","東村山市","魚博","","","魚介類販売業(一般)","","132136","","東京都東村山市諏訪町1丁目7-7","東京都","東村山市","諏訪町1丁目","7-7","","35.766155","139.466692","(042)391-1611","","","","1890021","","","","1982-11-30","","","","","更新","",""
"132136","132136E00801","東村山市","西武鉄道株式会社 東村山社員寮","","","飲食店営業(集団給食)","","132136","","東京都東村山市諏訪町1丁目8-3","東京都","東村山市","諏訪町1丁目","8-3","","35.765503","139.467462","(042)393-6654","","","","1890021","有限会社 東村山給食センター","","","1993-05-01","","","","","更新","",""
"132136","132136E00802","東村山市","東京白十字病院","","","飲食店営業(集団給食)","","132136","","東京都東村山市諏訪町2丁目26-1","東京都","東村山市","諏訪町2丁目","26-1","","35.770671","139.463848","(042)396-6431","","","","1890021","株式会社 ベネミール","","","2000-08-01","","","","","更新","",""
"132136","132136E00803","東村山市","社会福祉法人 白十字会 特別養護老人ホーム 白十字ホーム","","","飲食店営業(仕出し屋)","","132136","","東京都東村山市諏訪町2丁目26-1","東京都","東村山市","諏訪町2丁目","26-1","","35.770671","139.463848","(042)392-1375","","","","1890021","社会福祉法人白十字会","","","2023-03-30","","","","","新規","",""
"132136","132136E00804","東村山市","中村屋","","","飲食店営業(そうざい店)","","132136","","東京都東村山市諏訪町2丁目6-85","東京都","東村山市","諏訪町2丁目","6-85","","35.768838","139.465670","(042)395-6060","","","","1890021","","","","2022-03-03","","","","","新規","",""
"132136","132136E00805","東村山市","中村屋","","","食肉販売業(一般)","","132136","","東京都東村山市諏訪町2丁目6-85","東京都","東村山市","諏訪町2丁目","6-85","","35.768838","139.465670","(042)395-6060","","","","1890021","","","","2022-03-03","","","","","新規","",""
"132136","132136E00806","東村山市","食事処 これ吉","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市諏訪町3丁目6-18グリューネスハイム新山手","東京都","東村山市","諏訪町3丁目","6-18 グリューネスハイム新山手","","35.769671","139.461412","(042)395-1378","","","","1890021","","","","2020-01-31","","","","","新規","",""
"132136","132136E00807","東村山市","株式会社 ふいっしゅいんてりあ","","","食品の冷凍又は冷蔵業(食品の冷凍業)","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社 ふいっしゅいんてりあ","","","2021-03-15","","","","","新規","",""
"132136","132136E00808","東村山市","株式会社 ふいっしゅいんてりあ","","","魚介類加工業","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社 ふいっしゅいんてりあ","","","2020-02-03","","","","","新規","",""
"132136","132136E00809","東村山市","おさかな工房ふぃっしゅ","","","そうざい製造業(そうざい製造)","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社ふぃっしゅいんてりあ","","","2021-11-22","","","","","新規","",""
"132136","132136E00810","東村山市","ふぃっしゅいんてりあ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社ふぃっしゅいんてりあ","","","2022-12-09","","","","","新規","",""
"132136","132136E00811","東村山市","株式会社ふぃっしゅいんてりあ","","","魚介類販売業(一般)","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社ふぃっしゅいんてりあ","","","2021-03-15","","","","","新規","",""
"132136","132136E00812","東村山市","株式会社ふぃっしゅいんてりあ","","","豆腐製造業","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社ふぃっしゅいんてりあ","","","2007-06-29","","","","","更新","",""
"132136","132136E00813","東村山市","株式会社ふぃっしゅいんてりあ","","","豆腐製造業","","132136","","東京都東村山市青葉町1丁目10-15","東京都","東村山市","青葉町1丁目","10-15","","35.761185","139.495213","(042)392-2988","","","","1890002","株式会社ふぃっしゅいんてりあ","","","2023-02-24","","","","","新規","",""
"132136","132136E00814","東村山市","セブンイレブン 東村山青葉町１丁目店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町1丁目20-25","東京都","東村山市","青葉町1丁目","20-25","","35.762475","139.496079","(042)392-1441","","","","1890002","株式会社グラティア","","","2021-06-22","","","","","新規","",""
"132136","132136E00815","東村山市","シティホール清瀬","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町1丁目22-3","東京都","東村山市","青葉町1丁目","22-3","","35.761901","139.498032","(042)396-7050","","","","1890002","株式会社泰","","","2014-02-24","","","","","更新","",""
"132136","132136E00816","東村山市","とんかつ せき","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町1丁目25-38","東京都","東村山市","青葉町1丁目","25-38","","35.761608","139.499679","(042)397-0870","","","","1890002","","","","2022-08-09","","","","","新規","",""
"132136","132136E00817","東村山市","肉のせきね","","","食肉処理業(一般)","","132136","","東京都東村山市青葉町1丁目27-1","東京都","東村山市","青葉町1丁目","27-1","","35.760627","139.501587","(042)396-8028","","","","1890002","","","","2021-11-09","","","","","新規","",""
"132136","132136E00818","東村山市","喫茶ジャスミン","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町1丁目4-20","東京都","東村山市","青葉町1丁目","4-20","","35.758336","139.494073","(042)393-5881","","","","1890002","当麻商事有限会社","","","2021-12-13","","","","","新規","",""
"132136","132136E00819","東村山市","HC青葉町","","","飲食店営業(集団給食)","","132136","","東京都東村山市青葉町1丁目7-1","東京都","東村山市","青葉町1丁目","7-1","","35.760398","139.490981","(042)393-5952","","","","1890002","株式会社グリーンヘルスケアサービス","","","2021-04-30","","","","","新規","",""
"132136","132136E00820","東村山市","レストランビアンモール","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町1丁目7-1多摩北部医療センター2F","東京都","東村山市","青葉町1丁目","7-1 多摩北部医療センター2F","","35.760398","139.490981","(042)398-7023","","","","1890002","株式会社光洋","","","2022-04-28","","","","","新規","",""
"132136","132136E00821","東村山市","特別養護老人ホーム 平成あおば上宮園","","","飲食店営業(集団給食)","","132136","","東京都東村山市青葉町1丁目7-75","東京都","東村山市","青葉町1丁目","7-75","","35.759367","139.492668","(042)399-5233","","","","1890002","株式会社日本給食サポート","","","2020-04-14","","","","","新規","",""
"132136","132136E00822","東村山市","スナック ハニー","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目12-16","東京都","東村山市","青葉町2丁目","12-16","","35.763257","139.486072","(042)395-4439","","","","1890002","","","","2021-12-13","","","","","新規","",""
"132136","132136E00823","東村山市","滝乃家","","","飲食店営業(そば屋)","","132136","","東京都東村山市青葉町2丁目1-3","東京都","東村山市","青葉町2丁目","1-3","","35.760070","139.488765","(042)392-1165","","","","1890002","","","","2014-04-24","","","","","更新","",""
"132136","132136E00824","東村山市","せき口","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市青葉町2丁目1-5","東京都","東村山市","青葉町2丁目","1-5","","35.760005","139.488676","(042)392-1167","","","","1890002","","","","2021-09-08","","","","","新規","",""
"132136","132136E00825","東村山市","あゆみ亭","","","飲食店営業(そうざい店)","","132136","","東京都東村山市青葉町2丁目1-62","東京都","東村山市","青葉町2丁目","1-62","","35.760627","139.488331","(042)306-1158","","","","1890002","Ag株式会社","","","2022-08-09","","","","","新規","",""
"132136","132136E00826","東村山市","くる里","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目1-69","東京都","東村山市","青葉町2丁目","1-69","","35.760335","139.488684","(042)395-4452","","","","1890002","","","","2001-11-14","","","","","更新","",""
"132136","132136E00827","東村山市","ＣＯＮＴＡＣＴ ＣＡＦＥ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目25-66ラポールあおば2F","東京都","東村山市","青葉町2丁目","25-66 ラポールあおば2F","","35.761894","139.491211","(042)306-1164","","","","1890002","株式会社ＣＯＮＴＡＣＴ･ＷＯＲＫＳＨＯＰ","","","2022-07-07","","","","","新規","",""
"132136","132136E00828","東村山市","エームＣＯＭＰ４９０６","","","飲食店営業(集団給食)","","132136","","東京都東村山市青葉町2丁目27-1医療法人社団新新会内","東京都","東村山市","青葉町2丁目","27-1 医療法人社団新新会内","","35.762419","139.491541","(042)306-3710","","","","1890002","エームサービス株式会社","","","2018-09-25","","","","","新規","",""
"132136","132136E00829","東村山市","おこしやす さくら","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目2-4アート青葉町101","東京都","東村山市","青葉町2丁目","2-4 アート青葉町101","","35.760389","139.489184","","","","","1890002","","","","2023-03-14","","","","","新規","",""
"132136","132136E00830","東村山市","そばの実カフェ「ＳＯＲＡ」","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目32-8","東京都","東村山市","青葉町2丁目","32-8","","35.763377","139.490870","","","","","1890002","","","","2023-03-09","","","","","新規","",""
"132136","132136E00831","東村山市","そばの実カフェ「ＳＯＲＡ」","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市青葉町2丁目32-8","東京都","東村山市","青葉町2丁目","32-8","","35.763377","139.490870","","","","","1890002","","","","2023-03-09","","","","","新規","",""
"132136","132136E00832","東村山市","青葉小学校店","","","飲食店営業(集団給食)","","132136","","東京都東村山市青葉町2丁目33-1","東京都","東村山市","青葉町2丁目","33-1","","35.764670","139.490110","","","","","1890002","ハーベストネクスト株式会社","","","2021-05-25","","","","","新規","",""
"132136","132136E00833","東村山市","菓子処 あかぎ 青葉町店","","","菓子製造業(生菓子製造業)","","132136","","東京都東村山市青葉町2丁目37-1","東京都","東村山市","青葉町2丁目","37-1","","35.766449","139.489655","(042)306-2380","","","","1890002","株式会社 菓子処あかぎ","","","2020-09-29","","","","","新規","",""
"132136","132136E00834","東村山市","セブン-イレブン東村山青葉町２丁目店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目37-6","東京都","東村山市","青葉町2丁目","37-6","","35.765867","139.489181","(042)398-1710","","","","1890002","","","","2013-08-30","","","","","更新","",""
"132136","132136E00835","東村山市","セブン-イレブン東村山青葉町２丁目店","","","菓子製造業(その他の菓子製造業)","","132136","","東京都東村山市青葉町2丁目37-6","東京都","東村山市","青葉町2丁目","37-6","","35.765867","139.489181","(042)398-1710","","","","1890002","","","","2013-08-30","","","","","更新","",""
"132136","132136E00836","東村山市","セブン-イレブン東村山青葉町２丁目店","","","食料品等販売業(店舗)","","132136","","東京都東村山市青葉町2丁目37-6","東京都","東村山市","青葉町2丁目","37-6","","35.765867","139.489181","(042)398-1710","","","","1890002","","","","2013-08-30","","","","","更新","",""
"132136","132136E00837","東村山市","株式会社 保谷納豆","","","納豆製造業","","132136","","東京都東村山市青葉町2丁目39-9","東京都","東村山市","青葉町2丁目","39-9","","35.765433","139.491015","(042)394-6600","","","","1890002","株式会社 保谷納豆","","","1975-03-10","","","","","更新","",""
"132136","132136E00838","東村山市","ブーランジェリーノブ","","","菓子製造業(パン製造業)","","132136","","東京都東村山市青葉町2丁目40-20","東京都","東村山市","青葉町2丁目","40-20","","35.765277","139.492209","(042)306-4951","","","","1890002","株式会社トムケアジャパン","","","2014-04-15","","","","","更新","",""
"132136","132136E00839","東村山市","東村山工場","","","食品の冷凍又は冷蔵業(食品の冷凍業)","","132136","","東京都東村山市青葉町2丁目44-3","東京都","東村山市","青葉町2丁目","44-3","","35.764205","139.493815","(042)395-3381","","","","1890002","株式会社 関東ダイエットエッグ","","","2006-06-01","","","","","更新","",""
"132136","132136E00840","東村山市","東村山工場","","","そうざい製造業","","132136","","東京都東村山市青葉町2丁目44-3","東京都","東村山市","青葉町2丁目","44-3","","35.764205","139.493815","(042)395-3381","","","","1890002","株式会社 関東ダイエットエッグ","","","2006-06-01","","","","","更新","",""
"132136","132136E00841","東村山市","東村山工場","","","そうざい製造業","","132136","","東京都東村山市青葉町2丁目44-4","東京都","東村山市","青葉町2丁目","44-4","","35.763937","139.493811","(042)395-3381","","","","1890002","株式会社 関東ダイエットエッグ","","","2006-06-01","","","","","更新","",""
"132136","132136E00842","東村山市","とり慎","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目4-36","東京都","東村山市","青葉町2丁目","4-36","","35.761174","139.487753","(042)393-8019","","","","1890002","","","","2008-01-22","","","","","更新","",""
"132136","132136E00843","東村山市","デリーシャス・ランチ","","","飲食店営業(弁当屋)","","132136","","東京都東村山市青葉町2丁目8-1アネックスミユキ102","東京都","東村山市","青葉町2丁目","8-1 アネックスミユキ102","","35.761791","139.487068","","","","","1890002","","","","2022-01-18","","","","","新規","",""
"132136","132136E00844","東村山市","池澤鮮魚店","","","魚介類販売業(一般)","","132136","","東京都東村山市青葉町2丁目8-20","東京都","東村山市","青葉町2丁目","8-20","","35.761686","139.486416","(042)394-3059","","","","1890002","","","","1972-12-01","","","","","更新","",""
"132136","132136E00845","東村山市","三条","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目8-33","東京都","東村山市","青葉町2丁目","8-33","","35.761444","139.485837","(042)391-7767","","","","1890002","","","","2005-11-02","","","","","更新","",""
"132136","132136E00846","東村山市","ファイブ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町2丁目9-33","東京都","東村山市","青葉町2丁目","9-33","","35.762350","139.486481","(042)395-8287","","","","1890002","","","","2002-10-15","","","","","更新","",""
"132136","132136E00847","東村山市","うなぎ いしい","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町3丁目13-65","東京都","東村山市","青葉町3丁目","13-65","","35.768011","139.491817","(042)395-2893","","","","1890002","","","","2021-07-08","","","","","新規","",""
"132136","132136E00848","東村山市","きんぎょ","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町3丁目26-11","東京都","東村山市","青葉町3丁目","26-11","","35.769036","139.495041","(042)395-1298","","","","1890002","","","","2021-11-19","","","","","新規","",""
"132136","132136E00849","東村山市","Yショップ オアシス","","","飲食店営業(コンビニエンスストア等)","","132136","","東京都東村山市青葉町3丁目29-1三恵病院内","東京都","東村山市","青葉町3丁目","29-1 三恵病院内","","35.768339","139.496357","(042)398-3140","","","","1890002","","","","2013-03-25","","","","","更新","",""
"132136","132136E00850","東村山市","くるまやラーメン東村山店","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町3丁目2-4","東京都","東村山市","青葉町3丁目","2-4","","35.766333","139.490558","(042)394-0005","","","","1890002","株式会社 くるまやラーメン","","","2022-08-09","","","","","新規","",""
"132136","132136E00851","東村山市","平成の里","","","飲食店営業(集団給食)","","132136","","東京都東村山市青葉町3丁目30-7","東京都","東村山市","青葉町3丁目","30-7","","35.769590","139.495927","(042)397-5966","","","","1890002","株式会社ニフス","","","2014-10-10","","","","","更新","",""
"132136","132136E00852","東村山市","LUCKY ８","","","飲食店営業(一般飲食店)","","132136","","東京都東村山市青葉町3丁目32-29","東京都","東村山市","青葉町3丁目","32-29","","35.770046","139.495468","","","","","1890002","","","","2021-10-08","","","","","新規","",""
